연월,종목명,종목코드,시장아이디,종가,최고가(종가),최저가(종가),표준편차,첨도,공왜도,베타,Amihud,Amivest,Zeros,거래량_합계,거래량_일평균,거래대금_합계,거래대금_일평균
"2020/12","유니온","000910","STK","5950","6540","5720","2.14611","-1.201966",,,"0.000942646","288236.1383","4.761905","8975967","427427","56969782060","2712846765"
"2020/12","진흥기업우B","002785","STK","6250","8710","5750","4.443431","9.323179",,,"0.029859955","51590.8188","0","755925","35996","6047553980","287978761"
"2020/12","유성기업","002920","STK","2750","2820","2740","0.799283","0.841039",,,"0.002069684","132961.0783","23.809524","1932431","92021","5358831375","255182446"
"2020/12","DB손해보험","005830","STK","43750","45750","43650","1.216825","1.427062",,,"0.000093339","396656.8867","9.52381","4478268","213251","199488808800","9499467086"
"2020/12","계양전기우","012205","STK","7270","8300","7040","3.471505","3.618781",,,"0.020977364","17938.6948","9.52381","523141","24911","4068542060","193740098"
"2020/12","한전기술","052690","STK","17850","18350","16650","2.170556","3.344903",,,"0.000427876","200659.2375","4.761905","5094172","242580","90026243800","4286963990"
"2020/12","오리온","271560","STK","124000","132000","119000","2.111869","-0.035951",,,"0.000112327","121101.1107","0","2587958","123236","320655063000","15269288714"
"2020/12","두산퓨얼셀1우","33626K","STK","14300","14450","13300","2.324886","0.392269",,,"0.000734078","190879.2251","14.285714","4102117","195339","57931248200","2758630867"
"2020/12","이지스레지던스리츠","350520","STK","4925","5060","4925","0.599316","9.0918",,,"0.001036293","303631.2818","14.285714","1599209","76153","8007894380","381328304"
"2020/12","두산","000150","STK","52400","56300","51200","2.829572","0.468184",,,"0.000288993","110857.8999","0","2958018","140858","159378492000","7589452000"
"2020/12","유진투자증권","001200","STK","3950","4080","3800","1.75316","-0.213763",,,"0.00060124","683604.1485","0","12767672","607984","50734177810","2415913229"
"2020/12","백광산업","001340","STK","3315","3520","3240","1.916442","0.574823",,,"0.000585832","621677.5464","9.52381","16424173","782103","55813910815","2657805277"
"2020/12","경농","002100","STK","12000","12550","11500","1.272717","2.04949",,,"0.001179693","63013.4614","14.285714","1303694","62081","15627058800","744145657"
"2020/12","한일철강","002220","STK","1860","1950","1770","2.381998","1.532196",,,"0.011641246","82791.2527","0","2459011","117096","4439457635","211402745"
"2020/12","현대차","005380","STK","192000","196500","182500","2.136967","7.075932",,,"0.000003357","1741320.9113","9.52381","40068950","1908045","7599541301500","361882919119"
"2020/12","STX","011810","STK","5600","6520","5400","2.455653","2.327517",,,"0.003902052","105819.4696","4.761905","1755577","83599","11083861590","527802933"
"2020/12","극동유화","014530","STK","3455","3635","3455","1.367794","1.609204",,,"0.00147066","373004.6209","4.761905","4100401","195257","14601548650","695311840"
"2020/12","LG디스플레이","034220","STK","18550","18600","15800","2.669424","0.103105",,,"0.000025355","3598547.5743","9.52381","130980898","6237186","2354650713700","112126224462"
"2020/12","SNT홀딩스","036530","STK","14900","15500","14150","1.796299","0.981368",,,"0.005462296","13647.9496","14.285714","388581","18504","5744395950","273542664"
"2020/12","현대두산인프라코어","042670","STK","7920","8670","7780","2.3125","2.230068",,,"0.000050209","6633060.0971","4.761905","103468321","4927063","878661835520","41841039787"
"2020/12","이리츠코크렙","088260","STK","5410","5910","5360","1.058014","0.370631",,,"0.002617068","124972.4136","9.52381","1379345","65683","7639531130","363787197"
"2020/12","핸즈코퍼레이션","143210","STK","8340","9010","7500","3.974491","3.583935",,,"0.001047062","396092.0041","0","8900384","423828","75894571920","3614027234"
"2020/12","신한알파리츠","293940","STK","7120","7400","7030","0.673217","1.878042",,,"0.001087971","274971.2428","4.761905","1799832","85706","12859930100","612377624"
"2020/12","금양","001570","STK","6620","7550","5170","7.612401","10.108842",,,"0.000698879","979313.9334","4.761905","48498108","2309434","332493523310","15833024920"
"2020/12","종근당홀딩스","001630","STK","127500","137500","108500","4.819339","0.959168",,,"0.000114149","197026.5399","9.52381","8316120","396006","1069165192500","50912628214"
"2020/12","대상","001680","STK","26050","26700","25250","1.096362","0.051947",,,"0.000135393","341365.049","19.047619","5580352","265731","144786361200","6894588629"
"2020/12","고려제강","002240","STK","14700","16850","14700","2.445343","5.803855",,,"0.001647875","71517.0248","0","1607918","76568","25797685850","1228461231"
"2020/12","세아제강지주","003030","STK","44550","47000","44550","0.934502","2.491088",,,"0.001732647","21680.3269","14.285714","176143","8388","7947442600","378449648"
"2020/12","대웅","003090","STK","50300","77700","29950","13.234001","1.355165",,,"0.000039353","6062821.9983","4.761905","136103128","6805156","6478533104000","323926655200"
"2020/12","코리안리","003690","STK","7890","8790","7860","2.212799","1.87238",,,"0.000323287","733783.8969","0","13123424","624925","108621044450","5172430688"
"2020/12","신원","009270","STK","1410","1490","1360","1.453002","-0.173479",,,"0.001386148","696210.8091","19.047619","12855720","612177","18509319060","881396146"
"2020/12","지엠비코리아","013870","STK","7950","8380","7130","2.631168","2.024299",,,"0.001077868","380870.1529","0","4619318","219968","36400452890","1733354900"
"2020/12","광명전기","017040","STK","2010","2080","1920","1.537258","-0.269162",,,"0.001865993","313784.1486","14.285714","8808868","419470","17898629790","852315704"
"2020/12","비케이탑스","030790","STK","15900","19200","13000","6.939807","1.064281",,,"0.00083128","163566.5375","0","7851328","373873","130224894500","6201185452"
"2020/12","유엔젤","072130","STK","4065","4245","3940","1.80958","-0.939601",,,"0.003961921","91874.4306","9.52381","2169848","103326","8939819370","425705684"
"2020/12","동양피스톤","092780","STK","5770","5800","5350","1.492657","0.311914",,,"0.002339801","141002.3939","0","2706368","128875","15155739630","721701887"
"2020/12","비상교육","100220","STK","6650","6790","6530","1.156988","1.515252",,,"0.00500419","50739.4291","9.52381","598234","28487","4007004610","190809743"
"2020/12","KB금융","105560","STK","43400","47200","43400","1.721725","1.853958",,,"0.000014416","2800006.8908","9.52381","39053427","1859687","1783793675590","84942555980"
"2020/12","한세실업","105630","STK","17500","18100","16100","2.302612","0.587024",,,"0.000363019","229947.2639","14.285714","5061335","241016","86856971850","4136046279"
"2020/12","현대퓨처넷","126560","STK","3855","4015","3165","5.642811","13.63371",,,"0.000785533","827771.3199","0","44701975","2128665","175154230865","8340677660"
"2020/12","두산우","000155","STK","42800","47450","42600","2.588828","5.33928",,,"0.000864507","58304.6505","9.52381","655613","31220","29210566550","1390979360"
"2020/12","한국주철관","000970","STK","8330","8490","8170","0.915125","0.53741",,,"0.001249384","177035.1434","4.761905","1445115","68815","11955930440","569330021"
"2020/12","현대제철","004020","STK","39600","41100","33650","3.079327","0.191349",,,"0.000038692","1781969.8641","0","31569568","1503313","1210014357650","57619731317"
"2020/12","성신양회","004980","STK","7320","7620","6870","1.797795","-0.585401",,,"0.000995126","213477.2684","4.761905","5103806","243038","37441805330","1782943111"
"2020/12","부산주공","005030","STK","719","1010","642","5.909262","1.910792",,,"0.001571846","1746029.7451","4.761905","68973925","3284473","54657570983","2602741475"
"2020/12","롯데케미칼","011170","STK","276000","287500","258000","1.855115","0.965989",,,"0.000019788","311054.9785","0","5028731","239463","1371221076500","65296241738"
"2020/12","KT&G","033780","STK","83100","88600","83100","1.710476","7.510925",,,"0.000014346","1730496.9567","0","17297077","823670","1489161987300","70912475586"
"2020/12","신한지주","055550","STK","32050","34600","32000","1.689035","1.55387",,,"0.000012823","3893695.82","0","60399242","2876154","2025784447250","96465926060"
"2020/12","NHN","181710","STK","74600","74600","71500","0.82775","0.499464",,,"0.000098555","167852.0691","9.52381","1815528","86454","132201492800","6295309181"
"2020/12","한일시멘트","300720","STK","105000","111500","92200","3.50815","-0.510811",,,"0.002807462","5048.9801","4.761905","207203","9867","21687227700","1032725129"
"2020/12","대덕전자","353200","STK","12600","12600","10300","2.280404","0.841539",,,"0.000146034","1037741.2736","0","41763376","1988732","495390954100","23590045433"
"2020/12","한화우","000885","STK","43250","48200","43200","1.222422","1.639351",,,"0.007451277","5266.6841","9.52381","56291","2681","2562564400","122026876"
"2020/12","DB하이텍","000990","STK","51000","51000","34900","3.195374","-0.770777",,,"0.000045592","879330.4396","0","55847464","2659403","2402346379950","114397446664"
"2020/12","신일전자","002700","STK","1875","1875","1785","1.118659","0.191471",,,"0.000525613","926884.7154","14.285714","17547348","835588","32017440105","1524640005"
"2020/12","진흥기업","002780","STK","2595","2645","2430","2.53251","0.178353",,,"0.001976918","567996.2126","0","12665194","603104","33270463715","1584307796"
"2020/12","세방","004360","STK","11650","11650","9890","2.61018","0.462828",,,"0.00080613","401234.9526","4.761905","10301433","490544","114335577190","5444551295"
"2020/12","삼천리","004690","STK","81400","83500","80500","0.87118","0.435315",,,"0.001146881","21885.5196","0","201032","9573","16409864400","781422114"
"2020/12","영흥","012160","STK","1165","1300","1150","1.919236","0.770054",,,"0.002665279","386662.8104","9.52381","9059091","431385","11223562190","534455342"
"2020/12","더존비즈온","012510","STK","104000","108000","100000","2.007367","-0.122645",,,"0.00015068","82534.6191","9.52381","2031225","96725","210670138343","10031911350"
"2020/12","휴비스","079980","STK","8240","8450","8090","0.983281","3.358896",,,"0.000342779","518624.4616","14.285714","5527130","263197","45919681100","2186651481"
"2020/12","동양생명","082640","STK","3520","3920","3520","2.058754","5.229011",,,"0.001283293","351373.8137","9.52381","5445288","259299","20169884155","960470674"
"2020/12","한솔제지","213500","STK","13850","14200","13750","0.827413","0.546199",,,"0.000219033","302042.284","23.809524","4278282","203728","59890952300","2851950110"
"2020/12","크라운제과우","26490K","STK","10350","11300","10250","1.404403","-0.630346",,,"0.008854349","13289.0641","9.52381","282234","13440","2990176650","142389364"
"2020/12","유유제약1우","000225","STK","13850","14650","13500","2.102155","-1.227931",,,"0.008910832","8540.584","14.285714","374967","17856","5322718200","253462771"
"2020/12","대유플러스","000300","STK","777","854","751","1.882514","0.356352",,,"0.002000981","1088887.6239","0","20458298","974205","16407306402","781300305"
"2020/12","넥센타이어","002350","STK","6190","6560","5850","2.440017","0.979705",,,"0.000662912","481544.5606","9.52381","9972708","474891","62041834230","2954373059"
"2020/12","삼일씨엔에스","004440","STK","9430","10100","9120","1.32042","4.564461",,,"0.001836099","132540.4747","14.285714","922140","43911","8985053210","427859677"
"2020/12","문배철강","008420","STK","3420","3700","3240","7.082833","14.729045",,,"0.000549408","4794655.642","0","147324280","7015442","513666341525","24460301977"
"2020/12","금호석유우","011785","STK","55400","55500","51200","2.234063","3.020768",,,"0.000834184","34348.4793","4.761905","814058","38765","43845614300","2087886395"
"2020/12","경인양행","012610","STK","7040","7260","6660","1.361045","1.162438",,,"0.000464908","465540.0207","0","8597246","409393","60842667430","2897269878"
"2020/12","KG스틸","016380","STK","11600","12500","10650","7.571684","9.586885",,,"0.000620617","197228.5194","9.52381","18211128","867197","205762119670","9798196175"
"2020/12","동원금속","018500","STK","744","792","696","2.261657","2.322983",,,"0.004335429","803536.3721","0","11317394","538924","8403474306","400165443"
"2020/12","다올투자증권","030210","STK","3190","3370","3150","2.042586","0.36059",,,"0.001613551","288238.4226","9.52381","6437756","306560","20982791205","999180534"
"2020/12","메타랩스","090370","STK","1070","1180","1045","2.058558","0.34172",,,"0.003293565","345283.6076","4.761905","11041121","525768","12621234305","601011157"
"2020/12","아모레퍼시픽","090430","STK","206000","217000","187500","2.887947","6.730038",,,"0.00003078","250507.415","4.761905","5824459","277355","1189591804126","56647228768"
"2020/12","미원화학","134380","STK","61900","62500","60500","0.647602","1.787116",,,"0.009062352","2225.6892","33.333333","31749","1512","1954740400","93082876"
"2020/12","더블유게임즈","192080","STK","60200","62100","56900","2.096949","-0.262077",,,"0.000197437","153067.3933","4.761905","2872730","136797","170941990700","8140094795"
"2020/12","인천도시가스","034590","STK","25000","26150","25000","0.963741","13.999444",,,"0.006527174","7401.2014","19.047619","60192","2866","1550632700","73839652"
"2020/12","LG생활건강우","051905","STK","718000","718000","693000","0.66092","0.482946",,,"0.00012298","12210.3258","4.761905","127333","6063","89166518000","4246024667"
"2020/12","세진중공업","075580","STK","6690","7100","6320","2.479461","-0.172063",,,"0.000394782","1087972.391","0","17220083","820004","115306920490","5490805738"
"2020/12","LF","093050","STK","14700","15450","14450","1.90593","4.427704",,,"0.000637455","129262.2343","9.52381","3316693","157938","49139662500","2339983929"
"2020/12","한국타이어앤테크놀로지","161390","STK","39400","40850","34350","3.241547","-0.524478",,,"0.000176591","264021.3618","0","8819300","419967","338305406400","16109781257"
"2020/12","삼화페인트","000390","STK","14100","17400","7410","11.998919","1.3615",,,"0.000660506","422017.7496","4.761905","29580596","1408600","391270181970","18631913427"
"2020/12","한신공영","004960","STK","16750","16800","14850","2.259434","-0.863853",,,"0.00131471","61626.0636","14.285714","1923959","91617","30887711400","1470843400"
"2020/12","삼진제약","005500","STK","27250","28650","26850","1.571415","0.136335",,,"0.000594171","80752.5604","4.761905","1598104","76100","44416514750","2115072131"
"2020/12","한국전자홀딩스","006200","STK","937","954","866","3.092278","3.935641",,,"0.002295152","1146936.937","0","50464810","2403086","48717887060","2319899384"
"2020/12","아남전자","008700","STK","3410","3410","2245","7.141429","12.461102",,,"0.000246153","3918022.4767","4.761905","421024617","20048791","1259845105155","59992624055"
"2020/12","참엔지니어링","009310","STK","1480","1745","1345","3.050792","-0.200496",,,"0.003084587","349225.4462","14.285714","11611813","552943","18060238885","860011375"
"2020/12","경동나비엔","009450","STK","52100","54100","51400","1.12038","-0.592326",,,"0.000251212","82351.4861","19.047619","1418458","67546","74563571300","3550646252"
"2020/12","우리종금","010050","STK","537","555","535","1.020964","4.617658",,,"0.000415913","6020724.5052","9.52381","53127332","2529873","29017674665","1381794032"
"2020/12","대창단조","015230","STK","6940","35950","6530","3.4278","3.860726",,,"0.002288242","65841.4325","23.809524","2074426","122025","14455948920","850349936"
"2020/12","퍼시스","016800","STK","29650","30700","29300","0.974689","4.738144",,,"0.014500758","3528.5833","19.047619","39497","1881","1181770000","56274762"
"2020/12","신세계건설","034300","STK","26850","27200","22950","3.017901","3.703516",,,"0.000977352","72283.365","4.761905","2192445","104402","55897144200","2661768771"
"2020/12","미래에셋생명","085620","STK","3850","4060","3850","1.389494","1.320312",,,"0.001736572","306351.1036","4.761905","3595928","171235","14213910620","676852887"
"2020/12","용평리조트","070960","STK","4255","4690","3990","3.191013","6.291367",,,"0.001328274","477103.3047","4.761905","23922988","1139190","112225978515","5344094215"
"2020/12","동양고속","084670","STK","25000","27800","25000","2.150628","14.531169",,,"0.00148923","31900.1869","9.52381","502294","23919","13334859450","634993307"
"2020/12","맵스리얼티1","094800","STK","3995","4170","3995","1.034262","10.640023",,,"0.0009674","348823.9061","9.52381","3186588","151742","13052168205","621531819"
"2020/12","코오롱플라스틱","138490","STK","4490","4785","4415","1.798093","0.822449",,,"0.001401831","370493.0146","9.52381","6967908","331805","32459813380","1545705399"
"2020/12","덴티움","145720","STK","41100","43550","39200","1.780871","0.279023",,,"0.000676326","76601.5313","4.761905","990072","47146","41040197900","1954295138"
"2020/12","이노션","214320","STK","59600","62500","58300","1.575959","-0.753277",,,"0.000324333","105370.8003","4.761905","1315677","62651","79019536200","3762835057"
"2020/12","일동제약","249420","STK","18900","20700","18200","2.880872","-0.015226",,,"0.000254841","280468.3154","9.52381","11880720","565749","233834504900","11134976424"
"2020/12","효성티앤씨","298020","STK","211000","219500","182000","3.28546","-0.728964",,,"0.000235676","43751.3306","4.761905","1230642","58602","244513323500","11643491595"
"2020/12","효성첨단소재","298050","STK","149000","156000","142500","1.775573","0.489703",,,"0.000145764","62755.5431","4.761905","1268273","60394","188965434000","8998354000"
"2020/12","KR모터스","000040","STK","1135","1430","1035","4.3562","-0.45616",,,"0.001165738","1428600.6464","4.761905","73693481","3509213","95003286905","4523966043"
"2020/12","CJ대한통운","000120","STK","165500","165500","158000","0.938673","0.418447",,,"0.000060166","126159.3875","9.52381","1564538","74502","253029407500","12049019405"
"2020/12","유수홀딩스","000700","STK","5740","5860","5380","1.553235","2.240428",,,"0.005969444","70570.4319","9.52381","823297","39205","4649394730","221399749"
"2020/12","대한제당우","001795","STK","14450","14900","14350","1.070256","7.819075",,,"0.019085885","3733.0233","33.333333","67151","3198","980938100","46711338"
"2020/12","DL건설","001880","STK","30550","31700","28200","2.38394","-0.33708",,,"0.000439698","132408.1209","0","3106253","147917","94100102250","4480957250"
"2020/12","삼영무역","002810","STK","14000","14450","13750","0.913534","0.380134",,,"0.002205208","40869.5971","14.285714","634104","30195","8968745900","427083138"
"2020/12","써니전자","004770","STK","5090","5090","3995","4.787854","11.173605",,,"0.000241831","2073534.7618","9.52381","127543053","6073479","611550311125","29121443387"
"2020/12","크라운해태홀딩스","005740","STK","8810","9100","8770","0.466702","-0.416774",,,"0.002110286","108060.3261","9.52381","701888","33423","6273146460","298721260"
"2020/12","한국조선해양","009540","STK","108500","111000","101500","1.967378","5.504468",,,"0.000033454","405652.558","4.761905","8124015","386858","870495935500","41452187405"
"2020/12","우진아이엔에스","010400","STK","8070","8150","7490","1.038217","0.299643",,,"0.005080709","33747.4227","14.285714","397819","18944","3142064890","149622138"
"2020/12","진양화학","051630","STK","5450","5450","4620","3.388001","-0.231273",,,"0.001483595","206493.4619","4.761905","8906313","424110","45114953405","2148331115"
"2020/12","SNT모티브","064960","STK","49400","51200","47750","2.34755","0.32213",,,"0.000377483","106878.7846","0","2494271","118775","125681036900","5984811281"
"2020/12","셀트리온","068270","STK","359000","403500","333500","4.63987","3.675792",,,"0.000002886","1585167.9947","0","52872122","2517720","19012373078000","905351098952"
"2020/12","한진칼","180640","STK","63100","72800","60000","2.235647","1.692524",,,"0.00008196","407521.7383","4.761905","7903560","376360","538954902100","25664519148"
"2020/12","삼양패키징","272550","STK","21250","22250","20650","1.597635","6.180733",,,"0.001032624","52669.7763","23.809524","867607","41315","18615947650","886473698"
"2020/12","효성중공업","298040","STK","62200","62900","58900","1.973723","4.150136",,,"0.000143233","226844.6097","4.761905","2404785","114514","146495036000","6975954095"
"2020/12","코스모화학","005420","STK","12200","13300","9120","7.444626","10.393041",,,"0.000192178","3093578.0794","0","75805301","3609776","910006844460","43333659260"
"2020/12","미래아이앤지","007120","STK","394","400","341","2.960095","3.228715",,,"0.002518826","1345879.3532","4.761905","69423693","3305890","26455439186","1259782818"
"2020/12","벽산","007210","STK","2505","2505","2085","3.262527","0.835161",,,"0.000684695","2062308.5612","4.761905","71837117","3420815","170660319825","8126681896"
"2020/12","동원시스템즈우","014825","STK","31100","31100","29050","1.931849","0.284856",,,"0.043364874","2196.6706","23.809524","40732","1940","1219973600","58093981"
"2020/12","일진홀딩스","015860","STK","5560","5620","5050","1.7055","-0.911784",,,"0.000822287","444009.7168","4.761905","11242411","535353","60484479670","2880213318"
"2020/12","일진머티리얼즈","020150","STK","50900","50900","45950","1.712222","1.220484",,,"0.00005645","674959.4382","4.761905","9224687","439271","446549354250","21264254964"
"2020/12","신세계 I&C","035510","STK","125500","128500","120500","1.337468","-0.319319",,,"0.001450606","5927.6663","14.285714","128030","6097","15973757500","760655119"
"2020/12","현대홈쇼핑","057050","STK","81500","86600","74300","2.37373","0.031759",,,"0.000514933","38709.9281","4.761905","1003686","47795","80745813800","3845038752"
"2020/12","CJ제일제당","097950","STK","381000","384500","357000","1.066182","3.951759",,,"0.000023552","171014.7942","4.761905","1541577","73408","574311607606","27348171791"
"2020/12","SG글로벌","001380","STK","2075","2315","1980","2.013614","1.208885",,,"0.001382401","708123.2715","9.52381","19363993","922095","43716026255","2081715536"
"2020/12","한화투자증권우","003535","STK","3510","4400","3160","3.507216","1.054904",,,"0.013695796","72192.6237","0","2251980","107237","9074721585","432129599"
"2020/12","동일산업","004890","STK","75900","75900","69400","0.770656","1.649338",,,"0.001025757","15826.0468","23.809524","235487","11214","17126516300","815548395"
"2020/12","사조산업","007160","STK","31200","32250","30900","0.870771","-0.262257",,,"0.00152953","30464.26","4.761905","314307","14967","9880349350","470492826"
"2020/12","애경산업","018250","STK","24500","25600","23950","1.307537","-0.986227",,,"0.000508063","94808.7722","4.761905","1808071","86099","44673750450","2127321450"
"2020/12","아시아나항공","020560","STK","4210","5720","4210","3.838433","6.215316",,,"0.000044967","4860561.5097","23.809524","219533083","12913711","1145576036460","67386825674"
"2020/12","콤텍시스템","031820","STK","1540","1835","1515","3.164541","0.0607",,,"0.000291754","3456288.4901","19.047619","179611405","8552924","317678637635","15127554173"
"2020/12","새론오토모티브","075180","STK","6180","6180","5190","3.760826","3.195927",,,"0.009780639","54611.4459","4.761905","2116555","100788","13210247980","629059428"
"2020/12","대상홀딩스","084690","STK","10200","10300","9800","0.902667","1.364034",,,"0.00037545","245749.5813","19.047619","3810331","181444","38581403430","1837209687"
"2020/12","HDC현대EP","089470","STK","6620","6880","6100","2.524543","-0.060467",,,"0.001269167","239378.0826","0","6417817","305610","42262201620","2012485791"
"2020/12","이아이디","093230","STK","325","408","320","3.995649","1.228836",,,"0.000191127","61030094.7029","4.761905","1301399474","61971404","489737507661","23320833698"
"2020/12","동아에스티","170900","STK","88600","90200","83500","1.856733","1.557778",,,"0.000206815","94884.1208","0","1473380","70161","126862616600","6041076981"
"2020/12","한국앤컴퍼니","000240","STK","14650","16100","14250","1.618984","-0.237385",,,"0.000294789","293544.1889","9.52381","6273217","298725","95148224450","4530867831"
"2020/12","미래에셋증권2우B","00680K","STK","4560","4860","4555","1.701772","7.712154",,,"0.000291788","1875588.2488","0","13506367","643160","64333817275","3063515108"
"2020/12","삼호개발","010960","STK","4275","4435","4115","1.840825","1.610539",,,"0.00267025","276696.7112","0","2508050","119431","10781043030","513383001"
"2020/12","SK가스","018670","STK","104500","112000","104500","1.544488","-0.045328",,,"0.000488531","19586.4471","14.285714","470447","22402","50512190500","2405342405"
"2020/12","신세계푸드","031440","STK","65300","65700","61500","1.188031","3.202245",,,"0.000770637","31079.4054","19.047619","300967","14332","19160132400","912387257"
"2020/12","롯데관광개발","032350","STK","15000","17650","14300","2.460193","-0.050744",,,"0.000267763","374444.9114","9.52381","8859931","421901","143662423050","6841067764"
"2020/12","대우조선해양","042660","STK","27400","28500","26100","1.557571","-0.934501",,,"0.000109283","516223.2003","4.761905","8843386","421114","242849438200","11564258962"
