종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"025000","KPX케미칼","KOSPI","화학","48250","-600","-1.23","233530000000"
"092230","KPX홀딩스","KOSPI","서비스업","59300","500","0.85","250521507800"
"000040","KR모터스","KOSPI","운수장비","1270","-25","-1.93","222640860280"
"044450","KSS해운","KOSPI","운수창고업","17200","500","2.99","199398568000"
"030200","KT","KOSPI","통신업","28250","-100","-0.35","7376408576000"
"033780","KT&G","KOSPI","기타제조업","104500","-1500","-1.42","14347065936500"
"030210","KTB투자증권","KOSPI","증권","2265","-35","-1.52","136611418380"
"058850","KTcs","KOSPI","서비스업","3160","20","0.64","134884600000"
"093050","LF","KOSPI","섬유의복","27000","200","0.75","789480000000"
"003550","LG","KOSPI","서비스업","70800","-800","-1.12","12217044874800"
"034220","LG디스플레이","KOSPI","전기전자","24550","250","1.03","8784375435000"
"001120","LG상사","KOSPI","유통업","33800","-450","-1.31","1310088000000"
"068870","LG생명과학","KOSPI","의약품","60600","1100","1.85","1004565594000"
"068875","LG생명과학우","KOSPI","의약품","41200","-100","-0.24","9732099200"
"051900","LG생활건강","KOSPI","화학","1050000","-7000","-0.66","16399106850000"
"051905","LG생활건강우","KOSPI","화학","545000","20000","3.81","1144334865000"
"003555","LG우","KOSPI","서비스업","46950","200","0.43","155624085150"
"032640","LG유플러스","KOSPI","통신업","10400","150","1.46","4540758154400"
"011070","LG이노텍","KOSPI","전기전자","98500","200","0.20","2331210039500"
"066570","LG전자","KOSPI","전기전자","53800","1400","2.67","8804252393200"
"066575","LG전자우","KOSPI","전기전자","28700","200","0.70","493237970400"
"108670","LG하우시스","KOSPI","화학","146500","1000","0.69","1313763655000"
"108675","LG하우시스우","KOSPI","화학","86600","-300","-0.35","89399778000"
"051910","LG화학","KOSPI","화학","328500","-3500","-1.05","21770056350000"
"051915","LG화학우","KOSPI","화학","247000","1500","0.61","1884343487000"
"079550","LIG넥스원","KOSPI","기계","103500","-500","-0.48","2277000000000"
"006260","LS","KOSPI","서비스업","40350","-1350","-3.24","1299270000000"
"000680","LS네트웍스","KOSPI","유통업","3645","-15","-0.41","287221443750"
"010120","LS산전","KOSPI","전기전자","46000","-900","-1.92","1380000000000"
"023150","MH에탄올","KOSPI","음식료품","8760","-240","-2.67","64635887760"
"035420","NAVER","KOSPI","서비스업","658000","16000","2.49","21689442782000"
"181710","NHN엔터테인먼트","KOSPI","서비스업","56900","1900","3.45","1113249922500"
"005940","NH투자증권","KOSPI","증권","10100","-100","-0.98","2842229758700"
"005945","NH투자증권우","KOSPI","증권","6740","-30","-0.44","127190324320"
"034310","NICE","KOSPI","서비스업","21750","0","0.00","823940025000"
"008260","NI스틸","KOSPI","철강금속","2645","-10","-0.38","75189018250"
"004250","NPC","KOSPI","화학","7740","40","0.52","284212800000"
"004255","NPC우","KOSPI","화학","3480","30","0.87","18374400000"
"010060","OCI","KOSPI","화학","75000","-3600","-4.58","1788702825000"
"005490","POSCO","KOSPI","철강금속","166500","-3000","-1.77","14516608027500"
"100840","S&TC","KOSPI","기계","29750","-800","-2.62","210767207000"
"064960","S&T모티브","KOSPI","운수장비","85800","-1100","-1.27","1235810518800"
"003570","S&T중공업","KOSPI","운수장비","13700","200","1.48","444886114300"
"036530","S&T홀딩스","KOSPI","서비스업","29350","400","1.38","451111730600"
"010950","S-Oil","KOSPI","화학","79400","500","0.63","8939073684800"
"010955","S-Oil우","KOSPI","화학","46450","-250","-0.54","186818509150"
"034120","SBS","KOSPI","서비스업","35000","-850","-2.37","638840370000"
"101060","SBS미디어홀딩스","KOSPI","서비스업","3890","-45","-1.14","544196179100"
"004060","SG세계물산","KOSPI","유통업","1215","10","0.83","245946326400"
"001380","SG충남방적","KOSPI","운수장비","2635","-10","-0.38","110004583450"
"002360","SH에너지화학","KOSPI","화학","1440","-5","-0.35","160032571200"
"009160","SIMPAC","KOSPI","기계","5600","-140","-2.44","162875580000"
"123700","SJM","KOSPI","운수장비","6550","50","0.77","102212081900"
"025530","SJM홀딩스","KOSPI","서비스업","5810","10","0.17","86766586480"
"034730","SK","KOSPI","서비스업","240500","-10000","-3.99","16921651428500"
"011790","SKC","KOSPI","화학","33800","50","0.15","1243743602400"
"018670","SK가스","KOSPI","유통업","73000","-300","-0.41","642135521000"
"001740","SK네트웍스","KOSPI","유통업","5490","-270","-4.69","1362550182030"
"001745","SK네트웍스우","KOSPI","유통업","51300","2400","4.91","5830142400"
"03473K","SK우","KOSPI","서비스업","151500","-4000","-2.57","85769452500"
"096770","SK이노베이션","KOSPI","서비스업","130000","-3000","-2.26","12020523320000"
"096775","SK이노베이션우","KOSPI","서비스업","69900","-1900","-2.65","87264977400"
"001510","SK증권","KOSPI","증권","1150","10","0.88","368134746650"
"001515","SK증권우","KOSPI","증권","2015","-20","-0.98","7883715710"
"006120","SK케미칼","KOSPI","화학","72600","-300","-0.41","1764416313000"
"006125","SK케미칼우","KOSPI","화학","34100","-550","-1.59","96063962500"
"017670","SK텔레콤","KOSPI","통신업","215500","500","0.23","17400700720500"
"000660","SK하이닉스","KOSPI","전기전자","30750","-450","-1.44","22386072723750"
"011810","STX","KOSPI","유통업","3435","5","0.15","102636803850"
"077970","STX엔진","KOSPI","기계","6800","-30","-0.44","156460547200"
"071970","STX중공업","KOSPI","기계","5660","20","0.35","126359652820"
"002710","TCC동양","KOSPI","철강금속","2180","155","7.65","48706650000"
"024070","WISCOM","KOSPI","화학","4960","-35","-0.70","74528563200"
"037270","YG PLUS","KOSPI","서비스업","2940","10","0.34","169081910760"
"000500","가온전선","KOSPI","전기전자","20800","0","0.00","86535217600"
"035250","강원랜드","KOSPI","서비스업","38400","-950","-2.41","8215315200000"
"011420","갤럭시아에스엠","KOSPI","서비스업","3455","205","6.31","95184020020"
"000860","건설화학","KOSPI","화학","39950","100","0.25","259675000000"
"008020","경남에너지","KOSPI","전기가스업","9800","250","2.62","404240278400"
"002100","경농","KOSPI","화학","5090","-10","-0.20","110411007500"
"012320","경동가스","KOSPI","전기가스업","89200","0","0.00","310844160000"
"009450","경동나비엔","KOSPI","전기전자","31250","-1200","-3.70","398109687500"
"000050","경방","KOSPI","섬유의복","192500","4500","2.39","527743947500"
"214390","경보제약","KOSPI","의약품","14200","300","2.16","339477412000"
"012610","경인양행","KOSPI","화학","3670","-35","-0.94","148254659550"
"009140","경인전자","KOSPI","전기전자","19650","150","0.77","30866161050"
"013580","계룡건설","KOSPI","건설업","9950","200","2.05","88862524650"
"012200","계양전기","KOSPI","기계","5000","95","1.94","163000000000"
"012205","계양전기우","KOSPI","기계","3375","-15","-0.44","4725000000"
"004200","고려개발","KOSPI","건설업","4730","150","3.28","94600000000"
"002140","고려산업","KOSPI","음식료품","2055","5","0.24","51250518375"
"010130","고려아연","KOSPI","철강금속","469000","3000","0.64","8850030000000"
"002240","고려제강","KOSPI","철강금속","38100","-900","-2.31","685800000000"
"009810","고려포리머","KOSPI","유통업","1190","10","0.85","40114086040"
"001290","골든브릿지증권","KOSPI","증권","1050","-5","-0.47","66923920350"
"009290","광동제약","KOSPI","의약품","11150","350","3.24","584492488650"
"017040","광명전기","KOSPI","전기전자","2360","0","0.00","102276771400"
"017900","광전자","KOSPI","전기전자","2335","40","1.74","135298686605"
"037710","광주신세계","KOSPI","유통업","283000","1000","0.35","452800000000"
"192530","광주은행","KOSPI","은행","7660","60","0.79","393080996620"
"140910","광희리츠","KOSPI","서비스업","5400","20","0.37","19595169000"
"030610","교보증권","KOSPI","증권","9400","-20","-0.21","338400000000"
"007690","국도화학","KOSPI","화학","59300","0","0.00","344569528800"
"005320","국동","KOSPI","유통업","10100","190","1.92","47430852400"
"001140","국보","KOSPI","운수창고업","19450","-550","-2.75","19981062800"
"002720","국제약품","KOSPI","의약품","3800","55","1.47","63107808400"
"014530","극동유화","KOSPI","화학","32800","700","2.18","114371697600"
"014280","금강공업","KOSPI","철강금속","39300","-150","-0.38","190839385200"
"014285","금강공업우","KOSPI","철강금속","30700","-850","-2.69","3621832500"
"008870","금비","KOSPI","비금속광물","58800","0","0.00","58800000000"
"001570","금양","KOSPI","화학","1870","40","2.19","73590685960"
"002990","금호산업","KOSPI","건설업","14800","-1900","-11.38","515142460400"
"002995","금호산업우","KOSPI","건설업","25450","-1950","-7.12","7438169700"
"011780","금호석유","KOSPI","화학","52100","-800","-1.51","1587366701100"
"011785","금호석유우","KOSPI","화학","34300","-650","-1.86","103705569800"
"214330","금호에이치티","KOSPI","운수장비","9900","150","1.54","96673500000"
"001210","금호전기","KOSPI","전기전자","13200","500","3.94","91291873200"
"073240","금호타이어","KOSPI","화학","6730","0","0.00","1063293953340"
"092440","기신정기","KOSPI","기계","6310","-90","-1.41","184252000000"
"000270","기아차","KOSPI","운수장비","52600","-500","-0.94","21322112052200"
"024110","기업은행","KOSPI","은행","12350","-250","-1.98","6871564181300"
"013700","까뮤이앤씨","KOSPI","건설업","11800","-50","-0.42","53279690400"
"004540","깨끗한나라","KOSPI","종이목재","5380","-20","-0.37","173391831700"
"004545","깨끗한나라우","KOSPI","종이목재","20600","-100","-0.48","7542896000"
"007460","나라케이아이씨","KOSPI","기계","3030","10","0.33","39459586980"
"001260","남광토건","KOSPI","건설업","4330","0","0.00","31379817430"
"008350","남선알미늄","KOSPI","철강금속","1235","-10","-0.80","136071176150"
"008355","남선알미우","KOSPI","철강금속","10000","-100","-0.99","3078900000"
"004270","남성","KOSPI","유통업","1995","40","2.05","72243259200"
"003920","남양유업","KOSPI","음식료품","738000","7000","0.96","531360000000"
"003925","남양유업우","KOSPI","음식료품","273000","4000","1.49","45498726000"
"002070","남영비비안","KOSPI","섬유의복","10100","-50","-0.49","69366244500"
"025860","남해화학","KOSPI","화학","10150","50","0.50","504240256450"
"005720","넥센","KOSPI","서비스업","77300","2300","3.07","393303714100"
"005725","넥센우","KOSPI","서비스업","42000","1150","2.82","15122520000"
"002350","넥센타이어","KOSPI","화학","12350","150","1.23","1190736080950"
"002355","넥센타이어1우B","KOSPI","화학","5180","-10","-0.19","33670000000"
"110570","넥솔론","KOSPI","전기전자","872","8","0.93","140140216104"
"090350","노루페인트","KOSPI","화학","11150","-350","-3.04","223000000000"
"090355","노루페인트우","KOSPI","화학","9520","-60","-0.63","4408959520"
"000320","노루홀딩스","KOSPI","서비스업","24500","-150","-0.61","323365969500"
"000327","노루홀딩스2우B","KOSPI","서비스업","24700","500","2.07","2285738000"
"000325","노루홀딩스우","KOSPI","서비스업","19600","-150","-0.76","3630900000"
"006280","녹십자","KOSPI","의약품","183000","1500","0.83","2138636454000"
"005250","녹십자홀딩스","KOSPI","서비스업","41950","250","0.60","1972833409500"
"005255","녹십자홀딩스1우","KOSPI","서비스업","25150","100","0.40","41972080500"
"005257","녹십자홀딩스2우","KOSPI","서비스업","26600","700","2.70","22503334000"
"004370","농심","KOSPI","음식료품","439500","3000","0.69","2673321159000"
"072710","농심홀딩스","KOSPI","서비스업","154000","1000","0.65","714219660000"
"023590","다우기술","KOSPI","서비스업","21800","600","2.83","978092250600"
"020120","다우인큐브","KOSPI","서비스업","4150","215","5.46","65705078350"
"015590","대경기계","KOSPI","기계","1270","10","0.79","69519660300"
"019680","대교","KOSPI","서비스업","8900","100","1.14","753855365000"
"019685","대교우B","KOSPI","서비스업","5490","40","0.73","106654175100"
"006370","대구백화점","KOSPI","유통업","14750","150","1.03","159618762250"
"004130","대덕GDS","KOSPI","전기전자","9970","-80","-0.80","205138861610"
"004135","대덕GDS우","KOSPI","전기전자","6650","-30","-0.45","14364000000"
"008060","대덕전자","KOSPI","전기전자","7610","-10","-0.13","371339843000"
"000490","대동공업","KOSPI","기계","9170","-10","-0.11","217587685700"
"008110","대동전자","KOSPI","전기전자","5080","0","0.00","53291470760"
"005750","대림B&Co","KOSPI","비금속광물","12350","-200","-1.59","191445649200"
"000210","대림산업","KOSPI","건설업","67100","-200","-0.30","2335080000000"
"000215","대림산업우","KOSPI","건설업","24500","0","0.00","93100000000"
"006570","대림통상","KOSPI","기계","5080","80","1.60","77343000000"
"001680","대상","KOSPI","음식료품","32600","-200","-0.61","1121817345000"
"001689","대상3우B","KOSPI","음식료품","32050","450","1.42","7578222500"
"001685","대상우","KOSPI","음식료품","14900","0","0.00","20416322700"
"084690","대상홀딩스","KOSPI","서비스업","19150","600","3.23","693470102700"
"084695","대상홀딩스우","KOSPI","서비스업","10000","210","2.15","9134820000"
"128820","대성산업","KOSPI","유통업","3485","-95","-2.65","83946523175"
"117580","대성에너지","KOSPI","전기가스업","5980","-40","-0.66","164450000000"
"005620","대성합동지주","KOSPI","서비스업","26750","350","1.33","48125309750"
"016710","대성홀딩스","KOSPI","서비스업","10650","150","1.43","171352738350"
"003540","대신증권","KOSPI","증권","11850","-50","-0.42","601664790000"
"003547","대신증권2우B","KOSPI","증권","6880","10","0.15","68800000000"
"003545","대신증권우","KOSPI","증권","7260","-90","-1.22","188760000000"
"009190","대양금속","KOSPI","철강금속","585","0","0.00","36029956365"
"014160","대영포장","KOSPI","종이목재","1215","25","2.10","121585238325"
"047040","대우건설","KOSPI","건설업","5600","-50","-0.88","2327486772800"
"009320","대우부품","KOSPI","운수장비","1315","35","2.73","56808391870"
"047050","대우인터내셔널","KOSPI","유통업","16350","-400","-2.39","1861877357850"
"042660","대우조선해양","KOSPI","운수장비","5070","-70","-1.36","970351143060"
"006800","대우증권","KOSPI","증권","9470","-340","-3.47","3093857437770"
"006805","대우증권우","KOSPI","증권","6270","-30","-0.48","88254952500"
"003090","대웅","KOSPI","서비스업","56600","-100","-0.18","658167213600"
"069620","대웅제약","KOSPI","의약품","71100","-600","-0.84","823805482500"
"000430","대원강업","KOSPI","운수장비","4840","35","0.73","300080000000"
"006340","대원전선","KOSPI","전기전자","2460","-70","-2.77","167543640660"
"006345","대원전선우","KOSPI","전기전자","3910","-40","-1.01","10248892000"
"003220","대원제약","KOSPI","의약품","17650","500","2.92","303068185300"
"024890","대원화성","KOSPI","화학","3000","20","0.67","123747456000"
"000300","대유신소재","KOSPI","운수장비","1190","-10","-0.83","104863425940"
"002880","대유에이텍","KOSPI","운수장비","2190","85","4.04","200269282590"
"012800","대창","KOSPI","철강금속","1090","-40","-3.54","99343143910"
"015230","대창단조","KOSPI","운수장비","42800","300","0.71","85600000000"
"001070","대한방직","KOSPI","섬유의복","64100","200","0.31","67946000000"
"006650","대한유화","KOSPI","화학","172000","-1500","-0.86","1118000000000"
"001440","대한전선","KOSPI","전기전자","2290","-15","-0.65","1921514338990"
"084010","대한제강","KOSPI","철강금속","8340","-40","-0.48","205553761560"
"001790","대한제당","KOSPI","음식료품","20150","300","1.51","178126040300"
"001799","대한제당3우B","KOSPI","음식료품","19950","600","3.10","2586637200"
"001795","대한제당우","KOSPI","음식료품","11500","200","1.77","7455174000"
"001130","대한제분","KOSPI","음식료품","184000","0","0.00","310960000000"
"003490","대한항공","KOSPI","운수창고업","27700","-250","-0.89","2017660908800"
"003495","대한항공우","KOSPI","운수창고업","12650","50","0.40","14051544100"
"005880","대한해운","KOSPI","운수창고업","19000","-50","-0.26","464103576000"
"003830","대한화섬","KOSPI","화학","100000","700","0.70","132800000000"
"016090","대현","KOSPI","섬유의복","3715","855","29.90","168223781650"
"069460","대호에이엘","KOSPI","철강금속","1575","60","3.96","42737371425"
"012510","더존비즈온","KOSPI","서비스업","20500","100","0.49","608290350000"
"004830","덕성","KOSPI","화학","8750","-100","-1.13","137200000000"
"004835","덕성우","KOSPI","화학","3195","-5","-0.16","4447440000"
"024900","덕양산업","KOSPI","운수장비","1810","-15","-0.82","58942613800"
"008000","도레이케미칼","KOSPI","화학","19250","100","0.52","892504131750"
"002150","도화엔지니어링","KOSPI","서비스업","4290","-40","-0.92","144658800000"
"001620","동국실업","KOSPI","운수장비","2570","0","0.00","67679716400"
"001230","동국제강","KOSPI","철강금속","5750","-200","-3.36","548311616500"
"023450","동남합성","KOSPI","화학","40900","600","1.49","52540671700"
"004140","동방","KOSPI","운수창고업","2545","5","0.20","54778503650"
"007590","동방아그로","KOSPI","화학","6520","-40","-0.61","88786602040"
"012030","동부","KOSPI","서비스업","4955","45","0.92","90243591560"
"005960","동부건설","KOSPI","건설업","9220","-780","-7.80","78615611580"
"005965","동부건설우","KOSPI","건설업","11150","-1400","-11.16","3243378900"
"016380","동부제철","KOSPI","철강금속","5240","10","0.19","104802557120"
"016385","동부제철우","KOSPI","철강금속","8100","-30","-0.37","5194829700"
"016610","동부증권","KOSPI","증권","3875","-85","-2.15","164479757375"
"000990","동부하이텍","KOSPI","전기전자","14300","0","0.00","634459997600"
"000995","동부하이텍1우","KOSPI","전기전자","35000","1000","2.94","3931060000"
"005830","동부화재","KOSPI","보험","70300","200","0.29","4977240000000"
"083350","동북아10호","KOSPI","서비스업","3735","-150","-3.86","5922440100"
"083360","동북아11호","KOSPI","서비스업","3935","-10","-0.25","6239572100"
"083370","동북아12호","KOSPI","서비스업","3745","105","2.88","5938296700"
"083380","동북아13호","KOSPI","서비스업","4000","100","2.56","6342640000"
"083390","동북아14호","KOSPI","서비스업","3990","165","4.31","6326783400"
"002210","동성제약","KOSPI","의약품","4940","45","0.92","110679494640"
"102260","동성코퍼레이션","KOSPI","서비스업","6390","-160","-2.44","290393358300"
"005190","동성화학","KOSPI","화학","31050","200","0.65","159972021900"
"000640","동아쏘시오홀딩스","KOSPI","서비스업","169500","5500","3.35","791021074500"
"058730","동아에스텍","KOSPI","기계","5230","-10","-0.19","66891700000"
"170900","동아에스티","KOSPI","의약품","147000","-1000","-0.68","1181263335000"
"008040","동아원","KOSPI","음식료품","1720","-65","-3.64","112110200280"
"028100","동아지질","KOSPI","건설업","7870","60","0.77","90505000000"
"007340","동아타이어","KOSPI","화학","23800","950","4.16","564703076000"
"001520","동양","KOSPI","비금속광물","2770","-30","-1.07","659826260020"
"001527","동양2우B","KOSPI","비금속광물","16650","-650","-3.76","5137673850"
"001529","동양3우B","KOSPI","비금속광물","26250","-750","-2.78","2355202500"
"084670","동양고속","KOSPI","운수창고업","35700","-200","-0.56","94676400000"
"030790","동양네트웍스","KOSPI","유통업","1365","20","1.49","43183395255"
"002900","동양물산","KOSPI","기계","12400","250","2.06","81082236000"
"082640","동양생명","KOSPI","보험","11650","150","1.30","1253218343500"
"001525","동양우","KOSPI","비금속광물","15550","50","0.32","9605717050"
"008970","동양철관","KOSPI","철강금속","1355","-10","-0.73","110367221520"
"003580","동원","KOSPI","광업","5400","210","4.05","25459855200"
"049770","동원F&B","KOSPI","음식료품","393000","-7000","-1.75","1516635732000"
"018500","동원금속","KOSPI","운수장비","2580","-5","-0.19","88468501860"
"006040","동원산업","KOSPI","농업, 임업 및 어업","264500","6000","2.32","889566400000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","8780","370","4.40","35643367020"
"014820","동원시스템즈","KOSPI","화학","88200","4900","5.88","2123816662800"
"014825","동원시스템즈우","KOSPI","화학","37800","1850","5.15","10030532400"
"163560","동일고무벨트","KOSPI","화학","11750","-50","-0.42","139707500000"
"001530","동일방직","KOSPI","섬유의복","62100","200","0.32","139964209200"
"004890","동일산업","KOSPI","철강금속","56900","100","0.18","137994733500"
"002690","동일제강","KOSPI","철강금속","3105","-15","-0.48","46575000000"
"019300","동일제지","KOSPI","종이목재","3530","20","0.57","140105700000"
"000020","동화약품","KOSPI","의약품","8140","-50","-0.61","227362165800"
"000150","두산","KOSPI","서비스업","88500","-2400","-2.64","1882473588000"
"000157","두산2우B","KOSPI","서비스업","56000","-1400","-2.44","55198360000"
"011160","두산건설","KOSPI","건설업","5100","-70","-1.35","302859669900"
"082740","두산엔진","KOSPI","기계","3205","-15","-0.47","222747500000"
"000155","두산우","KOSPI","서비스업","56900","-700","-1.22","250990110600"
"042670","두산인프라코어","KOSPI","기계","4695","-150","-3.10","974002699230"
"034020","두산중공업","KOSPI","기계","20600","-250","-1.20","2186860073600"
"024090","디씨엠","KOSPI","철강금속","10350","150","1.47","121095000000"
"003160","디아이","KOSPI","의료정밀","6400","-90","-1.39","201579424000"
"092200","디아이씨","KOSPI","운수장비","8360","10","0.12","181412000000"
"013570","디와이","KOSPI","서비스업","7000","190","2.79","184237431000"
"210540","디와이파워","KOSPI","기계","6190","-10","-0.16","68348172520"
"026890","디피씨","KOSPI","전기전자","4300","185","4.50","179216152500"
"115390","락앤락","KOSPI","화학","12350","150","1.23","679250000000"
"032350","롯데관광개발","KOSPI","서비스업","12750","-200","-1.54","385857699750"
"000400","롯데손해보험","KOSPI","보험","2995","15","0.50","402168600000"
"023530","롯데쇼핑","KOSPI","유통업","232500","-7500","-3.13","7321632390000"
"004990","롯데제과","KOSPI","음식료품","2279000","81000","3.69","3239370600000"
"005300","롯데칠성","KOSPI","음식료품","2219000","74000","3.45","2745353457000"
"005305","롯데칠성우","KOSPI","음식료품","925000","28000","3.12","111000000000"
"011170","롯데케미칼","KOSPI","화학","243500","3000","1.25","8346064526500"
"002270","롯데푸드","KOSPI","음식료품","949000","54000","6.03","1299594764000"
"071840","롯데하이마트","KOSPI","유통업","59000","700","1.20","1392855008000"
"027740","마니커","KOSPI","음식료품","1165","-25","-2.10","83881246550"
"204320","만도","KOSPI","운수장비","165500","-1000","-0.60","1554280672000"
"001080","만호제강","KOSPI","철강금속","17950","0","0.00","74492500000"
"088980","맥쿼리인프라","KOSPI","기타금융","8030","-40","-0.50","2661618508230"
"094800","맵스리얼티1","KOSPI","기타금융","3275","5","0.15","304032434025"
"138040","메리츠금융지주","KOSPI","기타금융","13000","600","4.84","1857515634000"
"008560","메리츠종금증권","KOSPI","증권","3995","-75","-1.84","1984070943330"
"000060","메리츠화재","KOSPI","보험","16150","150","0.94","1711302450000"
"017180","명문제약","KOSPI","의약품","2900","60","2.11","52519000000"
"012690","모나리자","KOSPI","종이목재","4140","20","0.49","151404995700"
"005360","모나미","KOSPI","유통업","4470","-5","-0.11","84470962290"
"009680","모토닉","KOSPI","운수장비","10800","-100","-0.92","356400000000"
"009580","무림P&P","KOSPI","종이목재","4985","-75","-1.48","310906095140"
"009200","무림페이퍼","KOSPI","종이목재","3045","45","1.50","126700348950"
"033920","무학","KOSPI","음식료품","38200","-300","-0.78","1073420000000"
"008420","문배철강","KOSPI","철강금속","2505","-15","-0.60","51361280025"
"025560","미래산업","KOSPI","의료정밀","467","2","0.43","233974489279"
"007120","미래아이앤지","KOSPI","서비스업","2605","55","2.16","151498828700"
"085620","미래에셋생명","KOSPI","보험","5050","40","0.80","733159000000"
"037620","미래에셋증권","KOSPI","증권","21600","-150","-0.69","2468574813600"
"002840","미원상사","KOSPI","화학","179500","-2000","-1.10","161121713000"
"107590","미원에스씨","KOSPI","화학","306500","-2500","-0.81","223550985500"
"134380","미원화학","KOSPI","화학","44800","-150","-0.33","104982528000"
"003650","미창석유","KOSPI","화학","78500","-100","-0.13","136564252000"
"155900","바다로19호","KOSPI","서비스업","2875","-5","-0.17","43700011500"
"092630","바다로3호","KOSPI","서비스업","2650","5","0.19","2350202850"
"003610","방림","KOSPI","섬유의복","27000","350","1.31","114248043000"
"001340","백광산업","KOSPI","화학","1955","0","0.00","87815485685"
"014580","백광소재","KOSPI","비금속광물","2455","-10","-0.41","67716510500"
"035150","백산","KOSPI","화학","4725","100","2.16","114345000000"
"002410","범양건영","KOSPI","건설업","13200","250","1.93","62734148400"
"084870","베이직하우스","KOSPI","섬유의복","11100","50","0.45","231510690900"
"096300","베트남개발1","KOSPI","기타금융","538","13","2.48","66530076376"
"007210","벽산","KOSPI","비금속광물","8500","-20","-0.23","582760000000"
"002760","보락","KOSPI","화학","3910","-25","-0.64","46841800000"
"003850","보령제약","KOSPI","의약품","56400","-100","-0.18","453456000000"
"004740","보루네오","KOSPI","기타제조업","1615","0","0.00","64577536965"
"000890","보해양조","KOSPI","음식료품","2015","0","0.00","188878670695"
"003000","부광약품","KOSPI","의약품","25450","-650","-2.49","867578513050"
"001270","부국증권","KOSPI","증권","16000","-200","-1.23","165918176000"
"001275","부국증권우","KOSPI","증권","15900","0","0.00","47700000000"
"026940","부국철강","KOSPI","철강금속","2855","0","0.00","57100000000"
"015350","부산가스","KOSPI","전기가스업","31550","-1350","-4.10","347050000000"
