종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"009440","KC그린홀딩스","KOSPI","서비스업","2920","80","2.82","65510141600"
"119650","KC코트렐","KOSPI","기계","9270","190","2.09","92700000000"
"092220","KEC","KOSPI","전기전자","503","-4","-0.79","91639156103"
"109070","KGP","KOSPI","종이목재","1930","50","2.66","8637043360"
"001390","KG케미칼","KOSPI","화학","11400","300","2.70","121980000000"
"001940","KISCO홀딩스","KOSPI","서비스업","37800","2250","6.33","139681432800"
"083420","KPX그린케미칼","KOSPI","화학","4715","60","1.29","94300000000"
"025000","KPX케미칼","KOSPI","화학","49450","-50","-0.10","239338000000"
"092230","KPX홀딩스","KOSPI","서비스업","40050","150","0.38","169197072300"
"025850","KPX화인케미칼","KOSPI","화학","23850","1050","4.61","90630000000"
"044450","KSS해운","KOSPI","운수창고업","8550","0","0.00","99119637000"
"030200","KT","KOSPI","통신업","35500","0","0.00","9269469184000"
"033780","KT&G","KOSPI","기타제조업","80800","200","0.25","11093233757600"
"030210","KTB투자증권","KOSPI","증권","2245","20","0.90","135405136540"
"058850","KTcs","KOSPI","서비스업","2290","0","0.00","104618650000"
"003550","LG","KOSPI","서비스업","65200","0","0.00","11250724941200"
"034220","LG디스플레이","KOSPI","전기전자","31050","100","0.32","11110177485000"
"001120","LG상사","KOSPI","유통업","48350","350","0.73","1874046000000"
"068870","LG생명과학","KOSPI","의약품","45050","2500","5.88","746793399500"
"068875","LG생명과학우","KOSPI","의약품","21900","150","0.69","5173130400"
"051900","LG생활건강","KOSPI","화학","657000","3000","0.46","10261155429000"
"051905","LG생활건강우","KOSPI","화학","188000","2000","1.08","394743036000"
"003555","LG우","KOSPI","서비스업","23400","-50","-0.21","77563441800"
"032640","LG유플러스","KOSPI","통신업","7800","110","1.43","3405568615800"
"011070","LG이노텍","KOSPI","전기전자","82300","100","0.12","1660053054200"
"066570","LG전자","KOSPI","전기전자","73600","200","0.27","12044479110400"
"066575","LG전자우","KOSPI","전기전자","20400","-200","-0.97","350594236800"
"093050","LG패션","KOSPI","섬유의복","31300","-350","-1.11","915212000000"
"108670","LG하우시스","KOSPI","화학","79200","2000","2.59","710239464000"
"108675","LG하우시스우","KOSPI","화학","21750","-50","-0.23","22453177500"
"051910","LG화학","KOSPI","화학","330000","1000","0.30","21869463000000"
"051915","LG화학우","KOSPI","화학","102000","1500","1.49","778149942000"
"002550","LIG손해보험","KOSPI","보험","25850","400","1.57","1551000000000"
"006260","LS","KOSPI","서비스업","94300","1900","2.06","3036460000000"
"000680","LS네트웍스","KOSPI","유통업","4270","5","0.12","330293244960"
"000685","LS네트웍스우","KOSPI","유통업","27500","150","0.55","420310000"
"000687","LS네트웍스전환상환2우B","KOSPI","유통업","4650","-205","-4.22","6718812900"
"010120","LS산전","KOSPI","전기전자","67100","400","0.60","2013000000000"
"023150","MH에탄올","KOSPI","음식료품","2765","10","0.36","19355000000"
"035420","NHN","KOSPI","서비스업","227000","2000","0.89","10924988808000"
"016420","NH농협증권","KOSPI","증권","5130","30","0.59","462341398770"
"034310","NICE","KOSPI","서비스업","63600","1600","2.58","219970585200"
"008260","NI스틸","KOSPI","철강금속","1710","-15","-0.87","48609913500"
"004250","NPC","KOSPI","화학","2445","-10","-0.41","89780400000"
"004255","NPC우","KOSPI","화학","1280","0","0.00","6758400000"
"010060","OCI","KOSPI","화학","165500","1500","0.91","3947070900500"
"005490","POSCO","KOSPI","철강금속","349000","500","0.14","30428205415000"
"100840","S&TC","KOSPI","기계","16400","-350","-2.09","116187636800"
"000040","S&T모터스","KOSPI","운수장비","494","6","1.23","58954641226"
"064960","S&T모티브","KOSPI","운수장비","23450","-100","-0.42","337759401700"
"003570","S&T중공업","KOSPI","운수장비","11900","-100","-0.83","386433924100"
"036530","S&T홀딩스","KOSPI","서비스업","9730","60","0.62","145204905790"
"010950","S-Oil","KOSPI","화학","104000","-1500","-1.42","11708610368000"
"010955","S-Oil우","KOSPI","화학","59400","200","0.34","238902463800"
"950100","SBI모기지","KOSPI","기타금융","8730","190","2.22","207258930000"
"034120","SBS","KOSPI","서비스업","42400","550","1.31","773909476800"
"101060","SBS미디어홀딩스","KOSPI","서비스업","8600","150","1.78","1203107234000"
"004060","SG세계물산","KOSPI","유통업","933","121","14.90","188862487680"
"001380","SG충남방적","KOSPI","섬유의복","1340","5","0.37","55941609800"
"001385","SG충남방적우","KOSPI","섬유의복","1575000","0","0.00","173250000"
"002360","SH에너지화학","KOSPI","화학","991","5","0.51","110133526430"
"002365","SH에너지화학우","KOSPI","화학","55700","400","0.72","346454000"
"009160","SIMPAC","KOSPI","기계","7620","-80","-1.04","221627128500"
"123700","SJM","KOSPI","운수장비","7810","-270","-3.34","121874253380"
"025530","SJM홀딩스","KOSPI","서비스업","3735","-55","-1.45","55778519880"
"003600","SK","KOSPI","서비스업","179000","2000","1.13","8406164348000"
"034730","SK C&C","KOSPI","서비스업","103000","500","0.49","5150000000000"
"011790","SKC","KOSPI","화학","42100","800","1.94","1524654152300"
"018670","SK가스","KOSPI","유통업","88000","1400","1.62","759322520000"
"001740","SK네트웍스","KOSPI","유통업","8450","-110","-1.29","2097185617150"
"001745","SK네트웍스우","KOSPI","유통업","10800","150","1.41","1227398400"
"003605","SK우","KOSPI","서비스업","49550","50","0.10","25266536000"
"096770","SK이노베이션","KOSPI","서비스업","174000","500","0.29","16089008136000"
"096775","SK이노베이션우","KOSPI","서비스업","49300","450","0.92","61547401800"
"001510","SK증권","KOSPI","증권","1185","-5","-0.42","379338847635"
"001515","SK증권우","KOSPI","증권","974","-5","-0.51","3810788636"
"006120","SK케미칼","KOSPI","화학","59700","-200","-0.33","1244329905900"
"006125","SK케미칼우","KOSPI","화학","14000","0","0.00","39439750000"
"017670","SK텔레콤","KOSPI","통신업","152500","500","0.33","12313720927500"
"000660","SK하이닉스","KOSPI","전기전자","25750","0","0.00","17874433776000"
"011810","STX","KOSPI","유통업","8400","150","1.82","506244018000"
"071970","STX메탈","KOSPI","기계","5230","120","2.35","116629000000"
"077970","STX엔진","KOSPI","기계","9280","260","2.88","266121010240"
"067250","STX조선해양","KOSPI","운수장비","7300","30","0.41","593439768700"
"028670","STX팬오션","KOSPI","운수창고업","4715","615","15.00","970622436155"
"002710","TCC동양","KOSPI","철강금속","4615","135","3.01","78455000000"
"011000","VGX인터","KOSPI","섬유의복","1390","40","2.96","71036575500"
"024070","WISCOM","KOSPI","화학","4295","20","0.47","64536326400"
"000500","가온전선","KOSPI","전기전자","22100","400","1.84","91943668700"
"035250","강원랜드","KOSPI","서비스업","29250","-400","-1.35","6257759625000"
"000860","건설화학","KOSPI","화학","19650","-50","-0.25","127725000000"
"000800","경남기업","KOSPI","건설업","5340","20","0.38","84388703520"
"008020","경남에너지","KOSPI","전기가스업","4040","-15","-0.37","120380930400"
"002100","경농","KOSPI","화학","3195","0","0.00","69305141250"
"012320","경동가스","KOSPI","전기가스업","75700","-600","-0.79","263799360000"
"009450","경동나비엔","KOSPI","전기전자","11700","-150","-1.27","149052267000"
"000050","경방","KOSPI","섬유의복","89600","-1900","-2.08","186368000000"
"012610","경인양행","KOSPI","화학","2730","-45","-1.62","102375000000"
"009140","경인전자","KOSPI","전기전자","13400","-200","-1.47","21048679800"
"013580","계룡건설","KOSPI","건설업","8090","80","1.00","72251037630"
"012200","계양전기","KOSPI","기계","2425","10","0.41","79055000000"
"012205","계양전기우","KOSPI","기계","1535","25","1.66","2149000000"
"004200","고려개발","KOSPI","건설업","1640","5","0.31","32800000000"
"002140","고려산업","KOSPI","음식료품","5490","290","5.58","27383488650"
"010130","고려아연","KOSPI","철강금속","405000","5000","1.25","7642350000000"
"002240","고려제강","KOSPI","철강금속","30800","100","0.33","462000000000"
"009810","고려포리머","KOSPI","유통업","542","-5","-0.91","14255398366"
"009815","고려포리머우","KOSPI","유통업","450000","0","0.00","77850000"
"119250","골든나래리츠","KOSPI","서비스업","297","0","0.00","15926595300"
"001290","골든브릿지증권","KOSPI","증권","1050","5","0.48","51173920350"
"009290","광동제약","KOSPI","의약품","6040","-40","-0.66","316621940040"
"017040","광명전기","KOSPI","전기전자","2485","50","2.05","107693973275"
"017900","광전자","KOSPI","전기전자","1825","0","0.00","105747367475"
"037710","광주신세계","KOSPI","유통업","232500","2000","0.87","372000000000"
"140910","광희리츠","KOSPI","서비스업","4165","-5","-0.12","15113681275"
"030610","교보증권","KOSPI","증권","4845","45","0.94","174420000000"
"007690","국도화학","KOSPI","화학","42800","-300","-0.70","248694364800"
"005320","국동","KOSPI","유통업","1390","70","5.30","5572724060"
"001140","국보","KOSPI","운수창고업","12250","250","2.08","12584474000"
"002720","국제약품","KOSPI","의약품","2760","-30","-1.08","42610122000"
"014530","극동유화","KOSPI","화학","20500","50","0.24","71482311000"
"002250","근화제약","KOSPI","의약품","25500","-100","-0.39","124694643000"
"012410","글로스텍","KOSPI","유통업","3875","-680","-14.93","48434760375"
"014280","금강공업","KOSPI","철강금속","14900","-100","-0.67","72353863600"
"014285","금강공업우","KOSPI","철강금속","10550","-100","-0.94","1244636250"
"008870","금비","KOSPI","비금속광물","27150","-2650","-8.89","27150000000"
"001570","금양","KOSPI","화학","1060","0","0.00","41714506480"
"002990","금호산업","KOSPI","건설업","1555","70","4.71","265112194135"
"002995","금호산업우","KOSPI","건설업","944","19","2.05","1931294672"
"011780","금호석유","KOSPI","화학","130500","4500","3.57","3976033675500"
"011785","금호석유우","KOSPI","화학","28300","100","0.35","85564653800"
"001210","금호전기","KOSPI","전기전자","21450","150","0.70","148349293950"
"010050","금호종금","KOSPI","기타금융","326","38","13.19","58648329100"
"073240","금호타이어","KOSPI","화학","13000","250","1.96","1641348774000"
"092440","기신정기","KOSPI","기계","6300","30","0.48","183960000000"
"000270","기아차","KOSPI","운수장비","56500","-700","-1.22","22903029105500"
"024110","기업은행","KOSPI","은행","11850","50","0.42","6470116945500"
"004540","깨끗한나라","KOSPI","종이목재","4640","40","0.87","112658225600"
"004545","깨끗한나라우","KOSPI","종이목재","5000","-60","-1.19","1830800000"
"001260","남광토건","KOSPI","건설업","900","0","0.00","16908855300"
"008350","남선알미늄","KOSPI","철강금속","503","21","4.36","55420082270"
"008355","남선알미우","KOSPI","철강금속","3400","75","2.26","1046826000"
"004270","남성","KOSPI","유통업","7090","100","1.43","25674421440"
"003920","남양유업","KOSPI","음식료품","942000","5000","0.53","678240000000"
"003925","남양유업우","KOSPI","음식료품","256000","5000","1.99","42665472000"
"002070","남영비비안","KOSPI","섬유의복","7200","-200","-2.70","49449204000"
"025860","남해화학","KOSPI","화학","7730","90","1.18","384017456390"
"005720","넥센","KOSPI","화학","77900","-200","-0.26","396356524300"
"005725","넥센우","KOSPI","화학","19500","0","0.00","7021170000"
"002350","넥센타이어","KOSPI","화학","16000","-200","-1.23","1518724160000"
"002355","넥센타이어1우B","KOSPI","화학","2885","0","0.00","18752500000"
"110570","넥솔론","KOSPI","전기전자","1345","70","5.49","154353921600"
"090350","노루페인트","KOSPI","화학","4555","-5","-0.11","91100000000"
"090355","노루페인트우","KOSPI","화학","3670","80","2.23","1699672420"
"000320","노루홀딩스","KOSPI","서비스업","9000","0","0.00","118787499000"
"000327","노루홀딩스2우B","KOSPI","서비스업","9350","-40","-0.43","865249000"
"000325","노루홀딩스우","KOSPI","서비스업","8690","-10","-0.11","1609822500"
"006280","녹십자","KOSPI","의약품","138500","1500","1.09","1403141976500"
"005250","녹십자홀딩스","KOSPI","서비스업","15350","250","1.66","721883023500"
"005255","녹십자홀딩스1우","KOSPI","서비스업","14000","-200","-1.41","23364180000"
"005257","녹십자홀딩스2우","KOSPI","서비스업","15800","-1150","-6.78","13366642000"
"004370","농심","KOSPI","음식료품","271500","2500","0.93","1651437303000"
"072710","농심홀딩스","KOSPI","서비스업","60900","900","1.50","282441411000"
"023590","다우기술","KOSPI","서비스업","15750","-450","-2.78","706649217750"
"020120","다우인큐브","KOSPI","유통업","2275","-15","-0.66","36019048975"
"009280","다함이텍","KOSPI","서비스업","17700","200","1.14","70560926100"
"015590","대경기계","KOSPI","기계","1920","-5","-0.26","105100588800"
"019680","대교","KOSPI","서비스업","6350","-90","-1.40","537863097500"
"019685","대교우B","KOSPI","서비스업","3790","0","0.00","73628292100"
"006375","대구백화우","KOSPI","유통업","82200","-1200","-1.44","351980400"
"006370","대구백화점","KOSPI","유통업","15300","0","0.00","165570648300"
"004130","대덕GDS","KOSPI","전기전자","17650","-250","-1.40","363159569450"
"004135","대덕GDS우","KOSPI","전기전자","5190","-10","-0.19","11210400000"
"008060","대덕전자","KOSPI","전기전자","10700","-200","-1.83","522120410000"
"000490","대동공업","KOSPI","기계","5660","190","3.47","134301668600"
"008110","대동전자","KOSPI","전기전자","2980","25","0.85","31261532060"
"005750","대림B&Co","KOSPI","비금속광물","2175","35","1.64","32625000000"
"000210","대림산업","KOSPI","건설업","87000","2500","2.96","3027600000000"
"000215","대림산업우","KOSPI","건설업","19200","-100","-0.52","72960000000"
"006570","대림통상","KOSPI","기계","4135","-5","-0.12","62955375000"
"001680","대상","KOSPI","음식료품","26200","-900","-3.32","901583265000"
"001689","대상3우B","KOSPI","음식료품","20050","0","0.00","4740822500"
"001685","대상우","KOSPI","음식료품","5670","180","3.28","7769164410"
"084690","대상홀딩스","KOSPI","서비스업","6400","0","0.00","231760243200"
"084695","대상홀딩스우","KOSPI","서비스업","3500","50","1.45","3197187000"
"128820","대성산업","KOSPI","유통업","14600","350","2.46","84263097000"
"117580","대성에너지","KOSPI","전기가스업","5560","-90","-1.59","152900000000"
"005620","대성합동지주","KOSPI","서비스업","31850","-200","-0.62","57300602450"
"016710","대성홀딩스","KOSPI","서비스업","8090","-10","-0.12","130163723310"
"003540","대신증권","KOSPI","증권","9970","120","1.22","506210798000"
"003547","대신증권2우B","KOSPI","증권","6240","110","1.79","62400000000"
"003545","대신증권우","KOSPI","증권","6800","130","1.95","176800000000"
"009190","대양금속","KOSPI","철강금속","133","0","0.00","7454677531"
"014160","대영포장","KOSPI","종이목재","844","6","0.72","80171332120"
"047040","대우건설","KOSPI","건설업","9950","-50","-0.50","4135445248100"
"009320","대우부품","KOSPI","전기전자","663","-8","-1.19","25129216281"
"047050","대우인터내셔널","KOSPI","유통업","39650","0","0.00","4515194938150"
"042660","대우조선해양","KOSPI","운수장비","27150","-100","-0.37","5196259079700"
"006800","대우증권","KOSPI","증권","12000","0","0.00","3920410692000"
"006805","대우증권우","KOSPI","증권","4480","20","0.45","63059360000"
"003090","대웅","KOSPI","서비스업","22700","650","2.95","263964589200"
"069620","대웅제약","KOSPI","의약품","47700","600","1.27","538340673600"
"000430","대원강업","KOSPI","운수장비","8630","-250","-2.82","535060000000"
"006340","대원전선","KOSPI","전기전자","761","11","1.47","51829557131"
"006345","대원전선우","KOSPI","전기전자","735","0","0.00","1926582000"
"003220","대원제약","KOSPI","의약품","9070","-50","-0.55","128662303600"
"024890","대원화성","KOSPI","화학","964","10","1.05","30008883308"
"000300","대유신소재","KOSPI","운수장비","1490","20","1.36","129835724300"
"002880","대유에이텍","KOSPI","운수장비","1530","30","2.00","129177027900"
"012800","대창","KOSPI","철강금속","1295","5","0.39","118026946205"
"015230","대창단조","KOSPI","운수장비","40750","-200","-0.49","81500000000"
"012805","대창우","KOSPI","철강금속","69200","1000","1.47","148088000"
"001070","대한방직","KOSPI","섬유의복","20300","-600","-2.87","21518000000"
"006650","대한유화","KOSPI","화학","52800","1800","3.53","343200000000"
"007480","대한은박지","KOSPI","철강금속","2075","0","0.00","128433907425"
"001440","대한전선","KOSPI","전기전자","3745","-30","-0.79","393736885325"
"084010","대한제강","KOSPI","철강금속","7990","40","0.50","196927404660"
"001790","대한제당","KOSPI","음식료품","25950","300","1.17","194851284000"
"001799","대한제당3우B","KOSPI","음식료품","19200","0","0.00","2074483200"
"001795","대한제당우","KOSPI","음식료품","8540","50","0.59","4613564200"
"001130","대한제분","KOSPI","음식료품","139000","-500","-0.36","234910000000"
"003490","대한항공","KOSPI","운수창고업","45300","150","0.33","3260314884300"
"003495","대한항공우","KOSPI","운수창고업","12950","-150","-1.15","17860342150"
"005880","대한해운","KOSPI","운수창고업","5430","700","14.80","99489573150"
"003830","대한화섬","KOSPI","화학","62900","400","0.64","83531200000"
"016090","대현","KOSPI","섬유의복","1125","-5","-0.44","50942598750"
"069460","대호에이엘","KOSPI","철강금속","2360","115","5.12","64038220040"
"012510","더존비즈온","KOSPI","서비스업","11500","-50","-0.43","341236050000"
"004830","덕성","KOSPI","화학","3200","70","2.24","50176000000"
"004835","덕성우","KOSPI","화학","1240","-5","-0.40","1726080000"
"024900","덕양산업","KOSPI","운수장비","15250","-650","-4.09","49661594500"
"002150","도화엔지니어링","KOSPI","서비스업","9300","-50","-0.53","156798000000"
"001620","동국실업","KOSPI","운수장비","3055","-25","-0.81","80451958600"
"001230","동국제강","KOSPI","철강금속","13700","100","0.74","846992773000"
"023450","동남합성","KOSPI","화학","36250","100","0.28","46339208750"
"004140","동방","KOSPI","운수창고업","3780","100","2.72","81360606600"
"007590","동방아그로","KOSPI","화학","6250","50","0.81","85109856250"
"007595","동방아그우","KOSPI","화학","355000","-5500","-1.53","88750000"
"012030","동부CNI","KOSPI","서비스업","6210","180","2.99","113100444720"
"005960","동부건설","KOSPI","건설업","3475","75","2.21","113256154025"
"005965","동부건설우","KOSPI","건설업","2240","10","0.45","7486897600"
"016380","동부제철","KOSPI","철강금속","3950","-60","-1.50","200064940400"
"016385","동부제철우","KOSPI","철강금속","2030","10","0.50","5207660500"
"016610","동부증권","KOSPI","증권","3610","5","0.14","153231464290"
"000990","동부하이텍","KOSPI","전기전자","6330","-60","-0.94","280848376560"
"000995","동부하이텍1우","KOSPI","전기전자","6910","-50","-0.72","776103560"
"000997","동부하이텍2우B","KOSPI","전기전자","14850","-400","-2.62","460632150"
"005830","동부화재","KOSPI","보험","45950","1250","2.80","3253260000000"
"083350","동북아10호","KOSPI","서비스업","4875","-20","-0.41","7730092500"
"083360","동북아11호","KOSPI","서비스업","4900","5","0.10","7769734000"
"083370","동북아12호","KOSPI","서비스업","4895","0","0.00","7761805700"
"083380","동북아13호","KOSPI","서비스업","4955","-105","-2.08","7856945300"
"083390","동북아14호","KOSPI","서비스업","4975","-5","-0.10","7888658500"
"080030","동북아2호","KOSPI","서비스업","5050","0","0.00","15969110000"
"080960","동북아3호","KOSPI","서비스업","5020","-20","-0.40","20595052000"
"080970","동북아4호","KOSPI","서비스업","5050","0","0.00","20718130000"
"080980","동북아5호","KOSPI","서비스업","5070","-20","-0.39","20800182000"
"002210","동성제약","KOSPI","의약품","3830","0","0.00","80920871950"
"102260","동성홀딩스","KOSPI","서비스업","5750","10","0.17","157700661500"
"005190","동성화학","KOSPI","화학","23300","150","0.65","88318090800"
"058730","동아에스텍","KOSPI","기계","2845","0","0.00","34851250000"
"008040","동아원","KOSPI","음식료품","3010","130","4.51","188694630460"
"000640","동아제약","KOSPI","의약품","109000","2000","1.87","1213715000000"
"028100","동아지질","KOSPI","건설업","11100","100","0.91","127650000000"
"007340","동아타이어","KOSPI","화학","15800","50","0.32","374886916000"
"001520","동양","KOSPI","비금속광물","778","13","1.70","190566453006"
"001527","동양2우B","KOSPI","비금속광물","2195","5","0.23","6839435620"
"001529","동양3우B","KOSPI","비금속광물","1315","50","3.95","1224979045"
"001780","동양강철","KOSPI","철강금속","2030","15","0.74","113116159380"
"005900","동양건설","KOSPI","건설업","2850","365","14.69","26112569250"
"084670","동양고속","KOSPI","운수창고업","20850","-300","-1.42","55294200000"
"013570","동양기전","KOSPI","운수장비","10600","50","0.47","335652264800"
"030790","동양네트웍스","KOSPI","유통업","937","10","1.08","29992938043"
"002900","동양물산","KOSPI","기계","11650","350","3.10","76178068500"
"082640","동양생명","KOSPI","보험","10550","0","0.00","1134888714500"
"001525","동양우","KOSPI","비금속광물","386","0","0.00","2405487152"
"003470","동양증권","KOSPI","증권","4085","30","0.74","509750091040"
"003475","동양증권1우","KOSPI","증권","2050","25","1.23","26470034600"
"008970","동양철관","KOSPI","철강금속","1800","60","3.45","146613283200"
"008975","동양철관우","KOSPI","철강금속","11450","-50","-0.43","265525500"
"003580","동원","KOSPI","광업","4225","10","0.24","19919979300"
"049770","동원F&B","KOSPI","음식료품","74000","-1300","-1.73","285575176000"
"018500","동원금속","KOSPI","운수장비","1695","20","1.19","45426000000"
"006040","동원산업","KOSPI","농업, 임업 및 어업","285500","0","0.00","960193600000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","13650","-400","-2.85","41816938800"
"014820","동원시스템즈","KOSPI","전기전자","1190","0","0.00","143509739800"
"014825","동원시스템즈우","KOSPI","전기전자","849","0","0.00","2252889420"
"163560","동일고무벨트","KOSPI","화학","8070","10","0.12","86362928820"
"001530","동일방직","KOSPI","섬유의복","42700","-100","-0.23","94526996900"
"004890","동일산업","KOSPI","철강금속","48500","-50","-0.10","117622927500"
"019300","동일제지","KOSPI","종이목재","1855","-5","-0.27","73624950000"
"000020","동화약품","KOSPI","의약품","6040","0","0.00","168706078800"
"000150","두산","KOSPI","서비스업","129000","0","0.00","2690787909000"
"000157","두산2우B","KOSPI","서비스업","37200","-200","-0.53","36667482000"
"011160","두산건설","KOSPI","건설업","2515","25","1.00","436269552785"
"082740","두산엔진","KOSPI","기계","8600","-30","-0.35","597700000000"
"000155","두산우","KOSPI","서비스업","37600","-800","-2.08","165856382400"
"042670","두산인프라코어","KOSPI","기계","17000","-50","-0.29","2867186578000"
"034020","두산중공업","KOSPI","기계","45200","450","1.01","4784703268400"
"024090","디씨엠","KOSPI","철강금속","10450","-150","-1.42","122265000000"
"003160","디아이","KOSPI","의료정밀","3420","-80","-2.29","107325704700"
"092200","디아이씨","KOSPI","운수장비","4390","80","1.86","95263000000"
"026890","디피씨","KOSPI","전기전자","3370","210","6.65","140455449750"
"115390","락앤락","KOSPI","화학","23150","650","2.89","1273250000000"
"006490","로엔케이","KOSPI","유통업","2360","-55","-2.28","104997447840"
"000420","로케트전기","KOSPI","전기전자","8010","-600","-6.97","29585920230"
"000425","로케트전우","KOSPI","전기전자","11550","1500","14.93","1228654350"
"032350","롯데관광개발","KOSPI","서비스업","12150","250","2.10","133650000000"
"004010","롯데미도파","KOSPI","유통업","13800","0","0.00","899046843600"
"002270","롯데삼강","KOSPI","음식료품","658000","-15000","-2.23","858043186000"
"000400","롯데손해보험","KOSPI","보험","3115","45","1.47","209577200000"
"023530","롯데쇼핑","KOSPI","유통업","377000","500","0.13","10949351998000"
"004990","롯데제과","KOSPI","음식료품","1630000","27000","1.68","2316882000000"
"005300","롯데칠성","KOSPI","음식료품","1515000","38000","2.57","1874362545000"
"005305","롯데칠성우","KOSPI","음식료품","322500","500","0.16","38700000000"
"071840","롯데하이마트","KOSPI","유통업","68800","1800","2.69","1624210585600"
"079430","리바트","KOSPI","기타제조업","5940","-40","-0.67","102534201000"
"027740","마니커","KOSPI","음식료품","610","3","0.49","43920652700"
"060980","만도","KOSPI","운수장비","128500","-500","-0.39","2340503240500"
"001080","만호제강","KOSPI","철강금속","14950","150","1.01","62042500000"
"088980","맥쿼리인프라","KOSPI","기타금융","6840","90","1.33","2267181892440"
"094800","맵스리얼티1","KOSPI","기타금융","3110","20","0.65","288714769410"
"138040","메리츠금융지주","KOSPI","기타금융","3945","-15","-0.38","452662034460"
"008560","메리츠종금증권","KOSPI","증권","1400","80","6.06","432414327800"
"000060","메리츠화재","KOSPI","보험","14150","0","0.00","1368305000000"
"017180","명문제약","KOSPI","의약품","3015","-65","-2.11","51255000000"
"012690","모나리자","KOSPI","종이목재","3480","105","3.11","127267967400"
"005360","모나미","KOSPI","유통업","2835","130","4.81","39056774400"
"009680","모토닉","KOSPI","운수장비","12650","-150","-1.17","417450000000"
"009580","무림P&P","KOSPI","종이목재","3805","-5","-0.13","237311472820"
"009200","무림페이퍼","KOSPI","종이목재","2440","10","0.41","101526716400"
"033920","무학","KOSPI","음식료품","13600","0","0.00","361760000000"
"008420","문배철강","KOSPI","철강금속","1715","5","0.29","35163511075"
"025560","미래산업","KOSPI","의료정밀","320","5","1.59","96350219840"
"037620","미래에셋증권","KOSPI","증권","35600","400","1.14","1491363352400"
"002840","미원상사","KOSPI","화학","143000","-2000","-1.38","123997159000"
"107590","미원에스씨","KOSPI","화학","271000","-2000","-0.73","194130850000"
"134380","미원화학","KOSPI","화학","24800","-400","-1.59","57457508000"
"003650","미창석유","KOSPI","화학","54400","-400","-0.73","94638156800"
"155900","바다로19호","KOSPI","서비스업","4850","-20","-0.41","73720019400"
"092630","바다로3호","KOSPI","서비스업","5070","60","1.20","4496425830"
"003610","방림","KOSPI","섬유의복","11650","0","0.00","49295914850"
"001340","백광산업","KOSPI","화학","4270","5","0.12","127123408300"
"014580","백광소재","KOSPI","비금속광물","19200","-100","-0.52","52959552000"
"035150","백산","KOSPI","화학","4320","-10","-0.23","104544000000"
