종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"068875","LG생명과학우","KOSPI","의약품","22900","600","2.69","5409346400"
"051900","LG생활건강","KOSPI","화학","623000","-7000","-1.11","9730136731000"
"051905","LG생활건강우","KOSPI","화학","272500","-7500","-2.68","572167432500"
"003555","LG우","KOSPI","서비스업","41200","300","0.73","136564692400"
"032640","LG유플러스","KOSPI","통신업","11500","-50","-0.43","5021030651500"
"011070","LG이노텍","KOSPI","전기전자","112500","2500","2.27","2662549537500"
"066570","LG전자","KOSPI","전기전자","59100","-400","-0.67","9671585807400"
"066575","LG전자우","KOSPI","전기전자","26950","-700","-2.53","463162484400"
"108670","LG하우시스","KOSPI","화학","162000","0","0.00","1452762540000"
"108675","LG하우시스우","KOSPI","화학","78900","-100","-0.13","81450837000"
"051910","LG화학","KOSPI","화학","181000","-2500","-1.36","11995069100000"
"051915","LG화학우","KOSPI","화학","141000","-500","-0.35","1075677861000"
"002550","LIG손해보험","KOSPI","보험","27400","200","0.74","1644000000000"
"006260","LS","KOSPI","서비스업","54300","-1400","-2.51","1748460000000"
"000680","LS네트웍스","KOSPI","유통업","4090","25","0.62","317531910760"
"000687","LS네트웍스전환상환2우B","KOSPI","유통업","4590","-60","-1.29","5334355710"
"010120","LS산전","KOSPI","전기전자","59800","-900","-1.48","1794000000000"
"023150","MH에탄올","KOSPI","음식료품","7440","90","1.22","54896233440"
"035420","NAVER","KOSPI","서비스업","712000","-11000","-1.52","23469427448000"
"181710","NHN엔터테인먼트","KOSPI","서비스업","87500","-300","-0.34","1326939687500"
"016420","NH농협증권","KOSPI","증권","7240","0","0.00","869705209960"
"034310","NICE","KOSPI","서비스업","15250","600","4.10","577705075000"
"008260","NI스틸","KOSPI","철강금속","2330","-55","-2.31","66234560500"
"004250","NPC","KOSPI","화학","5520","30","0.55","202694400000"
"004255","NPC우","KOSPI","화학","2600","75","2.97","13728000000"
"010060","OCI","KOSPI","화학","78600","-500","-0.63","1874560560600"
"005490","POSCO","KOSPI","철강금속","275500","-3500","-1.25","24019973042500"
"100840","S&TC","KOSPI","기계","15350","100","0.66","108748794200"
"064960","S&T모티브","KOSPI","운수장비","42000","200","0.48","604942212000"
"003570","S&T중공업","KOSPI","운수장비","8520","-20","-0.23","276673700280"
"036530","S&T홀딩스","KOSPI","서비스업","19600","100","0.51","292499090800"
"010950","S-Oil","KOSPI","화학","48400","-250","-0.51","5449007132800"
"010955","S-Oil우","KOSPI","화학","31300","100","0.32","125886315100"
"950100","SBI모기지","KOSPI","기타금융","18000","0","0.00","427338000000"
"034120","SBS","KOSPI","서비스업","29300","100","0.34","534800652600"
"101060","SBS미디어홀딩스","KOSPI","서비스업","4005","-100","-2.44","560284240950"
"004060","SG세계물산","KOSPI","유통업","613","-3","-0.49","124086500480"
"001380","SG충남방적","KOSPI","섬유의복","1320","-35","-2.58","55106660400"
"002360","SH에너지화학","KOSPI","화학","1710","-45","-2.56","190038678300"
"009160","SIMPAC","KOSPI","기계","5120","-90","-1.73","148914816000"
"123700","SJM","KOSPI","운수장비","6970","-130","-1.83","108766139060"
"025530","SJM홀딩스","KOSPI","서비스업","4660","0","0.00","69592477280"
"003600","SK","KOSPI","서비스업","163500","-3500","-2.10","7678256262000"
"034730","SK C&C","KOSPI","서비스업","213500","-1000","-0.47","10675000000000"
"011790","SKC","KOSPI","화학","26600","-900","-3.27","966843845800"
"018670","SK가스","KOSPI","유통업","96800","2800","2.98","843332248000"
"001740","SK네트웍스","KOSPI","유통업","8940","170","1.94","2218797564180"
"001745","SK네트웍스우","KOSPI","유통업","14500","100","0.69","1647896000"
"003605","SK우","KOSPI","서비스업","112000","-500","-0.44","57111040000"
"096770","SK이노베이션","KOSPI","서비스업","85100","-800","-0.93","7868819496400"
"096775","SK이노베이션우","KOSPI","서비스업","51000","-500","-0.97","63669726000"
"001510","SK증권","KOSPI","증권","883","8","0.91","282663461993"
"001515","SK증권우","KOSPI","증권","829","25","3.11","3243474106"
"006120","SK케미칼","KOSPI","화학","64000","0","0.00","1333955008000"
"006125","SK케미칼우","KOSPI","화학","27150","-150","-0.55","76484943750"
"017670","SK텔레콤","KOSPI","통신업","268000","-4000","-1.47","21639850548000"
"000660","SK하이닉스","KOSPI","전기전자","47750","-300","-0.62","34762112928750"
"011810","STX","KOSPI","유통업","375","0","0.00","100727755500"
"077970","STX엔진","KOSPI","기계","3510","0","0.00","172686499830"
"071970","STX중공업","KOSPI","기계","1410","0","0.00","161175713970"
"002710","TCC동양","KOSPI","철강금속","2650","-40","-1.49","50350000000"
"024070","WISCOM","KOSPI","화학","5480","-50","-0.90","82342041600"
"000500","가온전선","KOSPI","전기전자","24450","-150","-0.61","101720484150"
"035250","강원랜드","KOSPI","서비스업","30400","-500","-1.62","6503791200000"
"000860","건설화학","KOSPI","화학","48300","2200","4.77","313950000000"
"000800","경남기업","KOSPI","건설업","4810","625","14.93","172213045680"
"008020","경남에너지","KOSPI","전기가스업","6000","40","0.67","211086282000"
"192520","경남은행","KOSPI","기타금융","11900","-100","-0.83","933208852800"
"002100","경농","KOSPI","화학","4670","-20","-0.43","101300472500"
"012320","경동가스","KOSPI","전기가스업","111000","1500","1.37","386812800000"
"009450","경동나비엔","KOSPI","전기전자","29000","1450","5.26","369445790000"
"000050","경방","KOSPI","섬유의복","182000","0","0.00","498957914000"
"012610","경인양행","KOSPI","화학","4260","25","0.59","172088514900"
"009140","경인전자","KOSPI","전기전자","19200","0","0.00","30159302400"
"013580","계룡건설","KOSPI","건설업","9490","-80","-0.84","84754307430"
"012200","계양전기","KOSPI","기계","4110","100","2.49","133986000000"
"012205","계양전기우","KOSPI","기계","2330","30","1.30","3262000000"
"004200","고려개발","KOSPI","건설업","2020","-100","-4.72","40400000000"
"002140","고려산업","KOSPI","음식료품","1940","-40","-2.02","48382484500"
"010130","고려아연","KOSPI","철강금속","403500","-5500","-1.34","7614045000000"
"002240","고려제강","KOSPI","철강금속","42250","-450","-1.05","633750000000"
"009810","고려포리머","KOSPI","유통업","860","-5","-0.58","25530469980"
"001290","골든브릿지증권","KOSPI","증권","893","9","1.02","56917200831"
"009290","광동제약","KOSPI","의약품","10500","-50","-0.47","550418935500"
"017040","광명전기","KOSPI","전기전자","2295","35","1.55","99459826425"
"017900","광전자","KOSPI","전기전자","1630","0","0.00","94448333690"
"037710","광주신세계","KOSPI","유통업","307000","4000","1.32","491200000000"
"192530","광주은행","KOSPI","기타금융","9630","-130","-1.33","494173628910"
"140910","광희리츠","KOSPI","서비스업","5550","-340","-5.77","20139479250"
"030610","교보증권","KOSPI","증권","8050","-360","-4.28","289800000000"
"007690","국도화학","KOSPI","화학","41100","-1400","-3.29","238816317600"
"005320","국동","KOSPI","유통업","10000","-50","-0.50","46961240000"
"001140","국보","KOSPI","운수창고업","12600","-700","-5.26","12944030400"
"002720","국제약품","KOSPI","의약품","2345","-40","-1.68","37212120260"
"014530","극동유화","KOSPI","화학","24050","200","0.84","83860955100"
"002250","근화제약","KOSPI","의약품","13700","-200","-1.44","162453531400"
"014280","금강공업","KOSPI","철강금속","60300","2800","4.87","292814629200"
"014285","금강공업우","KOSPI","철강금속","25350","750","3.05","2990666250"
"008870","금비","KOSPI","비금속광물","33450","50","0.15","33450000000"
"001570","금양","KOSPI","화학","1350","-10","-0.74","53126965800"
"002990","금호산업","KOSPI","건설업","22700","900","4.13","747598871700"
"002995","금호산업우","KOSPI","건설업","18400","50","0.27","5377694400"
"011780","금호석유","KOSPI","화학","80600","-1300","-1.59","2455695894600"
"011785","금호석유우","KOSPI","화학","40050","-350","-0.87","121090614300"
"001210","금호전기","KOSPI","전기전자","18050","150","0.84","124834720550"
"073240","금호타이어","KOSPI","화학","9670","-380","-3.78","1527793837860"
"092440","기신정기","KOSPI","기계","7280","-10","-0.14","212576000000"
"000270","기아차","KOSPI","운수장비","52300","-700","-1.32","21200503048100"
"024110","기업은행","KOSPI","은행","14100","-350","-2.42","7790463459900"
"004540","깨끗한나라","KOSPI","종이목재","4600","0","0.00","112091640800"
"004545","깨끗한나라우","KOSPI","종이목재","5300","60","1.15","1940648000"
"007460","나라케이아이씨","KOSPI","기계","1825","25","1.39","19026586775"
"001260","남광토건","KOSPI","건설업","2910","105","3.74","24069989340"
"008350","남선알미늄","KOSPI","철강금속","1220","30","2.52","134418489800"
"008355","남선알미우","KOSPI","철강금속","3695","-25","-0.67","1137653550"
"004270","남성","KOSPI","유통업","11400","50","0.44","41281862400"
"003920","남양유업","KOSPI","음식료품","639000","9000","1.43","460080000000"
"003925","남양유업우","KOSPI","음식료품","251500","0","0.00","41915493000"
"002070","남영비비안","KOSPI","섬유의복","8310","110","1.34","57072622950"
"025860","남해화학","KOSPI","화학","9070","10","0.11","450587106010"
"005720","넥센","KOSPI","서비스업","87000","900","1.05","442657479000"
"005725","넥센우","KOSPI","서비스업","37200","0","0.00","13394232000"
"002350","넥센타이어","KOSPI","화학","12750","50","0.39","1229302431750"
"002355","넥센타이어1우B","KOSPI","화학","5150","-20","-0.39","33475000000"
"110570","넥솔론","KOSPI","전기전자","333","43","14.83","44722574991"
"090350","노루페인트","KOSPI","화학","9050","-10","-0.11","181000000000"
"090355","노루페인트우","KOSPI","화학","6910","-320","-4.43","3200200660"
"000320","노루홀딩스","KOSPI","서비스업","25100","100","0.40","331285136100"
"000327","노루홀딩스2우B","KOSPI","서비스업","23600","-100","-0.42","2183944000"
"000325","노루홀딩스우","KOSPI","서비스업","14700","-400","-2.65","2723175000"
"006280","녹십자","KOSPI","의약품","137000","-2500","-1.79","1601055706000"
"005250","녹십자홀딩스","KOSPI","서비스업","20900","-350","-1.65","982889589000"
"005255","녹십자홀딩스1우","KOSPI","서비스업","14000","0","0.00","23364180000"
"005257","녹십자홀딩스2우","KOSPI","서비스업","13650","-50","-0.36","11547763500"
"004370","농심","KOSPI","음식료품","252500","3000","1.20","1535867105000"
"072710","농심홀딩스","KOSPI","서비스업","104000","-4000","-3.70","482330160000"
"023590","다우기술","KOSPI","서비스업","11950","0","0.00","536156073150"
"020120","다우인큐브","KOSPI","서비스업","3090","90","3.00","48922576410"
"015590","대경기계","KOSPI","기계","1490","0","0.00","81562436100"
"019680","대교","KOSPI","서비스업","7040","-60","-0.85","596308064000"
"019685","대교우B","KOSPI","서비스업","4220","5","0.12","81981897800"
"006370","대구백화점","KOSPI","유통업","15650","100","0.64","169358212150"
"004130","대덕GDS","KOSPI","전기전자","12200","150","1.24","251022478600"
"004135","대덕GDS우","KOSPI","전기전자","7090","60","0.85","15314400000"
"008060","대덕전자","KOSPI","전기전자","8980","-120","-1.32","438190774000"
"000490","대동공업","KOSPI","기계","9850","130","1.34","233722868500"
"008110","대동전자","KOSPI","전기전자","4070","0","0.00","42696119290"
"005750","대림B&Co","KOSPI","비금속광물","3570","45","1.28","54146989680"
"000210","대림산업","KOSPI","건설업","65800","200","0.30","2289840000000"
"000215","대림산업우","KOSPI","건설업","25250","550","2.23","95950000000"
"006570","대림통상","KOSPI","기계","4310","10","0.23","65619750000"
"001680","대상","KOSPI","음식료품","33400","-1250","-3.61","1149346605000"
"001689","대상3우B","KOSPI","음식료품","33550","850","2.60","7932897500"
"001685","대상우","KOSPI","음식료품","13050","0","0.00","17881410150"
"084690","대상홀딩스","KOSPI","서비스업","16800","-450","-2.61","608370638400"
"084695","대상홀딩스우","KOSPI","서비스업","7120","-250","-3.39","6503991840"
"128820","대성산업","KOSPI","유통업","2375","0","0.00","67962259000"
"117580","대성에너지","KOSPI","전기가스업","6000","-130","-2.12","165000000000"
"005620","대성합동지주","KOSPI","서비스업","32400","-700","-2.11","58290094800"
"016710","대성홀딩스","KOSPI","서비스업","10700","100","0.94","172157211300"
"003540","대신증권","KOSPI","증권","9490","-130","-1.35","481839566000"
"003547","대신증권2우B","KOSPI","증권","5750","-30","-0.52","57500000000"
"003545","대신증권우","KOSPI","증권","6160","-120","-1.91","160160000000"
"009190","대양금속","KOSPI","철강금속","565","30","5.61","34798162985"
"014160","대영포장","KOSPI","종이목재","912","4","0.44","86630633760"
"047040","대우건설","KOSPI","건설업","5890","10","0.17","2448017337820"
"009320","대우부품","KOSPI","전기전자","882","6","0.68","33429817134"
"047050","대우인터내셔널","KOSPI","유통업","31450","-250","-0.79","3581409351950"
"042660","대우조선해양","KOSPI","운수장비","18650","-200","-1.06","3569437636700"
"006800","대우증권","KOSPI","증권","9830","-270","-2.67","3211469758530"
"006805","대우증권우","KOSPI","증권","5280","-50","-0.94","74319960000"
"003090","대웅","KOSPI","서비스업","45150","0","0.00","525022079400"
"069620","대웅제약","KOSPI","의약품","67200","-3200","-4.55","778617840000"
"000430","대원강업","KOSPI","운수장비","6000","-180","-2.91","372000000000"
"006340","대원전선","KOSPI","전기전자","739","16","2.21","50331199369"
"006345","대원전선우","KOSPI","전기전자","752","-20","-2.59","1971142400"
"003220","대원제약","KOSPI","의약품","14600","750","5.42","238865314800"
"024890","대원화성","KOSPI","화학","2195","-35","-1.57","79298080160"
"000300","대유신소재","KOSPI","운수장비","1230","0","0.00","108388246980"
"002880","대유에이텍","KOSPI","운수장비","1615","15","0.94","139861277150"
"012800","대창","KOSPI","철강금속","879","-3","-0.34","80112498621"
"015230","대창단조","KOSPI","운수장비","43350","-1050","-2.36","86700000000"
"001070","대한방직","KOSPI","섬유의복","31050","-100","-0.32","32913000000"
"006650","대한유화","KOSPI","화학","70900","100","0.14","460850000000"
"001440","대한전선","KOSPI","전기전자","1200","0","0.00","196244022000"
"084010","대한제강","KOSPI","철강금속","5700","-50","-0.87","140486383800"
"001790","대한제당","KOSPI","음식료품","24950","350","1.42","187342564000"
"001799","대한제당3우B","KOSPI","음식료품","23000","-500","-2.13","2485058000"
"001795","대한제당우","KOSPI","음식료품","12600","-250","-1.95","6806898000"
"001130","대한제분","KOSPI","음식료품","155500","-2000","-1.27","262795000000"
"003490","대한항공","KOSPI","운수창고업","47450","650","1.39","2784149533100"
"003495","대한항공우","KOSPI","운수창고업","17350","400","2.36","19272275900"
"005880","대한해운","KOSPI","운수창고업","23400","0","0.00","571336927200"
"003830","대한화섬","KOSPI","화학","73100","400","0.55","97076800000"
"016090","대현","KOSPI","섬유의복","2860","30","1.06","129507406600"
"069460","대호에이엘","KOSPI","철강금속","1100","-90","-7.56","29848322900"
"012510","더존비즈온","KOSPI","서비스업","9300","150","1.64","275956110000"
"004830","덕성","KOSPI","화학","2430","35","1.46","38102400000"
"004835","덕성우","KOSPI","화학","1475","0","0.00","2053200000"
"024900","덕양산업","KOSPI","운수장비","2670","-65","-2.38","86948496600"
"008000","도레이케미칼","KOSPI","화학","12650","-250","-1.94","586502715150"
"002150","도화엔지니어링","KOSPI","서비스업","4310","110","2.62","145333200000"
"001620","동국실업","KOSPI","운수장비","2360","-95","-3.87","62149467200"
"001230","동국제강","KOSPI","철강금속","5860","-130","-2.17","520510339400"
"023450","동남합성","KOSPI","화학","34000","0","0.00","43516022000"
"004140","동방","KOSPI","운수창고업","1895","45","2.43","40787923150"
"007590","동방아그로","KOSPI","화학","6450","0","0.00","87833371650"
"012030","동부CNI","KOSPI","서비스업","2510","-130","-4.92","45713706320"
"005960","동부건설","KOSPI","건설업","1005","-45","-4.29","50290363815"
"005965","동부건설우","KOSPI","건설업","687","-13","-1.86","2296204755"
"016380","동부제철","KOSPI","철강금속","1405","-10","-0.71","85212356420"
"016385","동부제철우","KOSPI","철강금속","1690","10","0.60","4335441500"
"016610","동부증권","KOSPI","증권","3710","5","0.13","157476103190"
"000990","동부하이텍","KOSPI","전기전자","4615","-260","-5.33","204757544680"
"000995","동부하이텍1우","KOSPI","전기전자","23000","-1450","-5.93","2583268000"
"000997","동부하이텍2우B","KOSPI","전기전자","22300","-1050","-4.50","691723700"
"005830","동부화재","KOSPI","보험","55000","-500","-0.90","3894000000000"
"083350","동북아10호","KOSPI","서비스업","4740","0","0.00","7516028400"
"083360","동북아11호","KOSPI","서비스업","4650","0","0.00","7373319000"
"083370","동북아12호","KOSPI","서비스업","4600","0","0.00","7294036000"
"083380","동북아13호","KOSPI","서비스업","4740","0","0.00","7516028400"
"083390","동북아14호","KOSPI","서비스업","4550","0","0.00","7214753000"
"002210","동성제약","KOSPI","의약품","4270","0","0.00","92942784200"
"102260","동성홀딩스","KOSPI","서비스업","6690","-10","-0.15","242275975050"
"005190","동성화학","KOSPI","화학","14800","-150","-1.00","72177365200"
"000640","동아쏘시오홀딩스","KOSPI","의약품","121500","-500","-0.41","544513306500"
"058730","동아에스텍","KOSPI","기계","4230","55","1.32","53826750000"
"170900","동아에스티","KOSPI","의약품","91700","600","0.66","706267531200"
"008040","동아원","KOSPI","음식료품","2955","0","0.00","192607931295"
"028100","동아지질","KOSPI","건설업","7590","20","0.26","87285000000"
"007340","동아타이어","KOSPI","화학","19150","100","0.52","454372433000"
"001520","동양","KOSPI","비금속광물","895","7","0.79","210797903680"
"001527","동양2우B","KOSPI","비금속광물","6340","150","2.42","1956327460"
"001529","동양3우B","KOSPI","비금속광물","8150","240","3.03","731234300"
"001780","동양강철","KOSPI","철강금속","3020","90","3.07","173303621100"
"084670","동양고속","KOSPI","운수창고업","34400","0","0.00","91228800000"
"013570","동양기전","KOSPI","기계","7560","0","0.00","239389728480"
"030790","동양네트웍스","KOSPI","유통업","665","19","2.94","20824103930"
"002900","동양물산","KOSPI","기계","7600","10","0.13","49695564000"
"082640","동양생명","KOSPI","보험","10750","-250","-2.27","1156403192500"
"001525","동양우","KOSPI","비금속광물","3035","-10","-0.33","1874813585"
"008970","동양철관","KOSPI","철강금속","1075","-5","-0.46","87560710800"
"003580","동원","KOSPI","광업","3755","30","0.81","17704028940"
"049770","동원F&B","KOSPI","음식료품","291500","-4500","-1.52","1124934646000"
"018500","동원금속","KOSPI","운수장비","1775","5","0.28","51871787050"
"006040","동원산업","KOSPI","농업, 임업 및 어업","311000","3000","0.97","1045955200000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","7520","-50","-0.66","30528259680"
"014820","동원시스템즈","KOSPI","화학","24050","0","0.00","579113273700"
"014825","동원시스템즈우","KOSPI","화학","15000","-300","-1.96","3980370000"
"163560","동일고무벨트","KOSPI","화학","9090","-80","-0.87","104535000000"
"001530","동일방직","KOSPI","섬유의복","73700","-800","-1.07","163153153900"
"004890","동일산업","KOSPI","철강금속","65800","3300","5.28","159579147000"
"019300","동일제지","KOSPI","종이목재","2235","-65","-2.83","88707150000"
"000020","동화약품","KOSPI","의약품","5570","-110","-1.94","155578287900"
"000150","두산","KOSPI","서비스업","103500","-1500","-1.43","2201536908000"
"000157","두산2우B","KOSPI","서비스업","58600","-1400","-2.33","57761141000"
"011160","두산건설","KOSPI","건설업","10000","210","2.15","551852310000"
"082740","두산엔진","KOSPI","기계","6350","40","0.63","441325000000"
"000155","두산우","KOSPI","서비스업","59500","-1300","-2.14","262458903000"
"042670","두산인프라코어","KOSPI","기계","9720","-100","-1.02","2016465652080"
"034020","두산중공업","KOSPI","기계","23650","-250","-1.05","2510642754400"
"024090","디씨엠","KOSPI","철강금속","16300","0","0.00","190710000000"
"003160","디아이","KOSPI","의료정밀","6900","100","1.47","217327816500"
"092200","디아이씨","KOSPI","운수장비","5240","-10","-0.19","113708000000"
"007120","디올메디바이오","KOSPI","서비스업","1090","-85","-7.23","57579908360"
"026890","디피씨","KOSPI","전기전자","3600","0","0.00","150041430000"
"115390","락앤락","KOSPI","화학","11400","100","0.88","627000000000"
"006490","로엔케이","KOSPI","유통업","1980","-10","-0.50","118146370320"
"000420","로케트전기","KOSPI","전기전자","259","0","0.00","15311892743"
"000425","로케트전우","KOSPI","전기전자","1305","0","0.00","1388219850"
"032350","롯데관광개발","KOSPI","서비스업","13950","650","4.89","343360166400"
"000400","롯데손해보험","KOSPI","보험","2715","-20","-0.73","182665200000"
"023530","롯데쇼핑","KOSPI","유통업","273000","-6500","-2.33","8597013516000"
"004990","롯데제과","KOSPI","음식료품","1780000","-10000","-0.56","2530092000000"
"005300","롯데칠성","KOSPI","음식료품","1485000","-20000","-1.33","1837246455000"
"005305","롯데칠성우","KOSPI","음식료품","694000","-4000","-0.57","83280000000"
"011170","롯데케미칼","KOSPI","화학","160000","-2000","-1.23","5484067040000"
"002270","롯데푸드","KOSPI","음식료품","580000","-12000","-2.03","794272880000"
"071840","롯데하이마트","KOSPI","유통업","67500","2000","3.05","1593520560000"
"027740","마니커","KOSPI","음식료품","600","-12","-1.96","43200642000"
"204320","만도","KOSPI","운수장비","183500","500","0.27","1723326304000"
"001080","만호제강","KOSPI","철강금속","17750","50","0.28","73662500000"
"088980","맥쿼리인프라","KOSPI","기타금융","6850","-50","-0.72","2270496485850"
"094800","맵스리얼티1","KOSPI","기타금융","3880","-15","-0.39","360197204280"
"138040","메리츠금융지주","KOSPI","기타금융","9000","50","0.56","1285972362000"
"008560","메리츠종금증권","KOSPI","증권","3935","25","0.64","1226863653495"
"000060","메리츠화재","KOSPI","보험","12450","250","2.05","1319239350000"
"017180","명문제약","KOSPI","의약품","2455","-25","-1.01","42987050000"
"012690","모나리자","KOSPI","종이목재","2645","20","0.76","96730969475"
"005360","모나미","KOSPI","유통업","2960","15","0.51","41136028720"
"009680","모토닉","KOSPI","운수장비","12800","0","0.00","422400000000"
"009580","무림P&P","KOSPI","종이목재","4075","-145","-3.44","254150920300"
"009200","무림페이퍼","KOSPI","종이목재","2090","-5","-0.24","86963457900"
"033920","무학","KOSPI","음식료품","37550","700","1.90","1032625000000"
"008420","문배철강","KOSPI","철강금속","1875","-45","-2.34","38444071875"
"025560","미래산업","KOSPI","의료정밀","151","-1","-0.66","67205870339"
"037620","미래에셋증권","KOSPI","증권","42950","-1050","-2.39","1799271235550"
"002840","미원상사","KOSPI","화학","157000","0","0.00","141714009000"
"107590","미원에스씨","KOSPI","화학","301000","-2000","-0.66","218071189000"
"134380","미원화학","KOSPI","화학","35700","-550","-1.52","83803429500"
"003650","미창석유","KOSPI","화학","67300","600","0.90","117079925600"
"155900","바다로19호","KOSPI","서비스업","3600","-95","-2.57","54720014400"
"092630","바다로3호","KOSPI","서비스업","3750","-10","-0.27","3325758750"
"003610","방림","KOSPI","섬유의복","22700","-250","-1.09","96052984300"
"001340","백광산업","KOSPI","화학","2385","-5","-0.21","74438809785"
"014580","백광소재","KOSPI","비금속광물","24700","100","0.41","68130257000"
"035150","백산","KOSPI","화학","4530","-25","-0.55","109626000000"
"002410","범양건영","KOSPI","건설업","14400","400","2.86","38353996800"
"084870","베이직하우스","KOSPI","섬유의복","14650","250","1.74","305552398350"
"096300","베트남개발1","KOSPI","기타금융","644","-49","-7.07","79638232688"
"007210","벽산","KOSPI","비금속광물","5550","10","0.18","380508000000"
"002760","보락","KOSPI","화학","2995","-90","-2.92","35880100000"
"003850","보령제약","KOSPI","의약품","40250","1400","3.60","308637000000"
"004740","보루네오","KOSPI","기타제조업","1445","115","8.65","32575558355"
"000890","보해양조","KOSPI","음식료품","1035","-10","-0.96","85675723695"
"000895","보해양조우","KOSPI","음식료품","26100","400","1.56","665811000"
"003000","부광약품","KOSPI","의약품","17800","-600","-3.26","553526795800"
"001270","부국증권","KOSPI","증권","15150","-50","-0.33","157103772900"
