,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율,매출액순이익률,CASH FLOW 대 매출액비율,CASH FLOW 대 부채비율,이자보상배율(이자비용),금융비용 대 총비용비율,설비투자효율,CASH FLOW 대 총자본비율,자본금회전률,총자본투자효율,총자본회전률,자기자본순이익률,매출채권회전률,유형자산회전율,부채비율,유동비율,자기자본배율,당좌비율,순운전자본비율,현금비율,타인자본회전률,총자본순이익률,매출액(수익)(*),매출액총이익률,매출원가 대 매출액비율,차입금의존도,재고자산회전률,총자산부채비율,유보이익대총자산비율,자기자본비율,판매관리비대매출액,고정비율,log총자산,총자본증가율,유동자산증가율,매출액증가율,총자산영업이익률,순이익률,이자비용/부채,영업이익증가율,순이익증가율
15,(주)에스에스컴텍,36500,14-Dec,제조업,158.82,-50.06,-35.27,-15.88,-2.84,5.62,-9.98,-10.15,2.76,-3.34,0.29,-35.27,2.35,0.93,177.33,86.54,339.39,70.33,-7.71,0.012701865280272963,0.5,-14.68,22911765.0,-8.45,108.45,56.26,3.19,0.6394182021989792,-0.28281352887168515,0.36058179780102084,0.22944338858224148,1.39892912182666,7.900897828971726,-21.03842898813336,-10.687827350296653,3.6351139921051656,-0.09204445878994717,-0.25134782348399115,0.03243282180086804,27.360770515511657,-1.4224109955241109
17,(주)에이디칩스,54630,14-Dec,제조업,82.84,-24.08,-11.82,-24.61,-14.77,1.16,30.6,-16.33,3.64,10.75,1.22,-69.42,7.91,3.87,197.27,162.07,88.64,82.69,17.3,0.022622978438614022,2.13,-29.48,15460811.0,23.3,76.7,45.39,5.06,0.6636072186500821,-1.6967313332266738,0.3363927813499179,0.44596211673501474,1.6300797981809731,7.049004817062094,-45.887780244394826,-27.036145892756203,-29.5678352356461,-0.2606903114444437,-0.5123956635429422,0.01764694515692597,-67.37551437347493,-48.19678775136624
19,(주)에이티세미콘,89530,14-Dec,제조업,193.33,-13.0,17.91,19.29,1.19,3.55,38.69,13.86,6.21,25.92,0.82,-31.92,8.4,1.18,255.42,38.78,215.92,35.34,-33.3,0.0026304220533844534,1.24,-10.7,150503040.0,14.59,85.41,59.33,82.71,0.7186415526143104,-0.07375299805512535,0.28135845252750075,0.09460794280301581,2.8045191279041153,8.288883875934916,-19.38970234950328,61.83060138176637,113.84595459580842,0.042212218837327904,-0.16090461832637623,0.035583127829702535,466.7931060527967,-46.08506404378947
21,(주)엔에스브이,95300,14-Dec,제조업,118.7,-10.07,8.53,10.45,-1.76,2.74,32.03,6.64,9.23,13.43,0.78,-21.21,3.8,2.04,174.3,124.36,431.96,50.3,10.54,0.003211534850619254,1.23,-7.83,40725913.0,5.52,94.48,44.1,2.32,0.6354381789387546,0.041514425971890506,0.36456180194223525,0.11599568068615183,1.266896989394865,7.71853459601502,-2.6445785697677637,-12.641414718887523,-17.930279279668692,-0.04732490319635594,-0.12422487658102195,0.02694858206666315,61.33349237907554,50.657220130230876
23,(주)유씨아이,38340,14-Dec,제조업,28.11,-55.5,-23.7,-100.04,-2.38,3.4,-217.99,-28.41,1.71,-50.36,1.15,-131.09,14.04,5.13,39.65,226.14,67.62,203.77,25.39,0.07758160148568648,2.25,-63.91,22104008.0,3.85,96.15,13.68,24.41,0.28394666486204867,-1.7172316509174703,0.7160533351379513,0.14039164299976728,0.760908772576037,7.265798032707659,139.5269519589379,1.855460833933198,-81.00848303775219,-0.1173281247167286,-1.2472668048624025,0.04925484121901883,36.674335323697555,-83.98777821668381
25,(주)인포피아,36220,14-Dec,제조업,46.42,-12.07,-0.71,-0.88,-2.91,1.95,23.02,-0.42,12.62,10.04,0.57,-11.76,2.58,1.3,90.14,162.96,1130.94,123.01,15.37,0.01649175482908226,1.38,-6.9,54820355.0,35.9,64.1,32.54,5.7,0.47406165503384,0.1566518568523585,0.52593834496616,0.432457232354661,1.1448018272723819,7.97043373573955,-22.515991845805072,-11.128123301229941,7.619664360744127,-0.04199661887732276,-0.1668277023771689,0.014411130167052609,32.590159875258486,27.588676289827497
27,(주)케이엑스하이텍,52900,14-Dec,제조업,36.59,2.83,-1.03,-4.0,2.36,1.48,67.67,-1.28,5.32,29.74,1.13,8.3,6.05,2.98,47.22,161.94,194.82,137.25,15.4,0.026083076225377873,1.84,3.19,64485717.0,16.19,83.81,17.04,14.59,0.3207523539872605,-0.2663597490902987,0.6792476266768317,0.12375112460950073,0.8796434095992977,7.713635432154605,299.9057861810777,-38.0799368627839,-6.499473605936568,0.04312879631943025,0.0519394358680961,0.018248882493544897,362.41363626111735,1695.4334577247507
29,(주)티에스엠텍,66350,14-Dec,제조업,476.97,-11.2,2.83,2.38,-1.97,3.42,11.58,2.04,44.4,3.49,0.73,-47.95,1.86,2.49,613.7,92.6,846.06,68.06,-4.94,0.009976557129198423,0.88,-8.19,236055569.0,3.5,96.5,61.83,4.21,0.8598851409596614,0.011215810666765377,0.1401148590403386,0.11639154338273629,2.720125174131363,8.514825336151246,-28.871906716231276,-0.2572463025711125,15.928436444427852,-0.059508645339951566,-0.09877073969251922,0.030131734442378426,-15.495488228327547,-10.391995931357224
31,(주)파이오링크,170790,14-Dec,제조업,17.46,13.98,7.52,18.23,87.91,-1.64,401.26,4.31,8.55,30.1,0.55,10.02,2.21,8.51,30.95,532.6,1123.93,396.75,57.67,0.2596397930984028,2.33,7.67,22288843.0,61.72,38.28,1.8,4.65,0.23633698890198704,0.3819699845747681,0.7636630110980129,0.5046425245132733,0.37975782873805947,7.589962976050075,-8.553545066214586,-22.026802864195318,-3.6041006496356998,0.061687889345151,0.3258403463464123,0.0007016959940285629,-49.94712181019803,-38.269559481058366
33,(주)플렉스컴,65270,14-Dec,제조업,89.82,-9.47,12.58,20.39,-24.4,0.19,100.18,9.9,22.6,18.35,0.73,-13.62,7.65,3.44,94.41,98.6,1476.83,61.66,-0.65,0.002559501571580593,1.5,-6.96,140089392.0,-17.99,117.99,30.48,4.53,0.4856250732110177,0.3169814014148962,0.5143749211697926,0.08132043288473977,1.058528789673602,8.250326306587294,-11.278894891462766,-42.93316085454772,-69.78697733791542,-0.19197301321081303,-0.14220242059250282,0.00786650630683134,-408.0457369782855,-191.50319682782632
35,(주)피엘에이,82390,14-Dec,제조업,60.6,-408.19,-92.22,-36.49,-12.86,1.48,-78.63,-14.51,0.18,-40.62,0.14,-85.6,9.23,0.32,65.99,16.11,60.79,15.34,-30.62,0.03627935126176882,0.38,-55.25,3733294.0,-92.62,192.62,34.13,34.17,0.39756809128641896,-4.086428914085909,0.602431908713581,0.45078394575942854,1.56232061425819,7.375306815664108,-32.91777035235513,40.26510247895343,-60.83903804419144,-0.18638068134769464,-1.5583319587947242,0.014491004990532446,-138.61231866904683,-394.34062458437273
37,KCW(주),68060,14-Dec,제조업,110.87,-0.35,7.45,15.22,-0.02,0.92,97.88,9.36,38.44,35.54,1.21,-1.14,5.02,3.31,159.74,104.18,1177.74,81.51,1.79,0.06975770172324823,1.93,-0.43,104567735.0,11.37,88.63,32.28,12.42,0.6150008320873256,0.30176561755559916,0.3849991799309791,0.11401888928740782,1.44231722773019,7.920156789688055,-0.19773586838428558,-13.512534866274105,1.3481780373169272,-0.0003650817234091971,-0.00678272529847063,0.014942372843126944,-102.76140353648509,-129.835122546689
39,동일철강(주),23790,14-Dec,제조업,243.81,-36.32,-20.16,-10.53,-3.11,3.83,10.53,-7.98,10.76,4.19,0.44,-45.59,5.46,1.01,312.93,69.62,658.36,18.66,-17.94,0.007988971453616328,0.67,-15.94,39520449.0,-6.97,106.97,66.56,1.84,0.7578306776828334,-0.013012846201675154,0.2421693223171666,0.11871694575129954,2.4319217853587305,7.9993100662331935,-37.67727578361541,56.312488145467384,-10.537711593338761,-0.08272152190874947,-0.24517772175618385,0.026593144599288042,-418.929268156736,-4142.797801096072
41,제이앤유글로벌,86200,14-Dec,제조업,65.85,-30.3,-4.97,-5.23,-5.17,2.09,14.39,-2.15,6.39,3.14,0.4,-19.93,5.12,1.94,69.51,114.77,873.11,105.39,5.74,0.09972241418704272,1.04,-12.2,33033257.0,8.13,91.87,27.33,9.17,0.4100639672445474,0.45879702011940143,0.5899360327554526,0.30473707149131557,0.9393890763167179,7.883808360790039,-18.317582783701226,-29.101795170279555,-31.25486909672456,-0.08999720132631896,-0.31460020278428324,0.017417321016405616,-0.6519497884261833,-41.87838418083421
43,현진소재(주),53660,14-Dec,제조업,222.59,-19.86,-3.79,-3.46,-3.84,2.37,-11.48,-2.51,38.66,-4.92,0.69,-39.31,4.22,1.72,265.28,76.87,1539.38,48.18,-14.1,0.0032828442808002256,1.05,-13.62,297144683.0,-6.6,106.6,60.19,3.48,0.7262359278767025,0.06998607588554812,0.2737640721232974,0.0697218331179091,1.941790623478303,8.651512344734952,-30.86507423439009,-5.854879354596864,28.309345943636544,-0.09311135595798037,-0.20851688027835003,0.02425911828067359,-354.8097466608513,-152.88822945372246
45,(주)비엔씨컴퍼니,58370,14-Dec,도매 및 소매업,47.22,-42.76,-38.35,-74.36,-6.37,1.22,-4780.79,-24.39,0.76,-20.48,0.67,-56.37,2.82,83.22,48.81,178.54,61.04,157.69,24.92,0.012354615841725715,1.37,-28.67,12117261.0,4.78,95.22,14.5,11.1,0.32801964309913956,-0.9688712912402683,0.6719803569008604,0.27897509181324065,0.6451117408541334,7.279958763042089,129.43795603171498,25.64397794104465,-34.61670577600966,-0.15505892501264495,-0.5836619608512871,0.02433559271998248,-2.1533051777843166,1.6383915968546678
47,(주)엠제이비,74150,14-Dec,건설업,88.59,255.68,-224.38,-36.61,-1.58,0.0,3986.75,-18.01,0.63,22.6,0.12,57.66,2.54,15.75,96.89,191.18,267.04,191.13,41.03,0.040007600263060224,0.27,31.45,5744391.0,23.1,76.9,10.17,220.03,0.49209509049980393,-0.046244064740320966,0.5079049095001961,0.34067475560072424,0.27512920439700145,7.854610578914408,148.81179852671096,193.3262644773546,-55.80879063647088,-0.013492149247867251,0.6919206184575492,0.008560115780001723,-221.9467255551276,218.3202025308298
49,(주)위메이드맥스,101730,14-Dec,정보통신업,6.26,-4.85,-38.48,-72.48,999999999.0,-36.27,36.47,-4.39,2.6,1.67,0.12,-0.61,5.47,2.47,6.45,623.34,1956.08,623.34,30.78,0.15077620991010277,1.95,-0.57,10113223.0,0.0,0.0,0.0,0.0,0.060626036976590365,0.4310312518901087,0.9393739630234096,1.5266501094655978,0.674253818777069,7.947203808479931,7.761405841856073,2.56308095139981,4.661001250357288,-0.06237758690043621,-0.09434651955658759,0.0,34.54655609736915,92.13981339253348
51,(주)제넨바이오,72520,14-Dec,도매 및 소매업,255.56,-44.74,-2.66,-4.8,-27.36,0.72,-49.05,-3.53,27.43,-26.74,1.06,-113.97,4.5,2.54,278.05,57.7,547.18,44.8,-28.59,0.0015163810157006953,1.83,-47.6,102858423.0,-17.87,117.87,46.28,11.1,0.7354817262667737,-0.12547550143169145,0.26451827373322634,0.18785504809849166,2.30588571967721,7.8897023742321455,-65.93353945786198,-55.408510368442165,-49.959186873261565,-0.3899477208510095,-0.8172958149460146,0.01425421578788947,-573.80133182275,-1383.7231916959186
53,(주)피에이치씨,57880,14-Dec,도매 및 소매업,36.79,-195.35,-17.38,-19.44,-51.66,0.25,-235.0,-5.57,2.83,-54.91,0.24,-61.68,0.75,1.18,40.2,266.39,628.85,204.59,43.67,0.05391003596228945,1.02,-47.15,18715109.0,-46.28,146.28,20.22,1.26,0.28675038201032493,0.05975359312303103,0.7132496179896751,0.9134291443346656,0.4218692763333264,7.7660885445629155,-45.89198459271603,-44.70372141775351,-35.37156386091448,-0.3321814162348904,-2.002111416195065,0.00642996310572564,-436.2014423716502,-705.9244904612835
55,더이앤엠(주),89230,14-Dec,정보통신업,384.34,-89.66,-12.76,-9.89,-6.63,4.93,-63.31,-8.34,4.42,-38.33,0.43,-169.3,5.43,0.67,539.56,51.24,77.05,17.71,-29.3,0.0013968184809346905,0.55,-38.16,67468113.0,-55.24,155.24,64.73,1.85,0.8436420637457585,-0.8963023500686987,0.1563579362542416,0.09936618503025274,4.426111307100641,8.013792157425124,-70.82300604392957,-56.046883828325534,7.374166513964142,-0.2774170684045697,-0.4926647193782474,0.04183295524615256,-104.9087950771229,-115.65009869736731
57,동신건설(주),25950,14-Dec,건설업,15.98,3.82,19.93,73.95,153.39,-2.0,3116.58,12.1,12.02,9.24,0.6,2.77,26.66,220.26,19.56,520.01,1656.64,491.53,56.14,0.4173489853067077,3.51,2.3,50483624.0,11.23,88.77,0.81,28.79,0.1635905232983719,0.7650676601839138,0.8364094767016281,0.07994525115708809,0.36462018001560703,7.9200583390728365,0.3567917128331599,-5.042698081278574,-42.080450513827586,0.01946250893774623,0.13419173608877574,0.0001268820986306272,-81.16498276534521,-75.94645435375055
59,에스케이커뮤니케이션즈(주),66270,14-Dec,정보통신업,30.74,-19.58,-14.71,-32.9,999999999.0,-1.7,216.89,-7.84,4.32,10.55,0.49,-12.85,4.96,6.66,31.29,216.07,617.95,216.01,27.18,0.11668567614425718,1.96,-9.63,93909607.0,0.0,0.0,0.0,3949.2,0.238338745280478,-0.487558860204242,0.7616612547195221,1.170090180443413,0.6486291406441713,8.245927674728366,-11.744717421708017,-17.798962023344554,-26.788831678797663,-0.08363760530911561,-0.38406795030997387,0.0,64.35768191144606,56.112699116983435
1,(주)더블유아이,73570,15-Dec,제조업,42.68,-4.88,62.04,130.24,0.18,6.57,109.42,41.77,2.15,21.48,0.53,-7.78,9.72,2.96,47.21,43.54,216.58,40.47,-16.37,0.011272032902337269,0.79,-2.58,15165610.0,16.71,83.29,23.31,6.16,0.3207199657029812,-1.5071778640214835,0.6792800342970188,0.151162135911447,1.2862993109286007,7.352675847268104,313.10394951122476,-61.52350200772347,-87.19647722011436,0.008416969824208729,-0.03862088381222372,0.04564894849558835,1212.1912185413987,97.13909475678233
3,(주)비덴트,121800,15-Dec,제조업,21.24,-16.72,11.8,13.17,-5.52,0.2,36.58,3.73,3.87,7.68,0.36,-7.99,6.62,1.49,39.5,293.76,800.81,161.14,29.5,0.11814522614797048,1.46,-6.01,22717997.0,33.19,66.81,22.72,1.54,0.28316004295445646,0.3344866632887784,0.7168399570455436,0.4129757126035363,0.7710525816998657,7.856770312490292,18.226183015650754,9.073485646090806,-22.410952741576796,-0.02915625370384065,-0.24346222440183854,0.0052834020580438045,-285.93287728892807,-400.91646548938354
5,(주)스틸플라워,87220,15-Dec,제조업,147.08,-38.94,-7.43,-4.99,-2.99,5.39,-13.36,-3.14,7.8,-7.01,0.38,-40.54,2.75,0.74,169.66,55.34,497.46,41.44,-24.36,0.012083355696343164,0.6,-14.79,91242126.0,-3.28,103.28,56.61,3.85,0.6291675052940154,-0.07640978835045124,0.37083249470598456,0.20516319402728517,1.882763698301582,8.334079559903612,-16.003358655140776,-37.765833337760334,-46.95066793942561,-0.09037416983979357,-0.2328767335158705,0.0302496571671805,-14.604789420040825,-64.24730823700577
7,(주)썬코어,51170,15-Dec,제조업,63.59,-28.92,-4.09,-3.5,-4.19,3.41,1.3,-1.56,2.16,0.44,0.42,-23.77,2.72,1.09,80.87,103.84,257.93,63.18,1.35,0.0036746684377029245,0.84,-12.02,28878453.0,7.7,92.3,35.49,2.59,0.4471318786817248,-0.17941112709512816,0.5528681213182752,0.27257353432332404,1.1484024116266782,7.878756331605575,46.95432498639458,-7.2520041674471125,-17.75420438651033,-0.08127520733505401,-0.2431152854830013,0.019416432027035507,-76.01343128170942,-107.43269895712446
9,(주)씨엔플러스,115530,15-Dec,제조업,159.69,-37.74,-5.62,-4.64,-4.72,1.76,-0.32,-3.07,11.31,-0.16,0.52,-50.65,5.98,0.92,194.78,44.41,687.64,36.89,-30.11,0.01719226864070012,0.85,-19.67,27332897.0,8.18,91.82,58.7,11.4,0.6607637311667601,-0.06960576056808553,0.3392362688332398,0.21297266806368897,2.2385935669567583,7.700096985553173,-28.325723878795394,-13.044866935174838,-17.03469600658043,-0.0683535173430648,-0.3215290832925249,0.014480663305244366,48.05920740935854,18.611844036320825
11,(주)알파홀딩스,117670,15-Dec,제조업,97.19,5.08,11.67,18.0,1.16,1.61,150.41,8.89,12.65,20.61,0.76,7.56,6.1,5.41,97.71,124.3,839.97,123.2,11.95,0.30320141646624166,1.54,3.85,50827475.0,18.03,81.97,19.0,103.5,0.4941959016278786,0.3898867198523671,0.5058040983721214,0.1482470651945626,0.7689625099935133,7.824122623901993,-2.331711390126734,9.556490256643002,33.2737605252301,0.024309638998497522,0.07842901769967629,0.020876008946332555,-68.64678945409321,-42.62200102535508
13,(주)에스엘바이오닉스,214310,15-Dec,제조업,29.47,8.95,11.48,44.22,25.57,0.26,101.27,13.66,24.54,40.61,1.33,19.79,7.56,2.89,44.68,237.01,1277.08,207.61,27.91,0.046173100458309,3.34,11.9,57249639.0,20.41,79.59,15.94,17.17,0.3088072253279941,0.17281610472323877,0.6911927746720059,0.08730533654544093,0.7482303230306797,7.682386092581151,79.5688899243761,46.556353178833156,18.930826113061407,0.15537814988610749,0.29880429881905163,0.006075885529109497,-22.448939836319912,-17.958502742975256
15,(주)에이루트,96690,15-Dec,제조업,9.91,8.46,9.72,70.87,196.34,-1.81,67.17,6.39,5.87,15.87,0.69,6.26,6.3,2.61,9.91,684.34,812.61,589.35,52.67,0.19800843589930028,9.78,5.82,29335971.0,26.22,73.78,5.46,8.07,0.09014040357392056,0.6242154563713496,0.9098595964260795,0.16107020967535043,0.4210943772574963,7.649880373488197,5.129648389535313,15.38517345026884,5.590777311724393,0.06959610299871652,0.8272597523470514,0.00035447623632587104,97.77565995108264,-6.623426009616306
17,(주)중앙디앤엠,51980,15-Dec,제조업,146.98,-131.5,9.97,9.69,-17.04,1.15,-582.84,6.01,1.68,-60.65,0.51,-104.13,5.56,5.67,163.82,121.46,105.5,94.85,11.96,0.38548251797255517,1.41,-66.65,15910515.0,-31.11,131.11,38.94,3.51,0.6209536107747433,-0.07088694435581795,0.37904638922525663,0.16154788201387574,0.8529748573912979,7.421136446879325,-66.88796544973702,24.872081985087746,7.17472127222718,-0.2395567362348573,-1.8514540237663404,0.014054432823997355,-97.70588417771202,-161.5922033046012
19,(주)케이에스피,73010,15-Dec,제조업,29.85,-6.27,9.03,8.2,-1.12,-2.84,7.25,3.27,8.53,1.94,0.36,-3.71,4.23,1.38,66.39,267.23,1415.38,166.58,30.0,0.015116111176150035,0.92,-2.26,40286747.0,1.59,98.41,26.19,1.84,0.39900660308794306,0.10872411713196704,0.600993396912057,0.05829125394512493,0.8663181706222963,8.046131769686376,-3.616695474866316,-4.923405868502462,9.175430493238546,-0.015294828462765295,-0.05788913645307908,0.013615872139536791,-55.15986768568904,-196.15390928361066
21,(주)트루윈,105550,15-Dec,제조업,56.33,-11.76,16.11,12.26,-2.6,2.81,14.77,6.92,8.21,9.1,0.5,-11.79,5.06,0.86,129.76,107.01,790.84,85.65,1.72,0.008765781431766432,1.01,-5.91,32165136.0,11.13,88.87,52.6,9.49,0.5647555820085389,0.08313500609399627,0.4352444179914611,0.2080341273856265,1.6948422540686823,7.87421977617236,3.0787115774444374,-23.774537499816095,-11.09406738596187,-0.048654493879990005,-0.11863417129692551,0.018685032718196524,-204.4741089489227,-270.28210473622823
23,에스비더블유생명과학(주),151910,15-Dec,제조업,254.27,-22.46,-11.16,-6.63,-5.07,1.8,21.31,-5.15,14.27,6.76,0.47,-37.74,2.72,1.42,349.75,101.0,686.22,50.43,0.56,0.01460846958121526,0.66,-10.66,85988748.0,-2.39,102.39,45.96,1.76,0.7776528184819613,-0.027498001220899473,0.22234718151803873,0.08747724760453542,1.9294261996356123,8.26993863597685,-32.08280309680555,13.170330964616417,-50.11634767011381,-0.0528463897419305,-0.148538603378105,0.010421726263705109,-340.58556275826686,-1242.7379106194371
25,에스에이치엔엘(주),50320,15-Dec,제조업,174.09,-9.33,-7.03,-14.58,-16.97,0.73,53.06,-9.27,4.21,18.76,1.12,-29.63,5.57,4.82,174.72,96.87,116.2,95.6,-1.98,0.30710821940969546,1.73,-10.43,15651205.0,11.77,88.23,25.3,22.89,0.6359984500510395,-0.5581272602543923,0.36400146562094304,0.3349666048077448,1.0607578602546741,7.074028109881289,-22.038221093106138,-16.788347783763758,1.1491533336711157,-0.2429513700599159,-0.16090016941883642,0.014317501941783878,-346.2219271753077,-73.90784318163678
27,테라사이언스(주),73640,15-Dec,제조업,277.22,-81.93,-12.95,-8.66,-3.67,4.26,-101.05,-6.42,2.06,-35.76,0.29,-74.53,3.13,0.63,286.96,41.36,107.31,29.04,-42.01,0.003622036653414531,0.42,-23.61,27719039.0,-10.52,110.52,59.35,2.3,0.7415737822937765,-0.09227907972090266,0.2584262177062236,0.21653647516423638,2.7229224988247633,7.747028014151065,-68.9652441629046,-58.12507571662464,-19.230241595618192,-0.09270943863618479,-0.34556976870361605,0.025275143313994625,-97.31575478091973,-223.81701789995785
29,한국정밀기계(주),101680,15-Dec,제조업,18.39,-36.84,0.41,0.46,-23.57,-0.51,6.86,0.09,8.47,0.65,0.21,-9.88,2.61,2.26,25.07,468.12,3025.39,130.06,54.13,0.027416565203779643,0.91,-7.63,35571865.0,-18.43,118.43,13.05,0.44,0.20042881969655024,0.44433915961256826,0.7995711803034498,0.2825704528002679,0.389788213287054,8.201380997765565,-7.949642576439797,-19.68315587110647,-40.471265470195696,-0.09665362061620818,-0.33434717348827425,0.004100220545053718,-6.017185501605131,-14.331785018252392
31,(주)골드퍼시픽,38530,15-Dec,도매 및 소매업,20.33,-204.62,-102.59,-85.09,-13.68,2.92,-303.71,-22.84,0.28,-28.5,0.21,-67.67,1.1,1.49,36.69,349.83,75.86,308.07,37.15,0.10737547761038456,0.55,-42.15,6121489.0,-36.85,136.85,11.54,2.3,0.2684117443947131,-0.5239337820283274,0.731588255605287,0.970635249038265,0.6557548810848359,7.439265380865553,19.010857050190054,-9.241216949576014,26.08313984347661,-0.2758692193973743,-1.1176497645543142,0.02016928649742369,-37.19190499564129,-71.4312617831322
33,(주)디에스앤엘,141020,15-Dec,도매 및 소매업,126.55,-68.5,-10.26,-9.14,-13.27,1.25,-64.69,-5.67,1.84,-17.17,0.54,-69.65,2.8,2.19,163.53,117.84,126.47,98.96,8.57,0.20589271390154554,1.15,-36.89,18250289.0,-1.1,101.1,26.68,6.52,0.6205300198875715,-0.3494568955697494,0.37946998011242844,0.42125568532092833,1.1440011397074326,7.51851403200095,-46.42470321731275,-7.809980407032935,48.45558206112304,-0.23280905237604743,-0.7844296517192292,0.01754305559273173,-27.663435641140126,-82.11727282619987
35,(주)소리바다,53110,15-Dec,정보통신업,87.51,-27.68,-13.63,-30.47,-81.31,-0.3,883.84,-15.03,1.14,25.02,0.96,-46.15,5.04,30.61,97.29,131.51,52.38,131.51,13.98,0.18724125675471054,2.25,-26.48,17888630.0,0.0,0.0,6.93,5089.39,0.49314263186441687,-0.9939469757342245,0.5068573681355831,1.2538620341524198,0.8220452205412089,7.210218671459858,-37.84856728109983,-26.917867659889218,-3.252636932610864,-0.2428994766308331,-0.6214518732093729,0.002987326527556912,17.412106178210042,36.56001228996266
37,(주)씨그널엔터테인먼트그룹,99830,15-Dec,정보통신업,140.42,-103.55,-30.35,-14.96,-3.05,5.68,-184.37,-9.07,0.91,-18.01,0.33,-71.56,8.9,1.73,154.1,76.38,91.78,69.61,-13.05,0.05262392572559149,0.63,-34.23,24136489.0,-13.43,113.43,51.01,6.44,0.6064618177679625,-0.1807538284241539,0.3935381822320375,0.29223919021527944,1.4684733521107793,7.907181161325429,-16.519411494151427,164.5964656126301,110.33618075020244,-0.1410110552501315,-0.6562490260530593,0.04629926189924891,-122.59821262938588,-351.3343794805861
39,(주)초록뱀이앤엠,131100,15-Dec,도매 및 소매업,120.13,-26.12,7.09,5.39,-2.56,3.26,2.25,3.4,8.78,1.14,0.43,-27.47,8.46,0.89,170.9,37.59,547.46,27.93,-27.67,0.003652908127286328,0.73,-11.3,44833034.0,2.73,97.27,48.54,9.36,0.6308626199524253,-0.05549300555954845,0.36913738004757474,0.13316611586001517,2.257451810796293,7.97104816957662,-31.909080630868615,7.540626809194251,-13.400797717258117,-0.04577131682641641,-0.19184034516082768,0.017896516541326995,-191.98391379665784,-565.4647638543713
41,(주)케이엔씨글로벌,68150,15-Dec,건설업,77.98,-186.52,-119.58,-36.28,-2.95,3.8,-292.62,-16.04,0.19,-9.97,0.14,-54.7,45.68,2.2,79.23,109.54,68.67,109.54,4.15,0.0008054309081874478,0.26,-25.74,5817083.0,0.0,0.0,0.0,0.0,0.44207133255998254,-0.837144369755041,0.5579286674400175,0.8434681093599662,0.9382047523056544,7.637195159965092,56.356597176743996,36.2022958588897,-37.44718922304754,-0.12947880560913635,-0.48619189353514,0.04386750098509325,54.82746813923253,42.69029088491307
43,씨앤티85(주),56730,15-Dec,건설업,75.53,-54.51,-13.78,-12.98,1.15,4.39,3.04,-6.87,1.07,1.38,0.54,-77.39,5.64,1.07,112.55,82.44,81.55,82.44,-6.24,0.06839643316659241,0.87,-29.3,18838071.0,16.95,83.05,45.65,17.8,0.5295262935318565,-0.8504942765889396,0.4704737064681434,0.10906403314861697,1.5028738446045526,7.576882245533067,102.29837357874531,89.55897524513661,207.18049223702803,0.032473198520362845,-0.47162338013650845,0.028311066244796478,292.7399383797711,-34.073009077174
45,아이이(주),23430,15-Dec,도매 및 소매업,5.95,-98.17,9.13,21.28,-5.27,3.79,-320.33,1.84,0.2,-15.9,0.18,-25.24,0.84,4.03,9.47,46.51,81.44,41.14,-2.91,0.016764268860996544,0.62,-17.8,12513814.0,12.1,87.9,3.12,69.68,0.08649252890672951,-0.5952814946429636,0.9135074710932705,0.26610040711808564,1.0670190125566184,7.792933008280048,39.52421511373141,-94.946532958419,-68.799933719443,-0.026306767634810425,-0.6043481906586681,0.0049904488696153404,-911.8526800688745,-2939.212052991601
1,(주)디에스케이,109740,16-Dec,제조업,122.34,15.46,7.18,5.34,4.01,1.24,236.29,2.96,14.31,14.87,0.56,15.78,2.91,6.47,124.18,52.93,1548.01,51.37,-25.69,0.12021524651272401,1.22,8.59,46508330.0,23.15,76.85,40.65,22.8,0.5539386010324335,0.330968909871441,0.44606139896756647,0.07834177232336659,1.5942938073704316,8.052262472089604,23.291537910016768,-27.64499910462539,-16.88019418027158,0.08513063694607483,0.18868053151973607,0.021220366777187666,-28.525985318194607,-19.0502216294435
3,(주)블루베리엔에프티,44480,16-Dec,제조업,5.26,-8.28,11.45,106.58,999999999.0,-1.88,83.73,6.16,2.98,13.78,0.52,-4.59,3.93,3.34,6.13,1148.12,523.07,841.29,51.93,0.18530347422492158,9.85,-4.35,12830029.0,12.21,87.79,0.0,3.13,0.057757336158194575,0.5040769083470519,0.9422426219498069,0.15992738597862874,0.45761230144548865,7.377868920791906,-5.4255602255118385,-14.284289409674667,-10.089145394703557,-0.019859330407831343,-0.8157136102958333,0.0,56.58003852061515,32.485948204012765
5,(주)스킨앤스킨,159910,16-Dec,제조업,30.62,-86.89,-29.33,-39.53,0.67,6.02,1.84,-9.78,2.34,0.96,0.31,-45.64,4.8,0.59,32.89,167.08,466.73,160.89,15.46,0.1788755001753814,0.77,-27.18,15277789.0,50.67,49.33,17.47,17.44,0.24748469902468734,-0.580602654770936,0.7525153228092856,0.4125176097143376,0.8173027215950076,7.660867232246596,45.38974379893461,18.226592529159568,12.736966370005497,0.02945708176543798,-0.6720138371267278,0.04375014275155296,490.178645281967,11.051786996835816
