,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율,매출액순이익률,CASH FLOW 대 매출액비율,CASH FLOW 대 부채비율,이자보상배율(이자비용),금융비용 대 총비용비율,설비투자효율,CASH FLOW 대 총자본비율,자본금회전률,총자본투자효율,총자본회전률,자기자본순이익률,매출채권회전률,유형자산회전율,부채비율,유동비율,자기자본배율,당좌비율,순운전자본비율,현금비율,타인자본회전률,총자본순이익률,매출액(수익)(*),매출액총이익률,매출원가 대 매출액비율,차입금의존도,재고자산회전률,총자산부채비율,유보이익대총자산비율,자기자본비율,판매관리비대매출액,고정비율,log총자산,총자본증가율,유동자산증가율,매출액증가율,총자산영업이익률,순이익률,이자비용/부채,영업이익증가율,순이익증가율
7,(주)썬테크놀로지스,122800,16-Dec,제조업,79.33,-31.24,7.49,7.52,0.81,3.46,7.29,4.02,11.69,2.8,0.56,-32.97,6.24,1.33,115.2,157.59,1003.52,119.34,21.23,0.22213414804462384,1.21,-17.63,25054557.0,29.22,70.78,37.94,3.48,0.5353073786414515,0.12354287340792319,0.46469262135854844,0.2427300151425547,0.9017537694457716,7.6685115829573,-16.09409447835246,34.06532497956767,0.9042233443218972,0.02790403160175239,-0.3789845707828042,0.03454414111949389,-44.6032222385716,-567.1301322888544
9,(주)에스마크,30270,16-Dec,제조업,14.71,-80.01,-18.16,-8.26,-6.08,4.62,-19.81,-4.41,1.53,-7.7,0.3,-54.9,8.99,0.6,114.34,241.61,237.42,205.96,9.72,0.005815567532056329,0.55,-24.37,25081505.0,-31.0,131.0,48.34,4.83,0.5334497474364491,-0.3210941783998721,0.46655025256355087,0.2962661132176877,1.7880516419788701,8.014332226659265,93.7787898060146,17.281366956569123,-46.28352944522525,-0.1846948860429128,-0.4383420716138019,0.030397038098109085,-9.775493226811857,-22.19590705159976
11,(주)에스에프씨,112240,16-Dec,제조업,23.62,3.91,19.58,41.36,1.73,-0.01,52.2,9.47,4.17,7.81,0.57,2.7,1.99,2.61,29.7,331.08,520.62,277.24,42.08,0.19607739995997348,3.21,2.22,47400350.0,12.19,87.81,16.54,3.85,0.2289757778466916,0.4040339224901421,0.7710242323573901,0.11610542960125822,0.5150881333647184,7.991226071260918,21.640704757898853,16.7030746394224,-7.106658543589361,0.0032580524225636655,0.12563793505304482,0.001882886912263888,265.12837644363844,38.357544257041646
13,(주)에임하이글로벌,43580,16-Dec,제조업,36.62,-323.64,-66.74,-26.81,-13.33,0.84,-781.54,-7.28,0.36,-28.1,0.14,-54.49,2.63,3.34,37.28,161.62,203.98,157.57,16.44,0.18222755286484524,0.7,-43.87,3689615.0,-32.46,132.46,11.91,4.25,0.2715878016330737,-0.420278875504592,0.7284121983669263,1.1555679928664644,0.7809999346869229,7.5291786884068435,28.32993171764402,17.115808404925993,-68.4493827405417,-0.20061759869001075,-2.2504167975269085,0.015048705821364673,-905.102391999308,-585.2221949972485
15,(주)에프티이앤이,65160,16-Dec,제조업,86.44,-15.21,-26.96,-15.8,0.38,6.24,20.57,-7.41,1.05,2.92,0.3,-8.44,5.79,2.03,88.32,120.65,196.49,104.94,9.48,0.04411788522264867,0.65,-4.55,27565193.0,0.0,0.0,0.0,0.0,0.46900073671931697,-0.0731233312972399,0.530999263280683,0.13414605876331068,0.8403174029806105,8.001201315312459,15.672940503645005,23.938428903165352,-8.509848788566366,0.010682537268859617,-0.09871977072224508,0.027943972403679733,2339.0760355291204,87.24332012169876
17,(주)우성아이비,194610,16-Dec,제조업,137.21,1.83,-12.05,-8.28,1.32,3.32,55.8,-5.78,25.47,9.64,0.55,3.12,2.22,2.22,231.67,118.22,1526.41,72.37,7.54,0.003854310827427242,0.81,1.01,33546721.0,30.78,69.22,53.79,3.09,0.698498415656951,0.12786798998638815,0.3015015843430489,0.26008258750534813,1.6947171899785494,7.844819865984377,15.873054940051357,52.620099453445924,0.0458108469206131,0.026280677065871758,0.014864134048645623,0.019968881758016456,-54.98499739121772,59.86994551489468
19,(주)위노바,39790,16-Dec,제조업,22.73,-172.97,-17.25,-46.6,-3.55,1.31,-152.1,-8.66,0.4,-55.31,0.36,-79.82,2.12,1.45,22.81,219.83,63.9,188.37,22.18,0.028661672869085,1.63,-62.24,15339570.0,11.7,88.3,3.85,11.51,0.18575696323265034,-0.9435364949609979,0.8142429713404208,0.3068546901901422,0.72837055850371,7.485273460624561,-40.15284809195238,-49.835958302941606,8.8176706690559,-0.0683200460565023,-2.8258025048729767,0.01922345710095646,-600.1143632320492,-2060.952385175594
21,(주)이브이수성,84180,16-Dec,제조업,37.6,8.43,18.51,43.55,17.14,0.57,28.01,12.95,6.86,16.81,0.68,8.68,4.72,1.16,42.34,142.47,688.74,103.78,11.22,0.12207766889907834,2.05,5.77,28127090.0,22.36,77.64,15.18,5.83,0.29747214320128323,0.6267038457192384,0.7025278567987168,0.12614426163531314,0.8877808659305717,7.604176290025014,6.911258085484606,-4.500171226563044,-17.75737623507181,0.06670855760231915,0.17249586512787002,0.0038922413202766553,-19.656389494446174,16.284219416235814
23,(주)지디,155960,16-Dec,제조업,29.43,-60.93,26.1,26.03,-34.87,-1.55,13.29,6.72,3.55,5.26,0.25,-19.18,19.03,0.45,34.79,138.48,1020.88,138.16,8.4,0.15761513950819733,1.11,-14.95,32214825.0,-14.74,114.74,20.32,307.17,0.25807788031303935,0.2667771252806585,0.7419221196869606,0.18541000921159745,0.9403130467081869,8.097519997487833,-16.938609013611938,-12.039984925485925,-33.69816929391285,-0.0816766760090836,-0.6788158435451687,0.0023424122116828166,-56.565760418735614,-46.82233996915906
25,(주)차바이오텍,85660,16-Dec,제조업,4.24,21.9,7.02,1.32,-0.75,2.0,26.09,0.42,0.75,2.96,0.06,1.92,14.32,0.51,45.68,873.79,865.96,872.15,22.5,0.015590633185570203,0.24,1.41,18863615.0,57.31,42.69,9.08,138.49,0.3135516564427554,-0.033027120988005615,0.6864483435572446,0.6712872903735577,1.086560476212367,8.503855124037452,3.262005930923295,45.203254641640896,17.194106825254707,-0.00632424923301912,0.053431396958249354,0.008424126955643553,68.69031609678747,574.3185124410714
27,(주)코디,80530,16-Dec,제조업,27.02,-135.52,-44.23,-9.6,-5.46,2.95,-21.17,-4.72,1.15,-6.59,0.13,-31.67,5.54,0.41,96.48,324.09,480.38,312.34,30.81,0.11494761580383377,0.31,-17.99,8005552.0,7.18,92.82,41.76,9.92,0.491031754927936,-0.05049322807615048,0.5089682450720641,0.8531594073712844,1.0891568924468766,7.875582734745573,26.150895406584773,239.315912766771,-2.251491706662856,-0.10374843816285947,-0.4167146912407037,0.019014844983944897,-16.021940301857214,-94.95074174890152
29,(주)트레이스,52290,16-Dec,제조업,49.75,-49.24,-54.66,-34.72,0.5,3.92,-14.77,-11.66,0.67,-2.41,0.21,-17.11,1.94,1.11,50.57,170.67,192.23,151.94,23.35,0.012116343992213986,0.55,-10.48,13738445.0,21.78,78.22,30.22,2.01,0.33583980013599285,-0.28547154890180604,0.6641601998640071,0.1803191700370748,0.6565734689691637,7.808938431344632,17.76211779632564,21.831042772245567,-49.38557858444913,0.007975551485545561,-0.2703992648414509,0.01599674268422655,1552.6982129715393,41.78442243797299
31,(주)행남사,8800,16-Dec,제조업,101.74,-81.5,-5.81,-4.8,-3.52,1.87,-308.44,-3.0,0.85,-32.68,0.53,-87.89,1.97,4.05,166.9,158.78,58.88,96.51,22.41,0.005030677867912304,1.04,-43.25,27950372.0,8.67,91.33,46.41,2.07,0.6253279203074579,-0.4329600287259206,0.3746720796925421,0.23027292803115465,1.0534892511377545,7.733154700556042,-35.792696790476406,-1.041875330260189,-28.46700824601903,-0.07618755635272949,-0.8516302333307855,0.02165837932813576,-1746.3166446466819,-3957.3272416922932
33,레이젠(주),47440,16-Dec,제조업,74.7,-24.81,-1.23,-2.61,-8.72,0.44,-20.15,-1.13,8.73,-6.8,0.82,-33.49,4.25,2.53,76.08,96.14,539.89,75.1,-1.64,0.07249461563123792,2.06,-20.24,72513808.0,4.78,95.22,31.48,9.11,0.43208286848151145,0.005038712068486956,0.5679171441782829,0.15753956818817183,1.0427075823146563,7.8975733508952235,-28.34916927661957,-8.667759288499965,-12.544593161348738,-0.08949398620269385,-0.5113885545107808,0.010258951426818898,-261.46678518852286,-1922.0185434690513
35,지나인제약(주),78650,16-Dec,제조업,384.49,-21.86,7.25,8.54,-3.59,2.48,22.15,6.95,16.01,9.81,0.88,-96.82,7.07,2.02,438.0,43.24,266.45,30.97,-40.57,0.0023084795994403663,1.09,-19.16,94977197.0,0.81,99.19,52.59,7.85,0.8141250533840007,-0.2887202734875475,0.1858749466159993,0.121593923223487,3.7176337681802347,7.996044554465366,-24.695429792091783,-4.954468056957229,5.916369967364465,-0.09949770403614391,-0.23888878189378634,0.02770077282745936,-108.98618842802921,-38.774985606376035
37,휴림네트웍스(주),192410,16-Dec,제조업,24.96,-19.75,18.05,38.56,999999999.0,-1.34,55.16,7.9,8.42,3.41,0.42,-10.33,4.09,5.6,25.77,400.2,1528.53,375.97,59.58,0.6850342848297135,2.23,-8.37,15196061.0,-16.11,116.11,0.0,12.37,0.20491889821493428,0.6376970546363793,0.7950810729689571,0.1626769595094413,0.25881548005876726,7.540364667488362,-9.579345372205283,-12.69700132926177,-42.93890352939639,-0.1372184017106818,-0.4412573878664142,0.0,-1095.3642035752725,-312.8498846837953
39,(주)넥스지,81970,16-Dec,정보통신업,7.55,1.84,8.61,68.46,-229.76,-0.65,358.2,5.54,8.66,22.75,0.65,1.3,3.84,8.79,8.81,887.11,1236.81,815.13,54.62,0.37800310692256506,7.78,1.19,24953286.0,39.09,60.91,0.0,10.78,0.08097243425396318,0.6708658540644259,0.9190275657460368,0.407349797537687,0.4182188767950438,7.588368193555342,1.827631180196021,2.9210636201720597,8.914677438735708,-0.010632120472435853,0.14280976165071135,4.627538585998195e-05,-231.02157195933296,3.4699496130071164
41,(주)세영디앤씨,52190,16-Dec,"예술, 스포츠 및 여가관련 서비스업",81.14,-238.29,-188.85,-45.91,-15.74,2.11,480.5,-20.57,0.83,5.56,0.13,-66.62,3.01,10.76,81.14,47.47,369.39,47.47,-23.53,0.10017666974020398,0.23,-30.07,3016994.0,-169.67,269.67,39.54,559.48,0.44795321004171385,-0.8599275886881554,0.5520468260538506,1.2326461371815787,1.4262406225695181,7.442546162441578,143.1994472607924,-43.112197552513386,-5.172255553264571,-0.3696947558365652,-0.5481932200951076,0.0,13.686587338172215,59.40563355802871
43,(주)씨앤에스자산관리,32040,16-Dec,"사업시설 관리, 사업 지원 및 임대 서비스업",141.34,-19.17,3.01,7.21,-0.36,0.33,3105.97,4.78,2.88,103.37,1.44,-63.23,11.25,49.14,196.41,129.68,61.17,129.68,14.15,0.024081306797393377,2.55,-27.54,205428987.0,3.75,96.25,22.74,0.0,0.6626267202997221,-0.3011581430404343,0.3373732874257122,0.04401672389106412,1.131253179780878,8.11207709344372,-46.014442485845564,-29.215790585415434,1.9694167377683813,-0.009323170495170818,-0.4880431258884982,0.025985419613107786,-136.09801542594678,-34931.22881619799
45,(주)아이톡시,52770,16-Dec,도매 및 소매업,172.09,-10.22,10.58,25.93,-1.76,1.16,702.35,16.4,3.35,45.68,1.35,-39.27,7.41,24.07,172.09,71.27,78.85,71.27,-18.17,0.11519253909704517,2.08,-13.78,37422701.0,58.8,41.2,38.88,0.0,0.632469466921549,-1.9044379366121487,0.3675305330784509,0.6130854103769795,1.4944537092689432,7.382770547203194,-16.370449494129304,-35.39698067756175,-14.850215570177616,-0.03379246225676241,-0.21231383797624256,0.019233716914001466,-120.07098350322502,-2389.263295214501
47,(주)코너스톤네트웍스,33110,16-Dec,도매 및 소매업,186.02,-19.52,-6.5,-3.51,0.06,9.15,-162.29,-2.29,2.14,-1.22,0.52,-26.33,2.91,7.83,187.15,67.67,187.69,63.13,-20.94,0.11782162111998314,0.84,-10.08,31094641.0,31.38,68.62,42.53,10.16,0.651754187968785,-0.2691647081409813,0.34824581203121496,0.3054430504600455,1.6126971081384596,7.945880373802518,100.23321146740281,150.83389351828208,246.69279463820217,0.004322768700795887,-0.1633421635795885,0.06655655211822394,1848.0014601905932,46.308458697422616
49,(주)파티게임즈,194510,16-Dec,정보통신업,32.2,-86.5,-20.35,-31.76,-8.08,0.21,-4450.25,-7.74,4.11,-20.6,0.34,-36.03,8.06,63.53,32.2,187.68,814.91,187.68,21.36,0.08107415201854354,1.73,-29.03,24871599.0,0.0,0.0,16.34,0.0,0.24357828994638303,-0.2892047935884399,0.7564217100536169,1.2434047766691638,0.7176455378541033,7.815605060205579,-29.275665089575842,-29.582447294000367,30.53396821841301,-0.08168034352485253,-1.4936054612569694,0.010109711110576517,-7.98507939237338,-53.14032615455622
51,쌍용정보통신(주),10280,16-Dec,정보통신업,248.81,-0.86,-6.15,-17.94,-6.33,-0.07,1791.14,-12.97,5.25,36.44,2.12,-6.48,5.14,114.97,261.26,127.89,68.88,124.55,19.21,0.29752554893729904,2.95,-1.82,212343245.0,9.48,90.52,14.47,49.52,0.7231915202048823,-0.14042563731037394,0.2768084797951177,0.10323128480022993,0.43066588177739246,8.003006599408822,-1.756395273405198,-0.5588283958071649,20.12654074685265,-0.017957324451853003,-0.025302402200404812,0.002837653422709113,75.070158644445,69.06094906052103
53,코드네이처(주),78940,16-Dec,건설업,36.05,-306.58,-26.81,-6.72,-1.36,4.58,-63680.64,-2.23,0.41,-22.25,0.11,-58.21,10.43,162.32,49.8,55.52,244.39,55.52,-10.7,0.005797412269870369,0.26,-33.49,4587725.0,-6.93,106.93,18.65,0.0,0.33242435065617476,-0.48268350519247455,0.6675756493438252,0.22814728432937895,1.2978367799635624,7.741111604084645,218.51926425056413,21.770068129174945,-57.956456847523995,-0.03249286599260811,-0.7884802082341792,0.02386710781720361,-128.5632701731351,-1359.8718154973508
55,한솔인티큐브(주),70590,16-Dec,정보통신업,158.21,-1.83,-0.05,-0.1,7.45,0.91,1182.79,-0.06,11.15,28.06,1.17,-5.19,3.36,49.08,174.5,95.63,336.09,94.55,-2.52,0.0039861417571164515,1.98,-2.13,77132900.0,20.94,79.06,25.91,95.72,0.6357020423113522,0.09582313926465133,0.36429795768864787,0.14841566957809185,1.2320486019154762,7.806346650004246,-24.80641310118552,-0.009869169047416193,8.754872336125729,0.07108199972595401,-0.03610381147952217,0.009538809610100845,9.294777316377271,-138.69044562197996
1,(주)국순당,43650,17-Dec,제조업,5.55,16.39,17.09,60.1,999999999.0,-28.66,20.1,4.92,6.73,4.75,0.29,5.25,7.32,1.14,8.91,709.77,2147.41,614.56,31.08,0.14636233208421043,3.54,4.82,60087461.0,38.53,61.47,0.0,5.7,0.08181873524224359,0.7605417170163176,0.9181812647577564,0.4449152378064369,0.6951276657226805,8.319797324363222,4.671257743449608,5.05974960006168,-12.185958919209439,-0.01753381427556017,0.579680225448826,0.0,34.305283344924234,545.0512102726062
3,(주)노블엠앤비,106520,17-Dec,제조업,67.38,-51.45,-14.15,-17.51,-4.65,3.06,-47.46,-8.02,4.03,-12.06,0.58,-53.45,5.83,2.15,84.49,72.87,309.01,51.72,-9.91,0.030616105063183616,1.31,-29.81,55483850.0,-7.1,107.1,29.53,7.24,0.45795633325349794,-0.6659092161670416,0.5420436667465021,0.17175488002364653,1.353857791456365,7.990733470451378,-1.3063170878187536,19.346355503712175,6.18539238033351,-0.14062512097851998,-0.6739963769203994,0.030219670078435613,17.24551537701336,46.79519239069647
5,(주)데코앤이,17680,17-Dec,제조업,69.28,-58.3,-0.22,-0.45,-2.28,0.13,-1187.22,-0.19,0.99,-32.5,0.81,-74.34,10.23,30.7,71.71,153.27,59.2,89.32,21.49,0.181738622335113,2.24,-47.35,39642881.0,56.03,43.97,24.24,3.34,0.4176317456142713,-0.9053837737417584,0.5823682543857287,0.6069508419430969,0.655311078559524,7.669086159633058,-22.33335051502796,-19.703251441164895,-4.7161524044275644,-0.037910960805861066,-1.3043127002242874,0.016653176214924556,-317.32095649590184,-66.21532261758884
7,(주)라이트론,69540,17-Dec,제조업,86.3,-2.41,-3.33,-7.1,0.94,2.95,105.22,-3.4,21.42,13.57,1.12,-4.74,5.96,7.92,91.63,134.0,1076.18,96.82,15.31,0.039283980116475534,2.59,-2.69,78298696.0,12.89,87.11,23.33,5.75,0.4781611210528097,0.23969017123144212,0.5218388789471903,0.09878297334606952,0.7598085109242833,7.885610658481583,1.8604659551177738,23.19037974305602,98.30405923266143,0.03370824187249739,-0.06222999538304772,0.035947485120387465,64.17317931638571,-223.06560559031573
9,(주)모다,149940,17-Dec,제조업,259.68,-124.82,2.4,0.52,-1.7,18.86,-527.55,0.38,3.79,-7.51,0.2,-82.2,5.04,11.66,260.62,26.21,553.99,21.69,-53.14,0.0033764835550112076,0.29,-25.05,29920748.0,-15.82,115.82,63.83,5.35,0.7226973160705031,-0.1884294546309557,0.27730268392949686,0.5656591205540717,2.925592533672455,8.280235062405191,39.09278769734361,103.62626185681623,-36.414138642869375,-0.14523857732523499,-0.3602274449898037,0.08555404475825251,-827.1035649227128,-10482.04520856118
11,(주)바른전자,64520,17-Dec,제조업,120.67,-14.24,-3.66,-12.01,-13.46,0.69,-10.39,-6.63,5.13,-3.82,1.56,-45.09,8.72,4.79,123.0,102.11,125.51,57.01,1.14,0.028982936638154537,3.08,-22.23,168479538.0,-4.29,104.29,44.42,5.66,0.5515697349180413,-0.19011618676111644,0.4484302650819587,0.07247718117555617,0.9979138622182226,7.968256654871589,-35.60814219968946,-34.06654651669656,-30.256592198264432,-0.18006562892979655,-0.43837079388794614,0.013376474819766945,-868.6417634954139,-1478.4470493593058
13,(주)바이오빌,65940,17-Dec,제조업,112.65,-194.55,-19.5,-5.17,-0.9,4.69,-257.9,-3.02,1.75,-24.28,0.17,-60.82,5.45,1.64,140.6,47.96,442.21,40.61,-24.37,0.015868162077073422,0.38,-33.24,19432666.0,13.13,86.87,51.05,4.73,0.5843639328013132,-0.3591016600499743,0.41563606719868684,0.2875372324106224,1.8657416317536295,8.097946766154406,-27.911314555472323,-15.342073243300213,-10.24327386876891,-0.02669612760862898,-0.73309934100081,0.02963569759458874,-624.9243169507555,-493.66267459584776
15,(주)상상인인더스트리,101000,17-Dec,제조업,197.61,-15.0,14.86,12.89,0.26,2.32,-2.16,8.59,5.89,-1.06,0.65,-28.56,12.32,1.0,200.17,31.31,289.45,22.75,-45.22,0.04515929530660275,0.98,-9.71,90811825.0,11.85,88.15,45.08,7.16,0.6668532732981676,0.014040048541292873,0.3331467203319184,0.11093549766233637,2.382897590468106,8.195866428993712,21.441020534873733,-10.918560437931546,-29.298387523344648,0.0049078220964870216,-0.147167962112476,0.01887745383751028,-94.90043865999235,-249.04925893826385
17,(주)솔고바이오메디칼,43100,17-Dec,제조업,26.26,-49.73,-32.7,-40.92,-13.59,0.69,-16.8,-10.6,0.38,-3.0,0.37,-25.49,4.73,1.52,34.94,229.94,74.85,124.39,25.28,0.06789967903767603,1.28,-18.21,19591331.0,19.95,80.05,19.35,1.56,0.2589407188088672,-0.35660262493189443,0.7410592977306377,0.5481184509618056,0.7456730783179978,7.781477495228947,41.70593919404928,28.587925991165307,-0.2735292413881485,-0.12768954765986523,-0.6377091881951344,0.009398442718876639,19.928121697200194,-8.259456681837246
19,(주)스카이문스테크놀로지,33790,17-Dec,제조업,23.85,-30.69,-21.24,-12.38,-7.22,0.04,-11.33,-4.54,1.89,-2.28,0.29,-13.27,12.73,1.05,57.87,502.09,466.88,499.53,60.74,0.41827681370978603,0.92,-9.03,13471809.0,4.81,95.19,33.76,34.58,0.36655971623389116,0.07299847766167336,0.6334402837661088,0.3203620241349918,0.3813973816590301,7.799900269943264,78.79864992894045,229.5239561367529,2.956101729590732,-0.08010369030616174,-0.2825039816894732,0.01109707999563498,-64.1812504896091,-98.6443863988883
21,(주)씨에스에이코스믹,83660,17-Dec,제조업,28.1,-31.39,-24.57,-112.63,-49.84,0.08,-6.89,-24.7,3.13,-1.42,0.84,-34.69,4.84,4.95,28.1,289.92,239.79,225.76,41.66,0.053386849532033306,3.58,-26.51,30497697.0,29.39,70.61,10.88,7.31,0.2193347100463484,-0.8899503346015355,0.7806652899536516,0.6081214591383737,0.46639090366438,7.481854668739478,-24.8734421779362,-36.8444314710094,-11.56857644058853,-0.2653857904826285,-1.1245435716655399,0.005324963702838701,-116.872524187825,-87.6366172025524
23,(주)아이엠텍,226350,17-Dec,제조업,78.51,-30.07,-6.05,-16.81,-28.12,0.12,-47.77,-8.76,7.66,-12.26,1.27,-66.9,13.28,3.56,108.82,135.55,239.41,93.67,13.37,0.019544275657650982,2.93,-38.04,69006125.0,5.37,94.63,14.49,10.54,0.5211102681795238,-0.3540937103083773,0.4788897318204763,0.14915228177208908,1.0239229337224458,7.678193583798066,-41.771827539026404,-8.566595854241854,-14.899511471594383,-0.12075167025727657,-0.8820638864509932,0.00429419089503577,-2491.690606851917,-22.51782008766507
25,(주)알톤스포츠,123750,17-Dec,제조업,66.46,-45.01,-29.57,-64.31,-18.24,0.91,-111.93,-25.7,6.69,-20.74,0.74,-49.26,3.77,4.43,66.56,158.53,461.87,108.07,23.35,0.11303816818804362,2.28,-33.3,42617058.0,14.09,85.91,34.56,3.29,0.39962224436329075,-0.05948310236482249,0.6003777556367093,0.42615492134628347,0.6120787808078632,7.690453478321542,-39.22671335181585,-19.811446309111048,-18.619022625282554,-0.21106811987691015,-1.0279236790304096,0.01157150223976573,-138.4441617376036,-469.29108502076684
27,(주)에이치디,102210,17-Dec,제조업,61.76,-6.44,23.33,8.27,-0.77,-3.55,8.86,3.37,5.42,2.05,0.14,-1.55,8.14,0.61,68.73,166.43,2224.59,156.88,24.31,0.0315246571885281,0.36,-0.93,27580507.0,7.32,92.68,34.57,4.11,0.40735293707906206,0.4275950437563983,0.5926470629209379,0.11288679356039394,0.6594878378656986,8.280893451865461,-2.2995872445169763,2.6496510064402568,-50.183443658058934,-0.005703781660141711,-0.022925553541582586,0.007452281225973559,-130.17442879199135,-203.2770939280966
29,(주)유아이디,69330,17-Dec,제조업,51.72,-96.96,3.79,1.82,-7.53,1.73,-3.64,0.62,1.5,-1.92,0.16,-21.78,13.27,0.28,52.03,107.47,600.57,106.4,2.54,0.004792226830079876,0.5,-15.05,8921891.0,-10.0,110.0,30.57,44.43,0.342219851895923,0.381299211444944,0.6577801296773964,0.43652987914781743,0.9644473938233402,7.734552891378221,-18.405942092909754,-1.5559546132686397,-53.63530274667156,-0.0832757570819311,-0.48712851060360174,0.01105443150992083,-510.86175873817996,-78.01207676534469
31,(주)이엠앤아이,83470,17-Dec,제조업,123.99,-38.38,1.42,2.29,0.54,1.01,-270.19,1.3,6.59,-24.02,0.78,-57.66,1.74,9.27,130.62,117.92,311.83,113.91,9.63,0.024831169316064144,1.61,-29.83,69659103.0,15.21,84.79,40.43,53.59,0.5663952879527764,-0.1338837403016124,0.4336046989740656,0.13857908850764272,0.8441813741114962,7.883619491067654,-44.317611572300954,-20.04166530704635,-12.715616411043717,0.01053252575475769,-0.6178664879518463,0.019360200757362757,-65.70460858670711,-891.3120791980746
33,(주)케스피온,79190,17-Dec,제조업,66.82,0.34,-0.66,-0.51,0.04,2.75,40.72,-0.24,2.68,16.5,0.38,0.26,2.31,0.87,90.08,124.03,372.35,93.51,8.45,0.04897975695940338,0.75,0.13,38939386.0,37.53,62.47,35.08,3.36,0.47390910389740853,-0.02264423566168441,0.5260908961025915,0.37376020772387114,1.0720258625285968,8.029916123613667,26.20001511423846,4.851542285738519,-27.46355190917862,0.0005856168484292424,0.002556132076207371,0.015115013522806099,-98.62674458076384,-97.11952952214273
35,(주)케어젠,214370,17-Dec,제조업,4.08,38.82,156.46,635.63,999999999.0,-4.63,90.93,33.25,8.66,14.42,0.21,8.54,16.08,1.49,5.52,1525.11,3853.64,1481.45,55.09,0.05301681274324382,4.15,8.11,46423613.0,73.37,26.63,0.0,12.92,0.052315877746630095,0.30768276069004613,0.94768412225337,0.24396776269869389,0.43308619568489737,8.339303119820203,-3.7638723616941983,-8.844541001953887,49.96775395056101,0.10229429634286111,1.6111432104638654,0.0,102.16175395464433,55.11128949695393
37,(주)코다코,46070,17-Dec,제조업,170.72,2.76,7.01,7.49,1.39,2.66,33.2,5.21,14.75,16.87,0.79,7.04,4.47,1.46,229.16,75.91,581.63,47.23,-12.49,0.018200587462282657,1.15,2.19,278087301.0,14.29,85.71,57.37,7.59,0.6961983238547835,0.11829285297936896,0.3038016761452164,0.10433280446704037,1.9957352413898106,8.572807368315777,8.671715092809329,25.614382021198743,-0.3707491584759359,0.030652860480422206,0.031865278913932024,0.02197663702171077,-42.35049958959176,-23.452224588428823
39,(주)코렌텍,104540,17-Dec,제조업,30.05,-17.85,13.99,10.5,0.65,1.81,40.69,4.64,6.99,7.05,0.34,-10.03,1.96,1.36,79.17,287.98,1169.2,177.3,31.53,0.09762915771280696,0.85,-6.05,34489999.0,54.93,45.07,30.13,1.88,0.4418578631810781,-0.21317555939493096,0.5581421464267547,0.529995289359098,0.9263247789625109,8.017374560679114,-10.085824158966993,-16.570501518929028,4.10934602817401,0.00655194284084606,-0.15208337899120752,0.010079756439391676,-72.80233287211846,-386.7368871199459
41,(주)파인넥스,123260,17-Dec,제조업,92.72,-96.42,-26.61,-14.94,-6.98,4.27,-41.06,-8.31,2.43,-12.47,0.31,-82.49,1.86,0.91,125.38,142.89,243.18,125.38,17.65,0.02977240095727815,0.48,-29.67,17405689.0,-5.2,105.2,41.79,3.84,0.5563140680420573,-1.8075747020200965,0.44368593195794265,0.6629346876185137,0.9289462538774045,7.745907377549718,54.77427855051336,36.034401208293644,38.64172175608338,-0.22000657886652725,-0.4633640082681852,0.031526278469929975,36.271285414404275,73.80523721432701
43,(주)하이소닉,106080,17-Dec,제조업,72.93,-23.5,8.76,14.22,-1.36,3.74,39.65,6.22,3.61,1.86,0.68,-27.21,5.91,11.55,77.62,45.21,207.26,33.79,-22.5,0.01809946330395554,1.64,-15.95,40084531.0,1.24,98.76,19.96,16.07,0.43701184842103863,-0.19804916613283677,0.5629881515789614,0.07973656970066582,1.446462927056501,7.751860407569022,-15.09859678904284,-17.665086348207957,24.122795962402478,-0.04568874998518599,-0.385420361202771,0.03354566186466934,44.62576234432499,-66.32772646653694
45,(주)협진,138360,17-Dec,제조업,31.05,-25.13,-13.06,-16.31,18.97,0.05,31.92,-5.34,3.33,12.36,0.43,-14.23,11.33,1.21,48.73,186.77,364.82,25.52,18.12,0.007802374181905344,1.75,-10.75,20298942.0,15.68,84.32,21.71,1.23,0.3276530625637712,0.423735214235906,0.6723469374362288,0.09771297440034067,0.9073878102218345,7.695483068681971,-13.024513574126628,-15.51780420375316,-9.977365001251293,0.02529099970215764,-0.4400402033732469,0.0013330867175955778,247.76573959007928,-367.2793134399443
47,(주)화진,134780,17-Dec,제조업,38.13,-23.17,16.38,29.66,9.98,0.0,16.72,11.76,6.9,6.71,0.67,-23.52,6.02,1.74,65.66,148.51,438.81,133.7,11.16,0.0632930491344519,1.99,-15.57,62724240.0,17.31,82.69,25.53,19.77,0.3963368693669254,0.3984337839871211,0.6036631420782405,0.12746415102040295,1.0903486732314651,7.941377908794246,-25.516807873604265,-29.174972692833467,-19.080503947313098,0.03064765062360656,-0.4602510329054592,0.0030695801951392816,-51.842269822527044,-360.3793768340492
49,경남제약(주),53950,17-Dec,제조업,209.32,-8.66,8.22,8.58,3.26,2.33,61.05,6.14,7.14,13.6,0.81,-21.69,2.84,2.45,252.43,91.29,271.21,74.29,-5.18,0.15892493178008463,1.2,-7.03,40171227.0,42.59,57.41,35.92,7.9,0.7162521602205851,-0.024027049446875077,0.28374783977941487,0.3330014540008947,1.613480840290882,7.730432301607028,-9.319812556012486,22.771943576044595,1.0390226844415817,0.07547847956602464,-0.10405621005306824,0.02317951570141231,-30.067178783297194,-2779.622996156009
