회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),유동부채비율(IFRS),매출액순이익률(IFRS),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 부채비율(IFRS),이자보상배율(이자비용)(IFRS),금융비용 대 총비용비율(IFRS),설비투자효율(IFRS),CASH FLOW 대 총자본비율(IFRS),자본금회전률(IFRS),총자본투자효율(IFRS),총자본회전률(IFRS),자기자본순이익률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),부채비율(IFRS),유동비율(IFRS),자기자본배율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),현금비율(IFRS),타인자본회전률(IFRS),총자본순이익률(IFRS),부채(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),자본(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(결손금)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),이자비용(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),유동자산(*)(IFRS연결),재고자산(*)(IFRS연결),매출원가(*)(IFRS연결),매출총이익(손실)(IFRS연결),부채(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),자본(*)(IFRS),비유동자산(*)(IFRS),이익잉여금(결손금)(*)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),이자비용(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),유동자산(*)(IFRS),재고자산(*)(IFRS),매출원가(*)(IFRS),매출총이익(손실)(IFRS)
(주)파인넥스,123260,Dec-15,87.27,-95.93,-18.58,-9.9,-1.53,5.4,-1.7,-4.95,7.73,-0.78,0.24,-39.79,3.63,0.5,99.9,77.89,1598.78,25.42,-9.65,8.42,0.46,-22.95,48.24,-76.41,-25.95,-15.8,0.37,5.45,-11.53,-5.61,6.91,-3.32,0.2,-25.55,3.27,0.65,55.08,132.06,2042.21,72.24,9.97,9.57,0.52,-15.6,59869455,119796560,4401229,59927105,79062016,-32880024,31906124,-30607651,3816897,4356984,-5852225,1750000,46510000,1000000,40734544,27438659,33401365,-1495241,46838794,131873945,3924622,85035151,77705421,-14870688,28514892,-21787956,3045851,2912787,1124825,0,38810000,0,54168525,24534828,24477280,4037612
(주)파인넥스,123260,Dec-16,453.9,-346.77,-14.55,-4.01,-10.94,4.53,-76.69,-3.3,3.37,-40.69,0.15,-102.1,2.94,0.31,469.41,43.06,511.57,28.11,-45.39,1.59,0.25,-53.6,253.69,-510.3,-37.88,-11.47,-9.33,3.06,-235.11,-8.28,3.02,-87.98,0.13,-126.86,1.84,0.4,259.52,59.42,383.52,46.94,-28.63,1.47,0.28,-67.69,50937495,61788963,783476,10851468,40577786,-77738170,14033559,-48663565,2650894,2239662,-29008349,750000,37302306,1000000,21211177,7366662,40802246,-26768688,41443858,57413097,595908,15969240,33340804,-82959287,12554438,-64065165,2092459,1692489,-19525812,0,31480911,0,24072294,5057670,30387761,-17833323
(주)파인넥스,123260,Dec-17,135.9,-73.13,-10.05,-5.06,-2.99,6.89,17.42,-3.2,2.69,7.11,0.32,-38.44,3.54,0.67,172.16,114.6,352.69,94.13,7.29,7.89,0.43,-23.07,92.72,-96.42,-26.61,-14.94,-6.98,4.27,-41.06,-8.31,2.43,-12.47,0.31,-82.49,1.86,0.91,125.38,142.89,243.18,125.38,17.65,7.24,0.48,-29.67,38331388,60595889,2387526,22264500,25919319,-89674118,19302857,-14115722,2628396,2494727,-7852509,4819000,22737224,750000,34676570,6196225,24660639,-5357782,30990417,55706693,1658522,24716276,22960092,-100694009,17405689,-16781718,1783123,11538835,-12443549,4819000,16478178,0,32746601,4014165,18310403,-904715
(주)플렉스컴,65270,Dec-10,83.88,7.71,8.09,19.66,5.05,1.72,92.71,10.82,27.4,32.17,1.47,26.82,10.32,4.5,122.37,156.85,918.41,95.63,21.44,42.78,2.55,11.33,70.82,7.67,7.41,22.69,8.14,0.8,200.29,11.18,27.62,33.1,1.73,26.93,8.39,10.89,97.15,203.66,927.75,146.84,37.23,36.54,3.41,13.26,63020517,114520612,18480760,51500095,46765058,32786591,153207020,11805547,2916511,8277797,14724741,9038603,3288249,7424120,67755554,26445782,130204483,23002538,50429318,102336488,13433220,51907170,27472725,32977052,154443323,11841034,1682165,6287535,13693585,2885525,3288249,10937892,74863762,20887756,134462203,19981121
(주)플렉스컴,65270,Dec-11,126.33,4.24,1.8,3.88,6.41,1.32,105.48,2.27,31.87,31.08,1.39,13.63,9,4.35,140.9,127.09,1048.16,68.42,14.21,27.2,2.44,5.9,117.08,3.93,0.29,0.7,4.57,0.55,174.02,0.38,31.44,26.67,1.51,12.52,6.2,9.48,123.85,148.78,1048.14,105.63,25.51,16.38,2.86,5.92,82872794,141689515,20212601,58816720,47256883,40010003,178300787,7556322,2599905,9092390,16655766,6561443,32778694,2485413,94432632,43597713,152552631,25748155,72630722,131273176,11245127,58642453,29123461,39624503,175921305,6920113,2212318,6693903,10113474,1964745,26412675,953180,102149715,29627770,159113928,16807377
(주)플렉스컴,65270,Dec-12,120.7,5.59,4.21,12.67,13.05,0.51,152.39,7.19,58.92,34.29,2.01,26.47,12.69,7.45,131.07,138.55,1417.32,78.27,20.14,33.74,3.5,11.25,89.16,5.65,4.72,18.93,17.06,0.07,268.32,9.28,57.88,34.68,2.24,26.24,8.77,15.05,96.24,167.55,1425.4,115.99,30.69,31.44,4.33,12.66,115431842,203503814,35866269,88071972,56217673,57892086,347422455,19422565,1936710,11439672,25270721,6621299,41754619,2453482,147286141,64075491,310712062,36710393,85031898,173383411,24764239,88351513,41388947,57403032,341301995,19284600,1362866,7493842,23252142,3749655,14649555,1017660,131994464,40615728,310556012,30745983
(주)플렉스컴,65270,Dec-13,174.03,3.66,4.13,10.49,5.07,0.81,128.61,6.88,84.51,31.73,2.02,19.59,17.79,5.8,190.92,96.17,1738.09,62.32,-2.29,31.73,3.26,7.4,89.96,3.13,5.77,26.71,4.37,0.35,161.17,13.16,74.81,36.68,2.46,15.14,13.44,12.95,97.06,153.05,1664.57,119.19,24.22,49.43,5.01,7.7,206087844,314033720,59604005,107945877,133368482,74178406,523793844,19153276,4778358,17469356,24208945,14663548,108169908,5545331,180665239,63590097,482115542,41678302,100139806,203315916,45875268,103176110,61263277,69030176,463672217,14496558,2716529,10634917,11880540,3766465,25038048,4133100,142052639,31428242,441156760,22515458
(주)플렉스컴,65270,Dec-14,364.93,-16.94,-2.73,-3.16,-11.58,1.07,33.01,-2.51,44.55,14.7,0.9,-55.02,12.18,2.07,384.92,67.67,998.56,28.4,-24.33,5.18,1.24,-15.22,89.82,-9.47,12.58,20.39,-24.4,0.19,100.18,9.9,22.6,18.35,0.73,-13.62,7.65,3.44,94.41,98.6,1476.83,61.66,-0.65,0.55,1.5,-6.96,238629481,300624245,11717755,61994764,147516491,28157508,276114798,-46779407,4087602,20222926,-47348681,9832896,175396710,6719458,153107754,88858736,303240554,-27125755,86422616,177961602,455493,91538985,96896651,56410518,140089392,-13264814,1499661,11392130,-36597497,1646660,48978966,3619560,81064951,30364401,165294759,-25205367
(주)플렉스컴,65270,Dec-15,0,-26.04,-2.15,-2.58,-6.55,1.78,12.89,-2.66,49.01,6.06,1.14,-310.04,23.79,2.4,0,48.46,-124.11,15,-50.8,3.62,1.26,-29.73,0,-186.93,24.1,15.25,-30.79,0.34,-463.5,22.24,11.25,-127.81,0.57,0,7.3,2.34,0,29.64,0,26.54,-96.32,2.52,0.72,-106.31,265919368,257497601,9188219,-8421767,134511410,-54927452,318576394,-82954933,8350064,19053501,-54721559,9713845,143671309,18751896,122986191,84915082,354244452,-35668058,115540699,79242940,2732697,-36297759,47094409,-80719211,73136201,-136715374,1797438,10622790,-55342321,4440000,29274757,0,32148530,3358169,117855732,-44719531
(주)피앤텔,54340,Dec-10,17.93,0.52,8.04,55.14,0.41,-1,73.71,10.17,33.2,25.06,1.29,1.9,19.21,4.2,22.61,390.07,2150.73,360.16,42.43,166.14,6.6,0.67,7.19,1.64,9.92,96.75,584.43,-1.69,123.98,9.41,21.14,17.87,0.93,1.73,13.95,7.1,10.77,876.31,2013.65,860.75,50.38,413.02,7.65,1.52,40687561,220666190,53626763,179978629,94756803,148004229,278873668,1447222,270562,24323134,111603,0,6323786,0,125909387,9653157,252544959,26328709,18215981,187362825,50217390,169146845,80814763,147061572,177580239,2910177,969,19592536,566308,0,0,0,106548062,1892225,157897986,19682253
(주)피앤텔,54340,Dec-11,17.6,-17.51,-1.7,-7.63,-37.56,-1.16,27.87,-1.33,17.9,10.61,0.73,-13.12,9.64,2.02,21.08,366.68,1936.28,341.33,38.77,40.3,4.05,-12.73,3.88,-36.06,-6.17,-37.22,-4617.76,-4.76,-11.93,-2.07,6.41,-1.84,0.31,-12.1,8.21,2.07,5.88,1437.86,1806.41,1419.6,49.01,82.42,3.97,-11.16,33563856,192757478,11295332,159193622,89992978,127264565,150355280,-26321351,843946,18910750,-31698726,0,6600000,0,102764500,7103944,152315644,-1960364,8921721,160660055,4850337,151738334,76039905,128689627,53849629,-19420455,3373,12868897,-15575698,0,0,0,84620150,1075051,56990785,-3141157
(주)피앤텔,54340,Dec-12,33.34,-36.15,-23.95,-55.4,-30.13,-0.79,3.07,-14.97,12.14,1.18,0.57,-25.5,6.15,1.49,37.04,213.91,1464.14,196.68,27.71,16.78,2.63,-20.71,10.77,-57.28,-43.54,-95.66,999999999,-3.68,-19.47,-10.69,4.28,-2.79,0.23,-14.61,4.69,1.55,12.58,542.53,1546.63,523.2,42.33,36.39,2.84,-13.4,44095553,163158663,6662302,119063110,78244854,89944211,101980468,-36863780,1087800,20098221,-32779889,0,13774526,0,84913809,6837908,114662136,-12681668,16346226,146262817,5091544,129916591,70359775,107283848,35911793,-20568820,0,14937291,-21778055,0,0,0,75903042,2704020,42752557,-6840764
(주)피앤텔,54340,Dec-13,57.16,-31.03,-16.19,-49.22,-14.41,0.64,-2.61,-18.91,17.14,-1.24,1.01,-43.92,6.92,2.36,62.39,109.94,951.76,91.36,3.5,30.26,3.15,-31.19,7.52,-97.43,-36.7,-163.38,999999999,-0.48,-224.24,-15.73,5.05,-24.95,0.35,-37.67,5.46,2.62,10.65,622.87,1064.36,611.23,35.53,122.25,3.28,-33.69,47352120,123254672,13129371,75902553,75553605,45902576,143950409,-44662370,1645387,18533097,-23707872,300000,11692030,0,47701068,8061182,149125184,-5174774,9522687,98929317,8218889,89406630,57055117,66450018,42394494,-41305873,0,16123775,-23167658,0,0,0,41874201,782775,49438377,-7043883
(주)피앤텔,54340,Dec-14,34.35,-49.22,-13.56,-53.23,-15.86,1.22,-8.67,-13.77,7.75,-4.27,0.69,-48.85,4.45,1.44,34.9,150.32,581.29,130.63,12.81,58.31,2.04,-34.2,6.18,-403.73,-118.56,-347.64,999999999,0,-523.11,-21.31,1.16,-45.62,0.13,-56.15,2.46,1.24,6.53,1106.56,606.87,1103.55,58.38,278.41,1.52,-51.44,16586235,64116851,9518953,47530615,39577493,15932876,65102940,-32041563,1522799,11542789,-24144950,0,0,0,24539357,3214185,77705102,-12602161,3329258,54306505,8769758,50977247,19450795,28519224,9761740,-39411497,0,640397,153335,0,0,0,34855710,94786,8968007,793732
(주)피앤텔,54340,Dec-15,34.63,-46.27,-19.16,-33.73,-117.36,0.24,8.38,-8.92,2.74,4.66,0.41,-24.88,5.27,0.78,35.96,113.12,434.53,103.99,3.34,31.6,1.55,-18.76,15.07,-182.7,-61.09,-91.44,-49.66,0.72,-262.72,-12.76,1.01,-28.71,0.18,-36.16,4.89,1.85,16.22,517.46,417.53,517.12,54.15,12.63,1.89,-32.73,13071894,49420767,3978373,36348874,35180118,4969964,23018282,-10651574,96771,6474925,-11357396,0,0,0,14240650,1149614,27900752,-4882470,5688873,40761298,667807,35072425,13402992,12614402,8515001,-15557322,96771,3673733,-4805831,0,0,0,27358306,17759,9647099,-1132098
(주)피앤텔,54340,Dec-16,10.2,-30.96,-25.28,-155.53,-17.67,0.09,11.89,-17.08,2.8,7.69,0.63,-23.95,7.58,1.05,12.34,293.89,312.03,275.59,17.6,123.37,3.26,-19.44,11.31,-158.2,-60.68,-117.29,-13.97,0.29,-122.15,-14.08,0.8,-27.86,0.22,-39.47,4.46,1.32,13.65,673.6,255.96,671.61,57.1,29.61,1.66,-34.32,4712492,42914199,4805438,38201707,31466162,-4005764,28990544,-8975478,367926,8801431,-6500005,0,0,0,11448037,712956,26689118,2301426,4293928,35758109,1053941,31464182,11780827,-527947,8299376,-13129944,367926,5808909,-5139169,0,0,0,23977282,70576,7629636,669740
(주)피앤텔,54340,Dec-17,28.89,-122.36,-31.99,-95.4,-33.89,0.42,-72.07,-23.34,1.46,-48.57,0.53,-76.84,5.85,0.81,32.39,112.34,153.02,102.19,2.69,64.29,3.35,-65.16,57.73,-388.08,-106.38,-82.85,-20.31,0.85,-219.32,-32.04,0.43,-95.02,0.2,-97.69,2.49,0.66,63.07,154.29,88.19,153.84,19.22,1.22,0.96,-77.34,6032426,24653916,3459219,18621490,18609554,-25927373,17991095,-22013475,230169,6846009,-7801091,0,0,0,6044362,546135,18946178,-955082,6837047,17677458,76043,10840412,8021050,-21151717,5324632,-20663656,230169,4229322,-4674688,0,0,0,9656408,28606,5769997,-445365
(주)피에스엠씨,24850,Dec-10,84.73,2.1,3.79,8.87,2.64,0.97,67.99,4.32,8.99,22.91,1.19,5.25,4.51,3.46,94.85,140.06,332.8,82.74,17.42,20.67,2.37,2.5,35.29,0.54,-0.11,-0.38,1.05,0.4,106.09,-0.12,4.76,24.71,1.08,0.86,6.03,5.2,44.01,185.14,319.97,98.86,20.86,20.97,3.4,0.59,66956644,137547465,12365308,70590821,53777725,9878622,156722164,3296176,1897754,7315814,5017826,2277800,25835750,4555600,83769740,34279448,146669053,10053111,24555193,80344526,4128317,55789333,43895038,10205914,82909236,450676,674534,4267883,705560,0,9707000,0,36449488,16986111,79658249,3250987
(주)피에스엠씨,24850,Dec-11,94.24,-15.5,2.55,6.33,-5.98,1.22,9.27,3.18,8.17,3.54,1.14,-34.99,4.55,3.14,101.11,119.07,269.28,75.26,8.94,15.94,2.31,-17.69,36.94,-11.67,3.9,13.87,-7.63,0.83,55.42,4.32,4.35,14.68,1.03,-17.33,7.04,4.14,45.18,149.44,267.41,96.33,12.58,33.13,3.33,-11.99,58121177,115604522,8633976,57483346,51099799,-8586654,144450852,-22396323,2480873,9032161,-14842715,0,32728265,2306600,64504724,23735158,151431008,-6980156,21644065,69548385,5862872,47904320,43104711,1349744,76942620,-8982902,1069648,5094616,-8158357,0,11150000,0,26443674,9399163,80830729,-3888109
(주)피에스엠씨,24850,Dec-12,54.55,-3.41,1.93,6.57,1.89,0.72,69.5,2.62,5.3,24.55,1.02,-3.04,4.48,2.72,66.12,172.73,235.51,125.26,23.89,45.5,2.21,-3.49,34.08,-8.4,4.53,16.21,1.8,0.94,50.52,5.03,3.89,12.63,1.05,-12.85,7.69,4.08,45.05,218.41,241.6,166.05,27.83,68.47,3.39,-8.86,27894146,70083412,10472522,42189266,30327160,-11247672,94935142,-3241020,1007755,5056005,1900267,0,11052405,0,39756252,10926948,87978870,6956272,19498004,62777481,10100572,43279478,30558019,-10385082,69770341,-5859502,909347,4169111,1639551,0,7250000,0,32219463,7724990,63961679,5808662
(주)피에스엠씨,24850,Dec-13,56.1,-4.75,5.69,20.05,2.38,0.26,58.99,8.23,5.19,19.87,1.4,-11.19,7.16,4.06,69.64,174.48,205.93,131.44,24.63,53.04,3.47,-6.67,37.52,-7.91,5.38,17.95,0.71,0.22,70.9,6.01,3.59,16.45,1.08,-12.66,6.9,4.49,50.36,206.84,208.3,164.88,26.66,73.79,3.37,-8.58,27125880,66076321,11591260,38950441,27946502,-15336744,95513633,-4538884,654628,5206026,1560391,0,8646065,0,38129818,9405088,88747215,6766418,19840733,59238850,10906224,39398117,28666724,-15274880,66187945,-5232801,554288,4279254,391936,0,5427400,0,30572126,6201124,61516755,4671190
(주)피에스엠씨,24850,Dec-14,60.18,-5.75,3.51,10.16,-7.98,-0.05,61.3,4.52,4.26,19.5,1.25,-12.58,6.79,3.77,80.27,174.15,183.46,122.06,24.75,33.21,2.93,-7.2,35.2,-8.68,4.15,12.09,-14.83,-0.22,84.04,4.27,2.91,18.07,0.98,-12.91,6.61,4.27,54.63,217.33,182.95,167.44,26.71,44.35,2.84,-8.47,27854928,62555260,6934249,34700332,26189732,-19985208,80554105,-4631440,288976,5060612,-2305748,0,7213256,0,36365528,10876500,77799242,2754864,18902670,53505377,5401684,34602707,27032930,-20070290,55042947,-4777389,193997,4172243,-2877176,0,2343800,0,26472447,6077085,53747880,1295067
(주)피에스엠씨,24850,Dec-15,71.11,-23.5,-8.4,-18.21,-34.23,0.01,23.72,-8.8,2.61,7.98,0.91,-39.59,5.41,2.67,93.57,158.62,127.34,103.48,21.53,20.3,1.96,-21.31,40.78,-40.49,-12.34,-24,-80.73,-0.29,17.2,-9.29,1.53,3.44,0.63,-40.53,5.1,2.82,63.16,185.25,122.81,145.08,21.31,31.69,1.72,-25.63,23071703,47727878,3559841,24656175,19917081,-31141617,50008723,-11750644,257057,4560466,-8798475,1000000,8046309,0,27810797,9666804,54246733,-4238010,15019049,38798007,3072782,23778958,20835795,-31344037,29217768,-11830501,116999,3698490,-9445414,1000000,2854349,0,17962213,3894769,34964692,-5746924
(주)피에스엠씨,24850,Dec-16,68.25,-8.01,-12.76,-27.93,-33.98,0.33,64.21,-12.74,2.11,20.87,0.92,-13.95,5.76,2.69,83.87,162.4,114.97,112.25,23.16,33.9,1.96,-7.38,30.6,-17.16,-36.3,-64.58,-77.92,0.12,93.4,-20.3,0.9,17.79,0.5,-13.23,6.12,2.37,45.84,199.27,110.13,153.19,20.83,47.26,1.4,-8.54,18670963,40933195,5150521,22262232,16258676,-33882175,40854586,-3272784,252365,5754489,-8574292,1000000,5086543,0,24674518,7620252,43674390,-2819804,9774992,31099298,3083382,21324306,18097333,-33798690,17388456,-2983740,112133,4788845,-8737407,1000000,941388,0,13001964,3006285,21337018,-3948562
(주)피엘에이,82390,Dec-10,0,-695.17,1.13,0.32,-16.33,4.41,-558.19,0.78,1.37,-409.27,0.23,0,10.21,1.03,0,10.33,-239.92,9.63,-208.87,6.82,0.23,-161.59,0,-785.65,1.16,0.33,-18.55,3.97,-652.12,0.79,1.37,-470.06,0.23,0,10.21,1.04,0,10.6,0,9.9,-207.39,6.59,0.23,-182.53,40971416,16875856,2682668,-24095559,12813807,-84970888,11563390,-80385361,4712071,1687012,-76951766,900000,5090000,22515461,4062050,274539,11301481,261908,40913825,16924219,2587896,-23989606,12764676,-95077466,11563390,-90847934,4711154,1590477,-87414429,900000,5090000,22515461,4159543,274539,11301481,261908
(주)피엘에이,82390,Dec-11,62.75,11.04,-2.35,-4.88,3.51,6.58,87.77,-2.06,1.42,64.01,0.87,0,12.98,1.19,73.07,68.24,93.55,66.04,-11.52,27.94,0.61,9.63,60.08,13.35,-1.59,-3.28,3.78,6.6,90.4,-1.35,1.41,63.58,0.85,0,12.91,1.19,69.87,75.36,95.53,73.15,-8.72,27.8,0.6,11.35,7043462,16682943,1689939,9639481,12555352,-83232615,14631987,1615531,1077476,1898711,3781413,300000,3387568,1200000,4127591,133181,11146484,3485503,7029011,17089044,1680334,10060033,12534566,-93212803,14452469,1930013,1077476,1697049,4076032,300000,3387568,1200000,4554478,133181,10956753,3495716
(주)피엘에이,82390,Dec-12,33.44,158.77,-11.26,-12.26,-7.17,2,193.6,-3.2,0.73,67.7,0.38,87.77,8.21,0.8,35.36,26.91,159.72,26.14,-18.05,4.97,1.21,60.34,33.58,157.04,-9.54,-10.12,-6.5,1.64,187.37,-2.65,0.7,65.44,0.37,83.84,8.31,0.78,35.51,24.68,155.29,23.92,-18.67,5.01,1.17,57.61,8771540,33577435,412300,24805895,31345498,-67910202,9550113,15162627,335696,1868901,-2408182,198000,6677263,300000,2231937,63432,10089394,-539282,8685411,33142773,411777,24457362,31116115,-78783921,9213911,14469291,335696,1782093,-2181156,198000,6677262,300001,2026659,61947,9612974,-399063
(주)피엘에이,82390,Dec-13,45.01,-28.98,-20.01,-20.77,-6.54,2.35,47.91,-6.83,0.66,16.97,0.33,-13.58,11.33,0.95,48.98,14.25,124.91,11.54,-25.91,0.05,1.13,-9.67,43.61,-32.34,-19.77,-18.62,-5.99,2.21,40.44,-6,0.58,14.38,0.3,-13.47,12,0.84,47.5,10.71,123.6,9.07,-26.4,0.04,1.01,-9.55,10548101,32084918,4647,21536817,30703775,-81736881,10949095,-3173182,360496,2020284,-2356176,190890,7859957,7110,1381143,262882,11284986,-335891,10123590,31434760,3748,21311170,30439824,-81902029,9533203,-3082690,359649,1737797,-2154486,190890,7660293,7110,994936,152143,9949892,-416688
(주)피엘에이,82390,Dec-14,60.85,-414.84,-103.5,-40.83,-12.89,2,-73.69,-16.28,0.18,-38.05,0.13,-86.5,7.04,0.32,66.3,16.13,60.7,15.37,-30.69,9.94,0.37,-55.49,60.6,-408.19,-92.22,-36.49,-12.86,1.48,-78.63,-14.51,0.18,-40.62,0.14,-85.6,9.23,0.32,65.99,16.11,60.79,15.34,-30.62,9.94,0.38,-55.25,9462549,23735921,862885,14273372,22334949,-97056121,3733294,-15487272,399700,1692989,-5150949,162610,7957683,28280,1400973,66401,7191255,-3457961,9434488,23730496,860927,14296008,22334948,-96972985,3733294,-15238989,399700,1682909,-5140869,162610,7908512,28280,1395548,66401,7191255,-3457961
(주)피엘에이,82390,Dec-15,0,-971.68,-289.5,-30.88,-7.52,3.5,-92.88,-31.39,0.07,-75.31,0.08,-222.2,9.74,0.13,0,19.2,-1,19.12,-76.09,0.65,0.13,-80.9,0,-971.83,-276.94,-29.58,-7.52,3.24,-93.82,-30.03,0.07,-76.08,0.08,0,9.74,0.13,0,19.23,0,19.15,-75.93,0.65,0.13,-80.93,15038764,14793713,90632,-245051,12118599,-112781828,1603991,-15585609,645195,1520985,-4849976,134330,8426247,2769082,2675114,11870,4932981,-3328990,15018236,14793435,90210,-224801,12118744,-112701078,1603991,-15587995,645195,1523511,-4852501,134330,8378712,2769082,2674691,11870,4932981,-3328990
(주)하이소닉,106080,Dec-10,21.92,0.89,4.73,20.64,-0.77,-1.55,156.4,3.88,10.95,30.2,0.82,0.9,7.26,4.23,23.16,390.72,1084.46,352.21,51.75,62.18,4.36,0.73,22.36,5.38,15.9,65.17,16.53,-1.64,106.32,12.39,12.07,11.23,0.95,6.6,9.3,11.05,23.48,361.06,1138.15,325.08,47.28,57.06,4.3,5.13,6580192,34991891,4190848,28411699,10653135,4953928,28689867,254475,77037,3253939,-59546,0,919092,0,24338756,2399046,25966272,2723595,7001471,36820022,4122644,29818551,12744049,7267855,28689867,1543658,74103,2673836,1224989,0,919092,0,24075973,2399046,25357621,3332246
(주)하이소닉,106080,Dec-11,30.78,1.82,1.06,4.31,7.63,-0.74,216.9,1.25,16.53,36.21,1.29,3.1,7.31,7.2,40.87,323.01,878.9,288.55,48.74,30.46,5.29,2.35,29.31,3.43,0.57,2.29,21.03,-0.77,110.62,0.64,16.53,12.28,1.22,5.51,7.32,11.24,38.62,310.45,943.36,276.74,44.5,26.53,5.13,4.2,12180201,41982763,3182845,29802562,12347569,5756744,49666396,903078,73378,2724592,560078,0,1656853,0,29635194,3161398,45295482,4370914,12354541,44342667,2876778,31988127,15230964,8871555,49666396,1703961,64198,1967557,1350083,0,500000,0,29111703,3161398,45305287,4361109
(주)하이소닉,106080,Dec-12,29.48,7.94,10.7,39.78,24.55,-0.33,370.12,10.9,13.93,41.24,1.08,11.95,5.6,3.73,37.73,225.78,970.71,196.12,26.92,76.26,3.84,8.59,17.15,7.72,8.28,43.75,24.97,-0.37,274.31,8.68,13.93,23.22,1.07,10.83,5.6,10.91,24.76,343.06,1040.39,295.52,33.42,106.72,4.5,8.26,13003501,47465224,8090189,34461724,24531554,9563838,48336256,3839686,308074,3552991,7563551,0,3241197,0,22933670,3012222,37219714,11116542,9145088,46080718,7104921,36935631,24345895,12571326,48336256,3732363,285651,2719075,7131484,0,0,0,21734823,3012222,38485697,9850559
(주)하이소닉,106080,Dec-13,60.44,-12.99,10.27,25.82,-16.76,0.23,56.16,10.04,9.86,27.6,0.95,-18.39,4.61,2.13,63.63,97.36,513.74,85.85,-0.97,8.45,2.88,-12.33,41.2,-5.76,9.76,28.65,-9.87,0.07,75.31,8.69,9.86,10.66,0.92,-7.08,4.61,7.95,43.53,112.61,643.39,99.5,3.62,9.31,3.64,-5.29,17396394,44737429,1396343,27341035,28648002,3755879,43739519,-5682378,283153,5012926,-4744768,0,8205883,0,16089427,1902307,43471361,268158,14904309,49145113,1312646,34240805,33259962,9959417,43739519,-2518799,198687,3795090,-1961834,0,5000000,0,15885151,1849290,41906263,1833256
(주)하이소닉,106080,Dec-14,109.56,-22.17,-5.27,-6.46,-12.69,0.72,42.1,-3.82,6.61,20.23,0.75,-33.09,3.06,1.55,145.03,80.95,371.96,70.43,-8.52,6.59,1.53,-16.73,63.42,-15.54,-3.77,-5.29,-12.77,0.6,12.54,-2.47,6.61,2.12,0.68,-17.39,3.06,4.35,87.59,94.06,537.64,81.89,-2.01,5.99,1.76,-10.63,28709984,48505395,1429700,19795411,30948068,-4300342,35183403,-7799451,422130,4620622,-5356344,5433333,10303697,0,17557327,2281875,35919126,-735722,25061387,53674564,1087239,28613176,36606409,4265856,35183403,-5466587,348128,3763865,-4445810,5433333,7708403,400000,17068155,2208491,35865349,-681945
(주)하이소닉,106080,Dec-15,57.56,1.16,2.23,5.98,1.55,1.44,135.51,2.74,9.72,63.13,1.16,2.87,5.1,2.45,84.43,130.8,414.68,115.45,9.61,23.33,2.2,1.35,39.67,-0.68,-0.38,-1.08,0.14,1.23,139.31,-0.4,9.72,19.71,1.03,-1.21,5.1,6.63,59.51,140.78,548.5,122.59,10.14,22.55,2.45,-0.7,20002369,43692572,3181372,23690202,25857172,-3673297,53606368,623606,864420,4533719,1343885,1533333,3205551,3400000,17835400,2092720,47728763,5877604,18648927,49984065,2803201,31335138,32485678,3937184,53606368,-363327,760035,3406784,108084,1533333,2000000,3400000,17498387,2261284,50091500,3514868
