회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),유동부채비율(IFRS),매출액순이익률(IFRS),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 부채비율(IFRS),이자보상배율(이자비용)(IFRS),금융비용 대 총비용비율(IFRS),설비투자효율(IFRS),CASH FLOW 대 총자본비율(IFRS),자본금회전률(IFRS),총자본투자효율(IFRS),총자본회전률(IFRS),자기자본순이익률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),부채비율(IFRS),유동비율(IFRS),자기자본배율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),현금비율(IFRS),타인자본회전률(IFRS),총자본순이익률(IFRS),부채(*)(IFRS연결),자산(*)(IFRS연결),현금및현금성자산(*)(IFRS연결),자본(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(결손금)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결),이자비용(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),유동자산(*)(IFRS연결),재고자산(*)(IFRS연결),매출원가(*)(IFRS연결),매출총이익(손실)(IFRS연결),부채(*)(IFRS),자산(*)(IFRS),현금및현금성자산(*)(IFRS),자본(*)(IFRS),비유동자산(*)(IFRS),이익잉여금(결손금)(*)(IFRS),매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),이자비용(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),유동자산(*)(IFRS),재고자산(*)(IFRS),매출원가(*)(IFRS),매출총이익(손실)(IFRS)
(주)씨앤케이인터내셔널,39530,Dec-10,19.82,-57.29,-24.19,-56.94,-6.81,2.4,-13.87,-10.01,0.31,-2.25,0.41,-26.11,105.05,2.55,21.33,286.98,59.93,241.33,30.55,0.51,2.35,-23.71,24.15,-73.98,-40.26,-54.85,-3.99,5.41,-284.91,-10.68,0.21,-10.75,0.26,-25.43,13.83,7.12,24.17,177.21,60.88,177.21,15.02,0.16,1.07,-19.24,3497438,19890893,16657,16393455,10565716,-15582628,8230407,-4715606,256388,3270734,-1746899,0,1645360,46760,9325177,1483165,6763667,1466740,3890853,19990104,6375,16099251,13098926,-15365874,5300919,-3921782,354810,2257909,-1416589,0,2956500,2530,6891178,0,4534333,766586
(주)씨앤케이인터내셔널,39530,Dec-11,10.96,-14.57,-7.35,-80.94,-6.24,-3.68,-72.87,-9.22,0.86,-10.07,1.2,-20.86,153.04,7.93,12.85,455.71,60.42,373.73,34.53,12.81,8.22,-17.51,4.26,-11.09,-9.37,-214.8,-7.26,-4.17,-1452.11,-9.34,0.69,-8.47,0.96,-12.12,136.44,40.99,4.55,764.73,66.18,759.29,27.11,20.78,7.87,-10.65,2082476,18286890,227378,16204414,10197152,-18925328,22940007,-3342699,71319,2866788,-445287,0,772864,58584,8089738,1455339,20615544,2324462,806887,18557694,157296,17750806,12769569,-17417900,18495652,-2052026,48815,1668787,-354587,0,50000,2108,5788125,41126,17294896,1200756
(주)씨앤케이인터내셔널,39530,Dec-12,11.62,-28.83,-1.94,-10.58,6.01,-7.84,-50.11,-1.25,0.38,-7.76,0.6,-19.44,52.11,4.05,13.37,336.74,52.15,263.09,24.26,80.41,5.15,-17.19,4.67,-62.4,-2.28,-19.19,123.66,-17.07,-3003,-0.92,0.23,-20.41,0.36,-23.75,34.52,48.78,5.01,603.74,54.6,603.74,22.39,185.95,8,-22.67,1870102,15857625,1306600,13987522,10385589,-21859565,10176505,-2934238,76292,2832077,458573,0,917607,0,5472036,1196734,6885855,3290650,733695,15378864,1271339,14645170,11251158,-21264194,6164407,-3846294,4982,1703219,616099,0,50000,0,4127706,0,3845089,2319317
(주)씨앤케이인터내셔널,39530,Dec-13,12.76,-15.74,-6.61,-18.55,-20.79,-6.97,22.55,-2.38,0.26,2.86,0.4,-7.1,30.27,2.75,14.69,505.32,62.13,415.02,45.11,84.01,3.2,-6.22,4.88,-34.27,-14.89,-53.92,-393.8,-10.42,-338.38,-2.65,0.12,-2.7,0.19,-6.99,16.78,22.59,5.17,867.63,64.39,812.26,35.64,202.42,4,-6.65,2483818,19387187,1812702,16903369,8484363,-22956030,6967380,-1096465,66370,2502772,-1379938,0,855490,0,10902824,1948192,5844546,1122834,906295,18423031,1731252,17516736,11002213,-22388686,3281717,-1124492,3644,1441250,-1435144,0,0,0,7420818,473598,3275611,6106
(주)씨앤케이인터내셔널,39530,Dec-14,,,,,,,,,,,,,,,,,,,,,,,6.56,16.37,-37.28,-105.32,-694.84,-7.31,51.21,-8.01,0.16,8.9,0.22,3.88,15.07,2.35,8.23,868.09,67.02,628.66,46.55,83.03,3.52,3.64,,,,,,,,,,,,,,,,,,,1500551,19733197,992900,18232646,9352230,-21612729,4239699,694127,3330,2450728,-2313841,0,397943,0,10380967,2863233,4102812,136888
(주)씨에스,65770,Dec-10,62.48,5.84,-12.23,-19.55,0.18,-4.42,36.34,-9.66,11.66,10.5,0.83,8.37,14.44,2.91,97.6,147.59,722.36,126.09,15.05,9.56,1.71,4.82,55.58,7.59,-0.97,-1.5,1.01,-3.37,42.54,-0.71,10.38,12.36,0.75,10.75,16.53,2.67,88.76,126.58,755.07,105.65,7.83,4.78,1.59,5.69,43774242,88624311,2700518,44850069,47267661,28610871,69982313,4088026,1606451,18356975,290105,13400000,16350000,1897790,41356651,6024405,47430479,22551833,40212992,85517144,1225145,45304152,53644678,29246852,62304187,4730343,1508640,14696768,1522985,13400000,15700000,1800000,31872465,5270965,43482957,18821231
(주)씨에스,65770,Dec-11,77.89,-4.34,-16.48,-19.48,-1.31,1.44,29.41,-10.68,10.02,10.62,0.66,-12.22,6.85,1.98,121.44,126.98,574.5,101.1,9.49,13.44,1.27,-2.88,71.42,-9.69,-7.63,-8.48,-2.59,1.77,27.22,-4.38,7.57,8.16,0.55,-10.53,6.48,1.87,106.65,99.91,638.24,83.54,-0.03,1.88,1.12,-5.34,50856736,92735068,4468554,41878331,51316679,22876828,60102183,-2610813,2030208,25802599,-2650447,16056564,22449887,2218422,41418389,8441625,39428745,20673438,40842588,79136894,598963,38294307,51812432,23866734,45395378,-4399414,1707475,19377392,-4425347,12056564,20940000,2218422,27324462,4477444,32831345,12564033
(주)씨에스,65770,Dec-12,67.25,-2.8,0.5,0.62,-0.25,2.37,43.39,0.35,13.69,12.81,0.78,-15.85,8.72,2.08,124.45,162.32,534.4,132.57,18.67,36.03,1.41,-2.18,100.72,-13.12,-6.94,-7.87,-2.52,2.99,15.8,-4.99,9.89,4.44,0.73,-22.71,7.44,2.53,172.88,107.09,503.71,81.61,2.62,3.21,1.27,-9.63,65452748,118044397,12809966,52591649,60632588,18201778,82151262,-2298648,2626715,25113264,-644080,19846390,18914224,3030174,57411809,10522973,57682078,24469185,52248046,82470940,976350,30222893,49871209,16443640,59316526,-7781564,2439289,18755260,-6137960,12846390,16450000,2710174,32599731,7756013,46699226,12617300
(주)씨에스,65770,Dec-13,147.96,-26.78,-2.71,-2.3,-4.59,2.86,-8.35,-1.52,10.42,-4.03,0.55,-62.27,6.57,1.26,195.84,67.67,289.87,49.44,-16.17,4.95,0.9,-14.6,245,-18.52,-7.49,-6.42,-3.18,3.64,-10.04,-4.8,8.59,-2.81,0.63,-37.83,6.45,2.26,297.1,57.81,337.17,44.71,-26.03,0.22,0.92,-11.72,73649764,111255926,2754564,37606163,73603728,4256522,62503737,-16736423,2958186,21900619,-13575650,16400633,26631758,12063558,37652198,10143596,54178768,8324969,60104383,80334424,109185,20230041,51680154,7969827,51520398,-9543474,2796666,14752028,-8884053,10323710,24600000,11140481,28654270,6494835,45652422,5867975
(주)씨에스,65770,Dec-14,201.43,-21.59,-5.15,-5.27,0.68,2.22,-14.51,-3.6,14.37,-4.02,0.74,-72.71,10.93,1.95,216.27,93.78,372.07,79.38,-3.96,0.75,1.09,-15.87,275.89,-20.95,-0.49,-0.67,1.96,2.48,-50.44,-0.5,14.21,-20.61,1.04,-87.26,12.07,3.01,303.21,52.09,345.25,34.23,-32.78,0.06,1.39,-21.81,84296801,123273984,656254,38977183,49648487,-10156733,86207051,-18611298,3258649,11536156,2218534,4863530,33773458,6732860,73625497,11302228,72452361,13754689,62809070,83524080,100257,20715010,53751419,-9854155,85267847,-17864676,3143818,8157773,6155158,4863530,32450001,6732860,29772661,10210038,70954915,14312931
(주)씨에스,65770,Dec-15,471.19,-15.98,-11.08,-11.9,-4.15,3.2,-2.35,-9.99,9.14,-1.3,0.6,-54.34,12.11,1.62,522.99,49.66,162.74,27.1,-38.08,2.41,0.81,-9.52,338.16,-16.65,-3.28,-3.52,-3.23,3.33,26.49,-2.78,8.49,14.64,0.71,-51.02,12.57,1.51,378.34,42.9,209.11,23.52,-40.37,0.12,0.92,-11.82,51067962,60832587,1106892,9764625,37985964,-21258760,54836921,-8761188,2382089,11727787,-9895441,3742180,26435000,5833990,22846623,10378252,53004575,1832346,47468045,60014498,50698,12546453,41814245,-18672341,50947720,-8485157,2589049,9629172,-8365944,3742180,24935000,5833990,18200253,8222590,49684492,1263228
(주)씨에스,65770,Dec-16,164.57,-16.14,-10.88,-14.98,-0.18,3.17,8.54,-9.6,6.29,5.51,0.84,-53.1,20.04,1.4,178.61,50.48,209.41,30.48,-29.25,20.02,1.12,-13.52,164,-21.49,-7.2,-9.91,-0.17,2.79,-7.17,-6.35,6.28,-4.62,0.84,-64.43,24.38,1.41,178.02,50.33,209.81,30.3,-29.3,20.01,1.17,-18.11,35223595,54944739,6497742,19721144,38562258,-30353866,48504592,-7827815,1775552,8064423,-328333,1608060,15257000,7053636,16382482,6489585,40768502,7736090,35174546,54933699,6483686,19759153,38624233,-30346440,48436321,-10406808,1775552,7974678,-306858,1608060,15257000,7053636,16309465,6489585,40768502,7667820
(주)씨에스,65770,Dec-17,160.72,2.31,0.45,0.62,2.16,1.94,1956.81,0.39,4.6,16.49,0.82,5.18,12.35,2.42,165.44,150.94,200.7,140.47,30.84,18.74,1.3,1.9,160.1,2.36,1.12,1.55,2.19,1.94,1936.03,0.96,4.6,16.3,0.82,5.27,12.4,2.42,164.81,150.96,201.36,140.48,30.81,18.72,1.3,1.94,31269249,50170235,5691452,18900985,4319701,-29278809,43330916,1000563,861914,5780731,1863534,0,0,0,45850534,3181218,35686652,7644264,31252380,50215298,5682727,18962918,4382690,-29250845,43326430,1021101,861914,5754031,1885747,0,0,0,45832608,3181218,35686652,7639778
(주)씨에스에이코스믹,83660,Dec-10,66.05,-12.77,-8.51,-19.45,-9.87,0.96,45.75,-7.98,7.9,9.42,0.94,-19.65,3.05,4.55,69.6,162.07,474.61,144.7,24.17,16.18,2.29,-11.98,67.51,-11.9,2.42,5.58,-8.38,1.04,43.67,2.32,7.82,9.24,0.92,-17.72,2.97,4.59,71.22,161.66,475.28,143.91,24.31,13.89,2.42,-10.97,13453189,32783794,2066375,19330605,12091279,741809,30756435,-3928269,410329,9910625,-4050188,269950,7660294,0,20692515,2217344,24947713,5808722,13177190,31680012,1734512,18502822,11485621,768175,30440115,-3621072,405192,8896837,-3394844,269950,7358644,256650,20194391,2217344,24947713,5492402
(주)씨에스에이코스믹,83660,Dec-11,94.2,-10.57,-9.03,-16.49,-2.27,1.75,94.24,-8.89,8.8,16.7,1.01,-20.54,2.9,5.31,117.05,143.7,393.66,124.46,18.97,7.64,2.13,-10.72,97.25,-10.13,-7.66,-13.99,-1.86,1.79,92.19,-7.66,8.73,16.62,1.03,-20.31,2.87,5.3,121.06,144.64,395.04,125.21,19.64,7.62,2.14,-10.48,18760593,34788818,1248735,16028224,13091892,-2708351,34274998,-3622861,798471,8770844,-1814089,13300,8814489,0,21696925,2905776,28028749,6246249,18617658,33996675,1234697,15379016,12364872,-2651382,33982283,-3441154,798471,8153281,-1487676,13300,8551189,263300,21631802,2905776,28028749,5953533
(주)씨에스에이코스믹,83660,Dec-12,125.27,-26.61,-2.72,-6.48,-2.21,1.74,-15.2,-3.9,8.08,-3.74,1.13,-69.78,2.91,5.51,151.52,126.63,207.65,106.13,13.26,14.96,2,-29.97,125.03,-26.07,-2.19,-5.42,-1.86,1.78,-14.99,-3.28,8.03,-3.85,1.16,-69.98,2.89,5.51,152.62,131.83,207.65,110.24,15.76,15.65,2.03,-30.13,13532841,22464452,1673670,8931612,8296375,-11194785,32240413,-8578097,802713,7582789,-1775901,5320,6781124,5320,14168078,2293692,26433525,5806888,12965871,21461425,1661837,8495554,7458069,-11180189,32047707,-8353481,802713,7110500,-1496318,5320,6781124,5320,14003356,2293692,26433525,5614182
(주)씨에스에이코스믹,83660,Dec-13,112.34,-5.65,5.63,11.67,-1.58,2.2,98.58,6.2,4.89,25.95,1,-8.48,2.61,3.94,113.59,133.36,201.55,111.07,17.55,19.54,1.76,-5.66,110.94,-3.55,6.66,13.97,-1.58,2.16,88.54,7.38,4.89,23.47,1.03,-8.48,2.61,3.95,112.19,133.76,201.55,111.18,17.65,19.79,1.81,-3.65,9965671,18739211,1925496,8773540,5594918,-11914643,20633506,-1165319,522876,4142574,-825222,0,4984326,2660,13144293,2197061,17316154,3317352,9839989,18610633,1925496,8770644,5594918,-11900046,20633506,-732158,522876,4142574,-825222,0,4984326,2660,13015714,2197061,17316154,3317352
(주)씨에스에이코스믹,83660,Dec-14,88.58,-3.86,2.44,6.27,-1.44,1.62,82.47,2.97,4.28,19.6,1.09,-9.18,2.86,4.34,89.94,143.71,183.89,116.67,20.39,23.46,2.16,-4.22,89.13,-4.14,3.19,8.2,-1.44,1.62,84.07,3.9,4.28,20.05,1.1,-9.18,2.86,4.34,90.49,142.98,183.89,115.92,20.11,23.48,2.18,-4.55,7245367,15301364,1674452,8055997,5046078,-12667589,18614644,-718951,342614,3714434,-492253,0,4462326,0,10255285,1929815,15392464,3222180,7241368,15243401,1674452,8002033,5046078,-12667589,18614644,-770019,342614,3714434,-492253,0,4462326,0,10197323,1929815,15392464,3222180
(주)씨에스에이코스믹,83660,Dec-15,,,,,,,,,,,,,,,,,,,,,,,90.31,1.7,6.16,5.81,1.07,2.05,83.48,2.76,3.53,8.97,0.67,2.17,3.35,4.73,90.31,181.41,336.27,173.5,38.63,143.58,1.41,1.14,,,,,,,,,,,,,,,,,,,21198690,44671815,30484608,23473125,6214695,-12326770,19997860,340818,459619,4068029,493858,0,3962326,0,38457120,1677151,15435973,4561887
(주)씨에스에이코스믹,83660,Dec-16,,,,,,,,,,,,,,,,,,,,,,,32.92,-14.8,-6.05,-20.12,-3.95,2.02,47.37,-4.98,4.16,6.86,0.8,-18.56,5.2,6.34,32.92,294.33,328.2,255.01,48.13,44.23,2.18,-11.79,,,,,,,,,,,,,,,,,,,10375441,41891074,4590383,31515634,11353459,-17416957,34487398,-5102487,1118813,17857147,-4418752,0,3860000,0,30537616,4078798,21049002,13438395
(주)씨에스에이코스믹,83660,Dec-17,29.97,-30.44,-26.17,-116.07,-49.55,0.07,-6.91,-26.77,3.19,-1.41,1.02,-40.47,5.73,5.02,29.97,279.48,239.71,218.41,41.39,29.24,4.44,-31.14,28.1,-31.39,-24.57,-112.63,-49.84,0.08,-6.89,-24.7,3.13,-1.42,0.84,-34.69,4.84,4.95,28.1,289.92,239.79,225.76,41.66,24.34,3.58,-26.51,7094366,30762561,2074535,23668196,10935403,-26996220,31466024,-9579263,192284,18601185,-9528209,0,3300000,0,19827158,4332024,22393049,9072975,6652150,30328761,1619157,23676611,11042556,-26991091,30497697,-9574134,192284,18546304,-9583059,0,3300000,0,19286205,4268182,21534452,8963245
(주)씨엔플러스,115530,Dec-10,73.95,12.72,10.24,18.39,8.53,1.32,65.87,12.2,30.61,36.38,1.19,45,5.87,2.08,197,135.07,865.31,110.61,8.73,17.44,1.8,15.15,68.41,13.61,12.95,23.02,8.86,1.11,73.94,14.9,25.66,33.61,1.39,48.38,7,3.71,183.32,138.25,926.47,114.71,9.23,16.92,2.27,18.86,23438390,35336335,1688172,11897945,23451268,10217772,42088535,5354216,658731,4012740,5616563,13512352,340000,791450,11885067,2152150,32401679,9686856,23353614,36092556,1627450,12738942,24045234,11063942,41519480,5651459,657731,3682871,5824253,13512352,340000,791450,12047323,2051437,31963597,9555883
(주)씨엔플러스,115530,Dec-11,60.22,11.82,16.94,31.36,31.87,0.2,86.76,14.9,30.47,28.08,1.13,29.14,7.12,2.03,90.55,125.87,1461.81,115.58,8.18,29.97,2.08,13.33,59.57,11.16,16.87,30.41,28.32,-0.22,91.67,14.38,29.6,24.99,1.08,26.1,6.93,2.23,89.7,124.13,1471.72,114.68,7.58,28.05,2.02,12.1,29933336,62992307,6128738,33058971,37936081,16769101,55411190,6551329,232855,5279948,7420330,9192110,0,6365446,25056226,2048979,42871905,12539285,29853339,63136344,5724151,33283005,38525403,17069686,53829146,6005744,232855,4900837,6595064,9192110,0,6365446,24610941,1874132,42494659,11334487
(주)씨엔플러스,115530,Dec-12,54.48,9.57,17.62,34.91,7.78,0.35,55.83,14.52,24.31,25.29,0.85,15,7.12,1.55,71.27,109.52,1642.12,100.29,3.03,29.53,1.91,8.12,59.7,4.46,17.01,33.87,7.35,0.11,49.19,14.89,23.99,22.09,0.87,7.11,7.25,1.66,78.45,106.56,1535.42,97.1,2.19,26.66,1.9,3.87,27753711,66696668,6383504,38942957,43458295,22054547,54986598,5263372,474647,6420202,3693656,5747820,279287,12420115,23238373,1959509,44872739,10113859,27240389,61964023,5644384,34723634,39872926,19488987,54245288,2419300,474647,6241398,3487192,5747820,279287,12420115,22091097,1960231,44516698,9728590
(주)씨엔플러스,115530,Dec-13,41.87,0.08,9.11,18.67,-1.35,0.21,54.43,6.53,18.48,24.88,0.68,0.4,6,1.21,53.74,100.65,1641.63,88.04,0.18,6.4,1.76,0.06,43.12,0.57,6.26,12.82,-1.65,0.21,47.13,4.59,17.98,22.63,0.7,0.66,6.16,1.22,55.76,98.87,1541.17,87.19,-0.31,6.12,1.75,0.4,20832569,59599776,1064783,38767208,43263009,21975543,42719560,36246,330060,5205737,-446562,3685870,0,10753960,16336767,2046939,37960386,4759174,20294076,56688870,987191,36394794,41173435,19499296,41561984,236222,330060,4979658,-543878,3685870,0,10753960,15515435,1832724,37126204,4435780
(주)씨엔플러스,115530,Dec-14,91.25,-38.23,1.8,1.96,-12.81,0.89,2.89,1.07,14.5,1.33,0.58,-40.21,5.74,0.98,120.12,62.79,1100.45,51.23,-15.43,7.35,1.31,-22.33,99.07,-38.47,-0.96,-1.02,-12.42,0.92,3.96,-0.58,13.95,1.87,0.59,-42.16,5.86,0.98,130.81,59.01,1004.72,47.29,-17.59,5.21,1.28,-22.74,31448152,57628424,1761182,26180272,42628333,8955998,34233267,-13087295,555748,7559444,-7117200,6281030,9941040,9332814,15000090,2760582,33791023,442244,31037549,54764173,1229861,23726624,40894204,6825576,32944973,-12673720,555747,7147015,-6901974,6281030,9941040,9332814,13869969,2753698,32699932,245041
(주)씨엔플러스,115530,Dec-15,157.13,-44.41,-6.92,-5.71,-5.9,1.77,-4.44,-3.76,11.53,-2.57,0.51,-56.12,5.92,0.85,192.84,46.48,708.2,38.03,-28.71,4.27,0.85,-22.73,159.69,-37.74,-5.62,-4.64,-4.72,1.76,-0.32,-3.07,11.31,-0.16,0.52,-50.65,5.98,0.92,194.78,44.41,687.64,36.89,-30.11,3.17,0.85,-19.67,33809419,51341610,1176551,17532191,38536216,-3250809,27882191,-12382074,766427,6678103,-4523821,5883420,2276800,21568478,12805393,2328812,25727909,2154282,33124031,50129917,861847,17005886,38069267,-3489331,27332897,-10314907,759468,5821160,-3584940,5645980,2226800,21555918,12060650,2043643,25096677,2236221
(주)씨엔플러스,115530,Dec-16,174.11,-50.02,-7.04,-7.67,-5.19,3.01,-14.66,-5.03,9.83,-7.71,0.58,-83.47,5.98,1,190.45,46.05,464.99,37.27,-32.34,9.58,0.88,-28.82,185.08,-53.59,-7.34,-7.9,-4.08,3.15,-34.08,-5.29,9.53,-13.67,0.58,-91.83,4.4,1.17,202.13,52.84,429.66,48.37,-28.89,9,0.87,-30.85,22774838,34733006,1994288,11958168,25145850,-15692732,24797770,-12402606,1111940,7455115,-5768485,443668,3100000,12725935,9587156,1827299,23111139,1686631,22335077,33384710,1839720,11049634,22578091,-16370456,24036246,-12881124,1111940,6706164,-4542191,375000,3183115,12725935,10806619,914407,21872272,2163973
(주)씨엔플러스,115530,Dec-17,249.26,-2.17,-1.84,-1.65,-0.28,3.67,34.53,-1.19,10.75,16.13,0.73,-5.15,3.2,1.42,260,61.25,442.19,51.05,-26.83,2.7,1.05,-1.58,260.2,-4.2,-3.9,-3.39,0.41,4.19,26.58,-2.48,10.01,10.4,0.71,-10.05,2.4,1.7,271.89,68.9,407.35,58.81,-21.76,2.58,1.01,-2.98,32138783,44500061,831101,12361278,25628500,-16318387,28849965,-625656,1157747,6771164,-318607,0,1758450,12901245,18871562,3142272,22397408,6452557,30961848,42349389,763007,11387541,21932517,-17498404,26853889,-1127948,1157747,5796532,479463,0,1790493,12901245,20416873,2992370,20577895,6275995
(주)씨엘인터내셔널,37340,Dec-10,134.02,-31.02,-33.8,-40.89,-0.19,4.02,40.56,-24.8,3.05,6.37,0.73,-58.23,5.23,4.65,154.13,69.39,162.62,49.66,-16.15,2.88,1.21,-22.76,131.2,-29.47,-15.63,-18.91,-0.17,3.98,47.48,-11.37,3.12,7.4,0.7,-63.1,5.33,3.64,150.89,67.3,167.3,47.58,-17.1,1.36,1.04,-20.57,20458046,33731129,1049786,13273084,21388340,-4174223,24751514,-7677794,1397592,6169265,-259470,2333400,7054214,5290128,12342789,3508382,20617214,4134300,20456670,34014232,778770,13557562,22042638,-3795958,24751514,-7295207,1397592,6152757,-242181,2333400,7054214,5290128,11971594,3508382,20617214,4134300
(주)씨엘인터내셔널,37340,Dec-11,78.04,-52.8,-46.34,-40.07,-1.82,7.16,2.41,-19.06,1.38,0.36,0.4,-46.61,4.17,2.61,90.69,80.2,150.68,64.76,-8.1,14.12,0.74,-21.23,73.54,-47.72,-46.25,-39.86,-1.79,7.06,7.42,-18.35,1.37,1.08,0.39,-39.94,4.19,2.59,85.26,77.54,160.52,62.09,-8.92,13.51,0.74,-18.71,15340353,32255192,2509957,16914840,21668612,-11345593,13265584,-7004060,1617810,5047249,-2947780,1333440,4750000,6844953,10586580,2038017,10657121,2608463,15289790,33223780,2427437,17933990,22997925,-10247571,13177564,-6288772,1617810,4693962,-2888892,1333440,4750000,6844953,10225856,2038017,10876700,2300864
(주)씨엘인터내셔널,37340,Dec-12,93.09,-7,1.39,2.25,1.99,4.04,189.72,1.13,2.58,22.32,0.88,-12.13,7.09,6.65,101.09,98.66,146.85,81.29,-0.62,8.51,1.8,-6.17,76.48,-7.29,1.07,1.66,2.14,4.72,186.96,0.76,2.19,22.26,0.75,-10.06,7.36,5.68,83.93,102.12,157.79,82.44,0.88,4.89,1.63,-5.45,19192920,38179277,1809051,18986357,20741827,-13783424,31041452,-2172437,1472492,6095740,2929590,333480,6061061,5774962,17437450,3069509,22016122,9025330,17121223,37521008,1066723,20399785,21588587,-12440815,26448044,-1927863,1472492,5475540,3147578,333480,6061061,5774962,15932422,3069509,17824926,8623118
(주)씨엘인터내셔널,37340,Dec-13,75.75,-37.25,-0.26,-0.75,-0.41,1.79,4.86,-0.34,2.41,0.73,1.18,-86.73,5.97,8.96,80.85,110.38,80.13,87.61,4.35,5.55,2.48,-44.12,62.14,-74,1.1,1.97,-1.23,2.61,-274.38,0.79,1.27,-32.55,0.64,-83.45,3.64,5.39,66.89,98.69,84.69,94,-0.49,4.86,1.49,-47.44,14134408,31615929,743688,17481522,16997970,-29480232,41328316,-15396847,1135072,9520175,-468387,0,6305569,2216696,14617960,3015316,32276528,9051788,12099802,30189531,554264,18089729,19095121,-28537694,21704512,-16060639,1036698,7960546,-1270676,0,6305569,2216697,11094410,526526,15014643,6689869
(주)씨엘인터내셔널,37340,Dec-14,57.17,-26.07,-12.51,-17.48,-2.96,3.17,79.12,-8.23,0.97,12.52,0.67,-32.86,3.86,4.35,89.01,127.5,76.73,98.01,8.32,17.73,1.46,-17.48,53.09,-24,-8.15,-11.26,-3.06,2.43,38.76,-4.99,0.95,3.78,0.65,-27.11,4.07,6.07,79.47,116.19,82.97,94.92,4.79,15.54,1.54,-15.64,15486004,32883166,1768113,17397163,20202879,-35312242,21628364,-5637779,912729,12678266,-2699706,500000,6126446,0,12680288,2932972,11649804,9978560,15243200,34424352,1582318,19181151,22593525,-33733172,21050295,-5052150,907069,10446588,-2776916,0,6102446,0,11830826,2165890,13380624,7669672
(주)씨엘인터내셔널,37340,Dec-15,303.34,-109.33,-16.56,-14.62,-7.95,2.37,-184.5,-11.08,0.76,-35.61,0.61,-154.62,5.98,3.51,312.34,62.85,29.9,44.04,-27.33,15.64,1.01,-66.74,231.14,-122.37,-7.6,-7.38,-4.45,2.63,-260.16,-5.18,0.72,-52.18,0.58,-159.51,6.17,4.11,234.82,70.57,30.14,49.01,-20.32,11.73,1.05,-71.26,20914445,27610600,3177561,6696154,14844045,-55163095,18464280,-20186465,988048,14620900,-7858304,131000,1552050,0,12766555,3821987,11701684,6762596,18015505,25687462,2079602,7671957,13173854,-55398832,17501375,-21416949,940418,10796917,-4183436,0,64703,0,12513609,3821987,10887893,6613481
(주)씨유전자,56340,Dec-10,76.17,0.11,1.49,2.77,1.12,0.55,53.72,1.31,5.33,13.95,0.99,0.21,9.09,3.31,89.51,176.79,241.18,155.5,30.86,5.43,1.99,0.11,46.65,-29.67,-10.87,-6.36,0,0.2,-65.62,-2.31,1.03,-5.3,0.24,-11.27,1.45,2.56,56.99,252.87,232.02,243.01,45.43,0.41,0.63,-7.03,55626389,117775107,2571125,62148718,34088175,16850908,103266594,109735,3753085,10253306,4206493,2568065,21119762,8572772,83686932,10078778,88806796,14459798,34073553,93861388,115203,59787834,23331365,13739180,19930571,-5912456,3213000,5628933,0,1560492,11898050,7662628,70530022,2751162,17636725,2293846
(주)씨유전자,56340,Dec-11,53.75,-8.86,-1.46,-3.17,-1.21,2.08,34.31,-1.17,2.82,9.43,0.7,-10.75,7.11,2.59,58.26,69.88,223.5,52.5,-10.23,3.66,1.63,-6.16,22.91,-24.46,20.52,5.32,-1.96,11.58,32.96,1.08,0.15,2.56,0.05,-1.61,0.47,0.59,25.52,88.2,229.82,87.91,-2.15,1.72,0.16,-1.14,33550626,91141222,1132095,57590597,69509682,12336605,72660341,-6437578,2076436,7445825,-2513030,2162000,18498614,4129308,21631540,5379883,67727546,4932795,15115405,74335885,233946,59220479,62371926,12781006,3917848,-958174,1512261,2463118,-2958903,1560000,7283769,4130308,11963959,39342,4413632,-495785
