,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율(IFRS연결),매출액순이익률(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),총자산부채비율,순이익률,현금비율,이자비용/부채,유보이익대총자산비율,자기자본비율,매출액대판매관리비,고정비율,총자산영업이익율,log총자산,총자본증가율(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),차입금의존도(IFRS연결),매출액총이익률(IFRS연결),재고자산회전률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업이익증가율,순이익증가율,업종,규모,층화,label
514,(주)진로발효,18120,17-Dec,제조업,15.23,17.52,19.5,107.62,141.26,-1.36,117.22,16.12,22.2,25.28,0.85,18.23,4.7,3.86,17.61,562.69,2266.26,497.73,59.91,14.57,5.47,14.9,0.1497540727619931,0.1489579874529024,0.0188705011185696,0.0087453584380164,0.8061092303480997,0.8502459272380068,0.0329792621820719,0.2714401392994393,0.1921690554447269,8.029507302690838,5.9,8.56,1.9,5.78,25.9,9.6,74.1,-6.770173227844212,-14.154991502425649,2,0,2,0
743,동양파일(주),228340,17-Dec,제조업,8.72,9.31,31.37,217.07,36.7,-0.22,30.88,17.4,8.86,10.83,0.51,5.67,3.3,1.56,8.72,603.4,1468.94,563.36,40.35,374.96,3.06,4.73,0.0801638883150731,0.0473253029046215,0.3005794613444184,0.0138634538444141,0.4267554898078863,0.9198361179468216,0.1415658105919343,0.5162906168179929,0.0844749947628169,8.203294231329405,-15.39,-24.13,-26.76,0.0,30.77,20.54,69.23,-61.72264399968363,-71.03695461004736,2,0,2,0
278,(주)아이윈,90150,17-Dec,제조업,108.98,-3.07,4.87,8.22,-3.59,0.76,74.66,4.87,20.13,12.12,1.0,-7.21,5.92,5.97,145.38,112.79,820.63,72.61,5.68,26.05,1.74,-3.07,0.592475047457648,-0.0307015875304074,0.1156854879345485,0.0177165560651023,0.2923870528543487,0.407524952542352,0.2125085313094955,0.49908923477499,-0.0364684314580362,7.987865494261855,-0.14,-10.26,-8.14,35.02,17.6,5.34,82.4,-333.52508763513777,-244.1392782602906,2,0,2,0
808,씨큐브(주),101240,17-Dec,제조업,34.22,9.42,12.07,26.3,13.54,0.95,80.16,7.41,10.28,26.17,0.64,8.43,5.02,1.68,39.2,226.51,1168.12,105.72,31.1,45.57,2.21,6.0,0.2816223321735822,0.0600109986134912,0.1120294282347978,0.0201606152749613,0.490695436953374,0.7183776678264178,0.2733872566125129,0.4431853023465817,0.0787277735691911,7.815922735925988,7.79,13.4,6.05,19.86,39.7,2.16,60.3,-12.666500795215867,-22.0959638568596,2,0,2,0
239,(주)시스웍,269620,17-Dec,제조업,9.65,17.66,24.21,239.61,119.0,-0.57,197.11,21.6,17.43,25.56,0.89,17.32,4.19,5.54,9.91,884.32,1778.42,834.24,68.84,588.57,9.9,15.76,0.0901389308876823,0.1999115369933504,0.5166165291315332,0.0110387968632988,0.5199659413983883,0.9098610691123176,0.0900159000982965,0.2237877054382885,0.2364635641864387,7.54633149814713,0.0,0.0,0.0,1.42,29.9,20.29,70.1,10.846669210348944,6.322845158527138,2,0,2,0
907,제이더블유신약(주),67290,17-Dec,제조업,116.19,-7.92,-1.14,-1.01,-1.37,2.47,205.28,-0.71,3.86,16.5,0.58,-16.12,2.33,7.82,236.73,129.55,181.66,103.52,10.2,2.43,0.8,-4.56,0.7030269759450966,-0.0455768325039405,0.008400339636251,0.0241121772624974,-0.1881550329350225,0.2969730240549034,0.5390847812990759,0.5529951564276467,-0.02372959988108,8.09116266881819,-14.1,-21.48,-7.85,54.18,49.79,6.96,50.21,-147.40202211274266,-1118.8794656184195,2,0,2,0
776,삼영이엔씨(주),65570,17-Dec,제조업,7.04,8.27,4.51,23.19,63.57,0.12,79.31,1.85,8.64,15.2,0.41,3.7,1.93,2.15,8.69,996.35,1933.03,450.23,58.07,84.66,5.14,3.4,0.0799499954881016,0.0339070292441034,0.0548435796984174,0.010032096637565,0.7910181592497411,0.9200500045118984,0.2881696496329221,0.3545239996972019,0.0561611419056714,7.965880880533999,0.0,0.0,0.0,3.76,42.52,1.16,57.48,-34.81170393267783,-58.36788541274029,2,0,2,0
126,(주)메디아나,41920,17-Dec,제조업,14.63,7.65,9.99,57.76,178.23,-0.05,183.88,9.36,12.11,31.46,0.95,8.94,5.15,4.05,19.33,470.06,1083.02,305.6,45.38,131.07,5.09,7.27,0.1620091225099043,0.0726864851101386,0.1607362087427592,0.0033683999124419,0.5617349223404533,0.8379908774900956,0.2206609023014014,0.4235529279977325,0.1122089471961952,7.747406439382992,2.97,-5.16,-1.93,1.94,33.87,4.63,66.13,-27.90706163199,-49.65831357762278,2,0,2,0
285,(주)아진엑스텍,59120,17-Dec,제조업,15.91,20.05,5.96,27.05,16.35,1.83,214.78,3.97,10.03,28.81,0.7,18.49,3.62,3.88,17.18,509.8,1191.62,365.69,55.64,215.43,2.97,14.11,0.1466083484340672,0.1411268305677859,0.292499446318462,0.046082394943251,0.4858881636973011,0.8533916515659328,0.2729549029902688,0.3078244194578645,0.1782755517850683,7.664130861880171,12.28,14.04,74.8,6.42,52.62,4.92,47.38,656.3813128906196,435.9569763291459,2,0,2,0
473,(주)인텔리안테크놀로지스,189300,17-Dec,제조업,47.91,4.08,-1.13,-2.15,19.97,0.11,166.19,-0.87,23.28,24.86,0.81,5.35,3.28,5.25,68.55,226.33,1786.02,157.99,35.91,45.95,2.12,3.3,0.4066933756828528,0.0330348031725817,0.1306297895436061,0.0088997656883917,0.2588738653485587,0.5933066151117972,0.3631558796185895,0.3566143109316845,0.0678917262310856,8.035959694274968,10.65,2.42,7.63,18.38,44.7,4.35,55.3,-4.945959295618576,-44.69318507659828,2,0,2,0
79,(주)듀오백,73190,17-Dec,제조업,16.61,3.42,-5.23,-35.26,108.72,-2.3,93.65,-5.17,6.49,21.57,1.0,4.05,10.47,4.19,17.18,310.63,558.6,230.71,29.85,77.09,6.52,3.44,0.1466361446097223,0.0343856774055968,0.1092703352266669,0.0008950145425183,0.5685609812652744,0.8533638553902777,0.2788400027370419,0.559728603967477,0.0149929207714452,7.594166746959847,3.11,23.44,19.63,0.08,29.38,7.99,70.62,974.665406968224,514.6925879681241,2,0,2,0
857,영화테크(주),265560,17-Dec,제조업,26.44,9.81,11.6,47.11,47.02,0.02,121.51,11.18,28.49,27.27,1.07,14.9,4.44,4.25,31.12,345.7,1750.88,304.02,49.55,107.12,3.57,10.46,0.2373299620964028,0.1045533330784762,0.2160271641767448,0.0088436690318295,0.4943690938871719,0.7626700216048303,0.1155061915164708,0.3028290666014064,0.1239840183902162,7.787845253290691,23.61,34.08,-3.62,7.99,23.18,11.41,76.82,5.546613226428312,3.8481715077626553,2,0,2,0
799,신신제약(주),2800,17-Dec,제조업,34.1,5.72,7.4,17.21,15.62,0.15,139.92,5.79,8.14,29.46,0.78,6.92,2.43,2.15,50.74,232.44,687.12,195.87,29.96,40.82,2.33,4.48,0.3365856231345198,0.0478440348193692,0.0923445792368061,0.0094842247953429,0.3818546818623961,0.6634143641839277,0.2783441383126336,0.4742189555501315,0.0611021235044895,7.896827578311269,0.0,0.0,0.0,10.88,35.14,9.46,64.86,-18.471895167338648,-20.462427277111864,2,0,2,0
906,제룡전기(주),33100,17-Dec,제조업,13.9,-1.16,12.77,69.96,-18.88,-0.33,48.13,10.52,5.93,18.17,0.79,-1.11,7.82,2.12,17.7,399.2,612.04,336.18,35.34,226.21,4.69,-0.92,0.150356715206236,-0.0092164906361813,0.2689019959934726,0.0062248985718459,0.6383721359149427,0.8496432847937639,0.1380126715640652,0.5284332107908593,-0.0199229354558923,7.76232283666079,-6.92,-7.92,19.51,3.68,11.29,6.96,88.71,71.94529645752907,79.44885281101342,2,0,2,0
854,엘티씨(주),170920,17-Dec,제조업,36.69,-3.1,2.57,2.91,1.41,1.94,20.49,1.17,17.48,9.07,0.46,-1.63,18.31,0.95,67.68,151.27,2275.93,122.22,11.22,44.2,1.16,-1.41,0.4036209015308404,-0.014132244613487,0.0967306572802052,0.0286480088801689,0.3130729512112425,0.5963790984691596,0.2154288565049014,0.6689719498084113,0.0159282872082395,8.15820402411578,-0.47,-3.67,-7.42,33.24,25.04,8.26,74.96,250.8786027439349,-9.429187978939154,2,0,2,0
249,(주)쎄트렉아이,99320,17-Dec,제조업,19.95,12.62,23.73,64.19,22.98,0.55,151.27,14.37,23.37,37.46,0.61,10.76,15.12,2.43,28.85,195.98,2996.77,175.59,14.86,66.54,2.47,7.72,0.2238970666716603,0.0772145037560743,0.103008205445781,0.0135105893112806,0.5589718758557978,0.7761029333283397,0.1189015825424448,0.6966022012934304,0.076833122883039,7.848778107389934,2.03,-13.58,24.9,0.0,24.45,14.7,75.55,70.03042427761734,70.00258305953952,2,0,2,0
488,(주)제닉,123330,17-Dec,제조업,50.51,-11.54,-1.67,-2.76,-6.31,1.25,29.99,-1.16,19.13,12.27,0.66,-12.85,5.53,1.73,72.06,118.91,1566.33,71.68,5.55,29.89,1.64,-7.66,0.4188063112337264,-0.0766080708725406,0.0877532750599292,0.0333702262298525,0.283742727737852,0.5811936887662735,0.3186314111685453,0.6509075473466857,-0.0850062848130968,7.970265803459956,-8.06,-31.22,-27.86,30.75,19.05,5.51,80.95,-254.5764446505665,-709.4180325126151,2,0,2,0
908,제이스코홀딩스(주),23440,17-Dec,제조업,39.57,5.3,11.45,11.38,1.45,2.43,11.3,3.92,2.38,7.73,0.33,2.81,5.97,0.49,52.59,66.45,455.5,23.63,-8.7,7.34,0.91,1.77,0.3446652849912059,0.0177421259962793,0.0190252932913835,0.0224777583299254,0.261990964045426,0.6553347039554493,0.0683933255152861,0.827673823711067,0.0120546651533957,7.956506284863542,-4.57,-4.65,-18.09,23.94,10.44,4.79,89.56,223.65049140227163,251.717844928252,2,0,2,0
694,(주)힘스,238490,17-Dec,제조업,31.34,13.25,9.11,41.1,39.32,0.24,93.66,11.5,38.9,39.53,1.51,32.53,9.97,3.81,38.83,232.32,1985.14,189.36,29.87,106.92,3.94,20.04,0.279715351526225,0.2003909909918998,0.2413434502398991,0.0171110073631485,0.4371530371973162,0.7202846346728242,0.1528878570366428,0.4755758363900599,0.2583949808454138,7.860090993500124,49.47,27.02,79.7,14.67,32.38,10.25,67.62,137.61625675306576,144.73779670787113,2,0,2,0
642,(주)프럼파스트,35200,17-Dec,제조업,16.84,8.9,5.95,46.92,70.77,0.05,124.98,7.1,12.69,25.45,1.22,13.9,2.51,5.7,17.83,511.05,859.83,418.32,58.76,74.59,6.0,10.85,0.151291153914636,0.1085380816141741,0.1066252726662414,0.0099086220023366,0.6328299785856351,0.8487088460853639,0.0996442548462895,0.2694455066940301,0.1424547194448137,7.611818736123848,4.45,4.09,7.62,3.12,21.65,9.05,78.35,41.42710593208676,35.59431562846454,2,0,2,0
747,디케이락(주),105740,17-Dec,제조업,23.0,0.91,10.98,26.26,7.36,0.33,34.98,5.91,13.64,14.75,0.54,0.63,3.12,1.27,29.03,288.33,1964.04,175.52,33.57,49.54,2.51,0.49,0.2250066119051101,0.0049244692764677,0.0882974393065487,0.0114229746249124,0.4715204355838497,0.7749933880948898,0.1818984487116626,0.4861148184371761,0.018175670155235,7.997998273407681,1.88,0.66,2.99,9.46,21.54,2.54,78.46,-32.7137310634854,-81.35330245330368,2,0,2,0
622,(주)파커스,65690,17-Dec,제조업,18.29,-4.01,6.93,15.13,-3.38,-0.3,52.99,3.76,9.38,9.24,0.59,-2.97,4.6,2.7,33.06,558.05,1281.62,486.32,62.96,140.71,3.03,-2.35,0.2484526514515247,-0.0235493970070695,0.1934071165004041,0.0114214804955847,0.6056918558524664,0.7515473569598297,0.1707250980537151,0.2329543104145403,-0.0074751469186891,8.075134068638993,17.89,36.46,1.06,11.37,15.8,6.06,84.2,-119.57626793409818,-202.01052497522923,2,0,2,0
645,(주)프리엠스,53160,17-Dec,제조업,7.9,3.97,1.92,13.04,4646.79,-1.69,73.28,1.16,9.55,13.11,0.61,2.66,16.73,3.34,9.74,1092.96,1443.7,1029.12,71.47,228.22,6.32,2.41,0.0887448139895223,0.024082392133863,0.164265800957684,6.302183067400306e-05,0.5913795097156614,0.9112551860104776,0.128877498953213,0.2133157796358875,0.0281161766847011,7.676957105281329,1.11,0.85,41.54,0.0,17.52,17.9,82.48,88.77343897592218,-30.656847599368408,2,0,2,0
468,(주)인콘,83640,17-Dec,제조업,45.43,2.16,5.86,11.75,9.95,-0.64,100.57,3.67,5.56,9.64,0.72,2.08,9.02,5.35,45.49,219.18,382.03,209.03,37.21,92.4,3.34,1.56,0.3126763606289844,0.0156259115386631,0.2887125293680304,0.0096143965831055,0.3798683569096323,0.6873236393710155,0.1868198013711852,0.3155882735775432,0.0206959329349369,7.846266381947158,35.93,32.59,21.85,18.41,21.55,16.91,78.45,261.9322020835207,204.42213821782263,2,0,2,0
329,(주)에이치알에스,36640,17-Dec,제조업,10.4,9.29,4.18,12.51,23.12,0.4,75.3,2.75,8.28,17.97,0.68,8.1,5.06,2.65,28.15,715.92,983.65,552.43,49.97,208.6,3.0,6.28,0.2196543911326091,0.0627583511266294,0.1692347672386935,0.0146797887188207,0.5976305206865253,0.7803456088673908,0.1111351348541691,0.4191924450256037,0.0765361629658372,8.013167070459192,5.93,12.46,19.88,13.22,22.44,5.3,77.56,73.0202549181974,58.38988236106118,2,0,2,0
728,대주산업(주),3310,17-Dec,제조업,40.54,3.15,6.03,15.26,11.75,0.17,24.78,6.12,4.57,13.13,1.06,5.47,8.19,1.78,66.93,130.69,270.11,83.07,7.45,17.33,2.75,3.34,0.40096391442018,0.0334147884097664,0.0420933893529307,0.0098056472444939,0.2982545258741229,0.59903608557982,0.1762377577456269,0.6826246039223394,0.0444451703270362,7.925652312002948,9.69,10.31,0.54,17.35,21.81,8.72,78.19,10.89106211962998,39.77165321617383,2,0,2,0
279,(주)아이윈플러스,123010,17-Dec,제조업,83.25,-22.7,9.38,11.7,-7.82,1.92,31.19,6.1,5.39,18.94,0.57,-28.41,5.27,0.97,108.83,86.27,387.12,67.21,-5.47,22.44,1.04,-12.91,0.5211460624725033,-0.1290568943466529,0.0894602397712274,0.0291920185291386,-0.1052025590262501,0.4788539375274967,0.1413921814718977,0.6560885485408418,-0.1245108259015056,7.338870668764539,-22.26,-32.25,-50.72,42.06,-7.76,7.83,107.76,-9899.659241496813,-716.4980901994005,2,0,2,0
556,(주)코디엠,224060,17-Dec,제조업,10.01,-5.51,-5.87,-76.1,-1.59,2.32,164.59,-7.08,7.72,11.16,1.14,-9.28,7.14,15.64,10.25,505.44,450.06,423.36,36.8,247.83,2.54,-6.27,0.0930097471355143,-0.0626935382206659,0.2249685622185552,0.073385826418491,-0.0643940199972295,0.9069902528644856,0.1590575825394394,0.5411847446905312,-0.0522828212460036,7.784983279290962,-10.6,-42.94,66.07,2.54,11.31,9.46,88.69,14.724695379570884,25.231491358290125,2,0,2,0
74,(주)동운아나텍,94170,17-Dec,제조업,40.28,-5.68,0.24,0.81,-13.85,0.19,1593.88,0.31,18.36,18.43,1.28,-10.53,5.02,96.65,61.74,249.94,886.15,167.15,37.34,49.3,4.17,-7.29,0.3817349315379261,-0.0729003456050114,0.1227496890332018,0.0098442901256268,0.4813704777983541,0.6182650917537224,0.2793705052011023,0.3776229074666596,-0.0419885774561445,7.632799773950011,0.42,-8.72,0.58,19.8,24.67,5.83,75.33,-222.5650347153856,-334.53242055831254,2,0,2,0
482,(주)장원테크,174880,17-Dec,제조업,53.78,-3.54,9.04,24.57,3.55,0.8,47.74,8.98,29.33,26.0,0.94,-5.24,10.91,1.74,57.6,109.71,1873.44,89.52,3.31,44.94,2.54,-3.31,0.365483861963453,-0.0331027080062883,0.1533514326384103,0.0227854890626515,0.3626842178058654,0.6345161492422056,0.1088118333052899,0.6256326504743182,0.0298035993137641,7.950562612952942,-10.94,-18.55,-12.44,20.65,14.07,13.01,85.93,-44.72458764165349,-194.71863948644227,2,0,2,0
0,(주)CMG제약,58820,17-Dec,제조업,11.11,6.83,6.34,22.67,2467274.0,-2.82,84.87,2.4,0.76,12.51,0.38,2.85,3.01,2.51,11.87,746.28,179.9,673.66,64.2,34.9,3.86,2.57,0.1060904439997268,0.025707789169905,0.0346725202167093,0.0,-0.0310100417591232,0.8939095560002732,0.3967544410349987,0.2586593113420466,0.014133946883767,8.03968434077042,-1.27,3.12,25.98,0.0,43.43,5.81,56.57,-9.94630660758641,64.06674016650318,2,0,2,0
133,(주)멕아이씨에스,58110,17-Dec,제조업,13.16,-22.77,-18.43,-10.68,-1.78,5.26,24.09,-6.97,3.21,12.68,0.36,-21.98,5.07,0.71,188.0,794.99,293.6,538.75,31.75,341.89,0.57,-8.2,0.6527755634023348,-0.0820054542404422,0.1561686803290675,0.0383988847169639,-0.0809995477251136,0.3472244365976652,0.5327079261359079,0.6368621796272632,-0.0428244212417538,7.356844046769307,-9.15,-17.62,8.61,60.4,41.38,3.25,58.62,30.827536404353378,-8.099780269746201,2,0,2,0
635,(주)포인트엔지니어링,176560,17-Dec,제조업,60.53,14.01,28.0,51.06,19.21,1.12,66.25,21.34,39.93,32.15,0.76,18.3,5.19,1.44,71.82,110.33,3047.94,100.53,3.64,52.59,1.82,10.68,0.4179930691622996,0.2136468187544886,0.1852383086425179,0.0373007227088706,0.5243867005700898,0.5820069308377004,0.1275937112856867,0.6113506226583306,0.2994513150984116,7.812500126014343,0.0,0.0,0.0,29.59,32.4,22.08,67.6,0.0,0.0,2,0,2,0
413,(주)웹스,196700,17-Dec,제조업,60.36,-2.53,4.86,5.51,1.21,1.61,26.03,2.26,8.96,10.23,0.46,-1.96,9.61,1.07,69.51,109.1,1137.4,80.14,3.24,48.08,1.15,-1.17,0.4100554001328113,-0.0117392758211373,0.1712153005145017,0.020423156599406,0.2966281851176388,0.5899445998671887,0.2332377518822945,0.6114736441386021,0.0099529619019913,7.819715086221421,-0.34,6.06,12.59,36.3,25.47,4.72,74.53,-65.12465093658396,-139.9277282904609,2,0,2,0
946,피씨엘(주),241820,17-Dec,제조업,2.64,-764.45,-600.38,-695.03,-516.62,-1.77,-38.63,-19.14,0.12,-7.19,0.04,-33.8,2.35,0.2,2.83,3144.36,346.07,3143.01,78.1,281.47,0.54,-31.23,0.0275433225064734,-0.3123295236941305,0.0722063718482406,0.0084225700603239,-0.6053897767219215,0.9724566774935266,8.439447193985913,0.1933641820830094,-0.3299076057319874,7.2006807126494765,78.3,88.95,-14.03,0.0,36.47,65.91,63.53,-71.52195590353436,-65.31011063905419,2,0,2,0
76,(주)동일기연,32960,17-Dec,제조업,9.21,21.12,15.21,74.1,2467274.0,-2.21,522.16,7.27,7.35,31.78,0.5,11.87,8.97,7.73,10.88,951.9,1340.19,779.71,70.79,55.65,5.12,10.56,0.0981276711755356,0.1055554230643412,0.0462438394611828,0.0,1.1228271152106255,0.9018723288244644,0.3458159278852574,0.20905791644298,0.0346522747435943,7.857354482032909,9.46,16.32,21.74,0.0,41.52,3.5,58.48,120.54166458810248,36.739897818484245,2,0,2,0
744,동일금속(주),109860,17-Dec,제조업,17.1,5.34,6.71,24.05,15.2,-3.07,40.01,3.92,20.36,8.75,0.59,3.7,12.26,2.55,19.48,210.28,2899.92,140.67,15.79,26.46,3.69,3.14,0.1630482349806822,0.0314017302294305,0.0378799805732886,0.0095318094001475,0.665922278252812,0.8369517650193178,0.0622196415900965,0.6989985732100024,0.0231047911636189,8.086356388343368,1.36,66.64,20.71,6.0,10.15,6.42,89.85,78.51683341536877,3.2795027414682285,2,0,2,0
809,아미코젠(주),92040,17-Dec,제조업,39.11,-4.85,15.72,24.33,1.96,1.12,34.06,7.08,15.75,13.32,0.48,-5.4,4.86,1.15,41.06,159.99,1858.95,101.14,16.64,29.73,1.7,-2.31,0.2910592717797772,-0.0230784149385359,0.0824399274849348,0.0223244931571859,0.1268247593525407,0.7089407282202228,0.3109229759777132,0.5563479694720069,0.0122356907544243,8.2135568337729,11.74,31.76,6.81,14.27,33.67,3.25,66.33,-54.62833645092456,-287.91329443008743,2,0,2,0
483,(주)정다운,208140,17-Dec,제조업,50.7,12.27,11.12,32.09,15.48,0.27,88.22,13.29,39.75,34.16,1.26,29.03,16.66,3.2,70.69,187.08,1914.32,177.92,25.87,16.95,2.7,15.42,0.4141367675463092,0.1542450566509396,0.0503448256516915,0.0239691810737605,0.3657940035895404,0.5858632324536908,0.104734784707038,0.4443032850977499,0.1728708190812564,7.828521615521599,10.95,20.96,39.44,29.88,24.22,21.3,75.78,239.7633851081189,1120.3847508373242,2,0,2,0
968,한양디지텍(주),78350,17-Dec,제조업,39.81,-2.84,4.2,16.73,-14.8,0.13,36.45,5.47,15.34,14.33,1.23,-5.23,10.19,3.2,48.59,96.12,792.77,83.68,-1.04,32.6,3.69,-3.48,0.3270273866814649,-0.0348429756504184,0.087334645809258,0.0086908769128499,0.4475763162283056,0.672972613318535,0.1205825053224335,0.7425114662244465,-0.042869553231291,7.770118111424693,-10.68,-27.37,-13.03,6.35,8.57,16.92,91.43,-634.9567084422036,-214.18156025909937,2,0,2,0
316,(주)에스텍파마,41910,17-Dec,제조업,13.08,3.96,20.04,58.97,11.32,0.32,36.91,7.91,6.59,13.47,0.39,1.88,4.14,1.04,15.49,421.85,1424.27,294.09,36.46,195.67,2.31,1.56,0.1341064336657123,0.0155865901266801,0.2216637618091073,0.0135582229385968,0.4815177988214906,0.8658935663342877,0.2240967933330229,0.5221092575087848,0.0260882454478577,7.986104068871646,-0.64,0.77,-11.94,6.2,29.04,2.66,70.96,-8.660300822702274,-63.48873339132347,2,0,2,0
102,(주)딜리,131180,17-Dec,제조업,8.13,4.99,6.13,66.04,2467273.56,-0.59,74.0,5.08,17.34,12.99,0.85,4.55,8.89,4.81,8.34,850.69,1930.23,674.51,56.35,137.63,13.57,4.25,0.0769899343244942,0.0424797923205769,0.103311216864503,2.665127289144457e-07,0.694650406084672,0.9230100656755056,0.2361173665798643,0.3614389755744054,0.0412461072980484,7.787984591744695,5.34,6.29,31.74,0.0,28.46,6.47,71.54,-34.07216679412546,-38.54465424776139,2,0,2,0
449,(주)이미지스테크놀로지,115610,17-Dec,제조업,13.42,-18.77,6.27,45.65,2467274.0,-0.5,-434.29,5.68,7.2,-3.22,0.82,-17.52,10.76,88.15,14.2,648.54,694.24,489.86,64.47,182.84,6.0,-15.3,0.1243570866442822,-0.1529890827578338,0.2148859079061754,0.0,0.3012182787115417,0.8756429133557178,0.269691734044112,0.2378103312793286,-0.1556759398417793,7.484012212697078,-18.25,-26.83,-38.67,0.0,7.87,4.11,92.13,-948.9210821529106,-758.1281757630084,2,0,2,0
229,(주)슈프리마에이치큐,94840,17-Dec,제조업,3.32,16.25,16.87,72.86,2467274.0,-2.81,117.03,3.74,5.47,5.43,0.22,3.95,6.73,5.53,5.4,1345.01,2315.58,1223.12,39.22,323.12,4.24,3.66,0.0512761687611942,0.0365649874750674,0.1017876227025401,0.0,0.7892740735052409,0.9487238312388058,0.2193904349328089,0.5762998552738625,0.0291511107406161,8.111543063982808,3.25,1.09,-10.86,0.0,34.9,5.95,65.1,2.0375339103013044,20.60629861049008,2,0,2,0
354,(주)엘디티,96870,17-Dec,제조업,6.57,-40.33,-13.75,-153.3,2467274.0,-0.39,23.94,-10.98,2.8,4.79,0.65,-29.57,8.47,3.94,7.71,749.65,325.02,488.2,39.61,273.98,5.42,-26.05,0.0716193236667039,-0.260456695087566,0.1670681288736027,0.0,-0.2143351391505163,0.928380676333296,0.2313526027112912,0.5428733664819447,-0.0684088105249091,7.067821309730542,-32.13,-28.7,22.32,0.0,12.54,4.16,87.46,31.76545911651153,-57.11893650002191,2,0,2,0
98,(주)디지아이,43360,17-Dec,제조업,5.96,2.19,2.69,17.09,32.97,-1.04,33.15,1.27,5.5,8.03,0.47,1.11,3.09,1.93,8.0,972.42,1082.1,877.25,48.18,12.18,6.26,1.03,0.0741152911585502,0.010287198864892,0.0067235622573994,0.0041443099534343,0.6636013988267764,0.9258847088414498,0.2395166775653197,0.4630147888973757,0.0102790599272167,7.7209226512794356,0.02,-5.78,30.41,0.63,26.14,7.35,73.86,408.1100081029781,512.3533652513079,2,0,2,0
54,(주)대성미생물연구소,36480,17-Dec,제조업,10.16,6.48,10.82,57.98,77.35,-0.33,76.5,7.48,12.65,28.39,0.68,5.25,6.91,1.86,14.81,622.51,1594.55,402.14,46.26,170.39,4.34,4.43,0.1289719338129601,0.0442550089499278,0.1508575055029893,0.0046520790111683,0.6369687088540807,0.8710280661870399,0.217679931277532,0.4488542630065344,0.0566499596895596,7.541360281875452,-2.32,-6.82,-21.94,3.45,30.06,3.63,69.94,-59.69477259559734,-65.34783890362806,2,0,2,0
465,(주)인바디,41830,17-Dec,제조업,4.67,20.73,19.74,334.16,2467274.0,-0.89,156.86,16.43,13.63,44.17,0.89,19.44,8.02,3.12,5.17,1509.12,1556.25,1296.08,62.62,225.85,18.22,18.49,0.049172368122775,0.1849091166368801,0.1003634688032541,0.0,0.9216317787645936,0.950827631877225,0.4778432468420855,0.3293801382899822,0.23818401301807,8.049313964009148,15.42,16.76,16.79,0.0,74.49,9.39,25.51,12.971969122938445,13.78385955601839,2,0,2,0
295,(주)앤디포스,238090,17-Dec,제조업,8.98,15.42,16.98,72.78,151.55,-1.94,36.69,9.58,6.95,18.78,0.58,10.03,6.57,1.85,15.16,592.37,1068.64,539.26,38.4,95.72,5.11,8.89,0.131674484372626,0.0889444380391366,0.0746564209682814,0.0058541235658575,0.3594667310223994,0.8683255156273739,0.139842134909037,0.5380090585769745,0.1001800016359978,7.967202762135278,4.43,-45.21,-25.84,0.7,31.35,14.78,68.65,-45.9173731341579,-45.92720746481418,2,0,2,0
419,(주)위지트,36090,17-Dec,제조업,18.78,11.42,12.25,19.76,7.98,0.08,90.56,5.59,1.13,17.82,0.54,8.17,4.52,2.29,39.41,231.88,166.63,168.22,17.77,88.65,2.36,6.18,0.2826937913805772,0.0618070009740437,0.1194476868334694,0.0316348003352535,0.157502464685875,0.7173062086194228,0.1547198334523924,0.687574915466173,0.0578671015127725,7.93396441046128,45.89,-15.93,21.59,17.23,26.17,6.83,73.83,3.3350824334348994,5.8616472089247775,2,0,2,0
409,(주)월덱스,101160,17-Dec,제조업,95.27,7.78,11.02,17.28,5.82,2.18,100.48,8.91,10.97,39.67,0.79,13.94,7.12,1.91,106.4,103.1,645.55,55.18,1.43,19.71,1.42,6.15,0.5155015924003331,0.0614799424635292,0.0909563611846206,0.0311952270862252,0.1456189927347833,0.4844984167057057,0.1505056474706743,0.5240987858062424,0.1011480711629598,8.040670500804199,-4.38,4.52,27.77,40.54,27.85,3.62,72.15,205.1867397129577,1294.874156481835,2,0,2,0
283,(주)아이티엑스에이아이,99520,17-Dec,제조업,55.94,-1.08,-3.68,-10.67,1.01,0.84,64.77,-4.11,4.07,18.61,1.16,-2.14,7.96,3.7,62.56,160.02,208.53,80.19,20.65,2.97,2.83,-1.26,0.3848496270774452,-0.0126065998287839,0.0102275658848956,0.0351594168612369,-0.4364806616293935,0.6151503729225548,0.2549652350013824,0.4493750107491128,0.0146152701990542,7.445748632760206,9.14,19.13,26.83,26.76,26.75,4.73,73.25,1208.8425087250655,95.1413140073948,2,0,2,0
