,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율,매출액순이익률,CASH FLOW 대 매출액비율,CASH FLOW 대 부채비율,이자보상배율(이자비용),금융비용 대 총비용비율,설비투자효율,CASH FLOW 대 총자본비율,자본금회전률,총자본투자효율,총자본회전률,자기자본순이익률,매출채권회전률,유형자산회전율,부채비율,유동비율,자기자본배율,당좌비율,순운전자본비율,현금비율,타인자본회전률,총자본순이익률,매출액총이익률,매출원가 대 매출액비율,차입금의존도,재고자산회전률,총자산부채비율,현금비율(CASHTA),유보이익대총자산비율,판매관리비대매출액,고정비율,log총자산,총자본증가율,유동자산증가율,매출액증가율,총자산영업이익률,순이익률,이자비용/부채,영업이익증가율,순이익증가율,업종,규모,층화,label
0,(주)CMG제약,58820,17-Dec,제조업,11.11,6.83,6.34,22.67,999999999.0,-2.82,84.87,2.4,0.76,12.51,0.38,2.85,3.01,2.51,11.87,746.28,179.9,673.66,64.2,34.9,3.86,2.57,43.43,56.57,0.0,5.81,0.1060904439997268,0.0346725202167093,-0.0310100417591232,0.3967544410349987,0.2586593113420466,8.03968434077042,-1.27,3.12,25.98,0.014133946883767,0.025707789169905,0.0,-9.94630660758641,64.06674016650318,2,0,2,0
1,(주)ES큐브,50120,17-Dec,서비스업,5.08,4.86,4.97,5.37,2.86,1.0,64.47,1.68,1.15,7.08,0.34,2.41,13.8,3.83,45.42,1378.49,174.95,1153.05,44.7,654.97,1.07,1.65,27.1,72.9,27.01,4.53,0.312348525689789,0.2290067616072435,0.2351190854776546,0.2081177718419123,0.5180174625062556,8.024863688244848,0.69,0.3,4.25,0.0213072543325395,0.0164687927996543,0.0235937692425081,4.048002791247366,-91.93203097323914,1,0,1,0
2,(주)가비아,79940,17-Dec,서비스업,29.43,8.32,16.48,57.21,53.72,-0.3,108.49,14.36,17.17,36.5,0.9,8.88,7.68,2.62,33.52,224.87,823.81,219.17,27.52,101.89,3.67,7.46,48.1,51.9,7.2,76.48,0.251052746136632,0.2245946667220062,0.3963396975425217,0.371650199860278,0.5043326795948113,8.125099126683406,6.03,9.75,13.74,0.098095450803258,0.0746171594897738,0.0074729937061764,1.2980686748117956,-4.992019304979473,1,1,4,0
3,(주)강스템바이오텍,217730,17-Dec,제조업,26.01,-126.27,-116.58,-46.87,-8.15,4.59,-10.95,-22.56,1.12,-1.37,0.19,-46.19,20.71,0.69,92.79,396.43,302.13,369.34,40.0,61.46,0.4,-24.43,35.68,64.32,30.19,5.29,0.481298885723778,0.0829216030287434,-0.7583664468674206,1.6420515893076697,0.4651152941253242,7.673932604153962,0.0,0.0,0.0,-0.248050976942828,-0.243699447514933,0.0610214042002833,-28.739371723143336,-38.93286749092661,2,0,2,0
4,(주)고려시멘트,198440,17-Dec,제조업,29.88,1.15,3.61,8.22,16.79,-0.15,31.72,2.73,28.76,12.85,0.76,1.3,2.96,1.83,49.73,166.67,2539.18,152.27,13.3,2.92,2.28,0.87,13.33,86.67,8.83,26.32,0.3321278387374978,0.0058215789527277,0.2821325935899066,0.098882337536788,0.6673937678813948,8.064014557917147,0.0,0.0,0.0,0.0520810979342539,0.0173239034801204,0.0093385615573176,0.0,0.0,2,0,2,0
5,(주)고영테크놀러지,98460,17-Dec,제조업,20.01,13.15,12.09,56.02,6141.06,-0.2,259.28,11.98,29.74,32.01,1.02,16.76,3.33,8.27,27.21,499.8,2357.41,430.73,62.9,142.52,4.98,13.36,64.65,35.35,0.0,9.72,0.2138822343065285,0.2242217306165662,0.7635989708654979,0.4313359475615477,0.2136903796128,8.3121929861037,5.17,4.17,18.38,0.2185649596789014,0.1335607961245319,0.000174300520987,31.835407555481947,-10.058050245573124,2,1,5,0
6,(주)골프존,215000,17-Dec,서비스업,27.41,39.68,28.89,89.92,52.52,-0.5,123.58,22.79,63.77,34.14,0.91,51.19,13.6,2.77,33.95,309.32,6032.07,284.03,42.84,212.93,3.04,35.96,65.5,34.5,12.81,15.52,0.2534392120887214,0.4358034367149705,0.4622486175763554,0.467810343733938,0.3669320037508689,8.404273250322788,34.99,78.87,-7.77,0.1696499539744912,0.3595761099160958,0.010841698621466,-17.57143081288123,117.29654342175476,1,1,4,0
7,(주)골프존뉴딘홀딩스,121440,17-Dec,서비스업,24.1,-10.1,3.44,2.88,2.81,2.29,5.95,0.97,9.98,3.08,0.28,-4.2,40.0,0.54,51.02,97.2,2338.7,63.78,-0.45,39.77,0.88,-2.85,47.15,52.85,27.5,5.76,0.3378558973889668,0.0634705297640016,0.253387019875371,0.3852764389334198,0.844880538279404,8.878809477164499,-0.56,14.69,-12.13,0.024283849152062,-0.0284525072220003,0.0268294415611135,-50.21717433004418,-850.408680981307,1,1,4,0
8,(주)광림,14200,17-Dec,제조업,68.22,-17.46,-4.42,-5.96,-3.19,2.23,17.01,-2.87,5.58,4.75,0.62,-15.47,8.29,2.09,93.2,106.4,386.08,76.78,2.26,43.08,1.25,-10.79,2.98,97.02,31.48,5.6,0.4824013920751819,0.1521369853718359,0.0845227743686826,0.1213147791373186,0.6242601815319045,8.318185051900803,-9.38,-11.28,54.85,-0.0565264825923174,-0.1078568682768968,0.035781787636539,-7301.0606960308305,-1144.4919407694406,2,1,5,0
9,(주)구영테크,53270,17-Dec,제조업,146.65,0.91,8.27,9.45,2.37,1.48,44.88,6.63,15.14,20.27,0.85,2.61,8.56,1.46,235.08,78.36,555.59,53.8,-9.47,15.72,1.25,0.77,15.17,84.83,50.83,7.51,0.7015606833577703,0.0688093193548699,0.167268574002128,0.1137457528899923,0.6570213960525242,8.271864094047707,12.15,18.47,1.03,0.0321764212639123,0.0076735810143388,0.0199962326189577,31.20573278259841,-46.61464335581821,2,1,5,0
10,(주)국보디자인,66620,17-Dec,제조업,62.05,4.93,5.61,23.35,3543.84,-0.57,1017.16,9.25,72.18,46.62,1.68,14.33,402.51,36.13,65.57,220.15,2647.57,220.15,45.03,43.1,3.96,8.26,16.98,83.02,0.0,0.0,0.396016612918292,0.1615169181073454,0.5438602340899047,0.0840631053005725,0.1749173440610471,8.215853507144129,3.74,5.15,34.38,0.1438244584991305,0.0826488333639992,9.589996540076807e-05,120.75618440280644,24.238845944849828,2,1,5,0
11,(주)국영지앤엠,6050,17-Dec,제조업,21.36,2.28,-2.43,-11.33,17.57,-0.06,30.51,-2.31,3.64,14.66,0.95,2.78,16.26,1.98,25.64,266.88,301.54,238.44,28.37,64.83,4.4,2.17,5.03,94.97,4.16,17.33,0.2040734269050868,0.1102408856071501,0.3132517870152709,0.0278893044203843,0.5462187698758334,7.820208042840748,0.65,1.42,22.16,0.0214061088600539,0.0217288179847911,0.0056121298081569,466.7860228665581,271.36520338363124,2,0,2,0
12,(주)그래디언트,35080,17-Dec,서비스업,131.53,-1.8,4.24,14.15,13.33,-0.05,291.89,8.33,116.42,9.5,1.83,-20.37,5.08,60.89,143.09,125.96,1039.09,111.83,14.05,13.71,3.09,-3.28,10.89,89.11,3.48,27.68,0.5886377057297453,0.0742049913507971,0.0970416199372496,0.1004871011190255,0.3184506340144652,9.256364913970236,-12.97,-13.12,-7.91,0.0153769736658669,-0.0328178304566315,0.0019484194385987,-39.77134416174787,-63.11946600211975,1,1,4,0
13,(주)글로벌스탠다드테크놀로지,83450,17-Dec,제조업,27.73,9.68,5.57,37.61,212.37,-0.02,170.14,8.86,34.95,54.44,1.7,23.25,11.73,5.38,30.82,266.78,1587.44,161.51,35.36,87.97,6.17,16.43,34.43,65.57,3.91,7.1,0.2355952381522038,0.18649562728931,0.5981208286832579,0.2076084964380368,0.4344136755590922,8.01030279396461,14.53,7.6,79.3,0.2321171163585636,0.1642941524768893,0.0039740948118421,356.35911691687625,239.25642540569496,2,1,5,0
14,(주)금빛,45890,17-Dec,제조업,88.33,-7.4,2.57,2.89,0.03,2.47,41.76,1.71,5.57,15.17,0.66,-11.04,4.07,1.8,144.41,135.38,340.41,83.6,12.78,9.98,1.19,-4.9,25.85,74.15,40.85,3.83,0.5908528694416348,0.0360572801741513,0.0054729411807199,0.2576892874019177,0.5107600008161476,8.039957250371652,-0.97,19.48,-3.64,0.0005366463761239,-0.0489755962998965,0.033445312107758,-98.58086251396035,-303.9995886651542,2,0,2,0
15,(주)금화피에스시,36190,17-Dec,제조업,22.48,9.79,19.14,83.07,539.47,-1.12,439.51,17.0,68.59,48.16,0.92,11.48,5.86,7.92,25.74,381.74,6130.28,379.24,50.37,56.22,4.39,9.02,20.75,79.25,1.27,220.32,0.2046795259322918,0.1005059084399671,0.7436699948490572,0.0429682179779896,0.317550481579219,8.364811958870648,7.72,9.23,-12.44,0.151626177391928,0.0902397140688005,0.0013393074599267,13.575669760677606,-15.736295013873,2,1,5,0
16,(주)기가레인,49080,17-Dec,제조업,87.49,-0.92,-2.4,-2.58,1.96,2.36,36.36,-1.32,6.04,13.02,0.59,-1.88,6.21,1.43,104.84,93.25,358.31,61.93,-2.88,9.53,1.05,-0.55,17.39,82.61,36.97,6.24,0.5118101357225873,0.0407145904141959,0.0013381996587283,0.121673481540379,0.6016972966770227,8.259183644792419,16.63,56.78,32.72,0.0310181318400079,-0.0054588571752633,0.0278906458822571,274.08328211150155,91.10107545628442,2,1,5,0
17,(주)기산텔레콤,35460,17-Dec,제조업,72.01,-8.73,-1.16,-2.09,-6.37,0.38,264.18,-1.05,8.71,7.55,0.88,-13.79,3.24,28.83,100.44,231.57,444.91,147.39,47.27,61.54,1.83,-7.67,14.33,85.67,0.0,3.29,0.5010892272374349,0.2253035291230538,-0.2851289810125246,0.194230393357491,0.1680273612889705,7.845949284791295,-5.49,-7.29,7.26,-0.0447613600175665,-0.0767387479996856,0.0146026589212122,-10.84656529435359,-109.81269767549342,2,0,2,0
18,(주)나노,187790,17-Dec,제조업,84.22,0.12,-1.05,-1.64,0.96,2.28,29.51,-0.84,21.34,13.49,0.84,-0.15,6.79,1.58,103.94,113.23,907.76,57.73,5.47,12.68,1.53,0.1,14.18,85.82,33.67,3.96,0.5096652660427423,0.0523822937272006,0.1902545644038119,0.1191150408188384,0.5323770171586213,7.961775338596014,9.75,24.86,51.72,0.0189882100132714,0.0010203779093936,0.0360093947845439,952.327854329761,27413.905096818267,2,0,2,0
19,(주)나노신소재,121600,17-Dec,제조업,4.73,14.98,17.72,133.43,114.62,-0.03,116.98,9.07,8.4,24.17,0.53,8.51,4.36,2.36,7.3,1573.4,1528.59,783.43,64.93,166.55,7.18,7.88,45.42,54.58,1.51,1.5,0.0680066789629438,0.0733931119985461,0.458020958075486,0.2670139959155446,0.3066672884946358,7.94921191915833,5.61,-1.29,10.84,0.0985097237416925,0.0788427461118552,0.0117213523743368,35.52337753464664,14.946503889355965,2,0,2,0
20,(주)나노엔텍,39860,17-Dec,제조업,69.31,-8.7,-2.76,-3.53,3.38,1.72,54.33,-1.55,1.95,17.91,0.54,-8.41,3.92,1.61,78.54,137.62,193.97,101.73,14.61,59.37,1.23,-4.71,43.61,56.39,29.6,3.82,0.4399089391203604,0.2304533860550424,-0.0930281962457495,0.3659091106681243,0.4657470247271789,7.627057397994816,-7.3,3.25,7.22,0.0379756576544438,-0.0470534966874168,0.0255312394425441,679.124028495473,85.99776903181548,2,0,2,0
21,(주)나무가,190510,17-Dec,제조업,306.66,-15.89,-6.53,-15.03,-18.62,0.48,-4.61,-11.81,135.63,-1.51,1.52,-79.31,11.57,4.51,365.56,88.79,1610.05,60.56,-7.39,19.52,2.18,-24.19,-4.77,104.77,41.4,9.65,0.7852067615110615,0.1285728078468513,-0.1820377543494221,0.0744801262323798,0.4151844351045597,8.153553660538899,-27.31,-38.05,-11.98,-0.1860918943357468,-0.2418892604763665,0.0143248162769695,-4601.971904616097,-876.9525832337928,2,1,5,0
22,(주)나스미디어,89600,17-Dec,서비스업,134.32,22.18,13.22,8.45,147.4,-0.43,699.91,5.03,26.39,25.99,0.41,22.56,3.35,10.11,147.29,140.61,2623.74,140.61,22.06,10.08,0.69,9.2,0.0,0.0,0.95,0.0,0.59562303947077,0.0547484202304937,0.2269510124127527,0.7148366368644771,0.2362900135957244,8.499641699222565,19.72,28.25,71.96,0.1182914538628177,0.0920035175791233,0.0013384047426974,122.23495517089178,122.81279134703584,1,1,4,0
23,(주)나이벡,138610,17-Dec,제조업,46.03,-40.74,1.52,0.71,-1.81,6.84,16.91,0.37,2.2,6.46,0.26,-23.13,3.64,0.66,108.31,175.61,411.34,133.25,16.71,92.73,0.48,-10.54,31.03,68.97,36.47,3.04,0.5199347597799846,0.204926701450111,-0.7308127536638013,0.489439475135163,0.6119099323337958,7.410783524276957,12.11,13.07,31.19,-0.0463357410706872,-0.1054027590098237,0.0470355363349933,54.84635811077322,15.181642110882407,2,0,2,0
24,(주)나이스디앤비,130580,17-Dec,서비스업,21.11,15.17,17.11,86.21,999999999.0,-1.36,2451.95,15.42,5.49,57.81,0.97,17.75,11.94,40.8,21.78,355.01,500.47,354.98,44.21,112.41,5.59,14.68,0.0,0.0,0.0,21479.78,0.1788277048563689,0.1949066688078123,0.5594144478064637,0.8000555874215673,0.3844779257003707,7.671433415298128,15.97,-4.07,24.49,0.1934733405438676,0.1467850395281819,0.0,30.762744096315625,11.966858006100308,1,0,1,0
25,(주)네오오토,212560,17-Dec,제조업,50.22,3.22,13.47,26.74,1.7,0.67,33.92,12.6,39.09,21.82,0.94,5.84,11.05,1.35,89.09,102.3,1841.52,80.85,0.61,27.08,1.97,3.04,6.67,93.33,33.97,17.64,0.4711443703684016,0.0719231179579771,0.4086949496419412,0.0541292363579593,0.7282785441711481,8.137058221868648,1.67,7.3,-8.75,0.0118105622786082,0.0304131134319818,0.0144667532004381,-84.0232847279824,-47.537795611804455,2,1,5,0
26,(주)네오위즈,95660,17-Dec,서비스업,12.37,-1.23,11.35,49.89,81.79,-1.05,1074.95,6.49,15.88,21.72,0.56,-0.57,8.1,31.51,14.96,576.68,2425.79,576.64,51.27,194.38,4.05,-0.69,47.18,52.82,0.03,22241.58,0.1301460468546954,0.2090865877341667,0.6520480513925612,0.4092887906432293,0.3797006334409691,8.483386689316186,-4.12,-3.98,-8.9,0.0349721539318255,-0.0068952069255389,0.0030917989265987,-53.67643597169855,-121.75623081295672,1,1,4,0
27,(주)네오위즈홀딩스,42420,17-Dec,서비스업,7.32,-3.68,6.88,26.3,58.57,-2.59,1054.86,2.43,39.73,12.82,0.35,-1.77,8.03,31.49,10.16,962.04,6255.12,961.85,57.31,205.83,3.6,-1.29,46.74,53.26,0.17,2963.0,0.0922212219937412,0.1368523794246234,0.3856963398357899,0.4099127959828239,0.3603702397697879,8.719975517423906,-1.61,-0.59,-8.35,0.0200886329572931,-0.0128503597076123,0.0035319727007132,-52.467223588014754,18.932213527246088,1,1,4,0
28,(주)네오티스,85910,17-Dec,제조업,63.72,-16.68,11.06,13.76,7.31,0.19,34.16,5.93,7.89,12.3,0.52,-14.48,3.26,1.46,75.84,107.57,822.16,92.11,2.74,22.86,1.37,-8.74,21.14,78.86,23.66,9.07,0.4313153109102769,0.0828504819463639,0.0993690364509752,0.1362731898564656,0.6101747461672634,7.908641792333481,-4.54,-5.04,8.24,0.0393713571105693,-0.0873854868458566,0.0140769442277968,29.05836637990305,-352.76898353705644,2,0,2,0
29,(주)네오팜,92730,17-Dec,제조업,18.95,21.55,18.46,108.65,999999999.0,-1.05,271.1,17.46,14.38,40.47,1.04,26.83,9.26,6.11,19.15,488.6,1275.44,434.88,61.79,47.08,6.29,22.4,74.85,25.15,0.11,11.92,0.1607359383020741,0.0748623238103623,0.5869811674286147,0.4867340671942262,0.2230785969515691,7.753543281211622,21.9,30.68,26.59,0.2720414427540527,0.2240071387963902,0.0,46.94825822171148,49.29570497568355,2,0,2,0
30,(주)네이블커뮤니케이션즈,153460,17-Dec,서비스업,15.66,-47.02,-3.57,-11.5,999999999.0,-1.28,88.39,-1.56,4.13,20.02,0.39,-21.21,3.73,1.86,15.66,530.53,817.93,496.82,58.28,260.15,2.93,-18.38,39.6,60.4,0.0,13.13,0.1353644800639656,0.3521478064293274,0.2370613055342293,0.8770395023862818,0.2818469354258595,7.489769527254077,-18.84,-22.77,-37.6,-0.1880124919530537,-0.1837992006707289,0.0,-3430.06561470756,-4307.242084572886,1,0,1,0
31,(주)네패스,33640,17-Dec,제조업,87.86,1.38,18.25,27.78,3.32,1.8,69.26,16.89,25.79,34.59,0.94,5.05,8.99,1.84,154.91,98.06,1183.3,89.63,-0.67,45.16,1.54,1.3,21.79,78.21,38.63,31.15,0.607703949789653,0.1556783729576173,0.1446344977640015,0.1501524759663756,0.6619802325638795,8.488721570716862,3.19,4.0,11.98,0.0636385451327656,0.0129939273153739,0.03147650398949,134.22308605982076,-78.0599379295286,2,1,5,0
32,(주)넥스턴바이오사이언스,89140,17-Dec,제조업,3.08,15.51,23.27,340.39,1532.55,-2.25,122.72,10.73,7.38,11.76,0.45,7.46,4.99,4.97,3.26,2781.54,1549.23,2581.81,80.02,1444.37,7.52,7.01,31.01,68.99,0.0,6.83,0.0315330992415945,0.4310064725103187,0.4916167034541145,0.0795864235840992,0.1699758870656397,7.976592423741751,-3.84,-11.69,-41.23,0.1042651050268289,0.0701491073629457,0.0011307004607668,-47.769663500837375,-60.52267635505461,2,0,2,0
33,(주)넥스트아이,137940,17-Dec,제조업,38.5,-4.54,1.36,1.27,0.84,1.52,81.3,0.58,8.97,9.06,0.5,-2.85,6.23,4.15,84.57,303.29,953.4,284.14,42.4,100.53,1.22,-2.27,31.95,68.05,34.85,15.83,0.458205664157869,0.2096953554657364,0.1936070513246259,0.2977811267120183,0.3673802802982773,8.142878782295137,40.52,33.72,50.82,0.0108510237204057,-0.0227105644122534,0.0315819069399788,-65.08619908296373,-176.230186294486,2,0,2,0
34,(주)넥스트엔터테인먼트월드,160550,17-Dec,서비스업,70.42,-7.89,-9.29,-6.99,-6.92,-0.34,20.96,-3.42,6.9,3.81,0.39,-5.98,3.33,1.97,96.16,165.57,931.85,165.5,23.54,40.88,0.86,-3.06,22.16,77.84,18.06,2860.36,0.4902055255736779,0.1467642132899351,0.1081289512121261,0.276165571155824,0.4056418110752413,8.409024840086442,11.25,0.8,-24.8,-0.021179295627916,-0.0306428086973004,0.006785496335279,-177.64083918610692,-309.25291745204373,1,0,1,0
35,(주)넵튠,217270,17-Dec,서비스업,8.17,156.32,-9.99,-7.37,-51.27,0.22,6980.3,-1.86,2.24,53.93,0.26,54.16,9.05,28.02,33.76,183.23,892.85,183.2,5.08,99.03,1.12,40.58,0.0,0.0,8.44,20800.1,0.2523781210146509,0.060478491958696,0.2518494522158518,1.4197046537853564,0.8880939735311256,8.042529568504955,130.32,5.86,11.96,-0.1089421083131034,0.4057664341837952,0.009139079593026,-176.28727330098394,903.5111506054732,1,0,1,0
36,(주)녹십자셀,31390,17-Dec,제조업,41.3,3.67,28.08,7.59,17.72,0.06,83.69,4.56,3.34,8.53,0.24,1.6,7.4,0.72,150.02,333.42,823.52,326.62,38.56,2.43,0.52,0.87,47.34,52.66,50.69,19.31,0.6000349658137789,0.004013826603282,0.011407740007025,0.3101423995665203,0.4492525968025755,8.080659086641168,173.07,371.05,64.06,0.0370452035131498,0.0083398751841126,0.0042440755548598,313.1283595315798,871.608375072551,2,0,2,0
37,(주)녹십자엠에스,142280,17-Dec,제조업,100.61,-2.38,6.79,19.55,0.26,0.5,114.98,10.85,20.58,20.1,1.57,-8.08,4.14,8.4,124.55,150.72,507.44,101.89,22.72,12.12,2.92,-3.75,15.66,84.34,16.57,7.18,0.5546553295550578,0.0542831584030106,0.1785013736100189,0.1552097310981942,0.3247107009882023,7.789329771164485,-3.21,0.45,14.19,0.0021335721733448,-0.0374576941410228,0.015183901853141,1552.1077818301642,8.411324857700874,2,0,2,0
38,(주)누리플랜,69140,17-Dec,제조업,82.84,-0.04,0.98,1.91,1.71,0.62,35.93,0.89,14.99,11.38,0.91,0.14,4.12,2.87,87.03,123.46,877.85,119.39,10.39,28.98,1.96,-0.04,20.53,79.47,14.17,50.48,0.4653214109578562,0.1283696610936966,0.2330306032745089,0.1918038755163376,0.4531347388172029,7.592596831270798,0.0,0.0,0.0,0.0129463547795038,-0.0003697141354578,0.0165300171219722,-33.54812138509367,-100.58095993118047,2,0,2,0
39,(주)누리플렉스,40160,17-Dec,서비스업,147.99,-4.97,4.13,5.35,1.9,0.77,47.88,3.47,19.5,8.83,1.06,-11.22,4.24,5.01,184.59,118.06,815.56,83.49,9.39,20.13,2.0,-5.27,25.42,74.58,25.37,8.19,0.6486173869859416,0.1046887469109693,0.0439433246129824,0.236510702256446,0.3860717281993817,8.146057193368536,71.74,97.67,129.05,0.0187503014353501,-0.0527395306993499,0.0185997356307461,-73.58952080815729,-189.9452575372144,1,1,4,0
40,(주)뉴로스,126870,17-Dec,제조업,95.51,-12.36,2.83,1.78,0.89,4.52,22.01,1.02,5.93,6.43,0.39,-10.83,1.52,1.17,135.5,143.02,656.22,103.09,17.45,15.93,0.72,-4.88,31.87,68.13,43.07,2.29,0.5753768615809167,0.0646150019956883,0.0865413042783756,0.2678978689446658,0.4199743371059324,8.09216444084474,19.75,18.46,1.53,0.0200350139654171,-0.0487823982511581,0.040726331534559,38.46502498346011,-608.7744233231991,2,0,2,0
41,(주)뉴보텍,60260,17-Dec,제조업,78.58,-2.32,-1.59,-4.54,-4.56,0.3,82.58,-2.12,3.33,21.55,1.32,-5.67,5.33,5.13,87.38,160.71,133.98,141.75,25.46,9.39,2.86,-3.06,25.72,74.28,21.07,15.47,0.4663187796982453,0.0393764509787529,-0.2605501077991302,0.2831048616432068,0.326027208563264,7.489913740572439,-1.26,-3.93,14.27,-0.034122689680406,-0.0305670468775291,0.0162168682084711,-184.9269729159046,-254.24996875917952,2,0,2,0
42,(주)뉴인텍,12340,17-Dec,제조업,150.58,-7.1,-0.36,-0.62,-1.93,1.51,46.92,-0.41,2.05,20.07,1.14,-21.12,5.35,2.55,197.74,94.2,60.03,59.34,-2.94,6.43,1.84,-8.08,8.12,91.88,38.37,6.49,0.6641333268000911,0.0325314917426355,-0.4924159604193038,0.1134423015407477,0.5236096865203198,7.64245038318254,-1.5,-3.13,5.01,-0.036664705674096,-0.0807550259986378,0.0306963304476517,82.50879990888669,62.99868465567666,2,0,2,0
43,(주)뉴파워프라즈마,144960,17-Dec,제조업,15.82,17.77,18.05,91.88,135.62,-0.67,109.79,13.42,25.55,31.08,0.78,16.91,11.43,2.9,17.11,431.28,2908.61,382.94,44.75,19.6,4.34,13.87,49.3,50.7,2.85,9.18,0.1460743425102169,0.0264734296518855,0.5385156731772226,0.275093468625531,0.4173751459897505,8.14770681342543,10.36,2.28,55.02,0.1700063569955731,0.1386901933650374,0.0069743367135312,81.33366670049192,68.72271544701562,2,1,5,0
44,(주)뉴프렉스,85670,17-Dec,제조업,115.37,2.82,8.0,16.87,5.58,0.82,64.91,10.27,23.71,30.04,1.35,9.39,8.38,2.76,155.7,106.27,673.88,52.52,2.83,7.67,2.19,3.82,11.28,88.72,35.31,5.55,0.6089132031962007,0.0346263232125648,0.1455871419876748,0.0665087213886194,0.5205199944019782,8.07523092091388,11.04,16.12,5.16,0.0625346802177737,0.0381754598495995,0.0181365565915861,692.7769382564807,273.10723599494884,2,1,5,0
45,(주)다나와,119860,17-Dec,서비스업,19.25,12.56,11.97,80.63,188.63,-0.97,487.39,13.87,21.85,30.58,1.3,19.03,14.07,29.7,20.77,452.75,1175.47,428.64,56.22,117.27,9.0,16.29,0.0,0.0,1.26,42.18,0.1720131291042587,0.1868872269840472,0.6032134547726361,0.858328285765759,0.2784661738082409,7.96773725553671,26.98,26.64,67.07,0.1837214699271266,0.1628616586888004,0.0067589668148503,78.62626850617637,51.24531816552894,1,1,4,0
46,(주)다날,64260,17-Dec,서비스업,137.48,6.18,-26.8,-16.14,6.12,0.53,898.36,-9.87,7.57,8.69,0.4,7.49,5.55,51.32,157.45,152.85,753.5,152.18,28.22,19.35,0.65,2.49,0.0,0.0,32.71,80.07,0.6115814188506753,0.1033319162768281,0.0420436505247404,0.9001471338508862,0.1838007763520288,8.67162382747846,21.07,23.28,29.52,0.0402740034468927,0.0249311041150303,0.0106095437151534,230.1960238988408,373.259717700764,1,1,4,0
47,(주)다산네트웍스,39560,17-Dec,제조업,97.58,-0.81,-1.62,-2.73,0.01,0.89,135.7,-1.44,23.63,16.63,0.86,-1.3,4.15,5.88,111.4,128.82,935.33,107.32,13.3,19.04,1.51,-0.7,34.16,65.84,20.63,7.43,0.5269668270176158,0.0878988045076699,-0.0679361519020049,0.3414820056584607,0.4054240409705431,8.538554235356475,-6.92,-5.65,37.81,8.59702225401913e-05,-0.0069611412989936,0.0197821980334177,43365.33506409216,93.94585692286456,2,1,5,0
48,(주)다우데이타,32190,17-Dec,서비스업,267.39,14.61,-36.71,-5.16,49.39,0.28,242.21,-4.37,84.3,4.49,0.14,7.9,27.64,6.18,553.47,210.16,2469.36,209.99,45.08,4.71,0.16,1.99,42.13,57.87,28.68,220.58,0.8469706221516541,0.0192676332464722,0.0245118093392531,0.2022596122031243,0.140058867058465,10.132317882950224,33.29,36.12,17.12,0.0297929329966449,0.0198712299577234,0.0007179299652023,33.85253679422892,35.492705658911134,1,1,4,0
49,(주)다원시스,68240,17-Dec,제조업,58.47,4.84,-19.4,-12.59,2.55,2.69,35.2,-6.16,9.22,10.14,0.38,4.08,1.55,1.38,95.9,163.71,1429.14,154.08,19.02,16.61,0.82,1.83,32.58,67.42,37.09,15.84,0.4895315422867832,0.0547661556403795,0.1420148829972417,0.2465997887747368,0.5113851262327379,8.545183390493264,47.43,24.24,50.23,0.0299852119718543,0.0183365775582726,0.0255556364743325,-4.425228709451181,-20.180467298451525,2,1,5,0
50,(주)대동스틸,48470,17-Dec,제조업,20.86,6.8,-0.93,-5.81,1421.75,-0.65,102.08,-1.07,18.1,14.48,1.27,9.97,4.33,7.93,22.46,403.62,1296.3,262.87,51.72,55.65,9.66,8.66,10.3,89.7,0.0,5.6,0.1833787875605605,0.0948053542270453,0.6585390280904693,0.0417819107919592,0.3124019326848221,7.89965413140184,26.56,44.57,32.75,0.0780168061795102,0.0865719338536377,0.0004159790375591,27.010363993270023,42.2507644863838,2,0,2,0
51,(주)대륙제관,4780,17-Dec,제조업,42.68,4.88,9.81,35.61,25.39,0.17,99.48,12.53,24.79,28.75,1.3,9.95,5.66,3.77,54.29,207.34,1258.3,145.39,29.69,44.36,3.6,6.35,13.18,86.82,10.78,7.57,0.3518675593244161,0.1226980307052899,0.530947334458532,0.0659033707459195,0.4264656534255361,8.188575583672428,3.99,2.51,5.85,0.085834312792778,0.0635159418220985,0.009347107924506,-31.47462741275365,-33.71730657037183,2,1,5,0
52,(주)대림제지,17650,17-Dec,제조업,51.03,2.76,4.41,4.8,13.52,0.24,14.27,2.18,26.23,8.21,0.49,2.5,4.25,0.72,83.36,73.34,2893.67,64.91,-7.42,21.25,1.09,1.36,11.67,88.33,28.52,21.07,0.4546105102338541,0.0591282610251359,0.4056518620833296,0.0744583809519952,0.7959121754809002,8.377954814555995,0.0,0.0,0.0,0.027637763519318,0.0180611986180321,0.0055978081945993,-30.74501128935613,-80.83961626342646,2,1,5,0
53,(주)대명소노시즌,7720,17-Dec,서비스업,96.35,7.48,3.54,2.96,1.44,1.82,17.29,1.99,4.67,12.87,0.83,10.98,9.85,1.49,206.03,58.09,211.21,48.07,-13.19,7.5,1.41,6.21,18.26,81.74,21.35,24.42,0.6732321814132227,0.023602955949129,0.0047264062803091,0.1494267178217886,0.8171186399413444,8.622299052403664,181.18,-31.79,8.31,0.0274875146256126,0.0620543698350072,0.0324142981679966,2968.4237827641764,1204.1859337592034,1,1,4,0
