일자,기관,개인,외국인,기타,전체
"2020/02/14","1540383","471886","14250756","0","16263025"
"2020/02/13","2011492","456849","15034345","0","17502686"
"2020/02/12","1171900","360727","16067224","0","17599851"
"2020/02/11","1075710","323618","10552741","4000","11956069"
"2020/02/10","1127769","444002","8392997","0","9964768"
"2020/02/07","1477584","339065","9831264","10000","11657913"
"2020/02/06","1387221","338086","10797812","0","12523119"
"2020/02/05","1748440","664892","9261021","0","11674353"
"2020/02/04","1980810","416326","12520167","0","14917303"
"2020/02/03","1718168","649752","13643166","0","16011086"
"2020/01/31","1494894","432698","13894851","0","15822443"
"2020/01/30","2376552","492485","15642006","0","18511043"
"2020/01/29","1108483","515963","13292306","0","14916752"
"2020/01/28","2691153","430117","14314360","0","17435630"
"2020/01/23","1331920","208829","9567210","0","11107959"
"2020/01/22","1520862","401322","10072184","0","11994368"
"2020/01/21","1777305","350294","10915896","0","13043495"
"2020/01/20","2106320","228950","12040128","0","14375398"
"2020/01/17","1361106","261099","8947104","0","10569309"
"2020/01/16","2619095","388896","10686005","10000","13703996"
"2020/01/15","1476102","418582","10416742","0","12311426"
"2020/01/14","1533817","461796","10979226","0","12974839"
"2020/01/13","2069673","508477","10787925","0","13366075"
"2020/01/10","1611565","723150","10531893","0","12866608"
"2020/01/09","1776340","325995","8842149","0","10944484"
"2020/01/08","1669330","498257","15709920","0","17877507"
"2020/01/07","1584978","372098","10808689","0","12765765"
"2020/01/06","2139181","406918","11616872","0","14162971"
"2020/01/03","2457478","335579","10330737","0","13123794"
"2020/01/02","1343010","279727","7648309","0","9271046"
