종목코드,종목명,수량_공매도잔고수량,수량_상장주식수,금액_공매도잔고금액,금액_시가총액,비중
"315640","딥노이드","0","9277746","0.0","7.1902532E7","0.00"
"317120","라닉스","0","9660000","0.0","5.76702E7","0.00"
"042510","라온시큐어","0","38666746","0.0","1.0730022E8","0.00"
"232680","라온테크","0","12339234","0.0","1.70281429E8","0.00"
"300120","라온피플","0","10557856","0.0","1.53616805E8","0.00"
"171120","라이온켐텍","15147","18893576","112542.0","1.4037927E8","0.08"
"069540","라이트론","0","26061956","0.0","1.02162868E8","0.00"
"347700","라이프시맨틱스","0","10227950","0.0","5.6151446E7","0.00"
"214260","라파스","0","8617416","0.0","3.23583971E8","0.00"
"200350","래몽래인","0","6258519","0.0","1.00136304E8","0.00"
"171010","램테크놀러지","0","13836057","0.0","8.3293063E7","0.00"
"084650","랩지노믹스","0","33991623","0.0","2.47798932E8","0.00"
"217500","러셀","0","31812000","0.0","1.073655E8","0.00"
"141080","레고켐바이오","670404","24303258","2.9698897E7","1.076634329E9","2.76"
"060300","레드로버","102484","29231297","187546.0","5.3493274E7","0.35"
"038390","레드캡투어","0","8589480","0.0","1.51604322E8","0.00"
"294140","레몬","28885","37000000","179376.0","2.2977E8","0.08"
"228670","레이","0","13306534","0.0","2.94074401E8","0.00"
"228850","레이언스","0","16591014","0.0","1.52637329E8","0.00"
"412350","레이저쎌","0","8425772","0.0","1.23858848E8","0.00"
"281740","레이크머티리얼즈","0","65730548","0.0","2.76068302E8","0.00"
"277810","레인보우로보틱스","0","16135214","0.0","3.70303161E8","0.00"
"215100","로보로보","0","20348454","0.0","1.43456601E8","0.00"
"090360","로보스타","47617","9750000","852344.0","1.74525E8","0.49"
"108490","로보티즈","0","11932423","0.0","2.07027539E8","0.00"
"900260","로스웰","0","180156443","0.0","5.4587402E7","0.00"
"067730","로지시스","0","9673922","0.0","4.6870152E7","0.00"
"071280","로체시스템즈","0","15296603","0.0","9.132072E7","0.00"
"038060","루멘스","0","48103069","0.0","5.3153891E7","0.00"
"085370","루트로닉","0","26322169","0.0","4.77747367E8","0.00"
"08537M","루트로닉3우C","0","241503","0.0","6617182.0","0.00"
"060240","룽투코리아","27227","25429284","125925.0","1.17610439E8","0.11"
"058470","리노공업","56835","15242370","7246463.0","1.943402175E9","0.37"
"039980","리노스","193344","45713596","165309.0","3.9085125E7","0.42"
"019570","리더스 기술투자","0","130043702","0.0","5.2017481E7","0.00"
"016100","리더스코스메틱","42195","19100894","116669.0","5.2813972E7","0.22"
"012700","리드코프","21944","26446135","176869.0","2.13155848E8","0.08"
"302550","리메드","0","6127616","0.0","7.7207962E7","0.00"
"377450","리파인","0","17330000","0.0","2.06227E8","0.00"
"277070","린드먼아시아","0","13692000","0.0","6.43524E7","0.00"
"042500","링네트","0","15356878","0.0","6.4959594E7","0.00"
"219420","링크제니시스","0","11469507","0.0","6.4573324E7","0.00"
"195500","마니커에프앤지","0","15928000","0.0","5.89336E7","0.00"
"222810","마이더스AI","0","39330151","0.0","8.2789968E7","0.00"
"305090","마이크로디지탈","0","14744200","0.0","7.4753094E7","0.00"
"098120","마이크로컨텍솔","0","8312766","0.0","4.9876596E7","0.00"
"147760","마이크로프랜드","26499","10819866","119643.0","4.8851695E7","0.24"
"377480","마인즈랩","0","6079208","0.0","1.00914853E8","0.00"
"038290","마크로젠","56587","10841400","1479750.0","2.8350261E8","0.52"
"267980","매일유업","21876","7843638","1270996.0","4.55715368E8","0.28"
"005990","매일홀딩스","0","13718304","0.0","1.25385299E8","0.00"
"127160","매직마이크로","0","86623501","0.0","2.4427827E7","0.00"
"093520","매커스","0","16163092","0.0","1.23809285E8","0.00"
"377030","맥스트","0","19570882","0.0","3.44447523E8","0.00"
"100590","머큐리","0","14860434","0.0","9.4363756E7","0.00"
"067280","멀티캠퍼스","0","5926779","0.0","2.23735907E8","0.00"
"072870","메가스터디","11400","11920959","124830.0","1.30534501E8","0.10"
"215200","메가스터디교육","54539","11861880","4150418.0","9.02689068E8","0.46"
"133750","메가엠디","0","23407077","0.0","6.0507294E7","0.00"
"235980","메드팩토","68435","21065452","1621910.0","4.99251212E8","0.32"
"041920","메디아나","0","16000000","0.0","7.36E7","0.00"
"014100","메디앙스","51487","11800000","202859.0","4.6492E7","0.44"
"054180","메디콕스","0","96286151","0.0","5.1994522E7","0.00"
"086900","메디톡스","176474","6556073","1.9853325E7","7.37558213E8","2.69"
"078160","메디포스트","90051","16264194","1746989.0","3.15525364E8","0.55"
"065650","메디프론","0","43615959","0.0","6.6078178E7","0.00"
"021880","메이슨캐피탈","0","152184408","0.0","8.1114289E7","0.00"
"140410","메지온","254009","26742018","4800770.0","5.0542414E8","0.95"
"241770","메카로","0","10192640","0.0","1.06513088E8","0.00"
"059210","메타바이오메드","124599","23862351","276610.0","5.2974419E7","0.52"
"058110","멕아이씨에스","0","16050530","0.0","8.6351851E7","0.00"
"096640","멜파스","0","37946235","0.0","5.6729621E7","0.00"
"257370","명성티엔에스","0","7726156","0.0","7.1157897E7","0.00"
"080420","모다이노칩","0","79721622","0.0","2.70256299E8","0.00"
