종목코드,종목명,증권구분,수량_공매도거래량_전체,수량_공매도거래량_업틱룰적용,수량_공매도거래량_업틱룰예외,수량_거래량,수량_비중,금액_공매도거래대금_전체,금액_공매도거래대금_업틱룰적용,금액_공매도거래대금_업틱룰예외,금액_거래대금,금액_비중
"003547","대신증권2우B","주권","0","0","0","7728","0.00","0","0","0","102235050","0.00"
"003545","대신증권우","주권","0","0","0","40420","0.00","0","0","0","549414950","0.00"
"009190","대양금속","주권","0","0","0","263778","0.00","0","0","0","930774400","0.00"
"014160","대영포장","주권","2","0","2","408453","0.00","3300","0","3300","675676395","0.00"
"047040","대우건설","주권","105089","103313","1776","1088101","9.66","597685040","587667850","10017190","6193593420","9.65"
"009320","대우부품","주권","89","0","89","60015","0.15","161090","0","161090","109422335","0.15"
"042660","대우조선해양","주권","37479","37407","72","350601","10.69","769101900","767625900","1476000","7202846600","10.68"
"003090","대웅","주권","186","86","100","27691","0.67","5104250","2362750","2741500","760509000","0.67"
"069620","대웅제약","주권","687","582","105","39560","1.74","122803000","104023500","18779500","7041009500","1.74"
"000430","대원강업","주권","1","0","1","24107","0.00","2840","0","2840","68294255","0.00"
"006340","대원전선","주권","1","0","1","507269","0.00","1500","0","1500","763527460","0.00"
"006345","대원전선우","주권","0","0","0","6665","0.00","0","0","0","17511715","0.00"
"003220","대원제약","주권","285","0","285","233934","0.12","4959150","0","4959150","4079116750","0.12"
"024890","대원화성","주권","0","0","0","153661","0.00","0","0","0","379104330","0.00"
"002880","대유에이텍","주권","2","0","2","457086","0.00","1678","0","1678","385607139","0.00"
"000300","대유플러스","주권","2","0","2","193545","0.00","1738","0","1738","168141854","0.00"
"0003021C","대유플러스 12WR","신주인수권증권","0","0","0","90271","0.00","0","0","0","23968293","0.00"
"012800","대창","주권","2","0","2","391215","0.00","2790","0","2790","550054735","0.00"
"015230","대창단조","주권","16","0","16","211232","0.01","83840","0","83840","1118029290","0.01"
"001070","대한방직","주권","0","0","0","2335","0.00","0","0","0","115376700","0.00"
"006650","대한유화","주권","1991","1326","665","25721","7.74","258150000","171535000","86615000","3329965000","7.75"
"001440","대한전선","주권","91579","90270","1309","7923199","1.16","167806040","165399535","2406505","14489176425","1.16"
"084010","대한제강","주권","1","0","1","27451","0.00","15300","0","15300","420417400","0.00"
"001790","대한제당","주권","606","0","606","1262633","0.05","1999800","0","1999800","4137967035","0.05"
"001795","대한제당우","주권","0","0","0","174698","0.00","0","0","0","558527650","0.00"
"001130","대한제분","주권","1","0","1","12370","0.01","145000","0","145000","1754578000","0.01"
"003490","대한항공","주권","62074","8295","53779","1091128","5.69","1578680150","211138400","1367541750","27751281450","5.69"
"003495","대한항공우","주권","0","0","0","2918","0.00","0","0","0","97283900","0.00"
"005880","대한해운","주권","201","0","201","900530","0.02","492015","0","492015","2221886645","0.02"
"003830","대한화섬","주권","0","0","0","380","0.00","0","0","0","40436000","0.00"
"016090","대현","주권","10","0","10","152435","0.01","21005","0","21005","321218815","0.01"
"069460","대호에이엘","주권","1","0","1","11473402","0.00","2540","0","2540","30991409330","0.00"
"192080","더블유게임즈","주권","1403","1054","349","54964","2.55","57592800","43295500","14297300","2270251200","2.54"
"012510","더존비즈온","주권","108","0","108","116076","0.09","3898800","0","3898800","4186049950","0.09"
"004830","덕성","주권","0","0","0","82958","0.00","0","0","0","520525340","0.00"
"004835","덕성우","주권","0","0","0","21850","0.00","0","0","0","158934950","0.00"
"024900","덕양산업","주권","0","0","0","33448","0.00","0","0","0","82998105","0.00"
"145720","덴티움","주권","66","0","66","95459","0.07","5530800","0","5530800","7960571900","0.07"
"70101781","도쿄중소형오피스1","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"002150","도화엔지니어링","주권","0","0","0","467686","0.00","0","0","0","4435358650","0.00"
"001230","동국제강","주권","6485","5475","1010","376438","1.72","83641100","70636000","13005100","4843253300","1.73"
"023450","동남합성","주권","0","0","0","630","0.00","0","0","0","37123300","0.00"
"004140","동방","주권","1","0","1","176684","0.00","2765","0","2765","490950020","0.00"
"007590","동방아그로","주권","5","0","5","16635","0.03","34500","0","34500","115238020","0.03"
"005960","동부건설","주권","379","0","379","48515","0.78","4112150","0","4112150","529796750","0.78"
"005965","동부건설우","주권","0","0","0","91","0.00","0","0","0","2312050","0.00"
"026960","동서","주권","883","833","50","33899","2.60","22804250","21521650","1282600","875648400","2.60"
"002210","동성제약","주권","0","0","0","16115","0.00","0","0","0","126752000","0.00"
"102260","동성케미컬","주권","1","0","1","48020","0.00","3975","0","3975","190953225","0.00"
"000640","동아쏘시오홀딩스","주권","8","0","8","2420","0.33","820000","0","820000","247669000","0.33"
"170900","동아에스티","주권","15","0","15","3864","0.39","881900","0","881900","227215500","0.39"
"028100","동아지질","주권","0","0","0","19279","0.00","0","0","0","323471300","0.00"
"282690","동아타이어","주권","0","0","0","5596","0.00","0","0","0","64739450","0.00"
"001520","동양","주권","149","0","149","252281","0.06","171350","0","171350","290747800","0.06"
"001527","동양2우B","주권","0","0","0","2323","0.00","0","0","0","28754500","0.00"
"001529","동양3우B","주권","0","0","0","95242","0.00","0","0","0","1560210800","0.00"
"084670","동양고속","주권","0","0","0","311","0.00","0","0","0","4867000","0.00"
"082640","동양생명","주권","912","0","912","32257","2.83","5115360","0","5115360","181514380","2.82"
"001525","동양우","주권","0","0","0","773","0.00","0","0","0","4824270","0.00"
"008970","동양철관","주권","2","0","2","1978188","0.00","2210","0","2210","2199010005","0.00"
"092780","동양피스톤","주권","0","0","0","37718","0.00","0","0","0","184798990","0.00"
"049770","동원F&B","주권","0","0","0","2675","0.00","0","0","0","408137500","0.00"
"018500","동원금속","주권","0","0","0","23185","0.00","0","0","0","20007503","0.00"
"006040","동원산업","주권","49","1","48","2033","2.41","10488500","211500","10277000","434673000","2.41"
"030720","동원수산","주권","0","0","0","24698","0.00","0","0","0","229294900","0.00"
"014820","동원시스템즈","주권","2625","2616","9","19847","13.23","137502900","137024100","478800","1045493500","13.15"
"014825","동원시스템즈우","주권","0","0","0","85","0.00","0","0","0","2681250","0.00"
"163560","동일고무벨트","주권","2","0","2","809153","0.00","15860","0","15860","6613589200","0.00"
"004890","동일산업","주권","0","0","0","5992","0.00","0","0","0","1011312500","0.00"
"002690","동일제강","주권","0","0","0","53458","0.00","0","0","0","173637790","0.00"
"000020","동화약품","주권","363","0","363","85747","0.42","3811500","0","3811500","902724300","0.42"
"000150","두산","주권","3646","3634","12","60359","6.04","251605300","250773800","831500","4168288000","6.04"
"000157","두산2우B","주권","0","0","0","2821","0.00","0","0","0","264822200","0.00"
"241560","두산밥캣","주권","2289","2210","79","330452","0.69","68038700","65736600","2302100","9731863000","0.70"
"034020","두산에너빌리티","주권","248747","248069","678","4196993","5.93","4670128000","4657212250","12915750","78678706200","5.94"
"000155","두산우","주권","0","0","0","2763","0.00","0","0","0","126559650","0.00"
"336260","두산퓨얼셀","주권","7924","7505","419","210007","3.77","240435850","227855050","12580800","6375578350","3.77"
"33626K","두산퓨얼셀1우","주권","0","0","0","7874","0.00","0","0","0","74796990","0.00"
"33626L","두산퓨얼셀2우B","주권","0","0","0","3822","0.00","0","0","0","47429900","0.00"
"016740","두올","주권","0","0","0","136522","0.00","0","0","0","381031260","0.00"
"192650","드림텍","주권","19","0","19","99272","0.02","181830","0","181830","952003370","0.02"
"024090","디씨엠","주권","0","0","0","44050","0.00","0","0","0","981422900","0.00"
"003160","디아이","주권","0","0","0","64717","0.00","0","0","0","382458970","0.00"
"092200","디아이씨","주권","0","0","0","41604","0.00","0","0","0","172488325","0.00"
"377190","디앤디플랫폼리츠","부동산투자회사","1057","0","1057","181538","0.58","4636020","0","4636020","797993695","0.58"
"013570","디와이","주권","0","0","0","291962","0.00","0","0","0","2009173340","0.00"
"210540","디와이파워","주권","0","0","0","94663","0.00","0","0","0","1215411000","0.00"
"115390","락앤락","주권","3","0","3","43090","0.01","23400","0","23400","337109230","0.01"
"032350","롯데관광개발","주권","12615","11153","1462","351301","3.59","151511950","133886050","17625900","4242489250","3.57"
"089860","롯데렌탈","주권","351","0","351","37578","0.93","12878100","0","12878100","1382533500","0.93"
"330590","롯데리츠","부동산투자회사","4459","0","4459","107819","4.14","23664870","0","23664870","573743550","4.12"
"000400","롯데손해보험","주권","119","0","119","174735","0.07","192220","0","192220","283807235","0.07"
"023530","롯데쇼핑","주권","9553","5785","3768","86853","11.00","947931600","573175600","374756000","8620453300","11.00"
"004000","롯데정밀화학","주권","30201","30156","45","173545","17.40","2105850300","2102788800","3061500","12064113100","17.46"
"286940","롯데정보통신","주권","1","0","1","11561","0.01","26450","0","26450","305225250","0.01"
"280360","롯데제과","주권","0","0","0","8692","0.00","0","0","0","1013859500","0.00"
"004990","롯데지주","주권","11018","10979","39","171357","6.43","387663650","386260600","1403050","6046805700","6.41"
"00499K","롯데지주우","주권","0","0","0","341","0.00","0","0","0","16284100","0.00"
"005300","롯데칠성","주권","2121","2115","6","26164","8.11","369915500","368874000","1041500","4548855000","8.13"
"005305","롯데칠성우","주권","0","0","0","440","0.00","0","0","0","31298100","0.00"
"011170","롯데케미칼","주권","5176","4711","465","115230","4.49","934734000","850901500","83832500","20847283500","4.48"
"002270","롯데푸드","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"071840","롯데하이마트","주권","0","0","0","23142","0.00","0","0","0","388216750","0.00"
"70102B96","룩셈부르크코어오피스(파생형)(A)","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"70103B96","룩셈부르크코어오피스(파생형)(C-I)","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"027740","마니커","주권","1","0","1","574126","0.00","1580","0","1580","905252065","0.00"
"357430","마스턴프리미어리츠","부동산투자회사","1","0","1","18411","0.01","5010","0","5010","91672215","0.01"
"204320","만도","주권","40336","40230","106","355229","11.35","1962636700","1957572200","5064500","17224182000","11.39"
"001080","만호제강","주권","0","0","0","8156","0.00","0","0","0","186733850","0.00"
"088980","맥쿼리인프라","사회간접자본투융자회사","2067","0","2067","911341","0.23","25311200","0","25311200","11162038750","0.23"
"094800","맵스리얼티1","투자회사","1461","0","1461","34719","4.21","6603880","0","6603880","157093005","4.20"
"74401777","맵스미국11호","수익증권","0","0","0","95028","0.00","0","0","0","98853180","0.00"
"74401BAA","맵스미국16호 종류A","수익증권","0","0","0","9831","0.00","0","0","0","10184910","0.00"
"74401769","맵스미국9-2호","수익증권","0","0","0","250914","0.00","0","0","0","259250990","0.00"
"138040","메리츠금융지주","주권","14312","14256","56","72408","19.77","382583950","381091400","1492550","1937315950","19.75"
"74601669","메리츠베트남주식혼합","수익증권","0","0","0","904","0.00","0","0","0","890440","0.00"
"008560","메리츠증권","주권","55868","55419","449","764861","7.30","260581605","258503020","2078585","3569789860","7.30"
"000060","메리츠화재","주권","23944","23633","311","126897","18.87","780695250","770558950","10136300","4146476650","18.83"
"090370","메타랩스","주권","1","0","1","2033219","0.00","850","0","850","1716567811","0.00"
"017180","명문제약","주권","0","0","0","43886","0.00","0","0","0","143970190","0.00"
"009900","명신산업","주권","4787","4507","280","213635","2.24","80501800","75832350","4669450","3593142950","2.24"
"012690","모나리자","주권","0","0","0","7385994","0.00","0","0","0","26992532085","0.00"
"005360","모나미","주권","0","0","0","12068360","0.00","0","0","0","49949943165","0.00"
"204210","모두투어리츠","부동산투자회사","0","0","0","6955","0.00","0","0","0","32045690","0.00"
"009680","모토닉","주권","0","0","0","6213","0.00","0","0","0","52473770","0.00"
"009580","무림P&P","주권","1","0","1","85936","0.00","3990","0","3990","341906510","0.00"
"009200","무림페이퍼","주권","0","0","0","966658","0.00","0","0","0","2537321440","0.00"
"033920","무학","주권","0","0","0","36093","0.00","0","0","0","240930600","0.00"
"008420","문배철강","주권","0","0","0","92209","0.00","0","0","0","335454810","0.00"
"025560","미래산업","주권","1","0","1","12637","0.01","10100","0","10100","127570400","0.01"
"007120","미래아이앤지","주권","3","0","3","581115","0.00","948","0","948","183587751","0.00"
"396690","미래에셋글로벌리츠","부동산투자회사","0","0","0","28112","0.00","0","0","0","133313695","0.00"
"357250","미래에셋맵스리츠","부동산투자회사","0","0","0","17903","0.00","0","0","0","76100025","0.00"
"085620","미래에셋생명","주권","0","0","0","32997","0.00","0","0","0","102706400","0.00"
"006800","미래에셋증권","주권","146222","145583","639","838951","17.43","947469390","943342060","4127330","5437034500","17.43"
"00680K","미래에셋증권2우B","주권","0","0","0","84185","0.00","0","0","0","318513420","0.00"
"006805","미래에셋증권우","주권","0","0","0","6919","0.00","0","0","0","30285820","0.00"
"002840","미원상사","주권","0","0","0","2097","0.00","0","0","0","366010500","0.00"
"268280","미원에스씨","주권","0","0","0","1026","0.00","0","0","0","201247500","0.00"
"107590","미원홀딩스","주권","0","0","0","157","0.00","0","0","0","20832500","0.00"
"134380","미원화학","주권","0","0","0","222","0.00","0","0","0","14683700","0.00"
"003650","미창석유","주권","0","0","0","310","0.00","0","0","0","25005700","0.00"
"70101B95","밀라노부동산","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"155900","바다로19호","선박투자회사","0","0","0","10235","0.00","0","0","0","34209570","0.00"
"003610","방림","주권","0","0","0","34699","0.00","0","0","0","100706965","0.00"
"001340","백광산업","주권","1","0","1","226497","0.00","4320","0","4320","983276640","0.00"
"035150","백산","주권","0","0","0","152866","0.00","0","0","0","1418751940","0.00"
"002410","범양건영","주권","0","0","0","1252302","0.00","0","0","0","5962847930","0.00"
"096300","베트남개발1","투자회사","0","0","0","33993","0.00","0","0","0","6939093","0.00"
"70101B96","벨기에코어오피스2호","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"70101786","벨기에코어오피스부동산(A)","수익증권","0","0","0","249","0.00","0","0","0","238387","0.00"
"70102786","벨기에코어오피스부동산(C-I)","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"007210","벽산","주권","1","0","1","202175","0.00","2740","0","2740","556255295","0.00"
"002760","보락","주권","1","0","1","359258","0.00","1695","0","1695","609316895","0.00"
"003850","보령","주권","1851","1609","242","61552","3.01","19418000","16865350","2552650","645092850","3.01"
"000890","보해양조","주권","2","0","2","208152","0.00","1452","0","1452","151011671","0.00"
"003000","부광약품","주권","579","0","579","220643","0.26","5089340","0","5089340","1923912970","0.26"
"001270","부국증권","주권","0","0","0","4196","0.00","0","0","0","89034250","0.00"
"001275","부국증권우","주권","0","0","0","578","0.00","0","0","0","11568850","0.00"
"026940","부국철강","주권","0","0","0","47957","0.00","0","0","0","172996380","0.00"
"011390","부산산업","주권","0","0","0","38648","0.00","0","0","0","3478781600","0.00"
"005030","부산주공","주권","0","0","0","47379466","0.00","0","0","0","46270716433","0.00"
"002070","비비안","주권","0","0","0","259988","0.00","0","0","0","449651320","0.00"
"100220","비상교육","주권","0","0","0","30027","0.00","0","0","0","182305630","0.00"
"030790","비케이탑스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"005180","빙그레","주권","0","0","0","6797","0.00","0","0","0","318809500","0.00"
"003960","사조대림","주권","0","0","0","11155","0.00","0","0","0","273720700","0.00"
"008040","사조동아원","주권","3","0","3","14727759","0.00","4800","0","4800","23652260590","0.00"
"007160","사조산업","주권","0","0","0","2208","0.00","0","0","0","99122800","0.00"
"014710","사조씨푸드","주권","0","0","0","88592","0.00","0","0","0","452271990","0.00"
"006090","사조오양","주권","4","0","4","7691","0.05","36480","0","36480","70545250","0.05"
"001470","삼부토건","주권","3","0","3","8013401","0.00","6495","0","6495","17614323100","0.00"
"006400","삼성SDI","주권","13756","13290","466","236160","5.82","7417321000","7163587000","253734000","127951692000","5.80"
"006405","삼성SDI우","주권","0","0","0","1189","0.00","0","0","0","328262500","0.00"
"006660","삼성공조","주권","0","0","0","5348","0.00","0","0","0","56346500","0.00"
"028260","삼성물산","주권","16447","13642","2805","316439","5.20","1885104500","1565613000","319491500","36255245000","5.20"
"02826K","삼성물산우B","주권","0","0","0","1343","0.00","0","0","0","139883000","0.00"
"207940","삼성바이오로직스","주권","982","729","253","48501","2.02","802790000","596146000","206644000","39635849000","2.03"
"032830","삼성생명","주권","5272","4977","295","190868","2.76","315266900","297653100","17613800","11428727300","2.76"
"018260","삼성에스디에스","주권","5946","5884","62","85622","6.94","795857000","787476000","8381000","11445192500","6.95"
"028050","삼성엔지니어링","주권","55709","55083","626","1241192","4.49","1153395850","1140514450","12881400","25818714750","4.47"
"009150","삼성전기","주권","32120","31879","241","602772","5.33","4315508000","4282821500","32686500","81077110000","5.32"
"009155","삼성전기우","주권","0","0","0","3583","0.00","0","0","0","267113400","0.00"
"005930","삼성전자","주권","124958","105886","19072","15339271","0.81","7356385000","6236879800","1119505200","902198939736","0.82"
"005935","삼성전자우","주권","1030","0","1030","790298","0.13","55619600","0","55619600","42485789200","0.13"
"001360","삼성제약","주권","126","0","126","203892","0.06","420190","0","420190","677526770","0.06"
"010140","삼성중공업","주권","109043","89090","19953","4341690","2.51","605335060","494242610","111092450","24081645620","2.51"
"010145","삼성중공우","주권","0","0","0","547","0.00","0","0","0","124756000","0.00"
"016360","삼성증권","주권","9316","8871","445","234062","3.98","313375450","298402700","14972750","7879595200","3.98"
"068290","삼성출판사","주권","0","0","0","382123","0.00","0","0","0","10106149700","0.00"
"029780","삼성카드","주권","1947","1905","42","51335","3.79","59519550","58244850","1274700","1565692800","3.80"
"000810","삼성화재","주권","19439","16743","2696","136612","14.23","3812784000","3285247500","527536500","26654805500","14.30"
"000815","삼성화재우","주권","0","0","0","3490","0.00","0","0","0","539738500","0.00"
"006110","삼아알미늄","주권","0","0","0","22773","0.00","0","0","0","389761900","0.00"
"145990","삼양사","주권","1","0","1","14052","0.01","41250","0","41250","578615000","0.01"
"145995","삼양사우","주권","0","0","0","59","0.00","0","0","0","1935700","0.00"
"003230","삼양식품","주권","41","0","41","125502","0.03","4202500","0","4202500","12784796500","0.03"
"002170","삼양통상","주권","0","0","0","1048","0.00","0","0","0","55287100","0.00"
"272550","삼양패키징","주권","0","0","0","7072","0.00","0","0","0","121463150","0.00"
"000070","삼양홀딩스","주권","1208","1201","7","14178","8.52","89202600","88690500","512100","1045503700","8.53"
"000075","삼양홀딩스우","주권","0","0","0","41","0.00","0","0","0","2457200","0.00"
"002810","삼영무역","주권","0","0","0","3467","0.00","0","0","0","46231200","0.00"
"005680","삼영전자","주권","6","0","6","17223","0.03","62100","0","62100","179262550","0.03"
"003720","삼영화학","주권","0","0","0","58665","0.00","0","0","0","145206090","0.00"
"023000","삼원강재","주권","0","0","0","12108","0.00","0","0","0","30998720","0.00"
"004380","삼익THK","주권","0","0","0","58660","0.00","0","0","0","716473100","0.00"
"002450","삼익악기","주권","2","0","2","110011","0.00","2810","0","2810","155069145","0.00"
"004440","삼일씨엔에스","주권","0","0","0","11704","0.00","0","0","0","87931220","0.00"
"000520","삼일제약","주권","0","0","0","56584","0.00","0","0","0","442637170","0.00"
"009770","삼정펄프","주권","0","0","0","4335","0.00","0","0","0","113211750","0.00"
"005500","삼진제약","주권","3","0","3","21174","0.01","73650","0","73650","520947000","0.01"
"004690","삼천리","주권","109","0","109","32495","0.34","19840000","0","19840000","5956004000","0.33"
"010960","삼호개발","주권","0","0","0","48699","0.00","0","0","0","194199665","0.00"
"004450","삼화왕관","주권","0","0","0","6313","0.00","0","0","0","233563800","0.00"
"009470","삼화전기","주권","0","0","0","7238","0.00","0","0","0","133751950","0.00"
"011230","삼화전자","주권","0","0","0","46600","0.00","0","0","0","139100465","0.00"
"001820","삼화콘덴서","주권","41","0","41","15169","0.27","1627900","0","1627900","605428000","0.27"
"000390","삼화페인트","주권","0","0","0","14178","0.00","0","0","0","94790290","0.00"
"001290","상상인증권","주권","0","0","0","63978","0.00","0","0","0","61284424","0.00"
"041650","상신브레이크","주권","10","0","10","9612","0.10","32600","0","32600","31442825","0.10"
"075180","새론오토모티브","주권","0","0","0","1883","0.00","0","0","0","9026910","0.00"
"007540","샘표","주권","0","0","0","70434","0.00","0","0","0","4046844100","0.00"
"248170","샘표식품","주권","0","0","0","11627","0.00","0","0","0","418368200","0.00"
"007860","서연","주권","88","0","88","82061","0.11","642260","0","642260","596344030","0.11"
"200880","서연이화","주권","1","0","1","166695","0.00","8130","0","8130","1368414660","0.00"
"017390","서울가스","주권","0","0","0","5569","0.00","0","0","0","1350031500","0.00"
"004410","서울식품","주권","57","0","57","2306233","0.00","14680","0","14680","595122989","0.00"
"004415","서울식품우","주권","0","0","0","8748","0.00","0","0","0","28332445","0.00"
"021050","서원","주권","1","0","1","132902","0.00","1390","0","1390","186954935","0.00"
"008490","서흥","주권","11","0","11","16535","0.07","349800","0","349800","528876150","0.07"
"007610","선도전기","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"136490","선진","주권","5","0","5","117145","0.00","50750","0","50750","1174884300","0.00"
"014910","성문전자","주권","0","0","0","96311","0.00","0","0","0","171774495","0.00"
"014915","성문전자우","주권","0","0","0","92","0.00","0","0","0","759660","0.00"
"003080","성보화학","주권","0","0","0","167143","0.00","0","0","0","602998595","0.00"
"004980","성신양회","주권","0","0","0","147641","0.00","0","0","0","1397760090","0.00"
"004985","성신양회우","주권","0","0","0","11292","0.00","0","0","0","150390900","0.00"
"011300","성안","주권","0","0","0","1551004","0.00","0","0","0","918741204","0.00"
"000180","성창기업지주","주권","1","0","1","85380","0.00","2000","0","2000","170941790","0.00"
"002420","세기상사","주권","0","0","0","4366","0.00","0","0","0","36567570","0.00"
"004360","세방","주권","0","0","0","20578","0.00","0","0","0","212193200","0.00"
"004365","세방우","주권","0","0","0","88","0.00","0","0","0","595880","0.00"
"004490","세방전지","주권","3394","3313","81","30393","11.17","173600700","169465500","4135200","1562575400","11.11"
"001430","세아베스틸지주","주권","1129","0","1129","46051","2.45","17138250","0","17138250","707936400","2.42"
"306200","세아제강","주권","0","0","0","14766","0.00","0","0","0","2252057000","0.00"
"003030","세아제강지주","주권","1","0","1","22481","0.00","128000","0","128000","2927258500","0.00"
"019440","세아특수강","주권","0","0","0","5696","0.00","0","0","0","79809900","0.00"
"058650","세아홀딩스","주권","0","0","0","43","0.00","0","0","0","4085600","0.00"
"013000","세우글로벌","주권","0","0","0","462221","0.00","0","0","0","759279285","0.00"
"091090","세원이앤씨","주권","3","0","3","1049805","0.00","1911","0","1911","663573540","0.00"
"021820","세원정공","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"067830","세이브존I&C","주권","5","0","5","26176","0.02","14475","0","14475","75092860","0.02"
"033530","세종공업","주권","78","0","78","25520","0.31","420420","0","420420","137780620","0.31"
"075580","세진중공업","주권","1","0","1","203728","0.00","5790","0","5790","1184513080","0.00"
"027970","세하","주권","0","0","0","48784","0.00","0","0","0","64145495","0.00"
"308170","센트랄모텍","주권","0","0","0","28655","0.00","0","0","0","368282750","0.00"
"012600","센트럴인사이트","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"068270","셀트리온","주권","77995","22784","55211","755595","10.32","14122253500","4149849500","9972404000","137186065500","10.29"
"336370","솔루스첨단소재","주권","418","0","418","121541","0.34","18297200","0","18297200","5288954050","0.35"
"33637K","솔루스첨단소재1우","주권","0","0","0","7170","0.00","0","0","0","75759050","0.00"
"33637L","솔루스첨단소재2우B","주권","0","0","0","1316","0.00","0","0","0","18056050","0.00"
"248070","솔루엠","주권","10","0","10","58073","0.02","194000","0","194000","1130938800","0.02"
"004430","송원산업","주권","14","0","14","219196","0.01","277600","0","277600","4400364250","0.01"
"017550","수산중공업","주권","1","0","1","1475847","0.00","3205","0","3205","4776553725","0.00"
"053210","스카이라이프","주권","227","0","227","239611","0.09","2057580","0","2057580","2136584900","0.10"
"026890","스틱인베스트먼트","주권","478","0","478","171349","0.28","3495590","0","3495590","1257053680","0.28"
"134790","시디즈","주권","0","0","0","285362","0.00","0","0","0","15951941400","0.00"
"016590","신대양제지","주권","0","0","0","414","0.00","0","0","0","35991900","0.00"
"029530","신도리코","주권","0","0","0","3956","0.00","0","0","0","123766000","0.00"
"004970","신라교역","주권","0","0","0","9040","0.00","0","0","0","94089100","0.00"
"011930","신성이엔지","주권","177","0","177","1289127","0.01","342495","0","342495","2491060350","0.01"
"005390","신성통상","주권","64","0","64","6650484","0.00","188480","0","188480","19892138520","0.00"
"004170","신세계","주권","530","328","202","31949","1.66","115863000","71628000","44235000","6992916000","1.66"
"035510","신세계 I&C","주권","0","0","0","48039","0.00","0","0","0","665980450","0.00"
"034300","신세계건설","주권","0","0","0","4186","0.00","0","0","0","106958850","0.00"
"031430","신세계인터내셔날","주권","2267","2145","122","93660","2.42","68122750","64465350","3657400","2809547100","2.42"
"031440","신세계푸드","주권","0","0","0","2910","0.00","0","0","0","168917300","0.00"
"006880","신송홀딩스","주권","0","0","0","1368692","0.00","0","0","0","17739262250","0.00"
"005800","신영와코루","주권","7","0","7","2384","0.29","81200","0","81200","27431650","0.30"
"001720","신영증권","주권","0","0","0","6132","0.00","0","0","0","338788300","0.00"
"001725","신영증권우","주권","0","0","0","242","0.00","0","0","0","13667500","0.00"
"009270","신원","주권","0","0","0","687228","0.00","0","0","0","1139402235","0.00"
"009275","신원우","주권","0","0","0","55897","0.00","0","0","0","804629750","0.00"
"002700","신일전자","주권","1","0","1","1048107","0.00","2205","0","2205","2315743445","0.00"
"019170","신풍제약","주권","34091","33908","183","542269","6.29","834798200","830303900","4494300","13262391050","6.29"
"019175","신풍제약우","주권","0","0","0","11898","0.00","0","0","0","554978600","0.00"
"002870","신풍제지","주권","0","0","0","83088","0.00","0","0","0","131675785","0.00"
"72501BB4","신한국민참여정책형뉴딜혼합자산(종A1)","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"72502BB4","신한국민참여정책형뉴딜혼합자산(종C1)","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"72502BBC","신한국민참여정책형뉴딜혼합자산2호 A1","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"72501BBC","신한국민참여정책형뉴딜혼합자산2호 C1","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"404990","신한서부티엔디리츠","부동산투자회사","911","0","911","63951","1.42","4573220","0","4573220","318789150","1.43"
"72501BA2","신한소재부품장비A1","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"72502BA2","신한소재부품장비C1","수익증권","0","0","0","0","0.00","0","0","0","0","0.00"
"293940","신한알파리츠","부동산투자회사","1162","0","1162","44446","2.61","9004790","0","9004790","345641680","2.61"
"055550","신한지주","주권","82505","74447","8058","1698774","4.86","2975116850","2684274400","290842450","60784956350","4.89"
"004080","신흥","주권","0","0","0","4694","0.00","0","0","0","75929900","0.00"
"102280","쌍방울","주권","47","0","47","7133133","0.00","25888","0","25888","3924563708","0.00"
"003410","쌍용C&E","주권","24980","24523","457","492990","5.07","162752190","159779750","2972440","3207807330","5.07"
"003620","쌍용차","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"004770","써니전자","주권","0","0","0","3884193","0.00","0","0","0","10660432130","0.00"
"015540","쎌마테라퓨틱스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"004920","씨아이테크","주권","0","0","0","713041","0.00","0","0","0","881289700","0.00"
"112610","씨에스윈드","주권","13763","13717","46","243524","5.65","678713600","676460600","2253000","12042622750","5.64"
"008700","아남전자","주권","1","0","1","1380767","0.00","2375","0","2375","3294767530","0.00"
"002790","아모레G","주권","2966","2423","543","68752","4.31","112784450","92231700","20552750","2613033100","4.32"
"00279K","아모레G3우(전환)","주권","3","0","3","610","0.49","95850","0","95850","19449000","0.49"
"002795","아모레G우","주권","0","0","0","3666","0.00","0","0","0","52904350","0.00"
"090430","아모레퍼시픽","주권","9778","9131","647","128173","7.63","1307043000","1220345000","86698000","17142271000","7.62"
"090435","아모레퍼시픽우","주권","0","0","0","13550","0.00","0","0","0","678513858","0.00"
