종목코드,종목명,수량_공매도잔고수량,수량_상장주식수,금액_공매도잔고금액,금액_시가총액,비중
"00088K","한화3우B","0","22472000","0.0","3.179788E8","0.00"
"088350","한화생명","5553387","868530000","1.1662113E7","1.823913E9","0.64"
"000370","한화손해보험","0","116738915","0.0","4.74543689E8","0.00"
"009830","한화솔루션","2388775","191278497","7.8590698E7","6.293062551E9","1.25"
"009835","한화솔루션우","0","1123737","0.0","3.9106048E7","0.00"
"272210","한화시스템","687897","188919389","8839476.0","2.427614149E9","0.36"
"012450","한화에어로스페이스","140800","50630000","6202240.0","2.2302515E9","0.28"
"000885","한화우","0","479294","0.0","1.5912561E7","0.00"
"003530","한화투자증권","206860","214547775","678501.0","7.03716702E8","0.10"
"003535","한화투자증권우","0","4800000","0.0","3.6864E7","0.00"
"195870","해성디에스","0","17000000","0.0","9.554E8","0.00"
"101530","해태제과식품","0","29116822","0.0","1.99450231E8","0.00"
"143210","핸즈코퍼레이션","0","21863268","0.0","8.4173582E7","0.00"
"000720","현대건설","670705","111355765","2.5654466E7","4.259358011E9","0.60"
"267270","현대건설기계","0","19700793","0.0","8.37283703E8","0.00"
"000725","현대건설우","0","1054693","0.0","7.4250387E7","0.00"
"005440","현대그린푸드","1033261","97704482","7914779.0","7.48416332E8","1.06"
"086280","현대글로비스","22051","37500000","3836874.0","6.525E9","0.06"
"042670","현대두산인프라코어","6716212","197532525","3.4722816E7","1.021243154E9","3.40"
"064350","현대로템","3162994","109142293","5.9464287E7","2.051875108E9","2.90"
"079430","현대리바트","12134","20535282","131047.0","2.21781046E8","0.06"
"012330","현대모비스","154669","94573094","2.9773783E7","1.8205320595E10","0.16"
"010620","현대미포조선","425406","39942149","3.3224209E7","3.119481837E9","1.07"
"069960","현대백화점","101527","23402441","6802309.0","1.567963547E9","0.43"
"004560","현대비앤지스틸","73420","15078811","888382.0","1.82453613E8","0.49"
"004565","현대비앤지스틸우","0","109852","0.0","6854765.0","0.00"
"004310","현대약품","166445","32000000","1035288.0","1.9904E8","0.52"
"322000","현대에너지솔루션","0","11200000","0.0","3.248E8","0.00"
"017800","현대엘리베이","87359","40815191","2271334.0","1.061194966E9","0.21"
"307950","현대오토에버","0","27423982","0.0","3.085197975E9","0.00"
"011210","현대위아","372851","27195083","2.0096669E7","1.465814974E9","1.37"
"267260","현대일렉트릭","19042","36047135","445583.0","8.43502959E8","0.05"
"004020","현대제철","163345","133445785","5308713.0","4.336988013E9","0.12"
"329180","현대중공업","319629","88773116","3.8675109E7","1.0741547036E10","0.36"
"005380","현대차","2186078","213668187","3.77098455E8","3.6857762258E10","1.02"
"005387","현대차2우B","23640","36485451","1992852.0","3.075723519E9","0.06"
"005389","현대차3우B","0","2428735","0.0","1.99642017E8","0.00"
"005385","현대차우","5592","24356685","480912.0","2.09467491E9","0.02"
"001500","현대차증권","38671","31712562","370855.0","3.0412347E8","0.12"
"011760","현대코퍼레이션","58187","13228966","875714.0","1.99095938E8","0.44"
"227840","현대코퍼레이션홀딩스","14917","9100836","151408.0","9.2373485E7","0.16"
"126560","현대퓨처넷","0","110202945","0.0","2.71099245E8","0.00"
"001450","현대해상","809279","89400000","2.4237906E7","2.67753E9","0.91"
"057050","현대홈쇼핑","19607","12000000","978389.0","5.988E8","0.16"
"093240","형지엘리트","0","31154798","0.0","4.6264875E7","0.00"
"003010","혜인","69758","12712747","595036.0","1.08439732E8","0.55"
"111110","호전실업","0","9749984","0.0","7.907237E7","0.00"
"008770","호텔신라","2851481","39248121","1.94471004E8","2.676721852E9","7.27"
"008775","호텔신라우","5060","751879","284878.0","4.2330788E7","0.67"
"002460","화성산업","9027","12450800","151654.0","2.0917344E8","0.07"
"378850","화승알앤에이","0","18993623","0.0","6.5053159E7","0.00"
"241590","화승엔터프라이즈","205751","60580511","2366137.0","6.96675877E8","0.34"
"006060","화승인더","196447","55320000","906603.0","2.553018E8","0.36"
"013520","화승코퍼레이션","0","50051252","0.0","7.4075853E7","0.00"
"010690","화신","24801","34920410","216265.0","3.04505975E8","0.07"
"133820","화인베스틸","0","29781941","0.0","7.564613E7","0.00"
"010660","화천기계","0","22000000","0.0","5.247E7","0.00"
"000850","화천기공","0","2200000","0.0","6.985E7","0.00"
"016580","환인제약","27288","18600070","451616.0","3.07831159E8","0.15"
"032560","황금에스티","0","17000000","0.0","1.1373E8","0.00"
"004800","효성","125824","21071025","9688448.0","1.622468925E9","0.60"
"094280","효성ITX","0","11558200","0.0","1.6412644E8","0.00"
"298040","효성중공업","9760","9324548","549488.0","5.24972052E8","0.10"
"298050","효성첨단소재","199343","4479948","7.1962823E7","1.617261228E9","4.45"
"298020","효성티앤씨","90089","4327682","2.9864504E7","1.434626583E9","2.08"
"298000","효성화학","4961","3190126","873136.0","5.61462176E8","0.16"
"093370","후성","886944","92606819","1.5344131E7","1.602097969E9","0.96"
"081660","휠라홀딩스","690599","60752222","1.9716601E7","1.734475938E9","1.14"
"005870","휴니드","0","14116015","0.0","9.5141941E7","0.00"
"079980","휴비스","125589","34500000","772372.0","2.12175E8","0.36"
"005010","휴스틸","0","7837615","0.0","1.72035649E8","0.00"
"000540","흥국화재","33301","64242645","106397.0","2.05255251E8","0.05"
"000547","흥국화재2우B","0","153600","0.0","3379200.0","0.00"
"000545","흥국화재우","0","768000","0.0","5368320.0","0.00"
"003280","흥아해운","64747","240424899","130789.0","4.85658296E8","0.03"
