종목코드,종목명,증권구분,수량_공매도거래량_전체,수량_공매도거래량_업틱룰적용,수량_공매도거래량_업틱룰예외,수량_거래량,수량_비중,금액_공매도거래대금_전체,금액_공매도거래대금_업틱룰적용,금액_공매도거래대금_업틱룰예외,금액_거래대금,금액_비중
"066900","디에이피","주권","0","0","0","59312","0.00","0","0","0","193576055","0.00"
"180400","디엑스앤브이엑스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"127120","디엔에이링크","주권","0","0","0","37087","0.00","0","0","0","147630915","0.00"
"092070","디엔에프","주권","0","0","0","93720","0.00","0","0","0","1370195400","0.00"
"039840","디오","주권","15","0","15","39152","0.04","401150","0","401150","1046774200","0.04"
"219550","디와이디","주권","0","0","0","2022244","0.00","0","0","0","2969371680","0.00"
"310870","디와이씨","주권","0","0","0","23030","0.00","0","0","0","33427000","0.00"
"104460","디와이피엔에프","주권","0","0","0","17547","0.00","0","0","0","664022800","0.00"
"079810","디이엔티","주권","0","0","0","39842","0.00","0","0","0","271433250","0.00"
"113810","디젠스","주권","0","0","0","447048","0.00","0","0","0","502488510","0.00"
"043360","디지아이","주권","0","0","0","28903","0.00","0","0","0","102598385","0.00"
"197140","디지캡","주권","0","0","0","66627","0.00","0","0","0","270514915","0.00"
"068930","디지털대성","주권","0","0","0","27437","0.00","0","0","0","190680140","0.00"
"033130","디지틀조선","주권","0","0","0","140393","0.00","0","0","0","307510455","0.00"
"105740","디케이락","주권","30","0","30","53447","0.06","283430","0","283430","509139100","0.06"
"263020","디케이앤디","주권","0","0","0","26001","0.00","0","0","0","77559895","0.00"
"290550","디케이티","주권","27","0","27","46731","0.06","249480","0","249480","430590140","0.06"
"187220","디티앤씨","주권","0","0","0","14883","0.00","0","0","0","75589625","0.00"
"131180","딜리","주권","0","0","0","241220","0.00","0","0","0","398218600","0.00"
"315640","딥노이드","주권","0","0","0","21136","0.00","0","0","0","173275210","0.00"
"317120","라닉스","주권","0","0","0","37343","0.00","0","0","0","232085350","0.00"
"042510","라온시큐어","주권","0","0","0","177090","0.00","0","0","0","488936460","0.00"
"232680","라온테크","주권","0","0","0","136710","0.00","0","0","0","2002774250","0.00"
"300120","라온피플","주권","0","0","0","186524","0.00","0","0","0","2674926200","0.00"
"171120","라이온켐텍","주권","0","0","0","8305","0.00","0","0","0","63029080","0.00"
"069540","라이트론","주권","0","0","0","51042","0.00","0","0","0","201932445","0.00"
"347700","라이프시맨틱스","주권","0","0","0","56600","0.00","0","0","0","324690410","0.00"
"214260","라파스","주권","0","0","0","35163","0.00","0","0","0","1372188350","0.00"
"200350","래몽래인","주권","2","0","2","62979","0.00","32200","0","32200","1039694850","0.00"
"171010","램테크놀러지","주권","0","0","0","84018","0.00","0","0","0","519441740","0.00"
"084650","랩지노믹스","주권","678","0","678","3513301","0.02","5051140","0","5051140","26389100340","0.02"
"217500","러셀","주권","0","0","0","238831","0.00","0","0","0","836742190","0.00"
"141080","레고켐바이오","주권","32824","30318","2506","403708","8.13","1557150150","1438837900","118312250","19111167300","8.15"
"060300","레드로버","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"038390","레드캡투어","주권","71","0","71","7776","0.91","1301050","0","1301050","142388750","0.91"
"294140","레몬","주권","0","0","0","807318","0.00","0","0","0","4872121230","0.00"
"228670","레이","주권","1","0","1","258875","0.00","23950","0","23950","6110283300","0.00"
"228850","레이언스","주권","0","0","0","13753","0.00","0","0","0","130496410","0.00"
"412350","레이저쎌","주권","0","0","0","1491692","0.00","0","0","0","22141669250","0.00"
"281740","레이크머티리얼즈","주권","0","0","0","210119","0.00","0","0","0","938769605","0.00"
"277810","레인보우로보틱스","주권","0","0","0","141387","0.00","0","0","0","3389302800","0.00"
"215100","로보로보","주권","0","0","0","693190","0.00","0","0","0","5128656390","0.00"
"090360","로보스타","주권","0","0","0","49731","0.00","0","0","0","933415650","0.00"
"108490","로보티즈","주권","0","0","0","131041","0.00","0","0","0","2388512050","0.00"
"900260","로스웰","외국주권","0","0","0","1300024","0.00","0","0","0","399831988","0.00"
"067730","로지시스","주권","0","0","0","17718","0.00","0","0","0","87803765","0.00"
"071280","로체시스템즈","주권","0","0","0","87996","0.00","0","0","0","535207210","0.00"
"038060","루멘스","주권","0","0","0","28953","0.00","0","0","0","32719825","0.00"
"085370","루트로닉","주권","400","0","400","141576","0.28","7289250","0","7289250","2556961550","0.29"
"08537M","루트로닉3우C","주권","0","0","0","265","0.00","0","0","0","6687850","0.00"
"060240","룽투코리아","주권","50","0","50","310291","0.02","238250","0","238250","1494907285","0.02"
"058470","리노공업","주권","4227","2859","1368","72576","5.82","572209100","387478000","184731100","9836915800","5.82"
"039980","리노스","주권","0","0","0","8580350","0.00","0","0","0","8940088090","0.00"
"019570","리더스 기술투자","주권","0","0","0","693162","0.00","0","0","0","278109713","0.00"
"01957229","리더스 기술투자 9WR","신주인수권증권","0","0","0","57720","0.00","0","0","0","10569923","0.00"
"016100","리더스코스메틱","주권","0","0","0","52318","0.00","0","0","0","149726835","0.00"
"012700","리드코프","주권","0","0","0","75916","0.00","0","0","0","613273010","0.00"
"302550","리메드","주권","0","0","0","28514","0.00","0","0","0","389128550","0.00"
"377450","리파인","주권","0","0","0","23853","0.00","0","0","0","278320200","0.00"
"277070","린드먼아시아","주권","7","0","7","16283","0.04","32795","0","32795","76368175","0.04"
"042500","링네트","주권","0","0","0","41197","0.00","0","0","0","184607555","0.00"
"219420","링크제니시스","주권","0","0","0","27060","0.00","0","0","0","155390750","0.00"
"195500","마니커에프앤지","주권","0","0","0","63521","0.00","0","0","0","247666570","0.00"
"222810","마이더스AI","주권","0","0","0","1681278","0.00","0","0","0","3613905770","0.00"
"305090","마이크로디지탈","주권","0","0","0","68793","0.00","0","0","0","355636700","0.00"
"098120","마이크로컨텍솔","주권","0","0","0","65839","0.00","0","0","0","415525890","0.00"
"147760","마이크로프랜드","주권","0","0","0","7304","0.00","0","0","0","33201850","0.00"
"377480","마인즈랩","주권","0","0","0","55640","0.00","0","0","0","914042150","0.00"
"038290","마크로젠","주권","0","0","0","13195","0.00","0","0","0","345833000","0.00"
"267980","매일유업","주권","536","205","331","9756","5.49","31599100","12115100","19484000","575480400","5.49"
"005990","매일홀딩스","주권","0","0","0","4250","0.00","0","0","0","39288420","0.00"
"127160","매직마이크로","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"093520","매커스","주권","2","0","2","156352","0.00","15880","0","15880","1251380700","0.00"
"377030","맥스트","주권","147","0","147","704009","0.02","2704550","0","2704550","13004246300","0.02"
"100590","머큐리","주권","16","0","16","20666","0.08","102880","0","102880","132075100","0.08"
"067280","멀티캠퍼스","주권","0","0","0","3348","0.00","0","0","0","127508400","0.00"
"072870","메가스터디","주권","1","0","1","51814","0.00","11200","0","11200","579553400","0.00"
"215200","메가스터디교육","주권","2451","1639","812","29217","8.39","191250400","128163800","63086600","2280256200","8.39"
"133750","메가엠디","주권","0","0","0","65744","0.00","0","0","0","174364965","0.00"
"235980","메드팩토","주권","5929","4409","1520","164603","3.60","156054850","116513800","39541050","4319896350","3.61"
"041920","메디아나","주권","0","0","0","951096","0.00","0","0","0","4892305745","0.00"
"014100","메디앙스","주권","0","0","0","130806","0.00","0","0","0","564182165","0.00"
"054180","메디콕스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"086900","메디톡스","주권","3436","2531","905","12183","28.20","391840300","288440800","103399500","1392648000","28.14"
"078160","메디포스트","주권","37","0","37","23291","0.16","724600","0","724600","454121950","0.16"
"065650","메디프론","주권","0","0","0","72772","0.00","0","0","0","116015535","0.00"
"021880","메이슨캐피탈","주권","0","0","0","10860139","0.00","0","0","0","6242986997","0.00"
"140410","메지온","주권","4532","2658","1874","151433","2.99","88134800","51755650","36379150","2946690250","2.99"
"241770","메카로","주권","0","0","0","5580","0.00","0","0","0","58712250","0.00"
"059210","메타바이오메드","주권","0","0","0","74331","0.00","0","0","0","169675990","0.00"
"058110","멕아이씨에스","주권","0","0","0","791454","0.00","0","0","0","4707885490","0.00"
"096640","멜파스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"257370","명성티엔에스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"080420","모다이노칩","주권","0","0","0","389605","0.00","0","0","0","1350078045","0.00"
"080160","모두투어","주권","16634","14613","2021","111744","14.89","261647150","229821750","31825400","1760244250","14.86"
"100030","모바일리더","주권","0","0","0","16549","0.00","0","0","0","342852600","0.00"
"087260","모바일어플라이언스","주권","0","0","0","520924","0.00","0","0","0","1662510975","0.00"
"101330","모베이스","주권","0","0","0","36552","0.00","0","0","0","105587830","0.00"
"012860","모베이스전자","주권","0","0","0","112101","0.00","0","0","0","156236785","0.00"
"363260","모비데이즈","주권","0","0","0","1036599","0.00","0","0","0","1573788795","0.00"
"348030","모비릭스","주권","6","0","6","268064","0.00","90600","0","90600","4207594800","0.00"
"250060","모비스","주권","0","0","0","319379","0.00","0","0","0","570648690","0.00"
"288980","모아데이타","주권","0","0","0","1475351","0.00","0","0","0","33154913000","0.00"
"033200","모아텍","주권","0","0","0","18460","0.00","0","0","0","104290350","0.00"
"118990","모트렉스","주권","1","0","1","502295","0.00","10850","0","10850","5458351950","0.00"
"006920","모헨즈","주권","0","0","0","32085","0.00","0","0","0","128598610","0.00"
"001810","무림SP","주권","0","0","0","139803","0.00","0","0","0","378409400","0.00"
"279600","미디어젠","주권","0","0","0","13505","0.00","0","0","0","140062350","0.00"
"095500","미래나노텍","주권","10","0","10","2370010","0.00","60300","0","60300","14715558640","0.00"
"218150","미래생명자원","주권","0","0","0","1001495","0.00","0","0","0","6460438170","0.00"
"353490","미래에셋대우스팩 5호","주권","0","0","0","10633","0.00","0","0","0","22876565","0.00"
"328380","미래에셋대우스팩3호","주권","0","0","0","204511","0.00","0","0","0","434801080","0.00"
"100790","미래에셋벤처투자","주권","38","0","38","111452","0.03","213940","0","213940","628891730","0.03"
"412930","미래에셋비전스팩1호","주권","0","0","0","9037","0.00","0","0","0","19353650","0.00"
"049950","미래컴퍼니","주권","0","0","0","16571","0.00","0","0","0","325012400","0.00"
"207760","미스터블루","주권","22","0","22","37328","0.06","119700","0","119700","203315470","0.06"
"059090","미코","주권","60","0","60","90633","0.07","493360","0","493360","745925070","0.07"
"214610","미코바이오메드","주권","0","0","0","4597134","0.00","0","0","0","54841284650","0.00"
"201490","미투온","주권","82","0","82","68699","0.12","362850","0","362850","307495180","0.12"
"950190","미투젠","주식예탁증권","0","0","0","19261","0.00","0","0","0","313920050","0.00"
"214180","민앤지","주권","5","0","5","24299","0.02","73250","0","73250","348979850","0.02"
"206640","바디텍메드","주권","29","0","29","266739","0.01","365150","0","365150","3414471350","0.01"
"018700","바른손","주권","0","0","0","100010","0.00","0","0","0","269223055","0.00"
"035620","바른손이앤에이","주권","0","0","0","95315","0.00","0","0","0","100651910","0.00"
"064520","바른전자","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"053030","바이넥스","주권","15148","11925","3223","217391","6.97","230746500","182006200","48740300","3296693200","7.00"
"301300","바이브컴퍼니","주권","35","0","35","13870","0.25","1058650","0","1058650","418934050","0.25"
"064550","바이오니아","주권","93739","92784","955","1497880","6.26","2921249600","2892292800","28956800","47888459250","6.10"
"314930","바이오다인","주권","0","0","0","11774","0.00","0","0","0","322035650","0.00"
"208710","바이오로그디바이스","주권","0","0","0","873403","0.00","0","0","0","1266999275","0.00"
"086820","바이오솔루션","주권","0","0","0","33580","0.00","0","0","0","512735250","0.00"
"038460","바이오스마트","주권","0","0","0","141725","0.00","0","0","0","571107910","0.00"
"251120","바이오에프디엔씨","주권","0","0","0","58037","0.00","0","0","0","1391052150","0.00"
"086040","바이오톡스텍","주권","0","0","0","54502","0.00","0","0","0","418647670","0.00"
"099430","바이오플러스","주권","0","0","0","644853","0.00","0","0","0","19145268800","0.00"
"032980","바이온","주권","0","0","0","47548","0.00","0","0","0","64089610","0.00"
"222160","바이옵트로","주권","0","0","0","62876","0.00","0","0","0","417644950","0.00"
"308080","바이젠셀","주권","0","0","0","154191","0.00","0","0","0","1444496590","0.00"
"043150","바텍","주권","11","0","11","25614","0.04","339350","0","339350","783367550","0.04"
"323990","박셀바이오","주권","7325","6044","1281","134428","5.45","298276250","246413850","51862400","5471046400","5.45"
"267790","배럴","주권","0","0","0","69098","0.00","0","0","0","567357280","0.00"
"046310","백금T&A","주권","0","0","0","69597","0.00","0","0","0","199643905","0.00"
"066410","버킷스튜디오","주권","0","0","0","25435375","0.00","0","0","0","51215141910","0.00"
"382900","범한퓨얼셀","주권","0","0","0","754095","0.00","0","0","0","25933321100","0.00"
"206400","베노홀딩스","주권","32","0","32","31866","0.10","108960","0","108960","107757920","0.10"
"019010","베뉴지","주권","0","0","0","367690","0.00","0","0","0","845343795","0.00"
"177350","베셀","주권","0","0","0","321731","0.00","0","0","0","2174069710","0.00"
"299910","베스파","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"225530","보광산업","주권","0","0","0","1619836","0.00","0","0","0","10657945380","0.00"
"250000","보라티알","주권","0","0","0","197716","0.00","0","0","0","2482522700","0.00"
"310210","보로노이","주권","0","0","0","3544221","0.00","0","0","0","161178040250","0.00"
"006910","보성파워텍","주권","59","0","59","2243040","0.00","329010","0","329010","12482242260","0.00"
"226340","본느","주권","0","0","0","56899","0.00","0","0","0","95046935","0.00"
"014470","부방","주권","0","0","0","141314","0.00","0","0","0","319826515","0.00"
"008470","부스타","주권","0","0","0","12550","0.00","0","0","0","64502360","0.00"
"338220","뷰노","주권","0","0","0","21871","0.00","0","0","0","177992540","0.00"
"100120","뷰웍스","주권","3","0","3","22973","0.01","103950","0","103950","797594800","0.01"
"337930","브랜드엑스코퍼레이션","주권","4","0","4","37584","0.01","29200","0","29200","275534880","0.01"
"099390","브레인즈컴퍼니","주권","0","0","0","26105","0.00","0","0","0","220622160","0.00"
"064480","브리지텍","주권","0","0","0","80028","0.00","0","0","0","388609855","0.00"
"288330","브릿지바이오테라퓨틱스","주권","0","0","0","38639","0.00","0","0","0","349079340","0.00"
"365900","브이씨","주권","0","0","0","271849","0.00","0","0","0","3476185250","0.00"
"251630","브이원텍","주권","0","0","0","21118","0.00","0","0","0","156549820","0.00"
"018290","브이티지엠피","주권","3","0","3","56908","0.01","15810","0","15810","301056770","0.01"
"044480","블루베리 NFT","주권","0","0","0","674081","0.00","0","0","0","1639904810","0.00"
"033560","블루콤","주권","0","0","0","9218","0.00","0","0","0","91072340","0.00"
"369370","블리츠웨이","주권","0","0","0","142247","0.00","0","0","0","401710685","0.00"
"126340","비나텍","주권","23","0","23","8594","0.27","953300","0","953300","356048900","0.27"
"121800","비덴트","주권","73030","68906","4124","1645243","4.44","666254560","629021630","37232930","14962208380","4.45"
"148140","비디아이","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"082800","비보존 헬스케어","주권","0","0","0","524840","0.00","0","0","0","502299672","0.00"
"08280218","비보존 헬스케어 5WR","신주인수권증권","0","0","0","30","0.00","0","0","0","27672","0.00"
"318410","비비씨","주권","0","0","0","48535","0.00","0","0","0","528115250","0.00"
"146320","비씨엔씨","주권","0","0","0","130069","0.00","0","0","0","2265583300","0.00"
"200780","비씨월드제약","주권","0","0","0","14855","0.00","0","0","0","152740750","0.00"
"141000","비아트론","주권","0","0","0","51124","0.00","0","0","0","426142680","0.00"
"090460","비에이치","주권","49885","47571","2314","315003","15.84","1277221200","1217757550","59463650","8067247700","15.83"
"083650","비에이치아이","주권","35","0","35","1853221","0.00","268800","0","268800","14314563180","0.00"
"142760","비엘","주권","2","0","2","180199","0.00","12220","0","12220","1097541410","0.00"
"065170","비엘팜텍","주권","0","0","0","236188","0.00","0","0","0","219569116","0.00"
"086670","비엠티","주권","0","0","0","35387","0.00","0","0","0","426241900","0.00"
"335890","비올","주권","0","0","0","358733","0.00","0","0","0","716528695","0.00"
"138580","비즈니스온","주권","0","0","0","23249","0.00","0","0","0","187396900","0.00"
"082920","비츠로셀","주권","0","0","0","32816","0.00","0","0","0","368441350","0.00"
"054220","비츠로시스","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"042370","비츠로테크","주권","10","0","10","108192","0.01","70400","0","70400","762706980","0.01"
"050090","비케이홀딩스","주권","0","0","0","106508","0.00","0","0","0","55778220","0.00"
"307870","비투엔","주권","0","0","0","26738","0.00","0","0","0","54905165","0.00"
"357880","비트나인","주권","0","0","0","785411","0.00","0","0","0","9655828850","0.00"
"032850","비트컴퓨터","주권","0","0","0","348172","0.00","0","0","0","2330093220","0.00"
"148780","비플라이소프트","주권","0","0","0","554305","0.00","0","0","0","5888970440","0.00"
"238200","비피도","주권","0","0","0","11632","0.00","0","0","0","96660460","0.00"
"093190","빅솔론","주권","12","0","12","22737","0.05","73200","0","73200","139327170","0.05"
"065450","빅텍","주권","1","0","1","1567141","0.00","5340","0","5340","8430365010","0.00"
"072950","빛샘전자","주권","0","0","0","34999","0.00","0","0","0","229524180","0.00"
"143240","사람인에이치알","주권","2","0","2","22614","0.01","66350","0","66350","750710600","0.01"
"100090","삼강엠앤티","주권","45383","43193","2190","466206","9.73","884621900","841933150","42688750","9116450600","9.70"
"122350","삼기","주권","0","0","0","73390","0.00","0","0","0","229106850","0.00"
"014970","삼륭물산","주권","0","0","0","3097384","0.00","0","0","0","19685446840","0.00"
"018310","삼목에스폼","주권","0","0","0","49111","0.00","0","0","0","920281550","0.00"
"053700","삼보모터스","주권","0","0","0","29028","0.00","0","0","0","115930770","0.00"
"009620","삼보산업","주권","0","0","0","497226","0.00","0","0","0","553656085","0.00"
"023600","삼보판지","주권","4","0","4","21133","0.02","38160","0","38160","200684610","0.02"
"380320","삼성머스트스팩5호","주권","0","0","0","1972517","0.00","0","0","0","9196967030","0.00"
"377630","삼성스팩4호","주권","0","0","0","1020305","0.00","0","0","0","6233460610","0.00"
"425290","삼성스팩6호","주권","0","0","0","2210448","0.00","0","0","0","16774573660","0.00"
"009300","삼아제약","주권","0","0","0","10438","0.00","0","0","0","155927700","0.00"
"225190","삼양옵틱스","주권","0","0","0","26141","0.00","0","0","0","332339400","0.00"
"361670","삼영에스앤씨","주권","0","0","0","10819","0.00","0","0","0","76235800","0.00"
"054540","삼영엠텍","주권","0","0","0","11824377","0.00","0","0","0","67884491720","0.00"
"065570","삼영이엔씨","주권","0","0","0","17426","0.00","0","0","0","84995505","0.00"
"032280","삼일","주권","0","0","0","109805","0.00","0","0","0","236519060","0.00"
"002290","삼일기업공사","주권","0","0","0","147196","0.00","0","0","0","552731825","0.00"
"037460","삼지전자","주권","25","0","25","16353","0.15","245750","0","245750","161018600","0.15"
"032750","삼진","주권","0","0","0","30826","0.00","0","0","0","206159360","0.00"
"054090","삼진엘앤디","주권","0","0","0","2820692","0.00","0","0","0","9635310225","0.00"
"000250","삼천당제약","주권","1660","262","1398","130203","1.27","54315750","8648000","45667750","4278612850","1.27"
"024950","삼천리자전거","주권","0","0","0","58094","0.00","0","0","0","441927590","0.00"
"038500","삼표시멘트","주권","25991","22050","3941","156188","16.64","105250710","89359595","15891115","632409110","16.64"
"017480","삼현철강","주권","0","0","0","26274","0.00","0","0","0","145474180","0.00"
"046390","삼화네트웍스","주권","14","0","14","1288283","0.00","50820","0","50820","4740253160","0.00"
"027580","상보","주권","0","0","0","132203","0.00","0","0","0","197825935","0.00"
"038540","상상인","주권","4743","961","3782","66572","7.12","41577170","8452720","33124450","584770770","7.11"
"101000","상상인인더스트리","주권","0","0","0","50048","0.00","0","0","0","37596901","0.00"
"415580","상상인제3호스팩","주권","0","0","0","20089","0.00","0","0","0","42458955","0.00"
"091580","상신이디피","주권","72","0","72","150646","0.05","1162000","0","1162000","2422688850","0.05"
"263810","상신전자","주권","0","0","0","25814","0.00","0","0","0","86873000","0.00"
"089980","상아프론테크","주권","1173","190","983","42210","2.78","35111400","5716300","29395100","1267251000","2.77"
"042940","상지카일룸","주권","0","0","0","586196","0.00","0","0","0","590561628","0.00"
"042600","새로닉스","주권","0","0","0","34532","0.00","0","0","0","707851450","0.00"
"252990","샘씨엔에스","주권","0","0","0","367921","0.00","0","0","0","1871157835","0.00"
"294630","서남","주권","0","0","0","21834","0.00","0","0","0","59793305","0.00"
"038070","서린바이오","주권","0","0","0","93471","0.00","0","0","0","1189314600","0.00"
"006730","서부T&D","주권","13154","10648","2506","110200","11.94","97479500","78950590","18528910","815073010","11.96"
"079650","서산","주권","0","0","0","14677","0.00","0","0","0","30140560","0.00"
"100660","서암기계공업","주권","0","0","0","3508244","0.00","0","0","0","26916616260","0.00"
"019770","서연탑메탈","주권","0","0","0","420979","0.00","0","0","0","2710514630","0.00"
"043710","서울리거","주권","0","0","0","96976","0.00","0","0","0","101394895","0.00"
"0437121A","서울리거 4WR","신주인수권증권","0","0","0","35703","0.00","0","0","0","12842172","0.00"
"092190","서울바이오시스","주권","1298","0","1298","315364","0.41","9252340","0","9252340","2264248230","0.41"
"046890","서울반도체","주권","7918","4355","3563","118306","6.69","84596750","46548000","38048750","1264973550","6.69"
"063170","서울옥션","주권","119","0","119","152359","0.08","2264750","0","2264750","2905345550","0.08"
"027040","서울전자통신","주권","0","0","0","30110","0.00","0","0","0","20863851","0.00"
"018680","서울제약","주권","0","0","0","9730","0.00","0","0","0","48657410","0.00"
"093920","서원인텍","주권","0","0","0","19707","0.00","0","0","0","111576610","0.00"
"189860","서전기전","주권","5","0","5","223706","0.00","47500","0","47500","2135434300","0.00"
"178320","서진시스템","주권","7907","5882","2025","180704","4.38","119954650","89308350","30646300","2748369100","4.36"
"122690","서진오토모티브","주권","0","0","0","51177","0.00","0","0","0","158389135","0.00"
"140070","서플러스글로벌","주권","0","0","0","56978","0.00","0","0","0","193870905","0.00"
"011370","서한","주권","15","0","15","583351","0.00","20175","0","20175","787120430","0.00"
"065710","서호전기","주권","0","0","0","6942","0.00","0","0","0","123178000","0.00"
"035890","서희건설","주권","133","0","133","486464","0.03","188860","0","188860","689829530","0.03"
"357550","석경에이티","주권","0","0","0","83711","0.00","0","0","0","1460863700","0.00"
"003100","선광","주권","1","0","1","47342","0.00","90400","0","90400","4282290200","0.00"
"171090","선익시스템","주권","1","0","1","113355","0.00","16400","0","16400","1902421850","0.00"
"086710","선진뷰티사이언스","주권","0","0","0","31373","0.00","0","0","0","185239280","0.00"
"014620","성광벤드","주권","10","0","10","592143","0.00","110500","0","110500","6514832800","0.00"
"037350","성도이엔지","주권","0","0","0","131933","0.00","0","0","0","687296770","0.00"
"081580","성우전자","주권","0","0","0","18477","0.00","0","0","0","54008220","0.00"
"045300","성우테크론","주권","0","0","0","85662","0.00","0","0","0","400469405","0.00"
"015750","성우하이텍","주권","6891","1895","4996","177905","3.87","30144165","8331490","21812675","780940505","3.86"
"080470","성창오토텍","주권","0","0","0","24120","0.00","0","0","0","163685380","0.00"
"043260","성호전자","주권","0","0","0","84490","0.00","0","0","0","127369130","0.00"
"148150","세경하이테크","주권","0","0","0","27308","0.00","0","0","0","464090400","0.00"
"053060","세동","주권","0","0","0","144413","0.00","0","0","0","204852160","0.00"
"340440","세림B&G","주권","1","0","1","23343844","0.00","4040","0","4040","85472058090","0.00"
"017510","세명전기","주권","0","0","0","149091","0.00","0","0","0","597139345","0.00"
"011560","세보엠이씨","주권","0","0","0","97977","0.00","0","0","0","806848860","0.00"
"396300","세아메카닉스","주권","0","0","0","3142613","0.00","0","0","0","21383672250","0.00"
"100700","세운메디칼","주권","0","0","0","137022","0.00","0","0","0","451747935","0.00"
"024830","세원물산","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"258830","세종메디칼","주권","1198","0","1198","2882506","0.04","4857930","0","4857930","11692777855","0.04"
"036630","세종텔레콤","주권","1955","0","1955","514168","0.38","1520334","0","1520334","396220787","0.38"
"039310","세중","주권","0","0","0","26030","0.00","0","0","0","72536290","0.00"
"067770","세진티에스","주권","0","0","0","15447","0.00","0","0","0","55341690","0.00"
"053450","세코닉스","주권","1","0","1","28894","0.00","7770","0","7770","224620970","0.00"
"234340","세틀뱅크","주권","2","0","2","16137","0.01","37900","0","37900","307041950","0.01"
"252500","세화피앤씨","주권","0","0","0","207537","0.00","0","0","0","281967345","0.00"
"347000","센코","주권","0","0","0","18334","0.00","0","0","0","228220500","0.00"
"331920","셀레믹스","주권","0","0","0","11046","0.00","0","0","0","78831610","0.00"
"049180","셀루메드","주권","7","0","7","223314","0.00","30345","0","30345","980620100","0.00"
"299660","셀리드","주권","15","0","15","264533","0.01","308250","0","308250","5347428400","0.01"
"268600","셀리버리","주권","14957","13334","1623","465686","3.21","475400250","423839400","51560850","14801527500","3.21"
"108860","셀바스AI","주권","0","0","0","234945","0.00","0","0","0","1645830120","0.00"
"208370","셀바스헬스케어","주권","0","0","0","53703","0.00","0","0","0","124364385","0.00"
"068760","셀트리온제약","주권","65007","63117","1890","459238","14.16","5132958300","4982515400","150442900","36356972500","14.12"
"091990","셀트리온헬스케어","주권","109600","62233","47367","1592550","6.88","7749762600","4407414000","3342348600","112247053400","6.90"
"060230","소니드","주권","0","0","0","181785","0.00","0","0","0","655646520","0.00"
"290690","소룩스","주권","0","0","0","25173","0.00","0","0","0","223536140","0.00"
"053110","소리바다","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"950200","소마젠","주식예탁증권","0","0","0","38427","0.00","0","0","0","213710040","0.00"
"032680","소프트센","주권","0","0","0","487238","0.00","0","0","0","863840425","0.00"
"032685","소프트센우","주권","0","0","0","491","0.00","0","0","0","12603350","0.00"
"258790","소프트캠프","주권","0","0","0","151488","0.00","0","0","0","262633635","0.00"
"066910","손오공","주권","0","0","0","84094","0.00","0","0","0","193573065","0.00"
"043100","솔고바이오","주권","0","0","0","3033317","0.00","0","0","0","1794698817","0.00"
"154040","솔루에타","주권","0","0","0","25165","0.00","0","0","0","70811745","0.00"
"035610","솔본","주권","0","0","0","29985","0.00","0","0","0","110211820","0.00"
"357780","솔브레인","주권","1046","592","454","16417","6.37","241585600","136798400","104787200","3794854000","6.37"
"036830","솔브레인홀딩스","주권","702","271","431","12092","5.81","13708950","5306850","8402100","236768550","5.79"
"304100","솔트룩스","주권","0","0","0","10943","0.00","0","0","0","101543130","0.00"
"086980","쇼박스","주권","0","0","0","652258","0.00","0","0","0","3205583620","0.00"
"050960","수산아이앤티","주권","0","0","0","33266","0.00","0","0","0","371706000","0.00"
"253840","수젠텍","주권","0","0","0","2292009","0.00","0","0","0","36148077050","0.00"
"236200","슈프리마","주권","0","0","0","3278","0.00","0","0","0","71468900","0.00"
"317770","슈프리마아이디","주권","0","0","0","3318","0.00","0","0","0","47756000","0.00"
"094840","슈프리마에이치큐","주권","0","0","0","12860","0.00","0","0","0","76851520","0.00"
"192440","슈피겐코리아","주권","2","0","2","14132","0.01","76100","0","76100","534673350","0.01"
"136510","스마트솔루션즈","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"099440","스맥","주권","0","0","0","993497","0.00","0","0","0","2608138095","0.00"
"033790","스카이문스테크놀로지","주권","0","0","0","0","0.00","0","0","0","0","0.00"
"131100","스카이이앤엠","주권","0","0","0","10882","0.00","0","0","0","31972250","0.00"
"276040","스코넥","주권","7","0","7","171430","0.00","85050","0","85050","2077435100","0.00"
"159910","스킨앤스킨","주권","0","0","0","5806121","0.00","0","0","0","1421464362","0.00"
"115570","스타플렉스","주권","0","0","0","26149","0.00","0","0","0","114592090","0.00"
"330730","스톤브릿지벤처스","주권","0","0","0","57756","0.00","0","0","0","337745700","0.00"
"253450","스튜디오드래곤","주권","8716","7221","1495","106035","8.22","649510100","539000800","110509300","7893210800","8.23"
"204630","스튜디오산타클로스","주권","4","0","4","58691","0.01","28560","0","28560","416570400","0.01"
"013810","스페코","주권","0","0","0","497316","0.00","0","0","0","2940274350","0.00"
