,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,004365,세방우,6610,0,0.0,6610,6610,6610,1,6610,24385942500,3689250,2019,12,2.7105780307650606e-05,2.7105780307650606e-05
1,023450,동남합성,24850,-500,-1.97,25350,25350,24850,21,524700,90001431800,3621788,2019,12,0.0005798241089760085,0.0005829907252653285
2,058650,세아홀딩스,78600,100,0.13,78500,78600,78200,43,3377600,314400000000,4000000,2019,12,0.001075,0.0010743002544529262
3,004080,신흥,9510,-90,-0.94,9750,9750,9500,156,1485450,91296000000,9600000,2019,12,0.001625,0.0016270701892744479
4,008500,일정실업,18200,50,0.28,18150,18200,18150,22,399450,21840000000,1200000,2019,12,0.0018333333333333333,0.0018289835164835165
5,017390,서울가스,70600,-800,-1.12,72500,72700,70600,95,6842100,353000000000,5000000,2019,12,0.0019000000000000002,0.0019382719546742208
6,015350,부산가스,35700,0,0.0,35850,35850,35550,242,8643250,392700000000,11000000,2019,12,0.0022,0.0022009803921568625
7,003120,일성신약,82100,-100,-0.12,81900,82100,81800,60,4917000,218386000000,2660000,2019,12,0.002255639097744361,0.0022515179544476296
8,152550,한국ANKOR유전,1775,5,0.28,1795,1795,1770,2277,4030825,124285500000,70020000,2019,12,0.0032519280205655526,0.0032431981204565294
9,003460,유화증권,12350,-150,-1.2,12600,12600,12300,522,6444500,140054965050,11340483,2019,12,0.004602978550384494,0.004601407738525583
10,002600,조흥,149500,0,0.0,149500,149500,148000,33,4911000,89700000000,600000,2019,12,0.0055000000000000005,0.005474916387959866
11,016800,퍼시스,29500,100,0.34,29400,29600,29350,640,18845500,339250000000,11500000,2019,12,0.005565217391304348,0.005555047899778925
12,004255,NPC우,2295,20,0.88,2290,2295,2290,316,725105,12117600000,5280000,2019,12,0.005984848484848484,0.0059838994520367075
13,004450,삼화왕관,45550,-100,-0.22,45600,45600,45150,136,6181500,98131963450,2154379,2019,12,0.006312723991461112,0.006299170813136319
14,003925,남양유업우,148500,1000,0.68,148500,148500,148000,11,1632500,24749307000,166662,2019,12,0.006600184805174545,0.00659614428799966
