,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,152550,한국ANKOR유전,1675,0,0.0,1675,1675,1670,3169,5305575,117283500000,70020000,2021,03,0.004525849757212225,0.004523718170075075
1,016800,퍼시스,29500,100,0.34,29450,29650,29400,984,29108650,339250000000,11500000,2021,03,0.008556521739130435,0.008580294767870303
2,034590,인천도시가스,25800,50,0.19,25750,25850,25750,742,19146650,112868653200,4374754,2021,03,0.016960953690196068,0.016963655946237517
3,003925,남양유업우,172000,-1000,-0.58,172000,172500,171000,34,5838500,28665864000,166662,2021,03,0.02040057121599405,0.02036743075317737
4,172580,하이골드12호,2120,5,0.24,2115,2125,2115,2665,5650180,27654340000,13044500,2021,03,0.02043006631147227,0.020431440417670428
5,168490,한국패러랠,1930,0,0.0,1905,1935,1905,16687,32193600,154438600000,80020000,2021,03,0.02085353661584604,0.020845565810619884
6,015350,부산가스,57500,0,0.0,57500,57600,56500,2538,144564100,632500000000,11000000,2021,03,0.023072727272727273,0.02285598418972332
7,015360,예스코홀딩스,33700,150,0.45,33550,33900,33500,1559,52407400,202200000000,6000000,2021,03,0.025983333333333334,0.02591859545004946
8,002600,조흥,178500,500,0.28,178000,179500,178000,157,27956000,107100000000,600000,2021,03,0.026166666666666668,0.02610270774976657
9,004890,동일산업,78900,-100,-0.13,79000,79100,78500,689,54347700,191349463500,2425215,2021,03,0.028409852322371417,0.02840232682439687
10,075180,새론오토모티브,5920,-40,-0.67,5960,5960,5900,6030,35642540,113664000000,19200000,2021,03,0.03140625,0.031357808980855856
11,006570,대림통상,4070,15,0.37,4060,4115,4035,5569,22704670,61965750000,15225000,2021,03,0.03657799671592775,0.03664067650274547
12,004700,조광피혁,54500,-100,-0.18,55100,55100,54500,2449,133680100,362378021000,6649138,2021,03,0.03683184196207088,0.036889682114578354
13,004365,세방우,7110,90,1.28,7040,7130,7030,1487,10457910,26230567500,3689250,2021,03,0.040306295317476454,0.03986917172112269
14,003465,유화증권우,2640,60,2.33,2655,2655,2595,7306,19048120,46137762000,17476425,2021,03,0.0418048885856232,0.041285314185807276
15,004450,삼화왕관,38300,50,0.13,38350,38450,38200,957,36650200,82512715700,2154379,2021,03,0.044421153381090324,0.044417638771280916
16,192400,쿠쿠홀딩스,127500,-500,-0.39,128000,130000,125500,3227,410823500,906835717500,7112437,2021,03,0.045371227892774306,0.04530296856111647
17,002620,제일파마홀딩스,17900,-200,-1.1,18050,18200,17850,7371,132394350,285923054500,15973355,2021,03,0.046145596839236344,0.04630418845780762
18,033660,우리금융캐피탈,10850,50,0.46,10850,10900,10750,27621,299420400,624372906500,57545890,2021,03,0.04799821498981074,0.04795538001135224
19,001275,부국증권우,20200,150,0.75,20050,20200,20000,1476,29647650,60600000000,3000000,2021,03,0.0492,0.04892351485148514
20,071320,지역난방공사,38350,0,0.0,38400,38500,38250,5881,225690100,444044832400,11578744,2021,03,0.05079134662619711,0.050825971508367
21,004080,신흥,12000,100,0.84,11900,12100,11850,4885,58331000,115200000000,9600000,2021,03,0.05088541666666667,0.05063454861111111
22,088260,이리츠코크렙,5760,-20,-0.35,5750,5790,5730,32417,186323870,364847558400,63341590,2021,03,0.05117806483859972,0.051068964478508075
23,00499K,롯데지주우,59000,0,0.0,58700,59300,58700,510,30120000,58269757000,987623,2021,03,0.05163913760615134,0.05169062228970683
24,003120,일성신약,82100,-200,-0.24,82300,82600,81700,1424,116639100,218386000000,2660000,2021,03,0.05353383458646617,0.05340960501131026
25,096300,베트남개발1,230,1,0.44,229,231,229,75118,17236748,31666448530,137680211,2021,03,0.05455976531006333,0.054432210747189846
26,000157,두산2우B,58900,0,0.0,60000,60100,58700,488,28764800,52599938200,893038,2021,03,0.054644931122751775,0.054685995809782145
27,002355,넥센타이어1우B,2960,15,0.51,2970,2970,2930,3639,10741980,19240000000,6500000,2021,03,0.05598461538461538,0.055831496881496884
28,010400,우진아이엔에스,7870,40,0.51,7940,7940,7810,4441,34887900,59985140000,7622000,2021,03,0.05826554710049856,0.05816090451735213
29,017390,서울가스,88800,200,0.23,88600,89100,88500,2924,259612200,444000000000,5000000,2021,03,0.058480000000000004,0.05847121621621622
30,001725,신영증권우,55900,600,1.08,55300,55900,55000,4156,231029800,394305351700,7053763,2021,03,0.058918906121456026,0.058591596336175215
31,180640,한진칼,57400,-100,-0.17,57400,57700,57100,40561,2327819100,3803476339600,66262654,2021,03,0.06121245913271147,0.061202407801616815
32,001465,BYC우,151500,2000,1.34,149500,152500,149000,134,20086500,32630827500,215385,2021,03,0.062214174617545324,0.06155682077017507
33,001070,대한방직,40950,-350,-0.85,41100,41300,40800,3425,140814900,217035000000,5300000,2021,03,0.06462264150943396,0.06488119427742069
34,153360,하이골드3호,1325,-5,-0.38,1325,1330,1320,10572,13975535,21398471750,16149790,2021,03,0.06546215152023649,0.06531090240124274
35,101530,해태제과식품,8270,0,0.0,8350,8360,8230,19622,162559480,240796117940,29116822,2021,03,0.06739059640506097,0.06750917805099563
36,094800,맵스리얼티1,4460,20,0.45,4440,4460,4430,71643,318205705,414041116260,92834331,2021,03,0.07717295878396539,0.0768536487086902
37,00104K,CJ4우(전환),74700,400,0.54,74200,74900,74200,3272,244663700,315720446400,4226512,2021,03,0.07741608210268894,0.07749377741916179
38,001560,제일연마,7820,-10,-0.13,7830,7910,7720,7827,60728560,78200000000,10000000,2021,03,0.07827,0.07765800511508952
39,003240,태광산업,920000,3000,0.33,913000,923000,911000,876,803165000,1024328000000,1113400,2021,03,0.07867792347763607,0.07840896665911701
40,001460,BYC,345500,1500,0.44,344000,346500,340500,494,170035000,215804482500,624615,2021,03,0.07908871865068882,0.07879122714700794
41,207940,삼성바이오로직스,748000,1000,0.13,749000,760000,744000,52596,39500085000,49491420000000,66165000,2021,03,0.07949217864429835,0.07981198559265425
42,003650,미창석유,74400,0,0.0,74600,75600,73600,1411,105078600,129431596800,1739672,2021,03,0.08110724320446612,0.08118465861343681
43,117580,대성에너지,5390,20,0.37,5360,5400,5360,22691,122113160,148225000000,27500000,2021,03,0.08251272727272728,0.08238364648338675
44,000050,경방,13200,200,1.54,13000,13200,13000,22671,297477750,361881564000,27415270,2021,03,0.08269479016621029,0.08220306851553234
45,003570,SNT중공업,7500,-110,-1.45,7630,7630,7490,28108,211759980,249395227500,33252697,2021,03,0.08452848200553477,0.08490939546948628
46,029780,삼성카드,34450,100,0.29,34000,34550,33850,99376,3420381800,3991338794950,115858891,2021,03,0.08577330504570425,0.0856951007097569
47,005800,신영와코루,97700,600,0.62,96300,98100,96300,774,75170100,87930000000,900000,2021,03,0.086,0.08548857045377004
48,003830,대한화섬,133500,-1500,-1.11,135000,135000,131000,1186,157055500,177288000000,1328000,2021,03,0.08930722891566266,0.08858777807860657
49,155900,바다로19호,2560,20,0.79,2540,2595,2530,14028,35922710,38912010240,15200004,2021,03,0.09228944939751332,0.092317795401567
50,010770,평화홀딩스,3630,-5,-0.14,3640,3640,3600,13517,48847940,53090441580,14625466,2021,03,0.09242098679112173,0.09200891638166707
51,008930,한미사이언스,58000,-200,-0.34,58000,58600,57600,62236,3609922000,3903667438000,67304611,2021,03,0.09246914747044598,0.09247514183353443
52,006040,동원산업,257000,-1000,-0.39,257500,259500,253500,3440,882857000,945153737000,3677641,2021,03,0.09353822191997534,0.0934088249814538
53,214420,토니모리,7970,0,0.0,8040,8050,7920,17080,135893350,140590800000,17640000,2021,03,0.09682539682539683,0.09665877852604865
54,072710,농심홀딩스,75900,-100,-0.13,76000,76200,75200,4610,349850000,352008261000,4637790,2021,03,0.09940079218765834,0.0993868720598009
55,268280,미원에스씨,169000,2000,1.2,164000,170000,164000,5086,853907500,861900000000,5100000,2021,03,0.09972549019607842,0.0990726882468964
56,058650,세아홀딩스,84400,4400,5.5,79900,84400,79800,4089,337761700,337600000000,4000000,2021,03,0.102225,0.10004789691943129
57,000480,조선내화,82100,900,1.11,81000,82200,80400,4112,335833200,328400000000,4000000,2021,03,0.1028,0.1022634591961023
58,001270,부국증권,22750,200,0.89,22550,22950,22300,10774,245166100,235914906500,10369886,2021,03,0.10389699558895826,0.10392141117204054
59,004870,티웨이홀딩스,1380,-10,-0.72,1410,1410,1360,80240,111135030,105830786880,76688976,2021,03,0.10463042302194776,0.10501200385669852
60,014990,인디에프,1290,5,0.39,1285,1290,1275,62137,79785430,76023563550,58932995,2021,03,0.10543669127964733,0.10494829007525522
61,023450,동남합성,52700,-1000,-1.86,53700,54000,52700,3815,203051200,190247000000,3610000,2021,03,0.1056786703601108,0.10673030323737037
62,037710,광주신세계,169500,-1000,-0.59,170500,173500,169000,1692,288270000,271200000000,1600000,2021,03,0.10575000000000001,0.10629424778761062
63,000680,LS네트웍스,2820,5,0.18,2855,2855,2805,84076,237443170,222224505120,78803016,2021,03,0.1066913479555148,0.10684832884284387
64,078520,에이블씨엔씨,7440,-50,-0.67,7440,7530,7440,28867,215484420,201128934960,27033459,2021,03,0.10678248758325747,0.10713745391375686
65,033920,무학,6880,-20,-0.29,6900,6940,6880,31645,218588010,196080000000,28500000,2021,03,0.11103508771929825,0.11147899326805387
66,286940,롯데정보통신,38100,-150,-0.39,38200,38350,38050,17138,654202600,586600211100,15396331,2021,03,0.1113122340640767,0.11152443992020242
67,007310,오뚜기,570000,-6000,-1.04,574000,576000,570000,4101,2342841000,2093029170000,3671981,2021,03,0.1116835844194183,0.1119354203744805
68,009160,SIMPAC,3240,15,0.47,3225,3245,3165,76645,245382520,211991631840,65429516,2021,03,0.1171413219685134,0.1157510406756063
69,138250,엔에스쇼핑,11700,-200,-1.68,11900,11950,11700,40596,477621600,394243200000,33696000,2021,03,0.12047720797720798,0.12114897606350597
70,000155,두산우,39600,150,0.38,39500,39650,39300,4916,194094250,158259895200,3996462,2021,03,0.12300880128473635,0.12264272622872303
71,000670,영풍,582000,-5000,-0.85,585000,586000,579000,2271,1321278000,1072067280000,1842040,2021,03,0.12328722503311546,0.12324580972194207
72,004840,DRB동일,6760,-60,-0.88,6800,6800,6670,24805,166907120,134726800000,19930000,2021,03,0.12446061214249873,0.1238856114744802
73,000230,일동홀딩스,14350,50,0.35,14150,14400,14050,14400,204441500,165604740000,11540400,2021,03,0.12477903712176354,0.12345147850236654
74,003480,한진중공업홀딩스,3885,15,0.39,3870,3890,3845,37121,143548710,114723319620,29529812,2021,03,0.12570686193328964,0.12512600792539724
