,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,003465,유화증권우,14500,150,1.05,14500,14500,14500,1,14500,50681632500,3495285,2017,03,2.8609970288545856e-05,2.8609970288545856e-05
1,083600,아시아13호,4810,5,0.1,4810,4810,4810,1,4810,12544023050,2607905,2017,03,3.8344955050126444e-05,3.8344955050126444e-05
2,002000,한국유리,27150,150,0.56,27150,27200,26950,33,895050,273662769000,10079660,2017,03,0.00032739199536492304,0.0003270631234459226
3,005255,녹십자홀딩스1우,24500,1000,4.26,24500,24500,24500,10,245000,40887315000,1668870,2017,03,0.0005992078472259673,0.0005992078472259673
4,002840,미원상사,238000,-1000,-0.42,227500,238000,227500,9,2088500,209679428000,881006,2017,03,0.001021559444544078,0.0009960443043558855
5,009140,경인전자,21300,-50,-0.23,21350,21450,21100,19,405200,33457976100,1570797,2017,03,0.0012095770491030986,0.0012110714610738215
6,008000,도레이케미칼,19150,50,0.26,19250,19250,19100,812,15524300,887867746650,46363851,2017,03,0.0017513644412324593,0.001748492391865173
7,092230,KPX홀딩스,62300,-200,-0.32,62500,62500,62000,93,5782400,263195445800,4224646,2017,03,0.0022013678779239727,0.00219699850140796
8,017390,서울가스,81000,200,0.25,81000,81100,80400,112,9069000,405000000000,5000000,2017,03,0.00224,0.0022392592592592594
9,003475,유안타증권우,2245,15,0.67,2260,2260,2225,444,997065,28987915940,12912212,2017,03,0.003438605252144249,0.0034395884204430323
10,004250,NPC,6450,20,0.31,6390,6450,6390,1300,8366360,236844000000,36720000,2017,03,0.003540305010893246,0.003532434851632298
11,168490,한국패러랠,2445,30,1.24,2415,2445,2400,2836,6869560,195648900000,80020000,2017,03,0.0035441139715071232,0.0035111671979755573
12,140890,트러스제7호,3580,120,3.47,3265,3580,3265,347,1151345,34675880000,9686000,2017,03,0.003582490192029734,0.003320305065076935
13,015350,부산가스,34200,0,0.0,34200,34350,34200,402,13754600,376200000000,11000000,2017,03,0.003654545454545454,0.0036561935140882506
14,005800,신영와코루,161000,-1000,-0.62,161000,166000,160500,42,6786500,144900000000,900000,2017,03,0.004666666666666666,0.004683574879227053
15,037710,광주신세계,246500,2500,1.02,244000,248000,244000,79,19384500,394400000000,1600000,2017,03,0.0049375,0.004914934077079107
16,001689,대상3우B,23500,-200,-0.84,23550,23550,23200,12,282200,5556575000,236450,2017,03,0.005075068724888983,0.005078668064410181
17,001795,대한제당우,12900,0,0.0,12900,13000,12900,46,593800,8362760400,648276,2017,03,0.007095743171118473,0.007100526280772077
18,090355,노루페인트우,8340,30,0.36,8310,8340,8200,35,290310,3862470840,463126,2017,03,0.007557338607635935,0.0075161732483137655
19,025530,SJM홀딩스,5320,-20,-0.37,5300,5340,5280,1174,6221260,79448922560,14934008,2017,03,0.007861251982722924,0.00783051525374896
20,000680,LS네트웍스,3020,0,0.0,3020,3020,2990,6306,18971785,237985108320,78803016,2017,03,0.008002231792752704,0.007971837033807225
21,083580,아시아11호,4895,50,1.03,4895,4895,4810,222,1067990,12765694975,2607905,2017,03,0.00851258002112807,0.008366093675992756
22,004080,신흥,10900,-150,-1.36,11050,11050,10850,830,9101100,104640000000,9600000,2017,03,0.008645833333333333,0.008697534403669724
23,058650,세아홀딩스,129000,2500,1.98,127500,129000,126500,454,58247000,516000000000,4000000,2017,03,0.011349999999999999,0.011288178294573643
24,008730,율촌화학,13400,0,0.0,13400,13450,13350,2927,39148100,332320000000,24800000,2017,03,0.01180241935483871,0.011780241935483871
25,001560,제일연마,6180,30,0.49,6140,6190,6130,1238,7614200,61800000000,10000000,2017,03,0.01238,0.012320711974110032
26,134380,미원화학,67900,100,0.15,67800,68300,67700,282,19125000,150598940800,2217952,2017,03,0.012714432052632337,0.012699292503921782
27,006805,미래에셋대우우,5820,-10,-0.17,5830,5840,5810,1813,10558290,81920865000,14075750,2017,03,0.012880308331705238,0.012888401507967476
28,001065,JW중외제약우,23150,0,0.0,22750,23150,22700,22,501650,3725020200,160908,2017,03,0.013672409078479627,0.013467041064636373
29,019440,세아특수강,21150,50,0.24,21100,21150,20800,1209,25326300,181255500000,8570000,2017,03,0.0141073512252042,0.013972707035096866
30,016380,동부제철,12350,0,0.0,12450,12450,12300,3673,45282800,308751506700,25000122,2017,03,0.01469192830338988,0.014666422354984412
31,021960,KB캐피탈,24600,-300,-1.2,24900,25000,24500,3175,78743350,528706348800,21492128,2017,03,0.01477285078518051,0.014893588885157719
32,017810,풀무원,131000,0,0.0,131500,132000,130500,587,77013500,498991445000,3809095,2017,03,0.01541048464267759,0.015433831736333677
