,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,083370,동북아12호,5040,-10,-0.2,5040,5040,5040,1,5040,7991726400,1585660,2017,08,6.306522205264685e-05,6.306522205264685e-05
1,155900,바다로19호,2905,15,0.52,2910,2910,2895,43,125075,44156011620,15200004,2017,08,0.00028289466239614147,0.00028325701396307405
2,094800,맵스리얼티1,3985,5,0.13,3990,3990,3970,1829,7285540,369944809035,92834331,2017,08,0.001970176313329602,0.0019693586237915627
3,000157,두산2우B,77800,-200,-0.26,77800,77800,77800,22,1711600,76686293000,985685,2017,08,0.0022319503695399645,0.0022319503695399645
4,008000,도레이케미칼,18900,-50,-0.26,18950,18950,18900,1302,24615050,876276783900,46363851,2017,08,0.0028082222937003227,0.002809049657854344
5,004700,조광피혁,38800,50,0.13,38500,38900,38500,331,12813100,257986554400,6649138,2017,08,0.004978088889116153,0.004966576661252544
6,000680,LS네트웍스,3135,10,0.32,3150,3150,3100,4444,13794345,247047455160,78803016,2017,08,0.005639378066443548,0.005583682289326198
7,168490,한국패러랠,2315,-5,-0.22,2370,2370,2315,4535,10560165,185246300000,80020000,2017,08,0.005667333166708323,0.005700607785418656
8,006570,대림통상,5560,40,0.72,5550,5590,5470,908,5044390,84651000000,15225000,2017,08,0.005963875205254516,0.005959043602556378
9,140890,트러스제7호,3300,-5,-0.15,3255,3385,3255,652,2152150,31963800000,9686000,2017,08,0.006731364856493908,0.0067330855530318675
10,016800,퍼시스,34700,-550,-1.56,35350,35400,34700,819,28645650,399050000000,11500000,2017,08,0.007121739130434783,0.007178461345696028
11,015350,부산가스,37750,0,0.0,37750,38000,37600,825,31116800,415250000000,11000000,2017,08,0.0075,0.007493509933774834
12,007590,동방아그로,7070,0,0.0,7070,7080,6990,1060,7431960,96276269390,13617577,2017,08,0.007784057325323,0.007719410034360909
13,023450,동남합성,56800,-400,-0.7,57700,58400,56800,119,6835800,85772203200,1510074,2017,08,0.007880408509781639,0.007969714831809287
14,003830,대한화섬,115000,0,0.0,115500,115500,113500,109,12439000,152720000000,1328000,2017,08,0.008207831325301205,0.008144971189104242
15,152550,한국ANKOR유전,1960,10,0.51,1955,1960,1950,5786,11315945,137239200000,70020000,2017,08,0.00826335332762068,0.008245417490046576
16,001795,대한제당우,15000,100,0.67,15000,15000,14700,55,824700,9724140000,648276,2017,08,0.008484040748076436,0.008480955642349863
17,058650,세아홀딩스,170000,500,0.29,169500,171500,167500,363,61541500,680000000000,4000000,2017,08,0.009075,0.009050220588235293
18,005800,신영와코루,161500,-500,-0.31,161000,162000,161000,84,13580500,145350000000,900000,2017,08,0.009333333333333332,0.009343309253525972
19,034590,인천도시가스,30500,0,0.0,30500,30550,30450,418,12752250,133429997000,4374754,2017,08,0.009554822968331477,0.009557258702479024
20,027970,세하,1745,-25,-1.41,1770,1770,1745,2524,4419650,41005777685,23499013,2017,08,0.010740876648734141,0.01077811530353372
21,003925,남양유업우,239000,-4000,-1.65,238500,243000,238500,18,4321000,39832218000,166662,2017,08,0.010800302408467438,0.010848002488839562
22,004365,세방우,8070,0,0.0,8070,8070,8070,402,3244140,29772247500,3689250,2017,08,0.010896523683675543,0.010896523683675543
23,033660,아주캐피탈,7790,-20,-0.26,7810,7810,7720,6367,49366300,448282483100,57545890,2017,08,0.011064213273962745,0.011012319655815702
24,000590,CS홀딩스,83600,200,0.24,83000,84600,82000,137,11361300,96514695200,1154482,2017,08,0.011866793938753485,0.01177157527820696
25,18064K,한진칼우,11800,-450,-3.67,11950,11950,11700,64,752200,6333838800,536766,2017,08,0.011923258924745606,0.01187589428388989
26,032350,롯데관광개발,8190,20,0.24,8170,8360,8150,5452,44695850,371785238370,45395023,2017,08,0.01201012718949388,0.012021953909724294
27,017390,서울가스,95900,-900,-0.93,97800,97800,95900,614,59014000,479500000000,5000000,2017,08,0.012280000000000001,0.01230740354535975
28,075180,새론오토모티브,7590,-70,-0.91,7600,7650,7590,2441,18547350,145728000000,19200000,2017,08,0.012713541666666668,0.012727375658761527
29,108675,LG하우시스우,58700,0,0.0,58500,58700,58300,135,7918200,60597771000,1032330,2017,08,0.013077213681671558,0.013066817259664552
30,037710,광주신세계,246000,-4000,-1.6,250000,250500,246000,217,53604000,393600000000,1600000,2017,08,0.0135625,0.013618902439024392
31,001465,BYC우,175000,0,0.0,175500,175500,174500,30,5236500,37692375000,215385,2017,08,0.013928546556166864,0.013892730293593863
32,000155,두산우,78100,-200,-0.26,78300,78300,77800,617,48131400,344504879400,4411074,2017,08,0.013987523219968651,0.013971180926037125
33,204210,모두투어리츠,4370,0,0.0,4395,4400,4330,1120,4862930,34203181550,7826815,2017,08,0.014309779904086146,0.014217770919617857
34,011160,두산건설,3350,5,0.15,3325,3370,3315,9361,31261180,206273539850,61574191,2017,08,0.015202798198355542,0.015155206054413381
35,016450,한세예스24홀딩스,9360,-40,-0.43,9400,9450,9340,6119,57344740,374400000000,40000000,2017,08,0.015297499999999999,0.015316436965811966
36,003610,방림,20450,-50,-0.24,20550,20600,20450,652,13371550,86532314050,4231409,2017,08,0.015408579033603228,0.015452666609925243
37,017810,풀무원,126000,1000,0.8,125500,126000,123000,595,74510500,479945970000,3809095,2017,08,0.015620508283463659,0.015524768340069613
38,143210,핸즈코퍼레이션,8480,-20,-0.24,8560,8560,8450,3805,32352050,185400512640,21863268,2017,08,0.017403619623562225,0.017449816906827727
39,002780,진흥기업,2095,0,0.0,2100,2120,2085,25354,53085395,304514706790,145353082,2017,08,0.017443042590593295,0.017432785286330636
40,025530,SJM홀딩스,4975,0,0.0,4975,4980,4950,2739,13588180,74296689800,14934008,2017,08,0.018340689251003482,0.018289078607106397
41,004970,신라교역,14750,0,0.0,14800,14800,14700,2966,43811850,236000000000,16000000,2017,08,0.0185375,0.018564343220338984
42,016380,동부제철,10600,-100,-0.93,10850,10850,10450,4682,49456850,265001303800,25000123,2017,08,0.018727907858693334,0.018662870442828366
43,000480,조선내화,89500,200,0.22,89300,89500,89100,789,70488200,358000000000,4000000,2017,08,0.019725,0.019689441340782123
44,003650,미창석유,88600,-400,-0.45,88800,88900,88400,344,30467800,154134939200,1739672,2017,08,0.01977384242546871,0.019766965334489198
45,009970,영원무역홀딩스,53400,900,1.71,52500,53800,52500,2767,147027200,728140612800,13635592,2017,08,0.020292481617226448,0.02019214385455303
46,008110,대동전자,4570,-5,-0.11,4535,4590,4535,2147,9810865,47941342790,10490447,2017,08,0.02046623942716645,0.02046430998600738
47,007815,코리아써우,5990,-10,-0.17,6240,6240,5910,610,3665740,17758493100,2964690,2017,08,0.020575507051327456,0.02064217937500564
48,006740,영풍제지,2480,-20,-0.8,2500,2520,2480,4626,11587555,55056000000,22200000,2017,08,0.02083783783783784,0.021046852295844232
49,000430,대원강업,4105,-5,-0.12,4120,4120,4050,12990,52771440,254510000000,62000000,2017,08,0.020951612903225805,0.020734525166005265
50,003465,유화증권우,15500,150,0.98,15400,15500,15350,737,11325050,54176917500,3495285,2017,08,0.021085548102658294,0.02090382864621266
51,100840,S&TC,15750,50,0.32,15700,15900,15600,1506,23679450,111582639000,7084612,2017,08,0.021257339145742914,0.021221446465341263
52,002000,한국유리,30550,-50,-0.16,30450,30700,30400,2165,66177700,307933613000,10079660,2017,08,0.021478899089850255,0.02149089842946116
53,004200,고려개발,6340,-10,-0.16,6350,6350,6250,4835,30386050,136627000000,21550000,2017,08,0.022436194895591646,0.022240150189933174
54,006880,신송홀딩스,5740,10,0.17,5670,5800,5670,2711,15503810,67897644920,11828858,2017,08,0.022918526877235317,0.02283409095892394
55,001725,신영증권우,55000,100,0.18,54700,55200,54700,1655,91028000,387956965000,7053763,2017,08,0.023462653905440257,0.02346342718708504
56,019685,대교우B,5110,0,0.0,5110,5110,5090,4589,23404780,99271918900,19426990,2017,08,0.02362177568424136,0.0235764355714494
57,003120,일성신약,131000,3000,2.34,130000,131000,126500,631,81222500,348460000000,2660000,2017,08,0.023721804511278196,0.023308988119152843
58,001275,부국증권우,22800,0,0.0,22800,22800,22700,726,16519700,68400000000,3000000,2017,08,0.0242,0.024151608187134504
59,024070,WISCOM,4290,30,0.7,4220,4300,4220,3727,15815555,64461196800,15025920,2017,08,0.024803805690433597,0.024535000566418275
60,011280,태림포장,2520,0,0.0,2525,2545,2490,17910,44767860,178430968800,70805940,2017,08,0.025294488004819937,0.02508973655250366
61,003480,한진중공업홀딩스,5420,-70,-1.28,5490,5490,5360,7669,41511300,160051581040,29529812,2017,08,0.025970365134732314,0.025936201148569423
62,002250,알보젠코리아,27000,-150,-0.55,27150,27150,27000,3188,86168500,320163894000,11857922,2017,08,0.026884980353218717,0.026913871805919504
63,014580,백광소재,2715,-5,-0.18,2720,2740,2715,7510,20480885,74888116500,27583100,2017,08,0.027226816420199324,0.027348644828048253
64,004255,NPC우,3050,0,0.0,3000,3050,3000,1455,4410415,16104000000,5280000,2017,08,0.027556818181818182,0.02738707774465971
65,006805,미래에셋대우우,6490,0,0.0,6490,6490,6470,4087,26514270,91351617500,14075750,2017,08,0.02903575297941495,0.029024412184053553
66,015360,예스코,38600,-50,-0.13,38650,38700,38400,1798,69394900,231600000000,6000000,2017,08,0.029966666666666666,0.029963255613126082
