,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,001527,동양2우B,10800,50,0.47,10850,10850,10650,3,32300,3332545200,308569,2019,03,0.000972229874031416,0.0009692291645436647
1,008110,대동전자,3460,-5,-0.14,3415,3480,3415,164,563650,36296946620,10490447,2019,03,0.0015633270917816942,0.0015528854421308896
2,003925,남양유업우,210000,500,0.24,207500,210000,207500,3,627500,34999020000,166662,2019,03,0.0018000504014112394,0.0017929073442627822
3,003465,유화증권우,12450,-150,-1.19,12600,12700,12450,69,860600,43516298250,3495285,2019,03,0.0019740879499096638,0.0019776498337608487
4,001755,한양증권우,7760,-10,-0.13,7770,7770,7710,12,92800,4074000000,525000,2019,03,0.002285714285714286,0.0022778595974472264
5,000157,두산2우B,71800,-100,-0.14,71900,71900,71300,26,1862900,70772183000,985685,2019,03,0.0026377595276381397,0.0026322488879564447
6,017390,서울가스,84000,-300,-0.36,83200,84000,82500,233,19302200,420000000000,5000000,2019,03,0.00466,0.004595761904761905
7,002600,조흥,184500,500,0.27,187000,187000,183000,32,5872500,110700000000,600000,2019,03,0.005333333333333333,0.005304878048780487
8,092230,KPX홀딩스,60000,200,0.33,59800,60000,59500,228,13588000,253478760000,4224646,2019,03,0.0053969018942652235,0.005360606940005545
9,016800,퍼시스,31350,200,0.64,31000,31350,30850,655,20378450,360525000000,11500000,2019,03,0.0056956521739130435,0.005652437417654809
10,004255,NPC우,2165,-35,-1.59,2195,2195,2165,396,867770,11431200000,5280000,2019,03,0.0075,0.007591241514451676
11,001275,부국증권우,19050,0,0.0,19050,19200,19050,230,4385600,57150000000,3000000,2019,03,0.007666666666666667,0.007673840769903763
12,023000,삼원강재,3015,0,0.0,2980,3030,2980,3116,9347715,120600000000,40000000,2019,03,0.00779,0.007751007462686568
13,004450,삼화왕관,45600,-250,-0.55,45800,45800,45200,179,8115450,98239682400,2154379,2019,03,0.008308658782878965,0.008260867504596085
14,152550,한국ANKOR유전,1705,0,0.0,1705,1705,1700,5933,10086115,119384100000,70020000,2019,03,0.00847329334475864,0.008448457541665934
15,000545,흥국화재우,5510,20,0.36,5590,5590,5460,70,387210,4231680000,768000,2019,03,0.009114583333333334,0.009150266560798549
16,009770,삼정펄프,36850,250,0.68,36500,36900,36100,252,9152350,92123931350,2499971,2019,03,0.01008011692935638,0.009934823520750669
17,005800,신영와코루,125500,-1500,-1.18,127000,128500,124000,95,12004500,112950000000,900000,2019,03,0.010555555555555556,0.010628154050464807
18,004700,조광피혁,35650,200,0.56,35900,37250,35200,704,25094900,237041769700,6649138,2019,03,0.010587838604041607,0.010586699564283585
19,083380,동북아13호,5030,-10,-0.2,5040,5040,5030,171,860340,7975869800,1585660,2019,03,0.010784152971002612,0.010786785912678766
20,155900,바다로19호,2945,0,0.0,2950,2950,2945,1645,4847200,44764011780,15200004,2019,03,0.01082236557306169,0.01082834135560135
21,006570,대림통상,4145,120,2.98,4065,4150,4030,1666,6766205,63107625000,15225000,2019,03,0.010942528735632184,0.010721691713164614
22,002025,코오롱우,18000,50,0.28,18100,18100,17600,122,2172300,19375020000,1076390,2019,03,0.01133418184858648,0.011211859394209657
23,003570,S&T중공업,7350,-30,-0.41,7360,7370,7270,3949,28902810,244407322950,33252697,2019,03,0.011875728455950505,0.011825672672628077
24,000480,조선내화,82600,300,0.36,82700,82700,82200,522,43072600,330400000000,4000000,2019,03,0.01305,0.013036501210653752
25,004250,NPC,3975,45,1.15,3930,3980,3885,4900,19177425,145962000000,36720000,2019,03,0.013344226579520698,0.013138642249352572
26,001270,부국증권,20800,0,0.0,20700,20850,20650,1426,29540350,215693628800,10369886,2019,03,0.013751356572290187,0.013695513476381366
27,083420,그린케미칼,3500,-20,-0.57,3520,3540,3485,2839,9946690,70000000000,20000000,2019,03,0.014195000000000001,0.014209557142857144
28,084695,대상홀딩스우,6100,30,0.49,6070,6170,6070,130,794400,5572240200,913482,2019,03,0.014231260167140677,0.014256384712202464
29,000105,유한양행우,213000,-1000,-0.47,214000,214000,212000,34,7255500,50308044000,236188,2019,03,0.014395312208918319,0.014422146883707106
30,005720,넥센,6200,100,1.64,6070,6220,6070,7919,48676160,331972657400,53543977,2019,03,0.014789712015601681,0.014662701555372132
31,004365,세방우,6350,-10,-0.16,6360,6360,6300,548,3453700,23426737500,3689250,2019,03,0.014853967608592533,0.014742556448587858
32,002355,넥센타이어1우B,3955,-10,-0.25,3965,3965,3940,1029,4054700,25707500000,6500000,2019,03,0.015830769230769228,0.0157724399494311
33,036530,S&T홀딩스,13050,-150,-1.14,13200,13300,12950,2779,36160200,212765712300,16303886,2019,03,0.017045016139097147,0.016995313581830356
34,001560,제일연마,6300,180,2.94,6190,6310,6120,1807,11174150,63000000000,10000000,2019,03,0.01807,0.01773674603174603
35,002070,남영비비안,6260,-70,-1.11,6210,6320,6210,1276,7969230,42993335700,6867945,2019,03,0.018579065499214103,0.018535965796205946
36,015360,예스코홀딩스,41100,-100,-0.24,41200,41200,40350,1151,46828500,246600000000,6000000,2019,03,0.019183333333333333,0.018989659367396595
37,009970,영원무역홀딩스,64000,-400,-0.62,64000,65800,63600,2691,173222900,872677888000,13635592,2019,03,0.01973511674447285,0.019849580513262643
38,117580,대성에너지,5410,10,0.19,5430,5430,5370,5500,29618520,148775000000,27500000,2019,03,0.02,0.01990826415728449
39,021820,세원정공,7530,-210,-2.71,7780,7780,7530,2024,15331630,75300000000,10000000,2019,03,0.020239999999999998,0.020360730411686588
40,123890,한국자산신탁,4180,25,0.6,4155,4195,4150,21015,87450595,429452736020,102739889,2019,03,0.020454567553601307,0.02036326414181405
41,092440,기신정기,3805,0,0.0,3760,3850,3750,6043,22857280,111106000000,29200000,2019,03,0.020695205479452056,0.020572498334923407
42,002240,고려제강,24800,50,0.2,25000,25500,24700,4310,107653850,496000000000,20000000,2019,03,0.02155,0.02170440524193548
43,001525,동양우,8490,110,1.31,8380,8570,8380,135,1136270,5244536190,617731,2019,03,0.02185417277099579,0.021665786236094216
44,000087,하이트진로2우B,15000,50,0.33,14950,15050,14950,253,3794700,16952070000,1130138,2019,03,0.022386646586523062,0.02238487689114073
45,000140,하이트진로홀딩스,8100,0,0.0,8100,8110,7980,5207,41916170,187974796500,23206765,2019,03,0.022437422880784978,0.022298824512891547
46,058650,세아홀딩스,94200,400,0.43,93600,94200,93200,935,87368200,376800000000,4000000,2019,03,0.023375,0.023186889596602974
47,123700,SJM,3290,35,1.08,3295,3315,3225,3724,12140505,51340114420,15604898,2019,03,0.0238643020928429,0.023647210640556263
48,001725,신영증권우,53700,-400,-0.74,54100,54100,53400,1688,90546600,378787073100,7053763,2019,03,0.02393048930053363,0.023904353244941823
49,008500,일정실업,19300,-500,-2.53,19550,19600,19200,300,5790850,23160000000,1200000,2019,03,0.025,0.0250036701208981
50,000155,두산우,71000,100,0.14,71000,71400,71000,1112,79186100,313186254000,4411074,2019,03,0.02520928009822551,0.025284027950984084
51,204210,모두투어리츠,3085,-95,-2.99,3185,3185,3085,1986,6252615,24145724275,7826815,2019,03,0.025374306151352752,0.02589533007495589
52,001440,대한전선,1060,5,0.47,1050,1080,1050,221609,235077985,907861389540,856473009,2019,03,0.025874604064726574,0.02589359870443555
53,002920,유성기업,2840,-40,-1.39,2835,2885,2830,6802,19292905,73690900000,25947500,2019,03,0.026214471529049044,0.026180851366993753
54,00499K,롯데지주우,50300,600,1.21,50500,50500,49650,259,12939250,49677436900,987623,2019,03,0.02622458164704548,0.026046533008630322
55,003460,유화증권,12800,50,0.39,12750,12800,12600,2979,37706300,145158182400,11340483,2019,03,0.02626872241684944,0.025976007260890034
56,071055,한국금융지주우,36500,100,0.27,36150,36800,36100,1603,58276200,213826161500,5858251,2019,03,0.027363115714912182,0.02725400839223315
57,003200,일신방직,99200,-600,-0.6,99800,99800,98400,664,65589500,238080000000,2400000,2019,03,0.027666666666666666,0.027549353158602147
58,084670,동양고속,28000,-50,-0.18,28000,28000,27700,838,23391700,81075932000,2895569,2019,03,0.028940771226657003,0.028851595563526795
59,000500,가온전선,17800,250,1.42,17250,17900,17250,1211,21192950,74054176600,4160347,2019,03,0.029108148911617227,0.028618169795435956
60,282690,동아타이어,13300,0,0.0,13200,13350,13100,4091,54397450,182649099500,13733015,2019,03,0.029789525461087752,0.02978249011296111
61,008870,금비,68400,500,0.74,68700,68800,67900,302,20657900,68400000000,1000000,2019,03,0.0302,0.030201608187134504
62,019685,대교우B,4420,0,0.0,4430,4430,4415,5934,26227590,85867295800,19426990,2019,03,0.03054513334283901,0.03054432977729805
63,002030,아세아,127000,0,0.0,127500,128500,126500,670,85305500,278260048000,2191024,2019,03,0.030579309035409927,0.030656754576567885
64,000390,삼화페인트,5980,50,0.84,6030,6030,5850,8248,48991640,158103730980,26438751,2019,03,0.03119663254894303,0.03098702332723407
65,025530,SJM홀딩스,3160,-15,-0.47,3175,3185,3160,4664,14790530,47191465280,14934008,2019,03,0.03123073189729107,0.03134153583120104
66,015350,부산가스,39700,150,0.38,39600,40500,39100,3490,137757700,436700000000,11000000,2019,03,0.03172727272727273,0.0315451568582551
67,126560,현대에이치씨엔,4200,0,0.0,4155,4240,4155,36222,152476840,474081703200,112876596,2019,03,0.032089911712078915,0.032162565855378494
68,000540,흥국화재,4900,0,0.0,4955,4955,4835,20807,101479845,314788960500,64242645,2019,03,0.032388143420931687,0.032237421807554144
69,002620,제일파마홀딩스,23750,0,0.0,23400,24150,23200,5240,124049650,379367181250,15973355,2019,03,0.03280462996033081,0.03269909895507072
70,138040,메리츠금융지주,14200,250,1.79,14150,14200,13950,46120,651739550,1991185258800,140224314,2019,03,0.03289015912033629,0.03273123618807699
71,000590,CS홀딩스,62000,-300,-0.48,62200,62200,60600,384,23537700,71577884000,1154482,2019,03,0.03326167060205357,0.032884039992017645
72,000320,노루홀딩스,12500,0,0.0,12500,12650,12250,4438,54686050,166139387500,13291151,2019,03,0.03339063712390296,0.03291576478214716
73,058430,포스코강판,19650,200,1.03,19450,19700,19350,2020,39433200,117900000000,6000000,2019,03,0.033666666666666664,0.03344631043256997
74,025000,KPX케미칼,54900,100,0.18,54500,55400,54200,1659,90988400,265716000000,4840000,2019,03,0.034276859504132236,0.034242725315750656
75,143210,핸즈코퍼레이션,6780,-10,-0.15,6800,6800,6680,7675,51494990,148232957040,21863268,2019,03,0.03510454155344023,0.03473923142888144
76,075180,새론오토모티브,5480,0,0.0,5400,5480,5250,6744,36512070,105216000000,19200000,2019,03,0.035125,0.03470201300182482
77,100840,S&TC,12500,-50,-0.4,12650,12650,12450,2639,33044400,93833887500,7506711,2019,03,0.03515520978495109,0.035215848858441465
78,005810,풍산홀딩스,40550,500,1.25,40150,40850,39950,2798,112649100,317716021850,7835167,2019,03,0.03571078957219418,0.03545590787145883
79,002780,진흥기업,1885,70,3.86,1825,1890,1825,53231,98676890,274214239325,145471745,2019,03,0.036591985612051334,0.035985326744118376
80,024070,WISCOM,2660,-70,-2.56,2710,2710,2660,5531,14809120,39968947200,15025920,2019,03,0.036809726126586596,0.03705156387006361
81,004080,신흥,10050,-50,-0.5,9920,10050,9910,3658,36455170,96480000000,9600000,2019,03,0.03810416666666667,0.03778520936981758
82,003547,대신증권2우B,8160,10,0.12,8150,8160,8130,3846,31333400,81600000000,10000000,2019,03,0.03846,0.038398774509803925
83,104700,한국철강,6000,90,1.52,5910,6020,5800,17763,104302550,276300000000,46050000,2019,03,0.03857328990228013,0.03774974665218965
84,024090,디씨엠,11050,100,0.91,11000,11050,10850,4541,49704250,129285000000,11700000,2019,03,0.03881196581196581,0.03844548864910856
