,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,152550,한국ANKOR유전,1735,10,0.58,1730,1735,1730,8000,13853010,121484700000,70020000,2021,05,0.011425307055127107,0.011403090265687778
1,001725,신영증권우,63200,100,0.16,62900,63700,62900,840,53250400,445797821600,7053763,2021,05,0.011908537329649437,0.011944966399539715
2,134380,미원화학,77000,0,0.0,76000,77000,75900,275,20904800,169343636000,2199268,2021,05,0.012504160475212663,0.012344603253942179
3,168490,한국패러랠,1990,5,0.25,1990,1990,1985,12453,24721625,159239800000,80020000,2021,05,0.015562359410147464,0.0155247777251667
4,268280,미원에스씨,170500,-2000,-1.16,172500,173000,170000,833,142438500,869550000000,5100000,2021,05,0.016333333333333335,0.016380714162497843
5,001270,부국증권,25000,-300,-1.19,25300,25300,24950,2021,50667200,259247150000,10369886,2021,05,0.0194891245670396,0.019543975700407893
6,001275,부국증권우,22200,50,0.23,22150,22250,22000,593,13146150,66600000000,3000000,2021,05,0.019766666666666665,0.019738963963963962
7,001720,신영증권,62900,300,0.48,62600,63100,62600,2210,138901900,590394307300,9386237,2021,05,0.023545111848337092,0.023526971429522793
8,015360,예스코홀딩스,38650,-300,-0.77,39200,39200,38400,1461,56495150,231900000000,6000000,2021,05,0.02435,0.024361858559724017
9,003465,유화증권우,2740,-10,-0.36,2750,2750,2705,4965,13470725,47885404500,17476425,2021,05,0.02840970049652603,0.028131170950012545
10,075180,새론오토모티브,6100,20,0.33,6080,6130,6030,5463,33180690,117120000000,19200000,2021,05,0.028453125,0.028330507172131147
11,153360,하이골드3호,1715,0,0.0,1715,1715,1710,5156,8828695,27696889850,16149790,2021,05,0.03192611173272222,0.0318761241706711
12,003830,대한화섬,140500,-1000,-0.71,141500,142500,140000,445,62674000,186584000000,1328000,2021,05,0.033509036144578314,0.03359023281739056
13,058650,세아홀딩스,104000,-1000,-0.95,105000,107000,104000,1578,166507500,416000000000,4000000,2021,05,0.03945,0.04002584134615385
14,107590,미원홀딩스,123500,-3500,-2.76,127500,127500,123500,1060,131812500,286520000000,2320000,2021,05,0.045689655172413794,0.04600464190981432
15,192400,쿠쿠홀딩스,139500,-500,-0.36,139500,139500,136500,3344,463867000,992184961500,7112437,2021,05,0.04701623367630532,0.046752069220916126
16,002840,미원상사,213500,1000,0.47,212500,216000,211500,2514,535968000,1061095000000,4970000,2021,05,0.05058350100603622,0.0505108402169457
17,300720,한일시멘트,165500,500,0.3,165000,165500,162000,3615,592363500,1146278487000,6926154,2021,05,0.052193468409740824,0.051677101744298896
18,000480,조선내화,92600,-900,-0.96,93500,94100,92100,2128,197205800,370400000000,4000000,2021,05,0.053200000000000004,0.05324130669546437
