종목명,years,month,상장주식수대비월거래량합계,거래대금,상장시가총액,벤치마크지수,소외주,EPS,PER,BPS,PBR,업종명,업종월평균PBR,LOW P/B
WISCOM,2017,10,0.28394933554817275,6202413.625,1615598492.5,0.3839944110923485,소외주,126.0,33.69,7868.0,0.54,화학,1.8470588235294119,LOW
경방,2019,10,0.29284044986607827,4421096.380952381,1382344362.4761906,0.3197189769367066,소외주,740.0,13.51,25854.0,0.39,유통업,1.1140740740740742,LOW
광주신세계,2017,8,0.2595,4939218.2272727275,1539981849.409091,0.320802677188011,소외주,28471.0,8.64,333931.0,0.74,유통업,1.292448979591837,LOW
광주신세계,2017,10,0.27256250000000004,6202413.625,1615598492.5,0.3839944110923485,소외주,28471.0,8.41,333931.0,0.72,유통업,1.2830000000000001,LOW
광주신세계,2020,4,0.783125,10802955.45,1243969280.2,0.8701321292741879,소외주,28183.0,5.2,387910.0,0.38,유통업,1.0951785714285713,LOW
광주신세계,2020,5,0.47412499999999996,9957334.47368421,1320678066.5789473,0.7521586946298098,소외주,29953.0,4.74,413244.0,0.34,유통업,1.137857142857143,LOW
광주신세계,2020,7,0.8261875,13033438.304347826,1487005703.5217392,0.874744942823614,소외주,29953.0,4.61,413244.0,0.33,유통업,1.1353571428571427,LOW
넥센,2018,9,0.38676619034107235,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,1499.0,4.2,16048.0,0.39,화학,1.7448888888888898,LOW
대구백화점,2017,10,0.3040859628016568,6202413.625,1615598492.5,0.3839944110923485,소외주,,,33074.0,0.37,유통업,1.2830000000000001,LOW
대구백화점,2018,8,0.28529024005760323,5226406.636363637,1527952908.6363637,0.3420772858876253,소외주,,,31301.0,0.3,유통업,1.4778846153846152,LOW
대구백화점,2018,10,0.2656720889338935,6101581.952380952,1441967973.857143,0.4244951731957202,소외주,,,31301.0,0.28,유통업,1.171730769230769,LOW
대구백화점,2018,11,0.15615050291495416,5292702.0,1396110029.2727273,0.379092720665869,소외주,,,31301.0,0.28,유통업,1.290192307692308,LOW
대구백화점,2018,12,0.24466782256357208,5249589.157894737,1371269442.0,0.38276591485349426,소외주,,,31301.0,0.28,유통업,1.2709615384615387,LOW
대동전자,2017,10,0.37672369919032045,6202413.625,1615598492.5,0.3839944110923485,소외주,209.0,20.72,11615.0,0.37,전기전자,1.6018604651162789,LOW
대동전자,2018,4,0.4504002546316663,7812027.0,1638803401.1904762,0.4763979976332588,소외주,209.0,19.59,11615.0,0.35,전기전자,1.9858695652173908,LOW
대동전자,2018,7,0.3338561264357944,5510769.181818182,1527309146.4545455,0.3608696312306022,소외주,209.0,18.06,11615.0,0.33,전기전자,2.1685106382978714,LOW
대동전자,2018,8,0.3238184226086839,5226406.636363637,1527952908.6363637,0.3420772858876253,소외주,209.0,18.18,11615.0,0.33,전기전자,2.054893617021277,LOW
대동전자,2018,9,0.24048546263090598,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,62.0,61.69,11629.0,0.33,전기전자,1.93468085106383,LOW
대림통상,2017,1,0.23020689655172413,4111711.45,1332105848.55,0.3084809580932052,소외주,,,7781.0,0.75,기계,1.3066666666666666,LOW
대림통상,2017,2,0.27031855500821017,4484081.35,1347227097.25,0.332872062289318,소외주,,,7781.0,0.76,기계,1.3277777777777777,LOW
대림통상,2017,3,0.36232512315270937,5025620.090909091,1382749052.590909,0.3634812135281776,소외주,,,7781.0,0.7,기계,1.3903703703703703,LOW
대림통상,2017,5,0.33576354679802956,6208851.684210527,1500435875.631579,0.4137612507588453,소외주,21.0,290.48,7649.0,0.8,기계,1.5928,LOW
대림통상,2017,6,0.3323743842364532,6132872.19047619,1537018560.0952382,0.39906106450836776,소외주,21.0,267.62,7649.0,0.73,기계,1.5992307692307695,LOW
대림통상,2017,7,0.19720197044334975,5310060.428571428,1567589319.857143,0.3387411617151975,소외주,21.0,270.48,7649.0,0.74,기계,1.6053846153846156,LOW
대림통상,2017,9,0.26064367816091955,5271438.952380952,1543381995.1904762,0.34141436809326026,소외주,21.0,257.62,7649.0,0.71,기계,1.5146153846153845,LOW
대림통상,2017,10,0.15911986863711003,6202413.625,1615598492.5,0.3839944110923485,소외주,21.0,260.48,7649.0,0.72,기계,1.5099999999999996,LOW
대림통상,2017,12,0.2392249589490969,5520971.631578947,1604123875.631579,0.34413165406707064,소외주,21.0,261.9,7649.0,0.72,기계,1.5092307692307696,LOW
대림통상,2018,2,0.16718555008210179,6886748.222222222,1607400127.2222223,0.42888500986471795,소외주,21.0,245.24,7649.0,0.67,기계,1.521923076923077,LOW
대림통상,2018,4,0.3848013136288998,7812027.0,1638803401.1904762,0.4763979976332588,소외주,21.0,235.71,7649.0,0.65,기계,1.5867857142857142,LOW
대림통상,2018,5,0.42079474548440066,9053263.1,1644402624.65,0.5506904628679582,소외주,,,7264.0,0.69,기계,1.4649999999999999,LOW
대림통상,2018,6,0.13666995073891627,7546209.263157895,1599775900.2105262,0.47096295606117344,소외주,,,7264.0,0.62,기계,1.2961290322580648,LOW
대림통상,2018,7,0.1020032840722496,5510769.181818182,1527309146.4545455,0.3608696312306022,소외주,,,7264.0,0.64,기계,1.2819354838709676,LOW
대림통상,2018,8,0.09694581280788177,5226406.636363637,1527952908.6363637,0.3420772858876253,소외주,,,7264.0,0.64,기계,1.2845161290322578,LOW
대림통상,2018,9,0.04786863711001642,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,,,7264.0,0.66,기계,1.3112903225806452,LOW
대림통상,2018,10,0.1395270935960591,6101581.952380952,1441967973.857143,0.4244951731957202,소외주,,,7264.0,0.53,기계,1.0467741935483872,LOW
대림통상,2018,11,0.09541543513957307,5292702.0,1396110029.2727273,0.379092720665869,소외주,,,7264.0,0.55,기계,1.0929032258064513,LOW
대림통상,2018,12,0.11435796387520526,5249589.157894737,1371269442.0,0.38276591485349426,소외주,,,7264.0,0.58,기계,1.09,LOW
대림통상,2019,1,0.1675008210180624,5603161.363636363,1386157413.6363637,0.4032552534195176,소외주,,,7264.0,0.61,기계,1.199354838709677,LOW
대림통상,2019,2,0.1491822660098522,5618904.588235294,1458848750.7058823,0.3853572669702385,소외주,,,7264.0,0.6,기계,1.163225806451613,LOW
대림통상,2019,4,0.34127422003284075,5378292.2272727275,1465638150.6363637,0.36671252951950345,소외주,,,7264.0,0.58,기계,1.202258064516129,LOW
대림통상,2019,5,0.12587848932676518,5382849.0,1384116388.9047618,0.3889409605308684,소외주,,,6988.0,0.61,기계,1.1006451612903225,LOW
대림통상,2019,6,0.3119737274220033,4600446.7894736845,1401948765.631579,0.328197911702071,소외주,,,6988.0,0.61,기계,1.1538709677419359,LOW
대림통상,2019,7,0.2841707717569787,4429029.478260869,1386277749.3913043,0.3196414166485545,소외주,,,6988.0,0.58,기계,1.011290322580645,LOW
대림통상,2019,8,0.29347783251231524,4662803.333333333,1297011945.4761906,0.3597976258187877,소외주,,,6988.0,0.59,기계,0.9854838709677418,LOW
대림통상,2019,9,0.2495435139573071,4520648.368421053,1366227666.631579,0.3305468144199756,소외주,,,6988.0,0.6,기계,1.06,LOW
대림통상,2019,10,0.18394745484400657,4421096.380952381,1382344362.4761906,0.3197189769367066,소외주,,,6988.0,0.56,기계,1.0058064516129033,LOW
대림통상,2019,11,0.22442036124794745,5317097.80952381,1429027490.0952382,0.37201412441539816,소외주,,,6988.0,0.58,기계,1.0058064516129033,LOW
대림통상,2019,12,0.11244663382594416,5065497.6,1442768030.8,0.3508687773816782,소외주,,,6988.0,0.59,기계,1.070322580645161,LOW
대림통상,2020,1,0.1624367816091954,6434673.0,1482796763.9,0.4344625497397481,소외주,,,6988.0,0.57,기계,1.022258064516129,LOW
대림통상,2020,2,0.2778916256157636,7582885.65,1460014517.3,0.5216620675978796,소외주,,,6988.0,0.54,기계,0.9438709677419354,LOW
대림통상,2020,3,0.84135960591133,10096721.454545455,1203158162.5454545,0.8573532841063983,소외주,,,6988.0,0.51,기계,0.7696774193548385,LOW
대림통상,2020,5,0.228551724137931,9957334.47368421,1320678066.5789473,0.7521586946298098,소외주,,,6005.0,0.7,기계,1.15375,LOW
대림통상,2020,6,0.3414515599343186,13074635.409090908,1435652800.2272727,0.9104022837640375,소외주,,,6005.0,0.69,기계,1.1503124999999998,LOW
대림통상,2020,7,0.6834548440065681,13033438.304347826,1487005703.5217392,0.874744942823614,소외주,,,6005.0,0.73,기계,1.2393749999999997,LOW
대림통상,2020,8,0.5037766830870278,16197444.3,1596772035.0,1.0138335220437622,소외주,,,6005.0,0.69,기계,1.2321874999999998,LOW
대림통상,2020,9,0.8125714285714286,14195647.19047619,1613102538.0952382,0.8796248441518392,소외주,,,6005.0,0.69,기계,1.4724242424242424,LOW
대림통상,2020,10,0.4080919540229885,10847027.0,1611789923.5263157,0.6731917998729725,소외주,,,6005.0,0.7,기계,1.4460606060606058,LOW
대림통상,2020,11,0.4038620689655172,15249273.666666666,1717620789.6666667,0.8855653759387491,소외주,,,6005.0,0.67,기계,1.865151515151515,LOW
대림통상,2021,1,0.6301806239737274,26477822.2,2129149293.35,1.2436685347301648,소외주,,,6005.0,0.68,기계,1.9496969696969697,LOW
대한화섬,2019,10,0.2503012048192771,4421096.380952381,1382344362.4761906,0.3197189769367066,소외주,39390.0,2.34,375351.0,0.25,화학,1.2218085106382977,LOW
대한화섬,2020,2,0.4766566265060241,7582885.65,1460014517.3,0.5216620675978796,소외주,39390.0,2.09,375351.0,0.22,화학,1.0886315789473684,LOW
동남합성,2017,1,0.2685961085350784,4111711.45,1332105848.55,0.3084809580932052,소외주,3462.0,17.33,41755.0,1.44,화학,1.8408433734939762,LOW
동남합성,2017,8,0.2080030515060851,4939218.2272727275,1539981849.409091,0.320802677188011,소외주,5866.0,9.68,44008.0,1.29,화학,1.671428571428572,LOW
동남합성,2017,9,0.329255387484322,5271438.952380952,1543381995.1904762,0.34141436809326026,소외주,5866.0,8.68,44008.0,1.16,화학,1.621666666666666,LOW
동남합성,2018,5,0.46610030928862095,9053263.1,1644402624.65,0.5506904628679582,소외주,1124.0,54.63,38920.0,1.58,화학,1.8044444444444452,LOW
동남합성,2018,8,0.1374954085811432,5226406.636363637,1527952908.6363637,0.3420772858876253,소외주,1124.0,54.63,38920.0,1.58,화학,1.7758888888888884,LOW
동남합성,2018,9,0.14905475709017735,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,1124.0,53.65,38920.0,1.55,화학,1.7448888888888898,LOW
동남합성,2018,11,0.19658497299903493,5292702.0,1396110029.2727273,0.379092720665869,소외주,1124.0,53.29,38920.0,1.54,화학,1.495,HIGH
동남합성,2019,1,0.25186952749670305,5603161.363636363,1386157413.6363637,0.4032552534195176,소외주,1124.0,52.49,38920.0,1.52,화학,1.549555555555556,LOW
동남합성,2019,8,0.2096754420744671,4662803.333333333,1297011945.4761906,0.3597976258187877,소외주,1639.0,14.67,16991.0,1.42,화학,1.1825531914893614,HIGH
동남합성,2019,9,0.24131727202144357,4520648.368421053,1366227666.631579,0.3305468144199756,소외주,1639.0,14.77,16991.0,1.42,화학,1.2070212765957447,HIGH
동남합성,2019,11,0.2591261553685638,5317097.80952381,1429027490.0952382,0.37201412441539816,소외주,1639.0,15.16,16991.0,1.46,화학,1.2124468085106381,HIGH
동남합성,2020,1,0.3071411137261485,6434673.0,1482796763.9,0.4344625497397481,소외주,1639.0,15.07,16991.0,1.45,화학,1.1851578947368417,HIGH
동남합성,2020,9,0.5607479224376731,14195647.19047619,1613102538.0952382,0.8796248441518392,소외주,4926.0,7.5,20576.0,1.8,화학,1.3308333333333333,HIGH
동남합성,2021,2,0.5883102493074792,19095421.888888888,2133992453.2777777,0.8955554340315732,소외주,4926.0,9.62,20576.0,2.3,화학,1.6708333333333334,HIGH
동아타이어,2018,12,0.3387165891830745,5249589.157894737,1371269442.0,0.38276591485349426,소외주,15.0,846.67,23549.0,0.54,화학,1.477555555555555,LOW
동아타이어,2020,4,0.2529306201151022,10802955.45,1243969280.2,0.8701321292741879,소외주,1178.0,9.42,24769.0,0.45,화학,1.1198958333333338,LOW
동아타이어,2020,5,0.4328474118756879,9957334.47368421,1320678066.5789473,0.7521586946298098,소외주,1799.0,6.03,25988.0,0.42,화학,1.111875,LOW
동아타이어,2020,6,0.6744549539922589,13074635.409090908,1435652800.2272727,0.9104022837640375,소외주,1799.0,6.34,25988.0,0.44,화학,1.1419791666666665,LOW
동아타이어,2020,7,0.31845155634068706,13033438.304347826,1487005703.5217392,0.874744942823614,소외주,1799.0,5.89,25988.0,0.41,화학,1.2616666666666665,LOW
동아타이어,2020,8,0.8644642127020177,16197444.3,1596772035.0,1.0138335220437622,소외주,1799.0,5.52,25988.0,0.38,화학,1.3462500000000002,LOW
동일산업,2020,11,0.8035988561838847,15249273.666666666,1717620789.6666667,0.8855653759387491,소외주,1726.0,39.8,145886.0,0.47,철강금속,0.7026190476190477,LOW
디씨엠,2019,10,0.1371965811965812,4421096.380952381,1382344362.4761906,0.3197189769367066,소외주,715.0,17.06,13349.0,0.91,철강금속,0.9631707317073169,LOW
롯데제과,2019,12,0.34804402313519517,5065497.6,1442768030.8,0.3508687773816782,소외주,2192.0,68.2,183085.0,0.82,음식료품,1.0785714285714283,LOW
메리츠금융지주,2020,9,0.7955448889255559,14195647.19047619,1613102538.0952382,0.8796248441518392,소외주,2797.0,3.26,19600.0,0.46,기타금융,0.672,LOW
미원상사,2018,1,0.23595791852578638,7142576.590909091,1638788275.2272727,0.43546683537567626,소외주,25254.0,8.71,208257.0,1.06,화학,2.0458333333333334,LOW
미원상사,2018,4,0.4340818575979458,7812027.0,1638803401.1904762,0.4763979976332588,소외주,25254.0,9.31,208257.0,1.13,화학,2.147441860465116,LOW
미원상사,2018,5,0.322597731474592,9053263.1,1644402624.65,0.5506904628679582,소외주,32510.0,7.4,228360.0,1.05,화학,1.8044444444444452,LOW
미원상사,2018,8,0.18122476158287282,5226406.636363637,1527952908.6363637,0.3420772858876253,소외주,32510.0,7.67,228360.0,1.09,화학,1.7758888888888884,LOW
미원상사,2018,9,0.18916989726813446,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,32510.0,7.89,228360.0,1.12,화학,1.7448888888888898,LOW
미원에스씨,2018,6,0.37122201088179035,7546209.263157895,1599775900.2105262,0.47096295606117344,소외주,3321.0,18.22,35770.0,1.69,화학,1.8056666666666652,LOW
미원에스씨,2020,5,0.7236078431372549,9957334.47368421,1320678066.5789473,0.7521586946298098,소외주,7559.0,10.16,47326.0,1.62,화학,1.111875,HIGH
미원에스씨,2020,7,0.6395882352941177,13033438.304347826,1487005703.5217392,0.874744942823614,소외주,7559.0,10.62,47326.0,1.7,화학,1.2616666666666665,HIGH
미원에스씨,2020,8,0.930921568627451,16197444.3,1596772035.0,1.0138335220437622,소외주,7559.0,11.44,47326.0,1.83,화학,1.3462500000000002,HIGH
미원에스씨,2020,9,0.8401960784313725,14195647.19047619,1613102538.0952382,0.8796248441518392,소외주,7559.0,12.53,47326.0,2.0,화학,1.3308333333333333,HIGH
미원에스씨,2020,11,0.5911960784313726,15249273.666666666,1717620789.6666667,0.8855653759387491,소외주,7559.0,13.69,47326.0,2.19,화학,1.4682291666666671,HIGH
미원에스씨,2021,1,0.8135490196078432,26477822.2,2129149293.35,1.2436685347301648,소외주,7559.0,13.82,47326.0,2.21,화학,1.6213541666666662,HIGH
미원에스씨,2021,2,0.6265490196078431,19095421.888888888,2133992453.2777777,0.8955554340315732,소외주,7559.0,14.82,47326.0,2.37,화학,1.6708333333333334,HIGH
미원에스씨,2021,5,0.504078431372549,15976395.789473685,2217874507.0,0.7203665890756749,소외주,6769.0,25.19,51194.0,3.33,화학,1.8601041666666667,HIGH
미원에스씨,2021,6,0.7078823529411765,16947706.772727273,2279987060.409091,0.7434450167336567,소외주,6769.0,26.67,51194.0,3.53,화학,1.9439583333333335,HIGH
미원화학,2017,4,0.31110091743119267,4598756.05,1400871421.9,0.32783726157889626,소외주,5017.0,13.35,35341.0,1.9,화학,1.9644047619047622,LOW
미원화학,2018,7,0.27956507015440374,5510769.181818182,1527309146.4545455,0.3608696312306022,소외주,6265.0,7.45,38134.0,1.22,화학,1.720111111111111,LOW
미원화학,2018,9,0.38028903797398844,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,6265.0,7.17,38134.0,1.18,화학,1.7448888888888898,LOW
미원화학,2018,10,0.3904026212943556,6101581.952380952,1441967973.857143,0.4244951731957202,소외주,6265.0,6.32,38134.0,1.04,화학,1.3527777777777783,LOW
미원화학,2018,12,0.2583218259795863,5249589.157894737,1371269442.0,0.38276591485349426,소외주,6265.0,6.9,38134.0,1.13,화학,1.477555555555555,LOW
미원화학,2019,5,0.3141690229343387,5382849.0,1384116388.9047618,0.3889409605308684,소외주,3675.0,11.35,41025.0,1.02,화학,1.2902127659574467,LOW
미원화학,2020,1,0.3399312862279631,6434673.0,1482796763.9,0.4344625497397481,소외주,3675.0,12.07,41025.0,1.08,화학,1.1851578947368417,LOW
미원화학,2020,3,0.5837851503318378,10096721.454545455,1203158162.5454545,0.8573532841063983,소외주,3675.0,11.28,41025.0,1.01,화학,0.9379999999999995,HIGH
미원화학,2021,5,0.4761129612216428,15976395.789473685,2217874507.0,0.7203665890756749,소외주,6806.0,11.31,51337.0,1.5,화학,1.8601041666666667,LOW
미원화학,2021,6,0.6298004608806202,16947706.772727273,2279987060.409091,0.7434450167336567,소외주,6806.0,11.83,51337.0,1.57,화학,1.9439583333333335,LOW
미원화학,2021,7,0.4135466891711242,13814302.181818182,2283967307.909091,0.6047813477702445,소외주,6806.0,11.96,51337.0,1.59,화학,1.9742268041237114,LOW
미원화학,2021,8,0.29523459623838477,15521821.095238095,2282889808.2380953,0.6794792783800361,소외주,6806.0,11.75,51337.0,1.56,화학,1.982040816326531,LOW
미원화학,2021,9,0.4272330611821752,14061364.421052631,2278255780.0526314,0.6175593717315779,소외주,6806.0,11.65,51337.0,1.54,화학,2.0786734693877547,LOW
미원화학,2021,10,0.35852838308018853,11753813.789473685,2173605748.1578946,0.5415259074732128,소외주,6806.0,11.77,51337.0,1.56,화학,1.983367346938775,LOW
미원화학,2021,11,0.39785965148403923,11717785.818181818,2182238704.6363635,0.5377736168737557,소외주,6806.0,11.49,51337.0,1.52,화학,1.7601010101010102,LOW
미창석유,2018,12,0.1915303574466911,5249589.157894737,1371269442.0,0.38276591485349426,소외주,7310.0,10.47,142513.0,0.54,화학,1.477555555555555,LOW
미창석유,2019,2,0.2524039014250962,5618904.588235294,1458848750.7058823,0.3853572669702385,소외주,7310.0,10.57,142513.0,0.54,화학,1.5652222222222218,LOW
미창석유,2020,7,0.7035809049062122,13033438.304347826,1487005703.5217392,0.874744942823614,소외주,11366.0,5.09,148274.0,0.39,화학,1.2616666666666665,LOW
미창석유,2020,9,0.38375050009427064,14195647.19047619,1613102538.0952382,0.8796248441518392,소외주,11366.0,5.3,148274.0,0.41,화학,1.3308333333333333,LOW
미창석유,2020,10,0.2703383166481958,10847027.0,1611789923.5263157,0.6731917998729725,소외주,11366.0,5.51,148274.0,0.42,화학,1.3032291666666667,LOW
미창석유,2020,11,0.83412275417435,15249273.666666666,1717620789.6666667,0.8855653759387491,소외주,11366.0,5.72,148274.0,0.44,화학,1.4682291666666671,LOW
미창석유,2020,12,0.838606357980125,18199005.333333332,1896653999.857143,0.9590558432486715,소외주,11366.0,5.66,148274.0,0.43,화학,1.5645833333333332,LOW
부국증권,2018,7,0.35326328563303394,5510769.181818182,1527309146.4545455,0.3608696312306022,소외주,3797.0,6.31,35752.0,0.67,증권,0.6146666666666666,HIGH
부국증권,2018,9,0.18032985126355294,6069409.294117647,1542969295.5882354,0.3931282063723475,소외주,3797.0,6.04,35752.0,0.64,증권,0.6253333333333334,HIGH
부국증권,2018,10,0.2579199038446517,6101581.952380952,1441967973.857143,0.4244951731957202,소외주,3797.0,5.78,35752.0,0.61,증권,0.5313333333333333,HIGH
