,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,003465,유화증권우,14900,0,0.0,14900,14900,14900,3,44700,52079746500,3495285,2018,01,8.582991086563756e-05,8.582991086563756e-05
1,002355,넥센타이어1우B,5990,-10,-0.17,5850,5990,5850,37,216590,38935000000,6500000,2018,01,0.0005692307692307692,0.0005562861178887889
2,140890,트러스제7호,2955,20,0.68,2935,2955,2915,206,606115,28622130000,9686000,2018,01,0.0021267809209167873,0.0021176446337152406
3,004365,세방우,7700,100,1.32,7800,7800,7650,87,673820,28407225000,3689250,2018,01,0.0023582028867656026,0.0023720021931040434
4,002250,알보젠코리아,28200,0,0.0,27950,28300,27950,386,10810900,334393400400,11857922,2018,01,0.0032552077842981256,0.003232988446263607
5,084695,대상홀딩스우,6980,-20,-0.29,7010,7010,6820,47,325720,6376104360,913482,2018,01,0.005145147906581629,0.005108448381795307
6,004989,성신양회3우B,8700,-20,-0.23,8620,8720,8600,15,129830,2496012600,286898,2018,01,0.005228338991557975,0.005201496178344612
7,002840,미원상사,220000,-2500,-1.12,222000,222500,220000,42,9256500,174446360000,792938,2018,01,0.005296757123507765,0.0053062156183711715
8,000680,LS네트웍스,3195,-20,-0.62,3165,3205,3165,4819,15374505,251775636120,78803016,2018,01,0.006115248177810859,0.006106430803603365
9,017390,서울가스,92500,300,0.33,92100,92600,92000,370,34166800,462500000000,5000000,2018,01,0.0073999999999999995,0.007387416216216216
10,023450,동남합성,59000,-900,-1.5,59900,59900,59000,106,6308000,77582227000,1314953,2018,01,0.008061124618142245,0.008130728188557928
11,003925,남양유업우,220500,0,0.0,220500,220500,220000,14,3085500,36748971000,166662,2018,01,0.008400235206585784,0.008396153459643809
12,058650,세아홀딩스,158000,500,0.32,155500,158000,154000,339,52882000,632000000000,4000000,2018,01,0.008475,0.00836740506329114
13,016800,퍼시스,34600,200,0.58,34200,34650,34100,1018,35015800,397900000000,11500000,2018,01,0.008852173913043479,0.008800150791656195
14,001755,한양증권우,9010,60,0.67,8960,9010,8810,47,421530,4730250000,525000,2018,01,0.008952380952380951,0.008911368320913271
15,006570,대림통상,5280,-50,-0.94,5380,5380,5260,1572,8322560,80388000000,15225000,2018,01,0.01032512315270936,0.010352988008160422
16,092230,KPX홀딩스,67100,-400,-0.59,67600,67600,66800,482,32274500,283473746600,4224646,2018,01,0.011409239969455429,0.011385357687299851
17,00781K,코리아써키트2우B,5330,-20,-0.37,5340,5400,5290,115,613410,4177115670,783699,2018,01,0.014674001115224086,0.014685013498800237
18,000105,유한양행우,191000,2500,1.33,188500,191000,186500,38,7144500,45111908000,236188,2018,01,0.016088878351144004,0.015837281810381416
19,009140,경인전자,21900,100,0.46,21800,22250,21550,273,5948100,34400454300,1570797,2018,01,0.017379712337112944,0.01729076002348027
20,001725,신영증권우,54900,0,0.0,54900,54900,54500,1324,72475000,387251588700,7053763,2018,01,0.01877012312435221,0.018715223414137023
21,003120,일성신약,123500,500,0.41,123000,123500,121000,553,67854000,328510000000,2660000,2018,01,0.020789473684210524,0.02065507899302913
22,002000,한국유리,36700,450,1.24,36150,36800,35700,2117,77001550,369923522000,10079660,2018,01,0.021002692551137635,0.020815532243986367
