,종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,years,month,상장주식수대비거래량,시가총액대비거래대금
0,083380,동북아13호,5060,50,1.0,5060,5060,5060,1,5060,8023439600,1585660,2019,07,6.306522205264685e-05,6.306522205264685e-05
1,083370,동북아12호,5010,0,0.0,5010,5010,5010,1,5010,7944156600,1585660,2019,07,6.306522205264685e-05,6.306522205264685e-05
2,004365,세방우,6420,40,0.63,6380,6420,6380,5,31950,23684985000,3689250,2019,07,0.00013552890153825303,0.00013489558891424251
3,002355,넥센타이어1우B,4090,-10,-0.24,4140,4140,4090,10,41270,26585000000,6500000,2019,07,0.00015384615384615385,0.0001552379161181117
4,003925,남양유업우,198000,0,0.0,198000,198000,198000,3,594000,32999076000,166662,2019,07,0.0018000504014112394,0.0018000504014112394
5,017390,서울가스,74100,-200,-0.27,73800,75900,73500,93,6885600,370500000000,5000000,2019,07,0.00186,0.0018584615384615384
6,003120,일성신약,87600,-200,-0.23,87700,87700,87500,91,7971500,233016000000,2660000,2019,07,0.0034210526315789475,0.0034210097160709994
7,005725,넥센우,3630,-55,-1.49,3690,3690,3630,140,508935,13070178000,3600600,2019,07,0.003888240848747431,0.0038938643375782643
8,000590,CS홀딩스,60100,-700,-1.15,60800,60800,59700,46,2759100,69384368200,1154482,2019,07,0.003984470957537666,0.0039765441000297235
9,092230,KPX홀딩스,56100,-100,-0.18,56200,56400,56000,188,10566200,237002640600,4224646,2019,07,0.004450077000534483,0.004458262563341245
10,003650,미창석유,77500,1000,1.31,77300,78000,76900,78,6038500,134824580000,1739672,2019,07,0.004483603805774882,0.004478782726413833
11,007815,코리아써우,2620,85,3.35,2465,2660,2465,133,347850,7767487800,2964690,2019,07,0.004486135143977953,0.004478281897011799
12,152550,한국ANKOR유전,1760,5,0.28,1755,1775,1755,3304,5812580,123235200000,70020000,2019,07,0.004718651813767495,0.004716655630858716
13,101060,SBS미디어홀딩스,2190,-30,-1.35,2240,2245,2190,7434,16461125,306372656100,139896190,2019,07,0.005313940286722605,0.005372909322112314
14,000760,이화산업,15850,-100,-0.63,15950,16000,15700,150,2370350,44380000000,2800000,2019,07,0.005357142857142857,0.005341031996394773
15,058650,세아홀딩스,86200,400,0.47,85800,86400,85300,234,20065500,344800000000,4000000,2019,07,0.00585,0.005819460556844548
16,034590,인천도시가스,29200,0,0.0,29250,29300,29150,290,8475150,127742816800,4374754,2019,07,0.006628944164631886,0.006634541348238063
17,001525,동양우,8100,0,0.0,8070,8140,8070,43,349480,5003621100,617731,2019,07,0.006960958734465325,0.0069845416552424405
18,015360,예스코홀딩스,40550,100,0.25,40500,40600,39700,418,16831500,243300000000,6000000,2019,07,0.006966666666666666,0.006918002466091246
19,001720,신영증권,58800,0,0.0,58800,58900,58700,778,45735200,551910735600,9386237,2019,07,0.008288731682355773,0.00828670236868645
20,025530,SJM홀딩스,3140,-10,-0.32,3150,3200,3130,1300,4107020,46892785120,14934008,2019,07,0.008704963865025384,0.008758319621003565
