회사명,거래소코드,회계년도,매출총이익(손실)(IFRS연결),매출액(수익)(*)(IFRS연결),매출총이익(손실)(IFRS),매출액(수익)(*)(IFRS),매출액총이익률
동양이엔피(주),79960,17-Dec,40469496,424716584,31834086,360305712,9.528588599
동양파일(주),228340,16-Dec,52672485,120941189,52672485,120941189,43.55214748
동양파일(주),228340,17-Dec,27257140,88578287,27257140,88578287,30.77180754
동일금속(주),109860,16-Dec,5333769,59020844,3315398,59020844,9.037093743
동일금속(주),109860,17-Dec,7232869,71246971,5456430,71114935,10.15182667
동일철강(주),23790,16-Dec,8733171,58153246,8733171,58153246,15.01751252
동일철강(주),23790,17-Dec,4809333,55255470,4809333,55255470,8.703813396
동화기업(주),25900,16-Dec,193701101,690688212,95469597,421695890,28.04465135
동화기업(주),25900,17-Dec,213722638,778786071,98849903,437001694,27.44304835
디에스티(주),33430,16-Dec,9546663,31222353,1948906,14596411,30.57637264
디에스티(주),33430,17-Dec,13705374,33156724,10952661,22576838,41.33512708
디엑스앤브이엑스(주),180400,16-Dec,2022776,5097702,2022776,5097702,39.68015392
디엑스앤브이엑스(주),180400,17-Dec,645574,4670448,645574,4670448,13.82252837
디와이피엔에프(주),104460,16-Dec,9939282,92322691,9354089,87094564,10.76580621
디와이피엔에프(주),104460,17-Dec,10801046,95411938,10938289,89973463,11.32043456
디젠스(주),113810,16-Dec,18320370,119949321,10114391,64607990,15.27342535
디젠스(주),113810,17-Dec,13231097,107691238,4414093,54509376,12.28614068
디케이락(주),105740,16-Dec,11917779,52002047,11917779,52002047,22.9179036
디케이락(주),105740,17-Dec,11534132,53555421,11534132,53555421,21.53681511
라온시큐어(주),42510,16-Dec,9987281,16702451,9913291,16697461,59.7953019
라온시큐어(주),42510,17-Dec,13060226,21241383,12828437,21073046,61.48481951
램테크놀러지(주),171010,16-Dec,1008678,24862603,387248,23984932,4.057008834
램테크놀러지(주),171010,17-Dec,3652237,24427156,2927467,23653471,14.95154409
럭슬(주),33600,16-Dec,-2682019,38756334,-2682019,38756334,-6.920208191
럭슬(주),33600,17-Dec,-3174674,25472189,-3174674,25472189,-12.46329477
로스웰인터내셔널유한회사,900260,16-Dec,54825743,161246970,,,34.00109968
로스웰인터내셔널유한회사,900260,17-Dec,56521756,193307850,,,29.23924507
로체시스템즈(주),71280,16-Dec,14533979,98858096,14533979,98858096,14.70186013
로체시스템즈(주),71280,17-Dec,23163491,337000209,23163491,337000209,6.873435203
리노공업(주),58470,16-Dec,49030374,112788734,49030374,112788734,43.47098532
리노공업(주),58470,17-Dec,59629830,141510913,59629830,141510913,42.13797278
마이크로로봇(주),182690,16-Dec,-630834,17467238,-630834,17467238,-3.611526905
마이크로로봇(주),182690,17-Dec,-1757678,8057153,-1757678,8057153,-21.81512502
매일유업(주),267980,17-Dec,278863201,881178353,278863201,881178353,31.6466241
매일홀딩스(주),5990,16-Dec,571405625,1634719055,416670635,1328083406,34.95436254
매일홀딩스(주),5990,17-Dec,575261234,1638184378,6906877,6906877,35.11578072
메가스터디(주),72870,16-Dec,77255716,150220408,9989523,31400547,51.42824269
메가스터디(주),72870,17-Dec,61693779,132088568,5548706,27930404,46.7063728
메가스터디교육(주),215200,16-Dec,98335242,174518667,98355337,174483370,56.34654658
메가스터디교육(주),215200,17-Dec,148274454,252148376,123589148,218280260,58.80444536
메가엠디(주),133750,16-Dec,41345336,65735834,37256823,59365177,62.89619144
메가엠디(주),133750,17-Dec,40453505,69201508,37520351,63163701,58.45754835
메디앙스(주),14100,16-Dec,71504680,135940603,68591129,129154197,52.59994323
메디앙스(주),14100,17-Dec,64316102,120714400,59929160,114389397,53.27956068
메디포스트(주),78160,16-Dec,15700288,28654162,15700288,28654162,54.79234744
메디포스트(주),78160,17-Dec,25196054,42249905,25196054,42249905,59.63576486
모바일어플라이언스(주),87260,16-Dec,12967430,62158863,11513757,58664811,20.86175547
모바일어플라이언스(주),87260,17-Dec,10321150,54546061,8644227,48272893,18.92189795
모트렉스(주),118990,16-Dec,49920607,235228964,40206997,200359446,21.22213445
모트렉스(주),118990,17-Dec,63231749,254864665,50957345,209489966,24.80993158
무림에스피(주),1810,16-Dec,30382991,207075020,17526826,133949644,14.67245591
무림에스피(주),1810,17-Dec,27833628,203041163,15157656,131709509,13.70836711
미래나노텍(주),95500,16-Dec,61287822,314545248,40476415,203833950,19.48458048
미래나노텍(주),95500,17-Dec,46957480,280596433,29092909,165134109,16.7348813
미래오토스,176440,16-Dec,22221060,201365777,16254584,169036453,11.03517208
미래오토스,176440,17-Dec,17010718,204322026,13650700,171360738,8.32544505
미스터블루(주),207760,16-Dec,24032241,24032241,23351070,23351070,100
미스터블루(주),207760,17-Dec,30160717,30160717,27377847,27377847,100
바디텍메드(주),206640,16-Dec,34504908,54974499,31062440,47124743,62.76529778
바디텍메드(주),206640,17-Dec,29468100,52593957,26564936,45622779,56.0294408
바이온(주),32980,16-Dec,4265589,27926136,2837651,19209784,15.27454067
바이온(주),32980,17-Dec,2372613,19075365,864985,12395740,12.43810014
베뉴지(주),19010,16-Dec,38855836,69749225,36191102,67043799,55.70791073
베뉴지(주),19010,17-Dec,36778974,67532565,33624410,64328989,54.46109444
보성파워텍(주),6910,16-Dec,2531130,72009826,1921440,69569604,3.514978636
보성파워텍(주),6910,17-Dec,-44298,75923274,-368750,75383741,-0.058345745
비디아이(주),148140,16-Dec,10851842,100557956,10851842,100557956,10.79162946
비디아이(주),148140,17-Dec,9883718,94899277,9883718,94899277,10.41495606
비에이치아이(주),83650,16-Dec,46755569,313183104,45647141,310290805,14.92914797
비에이치아이(주),83650,17-Dec,41934689,325171694,41969062,325111461,12.89616832
빛샘전자(주),72950,16-Dec,10155906,58552618,6058869,29348340,17.34492213
빛샘전자(주),72950,17-Dec,11725591,56410452,6055076,26628251,20.78620288
삼강엠앤티(주),100090,16-Dec,19514399,173052159,19514399,173052159,11.27659956
삼강엠앤티(주),100090,17-Dec,-6701690,123068753,-1801621,121818686,-5.445484606
삼륭물산(주),14970,16-Dec,18804416,101128526,7154485,40646308,18.59457143
삼륭물산(주),14970,17-Dec,11940286,90524366,5150092,37183414,13.19013491
삼목에스폼(주),18310,16-Dec,68895001,268032154,68895001,268032154,25.70400602
삼목에스폼(주),18310,17-Dec,73003957,305094738,73003957,305094738,23.92829109
삼보모터스(주),53700,16-Dec,86054267,853920270,38283263,257923560,10.07755291
삼보모터스(주),53700,17-Dec,87896822,938693126,34006705,249909065,9.363744078
삼보산업(주),9620,16-Dec,9919517,339945949,10700967,302752880,2.91796888
삼보산업(주),9620,17-Dec,9337747,345669981,6096124,308682930,2.701347387
삼아제약(주),9300,16-Dec,40491099,65875510,40491099,65875510,61.46608808
삼아제약(주),9300,17-Dec,38276747,61792317,38276747,61792317,61.94418474
삼영엠텍(주),54540,16-Dec,12601016,71808499,11400570,61665893,17.54808438
삼영엠텍(주),54540,17-Dec,9294469,63471873,9197464,58083069,14.64344529
삼영이엔씨(주),65570,16-Dec,16570431,35840213,16570431,35840213,46.23418672
삼영이엔씨(주),65570,17-Dec,16165281,38016186,16165281,38016186,42.52210098
삼지전자(주),37460,16-Dec,63817855,1101581287,11073761,38461219,5.793295125
삼지전자(주),37460,17-Dec,80926858,1304640081,8677665,32224523,6.203002589
삼천당제약(주),250,16-Dec,79073927,147373000,54251881,111520809,53.65564045
삼천당제약(주),250,17-Dec,85288747,161111597,57422667,120421592,52.93768331
삼천리자전거(주),24950,16-Dec,45703577,142772046,34256696,102321230,32.01157249
삼천리자전거(주),24950,17-Dec,37193440,111058056,26896369,77516846,33.49008738
삼현철강(주),17480,16-Dec,14544899,140571783,14544899,140571783,10.34695491
삼현철강(주),17480,17-Dec,16536516,169208696,16536516,169208696,9.772852336
상신이디피(주),91580,16-Dec,8793217,76825470,7087861,59372839,11.44570544
상신이디피(주),91580,17-Dec,14785182,99827047,9552342,68576416,14.81079772
상신전자(주),263810,16-Dec,13148891,72065811,10987191,67474200,18.24567131
상신전자(주),263810,17-Dec,12296165,84969004,9943427,78577126,14.47135358
서암기계공업(주),100660,16-Dec,4086392,31780020,4086392,31780020,12.85836825
서암기계공업(주),100660,17-Dec,6421603,40848028,6421603,40848028,15.72071729
서울반도체(주),46890,16-Dec,233738638,953841046,162707341,892627548,24.50498843
서울반도체(주),46890,17-Dec,284322692,1110410474,198403033,1039810665,25.60518823
서울전자통신(주),27040,16-Dec,9081447,89121783,5157911,63472126,10.18992966
서울전자통신(주),27040,17-Dec,5883952,91827962,3446875,62957787,6.407582039
서호전기(주),65710,16-Dec,17681774,59369554,17349396,58404177,29.78256161
서호전기(주),65710,17-Dec,23878949,44670866,22986689,43617806,53.45530799
성우전자(주),81580,16-Dec,23025198,172747327,9968895,90917219,13.32883026
성우전자(주),81580,17-Dec,23798523,183524222,8076501,65709109,12.96751063
성우테크론(주),45300,16-Dec,5113525,29179541,4855874,28247940,17.52435037
성우테크론(주),45300,17-Dec,7833223,38160324,7037810,37223014,20.52713965
성호전자(주),43260,16-Dec,14247022,87687299,11369399,65731443,16.24753204
성호전자(주),43260,17-Dec,16535894,92259444,11185464,64863161,17.92325347
세명전기공업(주),17510,16-Dec,4776974,16636027,4776974,16636027,28.71463241
세명전기공업(주),17510,17-Dec,5575949,20871761,5575949,20871761,26.71527812
세종머티리얼즈(주),135270,16-Dec,0,0,,,#DIV/0!
세종머티리얼즈(주),135270,17-Dec,0,0,,,#DIV/0!
세종텔레콤(주),36630,16-Dec,184113311,184113311,184108301,184108301,100
세종텔레콤(주),36630,17-Dec,161140611,161140611,161140535,161140535,100
소니드(주),60230,16-Dec,8364904,46181471,8059809,45406835,18.11311727
소니드(주),60230,17-Dec,6840400,43605386,6736231,44893095,15.68705297
소프트캠프(주),210610,16-Dec,0,0,,,#DIV/0!
소프트캠프(주),258790,16-Dec,0,0,,,#DIV/0!
소프트캠프(주),210610,17-Dec,0,0,,,#DIV/0!
소프트캠프(주),258790,17-Dec,0,0,,,#DIV/0!
솔브레인홀딩스(주),36830,16-Dec,173019144,722520542,142854107,598517720,23.94660552
솔브레인홀딩스(주),36830,17-Dec,171228058,775598356,149253635,644771254,22.07689801
스튜디오드래곤(주),253450,16-Dec,21608806,154446744,15582460,137052054,13.99110492
스튜디오드래곤(주),253450,17-Dec,47129247,286788568,35027987,255706889,16.43344689
시그네틱스(주),33170,16-Dec,854211,215682537,854211,215682537,0.396050145
시그네틱스(주),33170,17-Dec,10585960,265632653,10453313,265500005,3.98518777
신라섬유(주),1000,16-Dec,1477834,3823664,1477834,3823664,38.64968261
신라섬유(주),1000,17-Dec,1211665,3996989,1211665,3996989,30.3144442
신라에스지(주),25870,16-Dec,5479906,80468999,6003938,72850923,6.809959199
신라에스지(주),25870,17-Dec,5246793,81988875,4902400,70166992,6.39939626
신라젠(주),215600,16-Dec,5292318,5292318,12704182,12704182,100
신라젠(주),215600,17-Dec,6864849,6864849,13294693,13294693,100
신성델타테크(주),65350,16-Dec,49437200,394613663,22141522,150030274,12.52800008
신성델타테크(주),65350,17-Dec,56466998,464770982,28476001,175199580,12.14942417
신신제약(주),2800,16-Dec,21039988,58068778,21039988,58068778,36.23287544
신신제약(주),2800,17-Dec,21694275,61732958,21402702,61731693,35.14212781
신원종합개발(주),17000,16-Dec,14930064,115841689,14930064,115841689,12.88833418
신원종합개발(주),17000,17-Dec,19176387,195826621,18845893,193110778,9.792533263
신일제약(주),12790,16-Dec,23847449,50212038,23847449,50212038,47.49348951
신일제약(주),12790,17-Dec,22607677,50941907,22607677,50941907,44.37932997
신화인터텍(주),56700,16-Dec,31778778,215490469,24180328,190661902,14.74718494
신화인터텍(주),56700,17-Dec,22031092,176568859,18901836,160180740,12.47733724
신흥에스이씨(주),243840,16-Dec,15498364,100094144,14343156,90111748,15.48378694
신흥에스이씨(주),243840,17-Dec,21429330,133136215,17935343,108293928,16.09579332
쌍용정보통신(주),10280,16-Dec,21410462,219554946,20122736,212343245,9.751755718
쌍용정보통신(주),10280,17-Dec,10803561,146075534,9984113,143511302,7.395873015
씨비아이(주),13720,16-Dec,2647573,20910203,2647573,20910203,12.66163222
씨비아이(주),13720,17-Dec,2229180,22205941,2229180,22205941,10.03866488
씨아이에스(주),222080,16-Dec,0,0,,,#DIV/0!
씨아이에스(주),222080,17-Dec,3905959,26122124,3185209,25408673,14.95268532
씨앤지하이테크(주),264660,16-Dec,8773902,44344825,8773902,44344825,19.78562775
씨앤지하이테크(주),264660,17-Dec,15299669,75190706,15299669,75190706,20.34781932
씨앤티85(주),56730,16-Dec,1225305,8336986,1225305,8336986,14.69721792
씨앤티85(주),56730,17-Dec,6283570,17293995,4634683,15293501,36.3338257
씨제이프레시웨이(주),51500,16-Dec,299511414,2327923602,254738245,1742311879,12.86603279
씨제이프레시웨이(주),51500,17-Dec,353013188,2504409846,287119693,1797612569,14.09566364
씨큐브(주),101240,16-Dec,15687145,37879603,15687145,37879603,41.41317162
씨큐브(주),101240,17-Dec,15949188,40171642,15949188,40171642,39.70260414
아미코젠(주),92040,16-Dec,23747990,68968045,9720887,23692485,34.43332343
아미코젠(주),92040,17-Dec,24799768,73665135,7202892,20152794,33.66554341
아비코전자(주),36010,16-Dec,18579955,80606921,18579955,80606921,23.05007407
아비코전자(주),36010,17-Dec,17236475,84082996,17236475,84082996,20.49935875
아이쓰리시스템(주),214430,16-Dec,11717537,51110409,11717537,51110409,22.9259308
아이쓰리시스템(주),214430,17-Dec,16782121,69607526,16782121,69607526,24.10963579
아이진(주),185490,16-Dec,267235,267235,267235,267235,100
아이진(주),185490,17-Dec,97361,301034,97361,301034,32.34219391
아이크래프트(주),52460,16-Dec,15583372,79856301,14250104,79343272,19.51426726
아이크래프트(주),52460,17-Dec,15452707,92532326,13651584,90680419,16.69979311
아이텍(주),119830,16-Dec,4451171,25780106,4451171,25780106,17.26591427
아이텍(주),119830,17-Dec,4953302,25847625,4953302,25847625,19.16347053
아진산업(주),13310,16-Dec,88000187,505965513,31616701,150087219,17.39252671
아진산업(주),13310,17-Dec,67910509,427926771,28476966,128150279,15.86965659
안국약품(주),1540,16-Dec,70386392,174002376,69895546,171293704,40.45139705
안국약품(주),1540,17-Dec,92176563,183599893,90675251,178849877,50.20512893
알리코제약(주),260660,16-Dec,27456051,48214150,27456051,48214150,56.94604385
알리코제약(주),260660,17-Dec,43332152,71357945,43332152,71357945,60.72505591
알서포트(주),131370,16-Dec,21430529,21430529,18238665,18238665,100
알서포트(주),131370,17-Dec,23077016,23077016,19642142,19642142,100
알에스오토메이션(주),140670,16-Dec,11065681,70697897,10638427,65938245,15.65206529
알에스오토메이션(주),140670,17-Dec,13645342,87447208,13113561,81353849,15.6040911
알에프에이치아이씨(주),218410,16-Dec,0,0,,,#DIV/0!
알에프에이치아이씨(주),218410,17-Dec,21010481,62055228,19626990,60031868,33.857713
애니젠(주),196300,16-Dec,1508758,4176582,1508758,4176582,36.1242279
애니젠(주),196300,17-Dec,2332021,4551873,2332021,4551873,51.23211917
애머릿지코퍼레이션,900100,16-Dec,5388624,61682825,5025259,42661163,8.736020116
애머릿지코퍼레이션,900100,17-Dec,2189721,37592098,2502445,37319589,5.824950233
앱클론(주),174900,16-Dec,1775683,3120330,1775683,3120330,56.90689767
앱클론(주),174900,17-Dec,2009635,3532425,2009635,3532425,56.89108757
어보브반도체(주),102120,16-Dec,24329019,103201219,20878794,99524410,23.57435235
어보브반도체(주),102120,17-Dec,25107846,105824401,22301009,103291890,23.72595145
에스넷시스템(주),38680,16-Dec,22268387,209358473,8563737,109164036,10.63648711
에스넷시스템(주),38680,17-Dec,26327821,213417889,12694187,121733922,12.33627655
에스디엔(주),99220,16-Dec,11491545,36206832,10440007,34268004,31.73860944
에스디엔(주),99220,17-Dec,14741762,52641983,13690010,50699381,28.00381209
에스맥(주),97780,16-Dec,6143065,139482358,8329110,111541535,4.404187804
에스맥(주),97780,17-Dec,23583371,168217687,11630228,118507794,14.01955491
에스비더블유생명과학(주),151910,16-Dec,-26811765,39674511,-27318348,39711662,-67.57932064
에스비더블유생명과학(주),151910,17-Dec,-11259875,35770222,-14667386,31351194,-31.47834811
에스씨아이평가정보(주),36120,16-Dec,35281188,35281188,33945258,33945258,100
에스씨아이평가정보(주),36120,17-Dec,42768733,42768733,39915717,39915717,100
에스앤씨엔진그룹리미티드,900080,16-Dec,46703094,167627453,,,27.86124418
에스앤씨엔진그룹리미티드,900080,17-Dec,42836773,157262451,,,27.23903432
에스에이치엔엘(주),50320,16-Dec,1328712,12721267,1441059,12721267,10.44480868
에스에이치엔엘(주),50320,17-Dec,1898797,14104295,2176268,15047068,13.46254457
에스엔유프리시젼(주),80000,16-Dec,1102520,57862612,1102520,57862612,1.905410008
에스엔유프리시젼(주),80000,17-Dec,24913782,116215632,24913782,116215632,21.43754809
에스엔케이폴리텍(주),91340,16-Dec,12345798,63430728,8316068,30431302,19.46343419
에스엔케이폴리텍(주),91340,17-Dec,25252842,178587054,5116509,23928430,14.14035421
에스와이(주),109610,16-Dec,35781030,306116510,15643359,181798357,11.68869657
에스와이(주),109610,17-Dec,44695892,393503262,23183616,298641671,11.35845527
에스지씨이테크건설(주),16250,16-Dec,141205358,1191570073,65687015,843579329,11.85036123
에스지씨이테크건설(주),16250,17-Dec,193363697,1465750842,59562105,841221413,13.19212594
에스지에이(주),49470,16-Dec,23044731,109262777,3992222,33463478,21.09110864
에스지에이(주),49470,17-Dec,24189007,98081509,7202209,37759225,24.66214809
에스지에이솔루션즈(주),184230,16-Dec,14045075,49543830,11185099,28402273,28.34878733
에스지에이솔루션즈(주),184230,17-Dec,16891046,55343525,9185255,20466860,30.5203653
에스지에이클라우드서비스(주),224880,16-Dec,4149288,33531636,4149288,33531636,12.37424861
에스지에이클라우드서비스(주),224880,17-Dec,5760951,32949400,5760951,32949400,17.48423644
에스지이(주),255220,16-Dec,18247777,93642364,13711404,42699570,19.48666845
에스지이(주),255220,17-Dec,42408851,126112115,34059465,96872891,33.6278961
에스케이 머티리얼즈(주),36490,16-Dec,192727748,461443515,151444267,352510187,41.76627079
에스케이 머티리얼즈(주),36490,17-Dec,197599661,512294420,145845856,374284482,38.57150367
에스케이씨솔믹스(주),57500,16-Dec,24067470,94481891,22966843,94081030,25.47310362
에스케이씨솔믹스(주),57500,17-Dec,32410917,132702135,31428715,131738018,24.42380976
에스텍(주),69510,16-Dec,45257753,290549074,31847355,179847089,15.57662958
에스텍(주),69510,17-Dec,44806251,300390875,33725217,177710032,14.91598272
에스트래픽(주),234300,16-Dec,19188820,88846365,19028306,88748386,21.59775473
에스트래픽(주),234300,17-Dec,16297933,77300035,19883934,114932721,21.08399175
에스티팜(주),237690,16-Dec,92991588,200361533,92991588,200361533,46.41189684
에스티팜(주),237690,17-Dec,79782097,202800435,79666909,202622882,39.34020013
에이아이비트(주),39230,16-Dec,624280,35270804,624280,35270804,1.769962488
에이아이비트(주),39230,17-Dec,11379749,53876718,7652923,22119812,21.1218304
에이치엘비(주),28300,16-Dec,4270952,30138867,4221690,30089605,14.17091094
에이치엘비(주),28300,17-Dec,2191148,23006912,2178289,22994053,9.523868305
에이치엘비생명과학(주),67630,16-Dec,3300896,42234395,791538,11585620,7.815658304
에이치엘비생명과학(주),67630,17-Dec,5414064,106445238,1927429,16697768,5.086243501
에이치엘비제약(주),47920,16-Dec,5489118,20346370,5489118,20346370,26.97836518
에이치엘비제약(주),47920,17-Dec,2803097,15557535,2803097,15557535,18.01761654
에이치엘비테라퓨틱스(주),115450,16-Dec,3295332,17710432,2296986,14417168,18.60672851
에이치엘비테라퓨틱스(주),115450,17-Dec,2562112,17152270,1862078,14496915,14.93745143
에이테크솔루션(주),71670,16-Dec,22903671,229079838,20738635,201247464,9.998117338
에이테크솔루션(주),71670,17-Dec,17378683,212932770,13817490,163293921,8.161582175
에이피시스템(주),265520,17-Dec,62076108,962422667,62076108,962422667,6.449983996
에이피에스홀딩스(주),54620,16-Dec,76584878,554987947,62879000,512046195,13.7993768
에이피에스홀딩스(주),54620,17-Dec,17407697,87934027,3634412,3634412,19.79631503
에이피위성(주),211270,16-Dec,8699359,24891104,8699359,24891104,34.94967118
에이피위성(주),211270,17-Dec,7834974,30047518,7834974,30047518,26.0752785
에코바이오홀딩스(주),38870,16-Dec,4395505,18971810,2622629,14157121,23.16861175
에코바이오홀딩스(주),38870,17-Dec,5945785,31671940,10055688,32528833,18.77303695
에코플라스틱(주),38110,16-Dec,49326153,1093090039,17675667,669385704,4.512542539
에코플라스틱(주),38110,17-Dec,35481810,1042561059,15273513,645605097,3.403331603
에프엔에스테크(주),83500,16-Dec,12858601,64579752,12858601,64579752,19.911196
에프엔에스테크(주),83500,17-Dec,2471243,69420189,2471243,69420189,3.559833293
엑스큐어(주),70300,16-Dec,6060742,16337872,6060742,16337872,37.09627545
엑스큐어(주),70300,17-Dec,6782677,15108650,6782677,15108650,44.89267406
엔브이에이치코리아(주),67570,16-Dec,60467185,569698032,26771309,368402673,10.61390098
엔브이에이치코리아(주),67570,17-Dec,55441513,551664722,19564085,374055527,10.04985651
엔시트론(주),101400,16-Dec,9351548,41788369,8114663,37207922,22.37835126
엔시트론(주),101400,17-Dec,3967969,26252729,3127488,23273768,15.11450105
엔에이치엔한국사이버결제(주),60250,16-Dec,33224533,272132528,32229392,270472774,12.20895321
엔에이치엔한국사이버결제(주),60250,17-Dec,46919857,351989348,44447164,338758488,13.32990821
엘비세미콘(주),61970,16-Dec,23796395,135669072,23796395,135669072,17.54002931
엘비세미콘(주),61970,17-Dec,19810403,131823200,19810403,131823200,15.02800949
엘컴텍(주),37950,16-Dec,15618315,65552872,15203847,64586304,23.82552362
엘컴텍(주),37950,17-Dec,12210609,50288126,12273511,49915378,24.28129654
엘티씨(주),170920,16-Dec,14847346,71007818,11329306,61861387,20.90945253
엘티씨(주),170920,17-Dec,16460667,65740789,12850934,56190679,25.03874269
엠에프엠코리아(주),251960,16-Dec,0,0,,,#DIV/0!
엠에프엠코리아(주),251960,17-Dec,0,0,,,#DIV/0!
엠케이전자(주),33160,16-Dec,187527132,619601003,18348223,337653256,30.26578897
엠케이전자(주),33160,17-Dec,196452720,686150840,15496143,338303574,28.63112723
영신금속공업(주),7530,16-Dec,23089787,117251228,24065032,116963469,19.69257584
영신금속공업(주),7530,17-Dec,17705546,117773188,20452513,116841451,15.03359661
영풍정밀(주),36560,16-Dec,14379576,60606220,14379576,60606220,23.726238
영풍정밀(주),36560,17-Dec,18396980,65865905,18396980,65865905,27.93096064
영화테크(주),265560,16-Dec,12403610,61373259,11100416,52170362,20.21012115
영화테크(주),265560,17-Dec,13712999,59152552,11636279,50786246,23.18243007
예스이십사(주),53280,16-Dec,107166596,420980026,104206308,408526061,25.45645622
예스이십사(주),53280,17-Dec,119536155,456800693,116354357,439734666,26.16812033
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,16-Dec,77451952,160577326,,,48.23342992
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,17-Dec,99188083,197713108,,,50.16768185
오로라월드(주),39830,16-Dec,67391589,143388139,26286771,105152416,46.99941674
오로라월드(주),39830,17-Dec,69023403,143612127,29081847,110768325,48.06237777
오상자이엘(주),53980,16-Dec,8221896,60762691,6734341,60257411,13.53115845
오상자이엘(주),53980,17-Dec,8710421,66950982,7741125,62355803,13.01014674
오성첨단소재(주),52420,16-Dec,5711017,44968625,5558004,44416709,12.70000361
오성첨단소재(주),52420,17-Dec,7961801,44689681,7817461,44357524,17.81574811
오션브릿지(주),241790,16-Dec,9369263,34987670,9369263,34987670,26.77875663
오션브릿지(주),241790,17-Dec,14802361,56032967,14477982,51481824,26.41723577
오스템임플란트(주),48260,16-Dec,203443098,344582038,130593091,256942169,59.04054059
오스템임플란트(주),48260,17-Dec,232087387,397790874,141852804,288691851,58.34407026
옴니시스템(주),57540,16-Dec,15323849,69702655,12100190,54854284,21.98459872
옴니시스템(주),57540,17-Dec,18386079,120638419,14427333,95095317,15.24064983
옵티시스(주),109080,16-Dec,7066314,17126539,7066314,17126539,41.25943952
옵티시스(주),109080,17-Dec,7039912,17931058,7039912,17931058,39.2609962
와이더블유(주),51390,16-Dec,7189426,29520931,7133374,29466645,24.35365606
와이더블유(주),51390,17-Dec,7870282,26435740,7870282,26435740,29.77137012
와이아이케이(주),232140,16-Dec,0,0,,,#DIV/0!
와이아이케이(주),232140,17-Dec,33012393,150491664,32481369,150503664,21.93635988
와이엠씨(주),155650,16-Dec,19117070,122808109,16397145,117257580,15.56661865
와이엠씨(주),155650,17-Dec,30174618,154022566,25951234,145208434,19.59103707
와이엠티(주),251370,16-Dec,20655657,49939561,10808461,30493551,41.36131073
와이엠티(주),251370,17-Dec,27661496,69192110,14374448,47062881,39.97781828
와토스코리아(주),79000,16-Dec,6330638,17708869,6330638,17708869,35.74840381
와토스코리아(주),79000,17-Dec,7580848,21421426,7580848,21421426,35.38909128
우리바이오(주),82850,16-Dec,74477166,1533518881,-1720431,43442272,4.856618782
우리바이오(주),82850,17-Dec,68936758,1474632347,-5656497,55252469,4.674843743
우리산업(주),215360,16-Dec,38082320,258789641,38082320,258789641,14.71555038
우리산업(주),215360,17-Dec,40371405,279396173,39882141,272473269,14.44951968
우리산업홀딩스(주),72470,16-Dec,58622224,320883363,1543284,1543284,18.26901322
우리산업홀딩스(주),72470,17-Dec,55197377,332838238,1398171,1398171,16.58384485
우리손에프앤지농업회사법인(주),73560,16-Dec,44531282,186697990,8949170,75729688,23.85204147
우리손에프앤지농업회사법인(주),73560,17-Dec,59711454,209731269,14988223,82809120,28.47045855
우리엔터프라이즈(주),37400,16-Dec,80107091,1563934952,5235012,36972984,5.122149799
우리엔터프라이즈(주),37400,17-Dec,76206855,1496166599,7536659,28563979,5.093473885
우리이앤엘(주),153490,16-Dec,25100755,147083679,21260106,134674936,17.06562902
우리이앤엘(주),153490,17-Dec,19053550,158647596,22198785,138621577,12.00998344
우림피티에스(주),101170,16-Dec,7571703,45674958,7571703,45674958,16.57736171
우림피티에스(주),101170,17-Dec,5572026,54162142,5572026,54162142,10.28767658
우수AMS(주),66590,16-Dec,22481959,241835491,17968810,197254061,9.296385285
우수AMS(주),66590,17-Dec,21119908,228059906,15687676,180312608,9.26068434
우원개발(주),46940,16-Dec,11127603,207133307,9676589,202823613,5.372193956
우원개발(주),46940,17-Dec,14007947,183640678,11376454,177070075,7.62791074
우진비앤지(주),18620,16-Dec,6702195,24235437,6702195,24235437,27.65452507
우진비앤지(주),18620,17-Dec,5080872,22933553,5080872,22933553,22.15475291
원텍(주),216280,16-Dec,17116718,31842350,17116718,31842350,53.75456899
원텍(주),216280,17-Dec,24534748,43362200,24524899,43352446,56.58095761
원풍물산(주),8290,16-Dec,28942715,46367137,28942715,46367137,62.42075071
원풍물산(주),8290,17-Dec,27216363,44115323,27216363,44115323,61.69367274
위즈코프(주),38620,16-Dec,8132821,29645403,8132821,29645403,27.43366653
위즈코프(주),38620,17-Dec,9444073,36272381,8607045,31108388,26.03654003
유네코(주),64510,16-Dec,8245547,22960526,5784399,19968159,35.91183843
유네코(주),64510,17-Dec,10835055,23710740,7125819,20232842,45.69682346
유니셈(주),36200,16-Dec,39237478,115417105,36217038,112693049,33.99624172
유니셈(주),36200,17-Dec,67731297,209284354,65401842,205257408,32.36328742
유니슨(주),18000,16-Dec,7455151,52519512,7161441,58075223,14.19501194
유니슨(주),18000,17-Dec,33095764,186653299,32032642,185584191,17.73114334
유비벨록스(주),89850,16-Dec,23339378,96448027,18907976,80168077,24.198917
유비벨록스(주),89850,17-Dec,23037088,99361947,21898638,85930798,23.18502072
유아이엘(주),49520,16-Dec,36220659,444330193,8605569,249132666,8.151743809
유아이엘(주),49520,17-Dec,40325690,479784155,12552148,183466914,8.404964937
