회사명,거래소코드,회계년도,매출총이익(손실)(IFRS연결),매출액(수익)(*)(IFRS연결),매출총이익(손실)(IFRS),매출액(수익)(*)(IFRS),매출액총이익률
(주)스타플렉스,115570,17-Dec,12059950,86988215,11378994,83505468,13.86388949
(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,7363462,29076105,6502404,27274346,25.32478817
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,9870747,46522005,4274692,37618724,21.2173723
(주)스페이스솔루션,245030,16-Dec,0,0,,,#DIV/0!
(주)스페이스솔루션,245030,17-Dec,0,0,,,#DIV/0!
(주)스페코,13810,16-Dec,18084389,84304231,12226456,50452747,21.4513421
(주)스페코,13810,17-Dec,12663229,68786456,9090752,37963619,18.4094802
(주)승일,49830,16-Dec,13036548,138451583,13036548,138451583,9.41596168
(주)승일,49830,17-Dec,11158629,135816978,11158629,135816978,8.215930854
(주)시공테크,20710,16-Dec,-3106368,80798733,-2335356,74105042,-3.844575137
(주)시공테크,20710,17-Dec,21077605,173114089,20544441,164757329,12.17555724
(주)시너지이노베이션,48870,16-Dec,6309096,17476573,2374935,7489098,36.1003041
(주)시너지이노베이션,48870,17-Dec,12811621,34197705,190874,6189799,37.46339411
(주)시노펙스,25320,16-Dec,36106827,155021724,16333735,108769971,23.29146269
(주)시노펙스,25320,17-Dec,44958433,181187121,30413688,130717223,24.81326087
(주)시스웍,269620,16-Dec,8202113,24293569,8300098,24177526,33.76248669
(주)시스웍,269620,17-Dec,9381763,31381567,9265395,30441340,29.89577608
(주)시큐브,131090,16-Dec,9220429,15151907,9227126,15144604,60.85325761
(주)시큐브,131090,17-Dec,8822024,15259224,8736225,15173425,57.81436854
(주)시티랩스,139050,16-Dec,3546147,37514190,3613599,36297715,9.452815055
(주)시티랩스,139050,17-Dec,5246683,49340104,2071629,30345343,10.63370884
(주)신진에스엠,138070,16-Dec,9297309,49757132,8608613,38473668,18.68537962
(주)신진에스엠,138070,17-Dec,12476113,56975933,10366186,43813246,21.89716314
(주)신화콘텍,187270,16-Dec,7945009,35206911,6900266,35696476,22.56661767
(주)신화콘텍,187270,17-Dec,17163970,55347069,15438809,54676039,31.01152475
(주)심텍,222800,16-Dec,98491999,792025672,72445871,763387057,12.43545537
(주)심텍,222800,17-Dec,101511622,811565475,75920274,768547060,12.50812474
(주)심텍홀딩스,36710,16-Dec,92116726,789990045,3706416,3706416,11.660492
(주)심텍홀딩스,36710,17-Dec,96874294,812440662,3312567,3312567,11.92386085
(주)싸이맥스,160980,16-Dec,13128212,73175922,13130237,73175922,17.94061713
(주)싸이맥스,160980,17-Dec,33157582,164085573,33005923,162316317,20.20749381
(주)썬테크놀로지스,122800,16-Dec,7320109,25054557,7320109,25054557,29.21667703
(주)썬테크놀로지스,122800,17-Dec,643657,15229793,643657,15229793,4.226301697
(주)썸에이지,208640,16-Dec,6052265,6052265,6014041,6014041,100
(주)썸에이지,208640,17-Dec,3554861,3554861,3169449,3169449,100
(주)쎄노텍,222420,16-Dec,13961965,40158048,13961965,40158048,34.767539
(주)쎄노텍,222420,17-Dec,11742175,40468377,11742175,40468377,29.01568056
(주)쎄니트,37760,16-Dec,24556976,115747171,6154936,64290579,21.21604855
(주)쎄니트,37760,17-Dec,23879811,126227417,4732987,71397755,18.91808576
(주)쎄트렉아이,99320,16-Dec,6911882,34238374,6122436,29629299,20.18752993
(주)쎄트렉아이,99320,17-Dec,10454613,42762139,10419692,37505777,24.44829292
(주)쎌바이오텍,49960,16-Dec,45490022,58275831,43658386,56495597,78.05984268
(주)쎌바이오텍,49960,17-Dec,48429705,61056741,46238854,58870734,79.31917788
(주)쏠리드,50890,16-Dec,82924766,291489405,46810289,168360838,28.44863812
(주)쏠리드,50890,17-Dec,90822297,259308877,48979395,169279702,35.02475428
(주)씨씨에스충북방송,66790,16-Dec,3897958,20908297,3906497,20916836,18.6431157
(주)씨씨에스충북방송,66790,17-Dec,4152766,21259587,4156366,21263187,19.53361559
(주)씨에스,65770,16-Dec,7736090,48504592,7667820,48436321,15.94919095
(주)씨에스,65770,17-Dec,7644264,43330916,7639778,43326430,17.64159336
(주)씨에스에이코스믹,83660,16-Dec,13438395,34487398,13438395,34487398,38.96610292
(주)씨에스에이코스믹,83660,17-Dec,9072975,31466024,8963245,30497697,28.83419589
(주)씨엔플러스,115530,16-Dec,1686631,24797770,2163973,24036246,6.801543042
(주)씨엔플러스,115530,17-Dec,6452557,28849965,6275995,26853889,22.36590928
(주)씨엠에스에듀,225330,16-Dec,56033587,56033587,54227208,54227208,100
(주)씨엠에스에듀,225330,17-Dec,63999760,63999760,61922125,61922125,100
(주)씨유메디칼시스템,115480,16-Dec,11587948,54576580,9081963,50583903,21.23245539
(주)씨유메디칼시스템,115480,17-Dec,12525691,58347211,9510203,55088654,21.46750596
(주)씨제이이엔엠,35760,16-Dec,1209031033,2208596188,971349316,1095911240,54.74205921
(주)씨제이이엔엠,35760,17-Dec,1271962089,2260006796,1136458706,1136458706,56.28133912
(주)씨젠,96530,16-Dec,52437246,73693589,41887548,58186498,71.1557772
(주)씨젠,96530,17-Dec,58245790,87662545,45672484,70031261,66.44318848
(주)씨티네트웍스,189540,16-Dec,0,0,,,#DIV/0!
(주)씨티네트웍스,189540,17-Dec,0,0,,,#DIV/0!
(주)씨티씨바이오,60590,16-Dec,32376292,123145793,27548672,93553652,26.29102563
(주)씨티씨바이오,60590,17-Dec,29937785,130558989,23932688,91354880,22.93046632
(주)씨티케이,260930,16-Dec,38391330,133888368,38391330,133888368,28.67413396
(주)씨티케이,260930,17-Dec,35335819,112990498,35335819,112990498,31.27326601
(주)아가방앤컴퍼니,13990,16-Dec,66760964,150255367,62826203,142243066,44.43166679
(주)아가방앤컴퍼니,13990,17-Dec,64421815,140860568,61129968,134128796,45.73445636
(주)아나패스,123860,16-Dec,35747504,99299891,35747504,99299891,35.99954002
(주)아나패스,123860,17-Dec,32102693,87058623,32102693,87058623,36.87479987
(주)아난티,25980,16-Dec,66263920,134925438,11195457,40949167,49.11151002
(주)아난티,25980,17-Dec,67476187,150455721,9554188,39910347,44.84787056
(주)아리온테크놀로지,58220,16-Dec,6064057,46037493,5317126,42631874,13.17199657
(주)아리온테크놀로지,58220,17-Dec,6507362,51742898,4659555,40595527,12.5763385
(주)아모텍,52710,16-Dec,65055132,295988037,59311287,266596340,21.97897343
(주)아모텍,52710,17-Dec,79337489,315448056,76513491,288584654,25.15073005
(주)아미노로직스,74430,16-Dec,4407036,16365960,4407036,16365960,26.92806288
(주)아미노로직스,74430,17-Dec,3889191,16835420,3889191,16835420,23.10124131
(주)아바코,83930,16-Dec,27826152,199678325,28426519,199612659,13.93548949
(주)아바코,83930,17-Dec,22551451,186078757,23606925,185505840,12.11930441
(주)아바텍,149950,16-Dec,17388044,78863764,17495222,78863764,22.04820455
(주)아바텍,149950,17-Dec,21760707,95628780,21760707,95628780,22.75539539
(주)아스타,246720,16-Dec,-231798,239586,-231798,239586,-96.7493927
(주)아스타,246720,17-Dec,319646,1033962,584686,2073930,30.91467578
(주)아스트,67390,16-Dec,14225637,87889701,17993639,90103341,16.18578382
(주)아스트,67390,17-Dec,15047612,97205917,12096087,92788560,15.48013996
(주)아시아경제,127710,16-Dec,31397182,60334065,19394891,33960861,52.0388971
(주)아시아경제,127710,17-Dec,28101172,54258166,19465908,35016236,51.79159944
(주)아우딘퓨쳐스,227610,16-Dec,24490770,56780137,24490770,56780137,43.13263633
(주)아우딘퓨쳐스,227610,17-Dec,16731775,51015104,16731775,51015104,32.7976887
(주)아이디스,143160,16-Dec,40221845,129510825,36837313,106710351,31.05674371
(주)아이디스,143160,17-Dec,30248009,95158879,28544365,93642353,31.78684881
(주)아이디스홀딩스,54800,16-Dec,119453605,441398463,8157031,10135284,27.06253307
(주)아이디스홀딩스,54800,17-Dec,106063032,438219714,8179693,10190466,24.20316307
(주)아이센스,99190,16-Dec,61831152,132468197,53584373,124070742,46.67622373
(주)아이센스,99190,17-Dec,69203388,156963801,55910338,137479379,44.08875649
(주)아이씨디,40910,16-Dec,30287870,230909154,30560851,230909154,13.11679051
(주)아이씨디,40910,17-Dec,55723101,311847748,55759356,311847748,17.86868796
(주)아이앤씨테크놀로지,52860,16-Dec,7307913,30300574,5881292,28428226,24.11806786
(주)아이앤씨테크놀로지,52860,17-Dec,16681100,42928877,13493585,41339721,38.85752707
(주)아이에스시,95340,16-Dec,29846127,93636334,30161078,80255704,31.87451465
(주)아이에스시,95340,17-Dec,42039304,114082893,38832891,98990640,36.84978781
(주)아이에스이커머스,69920,16-Dec,45858647,78625907,13149556,24598502,58.32511032
(주)아이에스이커머스,69920,17-Dec,17704558,36484877,17704558,36484877,48.52574397
(주)아이에이,38880,16-Dec,17556477,75870439,10306194,55964170,23.14007568
(주)아이에이,38880,17-Dec,13541700,60756810,7056741,43547754,22.2883657
(주)아이엠,101390,16-Dec,10700758,192429817,14872407,153657473,5.560862743
(주)아이엠,101390,17-Dec,16792993,249371615,18420805,232605382,6.734123689
(주)아이엠비씨,52220,16-Dec,67239151,67239151,60344209,60344209,100
(주)아이엠비씨,52220,17-Dec,57402132,57402132,50649210,50649210,100
(주)아이엠텍,226350,16-Dec,10042708,81087813,10042708,81087813,12.38497825
(주)아이엠텍,226350,17-Dec,3707165,69006125,3707165,69006125,5.372226016
(주)아이오케이컴퍼니,78860,16-Dec,2292837,13482393,2292837,13482393,17.00615759
(주)아이오케이컴퍼니,78860,17-Dec,4030497,18379991,3927781,18156364,21.92872129
(주)아이윈,90150,16-Dec,17196116,105799217,10642784,87644016,16.25353806
(주)아이윈,90150,17-Dec,17105046,97190531,12188287,88397474,17.59949845
(주)아이윈플러스,123010,16-Dec,2164812,28780467,2164812,28780467,7.521809844
(주)아이윈플러스,123010,17-Dec,-1100495,14183309,-1100495,14183309,-7.759084992
(주)아이즈비전,31310,16-Dec,28207324,159805659,13162828,38153741,17.65101698
(주)아이즈비전,31310,17-Dec,33932056,167068035,12356777,27539736,20.31032208
(주)아이컴포넌트,59100,16-Dec,10324182,53616520,10324182,53616520,19.25559883
(주)아이컴포넌트,59100,17-Dec,1816043,24520294,1816043,24520294,7.406285585
(주)아이톡시,52770,16-Dec,22005243,37422701,22005243,37422701,58.80185666
(주)아이톡시,52770,17-Dec,7409413,21083673,7409413,21083673,35.14289469
(주)아이티센,124500,16-Dec,36250418,273654423,16046133,141084763,13.24678681
(주)아이티센,124500,17-Dec,41201693,311549095,20822591,154028752,13.2247834
(주)아이티엑스에이아이,99520,16-Dec,5669150,24517261,5669150,24517261,23.12309683
(주)아이티엑스에이아이,99520,17-Dec,8318806,31094349,8318806,31094349,26.75343356
(주)아즈텍더블유비이,32080,16-Dec,9929756,52568059,9929756,52568059,18.88933354
(주)아즈텍더블유비이,32080,17-Dec,2132997,34436524,2132997,34436524,6.193996235
(주)아진엑스텍,59120,16-Dec,8458011,17565366,8458011,17565366,48.15163544
(주)아진엑스텍,59120,17-Dec,16157859,30704497,16157859,30704497,52.6237541
(주)아프리카티비,67160,16-Dec,79830292,79830292,78984486,78984486,100
(주)아프리카티비,67160,17-Dec,94552465,94552465,94003216,94003216,100
(주)안랩,53800,16-Dec,105657073,142879622,104049653,140810131,73.94831504
(주)안랩,53800,17-Dec,115910595,150259297,113836022,147618546,77.14038154
(주)안트로젠,65660,16-Dec,3502416,4896068,3502416,4896068,71.53528096
(주)안트로젠,65660,17-Dec,3251225,5357319,3251225,5357319,60.68753793
(주)알로이스,271400,16-Dec,0,0,,,#DIV/0!
(주)알로이스,271400,17-Dec,0,0,,,#DIV/0!
(주)알에프세미,96610,16-Dec,10558090,64179251,9570278,60033005,16.45093988
(주)알에프세미,96610,17-Dec,7947075,62185137,6878703,60373884,12.77970168
(주)알에프텍,61040,16-Dec,35434145,321992443,19459268,159514610,11.00465112
(주)알에프텍,61040,17-Dec,32303224,287143154,12834844,133329132,11.24986737
(주)알엔투테크놀로지,148250,16-Dec,5375071,12040103,5375071,12040103,44.64306493
(주)알엔투테크놀로지,148250,17-Dec,5348666,14390958,5348666,14390958,37.16685157
(주)알테오젠,196170,16-Dec,629359,6843720,298997,2334238,9.196153554
(주)알테오젠,196170,17-Dec,1034984,12104356,292878,2469485,8.550508594
(주)알톤스포츠,123750,16-Dec,16803593,52560248,14476737,52367346,31.97015547
(주)알톤스포츠,123750,17-Dec,7718978,43446206,6004795,42617058,17.76674815
(주)알티캐스트,85810,16-Dec,65415904,65415904,59423299,59423299,100
(주)알티캐스트,85810,17-Dec,70643136,70643136,62148556,62148556,100
(주)알파홀딩스,117670,16-Dec,3809012,56639827,3848831,56641148,6.724971106
(주)알파홀딩스,117670,17-Dec,5603076,69995825,5362234,69674265,8.004871719
(주)액션스퀘어,205500,16-Dec,3958085,3958085,3958085,3958085,100
(주)액션스퀘어,205500,17-Dec,9402123,9402123,9402123,9402123,100
(주)액토즈소프트,52790,16-Dec,35472639,72386383,18033406,36063675,49.00457452
(주)액토즈소프트,52790,17-Dec,28401448,55399431,17034420,34798015,51.26667817
(주)앤디포스,238090,16-Dec,25740969,70582568,25740969,70582568,36.46930075
(주)앤디포스,238090,17-Dec,16412066,52344188,16412066,52344188,31.35413238
(주)앤씨앤,92600,16-Dec,22348605,64056482,21686177,60989966,34.88890476
(주)앤씨앤,92600,17-Dec,17181590,53399310,15736344,41222922,32.17567793
(주)야스,255440,16-Dec,25273893,82981673,25273893,82981673,30.45719866
(주)야스,255440,17-Dec,27474572,86546664,27340248,86244464,31.74538536
(주)어스앤에어로스페이스,263540,16-Dec,5750203,28814071,5750203,28814071,19.95623249
(주)어스앤에어로스페이스,263540,17-Dec,6564340,30086064,6564340,30086064,21.8185403
(주)얼라인드제네틱스,238120,16-Dec,2519253,4711534,2209419,4478562,53.46991022
(주)얼라인드제네틱스,238120,17-Dec,3599258,5636108,2933435,4975639,63.86069962
(주)에너토크,19990,16-Dec,7662350,26023692,7662350,26023692,29.44374687
(주)에너토크,19990,17-Dec,6487998,24468473,6487998,24468473,26.51574538
(주)에스디생명공학,217480,16-Dec,65380689,104692209,62587441,102027854,62.45038635
(주)에스디생명공학,217480,17-Dec,69341549,127402379,54847735,102299024,54.42720108
(주)에스디시스템,121890,16-Dec,5246691,63561565,5246691,63561565,8.254502544
(주)에스디시스템,121890,17-Dec,5903411,55362066,5903411,55362066,10.66327799
(주)에스마크,30270,16-Dec,-7054396,28428152,-7776241,25081505,-24.8148244
(주)에스마크,30270,17-Dec,-1726230,17074815,-3175010,9315882,-10.10980207
(주)에스비에스콘텐츠허브,46140,16-Dec,21497623,257673244,21497623,257673244,8.342978365
(주)에스비에스콘텐츠허브,46140,17-Dec,11994019,197964758,12121972,178248870,6.058663734
(주)에스씨디,42110,16-Dec,19988614,134535550,17009712,131572665,14.85749603
(주)에스씨디,42110,17-Dec,18362613,146294275,15470991,141249252,12.55183294
(주)에스아이리소스,65420,16-Dec,6040828,25212000,335720,13410932,23.9601301
(주)에스아이리소스,65420,17-Dec,9003861,33368170,370186,17472745,26.98338267
(주)에스앤더블류,103230,16-Dec,3280742,42197864,3280742,42197864,7.774663665
(주)에스앤더블류,103230,17-Dec,-378255,32736658,-378255,32736658,-1.155447816
(주)에스앤에스텍,101490,16-Dec,15912475,54012868,15912475,54012868,29.46052596
(주)에스앤에스텍,101490,17-Dec,11262400,53899317,11262400,53899317,20.8952555
(주)에스에너지,95910,16-Dec,31822905,304638920,23099582,281185930,10.44610616
(주)에스에너지,95910,17-Dec,34361144,231105250,22588536,198474507,14.86817976
(주)에스에이엠티,31330,16-Dec,53797745,1063479333,53797745,1063479333,5.058654487
(주)에스에이엠티,31330,17-Dec,52898025,1212024348,52898025,1212024348,4.364435837
(주)에스에이티,158300,16-Dec,4713900,24311212,4756818,24189360,19.38981899
(주)에스에이티,60540,16-Dec,13294210,84693323,6608217,29815304,15.69688085
(주)에스에이티,60540,17-Dec,17419004,97309966,8924346,43531527,17.90053446
(주)에스에이티,158300,17-Dec,4866816,25545359,4881796,25498196,19.05166414
(주)에스에프씨,112240,16-Dec,5775841,47400350,5775841,47400350,12.18522859
(주)에스에프씨,112240,17-Dec,5748800,44615639,4989738,43856578,12.88516791
(주)에스에프에이,56190,16-Dec,193606618,1319748301,160478658,849971815,14.66996531
(주)에스에프에이,56190,17-Dec,325090338,1920384917,246442139,1313864576,16.92839467
(주)에스에프에이반도체,36540,16-Dec,29758549,429214599,8082874,269659372,6.93325648
(주)에스에프에이반도체,36540,17-Dec,38885578,449558231,27156381,293000759,8.649731073
(주)에스엘바이오닉스,214310,16-Dec,13559520,59330985,13403376,59174840,22.85402813
(주)에스엘바이오닉스,214310,17-Dec,10559049,48020218,10191347,47652516,21.9887569
(주)에스엠라이프디자인그룹,63440,16-Dec,3484247,11371357,3484247,11371357,30.64055592
(주)에스엠라이프디자인그룹,63440,17-Dec,6811901,33280384,6825329,31503168,20.46821635
(주)에스엠엔터테인먼트,41510,16-Dec,102258689,349870229,66417883,202127701,29.22760513
(주)에스엠엔터테인먼트,41510,17-Dec,116404154,365386504,83424429,216128551,31.85781432
(주)에스엠컬처앤콘텐츠,48550,16-Dec,16732245,95394112,14530224,90041933,17.54012344
(주)에스엠컬처앤콘텐츠,48550,17-Dec,12046347,88565311,-2500140,50524355,13.60165381
(주)에스엠코어,7820,16-Dec,-8532016,50388628,-8538284,48819058,-16.93242372
(주)에스엠코어,7820,17-Dec,4934193,72414808,4219097,71252475,6.813790075
(주)에스제이케이,80440,16-Dec,1102430,12908475,1329737,12303668,8.540358176
(주)에스제이케이,80440,17-Dec,1653479,8771196,843797,7883807,18.85123762
(주)에스지엔지,40610,16-Dec,177498342,1199996426,7829079,48507191,14.79157255
(주)에스지엔지,40610,17-Dec,159376196,1217586997,7737430,55141217,13.08951199
(주)에스코넥,96630,16-Dec,50231802,334554748,26933064,190637159,15.01452372
(주)에스코넥,96630,17-Dec,52279695,365629927,19086729,129165691,14.29852732
(주)에스텍파마,41910,16-Dec,11672262,43397040,11661065,43385843,26.89644732
(주)에스텍파마,41910,17-Dec,11098320,38213541,11059361,38174581,29.04289869
(주)에스티아이,39440,16-Dec,34772389,180384449,29470785,177369440,19.27682192
(주)에스티아이,39440,17-Dec,55073774,287012566,47772539,282967159,19.18862814
(주)에스티오,98660,16-Dec,58665733,100535861,57510569,98811339,58.35304181
(주)에스티오,98660,17-Dec,50954184,90839468,50052290,89586610,56.092561
(주)에스티큐브,52020,16-Dec,9314938,15263722,9393850,15263722,61.02664868
(주)에스티큐브,52020,17-Dec,-205187,8460728,-205187,8460728,-2.42516956
(주)에스폴리텍,50760,16-Dec,15666560,117696775,15671881,117274954,13.31095096
(주)에스폴리텍,50760,17-Dec,14327373,122283422,14183794,122209735,11.71652933
(주)에스피지,58610,16-Dec,29348377,152272422,20332322,133513413,19.27359965
(주)에스피지,58610,17-Dec,56319618,295751093,30889475,238208029,19.0429112
(주)에쎈테크,43340,16-Dec,7924236,72916738,7924236,72916738,10.86751303
(주)에쎈테크,43340,17-Dec,5714925,66131227,5714925,66131227,8.641794897
(주)에이디칩스,54630,16-Dec,5584545,25298566,5222756,22952939,22.07455158
(주)에이디칩스,54630,17-Dec,4164121,18617247,4164121,18617247,22.36700732
(주)에이디테크놀로지,200710,16-Dec,794621,22667923,511510,21413544,3.505486586
(주)에이디테크놀로지,200710,17-Dec,3619318,32204669,3619318,32204669,11.23848843
(주)에이루트,96690,16-Dec,9149671,33960104,9023260,33833694,26.9424116
(주)에이루트,96690,17-Dec,10144913,36658646,9910020,36423753,27.67399811
(주)에이비프로바이오,195990,16-Dec,13808910,49520835,11684536,43802072,27.88505081
(주)에이비프로바이오,195990,17-Dec,2029301,45943801,-3215372,24935559,4.416920141
(주)에이스침대,3800,16-Dec,113570162,203651325,113412304,202862486,55.76696444
(주)에이스침대,3800,17-Dec,115127430,206082706,115131032,205743807,55.86467309
(주)에이스테크놀로지,88800,16-Dec,52041135,322117339,36796396,212352035,16.15595583
(주)에이스테크놀로지,88800,17-Dec,62057848,351616055,38255593,258444809,17.6493215
(주)에이치디,102210,16-Dec,14641557,103386065,9226705,55364138,14.16202174
(주)에이치디,102210,17-Dec,3356480,41678313,2018241,27580507,8.053301006
(주)에이치비테크놀러지,78150,16-Dec,59348354,270465702,59348354,270465702,21.94302404
(주)에이치비테크놀러지,78150,17-Dec,73989972,285223838,73989972,285223838,25.9410197
(주)에이치시티,72990,16-Dec,12938556,28240813,12608934,27683667,45.81509746
(주)에이치시티,72990,17-Dec,9690746,27878325,9745588,27209299,34.76086171
(주)에이치알에스,36640,16-Dec,11774537,56490991,10634636,53857470,20.84321197
(주)에이치알에스,36640,17-Dec,15194351,67720042,13592035,63060204,22.43700764
(주)에이치엘사이언스,239610,16-Dec,22657519,34431546,22657519,34431546,65.80453576
(주)에이치엘사이언스,239610,17-Dec,28152468,40197225,28152468,40197225,70.03584949
(주)에이치케이,44780,16-Dec,11931418,61788534,8893753,54110902,19.31008429
(주)에이치케이,44780,17-Dec,12979966,57186686,11074908,54008598,22.69753138
(주)에이텍,45660,16-Dec,25370516,120049859,25370516,120049859,21.13331595
(주)에이텍,45660,17-Dec,22766540,106326664,22766540,106326664,21.41188216
(주)에이텍티앤,224110,16-Dec,4229965,36048674,4229965,36048674,11.73403771
(주)에이텍티앤,224110,17-Dec,9684687,40937913,6024708,31068764,23.65701202
(주)에이트원,230980,16-Dec,1724712,8281760,1724712,8281760,20.82542841
(주)에이트원,230980,17-Dec,778041,8199432,778041,8199432,9.488962162
(주)에이티세미콘,89530,16-Dec,3772054,89285903,3772054,89285903,4.224691551
(주)에이티세미콘,89530,17-Dec,14686223,103239769,14686223,103239769,14.22535438
(주)에이팩트,200470,16-Dec,-1394665,15878385,-1394665,15878385,-8.783418465
(주)에이팩트,200470,17-Dec,4341141,22643454,4341141,22643454,19.17172619
(주)에이팸,73070,16-Dec,12150322,81686182,7068576,81961409,14.87439087
(주)에이팸,73070,17-Dec,16094324,82326520,10888205,81475836,19.54937971
(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,2675556,15423603,2421083,15427119,17.34715293
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,2642848,11242042,2598232,11324491,23.50861169
(주)에치에프알,230240,16-Dec,0,0,,,#DIV/0!
(주)에치에프알,230240,17-Dec,0,0,,,#DIV/0!
(주)에코마케팅,230360,16-Dec,16642127,16642127,16630255,16630255,100
(주)에코마케팅,230360,17-Dec,24092472,24092472,20194727,20194727,100
(주)에코프로,86520,16-Dec,28786746,170483368,13123916,72912931,16.88536913
(주)에코프로,86520,17-Dec,55243325,329012475,8937458,40605615,16.79064753
(주)에프알텍,73540,16-Dec,3609898,21932679,3604021,21926802,16.45899254
(주)에프알텍,73540,17-Dec,4053664,23215136,4054245,23253122,17.46129766
(주)에프앤리퍼블릭,64090,16-Dec,-1779279,54679135,-3761763,17938392,-3.25403648
(주)에프앤리퍼블릭,64090,17-Dec,13218154,77374491,12739811,65211588,17.08334857
(주)에프에스엔,214270,16-Dec,13150298,32484436,12117653,31453004,40.48184183
(주)에프에스엔,214270,17-Dec,15022833,34193103,12150666,27292458,43.93527256
(주)에프에스티,36810,16-Dec,35645980,112326475,35545975,111881400,31.73426389
(주)에프에스티,36810,17-Dec,42323981,191695210,41943367,191104354,22.07878903
(주)에프엔씨엔터테인먼트,173940,16-Dec,15070182,91417169,8160085,53707136,16.48506748
(주)에프엔씨엔터테인먼트,173940,17-Dec,22046352,116687389,10048305,53832745,18.89351728
(주)에프티이앤이,65160,16-Dec,10376827,44902714,4681631,27565193,23.10957641
(주)에프티이앤이,65160,17-Dec,18711264,68502012,-958831,26792353,27.31491157
(주)엑사이엔씨,54940,16-Dec,22472710,164818419,11686858,109044067,13.63482925
(주)엑사이엔씨,54940,17-Dec,26634638,255852212,16539639,184575755,10.41016522
(주)엑세스바이오인코퍼레이션,950130,16-Dec,14064557,32485928,12374897,29762933,43.29430577
(주)엑세스바이오인코퍼레이션,950130,17-Dec,9143850,29464754,8796919,27532808,31.03317951
(주)엑셈,205100,16-Dec,13975041,27549222,8424316,20122347,50.72753416
(주)엑셈,205100,17-Dec,19026777,33716596,13204081,24349132,56.43148852
(주)엑시콘,92870,16-Dec,14719714,45115501,14708914,44985040,32.62673288
(주)엑시콘,92870,17-Dec,23052408,67217160,22202007,66441333,34.29542099
(주)엔에스,217820,16-Dec,5391817,29620173,4516103,26837910,18.20319213
(주)엔에스,217820,17-Dec,6193444,42165075,4889040,36244854,14.68856394
(주)엔에스엔,31860,16-Dec,4114981,18771125,206514,8716713,21.9218667
(주)엔에스엔,31860,17-Dec,113734,5233309,113704,5233099,2.173271252
(주)엔에이치엔벅스,104200,16-Dec,73029718,73029718,71391877,71391877,100
(주)엔에이치엔벅스,104200,17-Dec,92820905,92820905,88654122,88654122,100
(주)엔이능률,53290,16-Dec,36938536,53488427,35980544,53488427,69.0589312
(주)엔이능률,53290,17-Dec,40962155,57481263,40113191,57481263,71.26175185
(주)엔지스테크널러지,208860,16-Dec,3682598,3682598,3682598,3682598,100
(주)엔지스테크널러지,208860,17-Dec,3369956,3369956,3369956,3369956,100
(주)엔지켐생명과학,183490,16-Dec,3593144,21835380,3593144,21835380,16.45560554
(주)엔지켐생명과학,183490,17-Dec,4162370,26133211,4162370,26133211,15.92751078
(주)엔케이맥스,182400,16-Dec,5417988,6875849,5489640,6920544,78.79736742
(주)엔케이맥스,182400,17-Dec,3344206,4829585,3467569,4820171,69.24416901
(주)엔텔스,69410,16-Dec,12326174,56460445,12186675,56334262,21.83152116
(주)엔텔스,69410,17-Dec,10439439,46939426,9980453,46726874,22.24023575
(주)엔투텍,227950,16-Dec,0,0,,,#DIV/0!
(주)엔투텍,227950,17-Dec,0,0,,,#DIV/0!
(주)엔피케이,48830,16-Dec,5845150,67437534,3512534,56604521,8.667502581
(주)엔피케이,48830,17-Dec,7324450,73092700,5669767,62636773,10.02076815
(주)엘디티,96870,16-Dec,977963,7633017,977963,7633017,12.81227331
(주)엘디티,96870,17-Dec,1170993,9336437,1170993,9336437,12.54218285
(주)엘아이에스,138690,16-Dec,63584209,102985201,6497486,32418639,61.74111269
(주)엘아이에스,138690,17-Dec,27404719,91942892,16141715,76373817,29.80623994
(주)엘앤에프,66970,16-Dec,27701717,249732039,25409391,218851706,11.09257631
(주)엘앤에프,66970,17-Dec,45115294,403019916,39489045,359393986,11.19430882
(주)엘앤케이바이오메드,156100,16-Dec,20689586,34448849,15408329,29225599,60.05886002
(주)엘앤케이바이오메드,156100,17-Dec,14875114,31514425,7062535,21626682,47.20096908
(주)엘엑스세미콘,108320,16-Dec,130386728,610043215,130386139,610042626,21.37335926
(주)엘엑스세미콘,108320,17-Dec,152407297,692761282,152402770,692756756,21.99997329
(주)엘엠에스,73110,16-Dec,32405790,113507609,22459490,92999722,28.54944288
(주)엘엠에스,73110,17-Dec,46805364,143748592,16933839,79786450,32.56057214
(주)엘오티베큠,83310,16-Dec,38269153,124058524,34975067,121033850,30.84766106
(주)엘오티베큠,83310,17-Dec,62263113,200745090,54411784,193098291,31.01600791
(주)엘피케이로보틱스,183350,16-Dec,5638225,24230548,5638225,24230548,23.26907753
(주)엘피케이로보틱스,183350,17-Dec,5337289,25030893,5337289,25030893,21.32280698
(주)엠게임,58630,16-Dec,30503898,30503898,30503898,30503898,100
(주)엠게임,58630,17-Dec,27544247,27544247,27544247,27544247,100
(주)엠디에스테크,86960,16-Dec,44116081,150281101,35834292,112362709,29.35570787
(주)엠디에스테크,86960,17-Dec,47146302,148934255,38273182,110549246,31.65578127
(주)엠씨넥스,97520,16-Dec,17326608,412481617,23235232,399262755,4.200577016
(주)엠씨넥스,97520,17-Dec,63417329,668465044,56798200,625604516,9.487007521
