회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도2019
(주)토탈소프트뱅크,45340,19-Dec,2500000,0,800000,21363966,2500000,0,800000,21363966,0.154465702
(주)톱텍,108230,19-Dec,1971390,0,3228520,411310357,1971390,9000000,3228520,451010686,0.031484642
(주)투비소프트,79970,19-Dec,3995,300000,9185,81042041,3996,1346000,9185,86165522,0.01577407
(주)트루윈,105550,19-Dec,6180000,9230000,0,56243073,6180000,9230000,0,56243073,0.273989296
(주)특수건설,26150,19-Dec,11300000,8143799,3600000,169619464,11300000,8143799,3600000,172203512,0.133817242
(주)티라유텍,322180,19-Dec,209524,1534000,209524,34783878,209524,1534000,209524,34783878,0.056148081
(주)티로보틱스,117730,19-Dec,10562500,10161570,468750,76912821,10562500,11161686,468750,78214298,0.283745256
(주)티비씨,33830,19-Dec,0,0,0,121958534,0,0,0,121715439,0
(주)티사이언티픽,57680,19-Dec,0,0,7845613,78017559,0,0,7845613,78017559,0.100562144
(주)티씨케이,64760,19-Dec,0,0,0,250869537,0,0,0,250869537,0
(주)티앤알바이오팹,246710,19-Dec,0,0,0,27087660,0,0,0,27087660,0
(주)티에스넥스젠,43220,19-Dec,6024240,0,1352640,56820958,6024240,1800000,2552640,63428293,0.163600178
(주)티에스이,131290,19-Dec,0,0,0,181122769,4431570,22577500,3168430,263601878,0.114481354
(주)티에스트릴리온,317240,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)티엘아이,62860,19-Dec,0,0,0,72187620,0,0,0,79837780,0
(주)티움바이오,321550,19-Dec,0,0,0,93456675,0,0,0,93456675,0
(주)티케이케미칼,104480,19-Dec,61849164,206318258,14679336,676691902,61849164,207125258,14679336,680221627,0.417001969
(주)티티씨디펜스,309900,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)티플랙스,81150,19-Dec,11485000,20770681,3578320,151967840,11485000,20770681,3578320,151967840,0.235799897
(주)티피씨,130740,19-Dec,0,17000000,0,90882566,16270000,23500000,0,128699080,0.309015418
(주)티피씨메카트로닉스,48770,19-Dec,8913150,15189561,1621400,96600793,8913150,20184979,1621400,108184723,0.283954408
(주)파나진,46210,19-Dec,0,0,0,21786741,0,0,0,21786741,0
(주)파라다이스,34230,19-Dec,0,50000000,109993298,1756388883,741376240,77398200,242863345,3470353602,0.305916315
(주)파라텍,33540,19-Dec,10200000,18677760,0,123217921,10237476,19127760,0,123595723,0.237591037
(주)파루,43200,19-Dec,49331,9111957,200587,66743044,49331,9111957,200588,67704582,0.138275368
(주)파마리서치,214450,19-Dec,0,0,0,239509938,1220000,0,610000,269925427,0.00677965
(주)파멥신,208340,19-Dec,0,0,0,161818324,0,0,0,161346976,0
(주)파버나인,177830,19-Dec,9000000,33700000,568000,116314880,12713806,38576200,586750,127289836,0.407548298
(주)파세코,37070,19-Dec,1600000,9561151,0,111403564,1600000,9561151,0,111403564,0.10018666
(주)파수,150900,19-Dec,1000000,7200000,2000000,47797776,1000000,7200000,2000000,47277311,0.215748311
(주)파워넷,37030,19-Dec,5000000,4000000,0,104443244,5000000,4000000,0,106275532,0.084685532
(주)파워로직스,47310,19-Dec,0,38710100,0,353041644,1500000,44510100,0,411390411,0.111840477
(주)파이오링크,170790,19-Dec,0,0,0,53356218,0,0,0,53356218,0
(주)파인디앤씨,49120,19-Dec,10850000,12926240,4100000,89516677,10850000,16792983,4100000,103603701,0.306388504
(주)파인디지털,38950,19-Dec,0,0,0,93203967,0,0,0,106556674,0
(주)파인테크닉스,106240,19-Dec,425000,20457440,627055,107797370,3415331,18524402,1740834,141853537,0.16693674
(주)파인텍,131760,19-Dec,6682000,11240298,4905588,117008273,6682000,13294574,7105409,120241702,0.225229538
(주)파커스,65690,19-Dec,0,5000000,0,97711788,0,5000000,0,117947379,0.042391786
(주)파크시스템스,140860,19-Dec,0,0,0,55118919,0,0,0,60509518,0
(주)파트론,91700,19-Dec,0,53692430,64660,476712458,0,55692430,746689,520807910,0.108368398
(주)팍스넷,38160,19-Dec,3750000,1300000,0,76132171,3750000,3300000,0,78950571,0.089296378
(주)팜스빌,318010,19-Dec,4416620,0,958613,67965802,4416620,0,958613,67813318,0.079265153
(주)팜스토리,27710,19-Dec,2000000,252152662,21853000,545819420,7825000,304052662,23103000,641303796,0.522343177
(주)팬스타엔터프라이즈,54300,19-Dec,8983630,1803047,2279050,67456477,8983630,1803047,2279050,67456477,0.193691215
(주)팬엔터테인먼트,68050,19-Dec,6600000,12500000,4567000,77487694,6600000,12500000,4567000,77504362,0.305363458
(주)팬젠,222110,19-Dec,0,0,0,39082939,0,0,0,39082939,0
(주)펄어비스,263750,19-Dec,30000000,0,30000000,734886882,87890000,0,30000000,867391015,0.135913329
(주)펩트론,87010,19-Dec,3000000,0,17630,60985838,3000000,0,17630,60985838,0.049480832
(주)포메탈,119500,19-Dec,5212750,3000000,257900,62692670,5212750,3000000,257900,62692670,0.135113882
(주)포스코아이씨티,22100,19-Dec,76603,0,0,663897944,76603,1386209,0,675419400,0.002165783
(주)포스코엠텍,9520,19-Dec,0,0,0,129016970,0,0,0,129016970,0
(주)포인트엔지니어링,256630,19-Dec,666400,14000000,2106025,87929988,666400,14000000,2106025,89912932,0.186540741
(주)포커스에이치엔에스,331380,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)폴라리스세원,234100,19-Dec,0,0,0,59018327,311809,3088155,120272,81615938,0.043131723
(주)폴라리스오피스,41020,19-Dec,0,0,148607,34846178,0,0,148607,35218535,0.004219568
(주)폴라리스우노,114630,19-Dec,0,2000000,0,75599008,0,2000000,0,71963428,0.027791895
(주)푸드나무,290720,19-Dec,0,0,0,56780209,0,0,0,56821288,0
(주)푸드웰,5670,19-Dec,0,19187677,0,110807938,5499980,27307677,1100010,149502310,0.226803633
(주)푸른기술,94940,19-Dec,3680000,0,0,35615380,3680000,0,0,35570056,0.103457807
(주)퓨전,195440,19-Dec,0,0,0,53218724,0,2390000,0,55650352,0.042946718
(주)퓨쳐켐,220100,19-Dec,0,0,0,47545679,0,0,0,63214939,0
(주)프럼파스트,35200,19-Dec,0,94650,0,37346148,0,94650,0,38189682,0.002478418
(주)프로스테믹스,203690,19-Dec,0,0,286169,31980761,0,0,286169,31839070,0.008987982
(주)프로이천,321260,19-Dec,,,,,0,0,0,0,#DIV/0!
(주)프로텍,53610,19-Dec,0,0,29772,226831198,0,5168464,44446,232522656,0.022418934
(주)프리엠스,53160,19-Dec,0,141500,0,48143783,0,141500,0,48323778,0.002928165
(주)플래스크,41590,19-Dec,520000,21127910,368330,145833910,520000,21372410,368330,146731294,0.151710923
(주)플랜티넷,75130,19-Dec,0,0,0,65346638,0,1560627,0,83298766,0.018735296
(주)플레이디,237820,19-Dec,0,0,0,97299209,0,0,0,97299209,0
(주)플레이위드,23770,19-Dec,0,0,0,122707636,0,0,0,122707636,0
(주)플리토,300080,19-Dec,0,0,0,26332370,0,0,0,26410723,0
(주)피델릭스,32580,19-Dec,1600000,5115000,7271916,68738429,1600000,5115000,7271916,68738429,0.203480298
(주)피씨디렉트,51380,19-Dec,0,10211602,0,67604517,0,10211602,0,67604517,0.151049108
(주)피에이치씨,57880,19-Dec,0,0,0,69023897,0,0,0,68416700,0
(주)피엔티,137400,19-Dec,31582000,21000000,2974383,461672772,34744727,27629600,5087399,500330962,0.134834202
(주)피엔풍년,24940,19-Dec,0,1000000,0,52445651,0,1000000,0,52445651,0.019067358
(주)피제이메탈,128660,19-Dec,6250000,9918081,5250000,64413544,6250000,9918081,5250000,64413544,0.332508967
(주)피제이전자,6140,19-Dec,11200000,1500000,0,138487805,11200000,1500000,0,138487805,0.091704826
(주)피피아이,62970,19-Dec,2302093,6290000,378611,38930912,2302093,6290000,378611,38930912,0.230426248
(주)픽셀플러스,87600,19-Dec,0,0,0,83360690,0,0,0,83360690,0
(주)필옵틱스,161580,19-Dec,13619600,26500000,19316538,191332747,13619600,26500000,19316538,191044738,0.311111097
(주)하림,136480,19-Dec,89887140,297535696,36201220,763868963,91207140,299035696,36471220,768027564,0.55559732
(주)하림지주,3380,19-Dec,0,317000000,20057488,1614029486,544572000,1837233000,604083000,8615722154,0.346562708
(주)하이로닉,149980,19-Dec,0,0,0,46423860,0,1431600,0,46866861,0.030546104
(주)하이비젼시스템,126700,19-Dec,0,4000000,0,155561357,0,6838034,0,165852207,0.041229683
(주)하이소닉,106080,19-Dec,0,0,0,17390395,0,435661,0,18798333,0.023175512
(주)하이텍팜,106190,19-Dec,5789000,5000000,0,131725161,5789000,5000000,0,131725161,0.081905385
(주)하츠,66130,19-Dec,0,0,0,97451634,0,0,0,97451634,0
(주)한국가구,4590,19-Dec,0,3287162,313030,83501485,13600000,3787162,3358286,138462058,0.149827673
(주)한국경제티브이,39340,19-Dec,0,0,0,143874446,0,0,0,146441417,0
(주)한국비엔씨,256840,19-Dec,8189600,3000000,3000896,49598924,8189600,3000000,3000896,49598924,0.286104916
(주)한국아트라스비엑스,23890,19-Dec,0,52787103,0,476129809,0,52787103,0,480320191,0.109899821
(주)한국코퍼레이션,50540,19-Dec,9150000,12160000,6135418,104879246,9150000,13541500,3485890,112899793,0.231863933
(주)한국큐빅,21650,19-Dec,0,0,0,76408108,14139401,19868809,2150000,131106581,0.275792487
(주)한국테크놀로지,53590,19-Dec,0,5300000,0,64154797,0,38062626,0,167180236,0.227674197
(주)한국팩키지,37230,19-Dec,7000000,20012310,0,70585402,7000000,20012310,0,70585402,0.382689752
(주)한글과컴퓨터,30520,19-Dec,360000,0,360000,288440116,3710000,1263049,3267480,651671869,0.012645212
(주)한네트,52600,19-Dec,3700000,17939501,264551,63761022,3700000,17939501,264551,63761022,0.343533578
(주)한독크린텍,256150,19-Dec,0,3600000,0,41463932,0,3600000,0,41463932,0.086822446
(주)한빛소프트,47080,19-Dec,0,0,0,40000614,402832,460000,389655,43119214,0.029047074
(주)한송네오텍,226440,19-Dec,0,2238000,54520,38668165,0,2238000,54520,38668165,0.059287013
(주)한일진공,123840,19-Dec,0,0,0,115939680,0,5530000,1000000,122792471,0.053179156
(주)한창바이오텍,43090,19-Dec,0,0,0,28349718,0,0,0,28349718,0
(주)한컴위드,54920,19-Dec,7250000,23000000,1000000,170224187,7250000,24700000,1000000,174213420,0.189135831
(주)한탑,2680,19-Dec,9410893,47160415,21713765,125834352,9716111,48782256,4363847,129107318,0.486898922
(주)한프,66110,19-Dec,0,9003675,0,70824358,0,30008319,0,94647027,0.317055062
(주)핸디소프트,220180,19-Dec,0,915365,0,65910032,0,915365,0,65954614,0.013878711
(주)행남사,8800,19-Dec,0,1000000,5749,44861059,0,1000000,164831,44161246,0.026376769
(주)헥토이노베이션,214180,19-Dec,2000000,0,0,122239160,2000000,0,0,300992779,0.006644678
(주)헥토파이낸셜,234340,19-Dec,0,0,0,169235827,0,0,0,169235827,0
(주)헬릭스미스,84990,19-Dec,60450680,0,0,353302235,60450680,0,0,371438506,0.162747478
(주)현대공업,170030,19-Dec,0,0,0,130872759,0,0,0,141735192,0
(주)현대바이오랜드,52260,19-Dec,18000000,0,3195730,184908036,27798222,4143500,8192686,209051968,0.191982924
(주)현대에버다임,41440,19-Dec,0,32895590,0,260503509,1145733,38201961,503600,280365328,0.142140593
(주)현대이지웰,90850,19-Dec,0,0,0,90779475,0,0,0,90207539,0
(주)협진,138360,19-Dec,0,0,4413190,50457965,0,0,4350000,50464697,0.086198873
(주)형지아이앤씨,11080,19-Dec,1333333,13178000,3666667,63722359,1333333,13178000,3666667,63722359,0.285268786
(주)홈센타홀딩스,60560,19-Dec,889833,62500000,18363557,170219215,2356500,90427038,28626705,328954147,0.369079533
(주)홈캐스트,64240,19-Dec,0,0,0,74828599,0,0,0,96544366,0
(주)화신정공,126640,19-Dec,15833310,0,3333320,134185867,15833310,0,3333320,134185867,0.142836429
(주)휴네시온,290270,19-Dec,0,0,0,27264411,0,0,0,28292684,0
(주)휴럼,284420,19-Dec,2545000,400000,200000,30999366,2545000,500000,200000,32239296,0.100653563
(주)휴맥스,115160,19-Dec,87710600,200770986,70200000,898189836,61650000,236960884,70200000,1022128768,0.360826244
(주)휴맥스홀딩스,28080,19-Dec,0,14000000,0,157699568,0,14000000,0,169615218,0.082539764
(주)휴먼엔,32860,19-Dec,0,5100000,0,41532330,0,5100000,0,41243344,0.123656317
(주)휴메딕스,200670,19-Dec,0,394518,883555,128693249,0,394518,883555,138421305,0.00923321
(주)휴비츠,65510,19-Dec,12146390,21000000,4781822,135835558,12146390,21000000,5721646,151897854,0.25588272
(주)휴센텍,215090,19-Dec,0,2600000,0,22265439,0,2600000,0,22265439,0.116772905
(주)휴엠앤씨,263920,19-Dec,6877769,1200000,0,85663805,6877769,1200000,0,88369871,0.091408632
(주)휴온스,243070,19-Dec,0,22000000,3854280,284082527,0,27300000,3854280,300341675,0.103729461
(주)휴온스글로벌,84110,19-Dec,14000000,14000000,1029737,352227677,14000000,47512241,7885853,742152517,0.093509208
(주)흥국,10240,19-Dec,0,8000000,0,73234366,0,8000000,0,92358267,0.086619209
(주)흥국에프엔비,189980,19-Dec,0,8000000,0,88207405,0,8000000,0,89302191,0.089583468
(주)희림종합건축사사무소,37440,19-Dec,1055450,30700000,666600,160207151,1055450,30700000,666600,161634028,0.20058926
(주)힘스,238490,19-Dec,0,4000000,0,86740548,0,4000000,0,86740548,0.046114535
KB오토시스(주),24120,19-Dec,6500000,8000000,4500000,144464067,6837691,8000000,4731355,143851954,0.136036011
KD(주),44180,19-Dec,14338781,7972950,5351804,104497661,14353781,25761298,14954297,138272305,0.398267578
가온미디어(주),78890,19-Dec,12500000,17315600,25000000,306839004,12500000,17315600,25000000,307629967,0.178186802
감성코퍼레이션(주),36620,19-Dec,0,0,0,40412370,0,0,0,39221444,0
갤럭시아머니트리(주),94480,19-Dec,22388889,54110766,10961033,240366929,22388889,54273266,10961033,240358046,0.364552756
경남스틸(주),39240,19-Dec,0,4880117,10000000,141926691,0,4880117,10000000,141926691,0.104843683
경남제약(주),53950,19-Dec,0,0,0,74761331,0,0,0,74460268,0
경동제약(주),11040,19-Dec,0,18071,0,277175622,0,18071,0,287589289,6.28361E-05
경창산업(주),24910,19-Dec,68620940,153550000,45529060,452015739,101547912,175468987,54789194,564865660,0.587407089
고려신용정보(주),49720,19-Dec,0,0,0,45764350,0,0,0,48729768,0
고려제약(주),14570,19-Dec,0,0,0,75849501,0,0,0,75849501,0
광진실업(주),26910,19-Dec,1500000,2569528,0,36126776,1500000,2569528,0,36126776,0.112645756
국일신동(주),60480,19-Dec,640000,0,250000,53370196,640000,0,250000,53370196,0.016675974
국일제지(주),78130,19-Dec,0,33660541,122974,125482390,0,33660541,122974,125508720,0.269172652
글로벌에스엠테크리미티드,900070,19-Dec,,,,,8935936,2521732,1068635,131445124,0.095296825
글로벌텍스프리(주),204620,19-Dec,0,0,0,121858457,0,0,0,126536404,0
글로본(주),19660,19-Dec,0,0,0,33229332,0,0,0,33229332,0
금강철강(주),53260,19-Dec,0,0,0,133621542,18000,1274272,0,136604950,0.009459921
나노캠텍(주),91970,19-Dec,0,3250000,0,66582647,0,3250000,0,72530166,0.044808942
나라엠앤디(주),51490,19-Dec,7021866,35840000,10787050,161963986,8875066,52067410,11512250,217201628,0.333582794
나무기술(주),242040,19-Dec,0,0,0,41667214,0,1462694,0,56647226,0.025821106
나이스정보통신(주),36800,19-Dec,0,0,0,285397852,0,100000,0,641944211,0.000155777
나이스평가정보(주),30190,19-Dec,0,0,0,312334965,0,0,0,319082831,0
남화산업(주),111710,19-Dec,0,0,0,147317587,0,0,0,147317587,0
남화토건(주),91590,19-Dec,0,0,0,126988511,0,0,0,162249970,0
넥슨지티(주),41140,19-Dec,0,0,0,117667661,0,23500000,0,144613462,0.16250216
농업회사법인(주)농우바이오,54050,19-Dec,0,14200000,0,271519435,788000,16343000,419000,289864329,0.060545566
뉴지랩파마(주),214870,19-Dec,4000000,0,0,120130164,4000000,0,0,118470602,0.03376365
다믈멀티미디어(주),93640,19-Dec,458300,0,366640,33393126,458300,0,366640,33393126,0.024703887
다이노나(주),86080,19-Dec,0,0,4475687,25872033,0,0,4475687,25872033,0.172993247
대동금속(주),20400,19-Dec,5760417,17350000,5635417,106533539,5760417,17350000,5635417,106533539,0.26982896
대동기어(주),8830,19-Dec,12098272,37144711,16523885,182832449,12098272,37144711,16523885,182832449,0.359711136
대모엔지니어링(주),317850,19-Dec,15350000,6000000,1421000,74243887,15639450,6662960,1421000,75643423,0.313621582
대보마그네틱(주),290670,19-Dec,0,200000,0,62215458,0,200000,0,62215458,0.003214635
대봉엘에스(주),78140,19-Dec,5000000,0,133333,72704901,5000000,192000,133333,102125115,0.052145185
대아티아이(주),45390,19-Dec,0,0,0,137455747,0,0,0,148267018,0
대양전기공업(주),108380,19-Dec,0,0,0,225317440,0,0,0,260438588,0
대양제지공업(주),6580,19-Dec,10000000,6500000,38462,169916833,26400000,20471619,6683647,232064376,0.230777627
대원미디어(주),48910,19-Dec,0,6500000,0,86660273,0,6500000,0,136139045,0.047745303
대원산업(주),5710,19-Dec,0,0,0,416161539,0,24678947,0,482983760,0.051096846
대정화금(주),120240,19-Dec,11708600,0,36708,151327494,11708600,0,36708,151327494,0.077615162
대주산업(주),3310,19-Dec,4346300,8540577,2806760,87371799,4346300,8540577,2806760,87056687,0.180269173
대주전자재료(주),78600,19-Dec,34277764,35817383,4390513,177509298,34917704,42700806,5181598,191226387,0.432995202
대한광통신(주),10170,19-Dec,26857143,35284378,12142857,289677208,26857143,35284378,12142857,289699254,0.256418948
대한그린파워(주),60900,19-Dec,0,2025591,234754,38990864,6120000,2025591,790754,47169922,0.189450069
대한뉴팜(주),54670,19-Dec,8436250,17136684,10530221,127905958,8436250,17136684,10530221,127905958,0.282263278
대한약품공업(주),23910,19-Dec,24800000,5000000,2043665,246851673,24800000,5000000,2043665,246851673,0.128999186
대화제약(주),67080,19-Dec,0,21400000,0,146042548,6000000,28764000,0,166145365,0.209238458
더이앤엠(주),89230,19-Dec,0,0,0,100352331,0,14,0,97692114,1.43307E-07
덕산네오룩스(주),213420,19-Dec,0,1000000,0,181310980,0,1000000,0,181310980,0.005515386
덕산하이메탈(주),77360,19-Dec,0,1550539,0,190684161,0,1550539,0,210168585,0.007377596
덕우전자(주),263600,19-Dec,0,0,0,94790961,0,7380772,0,118817281,0.062118674
데브시스터즈(주),194480,19-Dec,0,0,0,109296023,0,0,1415529,123408357,0.011470285
도이치모터스(주),67990,19-Dec,49286074,113865880,62195228,427423620,60396591,145714372,145668212,804374151,0.437332769
동국산업(주),5160,19-Dec,5000000,18110180,7118694,490729848,8466667,60414259,8346625,752912818,0.102571704
동국제약(주),86450,19-Dec,0,10134654,1936002,464293416,41700000,15018045,2070100,544383940,0.107990227
동신건설(주),25950,19-Dec,40000,600000,6667,102032096,40000,600000,6667,102032096,0.006337878
동아화성(주),41930,19-Dec,3249992,36198000,833328,150896769,11527855,71975047,833328,238431134,0.353713161
동양이엔피(주),79960,19-Dec,0,1217772,0,276563657,0,1353477,0,287167921,0.00471319
동양파일(주),228340,19-Dec,0,0,0,129953595,0,0,0,129953595,0
동일금속(주),109860,19-Dec,0,0,0,136092686,0,4736210,0,142639453,0.033204067
동일철강(주),23790,19-Dec,7300000,17941995,0,90109898,7300000,17941995,0,90109898,0.280124554
동화기업(주),25900,19-Dec,84926497,150500000,21034580,1086229996,100402757,251112956,26891700,1440636414,0.262666839
디아이티(주),110990,19-Dec,0,10000,0,290366403,0,10000,0,289657407,3.45235E-05
디에스티(주),33430,19-Dec,0,1798412,0,54460349,152903,1932112,0,54525328,0.038239385
디엑스앤브이엑스(주),180400,19-Dec,0,0,0,30269029,0,0,0,30048016,0
디와이씨(주),310870,19-Dec,,,,,0,0,0,0,#DIV/0!
디와이피엔에프(주),104460,19-Dec,7043520,6000000,306480,159266763,7043520,6000000,306480,158275549,0.084346572
디젠스(주),113810,19-Dec,2880000,20253021,1905000,70718569,3505863,23286063,1905000,79054294,0.363002748
디케이락(주),105740,19-Dec,190000,12000000,46300,123740059,190000,12000000,46300,123740059,0.098887136
라온시큐어(주),42510,19-Dec,0,0,947084,49454967,0,0,947084,51118782,0.018527124
라온피플(주),300120,19-Dec,0,0,0,65686253,0,0,0,65686253,0
램테크놀러지(주),171010,19-Dec,2756640,15455107,2153852,70357034,2756640,15455107,2153852,67037071,0.303796074
로스웰인터내셔널유한회사,900260,19-Dec,,,,,0,44915540,3754450,331367883,0.146876002
로체시스템즈(주),71280,19-Dec,24752050,3620000,2200000,119567692,24752050,3620000,2200000,120035002,0.254692794
리노공업(주),58470,19-Dec,0,0,0,325715904,0,0,0,325715904,0
마이크로로봇(주),182690,19-Dec,0,6790000,0,23229645,2786247,7039986,0,26327325,0.373233247
매일유업(주),267980,19-Dec,0,0,35300000,678655992,0,2654282,35300000,675195953,0.056212247
매일홀딩스(주),5990,19-Dec,0,0,0,365558877,3193000,17338482,43900000,956463233,0.067364306
메가스터디(주),72870,19-Dec,0,0,0,241942720,0,0,0,379554212,0
메가스터디교육(주),215200,19-Dec,0,0,0,393440649,0,1234303,0,432816425,0.002851793
메가엠디(주),133750,19-Dec,0,0,0,110000322,0,0,0,108321009,0
메디앙스(주),14100,19-Dec,21012500,1288485,5983859,131045453,21012500,1288485,5983859,139653596,0.202535737
메디포스트(주),78160,19-Dec,0,9994920,0,212985364,0,9994920,0,213719039,0.046766634
명성티엔에스(주),257370,19-Dec,500000,4450000,10000000,66098282,500000,4450000,10000000,66256204,0.225639247
모바일어플라이언스(주),87260,19-Dec,0,4500000,2700000,51561822,0,4500000,2700000,50419989,0.142800507
모트렉스(주),118990,19-Dec,10828345,39405500,3012760,221967775,107728345,57608452,5012760,444300832,0.383410394
무림에스피(주),1810,19-Dec,15000000,26791081,5000000,260739484,15000000,26791081,5000000,298741272,0.156627441
미디어젠(주),279600,19-Dec,6301500,800000,160138,30458965,6301500,800000,160138,30458965,0.238407247
미래나노텍(주),95500,19-Dec,16000000,56500000,56126,278582759,16000000,64773921,0,315964482,0.255642408
미래오토스,176440,19-Dec,0,13491200,0,113741395,1082680,13491200,717930,119154897,0.128335556
미스터블루(주),207760,19-Dec,0,5000000,48538,44816390,0,6000000,280379,62303334,0.100803257
바디텍메드(주),206640,19-Dec,4080921,200000,8887255,95067231,4080921,1160000,9572298,101262190,0.146285785
바이온(주),32980,19-Dec,397999,0,11199823,52636731,4958729,1081000,11199823,61758367,0.279145205
베뉴지(주),19010,19-Dec,1800000,89385614,18000000,401722903,10522200,147835614,47916680,578404448,0.356626742
보성파워텍(주),6910,19-Dec,1375000,9000000,500000,125565648,1375000,9000000,500000,125593380,0.086588959
브릿지바이오테라퓨틱스(주),288330,19-Dec,0,0,0,79952343,0,0,0,79737130,0
비디아이(주),148140,19-Dec,0,12727754,9000000,147715492,0,15750761,9000000,147695816,0.167579297
비에이치아이(주),83650,19-Dec,39801000,99642935,35662850,371021012,39801000,99642935,35798819,370163701,0.473419607
빛샘전자(주),72950,19-Dec,0,0,0,52819999,0,0,0,66623519,0
삼강엠앤티(주),100090,19-Dec,26160874,60385387,67098032,473810560,87540907,67222923,67098032,627931344,0.353321847
삼륭물산(주),14970,19-Dec,0,8670537,10000000,87931823,1833333,25143952,10591310,125593735,0.299127938
삼목에스폼(주),18310,19-Dec,0,0,0,396407856,0,0,0,396407856,0
삼보모터스(주),53700,19-Dec,5998960,113884697,4617068,305987264,31063537,245191537,35496095,735588275,0.423812042
삼보산업(주),9620,19-Dec,18158690,130008448,10142360,214179259,36279590,141639624,13341960,300467661,0.636544956
삼아제약(주),9300,19-Dec,2407000,0,0,191256882,2407000,0,0,190780878,0.012616568
삼영엠텍(주),54540,19-Dec,64220,22700000,13520,121654129,64220,27324942,13520,119976287,0.228400817
삼영이엔씨(주),65570,19-Dec,0,4500000,326000,86222129,0,4500000,326000,86222129,0.05597171
삼지전자(주),37460,19-Dec,33000000,11400000,21600000,239832403,36000000,53340593,21600000,559512185,0.198280924
삼천당제약(주),250,19-Dec,0,2439279,6000000,194460076,0,2439279,0,290150966,0.00840693
삼천리자전거(주),24950,19-Dec,0,49419978,0,138949688,500000,52951978,250000,146726691,0.366000062
삼현철강(주),17480,19-Dec,0,0,0,171203628,0,0,0,171203628,0
상신이디피(주),91580,19-Dec,9390000,37140320,1929980,125290049,17323741,40609028,3086216,148101006,0.412009254
상신전자(주),263810,19-Dec,0,4100000,0,47265423,0,7273921,0,52111609,0.139583504
서암기계공업(주),100660,19-Dec,0,0,0,69554367,0,0,0,69554367,0
서울바이오시스(주),92190,19-Dec,10106250,42027235,32531682,353933561,66414750,70609758,44361266,579080908,0.313230451
서울반도체(주),46890,19-Dec,5266000,30000000,2634000,1044292890,98937737,66828705,46198716,1322136396,0.16032019
서울전자통신(주),27040,19-Dec,0,13415600,2500000,130365236,2504819,17148346,2500000,137380839,0.161253674
서호전기(주),65710,19-Dec,0,0,36033,91561027,0,149166,36033,93141622,0.001988359
성우전자(주),81580,19-Dec,0,0,0,80063731,2399100,8565769,713000,126891468,0.092030372
성우테크론(주),45300,19-Dec,0,13000000,0,71126499,0,15000000,0,75224671,0.199402667
성호전자(주),43260,19-Dec,250000,28750128,500000,90393325,250000,29327019,500000,95653166,0.314438301
세명전기공업(주),17510,19-Dec,0,808792,0,81806215,0,808792,0,81806215,0.009886682
세종텔레콤(주),36630,19-Dec,0,0,0,441789022,1880000,299782,1220000,448276043,0.007584126
소니드(주),60230,19-Dec,320000,2000000,5920000,84547768,320000,2000000,5920000,87603979,0.094059655
소프트캠프(주),258790,19-Dec,0,0,0,20516086,611495,0,319041,21126083,0.044046783
솔브레인홀딩스(주),36830,19-Dec,0,70000000,10000000,976025512,8745951,148596893,10668000,1159459650,0.144904434
스튜디오드래곤(주),253450,19-Dec,0,0,0,560849210,0,0,0,581557107,0
시그네틱스(주),33170,19-Dec,13100000,0,0,182845685,13100000,0,0,182878840,0.071632125
신라섬유(주),1000,19-Dec,1600000,8000000,6000000,32161672,1600000,8000000,6000000,32161672,0.485049409
신라에스지(주),25870,19-Dec,4906250,18293750,0,45534947,4936250,18650100,0,48035276,0.491021432
신라젠(주),215600,19-Dec,0,0,0,65131141,0,0,692254,69745030,0.009925496
신성델타테크(주),65350,19-Dec,29812530,19284040,7570051,216865840,37752268,73622057,9045866,348684313,0.345355918
신신제약(주),2800,19-Dec,33310240,14633887,5436010,129681602,33310240,14749667,5436010,129237818,0.413933923
신원종합개발(주),17000,19-Dec,1512766,2946075,17100511,186237504,1512766,9382951,17100511,191574781,0.146137335
신일제약(주),12790,19-Dec,0,0,122811,117837501,0,0,122811,117837501,0.001042206
신화인터텍(주),56700,19-Dec,0,50446711,0,177184765,0,50446711,0,184128026,0.273976277
신흥에스이씨(주),243840,19-Dec,24843033,22190000,6286064,222702209,70881733,54159669,13281102,335398061,0.412412951
쌍용정보통신(주),10280,19-Dec,0,151595,0,81068315,0,151595,0,82441725,0.001838814
씨비아이(주),13720,19-Dec,8367470,250000,4893780,40883528,8367470,250000,4893780,40883528,0.330481508
씨아이에스(주),222080,19-Dec,0,10000000,0,169743005,0,10000000,0,169743005,0.05891259
씨앤지하이테크(주),264660,19-Dec,0,0,0,81340415,0,0,0,81340415,0
씨앤티85(주),56730,19-Dec,0,5600000,22613909,31743897,0,5600000,22613909,28192798,1.000748808
씨에스베어링(주),297090,19-Dec,3180630,27310000,376370,95591338,6352135,27310000,587804,107990241,0.317157724
씨제이바이오사이언스(주),311690,19-Dec,0,0,0,33741367,0,0,0,33741415,0
