,Unnamed: 0,회사명,거래소코드,회계년도,유동자산(*)(IFRS연결),유동자산(*)(IFRS),유동자산증가율2019
686,686,(주)싸이토젠,217330,18-Dec,20198632,20198632.0,
687,687,(주)싸이토젠,217330,19-Dec,14281195,14281195.0,-29.296226595939768
688,688,(주)썸에이지,208640,18-Dec,36802153,34541545.0,
689,689,(주)썸에이지,208640,19-Dec,38725581,26780056.0,5.226400748890958
690,690,(주)쎄노텍,222420,18-Dec,33742924,33742924.0,
691,691,(주)쎄노텍,222420,19-Dec,26264796,26264796.0,-22.162062777961978
692,692,(주)쎄니트,37760,18-Dec,52614026,23982342.0,
693,693,(주)쎄니트,37760,19-Dec,61088691,26833877.0,16.10723535963585
694,694,(주)쎄트렉아이,99320,18-Dec,28837144,25873621.0,
695,695,(주)쎄트렉아이,99320,19-Dec,50863325,43373189.0,76.38128449890877
696,696,(주)쎌바이오텍,49960,18-Dec,81046651,81551406.0,
697,697,(주)쎌바이오텍,49960,19-Dec,69257564,70042221.0,-14.546050767723884
698,698,(주)쏠리드,50890,18-Dec,114580880,100334238.0,
699,699,(주)쏠리드,50890,19-Dec,125841179,115973820.0,9.827380449513035
700,700,(주)씨씨에스충북방송,66790,18-Dec,9063993,9063327.0,
701,701,(주)씨씨에스충북방송,66790,19-Dec,9304577,9302777.0,2.6542827206508246
702,702,(주)씨에스,65770,18-Dec,26756997,26723245.0,
703,703,(주)씨에스,65770,19-Dec,21834552,21473423.0,-18.39685148523954
704,704,(주)씨에스에이코스믹,83660,18-Dec,27238636,26407422.0,
705,705,(주)씨에스에이코스믹,83660,19-Dec,23908845,15157513.0,-12.224514472751135
706,706,(주)씨엔플러스,115530,18-Dec,12349698,12839110.0,
707,707,(주)씨엔플러스,115530,19-Dec,9136160,10549860.0,-26.021186914854113
708,708,(주)씨엠에스에듀,225330,18-Dec,10722181,10040536.0,
709,709,(주)씨엠에스에듀,225330,19-Dec,12159519,10556574.0,13.40527640785023
710,710,(주)씨유메디칼시스템,115480,18-Dec,40134035,33410294.0,
711,711,(주)씨유메디칼시스템,115480,19-Dec,53708955,36857881.0,33.823960137574005
712,712,(주)씨제이이엔엠,35760,18-Dec,1806584959,1056642814.0,
713,713,(주)씨제이이엔엠,35760,19-Dec,1676113606,1134395610.0,-7.221988224247133
714,714,(주)씨젠,96530,18-Dec,115855143,104049881.0,
715,715,(주)씨젠,96530,19-Dec,138502069,125263036.0,19.547622499589856
716,716,(주)씨티씨바이오,60590,18-Dec,78602566,64356548.0,
717,717,(주)씨티씨바이오,60590,19-Dec,87535971,69178390.0,11.365284181689429
718,718,(주)씨티케이,260930,18-Dec,139653092,112841472.0,
719,719,(주)씨티케이,260930,19-Dec,115482351,89419887.0,-17.307702002043747
720,720,(주)아가방앤컴퍼니,13990,18-Dec,80831753,73741008.0,
721,721,(주)아가방앤컴퍼니,13990,19-Dec,81474150,74031691.0,0.7947334755934232
722,722,(주)아나패스,123860,18-Dec,75459451,75459451.0,
723,723,(주)아나패스,123860,19-Dec,102452832,102452832.0,35.772034705102755
724,724,(주)아난티,25980,18-Dec,56818847,93164776.0,
725,725,(주)아난티,25980,19-Dec,120346866,134904489.0,111.80800448132993
726,726,(주)아리온테크놀로지,58220,18-Dec,22677733,16560011.0,
727,727,(주)아리온테크놀로지,58220,19-Dec,30509706,19423769.0,34.53596089168172
728,728,(주)아모그린텍,125210,18-Dec,29703019,29703019.0,
729,729,(주)아모그린텍,125210,19-Dec,49534397,49534397.0,66.76552979345298
730,730,(주)아모텍,52710,18-Dec,146603137,129666933.0,
731,731,(주)아모텍,52710,19-Dec,168412952,144566654.0,14.876772384481797
732,732,(주)아미노로직스,74430,18-Dec,31897865,31896472.0,
733,733,(주)아미노로직스,74430,19-Dec,32491431,32490026.0,1.8608330055945643
734,734,(주)아바코,83930,18-Dec,172596576,168077765.0,
735,735,(주)아바코,83930,19-Dec,145115134,140521941.0,-15.922356420326667
736,736,(주)아바텍,149950,18-Dec,62828889,62828889.0,
737,737,(주)아바텍,149950,19-Dec,39211789,39211789.0,-37.589555339741885
738,738,(주)아스타,246720,18-Dec,26781069,26572177.0,
739,739,(주)아스타,246720,19-Dec,12499472,12844776.0,-53.32721035146133
740,740,(주)아스트,67390,18-Dec,191498313,160918809.0,
741,741,(주)아스트,67390,19-Dec,216549408,164695491.0,13.081626990625228
742,742,(주)아시아경제,127710,18-Dec,46469215,66338399.0,
743,743,(주)아시아경제,127710,19-Dec,51548044,54706352.0,10.929448668328057
744,744,(주)아우딘퓨쳐스,227610,18-Dec,41336271,41336271.0,
745,745,(주)아우딘퓨쳐스,227610,19-Dec,29508073,24676396.0,-28.61457435287281
746,746,(주)아이디스,143160,18-Dec,127710042,127875069.0,
747,747,(주)아이디스,143160,19-Dec,122420297,120020506.0,-4.14199613214441
748,748,(주)아이디스홀딩스,54800,18-Dec,529161570,4911969.0,
749,749,(주)아이디스홀딩스,54800,19-Dec,514157089,8787885.0,-2.8355197827385714
750,750,(주)아이비김영,339950,19-Dec,0,,
751,751,(주)아이센스,99190,18-Dec,110761411,98015877.0,
752,752,(주)아이센스,99190,19-Dec,128983377,114346975.0,16.45154737149386
753,753,(주)아이스크림에듀,289010,18-Dec,55733898,55733898.0,
754,754,(주)아이스크림에듀,289010,19-Dec,64201290,64201290.0,15.192535070846835
755,755,(주)아이씨디,40910,18-Dec,114191718,112692572.0,
756,756,(주)아이씨디,40910,19-Dec,131397304,123762686.0,15.067280098194157
757,757,(주)아이앤씨테크놀로지,52860,18-Dec,20680289,20493110.0,
758,758,(주)아이앤씨테크놀로지,52860,19-Dec,26968907,26652172.0,30.408752991798128
759,759,(주)아이에스시,95340,18-Dec,82885995,68533901.0,
760,760,(주)아이에스시,95340,19-Dec,65493818,63541587.0,-20.98325175441279
761,761,(주)아이에스이커머스,69920,18-Dec,21174709,21174709.0,
762,762,(주)아이에스이커머스,69920,19-Dec,34857955,32485167.0,64.62070387838624
763,763,(주)아이에이,38880,18-Dec,30359536,25211163.0,
764,764,(주)아이에이,38880,19-Dec,23010748,21034881.0,-24.205864015840028
765,765,(주)아이엘사이언스,307180,18-Dec,0,,
766,766,(주)아이엘사이언스,307180,19-Dec,16421306,16421306.0,inf
767,767,(주)아이엠,101390,18-Dec,30031614,34455252.0,
768,768,(주)아이엠,101390,19-Dec,44259874,51212739.0,47.377606811275605
769,769,(주)아이엠비씨,52220,18-Dec,30429694,27695548.0,
770,770,(주)아이엠비씨,52220,19-Dec,20894574,17381212.0,-31.33491910894668
771,771,(주)아이엠텍,226350,18-Dec,17559764,16780989.0,
772,772,(주)아이엠텍,226350,19-Dec,17252769,16680360.0,-1.7482865942845205
773,773,(주)아이오케이컴퍼니,78860,18-Dec,53823830,47561364.0,
774,774,(주)아이오케이컴퍼니,78860,19-Dec,26610155,17759615.0,-50.56064386350805
775,775,(주)아이윈,90150,18-Dec,44567289,45227973.0,
776,776,(주)아이윈,90150,19-Dec,39597572,36448851.0,-11.151041742745448
777,777,(주)아이윈플러스,123010,18-Dec,5398412,5398412.0,
778,778,(주)아이윈플러스,123010,19-Dec,11964412,11964412.0,121.62836034004071
779,779,(주)아이즈비전,31310,18-Dec,104652813,37697140.0,
780,780,(주)아이즈비전,31310,19-Dec,124844723,45012544.0,19.294187534165943
781,781,(주)아이컴포넌트,59100,18-Dec,25969602,25969602.0,
782,782,(주)아이컴포넌트,59100,19-Dec,25641035,25641035.0,-1.2651984423942997
783,783,(주)아이톡시,52770,18-Dec,10835630,2388514.0,
784,784,(주)아이톡시,52770,19-Dec,3986014,3748618.0,-63.213823284848225
785,785,(주)아이티센,124500,18-Dec,216521973,15031632.0,
786,786,(주)아이티센,124500,19-Dec,206197962,21707767.0,-4.768112379984634
787,787,(주)아이티엑스에이아이,99520,18-Dec,14058953,14058953.0,
788,788,(주)아이티엑스에이아이,99520,19-Dec,13364642,13049919.0,-4.938568327243143
789,789,(주)아이티엠반도체,84850,18-Dec,90695036,132095047.0,
790,790,(주)아이티엠반도체,84850,19-Dec,229249852,267625875.0,152.77001047775096
791,791,(주)아즈텍더블유비이,32080,18-Dec,70335434,70335434.0,
792,792,(주)아즈텍더블유비이,32080,19-Dec,56169735,56169735.0,-20.140202731954425
793,793,(주)아진엑스텍,59120,18-Dec,31797462,31797462.0,
794,794,(주)아진엑스텍,59120,19-Dec,32367734,32367734.0,1.7934513138186947
795,795,(주)아톤,158430,19-Dec,38584876,37940600.0,
796,796,(주)아프리카티비,67160,18-Dec,95822127,90756750.0,
797,797,(주)아프리카티비,67160,19-Dec,145005202,135742396.0,51.32747157658064
798,798,(주)안랩,53800,18-Dec,152582176,150430311.0,
799,799,(주)안랩,53800,19-Dec,168697109,166954807.0,10.56147803266352
800,800,(주)안트로젠,65660,18-Dec,59505339,59505339.0,
801,801,(주)안트로젠,65660,19-Dec,54118133,54118133.0,-9.053315367214365
802,802,(주)알로이스,297570,18-Dec,0,,
803,803,(주)알로이스,297570,19-Dec,21324225,21324225.0,inf
804,804,(주)알에프세미,96610,18-Dec,52540305,49224972.0,
805,805,(주)알에프세미,96610,19-Dec,54135154,51455985.0,3.035477239806661
806,806,(주)알에프텍,61040,18-Dec,121281923,87503062.0,
807,807,(주)알에프텍,61040,19-Dec,144932675,107978256.0,19.500640668436642
808,808,(주)알엔투테크놀로지,148250,18-Dec,14359371,14359371.0,
809,809,(주)알엔투테크놀로지,148250,19-Dec,25026797,25026797.0,74.28895040040402
810,810,(주)알테오젠,196170,18-Dec,58257365,54457921.0,
811,811,(주)알테오젠,196170,19-Dec,65209452,61037198.0,11.93340447169211
812,812,(주)알톤스포츠,123750,18-Dec,36587136,31388167.0,
813,813,(주)알톤스포츠,123750,19-Dec,28154311,22571624.0,-23.048606482890598
814,814,(주)알티캐스트,85810,18-Dec,129070258,63737275.0,
815,815,(주)알티캐스트,85810,19-Dec,118226641,31390791.0,-8.40132898781375
816,816,(주)알파홀딩스,117670,18-Dec,42453794,44149536.0,
817,817,(주)알파홀딩스,117670,19-Dec,47745419,51899646.0,12.464433685243769
818,818,(주)애니플러스,310200,18-Dec,0,,
819,819,(주)애니플러스,310200,19-Dec,0,,
820,820,(주)액션스퀘어,205500,18-Dec,14467705,13103409.0,
821,821,(주)액션스퀘어,205500,19-Dec,20531664,21346190.0,41.91375895485842
822,822,(주)액토즈소프트,52790,18-Dec,74587255,54761274.0,
823,823,(주)액토즈소프트,52790,19-Dec,85343220,71918753.0,14.420647334454117
824,824,(주)액트로,290740,18-Dec,59431485,70702243.0,
825,825,(주)액트로,290740,19-Dec,60457816,67895736.0,1.7269146143664482
826,826,(주)앤디포스,238090,18-Dec,80693010,63886495.0,
827,827,(주)앤디포스,238090,19-Dec,134504157,121464229.0,66.68625572400882
828,828,(주)앤씨앤,92600,18-Dec,36151520,28559897.0,
829,829,(주)앤씨앤,92600,19-Dec,46504492,37707699.0,28.637722563255984
830,830,(주)야스,255440,18-Dec,191854089,188838775.0,
831,831,(주)야스,255440,19-Dec,151314783,146908976.0,-21.130279897240033
832,832,(주)어스앤에어로스페이스,263540,18-Dec,34581515,34581515.0,
833,833,(주)어스앤에어로스페이스,263540,19-Dec,21670522,21670522.0,-37.334954816178524
834,834,(주)얼라인드제네틱스,238120,18-Dec,17433706,17304522.0,
835,835,(주)얼라인드제네틱스,238120,19-Dec,17294374,16938494.0,-0.7992104490003427
836,836,(주)에너토크,19990,18-Dec,22380757,22004583.0,
837,837,(주)에너토크,19990,19-Dec,19871069,19521025.0,-11.213597466788094
838,838,(주)에스디생명공학,217480,18-Dec,99086172,83631511.0,
839,839,(주)에스디생명공학,217480,19-Dec,77337789,57493411.0,-21.948958730588565
840,840,(주)에스디시스템,121890,18-Dec,24399710,24399710.0,
841,841,(주)에스디시스템,121890,19-Dec,19366241,19366241.0,-20.629216494786206
842,842,(주)에스비에스콘텐츠허브,46140,18-Dec,162076103,151885394.0,
843,843,(주)에스비에스콘텐츠허브,46140,19-Dec,158562019,149919196.0,-2.168169110038387
844,844,(주)에스씨디,42110,18-Dec,92463430,79346496.0,
845,845,(주)에스씨디,42110,19-Dec,95556697,81538248.0,3.3453950388818487
846,846,(주)에스아이리소스,65420,18-Dec,15965122,11534485.0,
847,847,(주)에스아이리소스,65420,19-Dec,7802755,7802755.0,-51.126242568017965
848,848,(주)에스앤더블류,103230,18-Dec,19135370,19135370.0,
849,849,(주)에스앤더블류,103230,19-Dec,16877392,16877392.0,-11.800022680512578
850,850,(주)에스앤에스텍,101490,18-Dec,41603664,41603664.0,
851,851,(주)에스앤에스텍,101490,19-Dec,53421966,53421966.0,28.406877817299936
852,852,(주)에스에너지,95910,18-Dec,245644376,149120265.0,
853,853,(주)에스에너지,95910,19-Dec,240297311,143000538.0,-2.1767504255827186
854,854,(주)에스에스알,275630,18-Dec,21801285,21801285.0,
855,855,(주)에스에스알,275630,19-Dec,21244745,21244745.0,-2.5527853060037464
856,856,(주)에스에이엠티,31330,18-Dec,217629140,217086755.0,
857,857,(주)에스에이엠티,31330,19-Dec,173075719,173092129.0,-20.47217619846313
858,858,(주)에스에이티,60540,18-Dec,49517284,24725430.0,
859,859,(주)에스에이티,158300,18-Dec,29204442,27201182.0,-41.02172081974448
860,860,(주)에스에이티,158300,19-Dec,21877775,20527057.0,-25.08750894812508
861,861,(주)에스에이티,60540,19-Dec,58089327,26844753.0,165.51752634808614
862,862,(주)에스에프에이,56190,18-Dec,958567881,609088893.0,
863,863,(주)에스에프에이,56190,19-Dec,1098458552,702088245.0,14.593715664044883
864,864,(주)에스에프에이반도체,36540,18-Dec,177161684,128669825.0,
865,865,(주)에스에프에이반도체,36540,19-Dec,226727250,183160846.0,27.97758797551282
866,866,(주)에스엘바이오닉스,214310,18-Dec,31423586,38419185.0,
867,867,(주)에스엘바이오닉스,214310,19-Dec,9943894,9450751.0,-68.35531756305598
868,868,(주)에스엠라이프디자인그룹,63440,18-Dec,38276104,36691095.0,
869,869,(주)에스엠라이프디자인그룹,63440,19-Dec,41110785,35046047.0,7.405876522856136
870,870,(주)에스엠엔터테인먼트,41510,18-Dec,537351648,178508554.0,
871,871,(주)에스엠엔터테인먼트,41510,19-Dec,628691154,200721669.0,16.998088000653166
872,872,(주)에스엠컬처앤콘텐츠,48550,18-Dec,218694656,218338173.0,
873,873,(주)에스엠컬처앤콘텐츠,48550,19-Dec,256205876,254921081.0,17.152325843755413
874,874,(주)에스엠코어,7820,18-Dec,78142471,78245607.0,
875,875,(주)에스엠코어,7820,19-Dec,76919385,76895293.0,-1.565200056189675
876,876,(주)에스제이그룹,306040,18-Dec,30851200,30170757.0,
877,877,(주)에스제이그룹,306040,19-Dec,70665508,69601466.0,129.05270459495904
878,878,(주)에스제이케이,80440,18-Dec,11016896,10614073.0,
879,879,(주)에스제이케이,80440,19-Dec,6118787,4780922.0,-44.45997311765492
880,880,(주)에스지엔지,40610,18-Dec,665768937,25802202.0,
881,881,(주)에스지엔지,40610,19-Dec,465093663,21914632.0,-30.141879989813948
882,882,(주)에스코넥,96630,18-Dec,95272203,38914954.0,
883,883,(주)에스코넥,96630,19-Dec,69391724,24401118.0,-27.164774388601053
884,884,(주)에스텍파마,41910,18-Dec,46697023,46583679.0,
885,885,(주)에스텍파마,41910,19-Dec,66070801,65732368.0,41.488250760653415
886,886,(주)에스티아이,39440,18-Dec,203597511,193817762.0,
887,887,(주)에스티아이,39440,19-Dec,171773865,158912383.0,-15.630665543843513
888,888,(주)에스티오,98660,18-Dec,47631899,45976846.0,
889,889,(주)에스티오,98660,19-Dec,41106821,40497437.0,-13.698966736556105
890,890,(주)에스티큐브,52020,18-Dec,47206609,44541972.0,
891,891,(주)에스티큐브,52020,19-Dec,47060166,44763936.0,-0.31021715624606205
892,892,(주)에스폴리텍,50760,18-Dec,56332729,58876092.0,
893,893,(주)에스폴리텍,50760,19-Dec,62232299,67280274.0,10.472721816832276
894,894,(주)에스피시스템스,317830,18-Dec,23664278,22417350.0,
895,895,(주)에스피시스템스,317830,19-Dec,34781274,33895006.0,46.97796400126808
896,896,(주)에스피지,58610,18-Dec,179010448,122767159.0,
897,897,(주)에스피지,58610,19-Dec,177747137,114288788.0,-0.7057191432759291
898,898,(주)에쎈테크,43340,18-Dec,28372314,28372314.0,
899,899,(주)에쎈테크,43340,19-Dec,25728253,25728253.0,-9.31915881094506
900,900,(주)에이디칩스,54630,18-Dec,13362720,13362720.0,
901,901,(주)에이디칩스,54630,19-Dec,20694008,20694008.0,54.86374031634278
902,902,(주)에이디테크놀로지,200710,18-Dec,62253223,61671933.0,
903,903,(주)에이디테크놀로지,200710,19-Dec,92186317,88825180.0,48.08280207436007
904,904,(주)에이루트,96690,18-Dec,34929983,29316621.0,
905,905,(주)에이루트,96690,19-Dec,41506035,70843915.0,18.826381908058764
906,906,(주)에이비프로바이오,195990,18-Dec,59625012,49702388.0,
907,907,(주)에이비프로바이오,195990,19-Dec,67687460,37507319.0,13.521922645483064
908,908,(주)에이스침대,3800,18-Dec,77207321,77207321.0,
909,909,(주)에이스침대,3800,19-Dec,77774831,77774831.0,0.7350468746351035
910,910,(주)에이스테크놀로지,88800,18-Dec,258719489,195136167.0,
911,911,(주)에이스테크놀로지,88800,19-Dec,232037172,177523088.0,-10.313222673379663
912,912,(주)에이스토리,241840,18-Dec,11463460,11463460.0,
913,913,(주)에이스토리,241840,19-Dec,31691405,31691405.0,176.45584317474828
914,914,(주)에이치디,102210,18-Dec,135647510,100852068.0,
915,915,(주)에이치디,102210,19-Dec,91396138,91396138.0,-32.62232531949905
916,916,(주)에이치비테크놀러지,78150,18-Dec,123715801,90973267.0,
917,917,(주)에이치비테크놀러지,78150,19-Dec,166887334,122400211.0,34.89573090182716
918,918,(주)에이치시티,72990,18-Dec,26468215,25960404.0,
919,919,(주)에이치시티,72990,19-Dec,26433130,26109846.0,-0.132555217645014
920,920,(주)에이치알에스,36640,18-Dec,60780826,57662201.0,
921,921,(주)에이치알에스,36640,19-Dec,49891211,47014092.0,-17.916201073016026
922,922,(주)에이치앤비디자인,227100,18-Dec,18360960,17963360.0,
923,923,(주)에이치앤비디자인,227100,19-Dec,19484991,19197497.0,6.121853105719954
924,924,(주)에이치엘사이언스,239610,18-Dec,54046861,54046861.0,
925,925,(주)에이치엘사이언스,239610,19-Dec,69810669,69810669.0,29.16692608660474
926,926,(주)에이치케이,44780,18-Dec,53631201,50070439.0,
927,927,(주)에이치케이,44780,19-Dec,49531766,47375175.0,-7.64375013716363
928,928,(주)에이텍,45660,18-Dec,22567659,22567659.0,
929,929,(주)에이텍,45660,19-Dec,25472012,25472012.0,12.869536002825988
930,930,(주)에이텍티앤,224110,18-Dec,53012303,5766569.0,
931,931,(주)에이텍티앤,224110,19-Dec,69797522,10230980.0,31.662874559514997
932,932,(주)에이트원,230980,18-Dec,33042614,20777703.0,
933,933,(주)에이트원,230980,19-Dec,16743419,15586553.0,-49.32780136583625
934,934,(주)에이티세미콘,89530,18-Dec,16774335,16655890.0,
935,935,(주)에이티세미콘,89530,19-Dec,25993792,21872462.0,54.961684025029896
936,936,(주)에이팩트,200470,18-Dec,35455984,35455984.0,
937,937,(주)에이팩트,200470,19-Dec,16848564,16848564.0,-52.48033731062153
938,938,(주)에이팸,73070,18-Dec,80970650,63395726.0,
939,939,(주)에이팸,73070,19-Dec,51874990,42170962.0,-35.93358828167984
940,940,(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,69422406,69912033.0,
941,941,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,83990580,85120250.0,20.984830171400294
942,942,(주)에치에프알,230240,18-Dec,101533497,87656037.0,
943,943,(주)에치에프알,230240,19-Dec,102825271,88357754.0,1.272263871695456
944,944,(주)에코마케팅,230360,18-Dec,102931365,88534673.0,
945,945,(주)에코마케팅,230360,19-Dec,119412961,89734436.0,16.01221940464892
946,946,(주)에코프로,86520,18-Dec,271444769,43065193.0,
947,947,(주)에코프로,86520,19-Dec,367719002,54823763.0,35.46733774044473
948,948,(주)에코프로비엠,247540,18-Dec,211613400,211613400.0,
949,949,(주)에코프로비엠,247540,19-Dec,245507156,245507156.0,16.016828801956784
950,950,(주)에프알텍,73540,18-Dec,12466561,12302165.0,
951,951,(주)에프알텍,73540,19-Dec,16270723,16164366.0,30.514927091761713
952,952,(주)에프앤리퍼블릭,64090,18-Dec,86812352,85615673.0,
953,953,(주)에프앤리퍼블릭,64090,19-Dec,39640814,38874455.0,-54.33735743042649
954,954,(주)에프에스엔,214270,18-Dec,120332418,19467729.0,
955,955,(주)에프에스엔,214270,19-Dec,98127494,19703541.0,-18.452985794734055
956,956,(주)에프에스티,36810,18-Dec,56801898,56360359.0,
957,957,(주)에프에스티,36810,19-Dec,62138712,58349428.0,9.395485341000409
958,958,(주)에프엔씨엔터테인먼트,173940,18-Dec,47164110,33625614.0,
959,959,(주)에프엔씨엔터테인먼트,173940,19-Dec,74363277,55013785.0,57.66920440139758
960,960,(주)엑사이엔씨,54940,18-Dec,85269368,38198552.0,
961,961,(주)엑사이엔씨,54940,19-Dec,101385731,49598748.0,18.90053061024213
962,962,(주)엑세스바이오인코퍼레이션,950130,18-Dec,40496734,28347285.0,
963,963,(주)엑세스바이오인코퍼레이션,950130,19-Dec,25912635,19386647.0,-36.01302514913919
964,964,(주)엑셈,205100,18-Dec,51750966,44953373.0,
965,965,(주)엑셈,205100,19-Dec,57630263,49342244.0,11.360748319171465
966,966,(주)엑시콘,92870,18-Dec,55732198,54087536.0,
967,967,(주)엑시콘,92870,19-Dec,50059092,48522747.0,-10.179225301682882
968,968,(주)엔바이오니아,317870,18-Dec,7460264,7460264.0,
969,969,(주)엔바이오니아,317870,19-Dec,17885485,17885485.0,139.74332543727678
970,970,(주)엔에스,217820,18-Dec,51712581,49653703.0,
971,971,(주)엔에스,217820,19-Dec,85971313,83403958.0,66.24835066731633
972,972,(주)엔에스엔,31860,18-Dec,7041177,5948815.0,
973,973,(주)엔에스엔,31860,19-Dec,43266246,46730973.0,514.4746254780983
974,974,(주)엔에이치엔벅스,104200,18-Dec,65298376,56230596.0,
975,975,(주)엔에이치엔벅스,104200,19-Dec,71863647,62921744.0,10.054263830389898
976,976,(주)엔이능률,53290,18-Dec,67318418,67318418.0,
977,977,(주)엔이능률,53290,19-Dec,66016364,66016364.0,-1.9341720121824557
978,978,(주)엔지스테크널러지,208860,18-Dec,18189091,18189091.0,
979,979,(주)엔지스테크널러지,208860,19-Dec,41027069,9741423.0,125.55865491024262
980,980,(주)엔지켐생명과학,183490,18-Dec,50223760,49873109.0,
981,981,(주)엔지켐생명과학,183490,19-Dec,63236295,62959715.0,25.90912149946558
982,982,(주)엔케이맥스,182400,18-Dec,22102649,21619479.0,
983,983,(주)엔케이맥스,182400,19-Dec,22201328,15823608.0,0.44645779788656803
984,984,(주)엔텔스,69410,18-Dec,30186561,29516815.0,
985,985,(주)엔텔스,69410,19-Dec,41109384,40357873.0,36.18439013307941
986,986,(주)엔투텍,227950,18-Dec,13835255,13816868.0,
987,987,(주)엔피,291230,18-Dec,0,,
988,988,(주)엔피,291230,19-Dec,0,,
989,989,(주)엔피디,198080,18-Dec,54922806,11014654.0,
990,990,(주)엔피디,198080,19-Dec,90041725,34788923.0,63.94232479673381
991,991,(주)엔피케이,48830,18-Dec,32681783,23417343.0,
992,992,(주)엔피케이,48830,19-Dec,25775431,16325869.0,-21.132115099105818
993,993,(주)엘디티,96870,18-Dec,5812502,5812502.0,
994,994,(주)엘디티,96870,19-Dec,5667297,5667297.0,-2.4981496780560275
995,995,(주)엘아이에스,138690,18-Dec,28158844,28603161.0,
996,996,(주)엘아이에스,138690,19-Dec,109935940,108744167.0,290.4135411240604
997,997,(주)엘앤씨바이오,290650,18-Dec,49905885,49526618.0,
998,998,(주)엘앤씨바이오,290650,19-Dec,46090063,44905183.0,-7.6460361338146825
999,999,(주)엘앤에프,66970,18-Dec,199012035,180975225.0,
1000,1000,(주)엘앤에프,66970,19-Dec,206225288,195459034.0,3.6245310490895744
1001,1001,(주)엘앤케이바이오메드,156100,18-Dec,53654811,44145906.0,
1002,1002,(주)엘앤케이바이오메드,156100,19-Dec,42967395,35573955.0,-19.91884008313812
1003,1003,(주)엘엑스세미콘,108320,18-Dec,508162893,506873236.0,
1004,1004,(주)엘엑스세미콘,108320,19-Dec,519232825,517493203.0,2.178421949435805
1005,1005,(주)엘엠에스,73110,18-Dec,113354881,106638433.0,
1006,1006,(주)엘엠에스,73110,19-Dec,151111739,137915876.0,33.308541870376104
1007,1007,(주)엘오티베큠,83310,18-Dec,84368015,78049878.0,
1008,1008,(주)엘오티베큠,83310,19-Dec,103433097,95247537.0,22.597523480906844
1009,1009,(주)엠게임,58630,18-Dec,14434446,14666771.0,
1010,1010,(주)엠게임,58630,19-Dec,20152244,20917069.0,39.612174932103386
1011,1011,(주)엠디에스테크,86960,18-Dec,121862010,86269852.0,
1012,1012,(주)엠디에스테크,86960,19-Dec,115528352,90894710.0,-5.197401552789094
1013,1013,(주)엠씨넥스,97520,18-Dec,218820927,277138129.0,
1014,1014,(주)엠씨넥스,97520,19-Dec,235252266,353381575.0,7.509034544945514
1015,1015,(주)엠아이텍,179290,18-Dec,41684457,41664444.0,
1016,1016,(주)엠아이텍,179290,19-Dec,36173329,36163329.0,-13.221062229501989
1017,1017,(주)엠앤씨생명과학,225860,18-Dec,0,,
1018,1018,(주)엠앤씨생명과학,225860,19-Dec,0,,
1019,1019,(주)엠에스씨,9780,18-Dec,62527762,62039953.0,
1020,1020,(주)엠에스씨,9780,19-Dec,65793512,65243664.0,5.222880038469957
1021,1021,(주)엠에스오토텍,123040,18-Dec,306686556,91718021.0,
1022,1022,(주)엠에스오토텍,123040,19-Dec,352012610,90790300.0,14.779276467534498
1023,1023,(주)엠투엔,33310,18-Dec,28125138,13514653.0,
1024,1024,(주)엠투엔,33310,19-Dec,22177467,10103801.0,-21.147170904548098
1025,1025,(주)엠플러스,259630,18-Dec,76520353,76520353.0,
1026,1026,(주)엠플러스,259630,19-Dec,104637524,104605990.0,36.744695885028136
1027,1027,(주)엠피대산,65150,18-Dec,38990537,12069831.0,
1028,1028,(주)엠피대산,65150,19-Dec,54652673,13321119.0,40.16906974120413
1029,1029,(주)연우,115960,18-Dec,94773001,89845200.0,
1030,1030,(주)연우,115960,19-Dec,99808511,99957062.0,5.313232615689789
1031,1031,(주)연이비앤티,90740,18-Dec,68318319,32762400.0,
1032,1032,(주)연이비앤티,90740,19-Dec,115510537,33440747.0,69.07696016349583
1033,1033,(주)영우디에스피,143540,18-Dec,82660242,82955822.0,
1034,1034,(주)영우디에스피,143540,19-Dec,79519335,80017957.0,-3.79977958448271
1035,1035,(주)예림당,36000,18-Dec,402103611,61112159.0,
1036,1036,(주)예림당,36000,19-Dec,322094486,55062517.0,-19.89763901921289
1037,1037,(주)예선테크,250930,18-Dec,0,,
1038,1038,(주)예선테크,250930,19-Dec,35101558,17701157.0,inf
1039,1039,(주)예스티,122640,18-Dec,57191824,56988557.0,
1040,1040,(주)예스티,122640,19-Dec,49062695,46835070.0,-14.21379566421942
1041,1041,(주)오공,45060,18-Dec,68343740,28629156.0,
1042,1042,(주)오공,45060,19-Dec,66485634,25567584.0,-2.7187654641083414
1043,1043,(주)오디텍,80520,18-Dec,52363732,42152900.0,
1044,1044,(주)오디텍,80520,19-Dec,54287666,41810077.0,3.6741728034205057
1045,1045,(주)오르비텍,46120,18-Dec,59650488,55325377.0,
1046,1046,(주)오르비텍,46120,19-Dec,58514392,56963336.0,-1.9045879389955722
1047,1047,(주)오리엔탈정공,14940,18-Dec,36607406,27915655.0,
1048,1048,(주)오리엔탈정공,14940,19-Dec,37960606,30078398.0,3.6965197697973906
1049,1049,(주)오리엔트정공,65500,18-Dec,55443890,36272330.0,
