회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),재고자산(*)(IFRS연결),매출액(수익)(*)(IFRS),재고자산(*)(IFRS),재고자산회전률2019
(주)장원테크,174880,19-Dec,94837169,7681611,20249951,550468,12.34599995
(주)전우정밀,120780,18-Dec,0,0,,,#DIV/0!
(주)전우정밀,120780,19-Dec,0,0,,,#DIV/0!
(주)정다운,208140,18-Dec,105484286,9702515,94883997,8016982,10.87184982
(주)정다운,208140,19-Dec,125822119,9685573,114132619,9727500,12.99067376
(주)정상제이엘에스,40420,18-Dec,87089272,3696015,83759118,3696015,23.56301909
(주)정상제이엘에스,40420,19-Dec,93567447,5518386,89392125,5518386,16.95558212
(주)정원엔시스,45510,18-Dec,147806242,11759154,110588062,9457267,12.56946222
(주)정원엔시스,45510,19-Dec,169191423,14335583,128935978,11816537,11.80220037
(주)제낙스,65620,18-Dec,5172001,688632,5172001,683216,7.510544093
(주)제낙스,65620,19-Dec,3600677,718726,3600677,713911,5.009804849
(주)제넥신,95700,18-Dec,12881557,0,12881557,0,#DIV/0!
(주)제넥신,95700,19-Dec,11303045,0,11303045,0,#DIV/0!
(주)제넨바이오,72520,18-Dec,7043270,905521,7043270,905521,7.778140982
(주)제넨바이오,72520,19-Dec,21968100,995064,11646248,0,22.07707243
(주)제노레이,122310,18-Dec,56289419,15282986,52915039,14413915,3.683142744
(주)제노레이,122310,19-Dec,65105755,19120169,60797612,18290545,3.405082612
(주)제노포커스,187420,18-Dec,11517966,2072936,7406680,1629776,5.556353886
(주)제노포커스,187420,19-Dec,14941514,2727348,13858160,1463066,5.478403929
(주)제닉,123330,18-Dec,69027048,13890638,50523823,9929382,4.96932164
(주)제닉,123330,19-Dec,52261355,7368310,43256345,5572959,7.092719362
(주)제로투세븐,159580,18-Dec,175282228,46103964,156776939,38893247,3.801890614
(주)제로투세븐,159580,19-Dec,213550382,37941811,215101486,37427981,5.628365552
(주)제우스,79370,18-Dec,453591917,126490723,304792159,51194022,3.585969834
(주)제우스,79370,19-Dec,323487856,113968673,198658144,47469563,2.838392757
(주)제이브이엠,54950,18-Dec,103635370,22719372,90115376,18681336,4.561542018
(주)제이브이엠,54950,19-Dec,110144570,24937324,99556067,20119371,4.416856035
(주)제이스텍,90470,18-Dec,126230077,9658232,126220077,9621817,13.06968781
(주)제이스텍,90470,19-Dec,126892960,2697306,126892960,2697306,47.04433238
(주)제이시스메디칼,287410,18-Dec,0,0,,,#DIV/0!
(주)제이시스메디칼,287410,19-Dec,0,0,,,#DIV/0!
(주)제이앤티씨,204270,18-Dec,229357031,50231067,164105652,33602922,4.566039399
(주)제이앤티씨,204270,19-Dec,386150387,39999370,142404428,10352576,9.653911724
(주)제이에스티나,26040,18-Dec,127351326,26056026,126039596,25425883,4.887595906
(주)제이에스티나,26040,19-Dec,96140824,15884261,94811398,15692854,6.052584001
(주)제이엘케이,322510,18-Dec,362909,9348,362909,9348,38.82210098
(주)제이엘케이,322510,19-Dec,229534,17057,229534,17057,13.45687987
(주)제이와이피엔터테인먼트,35900,18-Dec,124821138,1481779,118167060,243920,84.23735118
(주)제이와이피엔터테인먼트,35900,19-Dec,155435845,690989,144613992,690989,224.9469167
(주)제이웨이,58420,18-Dec,13099806,693135,4712513,0,18.89935727
(주)제이웨이,58420,19-Dec,11406518,604826,4742539,0,18.85917272
(주)제이티,89790,18-Dec,34943401,4935880,34943401,4935880,7.079467289
(주)제이티,89790,19-Dec,42388224,10905120,42388224,10905120,3.887002069
(주)제일바이오,52670,18-Dec,27809542,6418810,27809542,6418810,4.332507427
(주)제일바이오,52670,19-Dec,22986005,7239177,22986005,7239177,3.17522351
(주)제일테크노스,38010,18-Dec,160764315,27937740,156348756,27937740,5.754377949
(주)제일테크노스,38010,19-Dec,167024919,33394452,162468907,33394452,5.001576879
(주)제주반도체,80220,18-Dec,148727537,81141337,144450015,81141337,1.832944126
(주)제주반도체,80220,19-Dec,162112446,75092629,109039431,75060682,2.158833006
(주)제테마,216080,18-Dec,11207567,2555066,11207567,2555066,4.386409979
(주)제테마,216080,19-Dec,13300388,2015635,13300388,2015635,6.598609371
(주)젬백스&카엘,82270,18-Dec,47239503,5347024,45661660,4138751,8.834728066
(주)젬백스&카엘,82270,19-Dec,42663508,4852254,40814302,4695185,8.792513335
(주)젬백스링크,64800,18-Dec,52906980,17503207,41963168,17503207,3.022702068
(주)젬백스링크,64800,19-Dec,95068907,24179241,95229707,24179241,3.931840003
(주)조이시티,67000,18-Dec,87222356,0,86819413,0,#DIV/0!
(주)조이시티,67000,19-Dec,103135835,0,102530425,0,#DIV/0!
(주)좋은사람들,33340,18-Dec,128374456,44118827,128374456,44118827,2.909743181
(주)좋은사람들,33340,19-Dec,126695428,45943875,126695428,45943875,2.757613022
(주)중앙디앤엠,51980,18-Dec,11235292,4614184,9987615,4614184,2.434946677
(주)중앙디앤엠,51980,19-Dec,9780750,3880109,7056678,3070566,2.520741041
(주)중앙백신연구소,72020,18-Dec,33152987,16144919,33152987,16144919,2.053462579
(주)중앙백신연구소,72020,19-Dec,32902915,15471473,32902915,15471473,2.126682766
(주)중앙에너비스,440,18-Dec,76133494,934203,76133494,934203,81.49566422
(주)중앙에너비스,440,19-Dec,65702344,1958165,65687919,1958165,33.55301724
(주)지노믹트리,228760,18-Dec,386946,0,386946,0,#DIV/0!
(주)지노믹트리,228760,19-Dec,281626,266531,281626,266531,1.056635063
(주)지니뮤직,43610,18-Dec,171232730,336229,171232730,336229,509.2741257
(주)지니뮤직,43610,19-Dec,230468779,314592,230468779,314592,732.5958035
(주)지니틱스,303030,18-Dec,0,0,,,#DIV/0!
(주)지니틱스,303030,19-Dec,54945069,5058380,54945069,5058380,10.86218691
(주)지란지교시큐리티,208350,18-Dec,53775248,0,21070167,0,#DIV/0!
(주)지란지교시큐리티,208350,19-Dec,60829853,0,24522614,0,#DIV/0!
(주)지씨셀,144510,18-Dec,50619838,683208,50619838,683208,74.09140115
(주)지씨셀,144510,19-Dec,57895110,1117954,55263792,1117954,51.78666564
(주)지어소프트,51160,18-Dec,131555043,2982336,56641520,333424,44.11140898
(주)지어소프트,51160,19-Dec,159566747,3425683,50464481,351695,46.57954253
(주)지에스이,53050,18-Dec,133549316,233862,133549316,233862,571.0603518
(주)지에스이,53050,19-Dec,136363228,189714,136363228,189714,718.7831578
(주)지에스홈쇼핑,28150,18-Dec,1104393651,28975518,1073513656,26060020,38.1147164
(주)지에스홈쇼핑,28150,19-Dec,1230358735,45752675,1194599575,42060056,26.89151476
(주)지엔씨에너지,119850,18-Dec,126053839,10914548,96609465,10644643,11.54915797
(주)지엔씨에너지,119850,19-Dec,168346052,18088980,120307775,17600529,9.306553051
(주)지엔코,65060,18-Dec,146403712,47425425,106567681,30104280,3.087030048
(주)지엔코,65060,19-Dec,155909866,43816219,101363573,29097077,3.558268366
(주)지유온,111820,18-Dec,14165857,0,13449112,0,#DIV/0!
(주)지유온,111820,19-Dec,4222230,0,4222230,0,#DIV/0!
(주)지티지웰니스,219750,18-Dec,21507391,9651296,19704882,8484198,2.2284459
(주)지티지웰니스,219750,19-Dec,30274164,10611779,27160757,8713466,2.852883009
(주)진로발효,18120,18-Dec,86941312,12124732,85779330,11576255,7.170575976
(주)진로발효,18120,19-Dec,88418165,12257460,86574385,11671249,7.213416564
(주)진매트릭스,109820,18-Dec,4734901,1087017,3639778,283168,4.35586656
(주)진매트릭스,109820,19-Dec,5050418,1461906,5050418,1461906,3.454680397
(주)진바이오텍,86060,18-Dec,62809113,8344803,22174184,2768039,7.526734064
(주)진바이오텍,86060,19-Dec,58244821,10739057,23269009,3314248,5.423643901
(주)진성티이씨,36890,18-Dec,354679313,57290248,295680054,15051223,6.190919491
(주)진성티이씨,36890,19-Dec,355564462,64904957,277312154,13310644,5.478232764
(주)차바이오텍,85660,18-Dec,488599592,13306982,26792723,266270,36.7175361
(주)차바이오텍,85660,19-Dec,534611812,17798846,30319513,150291,30.03631876
(주)창해에탄올,4650,18-Dec,195358261,46127201,96390226,12657007,4.235207356
(주)창해에탄올,4650,19-Dec,187283715,12759318,95102047,10456126,14.67819166
(주)천보,278280,18-Dec,120088708,26127456,100607987,21393367,4.596264864
(주)천보,278280,19-Dec,135310691,28300133,96951371,21400085,4.781274031
(주)체리부로,66360,18-Dec,293825285,25321104,255938221,22512859,11.60396818
(주)체리부로,66360,19-Dec,301486507,26332445,271426120,22805897,11.44924093
(주)초록뱀미디어,47820,18-Dec,63870939,0,45662389,0,#DIV/0!
(주)초록뱀미디어,47820,19-Dec,48519671,0,36286419,0,#DIV/0!
(주)초록뱀이앤엠,131100,18-Dec,41740437,6283484,41740389,6283484,6.642881083
(주)초록뱀컴퍼니,52300,18-Dec,51995890,74080,51119783,74080,701.8883639
(주)초록뱀컴퍼니,52300,19-Dec,18023834,45252,17882006,45252,398.2991691
(주)칩스앤미디어,94360,18-Dec,14147251,0,14147251,0,#DIV/0!
(주)칩스앤미디어,94360,19-Dec,16148210,0,16148210,0,#DIV/0!
(주)카나리아바이오,16790,18-Dec,104831273,12418409,104831273,12418409,8.441602543
(주)카나리아바이오,16790,19-Dec,118172502,16222592,118172502,16222592,7.284440242
(주)카스,16920,18-Dec,139976846,19707306,124410614,12793396,7.102789493
(주)카스,16920,19-Dec,135786057,22204846,118334377,14839472,6.115154188
(주)카이노스메드,284620,18-Dec,0,0,,,#DIV/0!
(주)카이노스메드,284620,19-Dec,0,0,,,#DIV/0!
(주)캐리소프트,317530,18-Dec,9968682,360195,9805738,360195,27.67579228
(주)캐리소프트,317530,19-Dec,9724378,882680,9432284,651202,11.01687814
(주)캐스텍코리아,71850,18-Dec,207721128,43856596,144079697,20171199,4.736371423
(주)캐스텍코리아,71850,19-Dec,190066501,38800398,123324843,16408640,4.898570912
(주)캠시스,50110,18-Dec,544489393,65739553,381517357,3966941,8.282523506
(주)캠시스,50110,19-Dec,684815526,121038165,467852457,32281905,5.657847886
(주)컴투스,78340,18-Dec,481754717,0,479405296,0,#DIV/0!
(주)컴투스,78340,19-Dec,469293086,0,462178165,0,#DIV/0!
(주)컴투스홀딩스,63080,18-Dec,112508237,0,64466952,0,#DIV/0!
(주)컴투스홀딩스,63080,19-Dec,119860859,0,76400605,0,#DIV/0!
(주)케스피온,79190,18-Dec,78407002,4428777,31990861,987835,17.7039851
(주)케스피온,79190,19-Dec,61412929,3302187,22616883,1594466,18.59765331
(주)케어랩스,263700,18-Dec,54379273,171050,44001473,0,317.914487
(주)케어랩스,263700,19-Dec,68299520,609299,56028952,240528,112.0952439
(주)케어젠,214370,18-Dec,51211120,5557518,50645716,5516033,9.214746583
(주)케어젠,214370,19-Dec,64698623,5446307,64597320,5446307,11.8793566
(주)케이비지,318000,18-Dec,16433851,3638040,16433851,3638040,4.517226584
(주)케이비지,318000,19-Dec,18525956,3802545,18525956,3802545,4.871988629
(주)케이사인,192250,18-Dec,23737495,60396,21203074,0,393.0309126
(주)케이사인,192250,19-Dec,26004244,125480,23181805,0,207.2381575
(주)케이씨씨건설,21320,18-Dec,1063627255,198467510,1063586408,198467510,5.359200884
(주)케이씨씨건설,21320,19-Dec,1642515960,88202163,1642515960,88202163,18.62217325
(주)케이씨아이,36670,18-Dec,60587708,16080168,60587708,16080168,3.767852923
(주)케이씨아이,36670,19-Dec,69641355,17440142,69641355,17440142,3.993164448
(주)케이씨에스,115500,18-Dec,33312675,1178178,33312675,1178178,28.27473862
(주)케이씨에스,115500,19-Dec,39517211,2897592,39517211,2897592,13.63794868
(주)케이씨티,89150,18-Dec,30759977,5401487,30759977,5401487,5.694723879
(주)케이씨티,89150,19-Dec,20057539,1796258,20057539,1796258,11.1662907
(주)케이씨피드,25880,18-Dec,63728024,10941920,63102846,10941920,5.824208548
(주)케이씨피드,25880,19-Dec,64298803,11846734,64474083,11827918,5.427555223
(주)케이아이엔엑스,93320,18-Dec,56304485,0,51955405,0,#DIV/0!
(주)케이아이엔엑스,93320,19-Dec,64639547,0,59033025,0,#DIV/0!
(주)케이에스피,73010,18-Dec,16783298,9474691,16783298,9474691,1.771382096
(주)케이에스피,73010,19-Dec,29381172,10986773,29381172,10986773,2.674231278
(주)케이에이치바텍,60720,18-Dec,203983923,22171208,47496378,2850806,9.200397335
(주)케이에이치바텍,60720,19-Dec,203636996,24369041,28294361,844022,8.356381197
(주)케이엑스이노베이션,122450,18-Dec,192602110,5617375,29575441,0,34.28685284
(주)케이엑스이노베이션,122450,19-Dec,258032976,12195016,32468940,0,21.15888786
(주)케이엑스하이텍,52900,18-Dec,61046544,5387094,60542837,4781177,11.33199903
(주)케이엑스하이텍,52900,19-Dec,58957832,5218928,57821525,4521595,11.29692381
(주)케이엔더블유,105330,18-Dec,122079179,13216667,67247878,5251677,9.236759843
(주)케이엔더블유,105330,19-Dec,92972246,11004201,38376494,2074268,8.448795692
(주)케이엔엔,58400,18-Dec,64113046,0,60043899,0,#DIV/0!
(주)케이엔엔,58400,19-Dec,71120187,0,64352310,0,#DIV/0!
(주)케이엔제이,272110,18-Dec,51106737,17614184,51093850,17614184,2.901453567
(주)케이엔제이,272110,19-Dec,56310399,10656139,56583038,10656139,5.28431536
(주)케이엘넷,39420,18-Dec,42138235,90000,39453717,90000,468.2026111
(주)케이엘넷,39420,19-Dec,38516789,0,35727819,0,#DIV/0!
(주)케이엠,83550,18-Dec,118311427,24902627,73254496,19368000,4.750961696
(주)케이엠,83550,19-Dec,127562230,27498479,84902889,23972670,4.638883118
(주)케이엠더블유,32500,18-Dec,296267920,52335517,156620732,22979162,5.660934237
(주)케이엠더블유,32500,19-Dec,682876301,73585595,597369634,53667873,9.280026899
(주)케이지모빌리언스,46440,18-Dec,202941577,210860,135076195,2440,962.4470122
(주)케이지모빌리언스,46440,19-Dec,192191691,222373,125600384,0,864.2761981
(주)케이지이니시스,35600,18-Dec,924624291,3202156,483480981,7648,288.7505453
(주)케이지이니시스,35600,19-Dec,956102654,2916776,481270151,145929,327.7943366
(주)케이티서브마린,60370,18-Dec,61278284,796013,61278284,796013,76.98151161
(주)케이티서브마린,60370,19-Dec,55167641,1789574,55167641,1789574,30.82724771
(주)케이티알파,36030,18-Dec,278887617,6416233,278887617,6416233,43.46594287
(주)케이티알파,36030,19-Dec,322320928,2850335,322320928,2850335,113.0817704
(주)케이프,64820,18-Dec,254635658,10090642,28790269,10090642,25.23483223
(주)케이프,64820,19-Dec,351484046,12524214,39001401,12524214,28.06435965
(주)케이피에스,256940,18-Dec,40627706,3454520,40627706,3454520,11.76073839
(주)케이피에스,256940,19-Dec,14191010,3423578,14191010,3423578,4.145081549
(주)케이피에프,24880,18-Dec,375029991,84312227,269881295,61051202,4.448109181
(주)케이피에프,24880,19-Dec,376261557,85278491,274798671,65083385,4.412150738
(주)케이피엠테크,42040,18-Dec,29535233,2734257,31397318,1982436,10.80192279
(주)케이피엠테크,42040,19-Dec,17724886,3401475,17385217,2143261,5.210941136
(주)케이피티유,54410,18-Dec,25144665,1679960,23757498,1679960,14.96741887
(주)케이피티유,54410,19-Dec,24269610,1542759,24269610,1542759,15.73130346
(주)케일럼,258610,18-Dec,23521557,206374,23521557,206374,113.9753893
(주)케일럼,258610,19-Dec,20471120,430467,20471120,430467,47.55560821
(주)켐온,217600,18-Dec,19450820,17939,19450820,17939,1084.275601
(주)켐온,217600,19-Dec,20914334,16761,20914334,16761,1247.797506
(주)켐트로닉스,89010,18-Dec,337353792,43889713,236207391,23761958,7.686397767
(주)켐트로닉스,89010,19-Dec,403474312,43441725,247394020,22939427,9.287713874
(주)켐트로스,220260,18-Dec,44434675,5824034,44434675,5824034,7.629535645
(주)켐트로스,220260,19-Dec,43771231,5825229,43771231,5825229,7.514079017
(주)코너스톤네트웍스,33110,18-Dec,8888955,5036720,4912212,1187115,1.764830088
(주)코너스톤네트웍스,33110,19-Dec,13584547,4066340,2288905,663863,3.340730731
(주)코다코,46070,18-Dec,258632562,39007159,251895555,32124571,6.630387053
(주)코다코,46070,19-Dec,223364645,36479767,220350350,31340948,6.122973455
(주)코데즈컴바인,47770,18-Dec,29343056,3697507,27947604,3697507,7.935902758
(주)코데즈컴바인,47770,19-Dec,35815190,4147212,33826223,4147212,8.635967971
(주)코디,80530,18-Dec,20265908,2955379,14460587,1422871,6.857295799
(주)코디,80530,19-Dec,49308692,4277513,27937167,1865817,11.52742072
(주)코디엠,224060,18-Dec,36581926,2123335,33229693,1890877,17.22852305
(주)코디엠,224060,19-Dec,11785340,5191373,10994170,5191373,2.270177851
(주)코렌텍,104540,18-Dec,33405771,16340937,33162333,16311226,2.044299602
(주)코렌텍,104540,19-Dec,40189165,16350557,40160881,16345655,2.457969169
(주)코리아나화장품,27050,18-Dec,115727727,13576900,103382174,11977035,8.523869735
(주)코리아나화장품,27050,19-Dec,117202282,16476988,104498899,13797094,7.113088994
(주)코리아센터,290510,18-Dec,189670051,16703097,55771557,5350233,11.35538224
(주)코리아센터,290510,19-Dec,251498425,15866602,60654091,7300126,15.85080567
(주)코리아에스이,101670,18-Dec,14292442,8251666,11525626,7216365,1.732067439
(주)코리아에스이,101670,19-Dec,13269092,8640103,11770769,7455589,1.535756229
(주)코맥스,36690,18-Dec,144404504,26306016,143251522,23886055,5.489409875
(주)코맥스,36690,19-Dec,143101259,30644984,141560724,28392966,4.669647046
(주)코메론,49430,18-Dec,68746431,15883018,56263805,8586669,4.328297745
(주)코메론,49430,19-Dec,66630535,14298114,53170157,8184162,4.660092583
(주)코미코,183300,18-Dec,166567372,8059255,92016326,2825038,20.66783741
(주)코미코,183300,19-Dec,173461446,8539543,86295619,2147840,20.31273172
(주)코미팜,41960,18-Dec,34994051,13207169,34994051,13207169,2.649625442
(주)코미팜,41960,19-Dec,35489960,12267495,36290780,12267495,2.893007904
(주)코세스,89890,18-Dec,65510151,9231005,65510151,9231005,7.096751762
(주)코세스,89890,19-Dec,65578193,4664215,65578193,4664215,14.05985637
(주)코센,9730,18-Dec,54690486,10946989,54690486,10946989,4.995938701
(주)코센,9730,19-Dec,58286145,12150239,54358101,10934700,4.797119217
(주)코스나인,82660,18-Dec,87007413,7691727,7869161,0,11.31181762
(주)코스나인,82660,19-Dec,18356749,2951835,18356749,2951835,6.218758501
(주)코스메카코리아,241710,18-Dec,303292618,47246975,206522830,12133766,6.419302357
(주)코스메카코리아,241710,19-Dec,347017988,49253904,194650606,15547832,7.045492028
(주)코스온,69110,18-Dec,110339643,32086359,83677255,25823846,3.4388334
(주)코스온,69110,19-Dec,109273819,25589651,87425534,21029624,4.27023483
(주)코썬바이오,204990,18-Dec,9538711,2394665,8109348,1244231,3.9833175
(주)코썬바이오,204990,19-Dec,2695516,928214,4971604,640833,2.903981194
(주)코아시아,45970,18-Dec,378373276,28524423,5486096,0,13.26488799
(주)코아시아,45970,19-Dec,438868162,38884575,92228286,6571300,11.2864333
(주)코아시아옵틱스,196450,18-Dec,9054296,884054,8332433,884054,10.24179066
(주)코아시아옵틱스,196450,19-Dec,86156042,9077513,68698817,5409107,9.491150495
(주)코엔텍,29960,18-Dec,72239031,46092,64252487,46092,1567.279159
(주)코엔텍,29960,19-Dec,71114061,38162,71114061,38162,1863.478355
(주)코원플레이,56000,18-Dec,25727901,3985188,19715433,0,6.455881379
(주)코원플레이,56000,19-Dec,19805335,1667064,14925981,0,11.88036872
(주)코윈테크,282880,18-Dec,76831921,1871652,76831921,1871652,41.05032399
(주)코윈테크,282880,19-Dec,91102339,202561,91102339,202561,449.7526128
(주)코이즈,121850,18-Dec,19147494,4980260,17016870,3070913,3.844677587
(주)코이즈,121850,19-Dec,35464086,5616937,32361376,3897547,6.313776708
(주)코콤,15710,18-Dec,163612643,14630113,163612643,14630113,11.18327951
(주)코콤,15710,19-Dec,133903684,11052806,133903684,11052806,12.11490403
(주)코텍,52330,18-Dec,346599584,64147196,346599584,64147196,5.403191497
(주)코텍,52330,19-Dec,285258696,58761603,285254264,58674752,4.854508411
(주)코퍼스코리아,322780,19-Dec,0,0,,,#DIV/0!
(주)코프라,126600,18-Dec,161369458,43511017,141443988,28565605,3.70870343
(주)코프라,126600,19-Dec,182893389,33735663,132583682,20191818,5.421366374
(주)큐로컴,40350,18-Dec,13915367,981869,10311666,652156,14.17232543
(주)큐로컴,40350,19-Dec,15051780,807308,10211913,448014,18.64440833
(주)큐로홀딩스,51780,18-Dec,25216642,3816820,23127655,3816820,6.606715014
(주)큐로홀딩스,51780,19-Dec,25752114,4317752,22842965,4317752,5.964241114
(주)큐리언트,115180,18-Dec,0,0,0,0,#DIV/0!
(주)큐리언트,115180,19-Dec,0,0,0,0,#DIV/0!
(주)큐브엔터테인먼트,182360,18-Dec,34459464,0,32091553,0,#DIV/0!
(주)큐브엔터테인먼트,182360,19-Dec,29829672,0,28850936,0,#DIV/0!
(주)큐에스아이,66310,18-Dec,18823761,7035836,18823761,4989939,2.675412133
(주)큐에스아이,66310,19-Dec,22679509,6592499,22679509,5612838,3.440199081
(주)크레버스,96240,18-Dec,152690562,2151346,75944381,262296,70.97443275
(주)크레버스,96240,19-Dec,174974828,2034282,87349230,166373,86.01306407
(주)크리스에프앤씨,110790,18-Dec,257887299,99778410,255540733,99097416,2.584600206
(주)크리스에프앤씨,110790,19-Dec,259452905,106710307,257477444,105575188,2.43137624
(주)크린앤사이언스,45520,18-Dec,95238575,15751179,94801718,15479916,6.046441031
(주)크린앤사이언스,45520,19-Dec,118318802,20501676,117760212,20203650,5.771177049
(주)클라우드에어,36170,18-Dec,14413626,1499474,14190606,1499474,9.612454767
(주)클라우드에어,36170,19-Dec,13489259,1546398,13489259,1546398,8.723018912
(주)클래시스,214150,18-Dec,47481790,5906603,46944935,5883311,8.038764413
(주)클래시스,214150,19-Dec,81133257,8722734,80095778,8680200,9.301356318
(주)클리오,237880,18-Dec,187378290,29664948,184440131,24654627,6.316488065
(주)클리오,237880,19-Dec,250382613,23727211,247598026,21422926,10.55255137
(주)키이스트,54780,18-Dec,103736090,197598,15148220,8037,524.9855262
(주)키이스트,54780,19-Dec,100245744,26365,29066328,0,3802.228105
(주)타이거일렉,219130,18-Dec,33746373,6123615,33746373,6123615,5.510858047
(주)타이거일렉,219130,19-Dec,35062583,5828812,35062583,5828812,6.015390958
(주)탑엔지니어링,65130,18-Dec,917583139,113495453,194208042,45527775,8.084756832
(주)탑엔지니어링,65130,19-Dec,1305900598,113415804,216906563,27341144,11.5142736
(주)탑코미디어,134580,18-Dec,44502968,9913323,44502968,9913323,4.489207907
(주)탑코미디어,134580,19-Dec,32429047,8885797,32429047,8885797,3.649537233
(주)태광,23160,18-Dec,158648382,125856405,158648382,125856405,1.26055072
(주)태광,23160,19-Dec,189754435,166137290,189754435,166137290,1.142154389
(주)태성,323280,19-Dec,0,0,,,#DIV/0!
(주)태양,53620,18-Dec,136715540,9020779,136498964,9020779,15.15562459
(주)태양,53620,19-Dec,141821714,7042345,141559128,7042345,20.13842179
(주)태웅,44490,18-Dec,289546470,169031173,289546470,169031173,1.712976754
(주)태웅,44490,19-Dec,374030762,151728134,374030762,151728134,2.465137823
(주)태웅로직스,124560,18-Dec,243947042,0,229275409,0,#DIV/0!
(주)태웅로직스,124560,19-Dec,286073126,0,273971524,0,#DIV/0!
(주)테라젠이텍스,66700,18-Dec,117474508,18719169,62724135,12022358,6.275626231
(주)테라젠이텍스,66700,19-Dec,138083445,21429463,65804560,14640746,6.443626002
(주)테스,95610,18-Dec,287069351,67602887,286535044,67602887,4.246406681
(주)테스,95610,19-Dec,178374964,49970003,177545547,49970003,3.56964085
(주)테크윙,89030,18-Dec,193710297,61290144,183949929,59607445,3.160545634
(주)테크윙,89030,19-Dec,186865006,60543673,160383059,54743258,3.086449777
(주)텔레칩스,54450,18-Dec,126098776,22771404,126084822,22771404,5.537593378
(주)텔레칩스,54450,19-Dec,132195565,20946392,132011261,20946392,6.311137737
(주)텔레필드,91440,18-Dec,30225785,18101639,26571807,17592555,1.66978167
(주)텔레필드,91440,19-Dec,56538905,21704153,32548572,19141674,2.604980945
(주)텔콘알에프제약,200230,18-Dec,57708456,4492380,47959827,3142304,12.84585365
(주)텔콘알에프제약,200230,19-Dec,56590831,4189210,51215126,2963922,13.50871191
(주)토박스코리아,215480,18-Dec,24371645,8977873,24371645,8977873,2.714634636
(주)토박스코리아,215480,19-Dec,28366406,11594516,28366406,11594516,2.446536449
(주)토비스,51360,18-Dec,430178783,70263840,430991035,64982539,6.12233523
(주)토비스,51360,19-Dec,418881870,64516077,418056153,62264460,6.492674221
(주)토탈소프트뱅크,45340,18-Dec,11629588,61444,11629588,61444,189.2713365
(주)토탈소프트뱅크,45340,19-Dec,11817222,105207,11817222,105207,112.3235336
(주)톱텍,108230,18-Dec,308791516,22227255,286184621,16362975,13.89247192
(주)톱텍,108230,19-Dec,167160373,60226089,165493724,55793235,2.775547537
(주)투비소프트,79970,18-Dec,53924737,2068025,33622689,1010022,26.07547636
(주)투비소프트,79970,19-Dec,40782024,823323,35972724,93442,49.53344435
(주)트루윈,105550,18-Dec,33647588,3165268,33647588,3165268,10.63024932
(주)트루윈,105550,19-Dec,29558743,4444937,29558743,4444937,6.649980191
(주)특수건설,26150,18-Dec,186200582,10048400,168210145,10048400,18.5303712
(주)특수건설,26150,19-Dec,193202917,10038479,182821495,10038479,19.24623412
(주)티라유텍,322180,18-Dec,22771034,131942,22771034,131942,172.5836656
(주)티라유텍,322180,19-Dec,28539531,447048,28539531,447048,63.8399702
(주)티로보틱스,117730,18-Dec,66524525,12117639,67518871,11224687,5.489891636
(주)티로보틱스,117730,19-Dec,51553281,11565855,52360467,11455626,4.457368781
(주)티비씨,33830,18-Dec,40608939,2535,40359498,0,16019.30533
(주)티비씨,33830,19-Dec,49281263,2038,49031092,0,24181.18891
(주)티사이언티픽,57680,18-Dec,5213668,3888,5213668,3888,1340.963992
(주)티사이언티픽,57680,19-Dec,7690404,0,7690404,0,#DIV/0!
(주)티씨케이,64760,18-Dec,170518830,25794063,170518830,25794063,6.610778224
(주)티씨케이,64760,19-Dec,171378814,34699740,171378814,34699740,4.938907727
(주)티앤알바이오팹,246710,18-Dec,974315,391355,974315,391355,2.489593847
(주)티앤알바이오팹,246710,19-Dec,1287126,424419,1287126,424419,3.032677613
(주)티에스넥스젠,43220,18-Dec,39527527,5091607,27959282,4319338,7.763271399
(주)티에스넥스젠,43220,19-Dec,42661536,4821377,32394970,4596064,8.848413223
(주)티에스이,131290,18-Dec,184431173,19555844,107150369,8341935,9.431000421
(주)티에스이,131290,19-Dec,191490314,27537645,114955821,16191378,6.953765073
(주)티에스트릴리온,317240,19-Dec,0,0,,,#DIV/0!
(주)티엘아이,62860,18-Dec,48492103,5919026,45356294,5619336,8.192581516
(주)티엘아이,62860,19-Dec,41981841,4194358,38672133,3802869,10.00912202
(주)티움바이오,321550,18-Dec,1128900,0,1128900,0,#DIV/0!
(주)티움바이오,321550,19-Dec,1113000,0,1113000,0,#DIV/0!
(주)티케이케미칼,104480,18-Dec,789034201,153820941,789034201,153820941,5.129562957
(주)티케이케미칼,104480,19-Dec,620804114,106390916,612702078,104259636,5.835123311
(주)티티씨디펜스,309900,18-Dec,0,0,,,#DIV/0!
(주)티티씨디펜스,309900,19-Dec,0,0,,,#DIV/0!
(주)티플랙스,81150,18-Dec,121665673,29342667,121665673,29342667,4.14637405
(주)티플랙스,81150,19-Dec,131217033,32167548,131217033,32167548,4.079174235
(주)티피씨,130740,18-Dec,78436414,17014620,46243067,6645278,4.609942156
(주)티피씨,130740,19-Dec,84685070,14189312,41688505,5995479,5.968229467
(주)티피씨메카트로닉스,48770,18-Dec,104628102,18849042,80418607,14760029,5.550844547
(주)티피씨메카트로닉스,48770,19-Dec,101092281,19419992,79264294,14710088,5.205577891
(주)파나진,46210,18-Dec,7703747,1179530,7703747,1179530,6.531200563
