회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),재고자산(*)(IFRS연결),매출액(수익)(*)(IFRS),재고자산(*)(IFRS),재고자산회전률2019
(주)세영디앤씨,52190,18-Dec,19367172,101246,4405197,10347,191.2882682
(주)세영디앤씨,52190,19-Dec,2662331,9006,2737531,9006,295.6174772
(주)세운메디칼,100700,18-Dec,64285803,21507269,58258929,13275553,2.98902678
(주)세운메디칼,100700,19-Dec,66868600,20743385,60450324,14939302,3.223610804
(주)세원물산,24830,18-Dec,86850803,8676650,86850803,8676650,10.00971608
(주)세원물산,24830,19-Dec,115276852,26697849,115276852,26697849,4.317832946
(주)세종메디칼,258830,18-Dec,14832741,1549278,14829957,1495003,9.57396994
(주)세종메디칼,258830,19-Dec,16229948,2064758,16229948,2064758,7.86046016
(주)세중,39310,18-Dec,127812095,7365981,13304683,0,17.35167319
(주)세중,39310,19-Dec,153178120,4889859,8955761,0,31.32567217
(주)세진티에스,67770,18-Dec,20901166,1213381,10947548,137660,17.225559
(주)세진티에스,67770,19-Dec,21212352,1064662,10848483,142807,19.92402471
(주)세코닉스,53450,18-Dec,418168890,125323248,400685304,67117527,3.336722409
(주)세코닉스,53450,19-Dec,462244785,94062684,385463069,61356440,4.914220659
(주)세토피아,222810,18-Dec,13304515,377227,13304515,377227,35.26925432
(주)세토피아,222810,19-Dec,12996701,21455,11037698,21455,605.7656024
(주)세화피앤씨,252500,18-Dec,27712197,8090929,27712197,8090929,3.425094572
(주)세화피앤씨,252500,19-Dec,29231952,5414091,29231952,5414091,5.39923544
(주)셀루메드,49180,18-Dec,10842924,6101809,9925474,5688515,1.777001542
(주)셀루메드,49180,19-Dec,17921487,3192291,12838321,3006640,5.613989138
(주)셀리드,299660,18-Dec,0,0,0,0,#DIV/0!
(주)셀리드,299660,19-Dec,0,0,0,0,#DIV/0!
(주)셀리버리,268600,18-Dec,4512316,58653,4512316,58653,76.93239902
(주)셀리버리,268600,19-Dec,2073695,0,2073695,0,#DIV/0!
(주)셀바스에이아이,108860,18-Dec,35561641,8367972,15562084,0,4.249732313
(주)셀바스에이아이,108860,19-Dec,35418106,4889068,13093894,0,7.244347184
(주)셀바스헬스케어,208370,18-Dec,20026268,8367972,18813684,7563065,2.393204471
(주)셀바스헬스케어,208370,19-Dec,22351230,4889068,19673519,4462904,4.57167501
(주)셀트리온제약,68760,18-Dec,146880154,42017420,139470824,42017420,3.495696642
(주)셀트리온제약,68760,19-Dec,173512797,33101847,172682727,33101847,5.241785964
(주)셀트리온헬스케어,91990,18-Dec,695082135,1696909563,918897647,1435764497,0.409616488
(주)셀트리온헬스케어,91990,19-Dec,1100877966,1623599803,1157625784,1283735034,0.67804761
(주)셀피글로벌,68940,18-Dec,24088357,5823788,23986253,5823788,4.136200871
(주)셀피글로벌,68940,19-Dec,24722106,6095729,24593855,6020621,4.055643878
(주)소리바다,53110,18-Dec,46827331,8146954,23684198,993883,5.747832994
(주)소리바다,53110,19-Dec,45818975,1957542,23766484,1323011,23.40638157
(주)소프트센,32680,18-Dec,133604426,10191513,133604426,10191513,13.10938091
(주)소프트센,32680,19-Dec,94999247,2187240,94999247,2187240,43.43338957
(주)손오공,66910,18-Dec,99181868,14801260,95098144,14801260,6.700907085
(주)손오공,66910,19-Dec,73402174,19488402,69561788,19488402,3.766454222
(주)솔고바이오메디칼,43100,18-Dec,22540749,11323945,18496254,7714892,1.990538545
(주)솔고바이오메디칼,43100,19-Dec,21441926,11781774,16464089,8546916,1.819923383
(주)솔루에타,154040,18-Dec,227297064,52907829,53215936,5614322,4.296095083
(주)솔루에타,154040,19-Dec,256338425,26028842,56020710,3331142,9.848245458
(주)솔본,35610,18-Dec,84440587,1072210,3188052,0,78.75377678
(주)솔본,35610,19-Dec,80312073,1549219,3128570,0,51.8403615
(주)쇼박스,86980,18-Dec,68510508,0,68510508,0,#DIV/0!
(주)쇼박스,86980,19-Dec,78650191,0,78627533,0,#DIV/0!
(주)수산아이앤티,50960,18-Dec,16268527,417915,16268527,417915,38.927837
(주)수산아이앤티,50960,19-Dec,16000356,799286,16000356,799286,20.01831134
(주)수젠텍,253840,18-Dec,5448790,1794223,5448790,1794223,3.036852164
(주)수젠텍,253840,19-Dec,3845081,1394066,3845081,1394066,2.758177159
(주)슈프리마,236200,18-Dec,52757142,9272284,52145128,9167416,5.689767699
(주)슈프리마,236200,19-Dec,72130977,12668605,71353003,12071415,5.693679533
(주)슈프리마아이디,317770,18-Dec,18080500,4468514,17564064,4463924,4.046199699
(주)슈프리마아이디,317770,19-Dec,12078457,3791741,11911093,3791741,3.185464672
(주)슈프리마에이치큐,94840,18-Dec,32101830,5875474,14220118,1406959,5.463700461
(주)슈프리마에이치큐,94840,19-Dec,26159585,5686945,14008661,1895204,4.599936345
(주)슈피겐코리아,192440,18-Dec,266865874,19947932,195346422,14429366,13.3781223
(주)슈피겐코리아,192440,19-Dec,308557219,31204777,225347701,21420408,9.888140492
(주)스마트솔루션즈,136510,18-Dec,21931829,3239738,21925847,3239738,6.769630445
(주)스마트솔루션즈,136510,19-Dec,17083260,3084869,17081183,3084869,5.537758654
(주)스맥,99440,18-Dec,133718535,69387281,150557918,54158816,1.927133231
(주)스맥,99440,19-Dec,136977992,73638073,141710824,49553668,1.860151772
(주)스카이문스테크놀로지,33790,18-Dec,14368889,478124,14463651,478124,30.05264116
(주)스카이문스테크놀로지,33790,19-Dec,5733712,794211,5733712,794211,7.219381248
(주)스킨앤스킨,159910,18-Dec,31663746,4902395,20653554,2240619,6.458832061
(주)스킨앤스킨,159910,19-Dec,20974333,2212685,20548700,1781486,9.479131914
(주)스타플렉스,115570,18-Dec,95096698,24166756,77472112,15348174,3.935021233
(주)스타플렉스,115570,19-Dec,92736865,28547403,72428801,16245672,3.248521941
(주)스튜디오산타클로스엔터테인먼트,204630,18-Dec,27311088,2776390,15627495,1389378,9.836906198
(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,40606059,2806400,23825796,1162546,14.46909172
(주)스페코,13810,18-Dec,54900826,21180972,42102827,11875016,2.591988035
(주)스페코,13810,19-Dec,74708315,11765256,31268020,7364930,6.349909853
(주)승일,49830,18-Dec,151026587,18662809,151026587,18662809,8.092382395
(주)승일,49830,19-Dec,136635791,16238745,136635791,16238745,8.414184163
(주)시공테크,20710,18-Dec,72957663,313320,65909194,0,232.853514
(주)시공테크,20710,19-Dec,119772437,159288,114634123,0,751.9237921
(주)시너지이노베이션,48870,18-Dec,44445903,10362410,11725816,1739593,4.289147312
(주)시너지이노베이션,48870,19-Dec,54585276,10812605,11002162,984069,5.048300201
(주)시노펙스,25320,18-Dec,165400318,11879815,107081466,1499978,13.9228025
(주)시노펙스,25320,19-Dec,217056055,19580566,97575177,3311253,11.08527991
(주)시스웍,269620,18-Dec,22371735,3061387,20630141,2933014,7.307712158
(주)시스웍,269620,19-Dec,14879639,3324352,13481466,3233806,4.475951704
(주)시큐브,131090,18-Dec,13950490,1142,13918768,1142,12215.84063
(주)시큐브,131090,19-Dec,18216685,1024,18216685,1024,17789.73145
(주)시티랩스,139050,18-Dec,38285541,2865636,21988953,0,13.36022475
(주)시티랩스,139050,19-Dec,80745442,2680846,19097657,0,30.11938843
(주)신진에스엠,138070,18-Dec,56235779,21986186,41542201,13486879,2.557777825
(주)신진에스엠,138070,19-Dec,51776148,24226445,38505624,15561976,2.13717481
(주)신테카바이오,226330,18-Dec,286582,0,286582,0,#DIV/0!
(주)신테카바이오,226330,19-Dec,461374,0,461374,0,#DIV/0!
(주)신화콘텍,187270,18-Dec,38696579,6693545,33438073,4116164,5.781178583
(주)신화콘텍,187270,19-Dec,44341306,9315920,41613551,4653992,4.759734519
(주)심텍,222800,18-Dec,1007545639,155917094,798613750,115555651,6.462060145
(주)심텍,222800,19-Dec,1000187191,147121634,848246657,115005498,6.798369239
(주)심텍홀딩스,36710,18-Dec,1007097365,156141521,4906567,0,6.44990108
(주)심텍홀딩스,36710,19-Dec,1000340255,147176731,4019018,0,6.796864207
(주)싸이맥스,160980,18-Dec,133459369,23493077,123623214,23477933,5.680795623
(주)싸이맥스,160980,19-Dec,83475335,21650971,74288393,21409654,3.855500753
(주)싸이토젠,217330,18-Dec,1225483,0,1225483,0,#DIV/0!
(주)싸이토젠,217330,19-Dec,798925,0,798925,0,#DIV/0!
(주)썸에이지,208640,18-Dec,3554558,0,3365918,0,#DIV/0!
(주)썸에이지,208640,19-Dec,3647939,0,3531537,0,#DIV/0!
(주)쎄노텍,222420,18-Dec,32797207,21051764,32797207,21051764,1.557931535
(주)쎄노텍,222420,19-Dec,28207532,15823824,28207532,15823824,1.782598947
(주)쎄니트,37760,18-Dec,113737745,10023258,69930265,8222008,11.34738276
(주)쎄니트,37760,19-Dec,109747055,12453691,68034838,10176299,8.812411919
(주)쎄트렉아이,99320,18-Dec,46132147,1036755,39917944,1036755,44.49667183
(주)쎄트렉아이,99320,19-Dec,70228243,3621500,63126204,3621500,19.39203175
(주)쎌바이오텍,49960,18-Dec,62543665,2388364,60466045,2212139,26.18682286
(주)쎌바이오텍,49960,19-Dec,45959678,3076168,44005368,2682413,14.94056176
(주)쏠리드,50890,18-Dec,222581331,44182201,162042944,18316210,5.037805405
(주)쏠리드,50890,19-Dec,229279898,29617153,161767640,19164492,7.741456378
(주)씨씨에스충북방송,66790,18-Dec,21012548,0,21016148,0,#DIV/0!
(주)씨씨에스충북방송,66790,19-Dec,20318290,0,20321890,0,#DIV/0!
(주)씨에스,65770,18-Dec,58746314,7900186,58726389,7900186,7.436067201
(주)씨에스,65770,19-Dec,32157824,3734194,32156921,3734194,8.611717549
(주)씨에스에이코스믹,83660,18-Dec,63526515,9305487,62457277,9305487,6.826780264
(주)씨에스에이코스믹,83660,19-Dec,64289801,9982760,57196967,8093869,6.440082803
(주)씨엔플러스,115530,18-Dec,25398180,3783863,23878976,2822032,6.712235617
(주)씨엔플러스,115530,19-Dec,19619973,3481869,16364900,1324206,5.634896948
(주)씨엠에스에듀,225330,18-Dec,70145703,676249,66781161,676249,103.7276255
(주)씨엠에스에듀,225330,19-Dec,82117662,711234,78709378,711234,115.4580096
(주)씨유메디칼시스템,115480,18-Dec,76304066,13150225,68753333,11280736,5.802491288
(주)씨유메디칼시스템,115480,19-Dec,81794149,15560589,68976185,10767705,5.256494404
(주)씨제이이엔엠,35760,18-Dec,3426817049,94249011,2017373340,69081358,36.35918311
(주)씨제이이엔엠,35760,19-Dec,3789723950,120547199,3157133395,112249482,31.43767737
(주)씨젠,96530,18-Dec,102264773,23581043,83937581,21092484,4.336736632
(주)씨젠,96530,19-Dec,121953287,18672476,97156071,17235157,6.531179207
(주)씨티씨바이오,60590,18-Dec,138400059,30858152,101513825,24793397,4.48504042
(주)씨티씨바이오,60590,19-Dec,136123660,28660080,104824069,23034578,4.749591069
(주)씨티케이,260930,18-Dec,110467178,11388578,109723276,11388578,9.699821874
(주)씨티케이,260930,19-Dec,116328076,6522713,108931323,5542509,17.83430852
(주)아가방앤컴퍼니,13990,18-Dec,112860687,49535539,107135895,45479907,2.278378095
(주)아가방앤컴퍼니,13990,19-Dec,134236271,50912795,129047307,48094185,2.636592059
(주)아나패스,123860,18-Dec,51496711,3636106,51496711,3636106,14.16259895
(주)아나패스,123860,19-Dec,60833182,15713009,60833182,15713009,3.871517034
(주)아난티,25980,18-Dec,162183239,18471578,64116852,2457013,8.780150727
(주)아난티,25980,19-Dec,142703754,15986106,71418465,4016622,8.92673638
(주)아리온테크놀로지,58220,18-Dec,45886089,5266132,33380297,5266132,8.713433123
(주)아리온테크놀로지,58220,19-Dec,33038989,4214930,23341145,3902465,7.838561732
(주)아모그린텍,125210,18-Dec,85010164,9576473,85010164,9576473,8.876980492
(주)아모그린텍,125210,19-Dec,93385523,16420424,93385523,16420424,5.687156617
(주)아모텍,52710,18-Dec,253421810,44792510,232516206,36904506,5.657682724
(주)아모텍,52710,19-Dec,248551605,62473463,232205689,54944433,3.978514926
(주)아미노로직스,74430,18-Dec,18449736,5130022,18449736,5130022,3.596424343
(주)아미노로직스,74430,19-Dec,18980396,3508312,18980396,3508312,5.410122019
(주)아바코,83930,18-Dec,243484967,106745754,243240951,104903310,2.280980347
(주)아바코,83930,19-Dec,226084847,77394303,225139216,76036909,2.92120787
(주)아바텍,149950,18-Dec,74333390,1194471,74333390,1194471,62.23122202
(주)아바텍,149950,19-Dec,75410526,1118675,75410526,1118675,67.4105759
(주)아스타,246720,18-Dec,1742000,2161035,1099476,2161035,0.806095228
(주)아스타,246720,19-Dec,1250848,1701577,1817622,1700917,0.735111018
(주)아스트,67390,18-Dec,117013394,110000096,116937659,87967758,1.063757199
(주)아스트,67390,19-Dec,144613767,152615810,145441532,110270586,0.947567405
(주)아시아경제,127710,18-Dec,38402070,60918,37279579,26078,630.38954
(주)아시아경제,127710,19-Dec,38372830,54653,37224621,21253,702.1175416
(주)아우딘퓨쳐스,227610,18-Dec,89405999,9190459,89405999,9190459,9.728132077
(주)아우딘퓨쳐스,227610,19-Dec,54122517,13467996,44450166,12522210,4.018602099
(주)아이디스,143160,18-Dec,109219202,27742059,105771036,26969517,3.936953706
(주)아이디스,143160,19-Dec,111875143,25504776,108050710,24645015,4.386438956
(주)아이디스홀딩스,54800,18-Dec,556267195,123158210,7916598,0,4.516687885
(주)아이디스홀딩스,54800,19-Dec,507776368,119390345,7863296,0,4.253077315
(주)아이비김영,339950,19-Dec,0,0,,,#DIV/0!
(주)아이센스,99190,18-Dec,172996579,30547537,149179805,24828160,5.663192388
(주)아이센스,99190,19-Dec,189844257,31672978,161094187,25657973,5.993887187
(주)아이스크림에듀,289010,18-Dec,100102075,7448496,100102075,7448496,13.43923324
(주)아이스크림에듀,289010,19-Dec,106436331,6928801,106436331,6928801,15.36143569
(주)아이씨디,40910,18-Dec,233974937,34292654,232668163,32998602,6.822887986
(주)아이씨디,40910,19-Dec,121604632,58508655,110553213,56133159,2.078404161
(주)아이앤씨테크놀로지,52860,18-Dec,31303910,10679947,30338163,9113578,2.931092261
(주)아이앤씨테크놀로지,52860,19-Dec,45567583,5319688,45148780,4019990,8.565837508
(주)아이에스시,95340,18-Dec,115859798,10856588,101879554,7743812,10.67184257
(주)아이에스시,95340,19-Dec,87678824,11428029,85874871,8926959,7.672261245
(주)아이에스이커머스,69920,18-Dec,34926974,462403,34926974,462403,75.53362327
(주)아이에스이커머스,69920,19-Dec,36135279,2230257,28978026,1036545,16.20229373
(주)아이에이,38880,18-Dec,67262017,9641794,41805860,5896859,6.976089408
(주)아이에이,38880,19-Dec,67834575,5260446,58941794,5260446,12.89521364
(주)아이엘사이언스,307180,18-Dec,0,0,,,#DIV/0!
(주)아이엘사이언스,307180,19-Dec,20281482,565523,20281482,565523,35.86323103
(주)아이엠,101390,18-Dec,191078977,8478934,86427485,634572,22.53573114
(주)아이엠,101390,19-Dec,202192400,13256061,82764059,1603629,15.25282661
(주)아이엠비씨,52220,18-Dec,58074993,0,51034398,0,#DIV/0!
(주)아이엠비씨,52220,19-Dec,51552466,0,44570903,0,#DIV/0!
(주)아이엠텍,226350,18-Dec,11758181,767020,11758181,767020,15.32969284
(주)아이엠텍,226350,19-Dec,13844952,1438190,13844952,1438190,9.626650164
(주)아이오케이컴퍼니,78860,18-Dec,29736551,73883,24049995,0,402.4816399
(주)아이오케이컴퍼니,78860,19-Dec,48736408,205024,27612482,0,237.7107461
(주)아이윈,90150,18-Dec,93786701,18464887,88537565,10267348,5.079191711
(주)아이윈,90150,19-Dec,95380947,15995359,88335340,9763643,5.963038841
(주)아이윈플러스,123010,18-Dec,9236824,1167109,9236824,1167109,7.914277073
(주)아이윈플러스,123010,19-Dec,5448365,666044,5448365,666044,8.180187795
(주)아이즈비전,31310,18-Dec,160165349,24311768,24766761,1845762,6.587976201
(주)아이즈비전,31310,19-Dec,131548342,17153021,18146822,440085,7.669106334
(주)아이컴포넌트,59100,18-Dec,25711081,5180209,25711081,5180209,4.963328893
(주)아이컴포넌트,59100,19-Dec,29041712,4012813,29041712,4012813,7.237245294
(주)아이톡시,52770,18-Dec,14499261,0,14466261,0,#DIV/0!
(주)아이톡시,52770,19-Dec,3774569,0,3774569,0,#DIV/0!
(주)아이티센,124500,18-Dec,697948340,41861536,117544352,3140491,16.67278382
(주)아이티센,124500,19-Dec,1542384997,42993409,134543196,22163,35.87491741
(주)아이티엑스에이아이,99520,18-Dec,27666210,6874355,27666210,6874355,4.024553576
(주)아이티엑스에이아이,99520,19-Dec,31861192,7224374,30858558,7227720,4.410235683
(주)아이티엠반도체,84850,18-Dec,228237125,26240050,219594049,25078313,8.698044592
(주)아이티엠반도체,84850,19-Dec,397697086,38331252,395351385,31262074,10.37526992
(주)아즈텍더블유비이,32080,18-Dec,47006133,19338040,47006133,19338040,2.430759943
(주)아즈텍더블유비이,32080,19-Dec,44574103,23039502,44574103,23039502,1.934681704
(주)아진엑스텍,59120,18-Dec,26576021,7741638,26576021,7741638,3.432867954
(주)아진엑스텍,59120,19-Dec,20619941,7925262,20619941,7925262,2.601799284
(주)아톤,158430,19-Dec,32525173,126643,28938772,126643,256.8256674
(주)아프리카티비,67160,18-Dec,126627786,0,120649540,0,#DIV/0!
(주)아프리카티비,67160,19-Dec,167868522,0,154983900,0,#DIV/0!
(주)안랩,53800,18-Dec,159815065,1626889,156550808,1523480,98.2335396
(주)안랩,53800,19-Dec,166992214,2557452,163005453,2505897,65.29632384
(주)안트로젠,65660,18-Dec,3607167,830721,3607167,830721,4.342212367
(주)안트로젠,65660,19-Dec,4147568,1367725,4147568,1367725,3.032457548
(주)알로이스,297570,18-Dec,0,0,,,#DIV/0!
(주)알로이스,297570,19-Dec,30188225,3022046,30188225,3022046,9.989333385
(주)알에프세미,96610,18-Dec,51873304,30833713,52083203,26526646,1.682356711
(주)알에프세미,96610,19-Dec,42446601,41557103,41430968,36840844,1.021404235
(주)알에프텍,61040,18-Dec,240344983,30339437,115379924,5076305,7.921866942
(주)알에프텍,61040,19-Dec,284492015,38622095,130548771,5500572,7.366043064
(주)알엔투테크놀로지,148250,18-Dec,17281800,2968024,17281800,2968024,5.822661811
(주)알엔투테크놀로지,148250,19-Dec,20964927,4377635,20964927,4377635,4.789098908
(주)알테오젠,196170,18-Dec,13703079,475788,1298358,0,28.80080834
(주)알테오젠,196170,19-Dec,29229182,881574,13322561,0,33.1556761
(주)알톤스포츠,123750,18-Dec,49080045,12387026,46501941,6908987,3.962213771
(주)알톤스포츠,123750,19-Dec,31187516,7093808,29226026,4333472,4.39644208
(주)알티캐스트,85810,18-Dec,76200156,0,64731260,0,#DIV/0!
(주)알티캐스트,85810,19-Dec,53178375,0,39938134,0,#DIV/0!
(주)알파홀딩스,117670,18-Dec,85086013,1319036,83041188,1312352,64.50620984
(주)알파홀딩스,117670,19-Dec,73164302,2120941,70084692,2080324,34.49615147
(주)애니플러스,310200,18-Dec,0,0,,,#DIV/0!
(주)애니플러스,310200,19-Dec,0,0,,,#DIV/0!
(주)액션스퀘어,205500,18-Dec,7471298,0,7471298,0,#DIV/0!
(주)액션스퀘어,205500,19-Dec,5838397,0,7200905,0,#DIV/0!
(주)액토즈소프트,52790,18-Dec,37652204,0,24386489,0,#DIV/0!
(주)액토즈소프트,52790,19-Dec,62665219,0,55683567,0,#DIV/0!
(주)액트로,290740,18-Dec,105631916,5918522,67135255,2017448,17.84768495
(주)액트로,290740,19-Dec,107845425,5869310,47107733,1492394,18.37446395
(주)앤디포스,238090,18-Dec,47757634,14593925,44246149,6519717,3.272432468
(주)앤디포스,238090,19-Dec,84122729,10863862,56931775,5712788,7.743353975
(주)앤씨앤,92600,18-Dec,58778225,9267349,30033773,7071276,6.342506902
(주)앤씨앤,92600,19-Dec,78473813,14536037,75197020,13403713,5.398569982
(주)야스,255440,18-Dec,184507976,8799683,184507976,8799683,20.96757076
(주)야스,255440,19-Dec,86853451,14807578,86643451,12593688,5.865473138
(주)어스앤에어로스페이스,263540,18-Dec,31186869,13650466,31186869,13650466,2.284674311
(주)어스앤에어로스페이스,263540,19-Dec,26308494,8720285,26308494,8720285,3.016930525
(주)얼라인드제네틱스,238120,18-Dec,5675117,2152993,4876003,1960078,2.635919857
(주)얼라인드제네틱스,238120,19-Dec,7793683,2119986,6607194,1897879,3.676289843
(주)에너토크,19990,18-Dec,23055729,5986434,23058748,5946697,3.851329356
(주)에너토크,19990,19-Dec,23483475,5605509,23480773,5506929,4.189356399
(주)에스디생명공학,217480,18-Dec,156623550,50237959,118775592,36665492,3.11763362
(주)에스디생명공학,217480,19-Dec,156259210,32988736,111151086,21120066,4.736744385
(주)에스디시스템,121890,18-Dec,45562197,4616966,45562197,4616966,9.868428098
(주)에스디시스템,121890,19-Dec,38144085,3537770,38144085,3537770,10.78195728
(주)에스비에스콘텐츠허브,46140,18-Dec,159763051,0,138094955,0,#DIV/0!
(주)에스비에스콘텐츠허브,46140,19-Dec,162067187,0,142543813,0,#DIV/0!
(주)에스씨디,42110,18-Dec,159268818,19052114,152209557,13731341,8.359640195
(주)에스씨디,42110,19-Dec,174946389,22906872,166587622,15481862,7.637288452
(주)에스아이리소스,65420,18-Dec,28204423,2268436,10439056,1658000,12.43342241
(주)에스아이리소스,65420,19-Dec,12830794,437059,12830794,437059,29.35712112
(주)에스앤더블류,103230,18-Dec,30239761,9395356,30239761,9395356,3.218585969
(주)에스앤더블류,103230,19-Dec,36022930,10467553,36022930,10467553,3.441389788
(주)에스앤에스텍,101490,18-Dec,61016170,10340977,61016170,10340977,5.900426043
(주)에스앤에스텍,101490,19-Dec,84466768,14435209,84466768,14435209,5.851440599
(주)에스에너지,95910,18-Dec,165548046,13509461,105828779,5860333,12.25423028
(주)에스에너지,95910,19-Dec,216932737,27054649,153975497,7894845,8.018316445
(주)에스에스알,275630,18-Dec,12067624,0,12067624,0,#DIV/0!
(주)에스에스알,275630,19-Dec,12954946,0,12954946,0,#DIV/0!
(주)에스에이엠티,31330,18-Dec,1176014835,111960292,1176014835,111960292,10.50385645
(주)에스에이엠티,31330,19-Dec,1213833610,49786485,1213833610,49786485,24.38078547
(주)에스에이티,60540,18-Dec,133941225,10142049,17761011,549683,13.20652513
(주)에스에이티,158300,18-Dec,39502838,9456630,34864378,8856876,4.177263782
(주)에스에이티,158300,19-Dec,37479251,3756289,33055663,3741289,9.977733609
(주)에스에이티,60540,19-Dec,140167604,11510583,20271145,623332,12.17728103
(주)에스에프에이,56190,18-Dec,1560055023,75613959,944309684,30170357,20.63183893
(주)에스에프에이,56190,19-Dec,1577746351,124393235,860849403,74174150,12.68353822
(주)에스에프에이반도체,36540,18-Dec,457853090,35534935,296190099,9248169,12.88459061
(주)에스에프에이반도체,36540,19-Dec,588938238,35635140,461843674,22019608,16.52689559
(주)에스엘바이오닉스,214310,18-Dec,32126457,1934953,31686653,1934953,16.60322344
(주)에스엘바이오닉스,214310,19-Dec,24150312,1536470,24150312,1536470,15.71804982
(주)에스엠라이프디자인그룹,63440,18-Dec,20031354,325833,20031354,325833,61.47736417
(주)에스엠라이프디자인그룹,63440,19-Dec,36981225,4977404,33325088,141843,7.429821851
(주)에스엠엔터테인먼트,41510,18-Dec,612227479,11524908,281638319,4433124,53.12211421
(주)에스엠엔터테인먼트,41510,19-Dec,657825612,14758462,307504375,6259888,44.5727754
(주)에스엠컬처앤콘텐츠,48550,18-Dec,197029802,0,196445244,0,#DIV/0!
(주)에스엠컬처앤콘텐츠,48550,19-Dec,166658489,0,165431176,0,#DIV/0!
(주)에스엠코어,7820,18-Dec,93475185,449872,88696371,449872,207.7817357
(주)에스엠코어,7820,19-Dec,128073312,677724,128057986,677724,188.9756184
(주)에스제이그룹,306040,18-Dec,68629893,11715944,66767121,10276501,5.857820164
(주)에스제이그룹,306040,19-Dec,109494821,16178090,100118312,14403929,6.768093205
(주)에스제이케이,80440,18-Dec,6278310,1261062,6222758,1250310,4.978589475
(주)에스제이케이,80440,19-Dec,4124848,880836,3805177,2373112,4.682878538
(주)에스지엔지,40610,18-Dec,1088824262,126847410,56385942,2976266,8.583732707
(주)에스지엔지,40610,19-Dec,938887548,101068987,51882904,2959945,9.289571172
(주)에스코넥,96630,18-Dec,367055024,14218168,115657190,1807489,25.81591552
(주)에스코넥,96630,19-Dec,254480908,9504264,56377902,2790736,26.77544605
(주)에스텍파마,41910,18-Dec,40335857,12632359,40330037,12632359,3.193058161
(주)에스텍파마,41910,19-Dec,46489682,13631348,46489682,13631348,3.410497773
(주)에스티아이,39440,18-Dec,286609574,12565512,276027718,12358032,22.80922369
(주)에스티아이,39440,19-Dec,318857509,6457136,293268494,3702370,49.38064012
(주)에스티오,98660,18-Dec,88321595,31261743,87098051,30583613,2.825229387
(주)에스티오,98660,19-Dec,85144202,33053477,83978219,32962250,2.575952963
(주)에스티큐브,52020,18-Dec,11073434,236479,11073434,236479,46.82628902
(주)에스티큐브,52020,19-Dec,17388631,361521,17388631,361521,48.09853646
(주)에스폴리텍,50760,18-Dec,136887455,11992125,136756719,11905865,11.41477887
(주)에스폴리텍,50760,19-Dec,135032554,12466160,134909963,12321801,10.83192852
(주)에스피시스템스,317830,18-Dec,46873497,1706626,44597462,1484426,27.4655941
(주)에스피시스템스,317830,19-Dec,31959900,1597762,29033491,1461148,20.00291658
(주)에스피지,58610,18-Dec,305413294,78303508,226742282,49406141,3.90037818
(주)에스피지,58610,19-Dec,315161067,78203212,219560002,48485141,4.030027143
(주)에쎈테크,43340,18-Dec,58791068,15140163,58791068,15140163,3.883119885
(주)에쎈테크,43340,19-Dec,51708136,14076922,51708136,14076922,3.673255844
(주)에이디칩스,54630,18-Dec,12629866,3285064,12629866,3285064,3.844633164
(주)에이디칩스,54630,19-Dec,17668070,4270505,17668070,4270505,4.137232014
(주)에이디테크놀로지,200710,18-Dec,110264723,17868258,110264723,17868258,6.170983372
(주)에이디테크놀로지,200710,19-Dec,225809534,31206735,225809534,31206735,7.235923079
(주)에이루트,96690,18-Dec,22194327,4110494,22056403,4110494,5.399430579
(주)에이루트,96690,19-Dec,31253724,3817282,24873110,3237377,8.187428647
(주)에이비프로바이오,195990,18-Dec,58911297,25186875,21595116,18546903,2.338968094
(주)에이비프로바이오,195990,19-Dec,31930109,16886282,8808808,8696074,1.890890428
(주)에이스침대,3800,18-Dec,225765097,25678665,225765097,25678665,8.791932797
(주)에이스침대,3800,19-Dec,277433284,27422454,277433284,27422454,10.11701156
(주)에이스테크놀로지,88800,18-Dec,377316650,83555390,272282903,16083847,4.515766727
(주)에이스테크놀로지,88800,19-Dec,378602472,88261761,257500719,8741613,4.289541334
(주)에이스토리,241840,18-Dec,46446060,0,46446060,0,#DIV/0!
(주)에이스토리,241840,19-Dec,28238091,2873298,28238091,2873298,9.827762731
(주)에이치디,102210,18-Dec,37568476,13150156,32230409,9786615,2.856884435
(주)에이치디,102210,19-Dec,37778318,8906685,37778318,8906685,4.241568889
(주)에이치비테크놀러지,78150,18-Dec,273910965,24696562,250910635,22218564,11.09105652
(주)에이치비테크놀러지,78150,19-Dec,280566411,31130334,223721604,30127581,9.012637352
(주)에이치시티,72990,18-Dec,36429972,1462883,35784271,1462883,24.90286099
(주)에이치시티,72990,19-Dec,47420588,204595,45337404,204595,231.777844
(주)에이치알에스,36640,18-Dec,74617790,31935914,67943904,30761862,2.336485187
(주)에이치알에스,36640,19-Dec,66720013,15737703,61723442,15131278,4.239501343
(주)에이치앤비디자인,227100,18-Dec,31441043,6102816,31216245,5707447,5.151891029
(주)에이치앤비디자인,227100,19-Dec,21792788,10418131,21772351,10229745,2.091813589
(주)에이치엘사이언스,239610,18-Dec,64108470,2945002,64108470,2945002,21.76856586
(주)에이치엘사이언스,239610,19-Dec,128260856,4856954,128260856,4856954,26.40767362
