회사명,거래소코드,회계년도,이자비용(IFRS연결),이자비용(IFRS)
(주)케이피에프,24880,Dec-17,7727809,5379459
(주)케이피엠테크,42040,Dec-17,5866974,5866974
(주)케이피티유,54410,Dec-17,668708,610742
(주)케일럼,258610,Dec-17,494523,494523
(주)켐온,217600,Dec-17,85970,85970
(주)켐트로닉스,89010,Dec-17,3883053,2841312
(주)켐트로스,220260,Dec-17,332361,332361
(주)코너스톤네트웍스,33110,Dec-17,3827738,3827399
(주)코다코,46070,Dec-17,9526163,7696207
(주)코데즈컴바인,47770,Dec-17,0,0
(주)코디,80530,Dec-17,2865178,2814133
(주)코디엠,224060,Dec-17,2127048,2101969
(주)코렌텍,104540,Dec-17,1026358,1026358
(주)코리아나화장품,27050,Dec-17,344260,344260
(주)코리아에스이,101670,Dec-17,18444,0
(주)코맥스,36690,Dec-17,124844,124716
(주)코메론,49430,Dec-17,201109,168450
(주)코미코,183300,Dec-17,1277366,992511
(주)코미팜,41960,Dec-17,1349116,1349116
(주)코세스,89890,Dec-17,619095,619095
(주)코센,9730,Dec-17,1333806,1333806
(주)코스나인,82660,Dec-17,2575114,2114158
(주)코스메카코리아,241710,Dec-17,97266,1170
(주)코스온,69110,Dec-17,1936386,1840413
(주)코썬바이오,204990,Dec-17,1592,1592
(주)코아시아,45970,Dec-17,5666263,2386218
(주)코아시아옵틱스,196450,Dec-17,2310488,2132278
(주)코엔텍,29960,Dec-17,430706,430706
(주)코원플레이,56000,Dec-17,290396,238896
(주)코이즈,121850,Dec-17,521108,456734
(주)코콤,15710,Dec-17,65978,65978
(주)코텍,52330,Dec-17,0,0
(주)코프라,126600,Dec-17,619459,292536
(주)쿠첸,225650,Dec-17,27248,27248
(주)큐로컴,40350,Dec-17,2685617,2503110
(주)큐로홀딩스,51780,Dec-17,1093910,886292
(주)큐리언트,115180,Dec-17,0,0
(주)큐브엔터테인먼트,182360,Dec-17,7007,7007
(주)큐에스아이,66310,Dec-17,0,0
(주)크레버스,96240,Dec-17,1337348,948991
(주)크린앤사이언스,45520,Dec-17,537712,507035
(주)클라우드에어,36170,Dec-17,306580,306580
(주)클래시스,214150,Dec-17,125895,125663
(주)클리오,237880,Dec-17,5102419,5102419
(주)키이스트,54780,Dec-17,68366,77417
(주)타이거일렉,219130,Dec-17,0,0
(주)탑엔지니어링,65130,Dec-17,561360,478198
(주)탑코미디어,134580,Dec-17,0,0
(주)태광,23160,Dec-17,56025,56025
(주)태양,53620,Dec-17,244108,244108
(주)태웅,44490,Dec-17,6576526,6576526
(주)테라젠이텍스,66700,Dec-17,990031,773042
(주)테스,95610,Dec-17,110207,106474
(주)테크윙,89030,Dec-17,4226811,3602509
(주)텔레칩스,54450,Dec-17,0,0
(주)텔레필드,91440,Dec-17,663845,469960
(주)텔콘알에프제약,200230,Dec-17,3353174,3036027
(주)토박스코리아,215480,Dec-17,153886,153886
(주)토비스,51360,Dec-17,1179719,428810
(주)토탈소프트뱅크,45340,Dec-17,124341,124341
(주)톱텍,108230,Dec-17,2052896,1920360
(주)투비소프트,79970,Dec-17,1133931,871395
(주)트루윈,105550,Dec-17,1592229,1592229
(주)특수건설,26150,Dec-17,849529,849529
(주)티비씨,33830,Dec-17,4684,1138
(주)티사이언티픽,57680,Dec-17,1617733,1617733
(주)티씨엠생명과학,228180,Dec-17,1660114,1660114
(주)티씨케이,64760,Dec-17,0,0
(주)티에스넥스젠,43220,Dec-17,2512756,2344737
(주)티에스이,131290,Dec-17,771797,0
(주)티에스트릴리온,284610,Dec-17,0,
(주)티엘아이,62860,Dec-17,0,0
(주)티케이케미칼,104480,Dec-17,8315518,8315518
(주)티플랙스,81150,Dec-17,1055073,1055073
(주)티피씨,130740,Dec-17,450825,436650
(주)티피씨메카트로닉스,48770,Dec-17,1225332,958814
(주)파나진,46210,Dec-17,177607,177607
(주)파라다이스,34230,Dec-17,25062962,2246283
(주)파라텍,33540,Dec-17,293821,289467
(주)파루,43200,Dec-17,1025919,1025065
(주)파마리서치,214450,Dec-17,7779,0
(주)파버나인,177830,Dec-17,1169656,1055992
(주)파세코,37070,Dec-17,273790,273790
(주)파수,150900,Dec-17,796217,796217
(주)파워로직스,47310,Dec-17,1523814,934280
(주)파이오링크,170790,Dec-17,89695,134
(주)파인넥스,123260,Dec-17,2628396,1783123
(주)파인디앤씨,49120,Dec-17,1733633,1636018
(주)파인디지털,38950,Dec-17,0,0
(주)파인테크닉스,106240,Dec-17,3526252,2981092
(주)파인텍,131760,Dec-17,4066634,3532347
(주)파커스,65690,Dec-17,242896,242896
(주)파크시스템스,140860,Dec-17,1346,148
(주)파트론,91700,Dec-17,1246555,954717
(주)파티게임즈,194510,Dec-17,4599611,4595548
(주)팍스넷,38160,Dec-17,0,0
(주)팜스토리,27710,Dec-17,11256021,5965361
(주)팬스타엔터프라이즈,54300,Dec-17,877685,877685
(주)팬엔터테인먼트,68050,Dec-17,587069,610910
(주)팬젠,222110,Dec-17,1,1
(주)펄어비스,263750,Jun-17,150489,150489
(주)펩트론,87010,Dec-17,0,0
(주)포메탈,119500,Dec-17,143882,143882
(주)포스코아이씨티,22100,Dec-17,313359,252875
(주)포스코엠텍,9520,Dec-17,1156779,1156779
(주)포스코케미칼,3670,Dec-17,1517622,1350
(주)포인트엔지니어링,176560,Dec-17,506240,506240
(주)포인트엔지니어링,256630,Dec-17,0,
(주)폴라리스세원,234100,Dec-17,123626,123626
(주)폴라리스오피스,41020,Dec-17,0,0
(주)폴라리스우노,114630,Dec-17,347,0
(주)푸드웰,5670,Dec-17,1232092,493426
(주)푸른기술,94940,Dec-17,73044,73044
(주)퓨전,195440,Dec-17,164669,164669
(주)퓨쳐켐,220100,Dec-17,3229,937
(주)프럼파스트,35200,Dec-17,80592,80236
(주)프로스테믹스,203690,Dec-17,66,66
(주)프로텍,53610,Dec-17,204053,123484
(주)프리엠스,53160,Dec-17,286,286
(주)플래스크,41590,Dec-17,4642990,4642990
(주)플랜티넷,75130,Dec-17,53074,0
(주)플레이위드,23770,Dec-17,760821,760821
(주)피델릭스,32580,Dec-17,776699,776699
(주)피씨디렉트,51380,Dec-17,366904,366904
(주)피앤텔,54340,Dec-17,230169,230169
(주)피에이치씨,57880,Dec-17,1560955,1560955
(주)피엔티,137400,Dec-17,1752327,1549105
(주)피엔풍년,24940,Dec-17,224879,224879
(주)피제이메탈,128660,Dec-17,815126,815126
(주)피제이전자,6140,Dec-17,0,0
(주)픽셀플러스,87600,Dec-17,0,0
(주)필옵틱스,161580,Dec-17,990622,987601
(주)하림,136480,Dec-17,4206464,4131828
(주)하림지주,3380,Dec-17,119612000,14510967
(주)하이로닉,149980,Dec-17,64277,36291
(주)하이비젼시스템,126700,Dec-17,144783,93362
(주)하이소닉,106080,Dec-17,2037383,1981398
(주)하이텍팜,106190,Dec-17,33543,33543
(주)하츠,66130,Dec-17,0,0
(주)한국가구,4590,Dec-17,131513,90145
(주)한국경제티브이,39340,Dec-17,75419,75419
(주)한국비엔씨,226610,Dec-17,863451,863451
(주)한국비엔씨,256840,Dec-17,0,
(주)한국아트라스비엑스,23890,Dec-17,558023,558023
(주)한국코퍼레이션,50540,Dec-17,826818,825720
(주)한국큐빅,21650,Dec-17,980692,237715
(주)한국테크놀로지,53590,Dec-17,1295385,1295385
(주)한국팩키지,37230,Dec-17,158473,158473
(주)한글과컴퓨터,30520,Dec-17,2029904,627113
(주)한네트,52600,Dec-17,830806,830806
(주)한빛소프트,47080,Dec-17,163919,152698
(주)한송네오텍,226440,Dec-17,0,
(주)한일진공,123840,Dec-17,1976075,1652799
(주)한창바이오텍,43090,Dec-17,483207,483207
(주)한컴위드,54920,Dec-17,1012014,1012014
(주)한컴지엠디,77280,Dec-17,449336,395608
(주)한탑,2680,Dec-17,2344715,2225785
(주)한프,66110,Dec-17,4069437,4067613
(주)핸디소프트,220180,Dec-17,398982,397870
(주)행남사,8800,Dec-17,1690291,1690291
(주)헥토이노베이션,214180,Dec-17,5581,2490
(주)헬릭스미스,84990,Dec-17,77391,77391
(주)현대공업,170030,Dec-17,0,0
(주)현대바이오랜드,52260,Dec-17,522888,522888
(주)현대에버다임,41440,Dec-17,968581,377362
(주)현대이지웰,90850,Dec-17,282917,282800
(주)협진,138360,Dec-17,73329,63241
(주)형지아이앤씨,11080,Dec-17,1626233,1626233
(주)홈센타홀딩스,60560,Dec-17,3960808,2911847
(주)홈캐스트,64240,Dec-17,642288,642288
(주)화신정공,126640,Dec-17,85,85
(주)화신테크,86250,Dec-17,1589925,1249081
(주)화진,134780,Dec-17,665051,286550
(주)휴럼,284420,Dec-17,0,
(주)휴맥스,115160,Dec-17,12823816,7344298
(주)휴맥스홀딩스,28080,Dec-17,897411,673131
(주)휴먼엔,32860,Dec-17,529511,384819
(주)휴메딕스,200670,Dec-17,140494,139577
(주)휴비츠,65510,Dec-17,780439,717020
(주)휴센텍,215090,Dec-17,0,
(주)휴엠앤씨,263920,Dec-17,70011,70011
(주)휴온스,243070,Dec-17,1083639,798382
(주)휴온스글로벌,84110,Dec-17,1520884,0
(주)흥국,10240,Dec-17,220981,220981
(주)흥국에프엔비,189980,Dec-17,181910,174418
(주)희림종합건축사사무소,37440,Dec-17,2272514,2272514
(주)힘스,238490,Dec-17,397368,397368
KB오토시스(주),24120,Dec-17,858236,757815
KD(주),44180,Dec-17,1056155,837228
가온미디어(주),78890,Dec-17,1602158,1459032
감성코퍼레이션(주),36620,Dec-17,412217,412217
갤럭시아머니트리(주),94480,Dec-17,2185856,2185856
경남스틸(주),39240,Dec-17,778426,778426
경남제약(주),53950,Dec-17,1146603,1146603
경동제약(주),11040,Dec-17,92357,0
경창산업(주),24910,Dec-17,10871641,9524387
고려신용정보(주),49720,Dec-17,0,0
고려제약(주),14570,Dec-17,26313,26313
광진실업(주),26910,Dec-17,198313,198313
국일신동(주),60480,Dec-17,4770,4770
국일제지(주),78130,Dec-17,1558897,1558897
글로벌에스엠테크리미티드,900070,Dec-17,747208,
글로벌텍스프리(주),204620,Dec-17,248343,248343
글로본(주),19660,Dec-17,7624,7624
금강철강(주),53260,Dec-17,65559,33705
나노캠텍(주),91970,Dec-17,914691,332294
나라엠앤디(주),51490,Dec-17,1183671,703771
나무기술(주),242040,Dec-17,0,
나이스정보통신(주),36800,Dec-17,480058,480057
나이스평가정보(주),30190,Dec-17,0,0
남화토건(주),91590,Dec-17,0,0
넥슨지티(주),41140,Dec-17,523953,0
농업회사법인(주)농우바이오,54050,Dec-17,926869,854928
뉴지랩파마(주),214870,Dec-17,161345,161345
다믈멀티미디어(주),93640,Dec-17,154859,154859
대동금속(주),20400,Dec-17,522402,522402
대동기어(주),8830,Dec-17,2154948,2154948
대봉엘에스(주),78140,Dec-17,21921,8392
대아티아이(주),45390,Dec-17,24214,24214
대양전기공업(주),108380,Dec-17,409,0
대양제지공업(주),6580,Dec-17,2353369,1238601
대원미디어(주),48910,Dec-17,7482,7482
대원산업(주),5710,Dec-17,476617,0
대정화금(주),120240,Dec-17,2694,2694
대주산업(주),3310,Dec-17,304583,304583
대주전자재료(주),78600,Dec-17,2519908,2374716
대한광통신(주),10170,Dec-17,1749795,1749197
대한그린파워(주),60900,Dec-17,954597,954597
대한뉴팜(주),54670,Dec-17,1507414,1507414
대한약품공업(주),23910,Dec-17,351325,351325
대화제약(주),67080,Dec-17,1322927,1152601
더이앤엠(주),89230,Dec-17,296004,283717
덕산네오룩스(주),213420,Dec-17,20670,20670
덕산하이메탈(주),77360,Dec-17,27383,27383
덕우전자(주),263600,Dec-17,18010,354
데브시스터즈(주),194480,Dec-17,3219,0
도이치모터스(주),67990,Dec-17,6865089,5297072
동국산업(주),5160,Dec-17,4133479,2658918
동국제약(주),86450,Dec-17,239445,27816
동신건설(주),25950,Dec-17,9016,9016
동아화성(주),41930,Dec-17,1805444,790860
동양이엔피(주),79960,Dec-17,83839,27663
동양파일(주),228340,Dec-17,401057,401057
동일금속(주),109860,Dec-17,184154,39229
동일철강(주),23790,Dec-17,2749211,2749211
동화기업(주),25900,Dec-17,9076448,6608454
디에스티(주),33430,Dec-17,4576928,2966925
디엑스앤브이엑스(주),180400,Dec-17,186621,186621
디와이피엔에프(주),104460,Dec-17,251045,771322
디젠스(주),113810,Dec-17,1669741,1456586
디케이락(주),105740,Dec-17,243390,243390
라온시큐어(주),42510,Dec-17,16488,16488
램테크놀러지(주),171010,Dec-17,928346,914667
럭슬(주),33600,Dec-17,897416,897416
로스웰인터내셔널유한회사,900260,Dec-17,1450533,
로체시스템즈(주),71280,Dec-17,246109,246109
리노공업(주),58470,Dec-17,0,0
마이크로로봇(주),182690,Dec-17,4517,4517
매일유업(주),267980,Dec-17,2586580,2586580
매일홀딩스(주),5990,Dec-17,5309539,0
메가스터디(주),72870,Dec-17,316767,49829
메가스터디교육(주),215200,Dec-17,167338,30702
메가엠디(주),133750,Dec-17,71824,71824
메디앙스(주),14100,Dec-17,662212,662212
메디포스트(주),78160,Dec-17,393070,372859
모바일어플라이언스(주),87260,Dec-17,1006857,1006857
모트렉스(주),118990,Dec-17,1993293,1893662
무림에스피(주),1810,Dec-17,1265128,877870
미래나노텍(주),95500,Dec-17,2840179,2212612
미래오토스,176440,Dec-17,790712,413031
미스터블루(주),207760,Dec-17,67662,67660
바디텍메드(주),206640,Dec-17,1162195,1156602
바이온(주),32980,Dec-17,1412411,1358532
베뉴지(주),19010,Dec-17,3399007,2761772
보성파워텍(주),6910,Dec-17,270511,245244
비디아이(주),148140,Dec-17,871538,871538
비에이치아이(주),83650,Dec-17,9179612,9179613
빛샘전자(주),72950,Dec-17,25255,0
삼강엠앤티(주),100090,Dec-17,6788570,6672114
삼륭물산(주),14970,Dec-17,1011261,555193
삼목에스폼(주),18310,Dec-17,0,0
삼보모터스(주),53700,Dec-17,9196543,4433982
삼보산업(주),9620,Dec-17,7649923,6815372
삼아제약(주),9300,Dec-17,0,0
삼영엠텍(주),54540,Dec-17,911650,530339
삼영이엔씨(주),65570,Dec-17,81953,78876
삼지전자(주),37460,Dec-17,4460165,1337199
삼천당제약(주),250,Dec-17,197639,149482
삼천리자전거(주),24950,Dec-17,1761242,1239728
삼현철강(주),17480,Dec-17,0,0
상신이디피(주),91580,Dec-17,1753924,1195929
상신전자(주),263810,Dec-17,446735,216931
서암기계공업(주),100660,Dec-17,0,0
서울반도체(주),46890,Dec-17,4348119,1797700
서울전자통신(주),27040,Dec-17,1219783,1092079
서호전기(주),65710,Dec-17,78239,70567
성우전자(주),81580,Dec-17,543044,1
성우테크론(주),45300,Dec-17,332741,286709
성호전자(주),43260,Dec-17,1429900,878848
세명전기공업(주),17510,Dec-17,804,804
세종머티리얼즈(주),135270,Dec-17,0,
세종텔레콤(주),36630,Dec-17,1846167,1846167
소니드(주),60230,Dec-17,2039324,2038266
소프트캠프(주),210610,Dec-17,0,
소프트캠프(주),258790,Dec-17,0,
솔브레인홀딩스(주),36830,Dec-17,4098065,1990132
스튜디오드래곤(주),253450,Dec-17,1736571,1736571
시그네틱스(주),33170,Dec-17,758276,758276
신라섬유(주),1000,Dec-17,575227,575227
신라에스지(주),25870,Dec-17,633690,611261
신라젠(주),215600,Dec-17,3605579,4034286
신성델타테크(주),65350,Dec-17,4304591,2283970
신신제약(주),2800,Dec-17,288891,288891
신원종합개발(주),17000,Dec-17,379142,348221
신일제약(주),12790,Dec-17,182178,182178
신화인터텍(주),56700,Dec-17,1895381,1713354
신흥에스이씨(주),243840,Dec-17,1315211,795352
쌍용정보통신(주),10280,Dec-17,98025,98025
씨비아이(주),13720,Dec-17,232657,232657
씨아이에스(주),222080,Dec-17,53554,53554
씨앤지하이테크(주),264660,Dec-17,11333,11333
씨앤티85(주),56730,Dec-17,3872995,3871557
씨제이프레시웨이(주),51500,Dec-17,7264134,6720269
씨큐브(주),101240,Dec-17,366695,366695
아미코젠(주),92040,Dec-17,968487,70880
아비코전자(주),36010,Dec-17,173645,173444
아이쓰리시스템(주),214430,Dec-17,83506,83506
아이진(주),185490,Dec-17,42173,42173
아이크래프트(주),52460,Dec-17,127039,102781
아이텍(주),119830,Dec-17,431350,431350
아진산업(주),13310,Dec-17,12106806,7202671
안국약품(주),1540,Dec-17,821980,518945
알리코제약(주),260660,Dec-17,602392,602392
알서포트(주),131370,Dec-17,18434,17598
알에스오토메이션(주),140670,Dec-17,696574,689694
알에프에이치아이씨(주),218410,Dec-17,297281,286816
애니젠(주),196300,Dec-17,0,0
애머릿지코퍼레이션,900100,Dec-17,2645105,2625233
앱클론(주),174900,Dec-17,46795,46795
어보브반도체(주),102120,Dec-17,37730,37730
에스넷시스템(주),38680,Dec-17,85070,70663
에스디엔(주),99220,Dec-17,3000358,2790632
에스맥(주),97780,Dec-17,2426599,2128512
에스비더블유생명과학(주),151910,Dec-17,3495714,3182542
에스씨아이평가정보(주),36120,Dec-17,314,314
에스앤씨엔진그룹리미티드,900080,Dec-17,97175,
에스에이치엔엘(주),50320,Dec-17,106,106
에스엔유프리시젼(주),80000,Dec-17,973485,973485
에스엔케이폴리텍(주),91340,Dec-17,1837793,890009
에스와이(주),109610,Dec-17,5053828,2672285
에스지씨이테크건설(주),16250,Dec-17,31169894,2721117
에스지에이(주),49470,Dec-17,2519839,928926
에스지에이솔루션즈(주),184230,Dec-17,1509267,703040
에스지에이클라우드서비스(주),224880,Dec-17,798186,798186
에스지이(주),255220,Dec-17,1417200,1346476
에스케이 머티리얼즈(주),36490,Dec-17,12936624,8515569
에스케이씨솔믹스(주),57500,Dec-17,3221747,3221747
에스텍(주),69510,Dec-17,290832,0
에스트래픽(주),234300,Dec-17,614278,250710
에스티팜(주),237690,Dec-17,63606,63606
에이아이비트(주),39230,Dec-17,1102949,1080861
에이치엘비(주),28300,Dec-17,4229284,4213043
에이치엘비생명과학(주),67630,Dec-17,1547188,1383239
에이치엘비제약(주),47920,Dec-17,2107195,2107195
에이치엘비테라퓨틱스(주),115450,Dec-17,671910,688538
에이테크솔루션(주),71670,Dec-17,1078542,883898
에이피시스템(주),265520,Dec-17,2897805,2897805
에이피에스홀딩스(주),54620,Dec-17,587177,67582
에이피위성(주),211270,Dec-17,1100,1100
에코바이오홀딩스(주),38870,Dec-17,1831526,1641341
에코플라스틱(주),38110,Dec-17,7066666,1929985
에프엔에스테크(주),83500,Dec-17,236170,236170
엑스큐어(주),70300,Dec-17,8914,8914
엔브이에이치코리아(주),67570,Dec-17,3369407,783022
엔시트론(주),101400,Dec-17,1562840,1562840
엔에이치엔한국사이버결제(주),60250,Dec-17,89952,59914
엘비세미콘(주),61970,Dec-17,3380300,3380300
엘컴텍(주),37950,Dec-17,82337,106
엘티씨(주),170920,Dec-17,1624608,1125377
엠에프엠코리아(주),251960,Dec-17,0,
엠케이전자(주),33160,Dec-17,10148112,3226121
영신금속공업(주),7530,Dec-17,2266515,1857335
영풍정밀(주),36560,Dec-17,0,0
영화테크(주),265560,Dec-17,146338,121464
예스이십사(주),53280,Dec-17,613733,511887
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-17,413226,
오로라월드(주),39830,Dec-17,2447854,1208890
오상자이엘(주),53980,Dec-17,412096,315029
오성첨단소재(주),52420,Dec-17,2001382,2001382
오션브릿지(주),241790,Dec-17,775242,756037
오스템임플란트(주),48260,Dec-17,4881537,3565821
옴니시스템(주),57540,Dec-17,562847,521101
옵티시스(주),109080,Dec-17,100827,100827
와이더블유(주),51390,Dec-17,558296,558296
와이아이케이(주),232140,Dec-17,572042,572042
와이엠씨(주),155650,Dec-17,354215,103269
와이엠티(주),251370,Dec-17,845889,643147
와토스코리아(주),79000,Dec-17,0,0
우리바이오(주),82850,Dec-17,8843297,2332637
우리산업(주),215360,Dec-17,2284874,2263258
우리산업홀딩스(주),72470,Dec-17,2740426,37549
우리손에프앤지농업회사법인(주),73560,Dec-17,3236717,889401
우리엔터프라이즈(주),37400,Dec-17,9377787,534490
우리이앤엘(주),153490,Dec-17,2394504,1491834
우림피티에스(주),101170,Dec-17,52611,52611
우수AMS(주),66590,Dec-17,1176155,786416
우원개발(주),46940,Dec-17,857541,563565
우진비앤지(주),18620,Dec-17,1088667,1088667
원텍(주),216280,Dec-17,476833,476796
원풍물산(주),8290,Dec-17,328551,328551
위즈코프(주),38620,Dec-17,134485,0
유네코(주),64510,Dec-17,3666001,3550155
유니셈(주),36200,Dec-17,446703,446703
유니슨(주),18000,Dec-17,7028412,7028135
유비벨록스(주),89850,Dec-17,2071732,1248690
유아이엘(주),49520,Dec-17,0,0
유진기업(주),23410,Dec-17,27542829,17829699
이노시스(주),56090,Dec-17,94933,94933
이니텍(주),53350,Dec-17,715876,5485
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-17,303013,
이에스산업(주),241510,Dec-17,0,
이엘케이(주),94190,Dec-17,5599876,5288170
이엠코리아(주),95190,Dec-17,3490339,3048652
이원컴포텍(주),88290,Dec-17,302093,126043
이트론(주),96040,Dec-17,0,0
이화공영(주),1840,Dec-17,69724,69724
이화전기공업(주),24810,Dec-17,172330,172330
인베니아(주),79950,Dec-17,1030974,1030974
인선이엔티(주),60150,Dec-17,3681556,2897105
인크로스(주),216050,Dec-17,606,0
인탑스(주),49070,Dec-17,1383278,684837
인포뱅크(주),39290,Dec-17,7809,0
인화정공(주),101930,Dec-17,2431797,1475571
잉글우드랩(주),950140,Dec-17,266098,8795
자안바이오(주),221610,Dec-17,216594,822
자이글(주),234920,Dec-17,0,0
재영솔루텍(주),49630,Dec-17,3051476,2794132
제너셈(주),217190,Dec-17,1253002,1253002
제룡산업(주),147830,Dec-17,6401,6401
제룡전기(주),33100,Dec-17,63318,63318
제이더블유신약(주),67290,Dec-17,2313547,1984553
제이스코홀딩스(주),23440,Dec-17,769266,769266
제이씨케미칼(주),137950,Dec-17,2043252,1735382
제이씨현시스템(주),33320,Dec-17,54086,43160
제이엔케이히터(주),126880,Dec-17,1921339,1407657
제이엠아이(주),33050,Dec-17,990723,49657
제이엠티(주),94970,Dec-17,704128,464555
조광아이엘아이(주),44060,Dec-17,36462,36462
조아제약(주),34940,Dec-17,545784,545784
주성엔지니어링(주),36930,Dec-17,427982,427982
줌인터넷(주),229480,Dec-17,0,0
줌인터넷(주),239340,Dec-17,0,
지나인제약(주),78650,Dec-17,2873734,2526086
지니언스(주),263860,Dec-17,463,463
지더블유바이텍(주),36180,Dec-17,0,0
지스마트글로벌(주),114570,Dec-17,1845333,1845333
지에이치신소재(주),130500,Dec-17,30697,5404
지엔원에너지(주),270520,Dec-17,0,
지엘팜텍(주),204840,Dec-17,102545,102545
진양제약(주),7370,Dec-17,428306,428306
차이나그레이트스타인터내셔널리미티드,900040,Dec-17,3794775,
차이나크리스탈신소재홀딩스,900250,Dec-17,373075,
차이나하오란리사이클링유한공사,900090,Dec-17,5962683,
참존글로벌(주),158310,Dec-17,1181558,1176288
참좋은여행(주),94850,Dec-17,318020,318020
카페24(주),42000,Dec-17,474141,459892
커머스마이너 (주),223310,Dec-17,3031218,3055624
컬러레이홀딩스,900310,Dec-17,292434,
케이디켐(주),221980,Dec-17,69520,69520
케이만금세기차륜집단유한공사,900280,Dec-17,323300,
케이맥(주),43290,Dec-17,1420987,1420987
케이비아이메탈(주),24840,Dec-17,4197841,4190608
케이에이치건설(주),226360,Dec-17,3618,3618
케이에이치전자(주),111870,Dec-17,29991,0
케이엠제약(주),225430,Dec-17,0,
케이지이티에스(주),151860,Dec-17,791203,791203
케이피엑스라이프사이언스(주),114450,Dec-17,64341,64341
코나아이(주),52400,Dec-17,1232668,1140199
코드네이처(주),78940,Dec-17,2166625,1354657
코리아에프티(주),123410,Dec-17,2105773,1097815
코스맥스엔비티(주),222040,Dec-17,1679967,1103314
코아스템(주),166480,Dec-17,85970,0
코오롱생명과학(주),102940,Dec-17,1028162,1028162
코오롱티슈진(주),950160,Dec-17,757953,757953
코웰패션(주),33290,Dec-17,768573,756132
코위버(주),56360,Dec-17,204876,204876
콜마비앤에이치(주),200130,Dec-17,285422,0
큐렉소(주),60280,Dec-17,86640,86640
크로바하이텍(주),43590,Dec-17,577781,577781
크루셜텍(주),114120,Dec-17,4964221,4376310
크리스탈지노믹스(주),83790,Dec-17,1177875,707987
키네마스터(주),139670,Dec-17,0,0
테고사이언스(주),191420,Dec-17,525525,521251
테라사이언스(주),73640,Dec-17,2194441,2197394
티제이미디어(주),32540,Dec-17,25384,0
티케이지애강(주),22220,Dec-17,219200,219200
팅크웨어(주),84730,Dec-17,733254,604890
파나케이아(주),58530,Dec-17,3550084,2447845
패션플랫폼(주),225590,Dec-17,0,
풍국주정공업(주),23900,Dec-17,511712,0
피씨엘(주),241820,Dec-17,7911,7911
피아이첨단소재(주),178920,Dec-17,1087422,1087422
피앤씨테크(주),237750,Dec-17,16219,16219
피에스케이홀딩스(주),31980,Dec-17,0,0
피에스텍(주),2230,Dec-17,141761,141761
피에이치에이(주),43370,Dec-17,2824839,946047
하나마이크론(주),67310,Dec-17,8400992,7444305
하나머티리얼즈(주),166090,Dec-17,723177,723177
하이록코리아(주),13030,Dec-17,510111,340496
하이즈항공(주),221840,Dec-17,1003704,996018
한국기업평가(주),34950,Dec-17,9252,9252
한국맥널티(주),222980,Dec-17,132735,132735
한국선재(주),25550,Dec-17,2326194,1798944
한국알콜산업(주),17890,Dec-17,1181506,0
한국전자금융(주),63570,Dec-17,3101288,2536912
한국전자인증(주),41460,Dec-17,0,0
한국정밀기계(주),101680,Dec-17,536481,536481
한국정보공학(주),39740,Dec-17,411850,383485
한국정보인증(주),53300,Dec-17,0,0
한국정보통신(주),25770,Dec-17,362726,362726
한국컴퓨터(주),54040,Dec-17,490828,92676
한라아이엠에스(주),92460,Dec-17,411598,411599
한솔아이원스(주),114810,Dec-17,5056029,5056029
한솔인티큐브(주),70590,Dec-17,278093,278093
한양디지텍(주),78350,Dec-17,180811,34481
한양이엔지(주),45100,Dec-17,355995,252194
한일네트웍스(주),46110,Dec-17,59372,59372
한일단조공업(주),24740,Dec-17,3409397,2945833
한일사료(주),5860,Dec-17,2453227,842527
한일화학공업(주),7770,Dec-17,833511,151705
한창산업(주),79170,Dec-17,9503,9503
해성산업(주),34810,Dec-17,0,0
해성옵틱스(주),76610,Dec-17,3245254,2583300
헝셩그룹유한회사,900270,Dec-17,2056814,
현대바이오사이언스(주),48410,Dec-17,1736205,1736205
현대에이치티(주),39010,Dec-17,1682,1682
현대정보기술(주),26180,Dec-17,1938570,1938570
현우산업(주),92300,Dec-17,599280,599280
현진소재(주),53660,Dec-17,9072579,9072579
화성밸브(주),39610,Mar-17,487071,487071
화일약품(주),61250,Dec-17,505276,505276
휴림네트웍스(주),192410,Dec-17,407125,171682
휴림로봇(주),90710,Dec-17,2310920,2310920
휴마시스(주),205470,Dec-17,190866,190866
휴젤(주),145020,Dec-17,1493187,1493186
흥구석유(주),24060,Dec-17,127191,127191
