회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도
(주)지니뮤직,43610,17-Dec,0,0,0,139493909,0,0,0,139493909,0
(주)지란지교시큐리티,208350,17-Dec,0,3000000,0,45583939,1610000,4380000,0,68111887,0.087943533
(주)지씨셀,144510,17-Dec,0,0,0,55355541,0,0,0,55355541,0
(주)지어소프트,51160,17-Dec,0,1564200,1624420,15843595,0,1989343,1624420,26928765,0.134197131
(주)지에스이,53050,17-Dec,15345180,8149334,1326450,145461519,15345180,8149334,1326450,145461519,0.170635947
(주)지에스홈쇼핑,28150,17-Dec,0,0,0,1424845881,0,0,0,1425154432,0
(주)지엔씨에너지,119850,17-Dec,2817600,18299935,713400,103251521,2817600,19256043,713400,114247941,0.199452549
(주)지엔코,65060,17-Dec,1540000,41760000,0,207595634,2932230,34862555,0,289551147,0.130528873
(주)지유온,111820,17-Dec,1169961,0,1843599,88822863,1169961,520000,1843599,90529008,0.039032351
(주)진로발효,18120,17-Dec,294000,5701811,42000,105718949,294000,5851811,42000,107030438,0.057813563
(주)진매트릭스,109820,17-Dec,0,4000000,0,16343467,0,4100000,0,17743477,0.231070832
(주)진바이오텍,86060,17-Dec,0,116478,0,38091753,7751751,4816489,0,59542775,0.211079178
(주)진성티이씨,36890,17-Dec,5750000,8500000,1635000,163332598,8347865,19214000,1635000,192429371,0.151727695
(주)차바이오텍,85660,17-Dec,0,0,0,297631232,47505535,5372775,2763668,785602167,0.07082717
(주)창해에탄올,4650,17-Dec,0,38031066,20000000,168501703,39750280,75942017,31805263,383132532,0.384977906
(주)체리부로,66360,17-Dec,11170914,50058487,9089049,204540574,35417354,65608487,10853269,255024663,0.438699178
(주)초록뱀미디어,47820,17-Dec,0,0,12533991,99133105,432019,2756000,12533991,111076858,0.141541724
(주)초록뱀이앤엠,131100,17-Dec,0,3703200,13053910,30335832,0,3703200,14053910,30346571,0.58514387
(주)초록뱀컴퍼니,52300,17-Dec,15785910,3698352,468502,113683574,15785910,3698352,468502,118083662,0.16897142
(주)칩스앤미디어,94360,17-Dec,0,0,0,29206913,0,0,0,29007462,0
(주)카스,16920,17-Dec,825000,31460825,9233420,118562088,1164218,36929268,9233420,116218525,0.407223427
(주)카이노스메드,220250,17-Dec,0,70000,0,7587366,0,70000,0,7587366,0.009225863
(주)캐스텍코리아,71850,17-Dec,20047600,49347849,5793360,238562123,24344688,65835206,5793360,261098687,0.367574633
(주)캠시스,50110,17-Dec,600000,40104060,1200000,216896457,5823075,70365102,1200000,256174816,0.302091276
(주)컴투스,78340,17-Dec,0,0,0,830072450,0,0,0,838310852,0
(주)컴투스홀딩스,63080,17-Dec,16666660,0,36066640,206670519,16666660,1200000,36066640,338029216,0.159552185
(주)케미메디,205290,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)케스피온,79190,17-Dec,7700672,16092370,10138050,107131238,9694574,19076961,11211757,110999149,0.360212599
(주)케어랩스,263700,17-Dec,0,2000000,0,33172482,0,2000000,800000,39819882,0.070316632
(주)케어젠,214370,17-Dec,0,0,0,218425390,0,0,0,221822603,0
(주)케이사인,192250,17-Dec,0,0,0,71381046,0,150000,0,73192849,0.002049381
(주)케이씨씨건설,21320,17-Dec,65800000,64000000,39966427,941683141,65800000,64000000,39966427,942080848,0.180203671
(주)케이씨아이,36670,17-Dec,82450,10500000,19400,62710014,82450,10500000,19400,62710014,0.169061515
(주)케이씨에스,115500,17-Dec,0,0,0,28510219,0,0,0,28510219,0
(주)케이씨티,89150,17-Dec,13000000,0,0,62835903,13000000,0,0,62835903,0.206888091
(주)케이씨피드,25880,17-Dec,6526971,24370875,5634315,105559310,6636391,24370875,5661675,105511178,0.347536078
(주)케이아이엔엑스,93320,17-Dec,0,0,0,57901667,0,0,0,65275232,0
(주)케이에스피,73010,17-Dec,0,0,0,46288402,0,0,0,46288402,0
(주)케이에이치바텍,60720,17-Dec,0,5000000,0,241234064,1472850,28793163,16846884,320081206,0.147190451
(주)케이엑스이노베이션,122450,17-Dec,6000000,2500000,0,133672142,41988555,7852323,0,537109638,0.092794607
(주)케이엑스하이텍,52900,17-Dec,280000,5800000,0,64114674,521475,6209125,0,65717628,0.102416965
(주)케이엔더블유,105330,17-Dec,1200000,6471992,600000,50251505,1200000,8829072,608555,68884489,0.154427029
(주)케이엔엔,58400,17-Dec,0,0,0,201506580,0,0,0,202687243,0
(주)케이엘넷,39420,17-Dec,0,0,0,39646327,0,0,0,39556614,0
(주)케이엠,83550,17-Dec,0,8300000,87500,81097917,0,8300000,87500,101216849,0.082866638
(주)케이엠더블유,32500,17-Dec,0,53434531,15000000,214741466,2010665,50986132,15190969,213354657,0.319598208
(주)케이지모빌리언스,46440,17-Dec,0,30000000,100000000,380673939,9920000,68900000,100000000,464307883,0.38513238
(주)케이지이니시스,35600,17-Dec,0,20000000,0,441411124,10541703,102186358,100305252,926244871,0.229996753
(주)케이티서브마린,60370,17-Dec,9642600,0,6428400,142796539,9642600,0,6428400,142796539,0.112544745
(주)케이티알파,36030,17-Dec,0,0,0,258240378,0,0,0,258240378,0
(주)케이프,64820,17-Dec,8000000,41700000,9074666,211073594,75701008,43025000,14174348,1323297080,0.100431232
(주)케이피에스,256940,17-Dec,920000,0,609960,32501006,920000,0,609960,32501006,0.047074235
(주)케이피에프,24880,17-Dec,12666560,100039596,15333430,367650469,51832453,134039828,15333933,418037497,0.481311403
(주)케이피엠테크,42040,17-Dec,14083724,4631881,0,130401752,14516972,4631881,4419287,121781612,0.193527903
(주)케이피티유,54410,17-Dec,5700000,16500000,0,65296002,7328366,16500000,463595,68247260,0.355940458
(주)케일럼,258610,17-Dec,7050000,5856472,560000,41844935,7050000,5856472,560000,41844935,0.321818447
(주)켐온,217600,17-Dec,0,0,0,39462658,0,0,0,39462658,0
(주)켐트로닉스,89010,17-Dec,17783290,48149579,15600020,192638240,22935199,64330830,21159210,220667821,0.491350477
(주)켐트로스,220260,17-Dec,12812580,184642,1887420,51518272,12812580,184642,1887420,51518272,0.288919667
(주)코너스톤네트웍스,33110,17-Dec,0,8887000,0,41278481,0,8845000,0,41577329,0.212736128
(주)코다코,46070,17-Dec,61350770,115788015,32293679,373944688,99235260,119622459,32895607,417416923,0.603121992
(주)코데즈컴바인,47770,17-Dec,0,0,0,31568837,0,0,0,31578877,0
(주)코디,80530,17-Dec,0,6000000,0,41279052,506000,6280100,0,42501591,0.159666964
(주)코디엠,224060,17-Dec,0,1000000,500000,63642121,38889,1000000,511111,60951343,0.025430121
(주)코렌텍,104540,17-Dec,4890000,224710,7455421,104081744,4890000,224710,7455421,100577807,0.124979172
(주)코리아나화장품,27050,17-Dec,3999200,9894153,999800,118189904,3999200,9894153,999800,121097694,0.122984613
(주)코리아에스이,101670,17-Dec,0,0,0,32323515,0,0,0,41482384,0
(주)코맥스,36690,17-Dec,0,6840558,0,106655383,0,6840558,0,104882960,0.065220871
(주)코메론,49430,17-Dec,0,8564424,0,128677892,831617,8592084,189298,139135359,0.069090985
(주)코미코,183300,17-Dec,0,2700000,7696000,107469975,1761858,8860550,8267413,121072950,0.15602016
(주)코미팜,41960,17-Dec,5589529,13620000,17837779,130076692,5857379,13620000,17837779,149268453,0.249986901
(주)코세스,89890,17-Dec,0,0,0,33041534,0,0,0,33041534,0
(주)코센,9730,17-Dec,603280,7492445,7787400,57150089,603280,7494545,7787400,57162040,0.277898147
(주)코스나인,82660,17-Dec,10136200,19640000,6964069,103432210,10136200,27873908,6964069,181360692,0.247981944
(주)코스메카코리아,241710,17-Dec,0,0,0,143768583,0,2138644,0,151059278,0.014157647
(주)코스온,69110,17-Dec,4899994,12345207,3016178,130244325,4899994,15631921,3016178,139432991,0.168884658
(주)코썬바이오,204990,17-Dec,0,0,0,120440135,0,4820000,0,128032491,0.037646694
(주)코아시아,45970,17-Dec,0,5000000,6000000,133209216,39044058,70089543,8335504,331114667,0.354768655
(주)코아시아옵틱스,196450,17-Dec,1999970,3228002,1428550,65341499,1999970,4919579,1428550,68339098,0.122156997
(주)코엔텍,29960,17-Dec,25805200,0,1071800,160299247,25805200,0,1071800,172746242,0.155586597
(주)코원플레이,56000,17-Dec,0,0,0,23050028,0,0,0,22125522,0
(주)코이즈,121850,17-Dec,1000000,14799000,2152600,43549826,1000000,16400198,2152600,45676171,0.428074367
(주)코콤,15710,17-Dec,0,0,0,128889699,0,0,0,128890686,0
(주)코텍,52330,17-Dec,0,0,232040,301919377,0,0,232040,301919377,0.00076855
(주)코프라,126600,17-Dec,0,0,0,127817900,0,9642600,0,142292865,0.067765871
(주)쿠첸,225650,17-Dec,0,0,0,105762541,0,0,0,105762541,0
(주)큐로컴,40350,17-Dec,0,11400000,0,112522617,1300000,9000000,0,117709804,0.087503331
(주)큐로홀딩스,51780,17-Dec,10149786,3034285,0,42640584,13062976,3000000,0,54861347,0.292792228
(주)큐리언트,115180,17-Dec,0,0,0,15678094,0,0,0,15678094,0
(주)큐브엔터테인먼트,182360,17-Dec,0,0,0,22050841,0,0,0,22136132,0
(주)큐에스아이,66310,17-Dec,0,0,0,57733520,0,0,0,55024425,0
(주)크레버스,96240,17-Dec,0,19000000,0,92111892,5800000,29039554,0,145606600,0.239271805
(주)크린앤사이언스,45520,17-Dec,10040000,1330120,5168789,65542655,10040000,3410102,5168789,65672135,0.283512802
(주)클라우드에어,36170,17-Dec,0,0,0,97432414,0,0,0,95146781,0
(주)클래시스,214150,17-Dec,12000000,5000000,2400000,63139777,12000000,5000000,2400000,63161123,0.307150967
(주)클리오,237880,17-Dec,0,0,0,235713564,0,0,0,232974676,0
(주)키이스트,54780,17-Dec,0,189822,1046081,61183883,0,0,1046081,106329813,0.009838078
(주)타이거일렉,219130,17-Dec,0,0,0,44924781,0,0,0,44924781,0
(주)탑엔지니어링,65130,17-Dec,0,27839818,1000000,237565190,3630636,63208072,1874000,462538541,0.148555638
(주)탑코미디어,134580,17-Dec,0,0,0,37744899,0,0,0,37292883,0
(주)태광,23160,17-Dec,0,0,0,454010340,0,0,0,454010340,0
(주)태양,53620,17-Dec,6762780,0,3533320,178923751,6762780,0,3533320,188210060,0.054705365
(주)태웅,44490,17-Dec,256196503,0,5204175,1001617902,256196503,0,5204175,1001617902,0.26097844
(주)테라젠이텍스,66700,17-Dec,10595720,7292414,1917680,121191673,10595720,11113125,5217680,145421347,0.185162121
(주)테스,95610,17-Dec,500000,8900000,0,242893381,500000,8900000,0,242492887,0.038764024
(주)테크윙,89030,17-Dec,16572097,60996647,32430896,337916673,16623066,62487085,32554496,342380078,0.326142361
(주)텔레칩스,54450,17-Dec,0,0,0,123187722,0,0,0,123163202,0
(주)텔레필드,91440,17-Dec,4763620,1756741,5851376,47471762,4941580,3840741,8460016,54836220,0.314433362
(주)텔콘알에프제약,200230,17-Dec,0,11504685,0,175297812,4168000,12952399,49040302,209642245,0.315588592
(주)토박스코리아,215480,17-Dec,0,0,0,31328838,0,0,0,31328838,0
(주)토비스,51360,17-Dec,200000,4821300,375000,242706062,200000,26429380,375000,264185622,0.102217448
(주)토탈소프트뱅크,45340,17-Dec,4010000,0,600000,16188431,4010000,0,600000,16188431,0.284771267
(주)톱텍,108230,17-Dec,8428430,2000000,2871570,440763827,8450927,5000000,2880882,445178864,0.036685949
(주)투비소프트,79970,17-Dec,0,0,0,90222968,150000,2027499,1394054,96133679,0.037151943
(주)트루윈,105550,17-Dec,10939830,11330000,16115095,60392171,10939830,11330000,16115095,60392171,0.635594389
(주)특수건설,26150,17-Dec,7538400,7195890,400000,115920366,7538400,7195890,400000,117602522,0.128690182
(주)티비씨,33830,17-Dec,0,0,0,114706519,0,0,0,114357797,0
(주)티사이언티픽,57680,17-Dec,0,0,0,45277385,0,0,0,45277385,0
(주)티씨엠생명과학,228180,17-Dec,0,0,0,27617811,0,0,0,27617811,0
(주)티씨케이,64760,17-Dec,0,0,0,168791620,0,0,0,168791620,0
(주)티에스넥스젠,43220,17-Dec,8729520,1403277,12498900,63428582,9929520,4403277,12498900,67116848,0.39977588
(주)티에스이,131290,17-Dec,0,0,0,140045717,8300000,13167500,0,206198241,0.104110975
(주)티에스트릴리온,284610,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)티엘아이,62860,17-Dec,0,0,0,96637224,0,0,0,103630569,0
(주)티케이케미칼,104480,17-Dec,55624500,177072535,9804310,631962164,55624500,177072535,9804310,631962164,0.383727632
(주)티플랙스,81150,17-Dec,19641640,18511252,2972330,134805426,19641640,18511252,2972330,134805426,0.305070969
(주)티피씨,130740,17-Dec,3000000,22000000,0,93205303,3000000,22500000,0,94017485,0.271226145
(주)티피씨메카트로닉스,48770,17-Dec,6925950,17236737,4296562,83722491,6985950,21848236,4296562,94580825,0.350290326
(주)파나진,46210,17-Dec,0,0,0,31792758,0,0,0,31792758,0
(주)파라다이스,34230,17-Dec,0,0,0,1210156987,721773079,43828000,8154940,2435323992,0.317722004
(주)파라텍,33540,17-Dec,0,12262511,0,144329557,0,12262511,0,144843948,0.084660154
(주)파루,43200,17-Dec,0,0,0,66491057,0,0,0,68615702,0
(주)파마리서치,214450,17-Dec,0,0,0,185717846,0,0,0,189033646,0
(주)파버나인,177830,17-Dec,8104000,14100000,13336000,110825450,10473427,17322816,13336000,113945582,0.360981464
(주)파세코,37070,17-Dec,0,4400000,0,91231655,0,4400000,0,91231655,0.048228874
(주)파수,150900,17-Dec,2375000,2000000,6512812,43641236,2375000,2000000,6512812,41606671,0.261684286
(주)파워로직스,47310,17-Dec,5142800,26687348,0,304265987,3093500,35010164,874000,277514176,0.140452875
(주)파이오링크,170790,17-Dec,0,0,0,42847676,0,689559,400000,44732357,0.02435729
(주)파인넥스,123260,17-Dec,4819000,16478178,0,55706693,4819000,22737224,750000,60595889,0.467131095
(주)파인디앤씨,49120,17-Dec,6050000,12557120,2300000,86496197,6050000,18038130,4538687,107567992,0.266127651
(주)파인디지털,38950,17-Dec,0,0,0,89737886,0,0,0,101843769,0
(주)파인테크닉스,106240,17-Dec,4095498,31798000,2208469,152740724,6116096,37530123,2208470,201276199,0.227819728
(주)파인텍,131760,17-Dec,4000000,17649980,5828875,142379279,5418285,21984843,9773438,150391939,0.247197863
(주)파커스,65690,17-Dec,0,0,515342,110080203,0,0,515342,118886918,0.004334724
(주)파크시스템스,140860,17-Dec,0,0,0,37320286,0,0,0,37075182,0
(주)파트론,91700,17-Dec,0,58662514,0,462212762,5095537,61662514,0,511092139,0.130618427
(주)파티게임즈,194510,17-Dec,0,0,0,218383498,0,0,0,227316371,0
(주)팍스넷,38160,17-Dec,0,0,0,49625005,0,0,0,49625005,0
(주)팜스토리,27710,17-Dec,0,145396217,14000000,397132114,6724980,254918980,19354001,567368288,0.495265539
(주)팬스타엔터프라이즈,54300,17-Dec,1050000,1744508,1592963,42234587,1050000,1744508,1592963,42234587,0.103883365
(주)팬엔터테인먼트,68050,17-Dec,11200000,11900000,2700000,80181392,11200000,11900000,2700000,80214001,0.32163961
(주)팬젠,222110,17-Dec,0,0,0,35592682,0,0,0,35592682,0
(주)펄어비스,263750,17-Jun,0,1053000,0,86875966,0,1053000,0,101692680,0.010354728
(주)펩트론,87010,17-Dec,2000000,0,0,53048615,2000000,0,0,53048615,0.037701267
(주)포메탈,119500,17-Dec,3987360,3000000,661400,60815974,3987360,3000000,661400,60815974,0.12576893
(주)포스코아이씨티,22100,17-Dec,76603,0,0,634468811,76603,1677717,0,646301319,0.0027144
(주)포스코엠텍,9520,17-Dec,0,27063917,0,142854178,0,27063917,0,142854178,0.189451351
(주)포스코케미칼,3670,17-Dec,0,0,50000,791424307,22688471,0,5091882,835840209,0.03323644
(주)포인트엔지니어링,176560,17-Dec,3214200,3000000,13000000,63472402,3214200,3000000,13000000,64938182,0.295884477
(주)포인트엔지니어링,256630,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)폴라리스세원,234100,17-Dec,2016000,2500000,1224000,37985294,2016000,2500000,1224000,37985294,0.151111112
(주)폴라리스오피스,41020,17-Dec,0,0,0,43802522,0,0,0,44550489,0
(주)폴라리스우노,114630,17-Dec,0,0,0,82697570,0,0,0,83936934,0
(주)푸드웰,5670,17-Dec,4608300,24154762,3111400,85258609,14135800,41771578,4185150,127687398,0.47062223
(주)푸른기술,94940,17-Dec,0,0,3680000,31675793,0,0,3680000,31675793,0.116177044
(주)퓨전,195440,17-Dec,374990,4861649,387460,28834298,374990,4861649,387460,28834298,0.195048931
(주)퓨쳐켐,220100,17-Dec,0,200000,0,28545835,0,200000,0,36000073,0.005555544
(주)프럼파스트,35200,17-Dec,0,1274791,0,38719035,0,1274791,0,40908988,0.031161636
(주)프로스테믹스,203690,17-Dec,0,0,0,40937086,0,0,0,40583608,0
(주)프로텍,53610,17-Dec,3000000,0,0,174203737,3000000,4196783,47456,175974866,0.041166328
(주)프리엠스,53160,17-Dec,0,0,0,47370268,0,0,0,47528828,0
(주)플래스크,41590,17-Dec,0,34474420,2500000,151162184,0,34474420,2500000,151366919,0.24427015
(주)플랜티넷,75130,17-Dec,0,0,0,69229743,0,1966289,0,81969474,0.023988064
(주)플레이위드,23770,17-Dec,0,0,7506700,87974851,0,0,7506700,87974851,0.085327794
(주)피델릭스,32580,17-Dec,575000,4918821,10301907,52092082,575000,4918821,10301907,52092082,0.303227043
(주)피씨디렉트,51380,17-Dec,0,7156972,2407323,53639610,0,7156972,2407323,53639610,0.178306572
(주)피앤텔,54340,17-Dec,0,0,0,17677458,0,0,0,24653916,0
(주)피에이치씨,57880,17-Dec,0,0,0,40079244,0,0,0,42022703,0
(주)피엔티,137400,17-Dec,0,15891495,10809672,219619195,5909080,15891495,12446032,240916843,0.142151153
(주)피엔풍년,24940,17-Dec,6974300,1000000,0,48628438,6974300,1000000,0,48628438,0.163984292
(주)피제이메탈,128660,17-Dec,8500000,18673162,2950000,73904651,8500000,18673162,2950000,73904651,0.407594943
(주)피제이전자,6140,17-Dec,0,3000000,0,119500976,0,3000000,0,119500976,0.025104397
(주)픽셀플러스,87600,17-Dec,0,0,0,99886883,0,0,0,99886883,0
(주)필옵틱스,161580,17-Dec,12000000,10800000,8000000,156547216,12300000,10800000,8000000,156552360,0.198655581
(주)하림,136480,17-Dec,12026880,176003537,21669220,614671617,13676880,177003537,21929220,622289475,0.341657132
(주)하림지주,3380,17-Dec,10000000,300000000,15000000,1213879698,429615000,1258408000,512153405,7033887851,0.312796628
(주)하이로닉,149980,17-Dec,0,4100000,0,47304998,0,4259460,1749820,50030989,0.120111158
(주)하이비젼시스템,126700,17-Dec,0,13000000,0,153333967,0,13000000,0,156298933,0.083173952
(주)하이소닉,106080,17-Dec,233333,5000000,1000000,56475542,1457795,2023156,1000000,40660600,0.11020376
(주)하이텍팜,106190,17-Dec,0,0,701739,119097720,0,0,701739,119097720,0.005892128
(주)하츠,66130,17-Dec,0,0,0,96118450,0,0,0,96118450,0
(주)한국가구,4590,17-Dec,0,3180972,0,77011392,187500,4180972,250000,110825797,0.041673258
(주)한국경제티브이,39340,17-Dec,0,8000000,0,120121926,0,8000000,0,119234461,0.067094697
(주)한국비엔씨,226610,17-Dec,3567500,8353385,30000,24123440,3567500,8353385,30000,24123440,0.495405506
(주)한국비엔씨,256840,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)한국아트라스비엑스,23890,17-Dec,0,49953567,0,403788040,0,49953567,0,403536721,0.123789396
(주)한국코퍼레이션,50540,17-Dec,475614,15200000,156000,79352645,1275614,15250000,156000,80254716,0.207858364
(주)한국큐빅,21650,17-Dec,0,0,0,75384523,6692254,21786545,2832881,143918792,0.217564917
(주)한국테크놀로지,53590,17-Dec,0,9400000,0,65226072,0,9400000,0,65226072,0.144114151
(주)한국팩키지,37230,17-Dec,0,9053138,0,53835080,0,9053138,0,53835080,0.16816429
(주)한글과컴퓨터,30520,17-Dec,1080000,0,360000,281884103,10615000,40653003,3752600,531777968,0.103465368
(주)한네트,52600,17-Dec,718066,24540788,9453515,77423733,718066,24540788,9453515,77423733,0.448342745
(주)한빛소프트,47080,17-Dec,0,0,0,36795479,478741,0,274084,36387097,0.020689339
(주)한송네오텍,226440,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)한일진공,123840,17-Dec,0,11570000,0,158460578,1000000,18070000,0,161579285,0.118022555
(주)한창바이오텍,43090,17-Dec,0,1532753,0,29034818,0,1532753,0,29034818,0.052790171
(주)한컴위드,54920,17-Dec,0,25000000,0,87201813,0,25000000,0,87201813,0.286691287
(주)한컴지엠디,77280,17-Dec,3630300,1499999,6537400,61187491,3630300,3199999,6537400,68389118,0.195465293
(주)한탑,2680,17-Dec,6517808,52494266,3285606,116973154,6970340,55432854,3396907,122885640,0.535458016
(주)한프,66110,17-Dec,12506000,0,0,89518293,12506000,0,0,89529531,0.139685754
(주)핸디소프트,220180,17-Dec,1000000,3252623,0,67783464,1000000,3252623,0,67833290,0.062692271
(주)행남사,8800,17-Dec,0,13869558,0,48899395,0,13869558,0,46291545,0.299613202
(주)헥토이노베이션,214180,17-Dec,0,0,0,97575233,0,100000,0,213398338,0.000468607
(주)헬릭스미스,84990,17-Dec,11219000,0,168700,179383001,11219000,0,168700,179383001,0.063482604
(주)현대공업,170030,17-Dec,0,0,0,114773136,0,0,0,146606166,0
(주)현대바이오랜드,52260,17-Dec,10000000,0,11000000,174290341,12744145,0,11000000,176369786,0.134627056
(주)현대에버다임,41440,17-Dec,0,13406601,2000000,246444496,2152933,30440492,2503600,273598043,0.128279518
(주)현대이지웰,90850,17-Dec,0,0,0,82904755,0,0,0,80265436,0
(주)협진,138360,17-Dec,5809000,0,0,49600159,5809000,81825,0,50706212,0.116175608
(주)형지아이앤씨,11080,17-Dec,0,16740000,3600000,75935100,0,16740000,3600000,75970033,0.267737148
(주)홈센타홀딩스,60560,17-Dec,15647392,46010000,26758904,221820065,23858914,62842320,38543925,358129507,0.349720301
(주)홈캐스트,64240,17-Dec,0,0,0,110523618,0,0,0,110199580,0
(주)화신정공,126640,17-Dec,0,0,0,108004671,0,0,0,108004671,0
(주)화신테크,86250,17-Dec,12033760,12788500,2365600,66704035,12033760,19686949,2365600,78335178,0.435134123
(주)화진,134780,17-Dec,12167850,7000000,3135400,87373133,12167850,21898772,3590374,126623638,0.297393098
(주)휴럼,284420,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)휴맥스,115160,17-Dec,0,238978584,44939300,1029891505,300000,287448051,63053300,1206007559,0.290878236
(주)휴맥스홀딩스,28080,17-Dec,0,18000000,2000000,177292471,0,22900772,2000000,192627732,0.129268884
(주)휴먼엔,32860,17-Dec,0,1320000,0,30945584,0,5820000,0,35772874,0.162693107
(주)휴메딕스,200670,17-Dec,3937500,810367,5250000,125719462,3937500,810367,5250000,128628462,0.077726709
(주)휴비츠,65510,17-Dec,21432070,14500000,2467840,125371685,23072236,14500000,3372759,140883447,0.290630275
(주)휴센텍,215090,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)휴엠앤씨,263920,17-Dec,1200000,1381008,800000,27274039,1200000,1381008,800000,27274039,0.123964331
(주)휴온스,243070,17-Dec,10000000,21607100,0,207190964,10000000,23187600,561650,211253286,0.159757278
(주)휴온스글로벌,84110,17-Dec,0,5000000,0,316883967,14837500,35768375,6711650,602890427,0.095071214
(주)흥국,10240,17-Dec,1000000,4500000,2500000,65870681,1000000,4500000,2500000,78035451,0.102517508
(주)흥국에프엔비,189980,17-Dec,2200000,7000000,400000,69276739,2200000,7000000,400000,70226523,0.136700489
(주)희림종합건축사사무소,37440,17-Dec,500000,34051000,1000000,134709705,500000,34051000,1000000,134552824,0.264215934
(주)힘스,238490,17-Dec,2000000,4000000,4627326,72458776,2000000,4000000,4627326,72458776,0.146667203
KB오토시스(주),24120,17-Dec,8857120,17500000,10714187,155666545,9382920,19231560,10714187,149757134,0.262616317
KD(주),44180,17-Dec,8704490,13300000,84840,83744227,8704490,22222469,84840,98824540,0.313806662
가온미디어(주),78890,17-Dec,1000000,35094150,0,267598875,1000000,35094150,0,266959847,0.135204415
감성코퍼레이션(주),36620,17-Dec,0,3003623,0,20440706,0,3003623,0,20440706,0.146943212
갤럭시아머니트리(주),94480,17-Dec,8898710,49890897,4993240,183407717,8898710,50053397,4993240,183457161,0.348557378
경남스틸(주),39240,17-Dec,3400000,28974699,0,148087552,3400000,28974699,0,148087552,0.218618639
경남제약(주),53950,17-Dec,5000000,6060000,0,53756663,5000000,6060000,0,53756663,0.205741938
경동제약(주),11040,17-Dec,0,63760,0,249085399,0,4402447,0,251427545,0.017509804
경창산업(주),24910,17-Dec,66874981,183683985,35141656,555301171,85729981,203955275,44577587,667099775,0.501068739
고려신용정보(주),49720,17-Dec,0,0,0,27167648,0,0,0,27167648,0
고려제약(주),14570,17-Dec,0,500000,500000,66794035,0,500000,500000,66794035,0.014971397
광진실업(주),26910,17-Dec,0,1437730,3456000,38836372,0,1437730,3456000,38836372,0.126008938
국일신동(주),60480,17-Dec,500000,0,0,47608413,500000,0,0,47608413,0.010502345
국일제지(주),78130,17-Dec,0,38995479,0,106712308,0,38995479,0,106712308,0.365426254
글로벌에스엠테크리미티드,900070,17-Dec,,,,,11939037,2866152,4671729,134638858,0.144660452
글로벌텍스프리(주),204620,17-Dec,0,0,0,75617960,0,0,0,75947981,0
글로본(주),19660,17-Dec,0,0,0,28697292,0,0,0,28697292,0
금강철강(주),53260,17-Dec,0,0,0,127517778,27740,1564000,0,129983802,0.01224568
나노캠텍(주),91970,17-Dec,0,12160000,2000000,70586107,0,12160000,2000000,74180976,0.19088452
나라엠앤디(주),51490,17-Dec,9098100,31950000,1649900,153129812,11115180,38940040,2949008,185270866,0.286090464
나무기술(주),242040,17-Dec,,,,,0,0,0,0,#DIV/0!
나이스정보통신(주),36800,17-Dec,0,22000000,0,269315231,0,22000000,0,494197481,0.044516617
나이스평가정보(주),30190,17-Dec,0,0,0,233114682,0,0,0,234686218,0
남화토건(주),91590,17-Dec,0,79602,0,120774386,0,79602,0,157246419,0.000506225
넥슨지티(주),41140,17-Dec,0,0,0,131690028,0,29000000,0,173836827,0.166823109
농업회사법인(주)농우바이오,54050,17-Dec,7600000,27200000,0,229440574,8590904,28866118,419452,239907397,0.157879559
뉴지랩파마(주),214870,17-Dec,2856076,0,9644160,73353796,2856076,0,9644160,73353796,0.170410213
다믈멀티미디어(주),93640,17-Dec,3100000,0,1200000,11051908,3100000,0,1200000,11051908,0.38907309
대동금속(주),20400,17-Dec,3006670,13108645,2088350,69386122,3006670,13108645,2088350,69386122,0.262353111
대동기어(주),8830,17-Dec,16339413,25431551,16133215,183471565,16339413,25431551,16133215,183471565,0.315603015
대봉엘에스(주),78140,17-Dec,266667,0,133333,64703394,266667,242000,133333,80449254,0.007980186
대아티아이(주),45390,17-Dec,0,4000000,0,118829609,0,4000000,0,127084898,0.031475022
대양전기공업(주),108380,17-Dec,0,0,0,209307609,0,0,0,245551125,0
대양제지공업(주),6580,17-Dec,2084940,33573602,2980970,144476872,29215266,52905656,13980970,232218876,0.413841862
대원미디어(주),48910,17-Dec,0,0,0,62861502,0,0,0,104349222,0
대원산업(주),5710,17-Dec,0,0,0,367010224,0,24704242,0,423782662,0.058294603
대정화금(주),120240,17-Dec,0,0,200000,112265502,0,0,200000,112265502,0.001781491
대주산업(주),3310,17-Dec,4201350,7883998,2533350,84580953,4201350,7883998,2533350,84265987,0.173482784
대주전자재료(주),78600,17-Dec,19283280,35718190,5876880,127309389,20432500,37978388,5876880,133860275,0.480260242
대한광통신(주),10170,17-Dec,10000000,13405253,0,157015673,10000000,13405253,0,155766104,0.150258961
