회사명,거래소코드,회계년도,장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기부채(*)(IFRS),자산(*)(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기부채(*)(IFRS연결),자산(*)(IFRS연결),차입금의존도
(주)알에프텍,61040,17-Dec,0,14300000,0,152284034,0,18583474,0,185953928,0.099935905
(주)알엔투테크놀로지,148250,17-Dec,4673450,880000,788463,35450020,4673450,880000,788463,35450020,0.178897304
(주)알테오젠,196170,17-Dec,0,0,0,41274016,0,0,0,43013380,0
(주)알톤스포츠,123750,17-Dec,0,16945231,0,49029050,0,23200763,0,59131622,0.392357967
(주)알티캐스트,85810,17-Dec,0,0,0,106331567,0,949110,0,171544134,0.005532745
(주)알파홀딩스,117670,17-Dec,0,1000000,0,67409488,0,0,0,63151264,0
(주)액션스퀘어,205500,17-Dec,0,0,0,24636039,0,0,0,24963687,0
(주)액토즈소프트,52790,17-Dec,0,8182500,0,150265224,0,8182500,0,143736510,0.056927081
(주)앤디포스,238090,17-Dec,34270,0,617080,92726264,34270,0,617080,92726264,0.007024439
(주)앤씨앤,92600,17-Dec,0,1535700,0,58644204,916480,2615700,919990,60379404,0.073736568
(주)야스,255440,17-Dec,0,0,375000,125982691,0,0,375000,126152861,0.002972584
(주)어스앤에어로스페이스,263540,17-Dec,8585000,3660000,675000,61475210,8585000,3660000,675000,61475210,0.210166017
(주)얼라인드제네틱스,238120,17-Dec,0,0,0,25187654,0,0,0,24307065,0
(주)에너토크,19990,17-Dec,0,0,0,42797803,0,0,0,42508123,0
(주)에스디생명공학,217480,17-Dec,0,0,733320,126080836,1897367,1815660,1191978,128073431,0.038298381
(주)에스디시스템,121890,17-Dec,0,9057007,0,35094048,0,9057007,0,35094048,0.25807815
(주)에스마크,30270,17-Dec,0,0,0,59062302,309757,1243367,0,65810066,0.023600098
(주)에스비에스콘텐츠허브,46140,17-Dec,0,0,0,205045922,0,0,0,211510721,0
(주)에스씨디,42110,17-Dec,0,0,0,117064333,0,818250,0,120553513,0.006787442
(주)에스아이리소스,65420,17-Dec,0,0,1919421,18409070,1769864,0,4351416,29671701,0.206300272
(주)에스앤더블류,103230,17-Dec,0,0,0,64140404,0,0,0,64140404,0
(주)에스앤에스텍,101490,17-Dec,20524669,5694517,7506396,120963274,20524669,5694517,7506396,120963274,0.278808442
(주)에스에너지,95910,17-Dec,13946200,39207408,3918921,227789606,46239246,49460695,11525658,301905196,0.355163145
(주)에스에이엠티,31330,17-Dec,0,30000000,0,255376737,0,30000000,0,285611568,0.105037762
(주)에스에이티,158300,17-Dec,6810040,5394336,1246200,40177166,6810040,5394336,1246201,40014948,0.33613881
(주)에스에이티,60540,17-Dec,0,0,0,71640551,3661349,20948411,637082,123940681,0.203701011
(주)에스에프씨,112240,17-Dec,3124997,8923216,1249999,121939911,3124997,9141216,1249999,120568042,0.112104433
(주)에스에프에이,56190,17-Dec,0,0,0,1216504602,192161849,0,36917355,1810808943,0.126506557
(주)에스에프에이반도체,36540,17-Dec,174013315,0,0,518921419,177861849,32470068,0,632921458,0.332319144
(주)에스엘바이오닉스,214310,17-Dec,0,519421,0,52542796,0,3796421,0,56424586,0.067283099
(주)에스엠라이프디자인그룹,63440,17-Dec,0,0,0,44234219,0,0,0,45895630,0
(주)에스엠엔터테인먼트,41510,17-Dec,0,7175000,32489903,436117975,4997083,10682053,36644165,797509024,0.065608412
(주)에스엠컬처앤콘텐츠,48550,17-Dec,0,0,0,300770279,0,0,0,300762940,0
(주)에스엠코어,7820,17-Dec,0,9992,0,98589612,0,9992,0,99113905,0.000100813
(주)에스제이케이,80440,17-Dec,535700,22583483,0,49964482,0,22577841,0,45523072,0.495964793
(주)에스지엔지,40610,17-Dec,1350000,18000000,0,130881255,37423326,242445677,18039996,1234294674,0.241359705
(주)에스코넥,96630,17-Dec,0,28430000,14183332,125468639,0,33256259,14183333,169031564,0.280655227
(주)에스텍파마,41910,17-Dec,0,0,6000000,96826832,0,0,6000000,96850991,0.061950837
(주)에스티아이,39440,17-Dec,0,2000000,200000,151167373,0,3798265,200000,164687148,0.024277942
(주)에스티오,98660,17-Dec,200000,10705000,3466664,69460621,200000,10705000,3466664,70331254,0.204342496
(주)에스티큐브,52020,17-Dec,0,0,0,35677384,0,0,0,26457389,0
(주)에스폴리텍,50760,17-Dec,5827000,32971400,0,108597362,6252000,32971400,275000,108019265,0.3656607
(주)에스피지,58610,17-Dec,15500000,63597325,4600000,213313579,16569322,72930511,4650332,246662318,0.381696587
(주)에쎈테크,43340,17-Dec,620000,12835437,0,54088454,620000,12835437,0,54088454,0.248767269
(주)에이디칩스,54630,17-Dec,0,0,0,38947789,0,0,0,38947789,0
(주)에이디테크놀로지,200710,17-Dec,0,2000000,0,49063072,0,2000000,0,49063072,0.040763856
(주)에이루트,96690,17-Dec,0,645112,0,92456640,0,646616,0,116428169,0.005553776
(주)에이비프로바이오,195990,17-Dec,0,1148340,0,142692950,441504,10797410,0,171929134,0.065369456
(주)에이스침대,3800,17-Dec,0,0,0,429928920,0,0,0,425894166,0
(주)에이스테크놀로지,88800,17-Dec,23733333,62788724,50178792,315245020,25539479,103364180,51106480,373477776,0.481983536
(주)에이치디,102210,17-Dec,3000000,45000000,18000000,190938476,5777700,65400000,19240720,223964802,0.403717098
(주)에이치비테크놀러지,78150,17-Dec,3662200,843995,2987200,200161636,3662200,843995,2987200,200161636,0.037436719
(주)에이치시티,72990,17-Dec,5135200,9300000,288800,62981411,5135200,9300000,288800,62766100,0.23458523
(주)에이치알에스,36640,17-Dec,12000000,0,1624000,102657299,12000000,0,1624000,103078258,0.132171423
(주)에이치엘사이언스,239610,17-Dec,0,0,0,57736972,0,0,0,57736972,0
(주)에이치케이,44780,17-Dec,12353333,8841273,3290000,80182508,12353333,8841273,3290000,81164307,0.30166716
(주)에이텍,45660,17-Dec,966600,608371,193400,86779328,966600,608371,193400,86779328,0.020377791
(주)에이텍티앤,224110,17-Dec,0,5100000,0,46874490,0,5100000,0,107363600,0.047502133
(주)에이트원,230980,17-Dec,769410,5797130,0,21681461,4169410,13696130,0,41781273,0.427596833
(주)에이티세미콘,89530,17-Dec,0,35150000,9199553,95580943,0,35150000,9199553,95580943,0.463999952
(주)에이팩트,200470,17-Dec,17875000,3500000,2500000,68891170,17875000,3500000,2500000,68891170,0.346561105
(주)에이팸,73070,17-Dec,0,0,0,119266442,0,0,0,122608332,0
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,26650,0,54600,141929747,26650,0,54600,141748553,0.000573198
(주)에치에프알,230240,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)에코마케팅,230360,17-Dec,0,0,0,89841970,0,0,0,93125343,0
(주)에코프로,86520,17-Dec,1130000,18860000,40000,208573214,74465716,84778727,47143242,448145544,0.46053718
(주)에프알텍,73540,17-Dec,13749312,686734,4793300,63964752,13749312,686734,4793300,60837367,0.31607788
(주)에프앤리퍼블릭,64090,17-Dec,0,10000000,0,100551019,0,10000000,0,100752645,0.099252977
(주)에프에스엔,214270,17-Dec,0,14610,0,40503531,0,1005560,0,37993333,0.026466749
(주)에프에스티,36810,17-Dec,10425690,19407000,2859728,132965805,10425690,19407000,2859728,134204943,0.2436007
(주)에프엔씨엔터테인먼트,173940,17-Dec,0,0,0,74606961,36652,19992,0,123872017,0.000457278
(주)에프티이앤이,65160,17-Dec,0,8617000,8908172,101166927,2580000,9505826,8908172,116684579,0.17992093
(주)엑사이엔씨,54940,17-Dec,1529100,16564500,0,87448878,4736320,18034203,49980,142570221,0.160065004
(주)엑세스바이오인코퍼레이션,950130,17-Dec,69640,933977,36333,83917136,9369639,933977,236334,93376260,0.112876121
(주)엑셈,205100,17-Dec,0,0,1560867,48294026,3000000,0,1560867,61720037,0.073896051
(주)엑시콘,92870,17-Dec,3873400,6623400,0,91375430,3873400,6623400,0,91402727,0.114841213
(주)엔에스,217820,17-Dec,850000,9678000,1432900,59422127,1483816,10318698,1611056,61887233,0.216742119
(주)엔에스엔,31860,17-Dec,1437756,0,0,36018995,0,0,0,32562511,0
(주)엔에이치엔벅스,104200,17-Dec,0,0,0,87027259,0,0,0,91004398,0
(주)엔이능률,53290,17-Dec,0,0,0,89948183,0,0,0,90041623,0
(주)엔지스테크널러지,208860,17-Dec,0,1000000,0,11052561,0,1000000,0,11052561,0.090476768
(주)엔지켐생명과학,183490,17-Dec,1300000,2888221,1400000,36804546,1300000,2888221,1400000,36804546,0.151835075
(주)엔케이맥스,182400,17-Dec,0,0,0,53553028,0,0,0,54044211,0
(주)엔텔스,69410,17-Dec,0,0,0,55633682,0,0,0,55523372,0
(주)엔투텍,227950,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)엔피케이,48830,17-Dec,5985000,0,4735000,70898643,6022500,1000000,4785000,76628791,0.154086993
(주)엘디티,96870,17-Dec,0,0,0,11690183,0,0,0,11690183,0
(주)엘아이에스,138690,17-Dec,9000000,20196000,0,145107137,2000000,38492268,0,167464013,0.241796833
(주)엘앤에프,66970,17-Dec,28134210,43540000,13622330,240064894,32572990,56468644,19174010,265476273,0.407628308
(주)엘앤케이바이오메드,156100,17-Dec,1612500,7815592,3830934,86909995,1612500,12745132,3830934,89594643,0.203009526
(주)엘엑스세미콘,108320,17-Dec,0,0,0,543846281,0,0,0,544294125,0
(주)엘엠에스,73110,17-Dec,8162500,36807140,22012500,179951139,8162500,43223071,22012500,200202736,0.366618721
(주)엘오티베큠,83310,17-Dec,0,8520000,0,148401644,0,9520000,0,153092790,0.062184509
(주)엘피케이로보틱스,183350,17-Dec,6475000,7300000,1500000,32622062,6475000,7300000,1500000,32622062,0.468241401
(주)엠게임,58630,17-Dec,1013000,2200000,0,44407664,1013000,2200000,0,44407664,0.072352376
(주)엠디에스테크,86960,17-Dec,0,0,0,111143400,116480,3119271,0,143216791,0.022593377
(주)엠씨넥스,97520,17-Dec,0,119705082,16872658,373911995,1833026,119705082,43419132,387796901,0.425370186
(주)엠앤씨생명과학,225860,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)엠에스씨,9780,17-Dec,2500000,36563188,4000000,139507764,2500000,36563188,4000000,142432630,0.302340749
(주)엠에스오토텍,123040,17-Dec,45980340,48964821,43500195,401309845,75272332,143753663,103275523,608134183,0.529984216
(주)엠투엔,33310,17-Dec,0,20504666,0,78822952,0,20504666,0,89143983,0.230017387
(주)엠플러스,259630,17-Dec,4085892,4150000,700892,60361054,4085892,4150000,700892,60361054,0.148055466
(주)엠피대산,65150,17-Dec,0,9952500,9911796,64136280,0,9952607,11894600,102832603,0.212454089
(주)연우,115960,17-Dec,14490833,12000000,11865111,257336596,14490833,13660670,11865111,259148907,0.154415523
(주)연이비앤티,90740,17-Dec,5000000,2000000,0,84116876,8215752,22923644,0,125821571,0.247488533
(주)영우디에스피,143540,17-Dec,0,27760605,1055500,162153478,0,27760605,1055500,162503252,0.177326328
(주)영현무역,242850,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)예림당,36000,17-Dec,0,3700000,0,87053725,0,6000000,8816193,367011322,0.040369853
(주)예선테크,250930,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)예스티,122640,17-Dec,6878120,9964730,1128200,116894482,6878120,9964730,1128200,116922617,0.153700374
(주)오공,45060,17-Dec,3860096,11600000,4696684,83677037,7860096,21290000,4696684,121166233,0.279341688
(주)오디텍,80520,17-Dec,0,0,0,116227475,0,1689528,0,121968176,0.013852204
(주)오르비텍,46120,17-Dec,19360333,300849,5573333,114439531,19360333,300849,5573333,114452014,0.220481179
(주)오리엔탈정공,14940,17-Dec,0,10102000,0,56929722,0,75793700,0,128050825,0.591903254
(주)오리엔트정공,65500,17-Dec,8000000,6700000,0,69127516,14043701,17563562,1517825,90866265,0.364547701
(주)오리콤,10470,17-Dec,0,0,0,148697870,0,0,0,207530480,0
(주)오스코텍,39200,17-Dec,2080890,1940000,8149915,34225053,2080890,3007114,8149915,40544533,0.326503181
(주)오스테오닉,226400,17-Dec,490720,1940000,1574009,29656912,490720,1940000,1574009,29656912,0.135035266
(주)오스템,31510,17-Dec,12091053,58800000,16064212,237800445,12091053,62160000,16064212,253510159,0.356258958
(주)오이솔루션,138080,17-Dec,0,20000000,0,94571334,0,20000000,0,96055950,0.208211985
(주)오킨스전자,80580,17-Dec,4871020,12703333,9943278,57364456,4871020,12703333,9943278,56891731,0.483684193
(주)오텍,67170,17-Dec,3333333,39600000,5756822,191997330,145333,110300973,36531822,466800989,0.314862503
(주)오픈베이스,49480,17-Dec,8000000,6163823,0,77859369,8799980,14866737,1533320,132874702,0.189652632
(주)옵투스제약,131030,17-Dec,0,0,0,94570545,0,0,0,94570545,0
(주)옵트론텍,82210,17-Dec,10650000,59985200,6710229,226740047,16007000,75592855,6710230,220991269,0.444859589
(주)와이비엠넷,57030,17-Dec,1250000,16194000,1000000,79177205,1250000,16194000,1000000,79178255,0.232942744
(주)와이솔,122990,17-Dec,4467102,25960827,1989034,289191761,7764754,40773459,5067298,343090302,0.156243154
(주)와이어블,65530,17-Dec,0,19800000,3500000,135593949,0,19800000,3500000,135593949,0.171836577
(주)와이엔텍,67900,17-Dec,21009027,17160300,3875654,163547040,38230005,17160300,6804521,188271347,0.330346742
(주)와이오엠,66430,17-Dec,0,6000,0,14174391,0,6000,0,14174391,0.000423299
(주)와이제이엠게임즈,193250,17-Dec,0,0,0,93615763,0,0,0,111955400,0
(주)와이즈버즈,273060,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)와이지-원,19210,17-Dec,90995599,76310870,50732663,614256145,106778122,154969908,50732663,741499538,0.421417246
(주)와이지엔터테인먼트,122870,17-Dec,0,0,0,452868867,3668474,1718413,0,583599528,0.009230451
(주)와이티엔,40300,17-Dec,2291667,15000000,2500000,298159234,2291667,15000000,2500000,298989298,0.066195236
(주)우리기술,32820,17-Dec,10000000,23283322,0,84991088,10000000,22977973,0,85218108,0.386983163
(주)우리넷,115440,17-Dec,0,4579481,3000000,72085316,0,4579481,3000000,72085316,0.105145977
(주)우리로,46970,17-Dec,200000,9354311,885500,50660454,200000,14971329,885500,61415678,0.261445115
(주)우정바이오,215380,17-Dec,0,0,0,31398834,0,0,0,31398834,0
(주)우주일렉트로닉스,65680,17-Dec,0,27090521,0,236616392,0,27090521,0,235100619,0.115229475
(주)원익,32940,17-Dec,0,41023809,0,156740791,1073969,57363318,347291,227932627,0.257903306
(주)원익머트리얼즈,104830,17-Dec,0,0,711474,270701011,1018396,2780237,861943,279621314,0.016667456
(주)원익아이피에스,240810,17-Dec,0,12000000,0,409712047,0,12000000,0,409618121,0.029295579
(주)원익큐브,14190,17-Dec,0,28442707,1375000,128447586,20500000,28842707,7375000,155057887,0.365784083
(주)원익큐엔씨,74600,17-Dec,12975000,8752800,3175000,219225036,12975000,10548800,3175000,256883962,0.103933308
(주)원익테라세미콘,123100,17-Dec,0,0,0,206216012,0,0,0,206158796,0
(주)원익피앤이,131390,17-Dec,0,0,0,93336347,0,0,0,96277496,0
(주)원익홀딩스,30530,17-Dec,8000000,98000000,0,700282429,9018396,123603608,150469,1061203409,0.125115008
(주)원일특강,12620,17-Dec,26827500,40444408,1532500,190624139,26827500,42755791,1532500,196712383,0.361521679
(주)원풍,8370,17-Dec,0,0,0,85031665,19388,109814,0,85353998,0.001513719
(주)월덱스,101160,17-Dec,3023977,28109939,1861477,96688088,3023977,35231148,6270028,109817234,0.405447773
(주)웨이브일렉트로닉스,95270,17-Dec,8337576,9118387,1971449,81477385,8337576,12128611,1971449,88241640,0.254274921
(주)웰크론,65950,17-Dec,250000,27391070,1555556,125340298,9695892,47231002,2516556,321583459,0.184846106
(주)웰크론한텍,76080,17-Dec,3000000,4000000,0,119401869,10200000,4000000,961000,211738840,0.071602357
(주)웹스,196700,17-Dec,0,6113478,13060000,63315677,1530838,7375501,13060000,66026015,0.332692182
(주)웹젠,69080,17-Dec,0,0,0,329938315,100000,426001,0,323479051,0.001626074
(주)위니아,71460,17-Dec,24050000,25538769,6222061,316375485,29050000,27368270,6222061,342705319,0.182781905
(주)위닉스,44340,17-Dec,0,46414497,0,184465889,1236208,54496107,0,201005571,0.277267514
(주)위메이드,112040,17-Dec,0,0,0,379617273,0,0,0,453300811,0
(주)위메이드맥스,101730,17-Dec,0,0,0,70348613,0,0,0,82306971,0
(주)위메이드플레이,123420,17-Dec,0,0,0,140669392,0,0,0,137620932,0
(주)위지트,36090,17-Dec,11800000,3000000,0,83692241,11800000,3000000,0,85894313,0.172304772
(주)윈스,136540,17-Dec,0,2100000,0,127625784,50000,3900000,0,133594732,0.029567034
(주)윈팩,97800,17-Dec,0,20600000,0,71156847,0,20600000,0,71156847,0.289501304
(주)윈하이텍,192390,17-Dec,14850000,15113038,600000,102766060,14850000,15113038,600000,102766060,0.297404007
(주)유니온커뮤니티,203450,17-Dec,4000000,2811888,3000000,48497945,4000000,2811888,3000000,48753082,0.201256774
(주)유니크,11320,17-Dec,16962500,44400000,3250000,193398534,16962500,44400000,3250000,198353087,0.325744867
(주)유니테스트,86390,17-Dec,0,13400000,0,133383441,2712778,13400000,493719,149780160,0.110872475
(주)유니테크노,241690,17-Dec,2129540,0,4531080,68998757,2129540,0,4531080,75464203,0.08826198
(주)유니트론텍,142210,17-Dec,0,11186431,5175933,67158718,0,11186431,5175933,67126792,0.243753105
(주)유라테크,48430,17-Dec,0,0,0,117517239,0,0,0,131412792,0
(주)유바이오로직스,206650,17-Dec,2415581,0,842108,26852411,2415581,0,842108,26852411,0.121318305
(주)유비케어,32620,17-Dec,0,0,0,69251460,0,0,0,69086705,0
(주)유비쿼스,264450,17-Dec,0,0,0,90354479,0,0,0,90354479,0
(주)유비쿼스홀딩스,78070,17-Dec,0,0,0,150305905,0,0,0,161062414,0
(주)유성티엔에스,24800,17-Dec,4769333,74390000,5448667,298989334,4769333,97699516,5448667,367543594,0.293618275
(주)유신,54930,17-Dec,0,23624025,0,149440818,0,23624025,0,149440818,0.158082814
(주)유쎌,252370,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)유씨아이,38340,17-Dec,0,1655000,6495708,17333861,0,2235250,6495708,18191682,0.479942316
(주)유아이디,69330,17-Dec,0,13900000,0,54269134,0,13900000,0,54269134,0.256130861
(주)유에스티,263770,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)유진로봇,56080,17-Dec,9962600,6140400,0,98636040,9962600,9034390,0,116964916,0.162416139
(주)유진테크,84370,17-Dec,0,0,0,269787585,0,0,0,265845995,0
(주)유테크,178780,17-Dec,9000000,0,3500000,51209774,14216886,5276014,4051070,82530415,0.285276283
(주)유티아이,179900,17-Dec,1641790,2000000,3483920,69788101,1641790,2000000,3483920,70113010,0.10163178
(주)육일씨엔에쓰,191410,17-Dec,6388452,5250000,10005805,117251434,7962575,24621792,10005805,136799816,0.311332085
(주)율호,72770,17-Dec,0,8464929,0,44634126,0,8464929,0,44492489,0.190255236
(주)이건홀딩스,39020,17-Dec,0,10000000,0,118603637,7415971,60884951,4583000,257994754,0.282501566
(주)이글루코퍼레이션,67920,17-Dec,0,0,0,49510024,0,10000,0,49348116,0.000202642
(주)이글벳,44960,17-Dec,4403481,5670848,2458201,49767855,4403481,5670848,2458201,49767855,0.251819774
(주)이노와이어리스,73490,17-Dec,0,5000000,0,81528888,0,8000000,0,85758648,0.093285053
(주)이노인스트루먼트,215790,17-Dec,2680001,2999999,131667,74086776,2680001,7091249,131667,81611341,0.121342412
(주)이녹스,88390,17-Dec,30000000,8214200,0,213055768,30000000,28414963,0,261737627,0.223181373
(주)이녹스첨단소재,272290,17-Dec,0,53043895,0,222342219,0,53043895,0,222982055,0.237884143
(주)이라이콤,41520,17-Dec,0,2195449,0,260804054,0,15304097,0,273192453,0.056019472
(주)이랜시스,264850,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)이랜텍,54210,17-Dec,11000000,59617440,5068099,244222958,16533914,149963622,8058953,424992667,0.410728237
(주)이루온,65440,17-Dec,3000000,4468500,2000000,33378948,3000000,7555963,3050000,47939141,0.283817413
(주)이매진아시아,36260,17-Dec,0,400000,0,38487193,0,7828582,266527,54668991,0.148074966
(주)이미지스테크놀로지,115610,17-Dec,0,0,0,28404415,0,0,0,30479807,0
(주)이브이수성,84180,17-Dec,0,1000000,0,65747824,0,1000000,0,65868837,0.015181686
(주)이브이첨단소재,131400,17-Dec,923000,14913560,920400,69950642,923000,19408457,920400,73771196,0.288077978
(주)이상네트웍스,80010,17-Dec,0,2643281,0,79044325,0,2643281,0,92182297,0.028674497
(주)이수앱지스,86890,17-Dec,1800000,0,5846323,77766701,1800000,0,5846323,77766701,0.09832387
(주)이스트소프트,47560,17-Dec,3000000,0,20000000,85393109,3000000,0,20000000,76899032,0.299093492
(주)이십일스토어,270020,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)이엔에프테크놀로지,102710,17-Dec,0,13200000,0,237779826,5357000,16528844,2678500,265199699,0.092625837
(주)이엔코퍼레이션,66980,17-Dec,0,3000000,0,133704296,0,3000000,0,191843523,0.015637745
(주)이엘피,63760,17-Dec,0,0,0,60343206,0,0,0,60167155,0
(주)이엠네트웍스,87730,17-Dec,1250000,734541,1000000,19650394,1250000,734541,1000000,19650394,0.151881993
(주)이엠넷,123570,17-Dec,0,0,0,56252503,0,0,0,69972973,0
(주)이엠앤아이,83470,17-Dec,666667,18311400,11950701,76492612,666667,22594840,11950701,69805062,0.504436312
(주)이엠텍,91120,17-Dec,0,5497970,0,158552175,21476000,3718250,2597970,202562435,0.137203228
(주)이오테크닉스,39030,17-Dec,0,22688299,0,400332087,0,26003196,0,438475339,0.059303668
(주)이즈미디어,181340,17-Dec,2887287,6485000,0,63220451,2887287,6485000,0,68988907,0.135852087
(주)이지,37370,17-Dec,41065,7074300,12359,74450012,9221065,7074300,132359,97419948,0.168627928
(주)이지홀딩스,35810,17-Dec,2000000,82698528,4400000,407907592,63216846,485548915,77723730,1480823033,0.42306844
(주)이큐셀,160600,17-Dec,2000000,4400000,4665586,67283690,9870000,4400000,4665586,73910576,0.256195893
(주)이크레더블,92130,17-Dec,0,0,0,45426441,0,0,0,49406966,0
(주)이퓨쳐,134060,17-Dec,0,4304,0,19675309,0,4304,0,19675309,0.000218751
(주)인바디,41830,17-Dec,0,0,0,103817501,0,0,0,112024745,0
(주)인산가,277410,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)인성정보,33230,17-Dec,0,13616696,7043964,77053346,3962981,34034096,8613321,144741961,0.322024088
(주)인지디스플레이,37330,17-Dec,0,8714240,5000000,147070788,6442092,30368877,7147364,269724157,0.162975143
(주)인콘,83640,17-Dec,0,0,12922535,70051557,0,0,12922535,70188568,0.184111678
(주)인터로조,119610,17-Dec,0,0,1937500,118922468,0,0,1937500,118387760,0.016365712
(주)인터코스,240340,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)인터파크,108790,17-Dec,0,0,0,473343999,2250000,35310000,1000000,526801429,0.073196461
(주)인터플렉스,51370,17-Dec,16875000,38804227,10125000,647740201,16875000,38804227,10125000,554319083,0.11871182
(주)인텍플러스,64290,17-Dec,1125000,2900000,1350000,32248273,1125000,2900000,1350000,31927080,0.168352383
(주)인텔리안테크놀로지스,189300,17-Dec,5800000,11000000,2100000,106081402,5800000,12071400,2100000,108632480,0.183843727
(주)인트로메딕,150840,17-Dec,0,0,0,21269554,0,0,0,21269554,0
(주)인트론바이오테크놀로지,48530,17-Dec,552123,3000000,996011,45794775,552123,3000000,996011,45629570,0.099675145
(주)인포마크,175140,17-Dec,0,19112217,0,74028786,0,19112217,0,75998758,0.251480649
(주)인포바인,115310,17-Dec,0,0,0,78716808,0,0,0,76773467,0
(주)인프라웨어테크놀러지,247300,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)인피니트헬스케어,71200,17-Dec,0,5000000,0,82406801,0,6205173,0,90291874,0.068723493
(주)일신바이오베이스,68330,17-Dec,0,0,0,38131265,0,0,0,38491508,0
(주)일야,58450,17-Dec,821400,5000000,1071400,32967782,821400,5000000,1071400,32967782,0.20907685
(주)일지테크,19540,17-Dec,0,30000000,1480842,195237793,0,118056115,160000,364128721,0.324654739
(주)일진파워,94820,17-Dec,39150,0,156600,99175191,1039150,0,2406600,115632738,0.029799087
(주)잉크테크,49550,17-Dec,18211000,10266000,6401500,109850070,18211000,10266000,6401500,109585265,0.318277279
(주)자비스,254120,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)자비스,230400,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)자연과환경,43910,17-Dec,600000,4949489,0,40807777,600000,9717471,0,48195840,0.214073891
(주)장원테크,174880,17-Dec,0,100000,800000,55463644,940543,15676944,1813436,89240627,0.206530631
(주)전우정밀,120780,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)정다운,208140,17-Dec,5783330,11520000,1384830,64418242,6869870,11520000,1744870,67378543,0.298830148
(주)정상제이엘에스,40420,17-Dec,5000000,1000000,0,81478261,5000000,1000000,0,82896490,0.072379422
(주)정원엔시스,45510,17-Dec,4000000,2063055,4879,62899736,4000000,4612214,4879,70032473,0.123044248
(주)제낙스,65620,17-Dec,0,11826436,279960,80130894,0,11826436,279960,71563136,0.169170842
(주)제넥신,95700,17-Dec,11458331,3000000,833332,140733592,11458331,3000000,833332,140733592,0.108656809
(주)제넨바이오,72520,17-Dec,0,22670000,0,46628595,0,22670000,0,48592303,0.466534793
(주)제노포커스,187420,17-Dec,0,0,0,64023694,1199880,1401360,0,70150900,0.037080636
(주)제닉,123330,17-Dec,4564670,0,2074850,75252519,11693482,6243248,5639256,93382566,0.252466676
(주)제로투세븐,159580,17-Dec,0,0,0,81631296,0,654600,0,92358397,0.007087607
(주)제우스,79370,17-Dec,7855953,28656111,1700000,240986004,18317074,32128886,10260438,337919035,0.179647761
(주)제이브이엠,54950,17-Dec,0,16437602,0,161555862,0,24722220,0,172422167,0.143381912
(주)제이스텍,90470,17-Dec,0,0,0,181988549,0,0,0,181942500,0
(주)제이에스티나,26040,17-Dec,1500000,26422478,0,112950166,1500000,26422478,0,109851511,0.254183832
(주)제이에스피브이,250300,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)제이와이피엔터테인먼트,35900,17-Dec,0,0,0,117958630,0,0,0,124428024,0
(주)제이웨이,58420,17-Dec,0,0,0,7708973,0,0,0,7887931,0
(주)제이콘텐트리,36420,17-Dec,0,10000000,22000000,377322282,74193477,60400000,80834544,661939538,0.325449695
(주)제이테크놀로지,35480,17-Dec,0,10130000,0,65214277,0,10130000,0,66091545,0.153272253
(주)제이티,89790,17-Dec,0,14206348,1000000,42425698,0,14206348,1000000,42425698,0.358423048
(주)제일바이오,52670,17-Dec,0,535700,0,32880724,0,535700,0,32880724,0.01629222
(주)제일테크노스,38010,17-Dec,13073000,42444770,3300000,153339422,13073000,43518570,3300000,157904818,0.37928906
(주)제주반도체,80220,17-Dec,0,2000000,8705875,92717884,0,2000000,8705875,93135313,0.114949686
(주)젬백스&카엘,82270,17-Dec,0,5301000,0,170679167,0,5301000,7700000,159825713,0.081344858
(주)젬백스링크,64800,17-Dec,0,15000000,0,168091273,15025360,90933507,0,382407315,0.277083787
(주)조이시티,67000,17-Dec,0,0,0,50312808,0,100000,0,50633745,0.001974967
(주)좋은사람들,33340,17-Dec,300000,8800000,400000,101661866,300000,8800000,400000,99097030,0.095865638
(주)주노콜렉션,221670,17-Dec,,,,,0,0,0,0,#DIV/0!
(주)중앙디앤엠,51980,17-Dec,1108944,6680399,0,24379033,1108944,6768211,0,24219333,0.325242442
(주)중앙백신연구소,72020,17-Dec,5400000,3100000,0,81623823,5400000,3100000,0,81623823,0.104136264
(주)중앙에너비스,440,17-Dec,22500,9699831,1783625,60493562,22500,9699831,1783625,60493562,0.190201331
