회사명,거래소코드,회계년도,매출원가(*)(IFRS),매출액(수익)(*)(IFRS),매출원가(*)(IFRS연결),매출액(수익)(*)(IFRS연결),매출원가대매출액
(주)제이테크놀로지,35480,16-Dec,26977007,24444180,26977007,24444180,110.3616771
(주)제이테크놀로지,35480,17-Dec,12537104,8116103,12537104,8116103,154.4719676
(주)제이티,89790,16-Dec,18871747,22345653,18871747,22345653,84.45377273
(주)제이티,89790,17-Dec,23392516,32193108,23392516,32193108,72.66311783
(주)제일바이오,52670,16-Dec,29196612,35823756,29196612,35823756,81.50070026
(주)제일바이오,52670,17-Dec,21707049,27986546,21707049,27986546,77.56244375
(주)제일테크노스,38010,16-Dec,122924088,141789546,124425950,144645727,86.02117227
(주)제일테크노스,38010,17-Dec,130810771,150826332,132518386,153078017,86.56918126
(주)제주반도체,80220,16-Dec,45626351,58177240,45008536,56630491,79.47756625
(주)제주반도체,80220,17-Dec,93901010,118773046,93026307,117036992,79.4845334
(주)젬백스&카엘,82270,16-Dec,17581861,26190569,92936634,109127634,85.16324472
(주)젬백스&카엘,82270,17-Dec,28227425,43955700,31627402,47875296,66.06205004
(주)젬백스링크,64800,16-Dec,12650586,16425666,27820936,33107624,84.03181092
(주)젬백스링크,64800,17-Dec,10435996,14117475,82679355,193679771,42.68868895
(주)조이시티,67000,16-Dec,0,72470487,0,72519303,0
(주)조이시티,67000,17-Dec,0,90618228,0,92183591,0
(주)좋은사람들,33340,16-Dec,72859437,126617961,71311741,126642879,56.30931764
(주)좋은사람들,33340,17-Dec,67547830,119282907,66281904,119279327,55.56864351
(주)주노콜렉션,221670,16-Dec,,,0,0,#DIV/0!
(주)주노콜렉션,221670,17-Dec,,,0,0,#DIV/0!
(주)중앙디앤엠,51980,16-Dec,10793598,12242064,15385785,17853816,86.17645102
(주)중앙디앤엠,51980,17-Dec,4436676,6557971,4743721,7155718,66.29273261
(주)중앙백신연구소,72020,16-Dec,21023490,37899733,21023490,37899733,55.47134066
(주)중앙백신연구소,72020,17-Dec,16727093,31866534,16727093,31866534,52.49109614
(주)중앙에너비스,440,16-Dec,55683575,68790972,69986695,91628326,76.3810691
(주)중앙에너비스,440,17-Dec,58635726,70818896,58635726,70818896,82.7967242
(주)지니뮤직,43610,16-Dec,0,111286638,0,111286638,0
(주)지니뮤직,43610,17-Dec,117270345,155641712,117270345,155641712,75.34634739
(주)지란지교시큐리티,208350,16-Dec,9940429,19863483,9940429,19863483,50.04373604
(주)지란지교시큐리티,208350,17-Dec,12523435,21596869,22364120,41763858,53.54898008
(주)지씨셀,144510,16-Dec,32164952,42419467,32164952,42419467,75.82592209
(주)지씨셀,144510,17-Dec,35586234,45796227,35586234,45796227,77.70560225
(주)지어소프트,51160,16-Dec,33641047,36425161,69897242,79594133,87.81707818
(주)지어소프트,51160,17-Dec,39837175,43691240,82765279,100467714,82.37997632
(주)지에스이,53050,16-Dec,81819441,104151463,81819441,104151463,78.55812933
(주)지에스이,53050,17-Dec,86194422,108460693,86194422,108460693,79.47065394
(주)지에스홈쇼핑,28150,16-Dec,94279251,1065155786,141527650,1097764890,12.89234619
(주)지에스홈쇼핑,28150,17-Dec,69104711,1051657668,115636386,1086288130,10.6450934
(주)지엔씨에너지,119850,16-Dec,101823742,116438228,101823742,116438228,87.44872174
(주)지엔씨에너지,119850,17-Dec,81074773,91843079,85505244,96667918,88.45255569
(주)지엔코,65060,16-Dec,44133522,102649214,51061130,121811659,41.91809751
(주)지엔코,65060,17-Dec,41728193,106151352,54925791,143172561,38.36335022
(주)지유온,111820,16-Dec,27962731,37960954,31015410,42415620,73.12261379
(주)지유온,111820,17-Dec,15142097,25220002,15643364,27550274,56.78115579
(주)진로발효,18120,16-Dec,61924702,85276173,62771915,86807974,72.31123145
(주)진로발효,18120,17-Dec,64526524,86702020,65546364,88458680,74.09828408
(주)진매트릭스,109820,16-Dec,2791815,3827557,3149303,5079868,61.99576446
(주)진매트릭스,109820,17-Dec,2879170,3856961,3332187,5189163,64.21434439
(주)진바이오텍,86060,16-Dec,16322222,21863964,44995067,55632112,80.87966712
(주)진바이오텍,86060,17-Dec,14722996,20027071,45786364,55533770,82.44778627
(주)진성티이씨,36890,16-Dec,135427002,156173936,147694854,177809619,83.06347814
(주)진성티이씨,36890,17-Dec,185294633,216477731,203734099,244350833,83.37769775
(주)차바이오텍,85660,16-Dec,8052814,18863615,297652246,449260920,66.25375873
(주)차바이오텍,85660,17-Dec,8462528,22345816,294832977,418882086,70.3856734
(주)창해에탄올,4650,16-Dec,52066240,70904350,144086528,212584058,67.77861395
(주)창해에탄올,4650,17-Dec,70340251,91978086,158151777,216935119,72.90280049
(주)체리부로,66360,16-Dec,252101419,290877940,261734863,314406872,83.24718265
(주)체리부로,66360,17-Dec,276603814,314521263,302202379,361252806,83.65398801
(주)초록뱀미디어,47820,16-Dec,44267832,51630185,90104613,105907923,85.07825519
(주)초록뱀미디어,47820,17-Dec,23286941,26438093,50334749,58844075,85.5391966
(주)초록뱀이앤엠,131100,16-Dec,36561400,35428021,36648713,35470768,103.3208895
(주)초록뱀이앤엠,131100,17-Dec,23873820,24000916,23873820,24000916,99.47045354
(주)초록뱀컴퍼니,52300,16-Dec,11590883,15490459,12662268,17732780,71.405995
(주)초록뱀컴퍼니,52300,17-Dec,15555198,19767489,25919077,32421565,79.94394163
(주)칩스앤미디어,94360,16-Dec,0,13680081,0,13680081,0
(주)칩스앤미디어,94360,17-Dec,0,9055718,0,9055718,0
(주)카스,16920,16-Dec,88542104,119712557,94130575,131642970,71.50444494
(주)카스,16920,17-Dec,92932601,127507418,97495884,139411042,69.93411899
(주)카이노스메드,220250,16-Dec,75103,2160033,75103,2160033,3.476937621
(주)카이노스메드,220250,17-Dec,209944,2178600,209944,2178600,9.636647388
(주)캐스텍코리아,71850,16-Dec,136990441,157893100,194520199,226605079,85.84105875
(주)캐스텍코리아,71850,17-Dec,135246881,152504970,185966278,209549600,88.74570889
(주)캠시스,50110,16-Dec,278661927,312901709,347443455,365821939,94.97611214
(주)캠시스,50110,17-Dec,345253686,374629529,377408250,424429402,88.92132548
(주)컴투스,78340,16-Dec,51527154,495016153,51536824,513049918,10.04518707
(주)컴투스,78340,17-Dec,51120021,491936463,51331998,507987251,10.10497761
(주)컴투스홀딩스,63080,16-Dec,47453927,126394334,62837434,161482810,38.91276972
(주)컴투스홀딩스,63080,17-Dec,37927260,70628811,50313448,106371848,47.29959002
(주)케미메디,205290,16-Dec,,,0,0,#DIV/0!
(주)케미메디,205290,17-Dec,,,0,0,#DIV/0!
(주)케스피온,79190,16-Dec,33737632,53682510,64588878,86316565,74.82790586
(주)케스피온,79190,17-Dec,24325399,38939386,54918484,71553015,76.75215922
(주)케어랩스,263700,16-Dec,0,18597106,0,18597106,0
(주)케어랩스,263700,17-Dec,0,35824366,0,39335984,0
(주)케어젠,214370,16-Dec,8269379,30955730,8234933,30904871,26.64606819
(주)케어젠,214370,17-Dec,12364775,46423613,12337893,46531030,26.51540918
(주)케이사인,192250,16-Dec,0,32453119,0,32145095,0
(주)케이사인,192250,17-Dec,0,25753374,0,26489386,0
(주)케이씨씨건설,21320,16-Dec,1028630144,1120735139,1028630144,1120735139,91.78173399
(주)케이씨씨건설,21320,17-Dec,1199075216,1326422112,1199075216,1326422112,90.39921795
(주)케이씨아이,36670,16-Dec,28883017,44306664,28883017,44306664,65.18887768
(주)케이씨아이,36670,17-Dec,34992153,48502603,34992153,48502603,72.14489705
(주)케이씨에스,115500,16-Dec,22346752,25813287,22346752,25813287,86.5707339
(주)케이씨에스,115500,17-Dec,25373111,29310069,25373111,29310069,86.56789924
(주)케이씨티,89150,16-Dec,20405482,26151216,20405482,26151216,78.02880753
(주)케이씨티,89150,17-Dec,21576205,27915455,21576205,27915455,77.29125318
(주)케이씨피드,25880,16-Dec,62741055,75730588,69025306,80776776,85.45191999
(주)케이씨피드,25880,17-Dec,61909122,74377250,67253631,79688312,84.39585343
(주)케이아이엔엑스,93320,16-Dec,23299496,38443271,23862045,44193723,53.99419506
(주)케이아이엔엑스,93320,17-Dec,23682741,42019028,24802829,47286324,52.45243635
(주)케이에스피,73010,16-Dec,31057642,26193103,31057642,26193103,118.5718317
(주)케이에스피,73010,17-Dec,19706458,17799376,19706458,17799376,110.7143194
(주)케이에이치바텍,60720,16-Dec,159775429,158176006,364340324,378235181,96.32639752
(주)케이에이치바텍,60720,17-Dec,149996640,127309738,357958507,351126827,101.9456446
(주)케이엑스이노베이션,122450,16-Dec,24958872,35243361,89389043,159467610,56.05467029
(주)케이엑스이노베이션,122450,17-Dec,20480987,30456228,116196816,204851529,56.72245483
(주)케이엑스하이텍,52900,16-Dec,37002900,46376270,36145757,46892477,77.08220873
(주)케이엑스하이텍,52900,17-Dec,40934052,50108229,41691998,51535607,80.89940223
(주)케이엔더블유,105330,16-Dec,18091108,23088071,57752519,67975387,84.96092711
(주)케이엔더블유,105330,17-Dec,40817139,48146389,84468023,93788189,90.06253762
(주)케이엔엔,58400,16-Dec,41636633,60448318,42451997,61824766,68.66503466
(주)케이엔엔,58400,17-Dec,40450313,62316771,40589218,65355375,62.10540143
(주)케이엘넷,39420,16-Dec,29575500,35095238,29575500,35077238,84.31536143
(주)케이엘넷,39420,17-Dec,27211205,36477494,27211205,36450494,74.65249991
(주)케이엠,83550,16-Dec,49606649,60459745,91043756,109621891,83.05253191
(주)케이엠,83550,17-Dec,53897930,64524491,90891759,110908795,81.95180463
(주)케이엠더블유,32500,16-Dec,129903284,156736978,161549998,210541335,76.73077498
(주)케이엠더블유,32500,17-Dec,103888647,145612732,142599323,203720735,69.99745166
(주)케이지모빌리언스,46440,16-Dec,74770081,136685112,74772064,136687237,54.70303273
(주)케이지모빌리언스,46440,17-Dec,71828732,132514301,93222797,170595514,54.64551489
(주)케이지이니시스,35600,16-Dec,270219297,338859889,582965760,701048399,83.15627863
(주)케이지이니시스,35600,17-Dec,363156980,443489751,524860011,758453344,69.20135762
(주)케이티서브마린,60370,16-Dec,71398915,83959506,71398915,83959506,85.03970354
(주)케이티서브마린,60370,17-Dec,59432222,73738393,59432222,73738393,80.59874861
(주)케이티알파,36030,16-Dec,182997486,198739475,182997486,198739475,92.07908293
(주)케이티알파,36030,17-Dec,211561343,227631252,211561343,227631252,92.94037666
(주)케이프,64820,16-Dec,18675408,22656003,83432617,122114121,68.32347997
(주)케이프,64820,17-Dec,17569493,22104069,145866424,230559392,63.26631188
(주)케이피에스,256940,16-Dec,11442026,17547374,11442026,17547374,65.20648617
(주)케이피에스,256940,17-Dec,14801772,24042883,14801772,24042883,61.56404787
(주)케이피에프,24880,16-Dec,232284813,268991913,294730073,340186800,86.63771581
(주)케이피에프,24880,17-Dec,237913543,274970804,316734616,365411324,86.67892733
(주)케이피엠테크,42040,16-Dec,22206602,22924013,21284356,21916246,97.11679637
(주)케이피엠테크,42040,17-Dec,27968421,29986004,27733312,29040534,95.49862961
(주)케이피티유,54410,16-Dec,18144785,21301367,18144785,21301367,85.18131724
(주)케이피티유,54410,17-Dec,21618645,24860037,21653755,26423859,81.94773897
(주)케일럼,258610,16-Dec,20541304,28569861,20541304,28569861,71.89850871
(주)케일럼,258610,17-Dec,18191214,24015544,18191214,24015544,75.74766576
(주)켐온,217600,16-Dec,,,0,0,#DIV/0!
(주)켐온,217600,17-Dec,12280198,15549166,12280198,15549166,78.97657019
(주)켐트로닉스,89010,16-Dec,194251420,210147887,224817062,246122176,91.34368372
(주)켐트로닉스,89010,17-Dec,208914234,220133828,279056757,292775238,95.31433017
(주)켐트로스,220260,16-Dec,,,0,0,#DIV/0!
(주)켐트로스,220260,17-Dec,34685593,43454513,34685593,43454513,79.82046192
(주)코너스톤네트웍스,33110,16-Dec,21336759,31094641,25690542,34893230,73.6261504
(주)코너스톤네트웍스,33110,17-Dec,3365514,3963956,3365514,3953756,85.1219448
(주)코다코,46070,16-Dec,230274057,279122144,232985866,286354375,81.36277506
(주)코다코,46070,17-Dec,238339058,278087301,226135748,267845912,84.42755251
(주)코데즈컴바인,47770,16-Dec,11311918,16337467,11311918,16337467,69.23911767
(주)코데즈컴바인,47770,17-Dec,10849647,21234364,10849647,21234364,51.09475848
(주)코디,80530,16-Dec,7430697,8005552,7430697,8087303,91.88102634
(주)코디,80530,17-Dec,13126328,12025946,13126328,12264264,107.0290724
(주)코디엠,224060,16-Dec,42791122,44087609,42825104,44257148,96.76426506
(주)코디엠,224060,17-Dec,63098382,68893805,65184950,73499954,88.68706231
(주)코렌텍,104540,16-Dec,14671201,33128629,14771914,35974058,41.06268467
(주)코렌텍,104540,17-Dec,15543319,34489999,15543319,37848863,41.06680563
(주)코리아나화장품,27050,16-Dec,50695899,117715807,52755830,124019612,42.53829628
(주)코리아나화장품,27050,17-Dec,41510950,104418987,44457133,111708970,39.79728127
(주)코리아에스이,101670,16-Dec,9794113,14685102,9794113,14685102,66.69421159
(주)코리아에스이,101670,17-Dec,9964415,13030513,12326813,15575053,79.14459745
(주)코맥스,36690,16-Dec,100935048,130828797,100793963,131799755,76.47507615
(주)코맥스,36690,17-Dec,106339502,140251626,106377399,140191670,75.87997133
(주)코메론,49430,16-Dec,36532358,57587894,40527740,68905533,58.81637981
(주)코메론,49430,17-Dec,36841909,57281934,39824357,68450794,58.17953989
(주)코미코,183300,16-Dec,22425431,44079694,50868078,93983099,54.1247081
(주)코미코,183300,17-Dec,34825804,67620643,65162483,125056374,52.10648679
(주)코미팜,41960,16-Dec,26676121,37636362,26676121,37636362,70.87858545
(주)코미팜,41960,17-Dec,24186749,35612736,25045095,36641053,68.35255253
(주)코세스,89890,16-Dec,22958935,27874008,22958935,27874008,82.3668236
(주)코세스,89890,17-Dec,29657774,40922185,29657774,40922185,72.47358371
(주)코센,9730,16-Dec,54470013,53942891,54470013,53942891,100.9771853
(주)코센,9730,17-Dec,51482375,57272647,51482375,57272647,89.8899871
(주)코스나인,82660,16-Dec,61707873,64929568,192996370,207265945,93.11533064
(주)코스나인,82660,17-Dec,32293835,29633121,184629594,184419003,100.1141916
(주)코스메카코리아,241710,16-Dec,122322651,152174095,130054558,165176125,78.73689857
(주)코스메카코리아,241710,17-Dec,126961542,158226664,143400142,182327850,78.64960948
(주)코스온,69110,16-Dec,57986570,77287333,61985906,83065519,74.62290821
(주)코스온,69110,17-Dec,68256499,85620455,79679747,100485580,79.29470776
(주)코썬바이오,204990,16-Dec,15903027,28617962,15903027,28617962,55.57008916
(주)코썬바이오,204990,17-Dec,11980798,21885626,12964575,25656055,50.53222329
(주)코아시아,45970,16-Dec,10926911,9429026,333414637,396061922,84.1824519
(주)코아시아,45970,17-Dec,625907,4759216,352530693,424250341,83.09496986
(주)코아시아옵틱스,196450,16-Dec,35461311,27291639,48626026,39695061,122.4989325
(주)코아시아옵틱스,196450,17-Dec,7432567,11299145,9559615,14231304,67.17314871
(주)코엔텍,29960,16-Dec,29351197,48583970,34338313,55095779,62.32476176
(주)코엔텍,29960,17-Dec,32190770,53606953,37331138,61255105,60.94371726
(주)코원플레이,56000,16-Dec,19546722,29984912,19546722,29984912,65.18852548
(주)코원플레이,56000,17-Dec,15707557,28767652,17410727,30676039,56.75676381
(주)코이즈,121850,16-Dec,24025795,28975469,25936065,31440808,82.4917254
(주)코이즈,121850,17-Dec,24361057,21082535,29017598,26389826,109.9575192
(주)코콤,15710,16-Dec,82583454,113892164,82583454,113892164,72.51021589
(주)코콤,15710,17-Dec,107255681,143089164,107255681,143089164,74.95723506
(주)코텍,52330,16-Dec,225953965,297954883,225953965,297954883,75.83495955
(주)코텍,52330,17-Dec,259151538,327482316,259151538,327482316,79.13451363
(주)코프라,126600,16-Dec,95349649,119147770,104325339,130126018,80.17254397
(주)코프라,126600,17-Dec,103918588,121749156,114607175,134792885,85.02464726
(주)쿠첸,225650,16-Dec,163411647,272618911,163411647,272618911,59.9414202
(주)쿠첸,225650,17-Dec,144943595,237263684,144943595,237263684,61.08966722
(주)큐로컴,40350,16-Dec,10507884,12319856,15868423,18985337,83.5825195
(주)큐로컴,40350,17-Dec,9437074,11295570,10369841,12683664,81.75745589
(주)큐로홀딩스,51780,16-Dec,6240037,8187689,22022353,14592405,150.9165419
(주)큐로홀딩스,51780,17-Dec,10019463,12621098,15464869,15357486,100.6992225
(주)큐리언트,115180,16-Dec,0,0,0,0,#DIV/0!
(주)큐리언트,115180,17-Dec,0,0,0,0,#DIV/0!
(주)큐브엔터테인먼트,182360,16-Dec,19559336,19026988,20528044,19465306,105.4596522
(주)큐브엔터테인먼트,182360,17-Dec,19201715,23463431,20167957,24416090,82.60109215
(주)큐에스아이,66310,16-Dec,17481018,22020600,16339505,22020600,74.20099816
(주)큐에스아이,66310,17-Dec,17687067,22628380,16971165,22628424,74.99932386
(주)크레버스,96240,16-Dec,0,71583840,0,138574465,0
(주)크레버스,96240,17-Dec,0,73090572,0,147363632,0
(주)크린앤사이언스,45520,16-Dec,46446845,59675152,46441247,59971176,77.43928016
(주)크린앤사이언스,45520,17-Dec,60201221,76754464,60181545,77107947,78.04843384
(주)클라우드에어,36170,16-Dec,11994270,16757319,12523403,17665255,70.89285153
(주)클라우드에어,36170,17-Dec,10978208,15570249,11761122,16593462,70.87804823
(주)클래시스,214150,16-Dec,,,0,0,#DIV/0!
(주)클래시스,214150,17-Dec,10739812,34629233,10699567,34868166,30.6857751
(주)클리오,237880,16-Dec,72914943,196437347,71833342,193589949,37.10592537
(주)클리오,237880,17-Dec,74786403,190599980,76044559,193680144,39.26296079
(주)키이스트,54780,16-Dec,21861568,25549279,78404973,93247807,84.0823774
(주)키이스트,54780,17-Dec,18605130,21429057,89067580,106170053,83.89143406
(주)타이거일렉,219130,16-Dec,24258761,28000475,24258761,28000475,86.63696241
(주)타이거일렉,219130,17-Dec,26099350,33444169,26099350,33444169,78.0385663
(주)탑엔지니어링,65130,16-Dec,106264189,150212268,113176921,161030823,70.28276878
(주)탑엔지니어링,65130,17-Dec,114392959,151177787,127845491,176055995,72.61638037
(주)탑코미디어,134580,16-Dec,62511125,77287004,62511125,77354544,80.81118674
(주)탑코미디어,134580,17-Dec,39326457,47048592,39326457,47048592,83.58689459
(주)태광,23160,16-Dec,219913440,244778890,219913440,244778890,89.84166894
(주)태광,23160,17-Dec,159609082,184151389,159609082,184151389,86.67275488
(주)태양,53620,16-Dec,116926473,147772079,117093397,148160527,79.03143933
(주)태양,53620,17-Dec,130863180,157274649,130836058,157569823,83.03370246
(주)태웅,44490,16-Dec,269518617,321984454,269518617,321984454,83.70547511
(주)태웅,44490,17-Dec,270703264,304366834,270703264,304366834,88.93980347
(주)테라젠이텍스,66700,16-Dec,36734297,60237425,70183637,101283309,69.29437604
(주)테라젠이텍스,66700,17-Dec,41179764,66010923,75090421,107591869,69.79191058
(주)테스,95610,16-Dec,129719507,178135030,130822457,178907934,73.12278113
(주)테스,95610,17-Dec,197507109,275184465,198373048,275790382,71.92892173
(주)테크윙,89030,16-Dec,84630739,133889168,90464291,141979322,63.71652557
(주)테크윙,89030,17-Dec,119879331,185196624,144537670,222772282,64.8813527
(주)텔레칩스,54450,16-Dec,57934055,100889973,57934055,100969671,57.37768027
(주)텔레칩스,54450,17-Dec,83163112,122345980,83163112,122666738,67.79597579
(주)텔레필드,91440,16-Dec,33011035,43098885,33011035,43098885,76.59371002
(주)텔레필드,91440,17-Dec,21902696,32656208,24476651,37433073,65.38776819
(주)텔콘알에프제약,200230,16-Dec,19345790,22065967,26765610,29840249,89.69633598
(주)텔콘알에프제약,200230,17-Dec,26692319,29704739,36611463,41774342,87.64102855
(주)토박스코리아,215480,16-Dec,,,0,0,#DIV/0!
(주)토박스코리아,215480,17-Dec,12322094,30535280,12322094,30535280,40.35363029
(주)토비스,51360,16-Dec,383897744,455566497,377312812,454454017,83.02552027
(주)토비스,51360,17-Dec,459906816,523988615,450493316,522718329,86.18280458
(주)토탈소프트뱅크,45340,16-Dec,5197370,9419277,5197370,9419277,55.17801419
(주)토탈소프트뱅크,45340,17-Dec,6117237,9746423,6117237,9746423,62.76391862
(주)톱텍,108230,16-Dec,332593092,387475224,340280581,392662456,86.65982087
(주)톱텍,108230,17-Dec,915333723,1136587156,907370288,1138438650,79.70304662
(주)투비소프트,79970,16-Dec,19121317,34807407,20594993,39181813,52.5626341
(주)투비소프트,79970,17-Dec,16343898,30895429,23443936,39454565,59.42008485
(주)트루윈,105550,16-Dec,32335962,33228923,32335962,33228923,97.31269954
(주)트루윈,105550,17-Dec,31342005,35388139,31342005,35388139,88.56641204
(주)특수건설,26150,16-Dec,130406552,138116060,130406552,138116060,94.41809446
(주)특수건설,26150,17-Dec,116789723,128027954,119870278,131132091,91.41185585
(주)티비씨,33830,16-Dec,28790649,38513717,28855500,38827003,74.31812339
(주)티비씨,33830,17-Dec,30941354,41921451,31007132,42211580,73.4564591
(주)티사이언티픽,57680,16-Dec,28328328,29775243,28328328,29775243,95.14054344
(주)티사이언티픽,57680,17-Dec,41713121,44382402,41713121,44382402,93.98572209
(주)티씨엠생명과학,228180,16-Dec,1215783,1740083,1215783,1740083,69.86925336
(주)티씨엠생명과학,228180,17-Dec,1129166,2513565,1129166,2513565,44.92288841
(주)티씨케이,64760,16-Dec,51017419,89446645,51017419,89446645,57.03670495
(주)티씨케이,64760,17-Dec,69090382,130310060,69090382,130310060,53.01999094
(주)티에스넥스젠,43220,16-Dec,16536346,18536385,30254777,32850567,92.09818814
(주)티에스넥스젠,43220,17-Dec,25485346,23192844,35728087,37440454,95.42642565
(주)티에스이,131290,16-Dec,58618675,61654193,115310462,126712203,91.00186033
(주)티에스이,131290,17-Dec,72403071,101235629,138060076,185749435,74.32597359
(주)티에스트릴리온,284610,16-Dec,,,0,0,#DIV/0!
(주)티에스트릴리온,284610,17-Dec,,,0,0,#DIV/0!
(주)티엘아이,62860,16-Dec,54219010,72365334,55013340,77429304,71.04976689
(주)티엘아이,62860,17-Dec,48890070,63190870,49631114,67241628,73.81010168
(주)티케이케미칼,104480,16-Dec,579103509,612392890,579103509,612392890,94.56404842
(주)티케이케미칼,104480,17-Dec,673993296,714390502,673993296,714390502,94.34522073
(주)티플랙스,81150,16-Dec,91681706,100401651,91681706,100401651,91.31493864
(주)티플랙스,81150,17-Dec,108856057,117694298,108856057,117694298,92.49051046
(주)티피씨,130740,16-Dec,41669627,50731367,45110705,54390115,82.93916091
(주)티피씨,130740,17-Dec,38497196,45175625,44521056,51592715,86.29329935
(주)티피씨메카트로닉스,48770,16-Dec,64364885,74444535,77874385,92337671,84.33652718
(주)티피씨메카트로닉스,48770,17-Dec,69667993,86574975,81001649,101897097,79.4935787
(주)파나진,46210,16-Dec,2531914,6961089,2531914,6961089,36.37238369
(주)파나진,46210,17-Dec,3073814,7394731,3073814,7394731,41.5676243
(주)파라다이스,34230,16-Dec,415120707,520751140,556420449,694856269,80.07705677
(주)파라다이스,34230,17-Dec,351647278,391971788,597720294,668041930,89.47346973
(주)파라텍,33540,16-Dec,209976120,226669028,209917635,226852268,92.53495098
(주)파라텍,33540,17-Dec,238173295,259209218,238280813,259716264,91.74658889
(주)파루,43200,16-Dec,66151443,102105486,69372681,105658078,65.6577162
(주)파루,43200,17-Dec,24241603,24726561,30404859,28869599,105.3179125
(주)파마리서치,214450,16-Dec,14916517,45566681,15116236,45953115,32.89491039
(주)파마리서치,214450,17-Dec,17874170,53554110,18404890,54469758,33.78918996
(주)파버나인,177830,16-Dec,67783002,77543415,67345022,76984704,87.47844507
(주)파버나인,177830,17-Dec,93794105,104275909,94340991,106136238,88.88669203
(주)파세코,37070,16-Dec,80118599,101953271,80118599,101953271,78.5836474
(주)파세코,37070,17-Dec,97235179,121285465,97235179,121285465,80.1705126
(주)파수,150900,16-Dec,13666146,21164807,13717126,21443571,63.96847801
(주)파수,150900,17-Dec,11185937,29207523,11147424,29288075,38.06130652
(주)파워로직스,47310,16-Dec,430635001,454209210,499222442,545479982,91.51984646
(주)파워로직스,47310,17-Dec,650612813,685227802,651926766,705665350,92.38469283
(주)파이오링크,170790,16-Dec,13508089,28675652,18983258,35813842,53.00536591
(주)파이오링크,170790,17-Dec,8034474,18643859,17339426,29431876,58.91376411
(주)파인넥스,123260,16-Dec,30387761,12554438,40802246,14033559,290.7476713
(주)파인넥스,123260,17-Dec,18310403,17405689,24660639,19302857,127.7564197
(주)파인디앤씨,49120,16-Dec,44427004,57180845,164639805,177666099,92.66810378
(주)파인디앤씨,49120,17-Dec,49121841,60306603,152495556,159356867,95.69437381
(주)파인디지털,38950,16-Dec,46411534,62721692,49983040,78001533,64.0795611
(주)파인디지털,38950,17-Dec,43019675,57353157,49622126,76035318,65.26194314
(주)파인테크닉스,106240,16-Dec,164392150,189787081,186491662,216325021,86.20901139
(주)파인테크닉스,106240,17-Dec,149130505,149753568,169829964,174995498,97.04819035
(주)파인텍,131760,16-Dec,39585430,40940978,144683545,153717014,94.12331221
(주)파인텍,131760,17-Dec,71373211,85675115,102942141,122257345,84.20119135
(주)파커스,65690,16-Dec,42455699,54150205,52122292,63854994,81.62602286
(주)파커스,65690,17-Dec,46324350,56470890,54336425,64532486,84.20011124
(주)파크시스템스,140860,16-Dec,8579832,20843230,8808021,24452140,36.02147297
(주)파크시스템스,140860,17-Dec,10399626,28149184,10547827,32882240,32.07758048
(주)파트론,91700,16-Dec,697703020,763823136,685231149,791415721,86.58295897
(주)파트론,91700,17-Dec,700003732,756897567,711943742,791339853,89.96687571
(주)파티게임즈,194510,16-Dec,0,24871599,0,31448344,0
(주)파티게임즈,194510,17-Dec,0,25902769,0,30536425,0
(주)팍스넷,38160,16-Dec,0,22243187,0,22243187,0
(주)팍스넷,38160,17-Dec,0,18312104,0,18312104,0
(주)팜스토리,27710,16-Dec,328316485,382664933,796487859,900486838,88.45080521
(주)팜스토리,27710,17-Dec,356505092,410529529,741162316,838555170,88.3856355
(주)팬스타엔터프라이즈,54300,16-Dec,24175135,28083159,24175135,28083159,86.08410115
(주)팬스타엔터프라이즈,54300,17-Dec,27133953,33523260,27133953,33523260,80.94067522
(주)팬엔터테인먼트,68050,16-Dec,30861137,35051322,31027729,35328272,87.82690815
(주)팬엔터테인먼트,68050,17-Dec,40787165,42144570,40952908,42340810,96.72207027
(주)팬젠,222110,16-Dec,3698716,1461475,3698716,1461475,253.0810312
(주)팬젠,222110,17-Dec,3847039,2372816,3847039,2372816,162.1296805
(주)펄어비스,263750,17-Jun,0,77696625,0,92730435,0
(주)펩트론,87010,16-Dec,1909384,3130705,1909384,3130705,60.98894658
(주)펩트론,87010,17-Dec,1997712,3215384,1997712,3215384,62.12981093
(주)포메탈,119500,16-Dec,39381699,45817287,39381699,45817287,85.95379949
(주)포메탈,119500,17-Dec,46850244,54017360,46850244,54017360,86.73182843
(주)포스코아이씨티,22100,16-Dec,727105821,838257963,748695814,866893881,86.36533611
(주)포스코아이씨티,22100,17-Dec,791158065,918344970,820313449,950592313,86.29498028
(주)포스코엠텍,9520,16-Dec,230667031,259048105,239037655,266528977,89.68542846
(주)포스코엠텍,9520,17-Dec,232634940,257832361,232634940,257832361,90.22720775
(주)포스코케미칼,3670,16-Dec,944753894,1076455299,976899637,1117704662,87.40230494
(주)포스코케미칼,3670,17-Dec,1013539423,1163917966,1041594262,1197158861,87.00551747
(주)포인트엔지니어링,176560,16-Dec,,,0,0,#DIV/0!
(주)포인트엔지니어링,256630,16-Dec,,,0,0,#DIV/0!
(주)포인트엔지니어링,176560,17-Dec,31528418,46872412,33468614,49508498,67.60175597
(주)포인트엔지니어링,256630,17-Dec,,,0,0,#DIV/0!
(주)폴라리스세원,234100,16-Dec,33433463,42352120,33433463,42352120,78.94165156
(주)폴라리스세원,234100,17-Dec,38709285,45390977,38709285,45390977,85.27969116
(주)폴라리스오피스,41020,16-Dec,0,8723130,0,13194593,0
