회사명,거래소코드,회계년도,매출원가(*)(IFRS),매출액(수익)(*)(IFRS),매출원가(*)(IFRS연결),매출액(수익)(*)(IFRS연결),매출원가대매출액
(주)스카이문스테크놀로지,33790,17-Dec,12823639,13471809,12823639,13458871,95.28019847
(주)스킨앤스킨,159910,16-Dec,7536772,15277789,21955497,38353435,57.24519069
(주)스킨앤스킨,159910,17-Dec,14238835,16411014,21753703,29874487,72.81699264
(주)스타플렉스,115570,16-Dec,68507273,86728447,67109808,85305534,78.66993483
(주)스타플렉스,115570,17-Dec,72126473,83505468,74928264,86988215,86.13610936
(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,20771942,27274346,21712643,29076105,74.67521183
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,33344032,37618724,36651258,46522005,78.7826277
(주)스페이스솔루션,245030,16-Dec,,,0,0,#DIV/0!
(주)스페이스솔루션,245030,17-Dec,,,0,0,#DIV/0!
(주)스페코,13810,16-Dec,38226291,50452747,66219841,84304231,78.54865671
(주)스페코,13810,17-Dec,28872867,37963619,56123226,68786456,81.59051834
(주)승일,49830,16-Dec,125415035,138451583,125415035,138451583,90.58403832
(주)승일,49830,17-Dec,124658349,135816978,124658349,135816978,91.78406915
(주)시공테크,20710,16-Dec,76440398,74105042,83905101,80798733,103.8445751
(주)시공테크,20710,17-Dec,144212888,164757329,152036483,173114089,87.82444218
(주)시너지이노베이션,48870,16-Dec,5114163,7489098,11167476,17476573,63.89969017
(주)시너지이노베이션,48870,17-Dec,5998925,6189799,21386084,34197705,62.53660589
(주)시노펙스,25320,16-Dec,92436236,108769971,118914897,155021724,76.70853731
(주)시노펙스,25320,17-Dec,100303534,130717223,136228689,181187121,75.18673968
(주)시스웍,269620,16-Dec,15877427,24177526,16091455,24293569,66.23750919
(주)시스웍,269620,17-Dec,21175945,30441340,21999804,31381567,70.10422392
(주)시큐브,131090,16-Dec,5917478,15144604,5931478,15151907,39.14674239
(주)시큐브,131090,17-Dec,6437200,15173425,6437200,15259224,42.18563146
(주)시티랩스,139050,16-Dec,32684116,36297715,33968043,37514190,90.54718495
(주)시티랩스,139050,17-Dec,28273714,30345343,44093422,49340104,89.36629319
(주)신진에스엠,138070,16-Dec,29865055,38473668,40459823,49757132,81.31462038
(주)신진에스엠,138070,17-Dec,33447059,43813246,44499820,56975933,78.10283686
(주)신화콘텍,187270,16-Dec,28796209,35696476,27261901,35206911,77.43337949
(주)신화콘텍,187270,17-Dec,39237230,54676039,38183099,55347069,68.98847525
(주)심텍,222800,16-Dec,690941186,763387057,693533673,792025672,87.56454463
(주)심텍,222800,17-Dec,692626786,768547060,710053853,811565475,87.49187526
(주)심텍홀딩스,36710,16-Dec,0,3706416,697873319,789990045,88.339508
(주)심텍홀딩스,36710,17-Dec,0,3312567,715566368,812440662,88.07613915
(주)싸이맥스,160980,16-Dec,60045685,73175922,60047710,73175922,82.05938287
(주)싸이맥스,160980,17-Dec,129310393,162316317,130927991,164085573,79.79250619
(주)썬테크놀로지스,122800,16-Dec,17734449,25054557,17734449,25054557,70.78332696
(주)썬테크놀로지스,122800,17-Dec,14586136,15229793,14586136,15229793,95.7736983
(주)썸에이지,208640,16-Dec,0,6014041,0,6052265,0
(주)썸에이지,208640,17-Dec,0,3169449,0,3554861,0
(주)쎄노텍,222420,16-Dec,26196084,40158048,26196084,40158048,65.23246349
(주)쎄노텍,222420,17-Dec,28726201,40468377,28726201,40468377,70.98431696
(주)쎄니트,37760,16-Dec,58135644,64290579,91190194,115747171,78.78395058
(주)쎄니트,37760,17-Dec,66664768,71397755,102347605,126227417,81.08191345
(주)쎄트렉아이,99320,16-Dec,23506863,29629299,27326492,34238374,79.81247007
(주)쎄트렉아이,99320,17-Dec,27086085,37505777,32307526,42762139,75.55170708
(주)쎌바이오텍,49960,16-Dec,12837211,56495597,12785809,58275831,21.94015732
(주)쎌바이오텍,49960,17-Dec,12631879,58870734,12627036,61056741,20.68082212
(주)쏠리드,50890,16-Dec,121550549,168360838,208564639,291489405,71.55136188
(주)쏠리드,50890,17-Dec,120300307,169279702,168486580,259308877,64.97524572
(주)씨씨에스충북방송,66790,16-Dec,17010339,20916836,17010339,20908297,81.3568843
(주)씨씨에스충북방송,66790,17-Dec,17106821,21263187,17106821,21259587,80.46638441
(주)씨에스,65770,16-Dec,40768502,48436321,40768502,48504592,84.05080905
(주)씨에스,65770,17-Dec,35686652,43326430,35686652,43330916,82.35840664
(주)씨에스에이코스믹,83660,16-Dec,21049002,34487398,21049002,34487398,61.03389418
(주)씨에스에이코스믹,83660,17-Dec,21534452,30497697,22393049,31466024,71.16580411
(주)씨엔플러스,115530,16-Dec,21872272,24036246,23111139,24797770,93.19845696
(주)씨엔플러스,115530,17-Dec,20577895,26853889,22397408,28849965,77.63409072
(주)씨엠에스에듀,225330,16-Dec,0,54227208,0,56033587,0
(주)씨엠에스에듀,225330,17-Dec,0,61922125,0,63999760,0
(주)씨유메디칼시스템,115480,16-Dec,41501940,50583903,42988632,54576580,78.76754461
(주)씨유메디칼시스템,115480,17-Dec,45578451,55088654,45821520,58347211,78.53249404
(주)씨제이이엔엠,35760,16-Dec,124561924,1095911240,999565155,2208596188,45.25794079
(주)씨제이이엔엠,35760,17-Dec,0,1136458706,988044708,2260006796,43.71866092
(주)씨젠,96530,16-Dec,16298949,58186498,21256343,73693589,28.8442228
(주)씨젠,96530,17-Dec,24358777,70031261,29416755,87662545,33.55681152
(주)씨티네트웍스,189540,16-Dec,,,0,0,#DIV/0!
(주)씨티네트웍스,189540,17-Dec,,,0,0,#DIV/0!
(주)씨티씨바이오,60590,16-Dec,66004980,93553652,90769501,123145793,73.70897437
(주)씨티씨바이오,60590,17-Dec,67422192,91354880,100621205,130558989,77.06953445
(주)씨티케이,260930,16-Dec,95497038,133888368,95497038,133888368,71.32586604
(주)씨티케이,260930,17-Dec,77654679,112990498,77654679,112990498,68.72673399
(주)아가방앤컴퍼니,13990,16-Dec,79416864,142243066,83494403,150255367,55.56833321
(주)아가방앤컴퍼니,13990,17-Dec,72998828,134128796,76438753,140860568,54.26554364
(주)아나패스,123860,16-Dec,63552388,99299891,63552388,99299891,64.00046099
(주)아나패스,123860,17-Dec,54955930,87058623,54955930,87058623,63.12520013
(주)아난티,25980,16-Dec,29753710,40949167,68661519,134925438,50.88849072
(주)아난티,25980,17-Dec,30356159,39910347,82979534,150455721,55.15212944
(주)아리온테크놀로지,58220,16-Dec,37314749,42631874,39973436,46037493,86.82800343
(주)아리온테크놀로지,58220,17-Dec,35935973,40595527,45235536,51742898,87.4236615
(주)아모텍,52710,16-Dec,207285053,266596340,230932905,295988037,78.02102657
(주)아모텍,52710,17-Dec,212071164,288584654,236110568,315448056,74.84927027
(주)아미노로직스,74430,16-Dec,11958925,16365960,11958925,16365960,73.07194323
(주)아미노로직스,74430,17-Dec,12946228,16835420,12946228,16835420,76.89875275
(주)아바코,83930,16-Dec,171186140,199612659,171852173,199678325,86.06451051
(주)아바코,83930,17-Dec,161898915,185505840,163527305,186078757,87.88069505
(주)아바텍,149950,16-Dec,61368541,78863764,61475720,78863764,77.95179545
(주)아바텍,149950,17-Dec,73868072,95628780,73868072,95628780,77.24460356
(주)아스타,246720,16-Dec,471384,239586,471384,239586,196.7493927
(주)아스타,246720,17-Dec,1489243,2073930,714316,1033962,69.08532422
(주)아스트,67390,16-Dec,72109702,90103341,73664064,87889701,83.81421618
(주)아스트,67390,17-Dec,80692473,92788560,82158306,97205917,84.51986107
(주)아시아경제,127710,16-Dec,14565970,33960861,28936883,60334065,47.9611029
(주)아시아경제,127710,17-Dec,15550328,35016236,26156994,54258166,48.20840056
(주)아우딘퓨쳐스,227610,16-Dec,32289367,56780137,32289367,56780137,56.86736367
(주)아우딘퓨쳐스,227610,17-Dec,34283329,51015104,34283329,51015104,67.2023113
(주)아이디스,143160,16-Dec,69873038,106710351,89288980,129510825,68.94325629
(주)아이디스,143160,17-Dec,65097988,93642353,64910869,95158879,68.21315014
(주)아이디스홀딩스,54800,16-Dec,1978253,10135284,321944859,441398463,72.93746716
(주)아이디스홀딩스,54800,17-Dec,2010774,10190466,332156682,438219714,75.79683693
(주)아이센스,99190,16-Dec,70486369,124070742,70637045,132468197,53.32377627
(주)아이센스,99190,17-Dec,81569042,137479379,87760413,156963801,55.91124351
(주)아이씨디,40910,16-Dec,200348303,230909154,200621284,230909154,86.88320949
(주)아이씨디,40910,17-Dec,256088392,311847748,256124647,311847748,82.13131204
(주)아이앤씨테크놀로지,52860,16-Dec,22546934,28428226,22992661,30300574,75.88193214
(주)아이앤씨테크놀로지,52860,17-Dec,27846136,41339721,26247777,42928877,61.14247293
(주)아이에스시,95340,16-Dec,50094626,80255704,63790208,93636334,68.12548642
(주)아이에스시,95340,17-Dec,60157749,98990640,72043588,114082893,63.15021131
(주)아이에스이커머스,69920,16-Dec,11448946,24598502,32767260,78625907,41.67488968
(주)아이에스이커머스,69920,17-Dec,18780319,36484877,18780319,36484877,51.47425603
(주)아이에이,38880,16-Dec,45657976,55964170,58313962,75870439,76.85992432
(주)아이에이,38880,17-Dec,36491013,43547754,47215110,60756810,77.7116343
(주)아이엠,101390,16-Dec,138785066,153657473,181729059,192429817,94.43913726
(주)아이엠,101390,17-Dec,214184577,232605382,232578622,249371615,93.26587631
(주)아이엠비씨,52220,16-Dec,0,60344209,0,67239151,0
(주)아이엠비씨,52220,17-Dec,0,50649210,0,57402132,0
(주)아이엠텍,226350,16-Dec,71045105,81087813,71045105,81087813,87.61502175
(주)아이엠텍,226350,17-Dec,65298961,69006125,65298961,69006125,94.62777543
(주)아이오케이컴퍼니,78860,16-Dec,11189555,13482393,11189555,13482393,82.993835
(주)아이오케이컴퍼니,78860,17-Dec,14228583,18156364,14349494,18379991,78.07127871
(주)아이윈,90150,16-Dec,77001231,87644016,88603101,105799217,83.74646194
(주)아이윈,90150,17-Dec,76209188,88397474,80085485,97190531,82.40050155
(주)아이윈플러스,123010,16-Dec,26615654,28780467,26615654,28780467,92.47818668
(주)아이윈플러스,123010,17-Dec,15283804,14183309,15283804,14183309,107.759085
(주)아이즈비전,31310,16-Dec,24990914,38153741,131598335,159805659,82.34898302
(주)아이즈비전,31310,17-Dec,15182959,27539736,133135979,167068035,79.68967792
(주)아이컴포넌트,59100,16-Dec,43292338,53616520,43292338,53616520,80.74440117
(주)아이컴포넌트,59100,17-Dec,22704251,24520294,22704251,24520294,92.59371441
(주)아이톡시,52770,16-Dec,15417459,37422701,15417459,37422701,41.19814601
(주)아이톡시,52770,17-Dec,13674260,21083673,13674260,21083673,64.85710531
(주)아이티센,124500,16-Dec,125038631,141084763,237404005,273654423,86.75321319
(주)아이티센,124500,17-Dec,133206160,154028752,270347402,311549095,86.7752166
(주)아이티엑스에이아이,99520,16-Dec,18848111,24517261,18848111,24517261,76.87690317
(주)아이티엑스에이아이,99520,17-Dec,22775542,31094349,22775542,31094349,73.24656323
(주)아즈텍더블유비이,32080,16-Dec,42638304,52568059,42638304,52568059,81.11066836
(주)아즈텍더블유비이,32080,17-Dec,32303527,34436524,32303527,34436524,93.80600377
(주)아진엑스텍,59120,16-Dec,9107354,17565366,9107354,17565366,51.84835887
(주)아진엑스텍,59120,17-Dec,14546638,30704497,14546638,30704497,47.3762459
(주)아프리카티비,67160,16-Dec,0,78984486,0,79830292,0
(주)아프리카티비,67160,17-Dec,0,94003216,0,94552465,0
(주)안랩,53800,16-Dec,36760477,140810131,37222548,142879622,26.05168426
(주)안랩,53800,17-Dec,33782524,147618546,34348702,150259297,22.85961846
(주)안트로젠,65660,16-Dec,1393652,4896068,1393652,4896068,28.46471904
(주)안트로젠,65660,17-Dec,2106094,5357319,2106094,5357319,39.31246207
(주)알로이스,271400,16-Dec,,,0,0,#DIV/0!
(주)알로이스,271400,17-Dec,,,0,0,#DIV/0!
(주)알에프세미,96610,16-Dec,50462727,60033005,53621161,64179251,83.54906012
(주)알에프세미,96610,17-Dec,53495181,60373884,54238063,62185137,87.22029992
(주)알에프텍,61040,16-Dec,140055342,159514610,286558298,321992443,88.99534888
(주)알에프텍,61040,17-Dec,120494288,133329132,254839929,287143154,88.75013228
(주)알엔투테크놀로지,148250,16-Dec,6665032,12040103,6665032,12040103,55.35693507
(주)알엔투테크놀로지,148250,17-Dec,9042292,14390958,9042292,14390958,62.83314843
(주)알테오젠,196170,16-Dec,2035241,2334238,6214361,6843720,90.80384645
(주)알테오젠,196170,17-Dec,2176607,2469485,11069372,12104356,91.44949141
(주)알톤스포츠,123750,16-Dec,37890609,52367346,35756655,52560248,68.02984453
(주)알톤스포츠,123750,17-Dec,36612263,42617058,35727227,43446206,82.23324955
(주)알티캐스트,85810,16-Dec,0,59423299,0,65415904,0
(주)알티캐스트,85810,17-Dec,0,62148556,0,70643136,0
(주)알파홀딩스,117670,16-Dec,52792317,56641148,52830815,56639827,93.27502889
(주)알파홀딩스,117670,17-Dec,64312031,69674265,64392749,69995825,91.99512828
(주)액션스퀘어,205500,16-Dec,0,3958085,0,3958085,0
(주)액션스퀘어,205500,17-Dec,0,9402123,0,9402123,0
(주)액토즈소프트,52790,16-Dec,18030269,36063675,36913745,72386383,50.99542686
(주)액토즈소프트,52790,17-Dec,17763595,34798015,26997983,55399431,48.73332183
(주)앤디포스,238090,16-Dec,44841599,70582568,44841599,70582568,63.53069925
(주)앤디포스,238090,17-Dec,35932121,52344188,35932121,52344188,68.64586571
(주)앤씨앤,92600,16-Dec,39303789,60989966,41707876,64056482,65.11109368
(주)앤씨앤,92600,17-Dec,25486577,41222922,36217720,53399310,67.82432207
(주)야스,255440,16-Dec,57707780,82981673,57707780,82981673,69.54280134
(주)야스,255440,17-Dec,58904217,86244464,59072093,86546664,68.2546158
(주)어스앤에어로스페이스,263540,16-Dec,23063868,28814071,23063868,28814071,80.04376751
(주)어스앤에어로스페이스,263540,17-Dec,23521724,30086064,23521724,30086064,78.1814597
(주)얼라인드제네틱스,238120,16-Dec,2269143,4478562,2192281,4711534,46.53008978
(주)얼라인드제네틱스,238120,17-Dec,2042203,4975639,2036850,5636108,36.13930038
(주)에너토크,19990,16-Dec,18361342,26023692,18361342,26023692,70.55625313
(주)에너토크,19990,17-Dec,17980475,24468473,17980475,24468473,73.48425462
(주)에스디생명공학,217480,16-Dec,39440413,102027854,39311521,104692209,37.5496146
(주)에스디생명공학,217480,17-Dec,47451289,102299024,58060830,127402379,45.57279892
(주)에스디시스템,121890,16-Dec,58314874,63561565,58314874,63561565,91.74549746
(주)에스디시스템,121890,17-Dec,49458655,55362066,49458655,55362066,89.33672201
(주)에스마크,30270,16-Dec,32857746,25081505,35482548,28428152,124.8148244
(주)에스마크,30270,17-Dec,12490893,9315882,18801046,17074815,110.1098079
(주)에스비에스콘텐츠허브,46140,16-Dec,236175621,257673244,236175621,257673244,91.65702163
(주)에스비에스콘텐츠허브,46140,17-Dec,166126898,178248870,185970738,197964758,93.94133576
(주)에스씨디,42110,16-Dec,114562953,131572665,114546936,134535550,85.14250397
(주)에스씨디,42110,17-Dec,125778261,141249252,127931662,146294275,87.44816706
(주)에스아이리소스,65420,16-Dec,13075212,13410932,19171172,25212000,76.0398699
(주)에스아이리소스,65420,17-Dec,17102558,17472745,24364309,33368170,73.01661733
(주)에스앤더블류,103230,16-Dec,38917122,42197864,38917122,42197864,92.22533633
(주)에스앤더블류,103230,17-Dec,33114913,32736658,33114913,32736658,101.1554478
(주)에스앤에스텍,101490,16-Dec,38100393,54012868,38100393,54012868,70.53947404
(주)에스앤에스텍,101490,17-Dec,42636917,53899317,42636917,53899317,79.1047445
(주)에스에너지,95910,16-Dec,258086348,281185930,272816015,304638920,89.55389384
(주)에스에너지,95910,17-Dec,175885971,198474507,196744106,231105250,85.13182024
(주)에스에이엠티,31330,16-Dec,1009681588,1063479333,1009681588,1063479333,94.94134551
(주)에스에이엠티,31330,17-Dec,1159126323,1212024348,1159126323,1212024348,95.63556416
(주)에스에이티,60540,16-Dec,23207086,29815304,71399113,84693323,84.30311915
(주)에스에이티,158300,16-Dec,19432542,24189360,19597312,24311212,80.61018101
(주)에스에이티,158300,17-Dec,20616400,25498196,20678544,25545359,80.94833977
(주)에스에이티,60540,17-Dec,34607182,43531527,79890963,97309966,82.09946656
(주)에스에프씨,112240,16-Dec,41624509,47400350,41624509,47400350,87.81477141
(주)에스에프씨,112240,17-Dec,38866840,43856578,38866840,44615639,87.11483433
(주)에스에프에이,56190,16-Dec,689493157,849971815,1126141683,1319748301,85.33003469
(주)에스에프에이,56190,17-Dec,1067422437,1313864576,1595294579,1920384917,83.07160533
(주)에스에프에이반도체,36540,16-Dec,261576497,269659372,399456050,429214599,93.06674352
(주)에스에프에이반도체,36540,17-Dec,265844379,293000759,410672653,449558231,91.35026893
(주)에스엘바이오닉스,214310,16-Dec,45771465,59174840,45771465,59330985,77.14597187
(주)에스엘바이오닉스,214310,17-Dec,37461169,47652516,37461169,48020218,78.0112431
(주)에스엠라이프디자인그룹,63440,16-Dec,7887110,11371357,7887110,11371357,69.35944408
(주)에스엠라이프디자인그룹,63440,17-Dec,24677838,31503168,26468483,33280384,79.53178365
(주)에스엠엔터테인먼트,41510,16-Dec,135709819,202127701,247611540,349870229,70.77239487
(주)에스엠엔터테인먼트,41510,17-Dec,132704122,216128551,248982350,365386504,68.14218568
(주)에스엠컬처앤콘텐츠,48550,16-Dec,75511709,90041933,78661867,95394112,82.45987656
(주)에스엠컬처앤콘텐츠,48550,17-Dec,53024495,50524355,76518963,88565311,86.39834506
(주)에스엠코어,7820,16-Dec,57357342,48819058,58920644,50388628,116.9324237
(주)에스엠코어,7820,17-Dec,67033378,71252475,67480616,72414808,93.18621131
(주)에스제이케이,80440,16-Dec,10973931,12303668,11806045,12908475,91.45964182
(주)에스제이케이,80440,17-Dec,7040010,7883807,7117717,8771196,81.14876238
(주)에스지엔지,40610,16-Dec,40678112,48507191,1022498084,1199996426,85.20842745
(주)에스지엔지,40610,17-Dec,47403787,55141217,1058210801,1217586997,86.91048801
(주)에스코넥,96630,16-Dec,163704096,190637159,284322947,334554748,84.98547658
(주)에스코넥,96630,17-Dec,110078962,129165691,313350232,365629927,85.70147268
(주)에스텍파마,41910,16-Dec,31724778,43385843,31724778,43397040,73.10355268
(주)에스텍파마,41910,17-Dec,27115220,38174581,27115220,38213541,70.95709869
(주)에스티아이,39440,16-Dec,147898655,177369440,145612060,180384449,80.72317808
(주)에스티아이,39440,17-Dec,235194621,282967159,231938792,287012566,80.81137186
(주)에스티오,98660,16-Dec,41300771,98811339,41870128,100535861,41.64695819
(주)에스티오,98660,17-Dec,39534319,89586610,39885284,90839468,43.907439
(주)에스티큐브,52020,16-Dec,5869872,15263722,5948784,15263722,38.97335132
(주)에스티큐브,52020,17-Dec,8665915,8460728,8665915,8460728,102.4251696
(주)에스폴리텍,50760,16-Dec,101603073,117274954,102030215,117696775,86.68904904
(주)에스폴리텍,50760,17-Dec,108025942,122209735,107956050,122283422,88.28347149
(주)에스피지,58610,16-Dec,113181091,133513413,122924045,152272422,80.72640035
(주)에스피지,58610,17-Dec,207318554,238208029,239431475,295751093,80.9570888
(주)에쎈테크,43340,16-Dec,64992502,72916738,64992502,72916738,89.13248697
(주)에쎈테크,43340,17-Dec,60416302,66131227,60416302,66131227,91.3582051
(주)에이디칩스,54630,16-Dec,17730184,22952939,19714021,25298566,77.92544842
(주)에이디칩스,54630,17-Dec,14453126,18617247,14453126,18617247,77.63299268
(주)에이디테크놀로지,200710,16-Dec,20902034,21413544,21873302,22667923,96.49451341
(주)에이디테크놀로지,200710,17-Dec,28585351,32204669,28585351,32204669,88.76151157
(주)에이루트,96690,16-Dec,24810433,33833694,24810433,33960104,73.0575884
(주)에이루트,96690,17-Dec,26513733,36423753,26513733,36658646,72.32600189
(주)에이비프로바이오,195990,16-Dec,32117535,43802072,35711926,49520835,72.11495121
(주)에이비프로바이오,195990,17-Dec,28150931,24935559,43914499,45943801,95.58307768
(주)에이스침대,3800,16-Dec,89450182,202862486,90081163,203651325,44.23303556
(주)에이스침대,3800,17-Dec,90612775,205743807,90955276,206082706,44.13532691
(주)에이스테크놀로지,88800,16-Dec,175555639,212352035,270076204,322117339,83.84404417
(주)에이스테크놀로지,88800,17-Dec,220189216,258444809,289558207,351616055,82.3506785
(주)에이치디,102210,16-Dec,46137433,55364138,88744508,103386065,85.83797826
(주)에이치디,102210,17-Dec,25562265,27580507,38321832,41678313,91.94669659
(주)에이치비테크놀러지,78150,16-Dec,211117349,270465702,211117349,270465702,78.05697633
(주)에이치비테크놀러지,78150,17-Dec,211233866,285223838,211233866,285223838,74.0589803
(주)에이치시티,72990,16-Dec,15074733,27683667,15302257,28240813,54.18490254
(주)에이치시티,72990,17-Dec,17463711,27209299,18187579,27878325,65.23913829
(주)에이치알에스,36640,16-Dec,43222834,53857470,44716454,56490991,79.15678803
(주)에이치알에스,36640,17-Dec,49468169,63060204,52525691,67720042,77.56299236
(주)에이치엘사이언스,239610,16-Dec,11774027,34431546,11774027,34431546,34.19546424
(주)에이치엘사이언스,239610,17-Dec,12044757,40197225,12044757,40197225,29.96415051
(주)에이치케이,44780,16-Dec,45217149,54110902,49857116,61788534,80.68991571
(주)에이치케이,44780,17-Dec,42933690,54008598,44206720,57186686,77.30246862
(주)에이텍,45660,16-Dec,94679343,120049859,94679343,120049859,78.86668405
(주)에이텍,45660,17-Dec,83560125,106326664,83560125,106326664,78.58811878
(주)에이텍티앤,224110,16-Dec,31818709,36048674,31818709,36048674,88.26596229
(주)에이텍티앤,224110,17-Dec,25044056,31068764,31253226,40937913,76.34298798
(주)에이트원,230980,16-Dec,6557048,8281760,6557048,8281760,79.17457159
(주)에이트원,230980,17-Dec,7421391,8199432,7421391,8199432,90.51103784
(주)에이티세미콘,89530,16-Dec,85513848,89285903,85513848,89285903,95.77530733
(주)에이티세미콘,89530,17-Dec,88553547,103239769,88553547,103239769,85.77464659
(주)에이팩트,200470,16-Dec,17273051,15878385,17273051,15878385,108.7834248
(주)에이팩트,200470,17-Dec,18302313,22643454,18302313,22643454,80.82827381
(주)에이팸,73070,16-Dec,74892833,81961409,69535861,81686182,85.12561035
(주)에이팸,73070,17-Dec,70587631,81475836,66232196,82326520,80.45062029
(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,13006036,15427119,12748047,15423603,82.65284707
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,8726259,11324491,8599194,11242042,76.49138831
(주)에치에프알,230240,16-Dec,,,0,0,#DIV/0!
(주)에치에프알,230240,17-Dec,,,0,0,#DIV/0!
(주)에코마케팅,230360,16-Dec,0,16630255,0,16642127,0
(주)에코마케팅,230360,17-Dec,0,20194727,0,24092472,0
(주)에코프로,86520,16-Dec,59789015,72912931,141696621,170483368,83.11463028
(주)에코프로,86520,17-Dec,31668158,40605615,273769149,329012475,83.20935217
(주)에프알텍,73540,16-Dec,18322781,21926802,18322781,21932679,83.54100746
(주)에프알텍,73540,17-Dec,19198878,23253122,19161472,23215136,82.53870234
(주)에프앤리퍼블릭,64090,16-Dec,21700155,17938392,56458414,54679135,103.2540365
(주)에프앤리퍼블릭,64090,17-Dec,52471777,65211588,64156337,77374491,82.91665143
(주)에프에스엔,214270,16-Dec,19335351,31453004,19334137,32484436,59.51815509
(주)에프에스엔,214270,17-Dec,15141792,27292458,19170269,34193103,56.06472451
(주)에프에스티,36810,16-Dec,76335425,111881400,76680495,112326475,68.26573611
(주)에프에스티,36810,17-Dec,149160986,191104354,149371229,191695210,77.92121097
(주)에프엔씨엔터테인먼트,173940,16-Dec,45547051,53707136,76346987,91417169,83.51493252
(주)에프엔씨엔터테인먼트,173940,17-Dec,43784439,53832745,94641037,116687389,81.10648272
(주)에프티이앤이,65160,16-Dec,22883562,27565193,34525887,44902714,76.89042359
(주)에프티이앤이,65160,17-Dec,27751184,26792353,49790748,68502012,72.68508843
(주)엑사이엔씨,54940,16-Dec,97357209,109044067,142345709,164818419,86.36517075
(주)엑사이엔씨,54940,17-Dec,168036115,184575755,229217574,255852212,89.58983478
(주)엑세스바이오인코퍼레이션,950130,16-Dec,17388036,29762933,18421371,32485928,56.70569423
(주)엑세스바이오인코퍼레이션,950130,17-Dec,18735889,27532808,20320904,29464754,68.96682049
(주)엑셈,205100,16-Dec,11698030,20122347,13574182,27549222,49.27246947
(주)엑셈,205100,17-Dec,11145051,24349132,14689819,33716596,43.56851148
(주)엑시콘,92870,16-Dec,30276126,44985040,30395788,45115501,67.37326933
(주)엑시콘,92870,17-Dec,44239326,66441333,44164752,67217160,65.70457901
(주)엔에스,217820,16-Dec,22321808,26837910,24228356,29620173,81.79680787
(주)엔에스,217820,17-Dec,31355815,36244854,35971631,42165075,85.31143606
(주)엔에스엔,31860,16-Dec,8510199,8716713,14656144,18771125,78.0781333
(주)엔에스엔,31860,17-Dec,5119394,5233099,5119574,5233309,97.82670964
(주)엔에이치엔벅스,104200,16-Dec,0,71391877,0,73029718,0
(주)엔에이치엔벅스,104200,17-Dec,0,88654122,0,92820905,0
(주)엔이능률,53290,16-Dec,17507883,53488427,16549891,53488427,30.9410688
(주)엔이능률,53290,17-Dec,17368072,57481263,16519108,57481263,28.73824815
(주)엔지스테크널러지,208860,16-Dec,0,3682598,0,3682598,0
(주)엔지스테크널러지,208860,17-Dec,0,3369956,0,3369956,0
(주)엔지켐생명과학,183490,16-Dec,18242236,21835380,18242236,21835380,83.54439446
(주)엔지켐생명과학,183490,17-Dec,21970840,26133211,21970840,26133211,84.07248539
(주)엔케이맥스,182400,16-Dec,1430903,6920544,1457862,6875849,21.20264712
(주)엔케이맥스,182400,17-Dec,1352602,4820171,1485379,4829585,30.75583099
(주)엔텔스,69410,16-Dec,44147587,56334262,44134271,56460445,78.16847884
(주)엔텔스,69410,17-Dec,36746421,46726874,36499987,46939426,77.75976425
(주)엔투텍,227950,16-Dec,,,0,0,#DIV/0!
(주)엔투텍,227950,17-Dec,,,0,0,#DIV/0!
(주)엔피케이,48830,16-Dec,53091987,56604521,61592384,67437534,91.33249742
(주)엔피케이,48830,17-Dec,56967006,62636773,65768249,73092700,89.97923048
(주)엘디티,96870,16-Dec,6655055,7633017,6655055,7633017,87.18773979
(주)엘디티,96870,17-Dec,8165444,9336437,8165444,9336437,87.45781715
(주)엘아이에스,138690,16-Dec,25921153,32418639,39400992,102985201,38.25888731
(주)엘아이에스,138690,17-Dec,60232103,76373817,64538173,91942892,70.19376006
(주)엘앤에프,66970,16-Dec,193442315,218851706,222030322,249732039,88.90742369
(주)엘앤에프,66970,17-Dec,319904942,359393986,357904622,403019916,88.80569118
(주)엘앤케이바이오메드,156100,16-Dec,13817269,29225599,13759264,34448849,39.94114288
(주)엘앤케이바이오메드,156100,17-Dec,14564147,21626682,16639311,31514425,52.79903092
(주)엘엑스세미콘,108320,16-Dec,479656487,610042626,479656487,610043215,78.62664074
(주)엘엑스세미콘,108320,17-Dec,540353985,692756756,540353985,692761282,78.00002671
(주)엘엠에스,73110,16-Dec,70540232,92999722,81101818,113507609,71.45055624
(주)엘엠에스,73110,17-Dec,62852611,79786450,96943228,143748592,67.43942786
(주)엘오티베큠,83310,16-Dec,86058783,121033850,85789370,124058524,69.15233813
(주)엘오티베큠,83310,17-Dec,138686507,193098291,138481977,200745090,68.98399209
(주)엘피케이로보틱스,183350,16-Dec,18592323,24230548,18592323,24230548,76.73092247
(주)엘피케이로보틱스,183350,17-Dec,19693604,25030893,19693604,25030893,78.67719302
(주)엠게임,58630,16-Dec,0,30503898,0,30503898,0
(주)엠게임,58630,17-Dec,0,27544247,0,27544247,0
(주)엠디에스테크,86960,16-Dec,76528417,112362709,106165019,150281101,70.64429146
(주)엠디에스테크,86960,17-Dec,72276064,110549246,101787953,148934255,68.34421873
