회사명,거래소코드,회계년도,매출총이익(손실)(IFRS연결),매출액(수익)(*)(IFRS연결),매출총이익(손실)(IFRS),매출액(수익)(*)(IFRS),매출액총이익률2019
(주)인트로메딕,150840,19-Dec,5612610,8835741,5603230,8578524,63.52166728
(주)인트론바이오테크놀로지,48530,18-Dec,15167549,20584391,15167549,20584391,73.68471091
(주)인트론바이오테크놀로지,48530,19-Dec,3799709,8347462,3799709,8347462,45.5193327
(주)인포마크,175140,18-Dec,15876411,118479219,15052713,112848857,13.40016514
(주)인포마크,175140,19-Dec,5029551,75225410,4520039,74199836,6.685973529
(주)인포바인,115310,18-Dec,20255026,20255026,20081128,20081128,100
(주)인포바인,115310,19-Dec,19264774,19264774,19085121,19085121,100
(주)인피니트헬스케어,71200,18-Dec,39490778,64315329,23109223,35522684,61.40181293
(주)인피니트헬스케어,71200,19-Dec,46818409,74267025,26949022,39148811,63.04064152
(주)일승,333430,19-Dec,0,0,,,#DIV/0!
(주)일신바이오베이스,68330,18-Dec,6937425,15383067,6656702,15115149,45.09780137
(주)일신바이오베이스,68330,19-Dec,10872761,19635658,8630087,17392622,55.37253195
(주)일야,58450,18-Dec,861074,28762213,861074,28762213,2.993768247
(주)일야,58450,19-Dec,2335181,30205987,-89143,27781083,7.730854814
(주)일지테크,19540,18-Dec,17044833,228507869,18959920,120409830,7.459188637
(주)일지테크,19540,19-Dec,1226972,191126791,17090319,132395201,0.641967562
(주)일진파워,94820,18-Dec,25518174,157590708,20404587,99569411,16.19268948
(주)일진파워,94820,19-Dec,20742809,182759457,15871391,107455456,11.34978695
(주)잉크테크,49550,18-Dec,16258292,55346523,15066432,54374086,29.37545327
(주)잉크테크,49550,19-Dec,17380819,59078269,15222163,55756299,29.4199869
(주)자비스,254120,18-Dec,0,0,,,#DIV/0!
(주)자비스,254120,19-Dec,4741916,17059979,4737416,17055479,27.7955559
(주)자연과환경,43910,18-Dec,4569495,24828281,4467594,24751624,18.40439537
(주)자연과환경,43910,19-Dec,5974980,31709685,5664194,31434561,18.8427605
(주)장원테크,174880,18-Dec,21011235,118254864,8352920,28109444,17.76775541
(주)장원테크,174880,19-Dec,8006108,94837169,2217958,20249951,8.441951699
(주)전우정밀,120780,18-Dec,0,0,,,#DIV/0!
(주)전우정밀,120780,19-Dec,0,0,,,#DIV/0!
(주)정다운,208140,18-Dec,25235338,105484286,23417274,94883997,23.92331499
(주)정다운,208140,19-Dec,18657792,125822119,17622081,114132619,14.82870591
(주)정상제이엘에스,40420,18-Dec,22147688,87089272,18599625,83759118,25.4310175
(주)정상제이엘에스,40420,19-Dec,26184539,93567447,21834633,89392125,27.98466757
(주)정원엔시스,45510,18-Dec,11562825,147806242,9317366,110588062,7.822961225
(주)정원엔시스,45510,19-Dec,10853988,169191423,8390772,128935978,6.415211721
(주)제낙스,65620,18-Dec,-778915,5172001,-631158,5172001,-15.06022524
(주)제낙스,65620,19-Dec,-812719,3600677,-662947,3600677,-22.57128312
(주)제넥신,95700,18-Dec,6554735,12881557,6554735,12881557,50.88464849
(주)제넥신,95700,19-Dec,7453291,11303045,7453291,11303045,65.9405585
(주)제넨바이오,72520,18-Dec,3293118,7043270,3266673,7043270,46.75552691
(주)제넨바이오,72520,19-Dec,462698,21968100,741140,11646248,2.106226756
(주)제노레이,122310,18-Dec,22974630,56289419,19826952,52915039,40.81518411
(주)제노레이,122310,19-Dec,29196082,65105755,25429952,60797612,44.8440879
(주)제노포커스,187420,18-Dec,1586376,11517966,1333720,7406680,13.77305681
(주)제노포커스,187420,19-Dec,3695444,14941514,1594704,13858160,24.73272789
(주)제닉,123330,18-Dec,7501341,69027048,5928634,50523823,10.86724873
(주)제닉,123330,19-Dec,6012106,52261355,7034034,43256345,11.50392293
(주)제로투세븐,159580,18-Dec,79528127,175282228,67127687,156776939,45.371472
(주)제로투세븐,159580,19-Dec,90997298,213550382,90940718,215101486,42.6116297
(주)제우스,79370,18-Dec,109625752,453591917,65811521,304792159,24.16836542
(주)제우스,79370,19-Dec,81863929,323487856,47837016,198658144,25.30664675
(주)제이브이엠,54950,18-Dec,40187699,103635370,29958945,90115376,38.77797609
(주)제이브이엠,54950,19-Dec,39139304,110144570,30199383,99556067,35.53448345
(주)제이스텍,90470,18-Dec,21554299,126230077,21076568,126220077,17.07540668
(주)제이스텍,90470,19-Dec,17580584,126892960,17432931,126892960,13.85465671
(주)제이시스메디칼,287410,18-Dec,0,0,,,#DIV/0!
(주)제이시스메디칼,287410,19-Dec,0,0,,,#DIV/0!
(주)제이앤티씨,204270,18-Dec,38428848,229357031,3747363,164105652,16.75503377
(주)제이앤티씨,204270,19-Dec,121409846,386150387,-7638914,142404428,31.44107842
(주)제이에스티나,26040,18-Dec,84252220,127351326,83182642,126039596,66.15731665
(주)제이에스티나,26040,19-Dec,53398898,96140824,52583215,94811398,55.54237605
(주)제이엘케이,322510,18-Dec,296506,362909,296506,362909,81.70257558
(주)제이엘케이,322510,19-Dec,173047,229534,173047,229534,75.39057395
(주)제이와이피엔터테인먼트,35900,18-Dec,56161527,124821138,49098825,118167060,44.99360277
(주)제이와이피엔터테인먼트,35900,19-Dec,76076848,155435845,65864906,144613992,48.94421103
(주)제이웨이,58420,18-Dec,2158255,13099806,134778,4712513,16.475473
(주)제이웨이,58420,19-Dec,1822721,11406518,440953,4742539,15.97964427
(주)제이티,89790,18-Dec,8742115,34943401,8742115,34943401,25.01792828
(주)제이티,89790,19-Dec,11601198,42388224,11601198,42388224,27.36891737
(주)제일바이오,52670,18-Dec,5747687,27809542,5747687,27809542,20.66803905
(주)제일바이오,52670,19-Dec,4877230,22986005,4877230,22986005,21.21825868
(주)제일테크노스,38010,18-Dec,23664252,160764315,22201881,156348756,14.71984128
(주)제일테크노스,38010,19-Dec,19412090,167024919,18096141,162468907,11.62227176
(주)제주반도체,80220,18-Dec,36348091,148727537,36097101,144450015,24.43938206
(주)제주반도체,80220,19-Dec,27926502,162112446,25547040,109039431,17.22662429
(주)제테마,216080,18-Dec,5346887,11207567,5346887,11207567,47.7078299
(주)제테마,216080,19-Dec,6126966,13300388,6126966,13300388,46.06606965
(주)젬백스&카엘,82270,18-Dec,17432381,47239503,17042865,45661660,36.90212617
(주)젬백스&카엘,82270,19-Dec,14648341,42663508,14445310,40814302,34.33459105
(주)젬백스링크,64800,18-Dec,16359945,52906980,12688582,41963168,30.92209194
(주)젬백스링크,64800,19-Dec,29913972,95068907,28908136,95229707,31.46556844
(주)조이시티,67000,18-Dec,87222356,87222356,86819413,86819413,100
(주)조이시티,67000,19-Dec,103135835,103135835,102530425,102530425,100
(주)좋은사람들,33340,18-Dec,71164529,128374456,70361217,128374456,55.43511631
(주)좋은사람들,33340,19-Dec,61641512,126695428,60841970,126695428,48.65330421
(주)중앙디앤엠,51980,18-Dec,2798246,11235292,2186116,9987615,24.90585914
(주)중앙디앤엠,51980,19-Dec,-2293839,9780750,-2611741,7056678,-23.45258799
(주)중앙백신연구소,72020,18-Dec,13668490,33152987,13668490,33152987,41.22853244
(주)중앙백신연구소,72020,19-Dec,13951950,32902915,13951950,32902915,42.40338584
(주)중앙에너비스,440,18-Dec,12696157,76133494,12696157,76133494,16.67617803
(주)중앙에너비스,440,19-Dec,11780528,65702344,11766103,65687919,17.93014873
(주)지노믹트리,228760,18-Dec,-49767,386946,-49767,386946,-12.86148455
(주)지노믹트리,228760,19-Dec,-451065,281626,-451065,281626,-160.1645445
(주)지니뮤직,43610,18-Dec,50515701,171232730,50515701,171232730,29.50119466
(주)지니뮤직,43610,19-Dec,65418595,230468779,65418595,230468779,28.38501392
(주)지니틱스,303030,18-Dec,0,0,,,#DIV/0!
(주)지니틱스,303030,19-Dec,16000621,54945069,16000621,54945069,29.12112277
(주)지란지교시큐리티,208350,18-Dec,21890977,53775248,9463933,21070167,40.70827716
(주)지란지교시큐리티,208350,19-Dec,23482337,60829853,9852469,24522614,38.60331045
(주)지씨셀,144510,18-Dec,12236624,50619838,12236624,50619838,24.173574
(주)지씨셀,144510,19-Dec,14404982,57895110,14077608,55263792,24.88117217
(주)지어소프트,51160,18-Dec,28985222,131555043,9662517,56641520,22.03277148
(주)지어소프트,51160,19-Dec,39221670,159566747,7842526,50464481,24.58010252
(주)지에스이,53050,18-Dec,24694819,133549316,24694819,133549316,18.49116097
(주)지에스이,53050,19-Dec,24137223,136363228,24137223,136363228,17.70068321
(주)지에스홈쇼핑,28150,18-Dec,801477026,1104393651,820285815,1073513656,72.57167997
(주)지에스홈쇼핑,28150,19-Dec,807866302,1230358735,823304008,1194599575,65.66103682
(주)지엔씨에너지,119850,18-Dec,14344744,126053839,8968766,96609465,11.37985492
(주)지엔씨에너지,119850,19-Dec,17708188,168346052,9854462,120307775,10.51892087
(주)지엔코,65060,18-Dec,61820215,146403712,61557429,106567681,42.22585217
(주)지엔코,65060,19-Dec,78546142,155909866,59191213,101363573,50.37919922
(주)지유온,111820,18-Dec,7180252,14165857,6712556,13449112,50.68702868
(주)지유온,111820,19-Dec,3146981,4222230,3146981,4222230,74.53362323
(주)지티지웰니스,219750,18-Dec,9108550,21507391,8214156,19704882,42.35079001
(주)지티지웰니스,219750,19-Dec,14220350,30274164,13282750,27160757,46.97189987
(주)진로발효,18120,18-Dec,19887497,86941312,19254588,85779330,22.8746226
(주)진로발효,18120,19-Dec,19539893,88418165,18508438,86574385,22.09941023
(주)진매트릭스,109820,18-Dec,1755904,4734901,911486,3639778,37.08428117
(주)진매트릭스,109820,19-Dec,1787139,5050418,1787139,5050418,35.38596211
(주)진바이오텍,86060,18-Dec,14722519,62809113,5597346,22174184,23.44010017
(주)진바이오텍,86060,19-Dec,9699339,58244821,4388505,23269009,16.65270634
(주)진성티이씨,36890,18-Dec,55698226,354679313,33261745,295680054,15.70382708
(주)진성티이씨,36890,19-Dec,62685290,355564462,35409073,277312154,17.6297962
(주)차바이오텍,85660,18-Dec,167720505,488599592,19054622,26792723,34.32677959
(주)차바이오텍,85660,19-Dec,180117501,534611812,19998529,30319513,33.6912685
(주)창해에탄올,4650,18-Dec,54280327,195358261,26755539,96390226,27.7850175
(주)창해에탄올,4650,19-Dec,40830148,187283715,24498789,95102047,21.80122708
(주)천보,278280,18-Dec,29189637,120088708,27937329,100607987,24.30672916
(주)천보,278280,19-Dec,29114945,135310691,19329256,96951371,21.51710614
(주)체리부로,66360,18-Dec,30859784,293825285,21061216,255938221,10.50276664
(주)체리부로,66360,19-Dec,17252034,301486507,11011783,271426120,5.722323752
(주)초록뱀미디어,47820,18-Dec,9715073,63870939,5402110,45662389,15.21047467
(주)초록뱀미디어,47820,19-Dec,5446961,48519671,4119249,36286419,11.22629418
(주)초록뱀이앤엠,131100,18-Dec,5280433,41740437,5276171,41740389,12.65064139
(주)초록뱀컴퍼니,52300,18-Dec,2024890,51995890,5549487,51119783,3.894327032
(주)초록뱀컴퍼니,52300,19-Dec,1587047,18023834,1588380,17882006,8.805268624
(주)칩스앤미디어,94360,18-Dec,14147251,14147251,14147251,14147251,100
(주)칩스앤미디어,94360,19-Dec,16148210,16148210,16148210,16148210,100
(주)카나리아바이오,16790,18-Dec,14299903,104831273,14299903,104831273,13.64087509
(주)카나리아바이오,16790,19-Dec,18122222,118172502,18122222,118172502,15.33539672
(주)카스,16920,18-Dec,40535944,139976846,33485248,124410614,28.95903512
(주)카스,16920,19-Dec,38874808,135786057,30569415,118334377,28.62945494
(주)카이노스메드,284620,18-Dec,0,0,,,#DIV/0!
(주)카이노스메드,284620,19-Dec,0,0,,,#DIV/0!
(주)캐리소프트,317530,18-Dec,9968682,9968682,9805738,9805738,100
(주)캐리소프트,317530,19-Dec,9724378,9724378,9432284,9432284,100
(주)캐스텍코리아,71850,18-Dec,17967266,207721128,12328121,144079697,8.64970558
(주)캐스텍코리아,71850,19-Dec,13120816,190066501,8383648,123324843,6.903276448
(주)캠시스,50110,18-Dec,54224782,544489393,35781879,381517357,9.95883165
(주)캠시스,50110,19-Dec,58595735,684815526,37198974,467852457,8.556426187
(주)컴투스,78340,18-Dec,422909267,481754717,420648322,479405296,87.78518447
(주)컴투스,78340,19-Dec,400410941,469293086,393350305,462178165,85.32214792
(주)컴투스홀딩스,63080,18-Dec,64107406,112508237,26417030,64466952,56.98018893
(주)컴투스홀딩스,63080,19-Dec,67126337,119860859,35090715,76400605,56.00355075
(주)케스피온,79190,18-Dec,20457100,78407002,18207244,31990861,26.09090958
(주)케스피온,79190,19-Dec,16100364,61412929,14426867,22616883,26.21657078
(주)케어랩스,263700,18-Dec,54379273,54379273,44001473,44001473,100
(주)케어랩스,263700,19-Dec,68299520,68299520,56028952,56028952,100
(주)케어젠,214370,18-Dec,32850248,51211120,37542700,50645716,64.14670876
(주)케어젠,214370,19-Dec,53695149,64698623,53784674,64597320,82.99272304
(주)케이비지,318000,18-Dec,4870864,16433851,4870864,16433851,29.63921238
(주)케이비지,318000,19-Dec,5227513,18525956,5227513,18525956,28.21723748
(주)케이사인,192250,18-Dec,23737495,23737495,21203074,21203074,100
(주)케이사인,192250,19-Dec,26004244,26004244,23181805,23181805,100
(주)케이씨씨건설,21320,18-Dec,94750298,1063627255,94709451,1063586408,8.908223962
(주)케이씨씨건설,21320,19-Dec,122038732,1642515960,122038732,1642515960,7.429987591
(주)케이씨아이,36670,18-Dec,21568970,60587708,21568970,60587708,35.59958069
(주)케이씨아이,36670,19-Dec,23571545,69641355,23571545,69641355,33.84705108
(주)케이씨에스,115500,18-Dec,6976102,33312675,6976102,33312675,20.94128436
(주)케이씨에스,115500,19-Dec,7028075,39517211,7028075,39517211,17.7848457
(주)케이씨티,89150,18-Dec,5765182,30759977,5765182,30759977,18.74247825
(주)케이씨티,89150,19-Dec,4596843,20057539,4596843,20057539,22.91828025
(주)케이씨피드,25880,18-Dec,8914599,63728024,8784010,63102846,13.98850685
(주)케이씨피드,25880,19-Dec,9282943,64298803,9418800,64474083,14.43719411
(주)케이아이엔엑스,93320,18-Dec,27088506,56304485,23421023,51955405,48.11074287
(주)케이아이엔엑스,93320,19-Dec,30859656,64639547,26625869,59033025,47.74113903
(주)케이에스피,73010,18-Dec,-1003586,16783298,-1003586,16783298,-5.97967098
(주)케이에스피,73010,19-Dec,3570499,29381172,3570499,29381172,12.15233688
(주)케이에이치바텍,60720,18-Dec,6819892,203983923,8618114,47496378,3.343347799
(주)케이에이치바텍,60720,19-Dec,28327377,203636996,17734310,28294361,13.91072229
(주)케이엑스이노베이션,122450,18-Dec,83988013,192602110,7997397,29575441,43.60700566
(주)케이엑스이노베이션,122450,19-Dec,109654991,258032976,10199913,32468940,42.49650285
(주)케이엑스하이텍,52900,18-Dec,13150941,61046544,10310145,60542837,21.5424824
(주)케이엑스하이텍,52900,19-Dec,13677297,58957832,10495263,57821525,23.19843952
(주)케이엔더블유,105330,18-Dec,12348055,122079179,4742304,67247878,10.11479197
(주)케이엔더블유,105330,19-Dec,9272351,92972246,1625819,38376494,9.973246209
(주)케이엔엔,58400,18-Dec,24681609,64113046,20698167,60043899,38.4970151
(주)케이엔엔,58400,19-Dec,27853228,71120187,20854097,64352310,39.16360344
(주)케이엔제이,272110,18-Dec,9243610,51106737,8988406,51093850,18.0868718
(주)케이엔제이,272110,19-Dec,11097034,56310399,11423949,56583038,19.70689996
(주)케이엘넷,39420,18-Dec,11592154,42138235,10504147,39453717,27.50982332
(주)케이엘넷,39420,19-Dec,11823570,38516789,10073727,35727819,30.69718506
(주)케이엠,83550,18-Dec,20970839,118311427,12953105,73254496,17.72511712
(주)케이엠,83550,19-Dec,24018537,127562230,15722622,84902889,18.82887827
(주)케이엠더블유,32500,18-Dec,60229901,296267920,26346640,156620732,20.32953855
(주)케이엠더블유,32500,19-Dec,217805914,682876301,166696434,597369634,31.8953687
(주)케이지모빌리언스,46440,18-Dec,99791112,202941577,71759132,135076195,49.17233495
(주)케이지모빌리언스,46440,19-Dec,92065021,192191691,63894897,125600384,47.90270616
(주)케이지이니시스,35600,18-Dec,331314668,924624291,87132842,483480981,35.83235604
(주)케이지이니시스,35600,19-Dec,357220111,956102654,95793108,481270151,37.3621085
(주)케이티서브마린,60370,18-Dec,-987135,61278284,-987135,61278284,-1.610905096
(주)케이티서브마린,60370,19-Dec,6362632,55167641,6362632,55167641,11.53326821
(주)케이티알파,36030,18-Dec,17894111,278887617,17894111,278887617,6.416244361
(주)케이티알파,36030,19-Dec,24127058,322320928,24127058,322320928,7.485414661
(주)케이프,64820,18-Dec,81294539,254635658,5429769,28790269,31.92582674
(주)케이프,64820,19-Dec,87162024,351484046,9609785,39001401,24.79828743
(주)케이피에스,256940,18-Dec,13991683,40627706,13976009,40627706,34.43877191
(주)케이피에스,256940,19-Dec,3580719,14191010,3530738,14191010,25.23230552
(주)케이피에프,24880,18-Dec,48620959,375029991,33615875,269881295,12.96455221
(주)케이피에프,24880,19-Dec,50022391,376261557,39203380,274798671,13.29457928
(주)케이피엠테크,42040,18-Dec,4901536,29535233,5081497,31397318,16.59555555
(주)케이피엠테크,42040,19-Dec,-535976,17724886,450370,17385217,-3.023861479
(주)케이피티유,54410,18-Dec,4050071,25144665,3520649,23757498,16.10707878
(주)케이피티유,54410,19-Dec,3048165,24269610,3048165,24269610,12.55959614
(주)케일럼,258610,18-Dec,5116618,23521557,5116618,23521557,21.75288821
(주)케일럼,258610,19-Dec,3475415,20471120,3475415,20471120,16.977161
(주)켐온,217600,18-Dec,4013421,19450820,4013421,19450820,20.63368537
(주)켐온,217600,19-Dec,4641398,20914334,4641398,20914334,22.19242554
(주)켐트로닉스,89010,18-Dec,34715880,337353792,23148096,236207391,10.29064467
(주)켐트로닉스,89010,19-Dec,68825140,403474312,33727518,247394020,17.05812191
(주)켐트로스,220260,18-Dec,7604797,44434675,7604797,44434675,17.11455524
(주)켐트로스,220260,19-Dec,6330257,43771231,6330257,43771231,14.46214067
(주)코너스톤네트웍스,33110,18-Dec,1390877,8888955,595361,4912212,15.64724987
(주)코너스톤네트웍스,33110,19-Dec,-220027,13584547,-759749,2288905,-1.619685956
(주)코다코,46070,18-Dec,14872476,258632562,12077967,251895555,5.750426739
(주)코다코,46070,19-Dec,16802656,223364645,17212892,220350350,7.522522645
(주)코데즈컴바인,47770,18-Dec,15539932,29343056,14517427,27947604,52.95948725
(주)코데즈컴바인,47770,19-Dec,21734456,35815190,20266388,33826223,60.68502219
(주)코디,80530,18-Dec,1184845,20265908,-167066,14460587,5.84649353
(주)코디,80530,19-Dec,7463488,49308692,7117276,27937167,15.13625225
(주)코디엠,224060,18-Dec,-936516,36581926,-1551546,33229693,-2.560051103
(주)코디엠,224060,19-Dec,1877122,11785340,2172577,10994170,15.92760158
(주)코렌텍,104540,18-Dec,18227555,33405771,18014098,33162333,54.56409014
(주)코렌텍,104540,19-Dec,25010625,40189165,24933144,40160881,62.23225837
(주)코리아나화장품,27050,18-Dec,66034286,115727727,59496472,103382174,57.06003886
(주)코리아나화장품,27050,19-Dec,53131525,117202282,46114457,104498899,45.33318302
(주)코리아센터,290510,18-Dec,189670051,189670051,55771557,55771557,100
(주)코리아센터,290510,19-Dec,94431020,251498425,46295617,60654091,37.54736039
(주)코리아에스이,101670,18-Dec,1177126,14292442,2293103,11525626,8.236003337
(주)코리아에스이,101670,19-Dec,1487828,13269092,3347643,11770769,11.21273407
(주)코맥스,36690,18-Dec,30807069,144404504,30489573,143251522,21.33386989
(주)코맥스,36690,19-Dec,28620482,143101259,27219868,141560724,20.00016087
(주)코메론,49430,18-Dec,25617366,68746431,17587289,56263805,37.26355773
(주)코메론,49430,19-Dec,26984293,66630535,17760477,53170157,40.49838861
(주)코미코,183300,18-Dec,79440847,166567372,44940357,92016326,47.69292212
(주)코미코,183300,19-Dec,80413755,173461446,36211315,86295619,46.35828702
(주)코미팜,41960,18-Dec,9778308,34994051,9778308,34994051,27.94277233
(주)코미팜,41960,19-Dec,11416994,35489960,12217815,36290780,32.1696446
(주)코세스,89890,18-Dec,17434543,65510151,17434543,65510151,26.61349842
(주)코세스,89890,19-Dec,13586016,65578193,13586016,65578193,20.71727716
(주)코센,9730,18-Dec,4295368,54690486,4295368,54690486,7.853958365
(주)코센,9730,19-Dec,5433152,58286145,4226068,54358101,9.32151543
(주)코스나인,82660,18-Dec,-5221481,87007413,2291518,7869161,-6.001190956
(주)코스나인,82660,19-Dec,1240168,18356749,1240168,18356749,6.755923938
(주)코스메카코리아,241710,18-Dec,51997167,303292618,35881714,206522830,17.14422439
(주)코스메카코리아,241710,19-Dec,63682904,347017988,33291266,194650606,18.35147059
(주)코스온,69110,18-Dec,22121265,110339643,12433386,83677255,20.04833838
(주)코스온,69110,19-Dec,19673466,109273819,13036001,87425534,18.00382395
(주)코썬바이오,204990,18-Dec,3230928,9538711,2067828,8109348,33.8717464
(주)코썬바이오,204990,19-Dec,-2912816,2695516,544066,4971604,-108.0615363
(주)코아시아,45970,18-Dec,53121969,378373276,5144814,5486096,14.03956684
(주)코아시아,45970,19-Dec,59739935,438868162,10499887,92228286,13.61227361
(주)코아시아옵틱스,196450,18-Dec,-499933,9054296,-792189,8332433,-5.521500512
(주)코아시아옵틱스,196450,19-Dec,20401314,86156042,11978814,68698817,23.67949308
(주)코엔텍,29960,18-Dec,33992897,72239031,31285334,64252487,47.05613645
(주)코엔텍,29960,19-Dec,32583915,71114061,32583915,71114061,45.81922976
(주)코원플레이,56000,18-Dec,10337183,25727901,9616114,19715433,40.17888206
(주)코원플레이,56000,19-Dec,5984422,19805335,6768840,14925981,30.21621194
(주)코윈테크,282880,18-Dec,16794797,76831921,16794797,76831921,21.85913977
(주)코윈테크,282880,19-Dec,27231216,91102339,27043787,91102339,29.89079786
(주)코이즈,121850,18-Dec,-1718763,19147494,-1203903,17016870,-8.976438379
(주)코이즈,121850,19-Dec,3914445,35464086,4283481,32361376,11.03777213
(주)코콤,15710,18-Dec,44722087,163612643,44722087,163612643,27.33412662
(주)코콤,15710,19-Dec,37931815,133903684,37931815,133903684,28.32768589
(주)코텍,52330,18-Dec,80037542,346599584,80037542,346599584,23.09222102
(주)코텍,52330,19-Dec,71126091,285258696,71117099,285254264,24.93389053
(주)코퍼스코리아,322780,19-Dec,0,0,,,#DIV/0!
(주)코프라,126600,18-Dec,19390832,161369458,15845669,141443988,12.01642011
(주)코프라,126600,19-Dec,24181603,182893389,15236193,132583682,13.22169332
(주)큐로컴,40350,18-Dec,2765292,13915367,1155508,10311666,19.87221753
(주)큐로컴,40350,19-Dec,4941720,15051780,2021783,10211913,32.83146578
(주)큐로홀딩스,51780,18-Dec,5191071,25216642,5099481,23127655,20.58589324
(주)큐로홀딩스,51780,19-Dec,6817880,25752114,5547940,22842965,26.47503036
(주)큐리언트,115180,18-Dec,0,0,0,0,#DIV/0!
(주)큐리언트,115180,19-Dec,0,0,0,0,#DIV/0!
(주)큐브엔터테인먼트,182360,18-Dec,5808142,34459464,5306578,32091553,16.85499809
(주)큐브엔터테인먼트,182360,19-Dec,4557071,29829672,4296425,28850936,15.27697321
(주)큐에스아이,66310,18-Dec,3538322,18823761,3170585,18823761,18.79710436
(주)큐에스아이,66310,19-Dec,5513987,22679509,3900179,22679509,24.31263834
(주)크레버스,96240,18-Dec,152690562,152690562,75944381,75944381,100
(주)크레버스,96240,19-Dec,174974828,174974828,87349230,87349230,100
(주)크리스에프앤씨,110790,18-Dec,169897882,257887299,167532743,255540733,65.88067061
(주)크리스에프앤씨,110790,19-Dec,171733741,259452905,170765572,257477444,66.19071812
(주)크린앤사이언스,45520,18-Dec,19159844,95238575,18664956,94801718,20.11773486
(주)크린앤사이언스,45520,19-Dec,23683513,118318802,23099901,117760212,20.01669439
(주)클라우드에어,36170,18-Dec,2988881,14413626,3339933,14190606,20.73649615
(주)클라우드에어,36170,19-Dec,2869990,13489259,2869990,13489259,21.27611309
(주)클래시스,214150,18-Dec,34747613,47481790,34342199,46944935,73.18092473
(주)클래시스,214150,19-Dec,63905152,81133257,62967322,80095778,78.76566819
(주)클리오,237880,18-Dec,105646112,187378290,104344348,184440131,56.38119123
(주)클리오,237880,19-Dec,136707528,250382613,138793902,247598026,54.59944936
(주)키이스트,54780,18-Dec,15295196,103736090,1952157,15148220,14.7443344
(주)키이스트,54780,19-Dec,14348260,100245744,1142201,29066328,14.31308645
(주)타이거일렉,219130,18-Dec,5275310,33746373,5275310,33746373,15.63222809
(주)타이거일렉,219130,19-Dec,4260482,35062583,4260482,35062583,12.15107854
(주)탑엔지니어링,65130,18-Dec,114863093,917583139,46438616,194208042,12.51800389
(주)탑엔지니어링,65130,19-Dec,161579358,1305900598,52422763,216906563,12.37302121
(주)탑코미디어,134580,18-Dec,9708616,44502968,9708616,44502968,21.81565958
(주)탑코미디어,134580,19-Dec,6402030,32429047,6402030,32429047,19.74165322
(주)태광,23160,18-Dec,22838185,158648382,22838185,158648382,14.395473
(주)태광,23160,19-Dec,22164440,189754435,22164440,189754435,11.68059129
(주)태성,323280,19-Dec,0,0,,,#DIV/0!
(주)태양,53620,18-Dec,13921457,136715540,13709348,136498964,10.18279049
(주)태양,53620,19-Dec,21433916,141821714,21175614,141559128,15.1132823
(주)태웅,44490,18-Dec,3585878,289546470,3585878,289546470,1.238446457
(주)태웅,44490,19-Dec,7245111,374030762,7245111,374030762,1.937036131
(주)태웅로직스,124560,18-Dec,32664166,243947042,28309341,229275409,13.38985943
(주)태웅로직스,124560,19-Dec,38054893,286073126,33681708,273971524,13.30250539
(주)테라젠이텍스,66700,18-Dec,28642875,117474508,19846250,62724135,24.38220469
(주)테라젠이텍스,66700,19-Dec,37713625,138083445,26172348,65804560,27.31219879
(주)테스,95610,18-Dec,76284988,287069351,76515766,286535044,26.57371389
(주)테스,95610,19-Dec,29466668,178374964,29023059,177545547,16.51950887
(주)테크윙,89030,18-Dec,64665760,193710297,63435283,183949929,33.38271687
(주)테크윙,89030,19-Dec,64299603,186865006,57345481,160383059,34.40965453
(주)텔레칩스,54450,18-Dec,50347020,126098776,50333067,126084822,39.92665242
(주)텔레칩스,54450,19-Dec,58881642,132195565,58697338,132011261,44.54131423
(주)텔레필드,91440,18-Dec,1401227,30225785,568590,26571807,4.635866364
(주)텔레필드,91440,19-Dec,18249238,56538905,12405341,32548572,32.27731064
(주)텔콘알에프제약,200230,18-Dec,9510416,57708456,6821283,47959827,16.48010822
(주)텔콘알에프제약,200230,19-Dec,15150297,56590831,13697306,51215126,26.7716461
(주)토박스코리아,215480,18-Dec,11577133,24371645,11577133,24371645,47.50246854
(주)토박스코리아,215480,19-Dec,15306409,28366406,15306409,28366406,53.95963451
(주)토비스,51360,18-Dec,77984173,430178783,68566328,430991035,18.1283169
(주)토비스,51360,19-Dec,82442979,418881870,72579727,418056153,19.68167756
(주)토탈소프트뱅크,45340,18-Dec,4702190,11629588,4702190,11629588,40.43298868
(주)토탈소프트뱅크,45340,19-Dec,5567440,11817222,5567440,11817222,47.11293399
(주)톱텍,108230,18-Dec,27291790,308791516,24567494,286184621,8.838257719
(주)톱텍,108230,19-Dec,21084523,167160373,22704397,165493724,12.61335006
(주)투비소프트,79970,18-Dec,17419408,53924737,12998589,33622689,32.30318583
(주)투비소프트,79970,19-Dec,17365273,40782024,14894498,35972724,42.58070418
(주)트루윈,105550,18-Dec,6705002,33647588,6705002,33647588,19.9271401
(주)트루윈,105550,19-Dec,2609042,29558743,2609042,29558743,8.826633798
(주)특수건설,26150,18-Dec,11213463,186200582,10851083,168210145,6.022249168
(주)특수건설,26150,19-Dec,12568044,193202917,12567660,182821495,6.505100542
(주)티라유텍,322180,18-Dec,5866143,22771034,5866143,22771034,25.76142568
(주)티라유텍,322180,19-Dec,6914147,28539531,6914147,28539531,24.2265614
(주)티로보틱스,117730,18-Dec,15954204,66524525,16127448,67518871,23.98243956
