회사명,거래소코드,회계년도,매출총이익(손실)(IFRS연결),매출액(수익)(*)(IFRS연결),매출총이익(손실)(IFRS),매출액(수익)(*)(IFRS),매출액총이익률2019
(주)싸이맥스,160980,19-Dec,12411513,83475335,14204806,74288393,14.86847941
(주)싸이토젠,217330,18-Dec,312154,1225483,312154,1225483,25.47191597
(주)싸이토젠,217330,19-Dec,-186702,798925,-186702,798925,-23.3691523
(주)썸에이지,208640,18-Dec,3554558,3554558,3365918,3365918,100
(주)썸에이지,208640,19-Dec,3647939,3647939,3531537,3531537,100
(주)쎄노텍,222420,18-Dec,6215296,32797207,6215296,32797207,18.95068687
(주)쎄노텍,222420,19-Dec,6370923,28207532,6370923,28207532,22.58589302
(주)쎄니트,37760,18-Dec,20506077,113737745,5621747,69930265,18.02926284
(주)쎄니트,37760,19-Dec,19689666,109747055,7708171,68034838,17.94095158
(주)쎄트렉아이,99320,18-Dec,10078065,46132147,6979413,39917944,21.8460784
(주)쎄트렉아이,99320,19-Dec,14954355,70228243,11820871,63126204,21.29393298
(주)쎌바이오텍,49960,18-Dec,48843808,62543665,46671461,60466045,78.09553214
(주)쎌바이오텍,49960,19-Dec,35208753,45959678,32973529,44005368,76.60791923
(주)쏠리드,50890,18-Dec,68480407,222581331,39469413,162042944,30.76646487
(주)쏠리드,50890,19-Dec,65526575,229279898,40233507,161767640,28.57929351
(주)씨씨에스충북방송,66790,18-Dec,2444775,21012548,2448375,21016148,11.63483362
(주)씨씨에스충북방송,66790,19-Dec,5256057,20318290,5259657,20321890,25.86859918
(주)씨에스,65770,18-Dec,8243819,58746314,8223894,58726389,14.03291277
(주)씨에스,65770,19-Dec,4778395,32157824,4777493,32156921,14.85919881
(주)씨에스에이코스믹,83660,18-Dec,28799186,63526515,28469155,62457277,45.33411915
(주)씨에스에이코스믹,83660,19-Dec,27553911,64289801,26282938,57196967,42.85891474
(주)씨엔플러스,115530,18-Dec,4284629,25398180,3141378,23878976,16.86982689
(주)씨엔플러스,115530,19-Dec,3117378,19619973,2814280,16364900,15.88879862
(주)씨엠에스에듀,225330,18-Dec,70145703,70145703,66781161,66781161,100
(주)씨엠에스에듀,225330,19-Dec,82117662,82117662,78709378,78709378,100
(주)씨유메디칼시스템,115480,18-Dec,16990186,76304066,10427547,68753333,22.26642287
(주)씨유메디칼시스템,115480,19-Dec,17840105,81794149,10312848,68976185,21.81097941
(주)씨제이이엔엠,35760,18-Dec,1428794924,3426817049,1073667401,2017373340,41.69452012
(주)씨제이이엔엠,35760,19-Dec,1462079970,3789723950,1325989229,3157133395,38.58011795
(주)씨젠,96530,18-Dec,67652540,102264773,53657365,83937581,66.15429538
(주)씨젠,96530,19-Dec,81292642,121953287,61462788,97156071,66.65883635
(주)씨티씨바이오,60590,18-Dec,36909321,138400059,31830767,101513825,26.66857317
(주)씨티씨바이오,60590,19-Dec,26629493,136123660,27112703,104824069,19.56272187
(주)씨티케이,260930,18-Dec,24797010,110467178,24602101,109723276,22.44740062
(주)씨티케이,260930,19-Dec,31262947,116328076,27169242,108931323,26.87480794
(주)아가방앤컴퍼니,13990,18-Dec,52246646,112860687,49841118,107135895,46.29304268
(주)아가방앤컴퍼니,13990,19-Dec,70798929,134236271,69835977,129047307,52.74202604
(주)아나패스,123860,18-Dec,17173770,51496711,17173770,51496711,33.34925603
(주)아나패스,123860,19-Dec,14688340,60833182,14688340,60833182,24.1452765
(주)아난티,25980,18-Dec,63335508,162183239,33842692,64116852,39.05182089
(주)아난티,25980,19-Dec,59511735,142703754,32956282,71418465,41.70299192
(주)아리온테크놀로지,58220,18-Dec,6658711,45886089,5170543,33380297,14.51139364
(주)아리온테크놀로지,58220,19-Dec,9588402,33038989,8395767,23341145,29.0214752
(주)아모그린텍,125210,18-Dec,12672846,85010164,12672846,85010164,14.90744801
(주)아모그린텍,125210,19-Dec,19678726,93385523,19678726,93385523,21.07256603
(주)아모텍,52710,18-Dec,51877690,253421810,49219072,232516206,20.47088607
(주)아모텍,52710,19-Dec,48947047,248551605,42565501,232205689,19.69291126
(주)아미노로직스,74430,18-Dec,7083632,18449736,7083632,18449736,38.39421876
(주)아미노로직스,74430,19-Dec,3293453,18980396,3293453,18980396,17.35186663
(주)아바코,83930,18-Dec,37264600,243484967,37430614,243240951,15.30468203
(주)아바코,83930,19-Dec,49372530,226084847,49525670,225139216,21.83805357
(주)아바텍,149950,18-Dec,11200094,74333390,11200094,74333390,15.06737955
(주)아바텍,149950,19-Dec,12511398,75410526,12511398,75410526,16.5910499
(주)아스타,246720,18-Dec,1143993,1742000,668661,1099476,65.67123995
(주)아스타,246720,19-Dec,1025815,1250848,930000,1817622,82.00956471
(주)아스트,67390,18-Dec,19881831,117013394,11778797,116937659,16.99107283
(주)아스트,67390,19-Dec,33914118,144613767,21640279,145441532,23.45151413
(주)아시아경제,127710,18-Dec,20812894,38402070,20477447,37279579,54.19732322
(주)아시아경제,127710,19-Dec,19568577,38372830,19402594,37224621,50.99591821
(주)아우딘퓨쳐스,227610,18-Dec,29748479,89405999,29748479,89405999,33.27347083
(주)아우딘퓨쳐스,227610,19-Dec,19304672,54122517,19183513,44450166,35.66846679
(주)아이디스,143160,18-Dec,35075944,109219202,32096098,105771036,32.11518063
(주)아이디스,143160,19-Dec,35950075,111875143,32482850,108050710,32.13410418
(주)아이디스홀딩스,54800,18-Dec,152390751,556267195,5917107,7916598,27.39524322
(주)아이디스홀딩스,54800,19-Dec,145855457,507776368,5805115,7863296,28.72434918
(주)아이비김영,339950,19-Dec,0,0,,,#DIV/0!
(주)아이센스,99190,18-Dec,77722550,172996579,60403637,149179805,44.9272179
(주)아이센스,99190,19-Dec,86781371,189844257,65443557,161094187,45.71187581
(주)아이스크림에듀,289010,18-Dec,45494782,100102075,45494782,100102075,45.44839056
(주)아이스크림에듀,289010,19-Dec,47161718,106436331,47161718,106436331,44.30979305
(주)아이씨디,40910,18-Dec,58254421,233974937,56777668,232668163,24.89771843
(주)아이씨디,40910,19-Dec,34348830,121604632,29061624,110553213,28.24631713
(주)아이앤씨테크놀로지,52860,18-Dec,14402183,31303910,12708011,30338163,46.00761694
(주)아이앤씨테크놀로지,52860,19-Dec,18816187,45567583,16629896,45148780,41.29292309
(주)아이에스시,95340,18-Dec,33499429,115859798,30533906,101879554,28.91376438
(주)아이에스시,95340,19-Dec,21042976,87678824,22143736,85874871,24.00006642
(주)아이에스이커머스,69920,18-Dec,15367663,34926974,15367663,34926974,43.99941146
(주)아이에스이커머스,69920,19-Dec,18238732,36135279,14603678,28978026,50.47347773
(주)아이에이,38880,18-Dec,16250020,67262017,3866307,41805860,24.15928146
(주)아이에이,38880,19-Dec,17016900,67834575,11153458,58941794,25.08587988
(주)아이엘사이언스,307180,18-Dec,0,0,,,#DIV/0!
(주)아이엘사이언스,307180,19-Dec,5199355,20281482,5199355,20281482,25.63597177
(주)아이엠,101390,18-Dec,11522974,191078977,5487700,86427485,6.030477126
(주)아이엠,101390,19-Dec,5515093,202192400,7659465,82764059,2.727646044
(주)아이엠비씨,52220,18-Dec,58074993,58074993,51034398,51034398,100
(주)아이엠비씨,52220,19-Dec,51552466,51552466,44570903,44570903,100
(주)아이엠텍,226350,18-Dec,3518875,11758181,3518875,11758181,29.92703548
(주)아이엠텍,226350,19-Dec,6180892,13844952,6180892,13844952,44.64365062
(주)아이오케이컴퍼니,78860,18-Dec,2386111,29736551,75082,24049995,8.02416864
(주)아이오케이컴퍼니,78860,19-Dec,11217184,48736408,3349000,27612482,23.01602531
(주)아이윈,90150,18-Dec,16026499,93786701,11332395,88537565,17.08824261
(주)아이윈,90150,19-Dec,20084832,95380947,11217936,88335340,21.05748856
(주)아이윈플러스,123010,18-Dec,-2026001,9236824,-2026001,9236824,-21.93395695
(주)아이윈플러스,123010,19-Dec,-3202728,5448365,-3202728,5448365,-58.78328636
(주)아이즈비전,31310,18-Dec,38056465,160165349,13593692,24766761,23.76073554
(주)아이즈비전,31310,19-Dec,26151671,131548342,9533730,18146822,19.87989404
(주)아이컴포넌트,59100,18-Dec,998972,25711081,998972,25711081,3.885375337
(주)아이컴포넌트,59100,19-Dec,2422597,29041712,2422597,29041712,8.341784396
(주)아이톡시,52770,18-Dec,5527292,14499261,5494292,14466261,38.12119804
(주)아이톡시,52770,19-Dec,1978298,3774569,1978298,3774569,52.41122894
(주)아이티센,124500,18-Dec,51042170,697948340,14901772,117544352,7.313173064
(주)아이티센,124500,19-Dec,84272773,1542384997,19275466,134543196,5.463796209
(주)아이티엑스에이아이,99520,18-Dec,4681369,27666210,4681369,27666210,16.92089014
(주)아이티엑스에이아이,99520,19-Dec,4942278,31861192,4468055,30858558,15.51190552
(주)아이티엠반도체,84850,18-Dec,52990369,228237125,47210569,219594049,23.21724347
(주)아이티엠반도체,84850,19-Dec,98316065,397697086,80504550,395351385,24.72134407
(주)아즈텍더블유비이,32080,18-Dec,8919639,47006133,8919639,47006133,18.97547922
(주)아즈텍더블유비이,32080,19-Dec,8234180,44574103,8234180,44574103,18.47301335
(주)아진엑스텍,59120,18-Dec,14443269,26576021,14443269,26576021,54.34699574
(주)아진엑스텍,59120,19-Dec,11338816,20619941,11338816,20619941,54.98956568
(주)아톤,158430,19-Dec,15584038,32525173,13786838,28938772,47.91377436
(주)아프리카티비,67160,18-Dec,126627786,126627786,120649540,120649540,100
(주)아프리카티비,67160,19-Dec,167868522,167868522,154983900,154983900,100
(주)안랩,53800,18-Dec,129267670,159815065,126698376,156550808,80.88578508
(주)안랩,53800,19-Dec,166992214,166992214,163005453,163005453,100
(주)안트로젠,65660,18-Dec,1686986,3607167,1686986,3607167,46.76761569
(주)안트로젠,65660,19-Dec,1660727,4147568,1660727,4147568,40.04098305
(주)알로이스,297570,18-Dec,0,0,,,#DIV/0!
(주)알로이스,297570,19-Dec,8028947,30188225,8028947,30188225,26.59628713
(주)알에프세미,96610,18-Dec,8566051,51873304,6971440,52083203,16.51340929
(주)알에프세미,96610,19-Dec,8214890,42446601,6810568,41430968,19.35346955
(주)알에프텍,61040,18-Dec,25768852,240344983,12234800,115379924,10.72161011
(주)알에프텍,61040,19-Dec,40297487,284492015,19039771,130548771,14.16471636
(주)알엔투테크놀로지,148250,18-Dec,7868376,17281800,7868376,17281800,45.52984064
(주)알엔투테크놀로지,148250,19-Dec,11089671,20964927,11089671,20964927,52.89630152
(주)알테오젠,196170,18-Dec,1957210,13703079,1051022,1298358,14.28299435
(주)알테오젠,196170,19-Dec,11100089,29229182,10284775,13322561,37.97605078
(주)알톤스포츠,123750,18-Dec,10502674,49080045,8171451,46501941,21.39907166
(주)알톤스포츠,123750,19-Dec,4165803,31187516,4048345,29226026,13.35727732
(주)알티캐스트,85810,18-Dec,76200156,76200156,64731260,64731260,100
(주)알티캐스트,85810,19-Dec,53178375,53178375,39938134,39938134,100
(주)알파홀딩스,117670,18-Dec,7868013,85086013,7924272,83041188,9.24712855
(주)알파홀딩스,117670,19-Dec,13492253,73164302,11698508,70084692,18.4410329
(주)애니플러스,310200,18-Dec,0,0,,,#DIV/0!
(주)애니플러스,310200,19-Dec,0,0,,,#DIV/0!
(주)액션스퀘어,205500,18-Dec,7471298,7471298,7471298,7471298,100
(주)액션스퀘어,205500,19-Dec,5838397,5838397,7200905,7200905,100
(주)액토즈소프트,52790,18-Dec,23680902,37652204,17388922,24386489,62.89380032
(주)액토즈소프트,52790,19-Dec,47792602,62665219,46875518,55683567,76.26655226
(주)액트로,290740,18-Dec,23080379,105631916,27541104,67135255,21.84981573
(주)액트로,290740,19-Dec,19294857,107845425,11913409,47107733,17.89121513
(주)앤디포스,238090,18-Dec,14904975,47757634,14524886,44246149,31.20961771
(주)앤디포스,238090,19-Dec,21577634,84122729,18068864,56931775,25.65018308
(주)앤씨앤,92600,18-Dec,12861243,58778225,9742791,30033773,21.88096527
(주)앤씨앤,92600,19-Dec,19867509,78473813,17097719,75197020,25.31737434
(주)야스,255440,18-Dec,60305960,184507976,56878062,184507976,32.68474421
(주)야스,255440,19-Dec,23665987,86853451,23392230,86643451,27.24818269
(주)어스앤에어로스페이스,263540,18-Dec,-725865,31186869,-725865,31186869,-2.327469936
(주)어스앤에어로스페이스,263540,19-Dec,-14576122,26308494,-14576122,26308494,-55.40462331
(주)얼라인드제네틱스,238120,18-Dec,3356357,5675117,2684661,4876003,59.14163532
(주)얼라인드제네틱스,238120,19-Dec,4612389,7793683,3515629,6607194,59.18112143
(주)에너토크,19990,18-Dec,6959084,23055729,6959084,23058748,30.18375173
(주)에너토크,19990,19-Dec,6491857,23483475,6671907,23480773,27.64436268
(주)에스디생명공학,217480,18-Dec,75898700,156623550,51842410,118775592,48.45931535
(주)에스디생명공학,217480,19-Dec,50714146,156259210,28875979,111151086,32.4551404
(주)에스디시스템,121890,18-Dec,4205643,45562197,4205643,45562197,9.230553566
(주)에스디시스템,121890,19-Dec,2907519,38144085,2907519,38144085,7.622463614
(주)에스비에스콘텐츠허브,46140,18-Dec,7455686,159763051,8102569,138094955,4.666714834
(주)에스비에스콘텐츠허브,46140,19-Dec,7670702,162067187,6280956,142543813,4.73303828
(주)에스씨디,42110,18-Dec,16767209,159268818,12245989,152209557,10.52761564
(주)에스씨디,42110,19-Dec,16872851,174946389,12083387,166587622,9.644583747
(주)에스아이리소스,65420,18-Dec,9027828,28204423,502938,10439056,32.00855412
(주)에스아이리소스,65420,19-Dec,1222736,12830794,1222736,12830794,9.52969863
(주)에스앤더블류,103230,18-Dec,-2486663,30239761,-2486663,30239761,-8.223156922
(주)에스앤더블류,103230,19-Dec,1938388,36022930,1938388,36022930,5.380983723
(주)에스앤에스텍,101490,18-Dec,14460714,61016170,14460714,61016170,23.69980613
(주)에스앤에스텍,101490,19-Dec,22412236,84466768,22412236,84466768,26.53379137
(주)에스에너지,95910,18-Dec,27099151,165548046,16903816,105828779,16.36935721
(주)에스에너지,95910,19-Dec,35000677,216932737,17420553,153975497,16.13434537
(주)에스에스알,275630,18-Dec,4852193,12067624,4852193,12067624,40.20835419
(주)에스에스알,275630,19-Dec,5124547,12954946,5124547,12954946,39.5566836
(주)에스에이엠티,31330,18-Dec,53465981,1176014835,53465981,1176014835,4.546369604
(주)에스에이엠티,31330,19-Dec,51066663,1213833610,51066663,1213833610,4.20705627
(주)에스에이티,60540,18-Dec,19957711,133941225,7472946,17761011,14.90034976
(주)에스에이티,158300,18-Dec,7795759,39502838,6636011,34864378,19.73468083
(주)에스에이티,158300,19-Dec,5294007,37479251,6392736,33055663,14.12516755
(주)에스에이티,60540,19-Dec,23391695,140167604,9050586,20271145,16.68837473
(주)에스에프에이,56190,18-Dec,327726173,1560055023,242223693,944309684,21.00734706
(주)에스에프에이,56190,19-Dec,317376061,1577746351,233632999,860849403,20.11578482
(주)에스에프에이반도체,36540,18-Dec,46766089,457853090,33300909,296190099,10.21421282
(주)에스에프에이반도체,36540,19-Dec,53140437,588938238,33680558,461843674,9.023091654
(주)에스엘바이오닉스,214310,18-Dec,4751560,32126457,4311756,31686653,14.79017745
(주)에스엘바이오닉스,214310,19-Dec,3377190,24150312,3377190,24150312,13.98404294
(주)에스엠라이프디자인그룹,63440,18-Dec,4781498,20031354,4781498,20031354,23.87006889
(주)에스엠라이프디자인그룹,63440,19-Dec,7717411,36981225,5102268,33325088,20.8684569
(주)에스엠엔터테인먼트,41510,18-Dec,202712622,612227479,109355022,281638319,33.11067029
(주)에스엠엔터테인먼트,41510,19-Dec,215618467,657825612,111890296,307504375,32.7774509
(주)에스엠컬처앤콘텐츠,48550,18-Dec,48335206,197029802,47750648,196445244,24.53192639
(주)에스엠컬처앤콘텐츠,48550,19-Dec,57423465,166658489,56196151,165431176,34.45576961
(주)에스엠코어,7820,18-Dec,5272160,93475185,6262989,88696371,5.640170704
(주)에스엠코어,7820,19-Dec,11156694,128073312,10885295,128057986,8.71117786
(주)에스제이그룹,306040,18-Dec,50079425,68629893,48939056,66767121,72.97027987
(주)에스제이그룹,306040,19-Dec,81338348,109494821,74983252,100118312,74.2851098
(주)에스제이케이,80440,18-Dec,189752,6278310,127888,6222758,3.022342
(주)에스제이케이,80440,19-Dec,-26012,4124848,73065,3805177,-0.630617177
(주)에스지엔지,40610,18-Dec,140988074,1088824262,5408200,56385942,12.94865287
(주)에스지엔지,40610,19-Dec,138830181,938887548,5730301,51882904,14.78666761
(주)에스코넥,96630,18-Dec,48230739,367055024,12780872,115657190,13.13992068
(주)에스코넥,96630,19-Dec,12396233,254480908,1364975,56377902,4.871183893
(주)에스텍파마,41910,18-Dec,9845454,40335857,9839634,40330037,24.40868927
(주)에스텍파마,41910,19-Dec,13000734,46489682,13000734,46489682,27.96477291
(주)에스티아이,39440,18-Dec,52435269,286609574,45414719,276027718,18.29501655
(주)에스티아이,39440,19-Dec,61391659,318857509,50042327,293268494,19.25363439
(주)에스티오,98660,18-Dec,48933506,88321595,48424951,87098051,55.40378432
(주)에스티오,98660,19-Dec,50598571,85144202,50212971,83978219,59.42691318
(주)에스티큐브,52020,18-Dec,97224,11073434,323560,11073434,0.877993222
(주)에스티큐브,52020,19-Dec,8422296,17388631,7826464,17388631,48.43564741
(주)에스폴리텍,50760,18-Dec,16580011,136887455,16508790,136756719,12.1121479
(주)에스폴리텍,50760,19-Dec,27379320,135032554,27391091,134909963,20.27608839
(주)에스피시스템스,317830,18-Dec,9018631,46873497,8695257,44597462,19.24036306
(주)에스피시스템스,317830,19-Dec,5932075,31959900,5823483,29033491,18.56099362
(주)에스피지,58610,18-Dec,59007428,305413294,27334540,226742282,19.3205172
(주)에스피지,58610,19-Dec,59415463,315161067,24523721,219560002,18.85241206
(주)에쎈테크,43340,18-Dec,6921323,58791068,6921323,58791068,11.77274582
(주)에쎈테크,43340,19-Dec,3761178,51708136,3761178,51708136,7.273861119
(주)에이디칩스,54630,18-Dec,149501,12629866,149501,12629866,1.183710104
(주)에이디칩스,54630,19-Dec,1662362,17668070,1662362,17668070,9.408848844
(주)에이디테크놀로지,200710,18-Dec,18003505,110264723,18003505,110264723,16.32752934
(주)에이디테크놀로지,200710,19-Dec,17886584,225809534,17886584,225809534,7.921093358
(주)에이루트,96690,18-Dec,3467879,22194327,3430066,22056403,15.62506942
(주)에이루트,96690,19-Dec,6894097,31253724,5212798,24873110,22.05848173
(주)에이비프로바이오,195990,18-Dec,8880791,58911297,-2082693,21595116,15.07485228
(주)에이비프로바이오,195990,19-Dec,-12680087,31930109,-12252967,8808808,-39.71200662
(주)에이스침대,3800,18-Dec,129885140,225765097,129885140,225765097,57.53109835
(주)에이스침대,3800,19-Dec,170316861,277433284,170316861,277433284,61.39020472
(주)에이스테크놀로지,88800,18-Dec,88422529,377316650,49099631,272282903,23.43456855
(주)에이스테크놀로지,88800,19-Dec,89348393,378602472,56852055,257500719,23.59952711
(주)에이스토리,241840,18-Dec,3340765,46446060,3340765,46446060,7.19278449
(주)에이스토리,241840,19-Dec,2535779,28238091,2535779,28238091,8.979994434
(주)에이치디,102210,18-Dec,1037483,37568476,2579318,32230409,2.761578617
(주)에이치디,102210,19-Dec,2727724,37778318,2727724,37778318,7.220342631
(주)에이치비테크놀러지,78150,18-Dec,29989001,273910965,22889237,250910635,10.94844852
(주)에이치비테크놀러지,78150,19-Dec,37610341,280566411,17230891,223721604,13.40514742
(주)에이치시티,72990,18-Dec,14731062,36429972,14574017,35784271,40.43665474
(주)에이치시티,72990,19-Dec,19778942,47420588,18664411,45337404,41.70960934
(주)에이치알에스,36640,18-Dec,12530099,74617790,11323951,67943904,16.79237485
(주)에이치알에스,36640,19-Dec,9322634,66720013,8310228,61723442,13.97277006
(주)에이치앤비디자인,227100,18-Dec,5176691,31441043,5091350,31216245,16.46475596
(주)에이치앤비디자인,227100,19-Dec,2810600,21792788,2754932,21772351,12.89692719
(주)에이치엘사이언스,239610,18-Dec,45142500,64108470,45142500,64108470,70.41581245
(주)에이치엘사이언스,239610,19-Dec,96942205,128260856,96942205,128260856,75.58206613
(주)에이치케이,44780,18-Dec,11143187,55488123,8635774,48566224,20.08211199
(주)에이치케이,44780,19-Dec,11477502,54958238,8317835,44991567,20.8840429
(주)에이텍,45660,18-Dec,23978260,98223147,23978260,98223147,24.41202581
(주)에이텍,45660,19-Dec,25375170,99256874,25375170,99256874,25.56515129
(주)에이텍티앤,224110,18-Dec,36436190,118586165,4970323,17947100,30.72549821
(주)에이텍티앤,224110,19-Dec,31161226,128024267,4618559,16407998,24.34009327
(주)에이트원,230980,18-Dec,3396992,37534312,337280,5076666,9.050364371
(주)에이트원,230980,19-Dec,1924758,13058815,1776061,10003909,14.73914746
(주)에이티세미콘,89530,18-Dec,18876798,119592451,18876798,119592451,15.7842722
(주)에이티세미콘,89530,19-Dec,18718091,128076925,17259757,125928665,14.61472549
(주)에이팩트,200470,18-Dec,18980412,47115235,18980412,47115235,40.28508401
(주)에이팩트,200470,19-Dec,13668814,46841017,13668814,46841017,29.18129211
(주)에이팸,73070,18-Dec,15734990,76202953,11135008,71232941,20.64879297
(주)에이팸,73070,19-Dec,7068495,50587576,4099430,47823695,13.9727885
(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,5201324,19416757,5063129,19610733,26.78781014
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,6540863,21901096,5112055,21873920,29.8654597
(주)에치에프알,230240,18-Dec,20817937,134994659,14921141,104029651,15.42130419
(주)에치에프알,230240,19-Dec,23676479,156662931,20919041,138217524,15.11300654
(주)에코마케팅,230360,18-Dec,62103162,62103162,29011478,29011478,100
(주)에코마케팅,230360,19-Dec,111354943,111354943,40702206,40702206,100
(주)에코프로,86520,18-Dec,108211795,669407171,23770168,83086320,16.16531757
(주)에코프로,86520,19-Dec,110189938,702272501,30092726,93361225,15.69048166
(주)에코프로비엠,247540,18-Dec,79574822,589185698,79574822,589185698,13.50589844
(주)에코프로비엠,247540,19-Dec,73087167,616085055,73087167,616085055,11.86316182
(주)에프알텍,73540,18-Dec,4703931,24607102,4622471,24525643,19.11615191
(주)에프알텍,73540,19-Dec,6317196,26150315,6315447,26148549,24.15724629
(주)에프앤리퍼블릭,64090,18-Dec,23513644,102914918,23041848,101451331,22.84765363
(주)에프앤리퍼블릭,64090,19-Dec,2760615,34123439,2121626,31936073,8.090084355
(주)에프에스엔,214270,18-Dec,125414863,125414863,37136316,37136316,100
(주)에프에스엔,214270,19-Dec,145425213,145425213,38506961,38506961,100
(주)에프에스티,36810,18-Dec,49054177,165054024,48770626,164438268,29.72007335
(주)에프에스티,36810,19-Dec,50146243,125729654,48510087,121655204,39.88418118
(주)에프엔씨엔터테인먼트,173940,18-Dec,6166779,74014342,1509839,47581669,8.331870329
(주)에프엔씨엔터테인먼트,173940,19-Dec,9848694,84190079,4284492,53546880,11.69816458
(주)엑사이엔씨,54940,18-Dec,25819131,224054110,16150651,151515263,11.52361409
(주)엑사이엔씨,54940,19-Dec,23359484,247113216,8785698,139762658,9.452948077
(주)엑세스바이오인코퍼레이션,950130,18-Dec,15591661,40239207,14547373,37584855,38.74743605
(주)엑세스바이오인코퍼레이션,950130,19-Dec,9406994,43058688,8097921,37379390,21.84691275
(주)엑셈,205100,18-Dec,19250249,32359592,13042121,22614987,59.48854052
(주)엑셈,205100,19-Dec,20060770,34454978,14346490,24786109,58.22313977
(주)엑시콘,92870,18-Dec,17607187,56474117,17617679,56483838,31.17744541
(주)엑시콘,92870,19-Dec,12018103,38230244,12014534,38226674,31.43611377
(주)엔바이오니아,317870,18-Dec,4025537,8544681,4025537,8544681,47.11161248
(주)엔바이오니아,317870,19-Dec,4213847,9720397,4213847,9720397,43.3505648
(주)엔에스,217820,18-Dec,6706004,50648403,5036637,43702837,13.24030691
(주)엔에스,217820,19-Dec,9950801,65057075,8699599,57996003,15.295494
(주)엔에스엔,31860,18-Dec,1865238,10306353,1746586,10278928,18.09794405
(주)엔에스엔,31860,19-Dec,1184396,15368805,631887,9082944,7.706493771
(주)엔에이치엔벅스,104200,18-Dec,89652083,89652083,84512339,84512339,100
(주)엔에이치엔벅스,104200,19-Dec,84847822,84847822,81514992,81514992,100
(주)엔이능률,53290,18-Dec,58346686,85990357,58346686,85990357,67.85259189
(주)엔이능률,53290,19-Dec,58088068,84632802,58088068,84632802,68.63540687
(주)엔지스테크널러지,208860,18-Dec,4188910,4188910,4188910,4188910,100
(주)엔지스테크널러지,208860,19-Dec,5496345,6299597,4265217,4265217,87.2491526
(주)엔지켐생명과학,183490,18-Dec,4264761,31034039,4264761,31034039,13.74220416
(주)엔지켐생명과학,183490,19-Dec,2664446,31468723,2664446,31468723,8.466965755
(주)엔케이맥스,182400,18-Dec,4669789,6268827,4454764,5922253,74.49222957
(주)엔케이맥스,182400,19-Dec,6396048,8749218,4966341,6695324,73.10422486
(주)엔텔스,69410,18-Dec,16010167,62313287,14898147,61950966,25.69302274
(주)엔텔스,69410,19-Dec,17672505,60229899,16549673,59187823,29.34174769
(주)엔투텍,227950,18-Dec,3033539,19115790,3025927,19046948,15.86928398
(주)엔피,291230,18-Dec,0,0,,,#DIV/0!
(주)엔피,291230,19-Dec,0,0,,,#DIV/0!
(주)엔피디,198080,18-Dec,41450898,259374087,11428144,155229484,15.98112536
(주)엔피디,198080,19-Dec,54393980,308704363,16269209,187714065,17.62008786
(주)엔피케이,48830,18-Dec,5719554,67274847,5208538,58475760,8.501771843
(주)엔피케이,48830,19-Dec,4521104,65034697,5560884,61831770,6.951833727
(주)엘디티,96870,18-Dec,2808215,7188415,2808215,7188415,39.06584414
(주)엘디티,96870,19-Dec,1898145,6955660,1898145,6955660,27.28921483
(주)엘아이에스,138690,18-Dec,43197653,211363819,41556224,210373463,20.43758161
(주)엘아이에스,138690,19-Dec,33827213,145119083,31871460,142669434,23.30996882
(주)엘앤씨바이오,290650,18-Dec,13381420,21240894,13463351,20823971,62.99838415
(주)엘앤씨바이오,290650,19-Dec,18664275,29151665,16099012,25235143,64.02473066
(주)엘앤에프,66970,18-Dec,48403253,505664305,44743941,494339484,9.572210757
(주)엘앤에프,66970,19-Dec,15210218,313264235,11904048,312072283,4.855395637
(주)엘앤케이바이오메드,156100,18-Dec,16846263,31323219,10259540,22801032,53.78202987
(주)엘앤케이바이오메드,156100,19-Dec,11481673,25776889,5645724,19470887,44.5425086
(주)엘엑스세미콘,108320,18-Dec,193657756,791818132,193657536,791817912,24.45735304
(주)엘엑스세미콘,108320,19-Dec,212890535,867122050,212890535,867122050,24.55139216
(주)엘엠에스,73110,18-Dec,37040090,109393200,19244767,80278509,33.85959091
(주)엘엠에스,73110,19-Dec,69592222,163181110,61479821,145464657,42.6472292
(주)엘오티베큠,83310,18-Dec,59478946,169314397,49094307,159675553,35.12929028
(주)엘오티베큠,83310,19-Dec,43534024,150245826,41229355,147403941,28.97519695
(주)엠게임,58630,18-Dec,27118175,27118175,27301974,27301974,100
(주)엠게임,58630,19-Dec,37630626,37630626,37541897,37541897,100
(주)엠디에스테크,86960,18-Dec,53742752,158945065,40478381,106962693,33.81215516
(주)엠디에스테크,86960,19-Dec,50432021,154901982,40931878,116923000,32.55737619
(주)엠씨넥스,97520,18-Dec,87171946,696954048,90646290,627641511,12.50756004
(주)엠씨넥스,97520,19-Dec,184123814,1267712135,189174499,1184887089,14.52410282
(주)엠아이텍,179290,18-Dec,14373241,29599153,14373241,29599153,48.55963615
(주)엠아이텍,179290,19-Dec,14708026,32654539,14708026,32654539,45.0412912
(주)엠앤씨생명과학,225860,18-Dec,0,0,,,#DIV/0!
(주)엠앤씨생명과학,225860,19-Dec,0,0,,,#DIV/0!
(주)엠에스씨,9780,18-Dec,31249693,144605455,31285858,144605086,21.61031408
(주)엠에스씨,9780,19-Dec,32170178,149239104,32177189,149239104,21.55613183
(주)엠에스오토텍,123040,18-Dec,74397241,891949819,11259213,245348920,8.340967105
