,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,회사명,거래소코드,회계년도,자산(*)(IFRS연결),자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS연결),당기순이익(손실)(IFRS),총자본증가율,영업이익증가율,순이익증가율
1343,1343,1343,1343,(주)제노레이,122310,18-Dec,58440831,57124240.0,10958080,10227309.0,9472161,8965454.0,,,
1344,1344,1344,1344,(주)제노레이,122310,19-Dec,78518323,76754029.0,14668169,13877527.0,13240019,12743561.0,34.35524728,33.85710818,39.77823012
1345,1345,1345,1345,(주)제노포커스,187420,18-Dec,70334519,65028048.0,-1213556,-765145.0,-2441932,-1751956.0,,,
1346,1346,1346,1346,(주)제노포커스,187420,19-Dec,90202499,73772065.0,-2877734,-2180603.0,-5522405,-1932281.0,28.2478366,-137.13236142378267,-126.1490082442918
1347,1347,1347,1347,(주)제닉,123330,18-Dec,73312096,54093544.0,-11410097,-9167101.0,-15322554,-14882706.0,,,
1348,1348,1348,1348,(주)제닉,123330,19-Dec,58148662,37553591.0,-5026610,-890554.0,-11959235,-33317008.0,-20.68339991,55.945948575196155,21.950120064840366
1349,1349,1349,1349,(주)제로투세븐,159580,18-Dec,134940261,126266096.0,-4708162,-3098794.0,-6435294,-4945433.0,,,
1350,1350,1350,1350,(주)제로투세븐,159580,19-Dec,127737817,124637296.0,11241650,12713488.0,9326238,10858834.0,-5.337505609,338.7693966350351,244.92326224722598
1351,1351,1351,1351,(주)제우스,79370,18-Dec,402378729,275308527.0,40108158,28835189.0,31042535,24366192.0,,,
1352,1352,1352,1352,(주)제우스,79370,19-Dec,381353568,250270864.0,18187673,11866560.0,14176254,7872422.0,-5.225216813,-54.65343235159291,-54.33280819366073
1353,1353,1353,1353,(주)제이브이엠,54950,18-Dec,176737139,162136181.0,13297487,12463956.0,8158512,8142527.0,,,
1354,1354,1354,1354,(주)제이브이엠,54950,19-Dec,180112579,161920776.0,10461825,12049509.0,5800049,7157491.0,1.90986457,-21.324796181413827,-28.908004302745404
1355,1355,1355,1355,(주)제이스텍,90470,18-Dec,143329237,142915886.0,6258629,6237102.0,8017218,8010296.0,,,
1356,1356,1356,1356,(주)제이스텍,90470,19-Dec,152785429,152849084.0,398928,797843.0,1054683,1539652.0,6.597531807,-93.62595226526449,-86.84477583121726
1357,1357,1357,1357,(주)제이시스메디칼,287410,18-Dec,0,,0,,0,,,,
1358,1358,1358,1358,(주)제이시스메디칼,287410,19-Dec,0,,0,,0,,,,
1359,1359,1359,1359,(주)제이앤티씨,204270,18-Dec,361123753,287212084.0,25496039,-6974633.0,28114476,285326.0,,,
1360,1360,1360,1360,(주)제이앤티씨,204270,19-Dec,443616096,261878451.0,95471193,-33359765.0,87692890,-30168314.0,22.84323374,274.4550006,211.9136562
1361,1361,1361,1361,(주)제이에스티나,26040,18-Dec,115242227,118194572.0,-856462,-817270.0,243541,193461.0,,,
1362,1362,1362,1362,(주)제이에스티나,26040,19-Dec,82018191,81949085.0,-28539486,-28078190.0,-33441723,-36513087.0,-28.82974138,-3232.2536201255866,-13831.455073273082
1363,1363,1363,1363,(주)제이엘케이,322510,18-Dec,9423021,9423021.0,-4617039,-4617039.0,-6277245,-6277245.0,,,
1364,1364,1364,1364,(주)제이엘케이,322510,19-Dec,38698295,38878318.0,-10793760,-10613354.0,-10644155,-10463624.0,310.6782209,-133.7810012,-69.56730222
1365,1365,1365,1365,(주)제이와이피엔터테인먼트,35900,18-Dec,159341920,144849749.0,28748634,25430889.0,24275342,22271174.0,,,
1366,1366,1366,1366,(주)제이와이피엔터테인먼트,35900,19-Dec,207839679,180392303.0,43458525,39233152.0,31220338,27767065.0,30.43628381,51.167269373563975,28.60926120010997
1367,1367,1367,1367,(주)제이웨이,58420,18-Dec,21496507,13796008.0,-1450828,-2048084.0,-3018698,-2786879.0,,,
1368,1368,1368,1368,(주)제이웨이,58420,19-Dec,21075399,14038963.0,-1247159,-1464726.0,-3039308,-3304975.0,-1.958960123,14.038121679482337,-0.6827446799911749
1369,1369,1369,1369,(주)제이티,89790,18-Dec,42019563,42019563.0,3031592,3031592.0,2448993,2448993.0,,,
1370,1370,1370,1370,(주)제이티,89790,19-Dec,57029871,57029871.0,6153285,6153285.0,3787410,3787410.0,35.72218969,102.97206880081488,54.65172828178766
1371,1371,1371,1371,(주)제일바이오,52670,18-Dec,32331319,32331319.0,1403130,1403130.0,1040195,1040195.0,,,
1372,1372,1372,1372,(주)제일바이오,52670,19-Dec,34648173,34648173.0,520098,520098.0,2042942,2042942.0,7.165974268,-62.93301404716598,96.39990578689573
1373,1373,1373,1373,(주)제일테크노스,38010,18-Dec,160194091,153030146.0,8919986,7967635.0,5310949,4965244.0,,,
1374,1374,1374,1374,(주)제일테크노스,38010,19-Dec,159138352,152327093.0,4897130,4361367.0,4299304,4269786.0,-0.659037417,-45.09935329494912,-19.0482906162345
1375,1375,1375,1375,(주)제주반도체,80220,18-Dec,226049083,157284062.0,12795520,15898459.0,9054455,11606679.0,,,
1376,1376,1376,1376,(주)제주반도체,80220,19-Dec,224203060,156782564.0,6146949,5605684.0,-4870020,-3920235.0,-0.816646976,-51.960146988946136,-153.7858987647517
1377,1377,1377,1377,(주)제테마,216080,18-Dec,51287324,51287324.0,-4550887,-4550887.0,-15751527,-15751527.0,,,
1378,1378,1378,1378,(주)제테마,216080,19-Dec,62286133,62286133.0,-10734910,-10734910.0,-14724378,-14724378.0,21.44547257,-135.8861031,6.520948731
1379,1379,1379,1379,(주)젬백스&카엘,82270,18-Dec,172592061,172138743.0,-662609,-1171013.0,-13704579,-23422145.0,,,
1380,1380,1380,1380,(주)젬백스&카엘,82270,19-Dec,163178085,174386962.0,-8397520,-5625252.0,-92102864,-79331556.0,-5.454466414,-1167.3416751055297,-572.0590541307398
1381,1381,1381,1381,(주)젬백스링크,64800,18-Dec,188999659,201488645.0,-274320,1228331.0,-12182275,7702709.0,,,
1382,1382,1382,1382,(주)젬백스링크,64800,19-Dec,187733153,202478365.0,5871845,6158853.0,3365933,3940892.0,-0.670110204,2240.509259259259,461.9286242477197
1383,1383,1383,1383,(주)조이시티,67000,18-Dec,55167707,55567993.0,-5446745,-5270118.0,-7941976,-7375039.0,,,
1384,1384,1384,1384,(주)조이시티,67000,19-Dec,64930897,65213593.0,8547462,8978287.0,-1895238,-1449336.0,17.69729164,256.92788995996693,76.13644261831061
1385,1385,1385,1385,(주)좋은사람들,33340,18-Dec,102858972,105336258.0,2532183,2516593.0,3617210,2991095.0,,,
1386,1386,1386,1386,(주)좋은사람들,33340,19-Dec,110237930,112005329.0,-9191370,-9201425.0,-10376626,-10338492.0,7.173859369,-462.98205935353013,-386.8682216404356
1387,1387,1387,1387,(주)중앙디앤엠,51980,18-Dec,22243206,21763141.0,-2338572,-1799210.0,-2735224,-3283883.0,,,
1388,1388,1388,1388,(주)중앙디앤엠,51980,19-Dec,34959637,33330121.0,-8514820,-6505274.0,-7951033,-6839137.0,57.16995563,-264.1033930107775,-190.6903785576611
1389,1389,1389,1389,(주)중앙백신연구소,72020,18-Dec,96743996,96743996.0,3504614,3504614.0,3454194,3454194.0,,,
1390,1390,1390,1390,(주)중앙백신연구소,72020,19-Dec,96567450,96567450.0,2712903,2712903.0,1854213,1854213.0,-0.18248781,-22.590533508112447,-46.31995191931895
1391,1391,1391,1391,(주)중앙에너비스,440,18-Dec,58743738,58743738.0,1424706,1424706.0,889990,889990.0,,,
1392,1392,1392,1392,(주)중앙에너비스,440,19-Dec,61575390,61525322.0,638178,630966.0,615333,607714.0,4.820346979,-55.2063373074866,-30.86068382790818
1393,1393,1393,1393,(주)지노믹트리,228760,18-Dec,13953610,13953610.0,-2573756,-2573756.0,-2484449,-2484449.0,,,
1394,1394,1394,1394,(주)지노믹트리,228760,19-Dec,113725029,113633385.0,-10308127,-9490036.0,-10267441,-10194766.0,715.0222702,-300.5091003,-313.2683343
1395,1395,1395,1395,(주)지니뮤직,43610,18-Dec,222002409,222002409.0,6889092,6889092.0,5937816,5937816.0,,,
1396,1396,1396,1396,(주)지니뮤직,43610,19-Dec,233880648,233880648.0,8127068,8127068.0,7314177,7314177.0,5.350500048,17.970089527037818,23.17958320028778
1397,1397,1397,1397,(주)지니틱스,303030,18-Dec,0,,0,,0,,,,
1398,1398,1398,1398,(주)지니틱스,303030,19-Dec,42753858,42753858.0,5429890,5429890.0,446199,446199.0,inf,inf,inf
1399,1399,1399,1399,(주)지란지교시큐리티,208350,18-Dec,88003510,41372752.0,2784804,2518159.0,3028202,3032260.0,,,
1400,1400,1400,1400,(주)지란지교시큐리티,208350,19-Dec,98467430,49049508.0,3428449,2785641.0,4508348,2848790.0,11.89034392,23.112757666248683,48.878707563101806
1401,1401,1401,1401,(주)지씨셀,144510,18-Dec,57268066,57268066.0,435054,435054.0,1002079,1002079.0,,,
1402,1402,1402,1402,(주)지씨셀,144510,19-Dec,68064636,64917128.0,-3254149,-3476260.0,-2232943,1690838.0,18.85268834,-847.9873762797262,-322.8310342797324
1403,1403,1403,1403,(주)지어소프트,51160,18-Dec,28388611,17228984.0,1172741,2127068.0,973501,2219520.0,,,
1404,1404,1404,1404,(주)지어소프트,51160,19-Dec,43117466,18839197.0,-129606,349669.0,-1480873,-658317.0,51.88297166,-111.05154505555788,-252.11828236437356
1405,1405,1405,1405,(주)지에스이,53050,18-Dec,153465901,153465901.0,7349937,7349937.0,5802790,5802790.0,,,
1406,1406,1406,1406,(주)지에스이,53050,19-Dec,159269231,159269231.0,5593577,5593577.0,4293621,4293621.0,3.781511047,-23.89625924684797,-26.00764459854656
1407,1407,1407,1407,(주)지에스홈쇼핑,28150,18-Dec,1393130850,1384201780.0,136829384,137337017.0,133936937,120615162.0,,,
1408,1408,1408,1408,(주)지에스홈쇼핑,28150,19-Dec,1446961556,1426568431.0,121125757,120049948.0,109755435,106602507.0,3.864009328,-11.476794341192093,-18.054393762939345
1409,1409,1409,1409,(주)지엔씨에너지,119850,18-Dec,127220630,108366448.0,6521623,5140564.0,7429658,6102783.0,,,
1410,1410,1410,1410,(주)지엔씨에너지,119850,19-Dec,142435514,118854145.0,9064782,5924608.0,8129796,5515583.0,11.95944714,38.99579905186179,9.423556239062417
1411,1411,1411,1411,(주)지엔코,65060,18-Dec,278885406,186917368.0,-25291250,1015964.0,-45988003,-38366123.0,,,
1412,1412,1412,1412,(주)지엔코,65060,19-Dec,248155717,172054008.0,-7597802,779371.0,-21604307,-23480171.0,-11.01875119,69.95877230267385,53.02186311503894
1413,1413,1413,1413,(주)지유온,111820,18-Dec,36130744,27281048.0,-9845046,-4536893.0,-59141689,-65368973.0,,,
1414,1414,1414,1414,(주)지유온,111820,19-Dec,25081604,25081604.0,-2286842,-2286842.0,-9811319,-9811319.0,-30.58099219,76.77164738488779,83.41048562207955
1415,1415,1415,1415,(주)지티지웰니스,219750,18-Dec,28965936,28446187.0,-3081136,-2322232.0,-5902359,-6357369.0,,,
1416,1416,1416,1416,(주)지티지웰니스,219750,19-Dec,40400462,46220807.0,-4589381,-3635988.0,-5142121,1250667.0,39.47576906,-48.95093887,12.88023992
1417,1417,1417,1417,(주)진로발효,18120,18-Dec,115861699,114287421.0,16523349,16512114.0,14259870,14059263.0,,,
1418,1418,1418,1418,(주)진로발효,18120,19-Dec,91083610,89229457.0,16490054,16179028.0,14256666,14127156.0,-21.38591891,-0.2015027341006959,-0.022468648031153157
1419,1419,1419,1419,(주)진매트릭스,109820,18-Dec,31518643,30420878.0,-2806390,-2459882.0,-3286742,-3165130.0,,,
1420,1420,1420,1420,(주)진매트릭스,109820,19-Dec,28455836,28455836.0,-2354697,-2354697.0,-1173032,-1173032.0,-9.71744564,16.09516139952038,64.31018923907018
1421,1421,1421,1421,(주)진바이오텍,86060,18-Dec,72627064,42313954.0,6270669,1914806.0,2552524,-373997.0,,,
1422,1422,1422,1422,(주)진바이오텍,86060,19-Dec,67932582,39577106.0,841408,746756.0,-27167,-1678335.0,-6.463819052,-86.58184637077798,-101.06431908181864
1423,1423,1423,1423,(주)진성티이씨,36890,18-Dec,249946510,174812208.0,27979168,22007881.0,21690773,18889220.0,,,
1424,1424,1424,1424,(주)진성티이씨,36890,19-Dec,275526028,180904124.0,29925877,21754182.0,22006287,19068211.0,10.23399687,6.95770867811366,1.454600073496689
1425,1425,1425,1425,(주)차바이오텍,85660,18-Dec,947531799,283636589.0,19014790,-2163575.0,36096903,-13311033.0,,,
1426,1426,1426,1426,(주)차바이오텍,85660,19-Dec,1162923422,320192650.0,5837297,-308276.0,52368083,43798228.0,22.73186222,-69.30128073988722,45.07638785521295
1427,1427,1427,1427,(주)창해에탄올,4650,18-Dec,365404238,161229994.0,10459443,20768619.0,-14549965,13160623.0,,,
1428,1428,1428,1428,(주)창해에탄올,4650,19-Dec,193042599,158091079.0,8878760,18466917.0,10765168,13347284.0,-47.17012587,-15.112496908296169,235.15780710528622
1429,1429,1429,1429,(주)천보,278280,18-Dec,134748067,118703635.0,27040619,26194284.0,22636848,22152386.0,,,
1430,1430,1430,1430,(주)천보,278280,19-Dec,235236916,210937373.0,27195971,17901298.0,23052431,15648792.0,74.57535476,0.574513475,1.835869552
1431,1431,1431,1431,(주)체리부로,66360,18-Dec,268293663,205008167.0,-492551,-3132577.0,-9746988,-8747908.0,,,
1432,1432,1432,1432,(주)체리부로,66360,19-Dec,280388592,217017651.0,-14451894,-13899513.0,-20564273,-19616675.0,4.508093432,-2834.090886019925,-110.98079734990954
1433,1433,1433,1433,(주)초록뱀미디어,47820,18-Dec,169114745,164541543.0,1283232,2402547.0,-15458347,-15786152.0,,,
1434,1434,1434,1434,(주)초록뱀미디어,47820,19-Dec,186524565,180301470.0,1401878,1446554.0,8243682,5915643.0,10.29467892,9.245872920874792,287.5175073468385
1435,1435,1435,1435,(주)초록뱀이앤엠,131100,18-Dec,52599825,52505576.0,475006,631058.0,-13055479,-12985408.0,,,
1436,1436,1436,1436,(주)초록뱀컴퍼니,52300,18-Dec,153849231,148076955.0,-3609528,1389563.0,-4449428,-1771664.0,,,
1437,1437,1437,1437,(주)초록뱀컴퍼니,52300,19-Dec,142431125,141477158.0,-3768654,-3090227.0,-17710635,-12956106.0,-7.421620456,-4.408498839737495,-298.04296192679146
1438,1438,1438,1438,(주)칩스앤미디어,94360,18-Dec,31857435,32078719.0,2022901,2053836.0,2642267,2674543.0,,,
1439,1439,1439,1439,(주)칩스앤미디어,94360,19-Dec,35860269,36098846.0,3594632,3583888.0,4521550,4510078.0,12.56483455,77.69688185432703,71.12388717718535
1440,1440,1440,1440,(주)카나리아바이오,16790,18-Dec,94051474,94051474.0,1281685,1281685.0,-549836,-549836.0,,,
1441,1441,1441,1441,(주)카나리아바이오,16790,19-Dec,97377192,97377192.0,6132969,6132969.0,3244667,3244667.0,3.53606154,378.5082918,690.1154162332041
1442,1442,1442,1442,(주)카스,16920,18-Dec,122741403,127522433.0,7502783,6257384.0,2566879,2005107.0,,,
1443,1443,1443,1443,(주)카스,16920,19-Dec,129321340,130119299.0,3731483,1449043.0,2953775,1045906.0,5.360812928,-50.2653482047928,15.072623212858884
1444,1444,1444,1444,(주)카이노스메드,284620,18-Dec,0,,0,,0,,,,
1445,1445,1445,1445,(주)카이노스메드,284620,19-Dec,0,,0,,0,,,,
1446,1446,1446,1446,(주)캐리소프트,317530,18-Dec,12204260,12855553.0,-371406,-158164.0,-2188505,-2114175.0,,,
1447,1447,1447,1447,(주)캐리소프트,317530,19-Dec,21133741,21784622.0,-1713000,-1628005.0,-1956383,-1868074.0,73.16691876,-361.2203357,10.60641854
1448,1448,1448,1448,(주)캐스텍코리아,71850,18-Dec,290374346,258107077.0,4952084,4249036.0,1069467,3537225.0,,,
1449,1449,1449,1449,(주)캐스텍코리아,71850,19-Dec,292991021,259233643.0,-1924023,111740.0,-5731533,-3534504.0,0.901138491,-138.85279409638446,-635.9242501171144
1450,1450,1450,1450,(주)캠시스,50110,18-Dec,323293107,233595526.0,16008361,9474630.0,11320514,18904534.0,,,
1451,1451,1451,1451,(주)캠시스,50110,19-Dec,432593959,318210958.0,16005131,6090085.0,4200251,7603813.0,33.80859339,-0.020176956279284307,-62.89699389974695
1452,1452,1452,1452,(주)컴투스,78340,18-Dec,909300696,901686976.0,146639198,145716595.0,129687281,130287258.0,,,
1453,1453,1453,1453,(주)컴투스,78340,19-Dec,1004978011,993733892.0,125954720,128246417.0,109600865,115989038.0,10.52207652,-14.105694986138701,-15.488346925863915
1454,1454,1454,1454,(주)컴투스홀딩스,63080,18-Dec,354106374,182377281.0,-17567012,-18544251.0,-5428315,-31723277.0,,,
1455,1455,1455,1455,(주)컴투스홀딩스,63080,19-Dec,399323374,198900359.0,-17053325,-13593165.0,11814935,-7770868.0,12.76932677,2.9241569368769147,317.65382075284873
1456,1456,1456,1456,(주)케스피온,79190,18-Dec,87298957,79682458.0,3386961,4010611.0,-15228715,-14362187.0,,,
1457,1457,1457,1457,(주)케스피온,79190,19-Dec,49571438,53059247.0,1094016,1861451.0,238266,637281.0,-43.21646019,-67.69918519876668,6491.476333173847
1458,1458,1458,1458,(주)케어랩스,263700,18-Dec,124608857,116800344.0,5071575,4110170.0,3848506,3238943.0,,,
1459,1459,1459,1459,(주)케어랩스,263700,19-Dec,127113197,118810469.0,3615640,5183601.0,529580,3080193.0,2.009760831,-28.70774857909032,-86.23933547199874
1460,1460,1460,1460,(주)케어젠,214370,18-Dec,218938148,218845344.0,19743761,24954062.0,16251789,16277823.0,,,
1461,1461,1461,1461,(주)케어젠,214370,19-Dec,231847041,231762639.0,35375014,35679431.0,28019474,29038380.0,5.896136931,79.17059470077662,72.40855145239703
1462,1462,1462,1462,(주)케이비지,318000,18-Dec,19800101,19800101.0,2872700,2872700.0,2130068,2130068.0,,,
1463,1463,1463,1463,(주)케이비지,318000,19-Dec,28156723,28156723.0,3016471,3016471.0,-1404532,-1404532.0,42.20494633,5.004734222,-165.9383644
1464,1464,1464,1464,(주)케이사인,192250,18-Dec,70392703,68349854.0,1399804,2755471.0,-773621,-48787.0,,,
1465,1465,1465,1465,(주)케이사인,192250,19-Dec,66893962,64068712.0,3782730,3400134.0,3646323,2289252.0,-4.970317733,170.23283259656353,571.3319571211226
1466,1466,1466,1466,(주)케이씨씨건설,21320,18-Dec,969157830,968810495.0,47771723,47730876.0,24144269,24108568.0,,,
1467,1467,1467,1467,(주)케이씨씨건설,21320,19-Dec,1039194851,1039194851.0,58800590,58800590.0,28228638,28228638.0,7.226585684,23.086600832881828,16.916515467914977
1468,1468,1468,1468,(주)케이씨아이,36670,18-Dec,65743049,65743049.0,11320090,11320090.0,8875571,8875571.0,,,
1469,1469,1469,1469,(주)케이씨아이,36670,19-Dec,78286906,78286906.0,14495579,14495579.0,11414879,11414879.0,19.08012663,28.0517999415199,28.610080410601192
1470,1470,1470,1470,(주)케이씨에스,115500,18-Dec,31138899,31138899.0,3165889,3165889.0,2674408,2674408.0,,,
1471,1471,1471,1471,(주)케이씨에스,115500,19-Dec,35524836,35524836.0,3432710,3432710.0,2828867,2828867.0,14.08507411,8.427996054188887,5.775446379161295
1472,1472,1472,1472,(주)케이씨티,89150,18-Dec,64250968,64250968.0,1960492,1960492.0,1237495,1237495.0,,,
1473,1473,1473,1473,(주)케이씨티,89150,19-Dec,58441872,58441872.0,1279271,1279271.0,859703,859703.0,-9.041258336,-34.74745115001745,-30.528769813211365
1474,1474,1474,1474,(주)케이씨피드,25880,18-Dec,105192756,104917586.0,359368,231575.0,1009159,544254.0,,,
1475,1475,1475,1475,(주)케이씨피드,25880,19-Dec,101474747,99506267.0,-1708495,-1558496.0,-6494753,-6210782.0,-3.534472469,-575.4165646356938,-743.5807439660152
1476,1476,1476,1476,(주)케이아이엔엑스,93320,18-Dec,77159848,67116092.0,13164858,11522557.0,12463895,10920360.0,,,
1477,1477,1477,1477,(주)케이아이엔엑스,93320,19-Dec,104862166,92556339.0,16467445,14342805.0,15675410,12857468.0,35.90250463,25.08638528421651,25.76654408593782
1478,1478,1478,1478,(주)케이에스피,73010,18-Dec,40606904,40606904.0,-2640019,-2640019.0,-10394516,-10394516.0,,,
1479,1479,1479,1479,(주)케이에스피,73010,19-Dec,44248244,44248244.0,1835363,1835363.0,1641249,1641249.0,8.967292852,243.8417904251094,733.3296166517085
1480,1480,1480,1480,(주)케이에이치바텍,60720,18-Dec,298635096,223197960.0,-18356991,626347.0,-39098140,-38963210.0,,,
1481,1481,1481,1481,(주)케이에이치바텍,60720,19-Dec,283444245,223517760.0,6975754,8785316.0,-11583401,-11388408.0,-5.086760131,363.1542196012073,70.3735241625305
1482,1482,1482,1482,(주)케이엑스이노베이션,122450,18-Dec,716153058,165719272.0,34640332,2803143.0,67058689,4028928.0,,,
1483,1483,1483,1483,(주)케이엑스이노베이션,122450,19-Dec,747993901,182038882.0,44892260,4378560.0,24602566,4660510.0,4.446094678,29.595351453329027,-63.311889380957034
1484,1484,1484,1484,(주)케이엑스하이텍,52900,18-Dec,76991502,75325921.0,4186318,3197279.0,4629018,4128116.0,,,
1485,1485,1485,1485,(주)케이엑스하이텍,52900,19-Dec,75446942,73508429.0,5243475,3851108.0,2221265,2528859.0,-2.006143483,25.25266833527697,-52.01433651802607
1486,1486,1486,1486,(주)케이엔더블유,105330,18-Dec,69366058,48910914.0,832004,-1624506.0,600468,-1382478.0,,,
1487,1487,1487,1487,(주)케이엔더블유,105330,19-Dec,67088750,39845942.0,-3367589,-5766823.0,-6288173,-7442815.0,-3.283029288,-504.7563473252533,-1147.212007967119
1488,1488,1488,1488,(주)케이엔엔,58400,18-Dec,206896822,205389448.0,7803631,7616773.0,7840467,7551905.0,,,
1489,1489,1489,1489,(주)케이엔엔,58400,19-Dec,210159420,207886867.0,7443644,6881843.0,8126481,7588622.0,1.576920307,-4.6130705052558225,3.6479204618806507
1490,1490,1490,1490,(주)케이엔제이,272110,18-Dec,52957043,52891391.0,913859,759349.0,1698276,1614747.0,,,
1491,1491,1491,1491,(주)케이엔제이,272110,19-Dec,58574248,57901181.0,3830704,3517369.0,4441817,4148331.0,10.60709715,319.1788886,161.548594
1492,1492,1492,1492,(주)케이엘넷,39420,18-Dec,41961871,41904273.0,4091879,4639387.0,1689448,2310347.0,,,
1493,1493,1493,1493,(주)케이엘넷,39420,19-Dec,44863627,44695095.0,4139211,4122591.0,3811868,3706699.0,6.915220725,1.1567301965673962,125.62801577793456
1494,1494,1494,1494,(주)케이엠,83550,18-Dec,116122560,93471621.0,5160368,2102594.0,4578031,3706935.0,,,
1495,1495,1495,1495,(주)케이엠,83550,19-Dec,132219693,108070064.0,7176116,3878196.0,6394604,5937181.0,13.86219267,39.06209789689418,39.680224970079934
1496,1496,1496,1496,(주)케이엠더블유,32500,18-Dec,273497774,278865017.0,-26227499,-22760352.0,-31291924,-31792757.0,,,
1497,1497,1497,1497,(주)케이엠더블유,32500,19-Dec,427046658,394225538.0,136682726,119083496.0,102659893,100342064.0,56.14264488,621.1428127401701,428.0715273372133
1498,1498,1498,1498,(주)케이지모빌리언스,46440,18-Dec,476173923,385925474.0,22099960,20510000.0,12119266,12671217.0,,,
1499,1499,1499,1499,(주)케이지모빌리언스,46440,19-Dec,450696702,388597400.0,34781044,32737561.0,17606275,17906001.0,-5.350402399,57.38057444447864,45.27509339261965
1500,1500,1500,1500,(주)케이지이니시스,35600,18-Dec,932316574,450759135.0,60425521,38047487.0,39874884,31436874.0,,,
1501,1501,1501,1501,(주)케이지이니시스,35600,19-Dec,1278010860,551916069.0,86145634,41112244.0,60026124,40601537.0,37.07906688,42.56498342811144,50.53617209268872
1502,1502,1502,1502,(주)케이티서브마린,60370,18-Dec,130714616,130714616.0,-5224367,-5224367.0,-4286227,-4286227.0,,,
1503,1503,1503,1503,(주)케이티서브마린,60370,19-Dec,120947251,120947251.0,989724,989724.0,486032,486032.0,-7.472282212,627.8609996322207,981.8816456529611
1504,1504,1504,1504,(주)케이티알파,36030,18-Dec,272768636,272768636.0,5553592,5553592.0,881567,881567.0,,,
1505,1505,1505,1505,(주)케이티알파,36030,19-Dec,279817890,279817890.0,10709042,10709042.0,1426363,1426363.0,2.584334513,92.83091015688585,61.79859273316719
1506,1506,1506,1506,(주)케이프,64820,18-Dec,2219167295,220344632.0,14364381,2485546.0,4176501,2398963.0,,,
1507,1507,1507,1507,(주)케이프,64820,19-Dec,1949680859,223469194.0,16569373,6592385.0,8238048,6649018.0,-12.14358361,15.350414333899941,97.24760032381172
1508,1508,1508,1508,(주)케이피에스,256940,18-Dec,38228065,38217338.0,8196350,8180677.0,6806838,6792500.0,,,
1509,1509,1509,1509,(주)케이피에스,256940,19-Dec,38650675,38681294.0,-973014,-941486.0,-346434,-307534.0,1.105496708,-111.87130857027823,-105.08949970603089
1510,1510,1510,1510,(주)케이피에프,24880,18-Dec,408582628,358386608.0,15884765,8391213.0,9342170,7235334.0,,,
1511,1511,1511,1511,(주)케이피에프,24880,19-Dec,415789843,369936102.0,16332723,12790133.0,7612659,7380293.0,1.763955319,2.8200480145598625,-18.51294720605598
1512,1512,1512,1512,(주)케이피엠테크,42040,18-Dec,199152116,165953122.0,-918008,2566018.0,32768619,29956876.0,,,
1513,1513,1513,1513,(주)케이피엠테크,42040,19-Dec,162104920,148280154.0,-10190708,-5205994.0,-35339299,-30406753.0,-18.60246165,-1010.0892366951051,-207.84494457944658
1514,1514,1514,1514,(주)케이피티유,54410,18-Dec,65556115,65556115.0,1582767,1085093.0,2259756,697230.0,,,
1515,1515,1515,1515,(주)케이피티유,54410,19-Dec,62232910,62232910.0,563030,563030.0,-764474,-764474.0,-5.069252502,-64.42748680001542,-133.82993562136798
1516,1516,1516,1516,(주)케일럼,258610,18-Dec,53906961,53298455.0,2070210,2175019.0,2810885,2948171.0,,,
1517,1517,1517,1517,(주)케일럼,258610,19-Dec,48622782,48622782.0,563487,614477.0,-1190805,-1292626.0,-9.802405667,-72.78116712797252,-142.36405971784686
1518,1518,1518,1518,(주)켐온,217600,18-Dec,42473049,42473049.0,620274,620274.0,844201,844201.0,,,
1519,1519,1519,1519,(주)켐온,217600,19-Dec,44622023,44622023.0,1888000,1888000.0,1929996,1929996.0,5.059617924,204.381612,128.6180661
1520,1520,1520,1520,(주)켐트로닉스,89010,18-Dec,231561350,202953282.0,9397971,4722013.0,1145164,2121077.0,,,
1521,1521,1521,1521,(주)켐트로닉스,89010,19-Dec,294088094,223363903.0,26318609,4931142.0,16589112,136261.0,27.00223677,180.04565027919324,1348.623253961878
1522,1522,1522,1522,(주)켐트로스,220260,18-Dec,64888243,64888243.0,3847766,3847766.0,5490554,5490554.0,,,
1523,1523,1523,1523,(주)켐트로스,220260,19-Dec,68065771,68065771.0,2580565,2580565.0,282619,282619.0,4.896924085,-32.93342163,-94.85263236
1524,1524,1524,1524,(주)코너스톤네트웍스,33110,18-Dec,54124652,49242385.0,-5001799,-5014185.0,-6901342,-2241029.0,,,
1525,1525,1525,1525,(주)코너스톤네트웍스,33110,19-Dec,79716591,64021459.0,-10888172,-6822717.0,-52040317,-58186670.0,47.28333219,-117.68511689494122,-654.0608333857386
1526,1526,1526,1526,(주)코다코,46070,18-Dec,393660081,346822339.0,-18141954,-16756097.0,-24789229,-18525374.0,,,
1527,1527,1527,1527,(주)코다코,46070,19-Dec,330178369,302184821.0,-10812830,-7017585.0,-23437603,-11580291.0,-16.12602219,40.39875748775463,5.452472926850609
1528,1528,1528,1528,(주)코데즈컴바인,47770,18-Dec,64408803,35836762.0,4805817,3970792.0,3527074,4402153.0,,,
1529,1529,1529,1529,(주)코데즈컴바인,47770,19-Dec,71633747,44274213.0,4513675,4110844.0,6903733,6912549.0,11.21732382,-6.078924769711373,95.73541694900646
