,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,회사명,거래소코드,회계년도,자산(*)(IFRS연결),자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS연결),당기순이익(손실)(IFRS),총자본증가율,영업이익증가율,순이익증가율
766,766,766,766,(주)아이엘사이언스,307180,19-Dec,27215219,27215219.0,1094084,1094084.0,-2726422,-2726422.0,inf,inf,#NAME?
767,767,767,767,(주)아이엠,101390,18-Dec,122051136,100014099.0,-3534592,-6527671.0,-18641385,-18642656.0,,,
768,768,768,768,(주)아이엠,101390,19-Dec,117389823,100222500.0,-7408314,-2272144.0,-20221487,-20221356.0,-3.819147574,-109.59460101759977,-8.476312248258377
769,769,769,769,(주)아이엠비씨,52220,18-Dec,62433022,59721218.0,937817,894631.0,-1603632,-2041775.0,,,
770,770,770,770,(주)아이엠비씨,52220,19-Dec,66610004,63356556.0,1726916,1544521.0,2274106,2053006.0,6.69034089,84.14210874829524,241.80971694254043
771,771,771,771,(주)아이엠텍,226350,18-Dec,33080360,32627592.0,-4787030,-4380835.0,-26998424,-20533166.0,,,
772,772,772,772,(주)아이엠텍,226350,19-Dec,54274661,52827782.0,-2908095,-2751188.0,-1253664,-7866603.0,64.06913649,39.250537389571406,95.35652895887553
773,773,773,773,(주)아이오케이컴퍼니,78860,18-Dec,136720227,128020087.0,-5746757,-4035402.0,-13276211,-11438082.0,,,
774,774,774,774,(주)아이오케이컴퍼니,78860,19-Dec,156580009,136083850.0,578278,804238.0,-8380601,-10376328.0,14.52585505,1093.7706431854576,36.875054185264155
775,775,775,775,(주)아이윈,90150,18-Dec,100355064,92746464.0,-2629696,-2306186.0,-2520596,-1735402.0,,,
776,776,776,776,(주)아이윈,90150,19-Dec,96723157,85047178.0,3730414,2352303.0,2266080,2406418.0,-3.619057031,241.85723368784835,211.23155404928332
777,777,777,777,(주)아이윈플러스,123010,18-Dec,17628041,17628041.0,-4004988,-4004988.0,-4378100,-4378100.0,,,
778,778,778,778,(주)아이윈플러스,123010,19-Dec,28829937,28829937.0,-5759907,-5759907.0,-7792480,-7792480.0,63.54589259,-43.81833353807802,-77.98771156437724
779,779,779,779,(주)아이즈비전,31310,18-Dec,150804865,83864348.0,12370378,2795888.0,10908077,10479576.0,,,
780,780,780,780,(주)아이즈비전,31310,19-Dec,157431620,76450854.0,-454654,-1602165.0,-258901,-4133512.0,4.394258103,-103.67534443975761,-102.37347976183153
781,781,781,781,(주)아이컴포넌트,59100,18-Dec,53507098,53507098.0,-3421085,-3421085.0,-3131079,-3131079.0,,,
782,782,782,782,(주)아이컴포넌트,59100,19-Dec,49844304,49844304.0,-1545321,-1545321.0,-1247513,-1247513.0,-6.845435721,54.82950584390625,60.1570896167104
783,783,783,783,(주)아이톡시,52770,18-Dec,15432012,8251476.0,-6662916,-6178321.0,-17701357,-20710966.0,,,
784,784,784,784,(주)아이톡시,52770,19-Dec,8560505,8573109.0,-2076146,-2063348.0,-2896942,-2092669.0,-44.52761571,68.84027954126992,83.63435074497396
785,785,785,785,(주)아이티센,124500,18-Dec,403417388,123439579.0,10402801,715170.0,5122051,1448613.0,,,
786,786,786,786,(주)아이티센,124500,19-Dec,392923342,133509589.0,24118535,4991883.0,5561854,3565516.0,-2.601287478,131.8465478672523,8.586462727528483
787,787,787,787,(주)아이티엑스에이아이,99520,18-Dec,20596414,20596414.0,-3625523,-3625523.0,-1917861,-1917861.0,,,
788,788,788,788,(주)아이티엑스에이아이,99520,19-Dec,22007317,21640097.0,-2865782,-2916909.0,-5005679,-5062900.0,6.850236162,20.95534906274212,-161.00322181847383
789,789,789,789,(주)아이티엠반도체,84850,18-Dec,240843669,234197899.0,21081087,22416158.0,18158537,15209680.0,,,
790,790,790,790,(주)아이티엠반도체,84850,19-Dec,430519931,395101942.0,53501443,47504878.0,41666848,36894277.0,78.75492961,153.788825,129.4614814
791,791,791,791,(주)아즈텍더블유비이,32080,18-Dec,105938029,105938029.0,2046477,2046477.0,3925313,3925313.0,,,
792,792,792,792,(주)아즈텍더블유비이,32080,19-Dec,117389875,117389875.0,2925230,2925230.0,4763021,4763021.0,10.80994814,42.93979360628045,21.341177123964382
793,793,793,793,(주)아진엑스텍,59120,18-Dec,46712263,46712263.0,4985162,4985162.0,4499819,4499819.0,,,
794,794,794,794,(주)아진엑스텍,59120,19-Dec,48167634,48167634.0,1981021,1981021.0,2475375,2475375.0,3.115607994,-60.261652479899354,-44.989454020261704
795,795,795,795,(주)아톤,158430,19-Dec,58962831,55935145.0,4123862,4120703.0,-11268303,-11450327.0,,,
796,796,796,796,(주)아프리카티비,67160,18-Dec,157544019,156547288.0,27123250,31036176.0,21334754,22346092.0,,,
797,797,797,797,(주)아프리카티비,67160,19-Dec,228549555,217039521.0,36725813,42024821.0,34160386,30152450.0,45.0702835,35.403438009825514,60.116146640359666
798,798,798,798,(주)안랩,53800,18-Dec,244773950,242051757.0,17701123,17818507.0,22845726,21739515.0,,,
799,799,799,799,(주)안랩,53800,19-Dec,260216804,256804581.0,18423513,18036355.0,19142259,18946990.0,6.309026757,4.081040507994889,-16.210765199582628
800,800,800,800,(주)안트로젠,65660,18-Dec,101441141,101441141.0,-2443212,-2443212.0,-961760,-961760.0,,,
801,801,801,801,(주)안트로젠,65660,19-Dec,84593765,84593765.0,-2907881,-2907881.0,-4049845,-4049845.0,-16.60803086,-19.018775284338812,-321.0868615870903
802,802,802,802,(주)알로이스,297570,18-Dec,0,,0,,0,,,,
803,803,803,803,(주)알로이스,297570,19-Dec,21853390,21853390.0,4156732,4156732.0,-4020080,-4020080.0,inf,inf,#NAME?
804,804,804,804,(주)알에프세미,96610,18-Dec,104988723,107103978.0,633068,546415.0,218961,488260.0,,,
805,805,805,805,(주)알에프세미,96610,19-Dec,102545695,105031599.0,-787244,-666619.0,-2753635,-2417898.0,-2.326943247,-224.3537819002066,-1357.5915345655162
806,806,806,806,(주)알에프텍,61040,18-Dec,177047175,124079133.0,5766654,-290618.0,6606560,-9950369.0,,,
807,807,807,807,(주)알에프텍,61040,19-Dec,254270323,191326521.0,13137161,811092.0,-1807468,-14095350.0,43.61727206,127.81254085991634,-127.35868591218424
808,808,808,808,(주)알엔투테크놀로지,148250,18-Dec,38868023,38868023.0,1543407,1543407.0,964679,964679.0,,,
809,809,809,809,(주)알엔투테크놀로지,148250,19-Dec,50518526,50518526.0,2840378,2840378.0,908425,908425.0,29.97451916,84.03298676240291,-5.831369813171014
810,810,810,810,(주)알테오젠,196170,18-Dec,71380650,67081671.0,-7659870,-7042995.0,-7069909,-6358237.0,,,
811,811,811,811,(주)알테오젠,196170,19-Dec,85979112,79536561.0,-2252031,911580.0,-1738267,1754111.0,20.45156776,70.599618531385,75.41316302656796
812,812,812,812,(주)알톤스포츠,123750,18-Dec,53806357,48302262.0,-1191032,-914630.0,-2281980,-1516129.0,,,
813,813,813,813,(주)알톤스포츠,123750,19-Dec,33706229,24581097.0,-10618914,-8399255.0,-12218530,-13797205.0,-37.35641868,-791.5725186225055,-435.435455174892
814,814,814,814,(주)알티캐스트,85810,18-Dec,164474400,101835049.0,4097757,5409629.0,-7840096,-7007462.0,,,
815,815,815,815,(주)알티캐스트,85810,19-Dec,169930839,95090420.0,-15721195,-15377839.0,-27219159,-26597129.0,3.317500474,-483.65366711593686,-247.1788993400081
816,816,816,816,(주)알파홀딩스,117670,18-Dec,102095474,105442123.0,-6124891,1465813.0,-6148773,-5573730.0,,,
817,817,817,817,(주)알파홀딩스,117670,19-Dec,134595649,133776939.0,-3686574,1751013.0,-11705371,-13637631.0,31.83312024,39.809965597755124,-90.3692167526757
818,818,818,818,(주)애니플러스,310200,18-Dec,0,,0,,0,,,,
819,819,819,819,(주)애니플러스,310200,19-Dec,0,,0,,0,,,,
820,820,820,820,(주)액션스퀘어,205500,18-Dec,21132895,20926474.0,-10852419,-10630730.0,-11215386,-11100340.0,,,
821,821,821,821,(주)액션스퀘어,205500,19-Dec,30255626,30870534.0,-8228878,-2339273.0,-9160139,-8184727.0,43.16839222,24.174711647237356,18.325245337075337
822,822,822,822,(주)액토즈소프트,52790,18-Dec,127196835,117710189.0,-1075482,339028.0,-14891821,-31136239.0,,,
823,823,823,823,(주)액토즈소프트,52790,19-Dec,175372734,165726567.0,25654108,28374658.0,20774308,26255856.0,37.87507684,2485.3591227003335,239.5014619098631
824,824,824,824,(주)액트로,290740,18-Dec,89041422,85806816.0,16870908,22715446.0,13690270,20015390.0,,,
825,825,825,825,(주)액트로,290740,19-Dec,99003423,87495654.0,13043357,6894851.0,14595299,8720361.0,11.18805245,-22.68728512,6.610746172
826,826,826,826,(주)앤디포스,238090,18-Dec,130369260,118791037.0,7916917,8089100.0,-13601715,-7856611.0,,,
827,827,827,827,(주)앤디포스,238090,19-Dec,189924143,180062104.0,8676316,10864998.0,-1549639,1822854.0,45.68169137,9.592105108592145,88.60703227497415
828,828,828,828,(주)앤씨앤,92600,18-Dec,54329936,52426532.0,-16457101,-10882598.0,-15703251,-11332739.0,,,
829,829,829,829,(주)앤씨앤,92600,19-Dec,71516824,78739999.0,-11575996,5678413.0,-6859587,3742415.0,31.63428722,29.65956762372668,56.317408414346815
830,830,830,830,(주)야스,255440,18-Dec,236578169,236987042.0,44207292,40954568.0,36026981,36026981.0,,,
831,831,831,831,(주)야스,255440,19-Dec,214004929,212394252.0,12545715,12399612.0,16318268,16318268.0,-9.541556643,-71.62071135232621,-54.70542480370476
832,832,832,832,(주)어스앤에어로스페이스,263540,18-Dec,70479383,70479383.0,-4223406,-4223406.0,-2063066,-2063066.0,,,
833,833,833,833,(주)어스앤에어로스페이스,263540,19-Dec,41897759,41897759.0,-18430086,-18430086.0,-33093325,-33093325.0,-40.55317,-336.3796897575085,-1504.0846487703254
834,834,834,834,(주)얼라인드제네틱스,238120,18-Dec,23000867,23054467.0,-1923886,-1516744.0,-1588097,-2316206.0,,,
835,835,835,835,(주)얼라인드제네틱스,238120,19-Dec,24619170,24461132.0,-398924,-666068.0,116738,-135016.0,7.03583478,79.2646757656119,1460.3942161078655
836,836,836,836,(주)에너토크,19990,18-Dec,43548601,44313228.0,1449910,1872446.0,1333555,1848310.0,,,
837,837,837,837,(주)에너토크,19990,19-Dec,42867117,44109277.0,220375,895871.0,488724,1163628.0,-1.564881499,-84.80078073811478,-63.35179276445291
838,838,838,838,(주)에스디생명공학,217480,18-Dec,150157174,139407312.0,10345380,11734869.0,6059405,194851.0,,,
839,839,839,839,(주)에스디생명공학,217480,19-Dec,137235392,125357556.0,-16407848,-13505282.0,-19628121,-14793296.0,-8.605504256,-258.60072805445526,-423.9281909692453
840,840,840,840,(주)에스디시스템,121890,18-Dec,34753913,34753913.0,-4614725,-4614725.0,-5637766,-5637766.0,,,
841,841,841,841,(주)에스디시스템,121890,19-Dec,24820711,24820711.0,-4293482,-4293482.0,-13517163,-13517163.0,-28.58153555,6.961259880057859,-139.76097979235038
842,842,842,842,(주)에스비에스콘텐츠허브,46140,18-Dec,212504969,210641869.0,3223754,4412530.0,8253858,5164011.0,,,
843,843,843,843,(주)에스비에스콘텐츠허브,46140,19-Dec,197100484,197213142.0,1924267,1359112.0,554786,1682833.0,-7.248999905,-40.309744478021585,-93.27846444656547
844,844,844,844,(주)에스씨디,42110,18-Dec,129128866,121029169.0,4937507,2075550.0,7824016,5811352.0,,,
845,845,845,845,(주)에스씨디,42110,19-Dec,139154002,129808209.0,3477841,930636.0,-992106,-2747328.0,7.763667653,-29.562813784365265,-112.68026548002969
846,846,846,846,(주)에스아이리소스,65420,18-Dec,28831411,21387789.0,-64210,-1542460.0,-1929241,-1778558.0,,,
847,847,847,847,(주)에스아이리소스,65420,19-Dec,13041168,13041168.0,549255,549255.0,-11015441,-11015441.0,-54.76749993,955.404142656907,-470.97278152392573
848,848,848,848,(주)에스앤더블류,103230,18-Dec,57861674,57861674.0,-8324956,-8324956.0,-10219575,-10219575.0,,,
849,849,849,849,(주)에스앤더블류,103230,19-Dec,55567064,55567064.0,-2208123,-2208123.0,-2754370,-2754370.0,-3.965682016,73.47585981235216,73.04809642279645
850,850,850,850,(주)에스앤에스텍,101490,18-Dec,123812954,123812954.0,5186246,5186246.0,4622718,4622718.0,,,
851,851,851,851,(주)에스앤에스텍,101490,19-Dec,135575184,135575184.0,11098097,11098097.0,10098863,10098863.0,9.499999491,113.99094836612069,118.46158472136953
852,852,852,852,(주)에스에너지,95910,18-Dec,320447393,210249847.0,-1541794,917059.0,-12377711,879785.0,,,
853,853,853,853,(주)에스에너지,95910,19-Dec,327670045,207600721.0,1381968,1560675.0,-7226107,-572346.0,2.253927527,211.56510136269438,41.620005508288244
854,854,854,854,(주)에스에스알,275630,18-Dec,25867810,25867810.0,804437,804437.0,926037,926037.0,,,
855,855,855,855,(주)에스에스알,275630,19-Dec,26461298,26461298.0,493768,493768.0,1064866,1064866.0,2.29431096,-38.61943198,14.99173359
856,856,856,856,(주)에스에이엠티,31330,18-Dec,321534151,284278599.0,33867003,32583522.0,31851157,24603696.0,,,
857,857,857,857,(주)에스에이엠티,31330,19-Dec,285718635,238982306.0,33707935,33662363.0,37593122,27653672.0,-11.13894617,-0.4696843118949734,18.027492690453915
858,858,858,858,(주)에스에이티,60540,18-Dec,123134971,75775796.0,7334253,4284832.0,6799701,3988310.0,,,
859,859,859,859,(주)에스에이티,158300,18-Dec,45728952,43292856.0,2244213,1618635.0,2226778,1029551.0,-62.86274189,,
860,860,860,860,(주)에스에이티,158300,19-Dec,38585331,35556604.0,-124814,1925688.0,-413779,1805178.0,-15.62165912,-105.56159330687419,-118.58196012355072
861,861,861,861,(주)에스에이티,60540,19-Dec,135282080,79829335.0,10000951,5979281.0,9535391,5313289.0,250.6049488,36.35950382404316,40.2325043409997
862,862,862,862,(주)에스에프에이,56190,18-Dec,1660531818,1042220701.0,234357264,177216844.0,169672429,142577752.0,,,
863,863,863,863,(주)에스에프에이,56190,19-Dec,1805907173,1191212985.0,214205322,155928930.0,146968500,162393440.0,8.754746728,-8.598812623106916,-13.3810361140053
864,864,864,864,(주)에스에프에이반도체,36540,18-Dec,627366723,521235257.0,33688260,26033403.0,13275800,6784791.0,,,
865,865,865,865,(주)에스에프에이반도체,36540,19-Dec,661228514,564429867.0,39075607,25693271.0,20822399,11830114.0,5.397447738,15.991763896384082,56.84477771584386
866,866,866,866,(주)에스엘바이오닉스,214310,18-Dec,64473790,63643034.0,-5403144,-4687916.0,-17270405,-16812414.0,,,
867,867,867,867,(주)에스엘바이오닉스,214310,19-Dec,41920291,42746226.0,-4130160,-4130160.0,-23448870,-22981931.0,-34.98087983,23.560060586947156,-35.774870363491765
868,868,868,868,(주)에스엠라이프디자인그룹,63440,18-Dec,56362574,55274000.0,-885956,-541355.0,-2016465,-1958489.0,,,
869,869,869,869,(주)에스엠라이프디자인그룹,63440,19-Dec,60354837,53864446.0,423829,1073628.0,-3025657,-2963320.0,7.083180765,309.0361914828858,-50.04758327072376
870,870,870,870,(주)에스엠엔터테인먼트,41510,18-Dec,1002473550,534318733.0,47746037,41861076.0,23420445,12390299.0,,,
871,871,871,871,(주)에스엠엔터테인먼트,41510,19-Dec,1115620587,565047824.0,40396706,37175666.0,-16182525,12325434.0,11.28678527,-15.392546610727084,-169.09571957321904
872,872,872,872,(주)에스엠컬처앤콘텐츠,48550,18-Dec,314532889,314691180.0,-2077682,-2289960.0,-1754969,-1892736.0,,,
873,873,873,873,(주)에스엠컬처앤콘텐츠,48550,19-Dec,350709749,349836222.0,4811418,4050127.0,3843116,3062872.0,11.50177335,331.5762469906367,318.9848367691965
874,874,874,874,(주)에스엠코어,7820,18-Dec,105559788,105600135.0,226987,1722234.0,960553,2451956.0,,,
875,875,875,875,(주)에스엠코어,7820,19-Dec,106789669,106711792.0,5051260,4921048.0,4591969,4468839.0,1.165103704,2125.3521126760565,378.05472472627747
876,876,876,876,(주)에스제이그룹,306040,18-Dec,37567089,37693498.0,7771104,9077776.0,3530563,5120520.0,,,
877,877,877,877,(주)에스제이그룹,306040,19-Dec,91857647,89588318.0,16366615,16097872.0,13127856,12419280.0,144.5162759,110.6086214,271.8346337
878,878,878,878,(주)에스제이케이,80440,18-Dec,59621123,64434011.0,-8183915,-7463098.0,-10873336,-10204383.0,,,
879,879,879,879,(주)에스제이케이,80440,19-Dec,55342770,59723547.0,-5488223,-4582413.0,-10923131,-10423596.0,-7.1759014,32.93890515725053,-0.45795512986998654
880,880,880,880,(주)에스지엔지,40610,18-Dec,1223906290,138318881.0,8885116,-1001759.0,-5935398,-3427846.0,,,
881,881,881,881,(주)에스지엔지,40610,19-Dec,1121522424,145844940.0,11722862,415443.0,3372457,263610.0,-8.365335389,31.93819866842481,275.996254362917
882,882,882,882,(주)에스코넥,96630,18-Dec,177107754,123875362.0,18020387,1648991.0,14748788,2668469.0,,,
883,883,883,883,(주)에스코넥,96630,19-Dec,162129965,115856763.0,-14717530,-11304223.0,-12224587,-7117098.0,-8.456879307,-181.67155344666017,-182.8853665806302
884,884,884,884,(주)에스텍파마,41910,18-Dec,98344936,98258635.0,1524749,1460881.0,6589689,6583947.0,,,
885,885,885,885,(주)에스텍파마,41910,19-Dec,116425611,115960615.0,3794649,3567012.0,15227984,15087412.0,18.38495782,148.8704042435837,131.08805286562082
886,886,886,886,(주)에스티아이,39440,18-Dec,254794070,243375990.0,22057354,22069903.0,19752270,20582381.0,,,
887,887,887,887,(주)에스티아이,39440,19-Dec,265663605,253139385.0,27106998,24944265.0,22985802,21382326.0,4.266007839,22.893244584096532,16.370432360432495
888,888,888,888,(주)에스티오,98660,18-Dec,68589039,68041780.0,536678,1860291.0,-295168,-295168.0,,,
889,889,889,889,(주)에스티오,98660,19-Dec,68168878,67483861.0,5351881,6344046.0,3273993,3273993.0,-0.61257747,897.2238474466998,1209.196457610581
890,890,890,890,(주)에스티큐브,52020,18-Dec,58615483,69524514.0,-10637876,-4067053.0,-10706792,-8838551.0,,,
891,891,891,891,(주)에스티큐브,52020,19-Dec,52377928,56802206.0,-3084161,3462468.0,-12047484,-16931271.0,-10.64148017,71.00773688281382,-12.521883305475628
892,892,892,892,(주)에스폴리텍,50760,18-Dec,103386407,103583700.0,3837854,4641675.0,1500593,2029529.0,,,
893,893,893,893,(주)에스폴리텍,50760,19-Dec,109458241,112049382.0,14925781,15737072.0,10734572,13147795.0,5.872951944,288.9095572682025,615.3553295263939
894,894,894,894,(주)에스피시스템스,317830,18-Dec,48391009,45663392.0,4152443,4314605.0,3234669,4658548.0,,,
895,895,895,895,(주)에스피시스템스,317830,19-Dec,59090833,56744844.0,1006395,1499256.0,1321621,1812968.0,22.11118185,-75.76378532,-59.14200186
896,896,896,896,(주)에스피지,58610,18-Dec,275225379,234180863.0,12100531,5246183.0,8025966,890465.0,,,
897,897,897,897,(주)에스피지,58610,19-Dec,275739191,224003291.0,10295030,208656.0,6802471,-748656.0,0.186687725,-14.920841077139507,-15.244208609904403
898,898,898,898,(주)에쎈테크,43340,18-Dec,47967442,47967442.0,2696737,2696737.0,2012643,2012643.0,,,
899,899,899,899,(주)에쎈테크,43340,19-Dec,42894804,42894804.0,447832,447832.0,-493110,-493110.0,-10.57516888,-83.39356043989459,-124.5006193348746
900,900,900,900,(주)에이디칩스,54630,18-Dec,42227702,42227702.0,-3825656,-3825656.0,-7107526,-7107526.0,,,
901,901,901,901,(주)에이디칩스,54630,19-Dec,42768736,42768736.0,-2690373,-2690373.0,-12906462,-12906462.0,1.281230032,29.675511859926768,-81.58867093838278
902,902,902,902,(주)에이디테크놀로지,200710,18-Dec,76845127,76828088.0,12099354,12077076.0,8463157,8440874.0,,,
903,903,903,903,(주)에이디테크놀로지,200710,19-Dec,110161797,110877555.0,12158233,12195551.0,8004175,8757827.0,43.35560536,0.48662928615858336,-5.423295349477742
904,904,904,904,(주)에이루트,96690,18-Dec,86441024,65974234.0,-5355582,-3945578.0,-8336748,-14760196.0,,,
905,905,905,905,(주)에이루트,96690,19-Dec,190315597,163236712.0,-1018171,893826.0,767297,126089.0,120.1681426,80.9886021724623,1186.5086140047465
906,906,906,906,(주)에이비프로바이오,195990,18-Dec,176470723,147397287.0,-5425039,-7753942.0,-11575096,-11498245.0,,,
907,907,907,907,(주)에이비프로바이오,195990,19-Dec,188942135,180812258.0,-29914886,-21299814.0,-37467451,-31644420.0,7.06712807,-451.42250590272255,-223.6901966083046
908,908,908,908,(주)에이스침대,3800,18-Dec,477104522,477104522.0,40257678,40257678.0,30309785,30309785.0,,,
909,909,909,909,(주)에이스침대,3800,19-Dec,519688129,519688129.0,49912426,49912426.0,44215798,44215798.0,8.92542515,23.982376728235543,45.8796161041723
910,910,910,910,(주)에이스테크놀로지,88800,18-Dec,432084800,368414724.0,13184835,5656345.0,1235151,2468556.0,,,
911,911,911,911,(주)에이스테크놀로지,88800,19-Dec,380498821,302881683.0,2718683,9442442.0,-9694692,-5206755.0,-11.93885529,-79.38022735969012,-884.8993361945219
912,912,912,912,(주)에이스토리,241840,18-Dec,19456505,19456505.0,1185323,1185323.0,2319968,2319968.0,,,
913,913,913,913,(주)에이스토리,241840,19-Dec,40251454,40251454.0,-1073302,-1073302.0,-1184915,-1184915.0,106.8791594,-190.5493271,-151.0746269
914,914,914,914,(주)에이치디,102210,18-Dec,216611504,198332333.0,-6878168,-3847398.0,-7642093,-7431152.0,,,
915,915,915,915,(주)에이치디,102210,19-Dec,146820812,146820812.0,-2765004,-2644956.0,-13416056,-13416056.0,-32.21929155,59.800284029119375,-75.55473350036436
916,916,916,916,(주)에이치비테크놀러지,78150,18-Dec,246035426,198299540.0,10167094,7391215.0,8114959,6084971.0,,,
917,917,917,917,(주)에이치비테크놀러지,78150,19-Dec,286110809,228286149.0,10102233,852450.0,5755801,1815645.0,16.28846043,-0.6379502343540838,-29.07171804564878
918,918,918,918,(주)에이치시티,72990,18-Dec,70953163,71259749.0,4337393,5399083.0,3628292,4610658.0,,,
919,919,919,919,(주)에이치시티,72990,19-Dec,75458915,76913972.0,7212556,8412850.0,6085345,7271952.0,6.350318731,66.28781390111526,67.71927397243662
920,920,920,920,(주)에이치알에스,36640,18-Dec,103752584,102817483.0,3560156,3449436.0,-7481798,-7525420.0,,,
921,921,921,921,(주)에이치알에스,36640,19-Dec,90079783,89419508.0,1577618,1410368.0,982760,843583.0,-13.17827516,-55.686829453540795,861.3046929056942
922,922,922,922,(주)에이치앤비디자인,227100,18-Dec,19908518,19682909.0,470151,988747.0,375817,348054.0,,,
923,923,923,923,(주)에이치앤비디자인,227100,19-Dec,24712438,24426676.0,-4117052,-3518482.0,-3356906,-3308738.0,24.12997291,-975.6871728,-993.2288853
924,924,924,924,(주)에이치엘사이언스,239610,18-Dec,71411652,71411652.0,12248794,12248794.0,10864766,10864766.0,,,
925,925,925,925,(주)에이치엘사이언스,239610,19-Dec,94422424,94422424.0,23683938,23683938.0,19742339,19742339.0,32.22271346,93.35730521715035,81.70974874194253
926,926,926,926,(주)에이치케이,44780,18-Dec,84673207,82748039.0,1017144,1251184.0,1425629,1685272.0,,,
927,927,927,927,(주)에이치케이,44780,19-Dec,81423667,80737212.0,897416,843368.0,828161,755562.0,-3.837742912,-11.770998010114596,-41.9090801323486
928,928,928,928,(주)에이텍,45660,18-Dec,86461421,86461421.0,3648227,3648227.0,6104993,6104993.0,,,
929,929,929,929,(주)에이텍,45660,19-Dec,91237050,91237050.0,4350203,4350203.0,6421597,6421597.0,5.523421828,19.241565834582115,5.185984652234654
930,930,930,930,(주)에이텍티앤,224110,18-Dec,104147602,45025628.0,7800341,1153583.0,5831984,954284.0,,,
931,931,931,931,(주)에이텍티앤,224110,19-Dec,128021358,52392324.0,5153387,265182.0,5036373,494932.0,22.92300115,-33.9338241751226,-13.642201350346639
932,932,932,932,(주)에이트원,230980,18-Dec,58799883,40020094.0,-562142,-873787.0,-584401,-1378306.0,,,
933,933,933,933,(주)에이트원,230980,19-Dec,33494934,32473783.0,-1307802,-796404.0,-11556949,-9085673.0,-43.03571318,-132.64619971466286,-1877.5717358457634
934,934,934,934,(주)에이티세미콘,89530,18-Dec,100545397,100791222.0,6804258,7047431.0,3718922,3967714.0,,,
935,935,935,935,(주)에이티세미콘,89530,19-Dec,152543768,148298586.0,2377146,1809900.0,-9488588,-9664008.0,51.71631179,-65.06384678535117,-355.14350663982736
936,936,936,936,(주)에이팩트,200470,18-Dec,123162049,123162049.0,15982224,15982224.0,14818028,14818028.0,,,
937,937,937,937,(주)에이팩트,200470,19-Dec,127408208,127408208.0,8167586,8167586.0,4189306,4189306.0,3.447619648,-48.895810745738515,-71.72831634546783
938,938,938,938,(주)에이팸,73070,18-Dec,139724108,136216625.0,-848956,1679277.0,-1196499,4870820.0,,,
939,939,939,939,(주)에이팸,73070,19-Dec,119641377,117564448.0,-8752612,-5199063.0,-57655976,-52112326.0,-14.37313237,-930.9853514198617,-4718.7232918706995
940,940,940,940,(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,237929701,238539524.0,-207199,1503202.0,8604203,9194393.0,,,
941,941,941,941,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,218360723,219513249.0,-766970,820880.0,-6847696,-6241325.0,-8.224689023,-270.1610529008345,-179.58547700466855
942,942,942,942,(주)에치에프알,230240,18-Dec,128087701,113532287.0,2874049,2707458.0,-790497,-796015.0,,,
943,943,943,943,(주)에치에프알,230240,19-Dec,136530378,133298566.0,2244302,5724537.0,421672,4376154.0,6.591325267,-21.91149142,287.4672731412093
944,944,944,944,(주)에코마케팅,230360,18-Dec,117361369,113079415.0,16864197,15131833.0,16010024,14343995.0,,,
945,945,945,945,(주)에코마케팅,230360,19-Dec,139596964,126022659.0,37837722,23560902.0,33353049,21669503.0,18.94626417,124.36717265577484,108.32603998594881
946,946,946,946,(주)에코프로,86520,18-Dec,667514759,258245476.0,62313476,10823246.0,46206659,61661270.0,,,
947,947,947,947,(주)에코프로,86520,19-Dec,927834885,380935613.0,47805819,6860822.0,37363584,87446246.0,38.99840752,-23.28173283095297,-19.13809652413952
948,948,948,948,(주)에코프로비엠,247540,18-Dec,464451920,464451920.0,50283592,50283592.0,36856556,36856556.0,,,
949,949,949,949,(주)에코프로비엠,247540,19-Dec,650356539,650356539.0,37077550,37077550.0,34481004,34481004.0,40.02666605,-26.26312376,-6.445398751
950,950,950,950,(주)에프알텍,73540,18-Dec,56219782,59746893.0,-2923569,-1392683.0,-1598049,-1048571.0,,,
951,951,951,951,(주)에프알텍,73540,19-Dec,60056996,61526764.0,-1151108,567556.0,-1695029,-3620307.0,6.825380433,60.62661767175668,-6.06864996004503
952,952,952,952,(주)에프앤리퍼블릭,64090,18-Dec,151707133,154122583.0,9914925,10169942.0,3708825,6458725.0,,,
953,953,953,953,(주)에프앤리퍼블릭,64090,19-Dec,86585036,87205201.0,-23400096,-22331424.0,-44869518,-44920027.0,-42.92619319,-336.00880490775273,-1309.8041293401548
954,954,954,954,(주)에프에스엔,214270,18-Dec,189631623,161066788.0,9728975,3396403.0,2962308,-3038379.0,,,
955,955,955,955,(주)에프에스엔,214270,19-Dec,196990249,180852338.0,7736949,1584503.0,8639898,1041780.0,3.880484638,-20.47518880457602,191.66102917049815
956,956,956,956,(주)에프에스티,36810,18-Dec,141867686,138595900.0,20001481,19778043.0,16947266,14949989.0,,,
957,957,957,957,(주)에프에스티,36810,19-Dec,181134486,166839090.0,18873234,18936170.0,18278890,15733358.0,27.67846654,-5.6408172974791215,7.8574561820177955
958,958,958,958,(주)에프엔씨엔터테인먼트,173940,18-Dec,84364232,72503134.0,-6003543,-6930606.0,-1436903,-1848968.0,,,
