,Unnamed: 0,회사명,거래소코드,회계년도,자산(*)(IFRS연결),자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS연결),당기순이익(손실)(IFRS),총자본증가율,영업이익증가율,순이익증가율
436,436,(주)삼기,122350,17-Dec,337321756,313904981.0,13303977,16277822.0,10897361,12839107.0,9.40915417,-37.69238691352401,-13.09528594428011
437,437,(주)삼보판지,23600,16-Dec,574874609,280248881.0,17388913,-3418499.0,40288486,6338565.0,,,
438,438,(주)삼보판지,23600,17-Dec,511843398,281405290.0,7662437,-3258203.0,9155278,7283267.0,-10.96434075,-55.934928192463786,-77.27569608845565
439,439,(주)삼양옵틱스,225190,16-Dec,42647009,42664886.0,19558642,19609548.0,15966108,16000892.0,,,
440,440,(주)삼양옵틱스,225190,17-Dec,44181489,44593069.0,20131333,20363237.0,17840160,18074620.0,3.598095238,2.9280713865512746,11.737688358365107
441,441,(주)삼일,32280,16-Dec,86886032,86886032.0,2770418,2770418.0,2542416,2542416.0,,,
442,442,(주)삼일,32280,17-Dec,84414537,84414537.0,2865605,2865605.0,1978790,1978790.0,-2.844525113,3.4358353143821616,-22.168913348562942
443,443,(주)삼일기업공사,2290,16-Dec,62473131,62473131.0,62897,62897.0,692336,692336.0,,,
444,444,(주)삼일기업공사,2290,17-Dec,64106791,64106791.0,2597068,2597068.0,2650701,2650701.0,2.61498019,4029.0808782612844,282.8633784751912
445,445,(주)삼진,32750,16-Dec,83807458,71719927.0,4239643,1126195.0,5798153,3387009.0,,,
446,446,(주)삼진,32750,17-Dec,79676217,72597948.0,4832172,3199048.0,2770083,1886838.0,-4.929443153,13.975917311905741,-52.22473432487897
447,447,(주)삼진엘앤디,54090,16-Dec,197988798,150604287.0,517170,-1826656.0,-2168745,737252.0,,,
448,448,(주)삼진엘앤디,54090,17-Dec,162170125,135258427.0,-3807893,-2360390.0,-12721933,-3176782.0,-18.09126242,-836.2942552738945,-486.60345038259453
449,449,(주)삼표시멘트,38500,16-Dec,1263350828,1151508804.0,68541575,56669536.0,50294749,44617138.0,,,
450,450,(주)삼표시멘트,38500,17-Dec,1265303707,1103910928.0,74355172,51314267.0,36285020,24436801.0,0.154579311,8.481854990930687,-27.855251847464235
451,451,(주)삼화네트웍스,46390,16-Dec,44917658,46124423.0,7017526,7352057.0,7669221,8046007.0,,,
452,452,(주)삼화네트웍스,46390,17-Dec,44058838,45489230.0,-178463,95811.0,708954,974968.0,-1.911987486,-102.54310422220026,-90.75585382139855
453,453,(주)상보,27580,16-Dec,168504610,148825046.0,-10818348,-12154014.0,-20256950,-20208851.0,,,
454,454,(주)상보,27580,17-Dec,162384453,145590340.0,-4418883,-6227999.0,-7040779,-7864373.0,-3.632041284,59.153809805341815,65.24265005343844
455,455,(주)상상인,38540,16-Dec,1435888907,129387155.0,72433519,-770144.0,68380027,8553374.0,,,
456,456,(주)상상인,38540,17-Dec,2043693616,145314680.0,121890318,611452.0,100182154,25139241.0,42.32950795,68.27888480746049,46.50791816739119
457,457,(주)상상인인더스트리,101000,16-Dec,132078004,123479389.0,15108093,13496102.0,9486341,9138240.0,,,
458,458,(주)상상인인더스트리,101000,17-Dec,168270390,156987990.0,-4395345,688242.0,-21135824,-13620479.0,27.40228116,-129.09265252735736,-322.8027012733361
459,459,(주)상아프론테크,89980,16-Dec,201973938,182852451.0,9093620,13391291.0,5466770,9802520.0,,,
460,460,(주)상아프론테크,89980,17-Dec,219920722,192553694.0,10796435,13488435.0,7467457,3917711.0,8.885692965,18.725381091358557,36.59724114970997
461,461,(주)상지카일룸,42940,16-Dec,20633897,20582287.0,-5824100,-5796467.0,-7594262,-7618695.0,,,
462,462,(주)상지카일룸,42940,17-Dec,40446347,40562325.0,-4334582,-3820778.0,-7918303,-7844679.0,96.01894397,25.575075977404232,-4.266918892184652
463,463,(주)새로닉스,42600,16-Dec,112030171,77778327.0,4481495,-644452.0,11691172,6758887.0,,,
464,464,(주)새로닉스,42600,17-Dec,116633451,80020016.0,155926,2972182.0,1278697,2743241.0,4.10896454,-96.52066999963182,-89.06271330196836
465,465,(주)서린바이오사이언스,38070,16-Dec,66469926,64870598.0,2174109,2129117.0,4157708,3980611.0,,,
466,466,(주)서린바이오사이언스,38070,17-Dec,71038280,68904819.0,1156806,967854.0,2268469,1846208.0,6.872813428,-46.79172019434168,-45.43943441915594
467,467,(주)서부티엔디,6730,16-Dec,1109898804,1109898804.0,13112723,13112723.0,2812946,2812946.0,,,
468,468,(주)서부티엔디,6730,17-Dec,1502577668,1502577668.0,-14009032,-14009032.0,-26557902,-26557902.0,35.37969972,-206.83541473422417,-1044.1312417657502
469,469,(주)서산,79650,16-Dec,122973927,42275782.0,21964440,2872049.0,16875392,2366409.0,,,
470,470,(주)서산,79650,17-Dec,126631601,44271747.0,7325835,1845512.0,6099410,2311985.0,2.974349189,-66.64683916366636,-63.85618775551999
471,471,(주)서연탑메탈,19770,16-Dec,204883875,160813196.0,5813058,7127749.0,-970666,5705368.0,,,
472,472,(주)서연탑메탈,19770,17-Dec,206264694,153637839.0,5737959,4701827.0,4273124,-8212019.0,0.673952013,-1.2919017838803604,540.2259891662013
473,473,(주)서울리거,43710,16-Dec,43257691,43405217.0,-259557,225009.0,-2472902,-1818892.0,,,
474,474,(주)서울리거,43710,17-Dec,38212815,38437903.0,-1514798,-1217813.0,-1406275,-1335012.0,-11.6623793,-483.60899532665275,43.132602909456175
475,475,(주)서울옥션,63170,16-Dec,131560666,104960825.0,9649786,5213089.0,6624600,2809793.0,,,
476,476,(주)서울옥션,63170,17-Dec,154338745,125135968.0,6379126,5051119.0,3055687,2591766.0,17.31374558,-33.893601371056306,-53.87363765359417
477,477,(주)서울제약,18680,16-Dec,87680864,87680864.0,-2126608,-2126608.0,-4458632,-4458632.0,,,
478,478,(주)서울제약,18680,17-Dec,70270901,70270901.0,-5965144,-5965144.0,-10577449,-10577449.0,-19.85605776,-180.50040251894097,-137.23529997541849
479,479,(주)서원인텍,93920,16-Dec,227223458,207259548.0,15153417,1190529.0,19255348,16864711.0,,,
480,480,(주)서원인텍,93920,17-Dec,196942719,177750900.0,9033437,1068269.0,3144260,5775990.0,-13.32641412,-40.386798568270116,-83.67071838950925
481,481,(주)서전기전,189860,16-Dec,40735425,40968831.0,2001442,2378700.0,1387665,1781572.0,,,
482,482,(주)서전기전,189860,17-Dec,43583060,43583060.0,2263202,2263202.0,2791479,2791479.0,6.990561655,13.078570350777088,101.16375349958385
483,483,(주)서진시스템,178320,16-Dec,227322922,117214433.0,24390510,4706634.0,19626661,5622149.0,,,
484,484,(주)서진시스템,178320,17-Dec,259231952,138415110.0,17846982,1678102.0,6310106,-2167679.0,14.03687306,-26.828172104642338,-67.84931476627635
485,485,(주)서진오토모티브,122690,16-Dec,820592255,202932427.0,12364013,309836.0,4073853,2750156.0,,,
486,486,(주)서진오토모티브,122690,17-Dec,828627924,214056901.0,-7734906,-5131341.0,-17749881,-8557290.0,0.979252357,-162.55983393094135,-535.7025400769247
487,487,(주)서플러스글로벌,140070,16-Dec,93238916,92809816.0,19622198,19684811.0,14180546,14040591.0,,,
488,488,(주)서플러스글로벌,140070,17-Dec,155283308,149174879.0,26727702,25822313.0,19867045,19531124.0,66.54345059,36.21155998935491,40.100705572267806
489,489,(주)서한,11370,16-Dec,412669265,412669265.0,89474954,89474954.0,64691147,64691147.0,,,
490,490,(주)서한,11370,17-Dec,391890974,391890974.0,103111932,103111932.0,77467236,77467236.0,-5.035095357,15.24111205466504,19.7493623045515
491,491,(주)서희건설,35890,16-Dec,766834184,623247119.0,82342081,59878978.0,28515450,12591567.0,,,
492,492,(주)서희건설,35890,17-Dec,807007034,665644810.0,88123170,91870306.0,31108092,37713012.0,5.238792276,7.020819646275396,9.092060619769283
493,493,(주)선광,3100,16-Dec,520311278,375423857.0,13332830,14369690.0,20844398,19343529.0,,,
494,494,(주)선광,3100,17-Dec,541277167,403571213.0,20935615,19671660.0,6168685,12832332.0,4.029489632,57.023040119764524,-70.40602947612112
495,495,(주)선익시스템,171090,16-Dec,84245581,84245581.0,23387388,23387388.0,23612029,23612029.0,,,
496,496,(주)선익시스템,171090,17-Dec,117826131,117633116.0,14538590,14551634.0,9765573,9780141.0,39.8603103,-37.83576857749142,-58.64153394017939
497,497,(주)성광벤드,14620,16-Dec,532224306,499171596.0,2893930,687556.0,4561634,2751067.0,,,
498,498,(주)성광벤드,14620,17-Dec,502479497,469214393.0,-18641619,-18122103.0,-16318803,-18651597.0,-5.588773129,-744.1627475439973,-457.740296569168
499,499,(주)성도이엔지,37350,16-Dec,349749795,251528472.0,26288872,15082086.0,23418768,13761281.0,,,
500,500,(주)성도이엔지,37350,17-Dec,328533571,283354128.0,24856280,18775014.0,21235465,20145344.0,-6.066114778,-5.449423619240871,-9.322877275183734
501,501,(주)성우하이텍,15750,16-Dec,3445158804,1801014162.0,140122401,62737425.0,27419171,72701036.0,,,
502,502,(주)성우하이텍,15750,17-Dec,3385206082,1900200679.0,60837596,73181329.0,29281956,56921778.0,-1.740201988,-56.58253386623028,6.793732020563277
503,503,(주)성창오토텍,80470,16-Dec,117662521,78612541.0,2587818,327524.0,1523907,1094384.0,,,
504,504,(주)성창오토텍,80470,17-Dec,106028645,76426273.0,962144,1124445.0,-1288740,-1181123.0,-9.887495101,-62.82026015739901,-184.5681527809768
505,505,(주)세동,53060,16-Dec,127367858,116288035.0,-4251215,-978252.0,-2579120,-6662380.0,,,
506,506,(주)세동,53060,17-Dec,114492516,101220871.0,-5727607,-6540755.0,-7778987,-10707528.0,-10.10878427,-34.72870696965456,-201.61400012407333
507,507,(주)세보엠이씨,11560,16-Dec,208097427,196561202.0,19740813,19264496.0,14067004,13952661.0,,,
508,508,(주)세보엠이씨,11560,17-Dec,257713994,245392317.0,29088950,29217039.0,21596937,21300313.0,23.84295073,47.35436681356538,53.529045701558054
509,509,(주)세영디앤씨,52190,16-Dec,36908241,27704235.0,-8837872,-8837872.0,-7189283,-7189283.0,,,
510,510,(주)세영디앤씨,52190,17-Dec,31112426,21615264.0,-305791,342802.0,-23260279,-24662108.0,-15.70330865,96.53999288516512,-223.54101236521083
511,511,(주)세운메디칼,100700,16-Dec,85309919,82965195.0,11737007,11998079.0,8490381,9541118.0,,,
512,512,(주)세운메디칼,100700,17-Dec,86062523,92164558.0,12474435,14105584.0,9306122,13142672.0,0.882199876,6.282930563132492,9.607825608768323
513,513,(주)세원물산,24830,16-Dec,246443449,246443449.0,2781782,2781782.0,3769208,3769208.0,,,
514,514,(주)세원물산,24830,17-Dec,252941769,252941769.0,4909434,4909434.0,6476214,6476214.0,2.636840227,76.485217029947,71.81896037576064
515,515,(주)세중,39310,16-Dec,147817967,93193103.0,12580854,4290734.0,9102705,3031413.0,,,
516,516,(주)세중,39310,17-Dec,115681226,70970986.0,7972016,1734745.0,-1272896,-4463295.0,-21.74075429,-36.6337452131628,-113.98371143522724
517,517,(주)세진티에스,67770,16-Dec,47932640,50123261.0,-723245,175970.0,-449021,1654754.0,,,
518,518,(주)세진티에스,67770,17-Dec,44168218,43289897.0,-2428928,-1924867.0,-2457380,-6225833.0,-7.853567006,-235.83751011068173,-447.27507176724475
519,519,(주)세코닉스,53450,16-Dec,296772466,273434663.0,13966524,12828729.0,9021574,11478749.0,,,
520,520,(주)세코닉스,53450,17-Dec,343632178,302420251.0,1642502,4045624.0,-2356373,1256331.0,15.78977748,-88.23972235324982,-126.11931133081656
521,521,(주)세토피아,222810,16-Dec,25454929,25454929.0,-3137630,-3137630.0,-3638387,-3638387.0,,,
522,522,(주)세토피아,222810,17-Dec,18780495,18780495.0,-953150,-953150.0,-5309971,-5309971.0,-26.22059563,69.62197582251572,-45.94299616835702
523,523,(주)세화피앤씨,252500,16-Dec,0,,0,,0,,,0.0,0.0
524,524,(주)세화피앤씨,252500,17-Dec,28319079,28319079.0,1435910,1435910.0,-2703990,-2703990.0,inf,0.0,0.0
525,525,(주)셀루메드,49180,16-Dec,69792841,70167070.0,-15174751,-12328170.0,-37492886,-35690048.0,,,
526,526,(주)셀루메드,49180,17-Dec,64983515,66121770.0,-1017018,962871.0,-7884455,-4715564.0,-6.89085862,93.29795922186796,78.97079728671727
527,527,(주)셀바스에이아이,108860,16-Dec,100647828,71646943.0,-8415579,-1156225.0,-19289047,-3245964.0,,,
528,528,(주)셀바스에이아이,108860,17-Dec,106906184,67492191.0,561995,917804.0,-4282233,-7335208.0,6.218073578,1597.4473082500735,77.79966527117695
529,529,(주)셀바스헬스케어,208370,16-Dec,45481657,45611259.0,-6732668,-7519834.0,-14869694,-15614618.0,,,
530,530,(주)셀바스헬스케어,208370,17-Dec,54696398,55995230.0,159485,1244076.0,-1116106,-26269.0,20.26034584,4321.505470733925,92.49408898394277
531,531,(주)셀트리온제약,68760,16-Dec,442080596,441529265.0,-15004816,-14907074.0,-21105978,-21016345.0,,,
532,532,(주)셀트리온제약,68760,17-Dec,470269310,469195117.0,8670526,8727562.0,15714765,15778955.0,6.376374411,273.0554293937876,234.30667273739058
533,533,(주)셀트리온헬스케어,91990,16-Dec,1987818308,1967914146.0,182721605,180081739.0,123502927,118459113.0,,,
534,534,(주)셀트리온헬스케어,91990,17-Dec,2875003480,2914223177.0,164827520,146095228.0,165683864,141228194.0,44.63109976,-9.793086592031631,34.15379539952118
535,535,(주)셀피글로벌,68940,16-Dec,41542876,41470955.0,163090,677016.0,249934,249934.0,,,
536,536,(주)셀피글로벌,68940,17-Dec,29821380,29821093.0,-7255526,-6740882.0,-9736883,-9736883.0,-28.21541773,-4548.786559568337,-3995.7816863652006
537,537,(주)소리바다,53110,16-Dec,46773691,41099403.0,-691888,440590.0,-8642394,-8274295.0,,,
538,538,(주)소리바다,53110,17-Dec,62490967,53388090.0,-4012532,-2954362.0,-6015913,-4357054.0,33.60281317,-479.9395277848438,30.39066490141505
539,539,(주)소프트센,32680,16-Dec,65891981,65891981.0,1053142,1053142.0,-882005,-882005.0,,,
540,540,(주)소프트센,32680,17-Dec,80239657,80239657.0,458933,458933.0,-776797,-776797.0,21.77454036,-56.422495731819645,11.928277050583613
541,541,(주)손오공,66910,16-Dec,81428159,67657419.0,3711132,2421411.0,1766273,791860.0,,,
542,542,(주)손오공,66910,17-Dec,60058075,46876389.0,-11927686,-13091931.0,-12292550,-13113821.0,-26.24409573,-421.40290348066304,-795.9597978341966
543,543,(주)솔고바이오메디칼,43100,16-Dec,49187151,46515144.0,-7798412,-8529695.0,-8010522,-8998558.0,,,
544,544,(주)솔고바이오메디칼,43100,17-Dec,64743115,60461302.0,-6060929,-6829887.0,-8521580,-9741790.0,31.62607243,22.279959048072865,-6.379833923432206
545,545,(주)솔루에타,154040,16-Dec,165524302,116535983.0,-98157,-2659727.0,-3448009,-4679637.0,,,
546,546,(주)솔루에타,154040,17-Dec,201892913,106741137.0,2828301,3108966.0,8999,712136.0,21.97176521,2981.405299672973,38415.46838537615
547,547,(주)솔본,35610,16-Dec,191339662,132075594.0,1322950,17870.0,3567437,697429.0,,,
548,548,(주)솔본,35610,17-Dec,187436714,129810904.0,2449639,-1663235.0,-6157927,-7070798.0,-2.039800823,85.1648966325258,-272.614877291456
549,549,(주)쇼박스,86980,16-Dec,197190687,195169290.0,15295422,15652435.0,13371305,12891874.0,,,
550,550,(주)쇼박스,86980,17-Dec,203267261,201374548.0,10397090,10711351.0,15845913,15720707.0,3.081572509,-32.024824159804155,18.50685479091233
551,551,(주)수산아이앤티,50960,16-Dec,69491059,69491059.0,5602614,5602614.0,5168057,5168057.0,,,
552,552,(주)수산아이앤티,50960,17-Dec,71373432,71373432.0,4366499,4366499.0,4212462,4212462.0,2.70879884,-22.063183364051138,-18.490411386716517
553,553,(주)슈프리마,236200,16-Dec,94667365,94746081.0,10776647,10811513.0,11122748,11205103.0,,,
554,554,(주)슈프리마,236200,17-Dec,103278676,103405578.0,12407697,12501744.0,9089245,9166026.0,9.09638818,15.135041539358207,-18.282379498303836
555,555,(주)슈프리마에이치큐,94840,16-Dec,125210896,120282393.0,3635326,1841208.0,3857835,2303016.0,,,
556,556,(주)슈프리마에이치큐,94840,17-Dec,129283489,121964121.0,3709397,1442462.0,4652792,3838515.0,3.25258674,2.0375339103013044,20.606298610490082
557,557,(주)슈피겐코리아,192440,16-Dec,215291432,195796763.0,43536528,40883320.0,38551772,34696696.0,,,
558,558,(주)슈피겐코리아,192440,17-Dec,257553469,220844960.0,48327513,40890811.0,40656388,21447254.0,19.63015277,11.004517861415133,5.459193937959583
559,559,(주)스마트솔루션즈,136510,16-Dec,35536544,35864246.0,1025104,1434541.0,1621465,1439625.0,,,
560,560,(주)스마트솔루션즈,136510,17-Dec,41702389,41990120.0,3346492,3572891.0,3020851,2948466.0,17.35071649,226.45390126270115,86.30380550921544
561,561,(주)스맥,99440,16-Dec,215590123,208858570.0,4181695,3910499.0,1971485,1842254.0,,,
562,562,(주)스맥,99440,17-Dec,204499981,196252413.0,4715375,4607247.0,334271,382220.0,-5.144086309,12.762288976120928,-83.04470995214267
563,563,(주)스카이문스테크놀로지,33790,16-Dec,28492212,28492212.0,-2233925,-2233925.0,-2081124,-2081124.0,,,
564,564,(주)스카이문스테크놀로지,33790,17-Dec,62674030,63081247.0,-4294142,-3667686.0,-4758219,-4134036.0,119.9689866,-92.2240898866345,-128.63697694130673
565,565,(주)스킨앤스킨,159910,16-Dec,58877148,45800185.0,671676,1438661.0,-11977598,-13274835.0,,,
566,566,(주)스킨앤스킨,159910,17-Dec,50212555,44591924.0,-8065895,-4768634.0,-18673169,-12882672.0,-14.71639387,-1300.860980591833,-55.90078244402592
567,567,(주)스타플렉스,115570,16-Dec,130677534,146147244.0,10120318,10497817.0,6251306,3382026.0,,,
568,568,(주)스타플렉스,115570,17-Dec,142665803,149125819.0,2599450,3102922.0,-8653997,-3919717.0,9.173932682,-74.31454229007429,-238.43502461725598
569,569,(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,57229480,55803507.0,-579324,-486141.0,-569867,-525377.0,,,
570,570,(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,54659442,52880427.0,-510443,-619805.0,-2465153,-2486814.0,-4.490758958,11.889892357299196,-332.5839187038379
571,571,(주)스페이스솔루션,245030,16-Dec,0,,0,,0,,,0.0,0.0
572,572,(주)스페이스솔루션,245030,17-Dec,0,,0,,0,,,0.0,0.0
573,573,(주)스페코,13810,16-Dec,106010012,108937856.0,5363033,3542241.0,4764018,2864260.0,,,
574,574,(주)스페코,13810,17-Dec,99135240,100834769.0,1362133,829625.0,-349493,-2111109.0,-6.485021434,-74.60144287756574,-107.33609738670174
575,575,(주)승일,49830,16-Dec,171389854,171389854.0,5733722,5733722.0,3178474,3178474.0,,,
576,576,(주)승일,49830,17-Dec,169038229,169038229.0,3746791,3746791.0,2732415,2732415.0,-1.372091139,-34.653424076019036,-14.033747011930883
577,577,(주)시공테크,20710,16-Dec,110253034,111337487.0,-8558204,-6978687.0,-6749251,-5457951.0,,,
578,578,(주)시공테크,20710,17-Dec,129465894,119629427.0,14857097,14939085.0,18716581,7866096.0,17.42615083,273.60064097560655,377.31345300389626
579,579,(주)시너지이노베이션,48870,16-Dec,59673636,44669696.0,-1112712,218337.0,10572438,12923919.0,,,
580,580,(주)시너지이노베이션,48870,17-Dec,106059255,93224458.0,-1180565,-3155075.0,-12221264,-8531533.0,77.73218143,-6.097984024617331,-215.59551354190964
581,581,(주)시노펙스,25320,16-Dec,139536283,119522663.0,10705791,2992770.0,-4227122,-4199344.0,,,
582,582,(주)시노펙스,25320,17-Dec,150611300,136586152.0,24862904,18922365.0,-13790199,3396258.0,7.937015923,132.2378981618453,-226.23139336882164
583,583,(주)시스웍,269620,16-Dec,20275321,20046077.0,5915309,6072497.0,5213713,5347367.0,,,
584,584,(주)시스웍,269620,17-Dec,35182889,35048507.0,6556923,6329294.0,5543368,5367872.0,73.52568179,10.846669210348944,6.322845158527138
585,585,(주)시큐브,131090,16-Dec,29578466,29871912.0,2212139,2269659.0,1319692,1787100.0,,,
586,586,(주)시큐브,131090,17-Dec,33106158,33766058.0,2785786,2873124.0,3106936,3195787.0,11.92655495,25.931779151310113,135.42887279759216
587,587,(주)시티랩스,139050,16-Dec,45229452,40271519.0,-937012,-584460.0,-2655722,-2048288.0,,,
588,588,(주)시티랩스,139050,17-Dec,54620991,42980146.0,-3207237,-804826.0,-9350611,-9762731.0,20.76421134,-242.28344994514478,-252.09299015484302
589,589,(주)신진에스엠,138070,16-Dec,94590977,75187210.0,2147853,4606208.0,429773,1034786.0,,,
590,590,(주)신진에스엠,138070,17-Dec,98551325,80493983.0,5472373,6065066.0,4674324,5027297.0,4.186813717,154.78340463709574,987.6262585132151
591,591,(주)신화콘텍,187270,16-Dec,71157054,71809576.0,876917,644451.0,381971,566971.0,,,
592,592,(주)신화콘텍,187270,17-Dec,89470579,84054432.0,9883751,9634277.0,6161177,6707696.0,25.73676673,1027.1022229013693,1512.996012786311
593,593,(주)심텍,222800,16-Dec,601184723,588928701.0,40216878,17836913.0,29304525,4793722.0,,,
594,594,(주)심텍,222800,17-Dec,728156876,577650601.0,33804625,12303479.0,16099696,6549630.0,21.12032261,-15.94418393193027,-45.06071673231353
595,595,(주)심텍홀딩스,36710,16-Dec,628913922,115885617.0,31279956,16278.0,20849037,147776.0,,,
596,596,(주)심텍홀딩스,36710,17-Dec,754085651,136814551.0,27410943,409528.0,9770225,361331.0,19.90283958,-12.368984790132059,-53.13824326754276
597,597,(주)싸이맥스,160980,16-Dec,90619079,90806543.0,7359772,7483844.0,6347688,6447620.0,,,
598,598,(주)싸이맥스,160980,17-Dec,147866098,139003729.0,23757370,24099130.0,17567275,17881508.0,63.17325185,222.80035305441527,176.75076342756606
599,599,(주)썬테크놀로지스,122800,16-Dec,46622173,46613486.0,1179263,1238616.0,-7826060,-7826060.0,,,
600,600,(주)썬테크놀로지스,122800,17-Dec,32929432,33447161.0,-4950620,-4950563.0,-12920233,-12451565.0,-29.36958987,-519.806268830617,-65.09243476283085
601,601,(주)썸에이지,208640,16-Dec,37695602,37449166.0,-1543762,-834160.0,-7197287,-6937981.0,,,
602,602,(주)썸에이지,208640,17-Dec,28114639,28364183.0,-8936641,-6938213.0,-8706014,-8091313.0,-25.41666001,-478.88722484424414,-20.96244043067895
603,603,(주)쎄노텍,222420,16-Dec,51092828,51092828.0,6528648,6528648.0,2955189,2955189.0,,,
604,604,(주)쎄노텍,222420,17-Dec,54409154,54409154.0,4102282,4102282.0,2339543,2339543.0,6.490785752,-37.16490765009846,-20.832711545691325
605,605,(주)쎄니트,37760,16-Dec,151172085,114287237.0,10439339,3726865.0,7128349,2393083.0,,,
606,606,(주)쎄니트,37760,17-Dec,153682575,114792575.0,8561114,1995551.0,6746386,1935265.0,1.660683585,-17.991800055539915,-5.358365590685866
607,607,(주)쎄트렉아이,99320,16-Dec,69191092,60993754.0,3158333,3449190.0,3174530,3446233.0,,,
608,608,(주)쎄트렉아이,99320,17-Dec,70595677,64064801.0,5370127,6597891.0,5396783,6122015.0,2.030008429,70.03042427761734,70.00258305953952
609,609,(주)쎌바이오텍,49960,16-Dec,90529232,91847885.0,21561008,21126351.0,18498516,18065116.0,,,
610,610,(주)쎌바이오텍,49960,17-Dec,96476719,99181786.0,22632703,23753054.0,18197947,19240286.0,6.569686795,4.970523641566294,-1.6248276348221662
611,611,(주)쏠리드,50890,16-Dec,342717605,272288272.0,-51326549,17547221.0,-71440529,-62885842.0,,,
612,612,(주)쏠리드,50890,17-Dec,280947024,247161802.0,20216138,13892654.0,-25861412,-32806806.0,-18.02375486,353.88899205179547,63.80008328325788
613,613,(주)씨씨에스충북방송,66790,16-Dec,45263654,45307263.0,-1285688,-1305979.0,-2109479,-2138005.0,,,
614,614,(주)씨씨에스충북방송,66790,17-Dec,42450754,42463594.0,-1125228,-1141417.0,-7114186,-7130365.0,-6.214478398,12.48047737864863,-237.2484864746224
615,615,(주)씨에스,65770,16-Dec,54944739,54933699.0,-328333,-306858.0,-7827815,-10406808.0,,,
616,616,(주)씨에스,65770,17-Dec,50170235,50215298.0,1863534,1885747.0,1000563,1021101.0,-8.689647247,667.574383324247,882.3410419933576
617,617,(주)씨에스에이코스믹,83660,16-Dec,41891074,41891074.0,-4418752,-4418752.0,-5102487,-5102487.0,,,
618,618,(주)씨에스에이코스믹,83660,17-Dec,30762561,30328761.0,-9528209,-9583059.0,-9579263,-9574134.0,-26.56535614,-115.63122347667397,-87.73713681191153
619,619,(주)씨엔플러스,115530,16-Dec,34733006,33384710.0,-5768485,-4542191.0,-12402606,-12881124.0,,,
620,620,(주)씨엔플러스,115530,17-Dec,44500061,42349389.0,-318607,479463.0,-625656,-1127948.0,28.12038497,94.47676469644976,94.95544726648578
621,621,(주)씨엠에스에듀,225330,16-Dec,64252486,64066249.0,7344995,7657396.0,4110460,4421561.0,,,
622,622,(주)씨엠에스에듀,225330,17-Dec,70652691,71014610.0,7225250,7404102.0,5975817,6508501.0,9.961023142,-1.630293825931808,45.380735976022144
623,623,(주)씨유메디칼시스템,115480,16-Dec,63540339,65599831.0,547698,840747.0,-1756661,-1356816.0,,,
624,624,(주)씨유메디칼시스템,115480,17-Dec,61664992,61956029.0,-1344985,-1899168.0,-3150464,-4924717.0,-2.951427439,-345.57055165437885,-79.34388023642582
625,625,(주)씨제이이엔엠,35760,16-Dec,2753593504,1111514357.0,178880156,144929378.0,32583106,16081605.0,,,
626,626,(주)씨제이이엔엠,35760,17-Dec,2801818454,1149206096.0,224481551,157504422.0,143441966,128169077.0,1.751346011,25.492707530957208,340.23416920412683
627,627,(주)씨젠,96530,16-Dec,207618171,203732026.0,10083702,10615624.0,7161247,8812409.0,,,
628,628,(주)씨젠,96530,17-Dec,179723663,177274022.0,13980471,14293315.0,4050660,5180197.0,-13.43548489,38.6442300655057,-43.43638754535348
629,629,(주)씨티네트웍스,189540,16-Dec,0,,0,,0,,,0.0,0.0
630,630,(주)씨티네트웍스,189540,17-Dec,0,,0,,0,,,0.0,0.0
631,631,(주)씨티씨바이오,60590,16-Dec,188675020,177337800.0,-2635640,-3534662.0,-2739081,-3428178.0,,,
632,632,(주)씨티씨바이오,60590,17-Dec,196899089,183582587.0,-14056539,-14691933.0,-20702202,-21762497.0,4.358854182,-433.32545415914166,-655.8083167310496
633,633,(주)씨티케이,260930,16-Dec,74475038,74475038.0,26705519,26705519.0,23325157,23325157.0,,,
634,634,(주)씨티케이,260930,17-Dec,185225306,185263089.0,24443199,24808902.0,15297752,15579571.0,148.707904,-8.471357549725958,-34.415223871805026
635,635,(주)아가방앤컴퍼니,13990,16-Dec,226090017,223359203.0,1646159,3693768.0,1861903,2001791.0,,,
636,636,(주)아가방앤컴퍼니,13990,17-Dec,211445069,209610946.0,-3937803,-1019918.0,-4896212,-4481117.0,-6.47748547,-339.2115828422406,-362.9681567729361
637,637,(주)아나패스,123860,16-Dec,99182225,99182225.0,7192156,7192156.0,-25410338,-25410338.0,,,
638,638,(주)아나패스,123860,17-Dec,96625499,96625499.0,4982208,4982208.0,678656,678656.0,-2.577806658,-30.727197797155682,3844.214742078461
639,639,(주)아난티,25980,16-Dec,673171176,449576737.0,35735343,-8268836.0,27366878,-8636511.0,,,
640,640,(주)아난티,25980,17-Dec,730382412,457003413.0,12518015,-7542050.0,2624089,-8334682.0,8.498764956,-64.97021170329889,-90.41144188971792
641,641,(주)아리온테크놀로지,58220,16-Dec,75370168,72514973.0,-8889183,-9414861.0,-15243714,-15705672.0,,,
642,642,(주)아리온테크놀로지,58220,17-Dec,68569950,65495521.0,-9452895,-10629590.0,-21438450,-22642243.0,-9.022426486,-6.34155017395862,-40.63797051033626
