회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),재고자산(*)(IFRS연결),매출액(수익)(*)(IFRS),재고자산(*)(IFRS),재고자산회전률
(주)젬백스&카엘,82270,17-Dec,47875296,4399026,43955700,3773190,10.88315823
(주)젬백스링크,64800,16-Dec,33107624,0,16425666,0,#DIV/0!
(주)젬백스링크,64800,17-Dec,193679771,103738695,14117475,0,1.866996409
(주)조이시티,67000,16-Dec,72519303,0,72470487,0,#DIV/0!
(주)조이시티,67000,17-Dec,92183591,0,90618228,0,#DIV/0!
(주)좋은사람들,33340,16-Dec,126642879,36767595,126617961,36767595,3.444415633
(주)좋은사람들,33340,17-Dec,119279327,33615927,119282907,33615927,3.548298014
(주)주노콜렉션,221670,16-Dec,0,0,,,#DIV/0!
(주)주노콜렉션,221670,17-Dec,0,0,,,#DIV/0!
(주)중앙디앤엠,51980,16-Dec,17853816,131000,12242064,131000,136.2886718
(주)중앙디앤엠,51980,17-Dec,7155718,2949285,6557971,2949285,2.426255177
(주)중앙백신연구소,72020,16-Dec,37899733,14027418,37899733,14027418,2.70183244
(주)중앙백신연구소,72020,17-Dec,31866534,16676229,31866534,16676229,1.910895683
(주)중앙에너비스,440,16-Dec,91628326,5015882,68790972,2532956,18.26763987
(주)중앙에너비스,440,17-Dec,70818896,1588215,70818896,1588215,44.59024502
(주)지니뮤직,43610,16-Dec,111286638,83768,111286638,83768,1328.510147
(주)지니뮤직,43610,17-Dec,155641712,303790,155641712,303790,512.3332302
(주)지란지교시큐리티,208350,16-Dec,19863483,491433,19863483,491433,40.41951395
(주)지란지교시큐리티,208350,17-Dec,41763858,0,21596869,0,#DIV/0!
(주)지씨셀,144510,16-Dec,42419467,0,42419467,0,#DIV/0!
(주)지씨셀,144510,17-Dec,45796227,89711,45796227,89711,510.4861946
(주)지어소프트,51160,16-Dec,79594133,2739568,36425161,163724,29.05353435
(주)지어소프트,51160,17-Dec,100467714,2944638,43691240,265281,34.11886758
(주)지에스이,53050,16-Dec,104151463,227386,104151463,227386,458.038151
(주)지에스이,53050,17-Dec,108460693,196357,108460693,196357,552.3647896
(주)지에스홈쇼핑,28150,16-Dec,1097764890,12303943,1065155786,9578265,89.22057669
(주)지에스홈쇼핑,28150,17-Dec,1086288130,26765209,1051657668,24259928,40.58582655
(주)지엔씨에너지,119850,16-Dec,116438228,8112573,116438228,8112573,14.35281112
(주)지엔씨에너지,119850,17-Dec,96667918,10909453,91843079,10909453,8.860931708
(주)지엔코,65060,16-Dec,121811659,41160507,102649214,33355912,2.95943048
(주)지엔코,65060,17-Dec,143172561,45619442,106151352,32960173,3.138411053
(주)지유온,111820,16-Dec,42415620,1433019,37960954,1032738,29.59878411
(주)지유온,111820,17-Dec,27550274,1563726,25220002,1454908,17.6183513
(주)진로발효,18120,16-Dec,86807974,9426266,85276173,8801738,9.209158112
(주)진로발효,18120,17-Dec,88458680,9002518,86702020,8725351,9.825993128
(주)진매트릭스,109820,16-Dec,5079868,837819,3827557,51865,6.063204582
(주)진매트릭스,109820,17-Dec,5189163,941604,3856961,346433,5.510982324
(주)진바이오텍,86060,16-Dec,55632112,5915682,21863964,1627400,9.404175546
(주)진바이오텍,86060,17-Dec,55533770,7540841,20027071,1610454,7.364400072
(주)진성티이씨,36890,16-Dec,177809619,33767759,156173936,8876765,5.265662403
(주)진성티이씨,36890,17-Dec,244350833,42928697,216477731,12475261,5.692016066
(주)차바이오텍,85660,16-Dec,449260920,11456320,18863615,151885,39.2151162
(주)차바이오텍,85660,17-Dec,418882086,14658701,22345816,162606,28.57566206
(주)창해에탄올,4650,16-Dec,212584058,68999440,70904350,11614455,3.080953382
(주)창해에탄올,4650,17-Dec,216935119,41873854,91978086,10181582,5.180681936
(주)체리부로,66360,16-Dec,314406872,18165349,290877940,18479895,17.30805568
(주)체리부로,66360,17-Dec,361252806,21770695,314521263,20925184,16.59353576
(주)초록뱀미디어,47820,16-Dec,105907923,0,51630185,0,#DIV/0!
(주)초록뱀미디어,47820,17-Dec,58844075,57366,26438093,0,1025.765697
(주)초록뱀이앤엠,131100,16-Dec,35470768,2133623,35428021,2133623,16.62466518
(주)초록뱀이앤엠,131100,17-Dec,24000916,2713571,24000916,2713571,8.844771705
(주)초록뱀컴퍼니,52300,16-Dec,17732780,5461,15490459,5461,3247.167185
(주)초록뱀컴퍼니,52300,17-Dec,32421565,58203,19767489,58203,557.04285
(주)칩스앤미디어,94360,16-Dec,13680081,0,13680081,0,#DIV/0!
(주)칩스앤미디어,94360,17-Dec,9055718,0,9055718,0,#DIV/0!
(주)카스,16920,16-Dec,131642970,20559364,119712557,14323076,6.403066262
(주)카스,16920,17-Dec,139411042,17991871,127507418,11169337,7.748557223
(주)카이노스메드,220250,16-Dec,2160033,0,2160033,0,#DIV/0!
(주)카이노스메드,220250,17-Dec,2178600,0,2178600,0,#DIV/0!
(주)캐스텍코리아,71850,16-Dec,226605079,35372304,157893100,17753580,6.406285522
(주)캐스텍코리아,71850,17-Dec,209549600,35266301,152504970,17747064,5.941921723
(주)캠시스,50110,16-Dec,365821939,49595037,312901709,4279792,7.376180383
(주)캠시스,50110,17-Dec,424429402,68825513,374629529,5248587,6.166745201
(주)컴투스,78340,16-Dec,513049918,0,495016153,0,#DIV/0!
(주)컴투스,78340,17-Dec,507987251,0,491936463,0,#DIV/0!
(주)컴투스홀딩스,63080,16-Dec,161482810,0,126394334,0,#DIV/0!
(주)컴투스홀딩스,63080,17-Dec,106371848,0,70628811,0,#DIV/0!
(주)케미메디,205290,16-Dec,0,0,,,#DIV/0!
(주)케미메디,205290,17-Dec,0,0,,,#DIV/0!
(주)케스피온,79190,16-Dec,86316565,14140253,53682510,11679545,6.10431546
(주)케스피온,79190,17-Dec,71553015,15605608,38939386,11495234,4.585083452
(주)케어랩스,263700,16-Dec,18597106,0,18597106,0,#DIV/0!
(주)케어랩스,263700,17-Dec,39335984,3515,35824366,0,11190.89161
(주)케어젠,214370,16-Dec,30904871,3518185,30955730,3501818,8.784322314
(주)케어젠,214370,17-Dec,46531030,3687051,46423613,3687051,12.62012107
(주)케이사인,192250,16-Dec,32145095,0,32453119,0,#DIV/0!
(주)케이사인,192250,17-Dec,26489386,0,25753374,0,#DIV/0!
(주)케이씨씨건설,21320,16-Dec,1120735139,143838057,1120735139,143838057,7.791645427
(주)케이씨씨건설,21320,17-Dec,1326422112,127912149,1326422112,127912149,10.36978991
(주)케이씨아이,36670,16-Dec,44306664,15766970,44306664,15766970,2.810093759
(주)케이씨아이,36670,17-Dec,48502603,12635568,48502603,12635568,3.838577181
(주)케이씨에스,115500,16-Dec,25813287,1255864,25813287,1255864,20.55420571
(주)케이씨에스,115500,17-Dec,29310069,1494134,29310069,1494134,19.61676061
(주)케이씨티,89150,16-Dec,26151216,1646539,26151216,1646539,15.88253664
(주)케이씨티,89150,17-Dec,27915455,1441127,27915455,1441127,19.37057248
(주)케이씨피드,25880,16-Dec,80776776,7455280,75730588,7200828,10.83484135
(주)케이씨피드,25880,17-Dec,79688312,7389693,74377250,7246825,10.78371077
(주)케이아이엔엑스,93320,16-Dec,44193723,0,38443271,0,#DIV/0!
(주)케이아이엔엑스,93320,17-Dec,47286324,0,42019028,0,#DIV/0!
(주)케이에스피,73010,16-Dec,26193103,13482257,26193103,13482257,1.942783245
(주)케이에스피,73010,17-Dec,17799376,11217875,17799376,11217875,1.586697659
(주)케이에이치바텍,60720,16-Dec,378235181,31484801,158176006,8878390,12.01326256
(주)케이에이치바텍,60720,17-Dec,351126827,26068720,127309738,6535164,13.46927762
(주)케이엑스이노베이션,122450,16-Dec,159467610,4029706,35243361,0,39.57301352
(주)케이엑스이노베이션,122450,17-Dec,204851529,5868542,30456228,0,34.90671601
(주)케이엑스하이텍,52900,16-Dec,46892477,3834235,46376270,2813316,12.22994339
(주)케이엑스하이텍,52900,17-Dec,51535607,4136256,50108229,3500428,12.45948196
(주)케이엔더블유,105330,16-Dec,67975387,9457527,23088071,2174323,7.187437794
(주)케이엔더블유,105330,17-Dec,93788189,12586413,48146389,5871362,7.45154231
(주)케이엔엔,58400,16-Dec,61824766,35678,60448318,35678,1732.854028
(주)케이엔엔,58400,17-Dec,65355375,13271,62316771,13271,4924.675985
(주)케이엘넷,39420,16-Dec,35077238,300000,35095238,300000,116.9241267
(주)케이엘넷,39420,17-Dec,36450494,175000,36477494,175000,208.2885371
(주)케이엠,83550,16-Dec,109621891,17248045,60459745,11284960,6.355612535
(주)케이엠,83550,17-Dec,110908795,19381748,64524491,14346082,5.722331907
(주)케이엠더블유,32500,16-Dec,210541335,40703028,156736978,20144193,5.172620941
(주)케이엠더블유,32500,17-Dec,203720735,53334684,145612732,19962645,3.819667048
(주)케이지모빌리언스,46440,16-Dec,136687237,530238,136685112,530238,257.7846873
(주)케이지모빌리언스,46440,17-Dec,170595514,300408,132514301,3000,567.8793974
(주)케이지이니시스,35600,16-Dec,701048399,566361,338859889,1510,1237.811924
(주)케이지이니시스,35600,17-Dec,758453344,2718712,443489751,130,278.9752442
(주)케이티서브마린,60370,16-Dec,83959506,1078134,83959506,1078134,77.87483374
(주)케이티서브마린,60370,17-Dec,73738393,1115290,73738393,1115290,66.11589183
(주)케이티알파,36030,16-Dec,198739475,2669336,198739475,2669336,74.4527759
(주)케이티알파,36030,17-Dec,227631252,4702819,227631252,4702819,48.40314969
(주)케이프,64820,16-Dec,122114121,7997334,22656003,7997334,15.26935364
(주)케이프,64820,17-Dec,230559392,9458052,22104069,9458052,24.37704847
(주)케이피에스,256940,16-Dec,17547374,230852,17547374,230852,76.01135793
(주)케이피에스,256940,17-Dec,24042883,196238,24042883,196238,122.5189973
(주)케이피에프,24880,16-Dec,340186800,79339109,268991913,58794894,4.287756748
(주)케이피에프,24880,17-Dec,365411324,84944820,274970804,60939444,4.301749347
(주)케이피엠테크,42040,16-Dec,21916246,4141949,22924013,4105352,5.291288232
(주)케이피엠테크,42040,17-Dec,29040534,1814053,29986004,1780404,16.00864694
(주)케이피티유,54410,16-Dec,21301367,1850046,21301367,1850046,11.51396614
(주)케이피티유,54410,17-Dec,26423859,3135614,24860037,1915960,8.4270127
(주)케일럼,258610,16-Dec,28569861,321570,28569861,321570,88.84492024
(주)케일럼,258610,17-Dec,24015544,264915,24015544,264915,90.65377196
(주)켐온,217600,16-Dec,0,0,,,#DIV/0!
(주)켐온,217600,17-Dec,15549166,15797,15549166,15797,984.3113249
(주)켐트로닉스,89010,16-Dec,246122176,43784526,210147887,28290170,5.621213668
(주)켐트로닉스,89010,17-Dec,292775238,37638086,220133828,20966085,7.778696239
(주)켐트로스,220260,16-Dec,0,0,,,#DIV/0!
(주)켐트로스,220260,17-Dec,43454513,4534517,43454513,4534517,9.583052175
(주)코너스톤네트웍스,33110,16-Dec,34893230,3095506,31094641,2597485,11.27222173
(주)코너스톤네트웍스,33110,17-Dec,3953756,2554765,3963956,2554765,1.54760066
(주)코다코,46070,16-Dec,286354375,20267753,279122144,17623118,14.12857039
(주)코다코,46070,17-Dec,267845912,59715180,278087301,55612210,4.485390683
(주)코데즈컴바인,47770,16-Dec,16337467,1201981,16337467,1201981,13.59211751
(주)코데즈컴바인,47770,17-Dec,21234364,2344788,21234364,2344788,9.055984592
(주)코디,80530,16-Dec,8087303,1213041,8005552,1213041,6.666965915
(주)코디,80530,17-Dec,12264264,1104258,12025946,1104258,11.10633928
(주)코디엠,224060,16-Dec,44257148,11001075,44087609,10542450,4.022983936
(주)코디엠,224060,17-Dec,73499954,4541736,68893805,4323777,16.18322906
(주)코렌텍,104540,16-Dec,35974058,17327508,33128629,17327508,2.07612416
(주)코렌텍,104540,17-Dec,37848863,19319311,34489999,19319311,1.959120747
(주)코리아나화장품,27050,16-Dec,124019612,14691852,117715807,13398204,8.44138724
(주)코리아나화장품,27050,17-Dec,111708970,14126301,104418987,11991557,7.907871282
(주)코리아에스이,101670,16-Dec,14685102,8412952,14685102,8412952,1.74553498
(주)코리아에스이,101670,17-Dec,15575053,7715636,13030513,7163991,2.018635016
(주)코맥스,36690,16-Dec,131799755,21656333,130828797,20004904,6.085968248
(주)코맥스,36690,17-Dec,140191670,23940482,140251626,21901952,5.855841582
(주)코메론,49430,16-Dec,68905533,13843228,57587894,7062906,4.977562531
(주)코메론,49430,17-Dec,68450794,14368654,57281934,7345574,4.76389744
(주)코미코,183300,16-Dec,93983099,3041729,44079694,805433,30.8979199
(주)코미코,183300,17-Dec,125056374,5296427,67620643,1362098,23.61145995
(주)코미팜,41960,16-Dec,37636362,11297651,37636362,11297651,3.331344011
(주)코미팜,41960,17-Dec,36641053,11906162,35612736,11906162,3.077486515
(주)코세스,89890,16-Dec,27874008,5128593,27874008,5128593,5.435020482
(주)코세스,89890,17-Dec,40922185,5992310,40922185,5992310,6.829116818
(주)코센,9730,16-Dec,53942891,8387915,53942891,8387915,6.431024993
(주)코센,9730,17-Dec,57272647,10377862,57272647,10377862,5.51873276
(주)코스나인,82660,16-Dec,207265945,36446073,64929568,7266281,5.686921195
(주)코스나인,82660,17-Dec,184419003,41880236,29633121,3965045,4.403485286
(주)코스메카코리아,241710,16-Dec,165176125,15226288,152174095,12541129,10.84808884
(주)코스메카코리아,241710,17-Dec,182327850,15406012,158226664,11203803,11.83485058
(주)코스온,69110,16-Dec,83065519,24014545,77287333,22374752,3.458967014
(주)코스온,69110,17-Dec,100485580,34134524,85620455,28586427,2.943810788
(주)코썬바이오,204990,16-Dec,28617962,1286801,28617962,1286801,22.23961747
(주)코썬바이오,204990,17-Dec,25656055,2511908,21885626,1508483,10.21377176
(주)코아시아,45970,16-Dec,396061922,37375294,9429026,0,10.59689114
(주)코아시아,45970,17-Dec,424250341,34453238,4759216,0,12.31380171
(주)코아시아옵틱스,196450,16-Dec,39695061,1132314,27291639,1049330,35.05658413
(주)코아시아옵틱스,196450,17-Dec,14231304,756741,11299145,756741,18.80604328
(주)코엔텍,29960,16-Dec,55095779,50163,48583970,50163,1098.335008
(주)코엔텍,29960,17-Dec,61255105,38236,53606953,38236,1602.027016
(주)코원플레이,56000,16-Dec,29984912,4403899,29984912,4403899,6.808719274
(주)코원플레이,56000,17-Dec,30676039,4421995,28767652,0,6.937149183
(주)코이즈,121850,16-Dec,31440808,7792256,28975469,4232155,4.034878731
(주)코이즈,121850,17-Dec,26389826,5370031,21082535,3590135,4.914278148
(주)코콤,15710,16-Dec,113892164,17055663,113892164,17055663,6.677674389
(주)코콤,15710,17-Dec,143089164,13552960,143089164,13552960,10.55777956
(주)코텍,52330,16-Dec,297954883,55285312,297954883,55285312,5.389404025
(주)코텍,52330,17-Dec,327482316,56130020,327482316,56130020,5.834352384
(주)코프라,126600,16-Dec,130126018,17210838,119147770,13390137,7.560702041
(주)코프라,126600,17-Dec,134792885,24379281,121749156,19395700,5.528993451
(주)쿠첸,225650,16-Dec,272618911,19426644,272618911,19426644,14.03324789
(주)쿠첸,225650,17-Dec,237263684,21582708,237263684,21582708,10.99323051
(주)큐로컴,40350,16-Dec,18985337,924879,12319856,880066,20.52737385
(주)큐로컴,40350,17-Dec,12683664,635422,11295570,584683,19.96100859
(주)큐로홀딩스,51780,16-Dec,14592405,3594157,8187689,3594157,4.060035497
(주)큐로홀딩스,51780,17-Dec,15357486,2954586,12621098,2954586,5.197847008
(주)큐리언트,115180,16-Dec,0,0,0,0,#DIV/0!
(주)큐리언트,115180,17-Dec,0,0,0,0,#DIV/0!
(주)큐브엔터테인먼트,182360,16-Dec,19465306,0,19026988,0,#DIV/0!
(주)큐브엔터테인먼트,182360,17-Dec,24416090,0,23463431,0,#DIV/0!
(주)큐에스아이,66310,16-Dec,22020600,7728912,22020600,5611600,2.84912029
(주)큐에스아이,66310,17-Dec,22628424,7062245,22628380,4949677,3.204140326
(주)크레버스,96240,16-Dec,138574465,2105794,71583840,574466,65.80627782
(주)크레버스,96240,17-Dec,147363632,2268266,73090572,702711,64.96752674
(주)크린앤사이언스,45520,16-Dec,59971176,7622226,59675152,7451249,7.867934643
(주)크린앤사이언스,45520,17-Dec,77107947,12053667,76754464,11854120,6.39705303
(주)클라우드에어,36170,16-Dec,17665255,1423506,16757319,1423506,12.40968075
(주)클라우드에어,36170,17-Dec,16593462,1577694,15570249,1577694,10.51754142
(주)클래시스,214150,16-Dec,0,0,,,#DIV/0!
(주)클래시스,214150,17-Dec,34868166,5089172,34629233,4939855,6.851441846
(주)클리오,237880,16-Dec,193589949,21585758,196437347,18765604,8.968410977
(주)클리오,237880,17-Dec,193680144,22944435,190599980,18482774,8.441268831
(주)키이스트,54780,16-Dec,93247807,39758,25549279,8723,2345.384753
(주)키이스트,54780,17-Dec,106170053,11719,21429057,8218,9059.65125
(주)타이거일렉,219130,16-Dec,28000475,4881578,28000475,4881578,5.735947474
(주)타이거일렉,219130,17-Dec,33444169,5523805,33444169,5523805,6.054552795
(주)탑엔지니어링,65130,16-Dec,161030823,6329315,150212268,4014579,25.44206174
(주)탑엔지니어링,65130,17-Dec,176055995,56860537,151177787,5698785,3.096277388
(주)탑코미디어,134580,16-Dec,77354544,11829756,77287004,11829756,6.538980517
(주)탑코미디어,134580,17-Dec,47048592,15058731,47048592,15058731,3.12433976
(주)태광,23160,16-Dec,244778890,125254745,244778890,125254745,1.95424844
(주)태광,23160,17-Dec,184151389,117535920,184151389,117535920,1.5667669
(주)태양,53620,16-Dec,148160527,8010448,147772079,8010448,18.49591022
(주)태양,53620,17-Dec,157569823,8161076,157274649,8161076,19.30748139
(주)태웅,44490,16-Dec,321984454,85946540,321984454,85946540,3.746334105
(주)태웅,44490,17-Dec,304366834,98717180,304366834,98717180,3.083220509
(주)테라젠이텍스,66700,16-Dec,101283309,15822346,60237425,10080019,6.401282654
(주)테라젠이텍스,66700,17-Dec,107591869,15870282,66010923,9493698,6.7794554
(주)테스,95610,16-Dec,178907934,24207189,178135030,24207189,7.39069431
(주)테스,95610,17-Dec,275790382,54214349,275184465,54214349,5.087036681
(주)테크윙,89030,16-Dec,141979322,34158348,133889168,32861420,4.156504349
(주)테크윙,89030,17-Dec,222772282,50558217,185196624,48684912,4.406252736
(주)텔레칩스,54450,16-Dec,100969671,16174148,100889973,16174148,6.242657789
(주)텔레칩스,54450,17-Dec,122666738,24731427,122345980,24731427,4.959953908
(주)텔레필드,91440,16-Dec,43098885,18197208,43098885,17407597,2.368433938
(주)텔레필드,91440,17-Dec,37433073,19765978,32656208,18981361,1.893813349
(주)텔콘알에프제약,200230,16-Dec,29840249,3936117,22065967,2397833,7.581138721
(주)텔콘알에프제약,200230,17-Dec,41774342,3450241,29704739,2076134,12.10765915
(주)토박스코리아,215480,16-Dec,0,0,,,#DIV/0!
(주)토박스코리아,215480,17-Dec,30535280,7953429,30535280,7953429,3.839259771
(주)토비스,51360,16-Dec,454454017,64799514,455566497,64203470,7.013231874
(주)토비스,51360,17-Dec,522718329,54239082,523988615,49287522,9.637300443
(주)토탈소프트뱅크,45340,16-Dec,9419277,19495,9419277,19495,483.1637343
(주)토탈소프트뱅크,45340,17-Dec,9746423,21947,9746423,21947,444.0890782
(주)톱텍,108230,16-Dec,392662456,93279267,387475224,91394630,4.209536252
(주)톱텍,108230,17-Dec,1138438650,29323718,1136587156,25568670,38.82313457
(주)투비소프트,79970,16-Dec,39181813,0,34807407,0,#DIV/0!
(주)투비소프트,79970,17-Dec,39454565,3443093,30895429,2000000,11.45904714
(주)트루윈,105550,16-Dec,33228923,3675609,33228923,3675609,9.040385688
(주)트루윈,105550,17-Dec,35388139,3075043,35388139,3075043,11.50817696
(주)특수건설,26150,16-Dec,138116060,4676187,138116060,4676187,29.53604293
(주)특수건설,26150,17-Dec,131132091,8115437,128027954,8115437,16.15835241
(주)티비씨,33830,16-Dec,38827003,2942,38513717,0,13197.48572
(주)티비씨,33830,17-Dec,42211580,2752,41921451,0,15338.51017
(주)티사이언티픽,57680,16-Dec,29775243,0,29775243,0,#DIV/0!
(주)티사이언티픽,57680,17-Dec,44382402,0,44382402,0,#DIV/0!
(주)티씨엠생명과학,228180,16-Dec,1740083,378008,1740083,378008,4.603296756
(주)티씨엠생명과학,228180,17-Dec,2513565,311400,2513565,311400,8.071820809
(주)티씨케이,64760,16-Dec,89446645,13621595,89446645,13621595,6.566532407
(주)티씨케이,64760,17-Dec,130310060,18315307,130310060,18315307,7.114817131
(주)티에스넥스젠,43220,16-Dec,32850567,2923123,18536385,785138,11.23817472
(주)티에스넥스젠,43220,17-Dec,37440454,3179269,23192844,2540942,11.77643477
(주)티에스이,131290,16-Dec,126712203,22624651,61654193,9347793,5.600625751
(주)티에스이,131290,17-Dec,185749435,22697079,101235629,9767495,8.183847578
(주)티에스트릴리온,284610,16-Dec,0,0,,,#DIV/0!
(주)티에스트릴리온,284610,17-Dec,0,0,,,#DIV/0!
(주)티엘아이,62860,16-Dec,77429304,9092895,72365334,8888648,8.515363259
(주)티엘아이,62860,17-Dec,67241628,14033072,63190870,13658245,4.791654172
(주)티케이케미칼,104480,16-Dec,612392890,102120777,612392890,102120777,5.99675118
(주)티케이케미칼,104480,17-Dec,714390502,72900343,714390502,72900343,9.799549256
(주)티플랙스,81150,16-Dec,100401651,23621060,100401651,23621060,4.250514202
(주)티플랙스,81150,17-Dec,117694298,27526568,117694298,27526568,4.275661899
(주)티피씨,130740,16-Dec,54390115,5569473,50731367,4866196,9.765756114
(주)티피씨,130740,17-Dec,51592715,7082190,45175625,6462855,7.284853273
(주)티피씨메카트로닉스,48770,16-Dec,92337671,16379489,74444535,11751320,5.637396319
(주)티피씨메카트로닉스,48770,17-Dec,101897097,18640817,86574975,14340269,5.466342865
(주)파나진,46210,16-Dec,6961089,1596800,6961089,1596800,4.359399424
(주)파나진,46210,17-Dec,7394731,1199463,7394731,1199463,6.165034686
(주)파라다이스,34230,16-Dec,694856269,2402758,520751140,219622,289.1911166
(주)파라다이스,34230,17-Dec,668041930,5373339,391971788,228754,124.3252901
(주)파라텍,33540,16-Dec,226852268,9112084,226669028,8618590,24.89576128
(주)파라텍,33540,17-Dec,259716264,9993757,259209218,9635261,25.98785062
(주)파루,43200,16-Dec,105658078,15278174,102105486,14431698,6.915622116
(주)파루,43200,17-Dec,28869599,9699156,24726561,9032527,2.976506306
(주)파마리서치,214450,16-Dec,45953115,5445415,45566681,5064789,8.438863705
(주)파마리서치,214450,17-Dec,54469758,5118590,53554110,4907733,10.64155519
(주)파버나인,177830,16-Dec,76984704,6198310,77543415,5875971,12.42027327
(주)파버나인,177830,17-Dec,106136238,7923749,104275909,7237273,13.39469966
(주)파세코,37070,16-Dec,101953271,18613045,101953271,18613045,5.477517032
(주)파세코,37070,17-Dec,121285465,17435928,121285465,17435928,6.956065946
(주)파수,150900,16-Dec,21443571,0,21164807,0,#DIV/0!
(주)파수,150900,17-Dec,29288075,0,29207523,0,#DIV/0!
(주)파워로직스,47310,16-Dec,545479982,34549688,454209210,7152532,15.78827519
(주)파워로직스,47310,17-Dec,705665350,49608636,685227802,9714466,14.2246473
(주)파이오링크,170790,16-Dec,35813842,3281602,28675652,3230596,10.91352394
(주)파이오링크,170790,17-Dec,29431876,3176065,18643859,3147387,9.266773822
(주)파인넥스,123260,16-Dec,14033559,7366662,12554438,5057670,1.905009216
(주)파인넥스,123260,17-Dec,19302857,6196225,17405689,4014165,3.115260824
(주)파인디앤씨,49120,16-Dec,177666099,14493239,57180845,6005526,12.25855028
(주)파인디앤씨,49120,17-Dec,159356867,10904345,60306603,7235255,14.61407054
(주)파인디지털,38950,16-Dec,78001533,16083104,62721692,15889414,4.849905404
(주)파인디지털,38950,17-Dec,76035318,10893528,57353157,10200436,6.979861621
(주)파인테크닉스,106240,16-Dec,216325021,44250506,189787081,41217699,4.888645138
(주)파인테크닉스,106240,17-Dec,174995498,16647917,149753568,13886996,10.51155517
(주)파인텍,131760,16-Dec,153717014,17289437,40940978,855774,8.890805062
(주)파인텍,131760,17-Dec,122257345,7518258,85675115,1210890,16.2613926
(주)파커스,65690,16-Dec,63854994,9569638,54150205,7886934,6.67266557
(주)파커스,65690,17-Dec,64532486,11721845,56470890,8866568,5.505318147
(주)파크시스템스,140860,16-Dec,24452140,5202226,20843230,5193611,4.700322516
(주)파크시스템스,140860,17-Dec,32882240,9387105,28149184,9242138,3.502915968
(주)파트론,91700,16-Dec,791415721,63913217,763823136,43886010,12.38266134
(주)파트론,91700,17-Dec,791339853,79724677,756897567,60885636,9.925908549
(주)파티게임즈,194510,16-Dec,31448344,0,24871599,0,#DIV/0!
(주)파티게임즈,194510,17-Dec,30536425,0,25902769,0,#DIV/0!
(주)팍스넷,38160,16-Dec,22243187,0,22243187,0,#DIV/0!
(주)팍스넷,38160,17-Dec,18312104,0,18312104,0,#DIV/0!
(주)팜스토리,27710,16-Dec,900486838,110331274,382664933,41732212,8.161664462
(주)팜스토리,27710,17-Dec,838555170,107947269,410529529,44190631,7.768192542
(주)팬스타엔터프라이즈,54300,16-Dec,28083159,2440387,28083159,2440387,11.5076662
(주)팬스타엔터프라이즈,54300,17-Dec,33523260,3304906,33523260,3304906,10.14348366
(주)팬엔터테인먼트,68050,16-Dec,35328272,740761,35051322,740761,47.69186283
(주)팬엔터테인먼트,68050,17-Dec,42340810,513785,42144570,513785,82.40958767
(주)팬젠,222110,16-Dec,1461475,689,1461475,689,2121.153846
(주)팬젠,222110,17-Dec,2372816,25356,2372816,25356,93.58005995
(주)펄어비스,263750,17-Jun,92730435,0,77696625,0,#DIV/0!
(주)펩트론,87010,16-Dec,3130705,237244,3130705,237244,13.19613984
(주)펩트론,87010,17-Dec,3215384,485906,3215384,485906,6.617296349
(주)포메탈,119500,16-Dec,45817287,4044717,45817287,4044717,11.32768671
(주)포메탈,119500,17-Dec,54017360,5069645,54017360,5069645,10.6550577
(주)포스코아이씨티,22100,16-Dec,866893881,3413353,838257963,2627784,253.9713534
(주)포스코아이씨티,22100,17-Dec,950592313,1084862,918344970,539668,876.2333947
(주)포스코엠텍,9520,16-Dec,266528977,10845146,259048105,10584032,24.57587726
(주)포스코엠텍,9520,17-Dec,257832361,13507831,257832361,13507831,19.08762117
(주)포스코케미칼,3670,16-Dec,1117704662,56241244,1076455299,55285049,19.87339864
(주)포스코케미칼,3670,17-Dec,1197158861,98587164,1163917966,97389410,12.14315142
(주)포인트엔지니어링,256630,16-Dec,0,0,,,#DIV/0!
(주)포인트엔지니어링,176560,16-Dec,0,0,,,#DIV/0!
(주)포인트엔지니어링,256630,17-Dec,0,0,,,#DIV/0!
(주)포인트엔지니어링,176560,17-Dec,49508498,2242550,46872412,2052613,22.07687588
(주)폴라리스세원,234100,16-Dec,42352120,2100143,42352120,2100143,20.16630296
(주)폴라리스세원,234100,17-Dec,45390977,2507950,45390977,2507950,18.0988365
(주)폴라리스오피스,41020,16-Dec,13194593,0,8723130,0,#DIV/0!
(주)폴라리스오피스,41020,17-Dec,15224908,0,13315702,0,#DIV/0!
(주)폴라리스우노,114630,16-Dec,38998431,8360047,38440367,5960063,4.664857865
(주)폴라리스우노,114630,17-Dec,38766479,8506137,37607785,5324634,4.557471741
(주)푸드웰,5670,16-Dec,108214044,22704233,69370614,15813300,4.766249712
(주)푸드웰,5670,17-Dec,116866660,20837197,72828019,14877106,5.608559539
(주)푸른기술,94940,16-Dec,19016678,4979909,19016678,4979909,3.818679819
(주)푸른기술,94940,17-Dec,21527372,4119287,21527372,4119287,5.225994693
(주)퓨전,195440,16-Dec,28215569,5289007,28215569,5289007,5.334757356
(주)퓨전,195440,17-Dec,24697704,5882461,24697704,5882461,4.198532553
(주)퓨쳐켐,220100,16-Dec,1625312,700268,1625312,700268,2.32098568
(주)퓨쳐켐,220100,17-Dec,2998387,1205112,2442796,1205112,2.488056712
(주)프럼파스트,35200,16-Dec,45347132,5363785,37219125,4312090,8.454315749
