회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),재고자산(*)(IFRS연결),매출액(수익)(*)(IFRS),재고자산(*)(IFRS),재고자산회전률
(주)시노펙스,25320,17-Dec,181187121,11424957,130717223,1850770,15.85888866
(주)시스웍,269620,16-Dec,24293569,2748725,24177526,2530011,8.838122766
(주)시스웍,269620,17-Dec,31381567,1546518,30441340,1379524,20.29175671
(주)시큐브,131090,16-Dec,15151907,829,15144604,829,18277.33052
(주)시큐브,131090,17-Dec,15259224,1328,15173425,1328,11490.37952
(주)시티랩스,139050,16-Dec,37514190,2872294,36297715,0,13.06070688
(주)시티랩스,139050,17-Dec,49340104,3753588,30345343,0,13.14478414
(주)신진에스엠,138070,16-Dec,49757132,20784056,38473668,11701559,2.394004905
(주)신진에스엠,138070,17-Dec,56975933,22660695,43813246,12990505,2.514306512
(주)신화콘텍,187270,16-Dec,35206911,6732589,35696476,5729638,5.229327232
(주)신화콘텍,187270,17-Dec,55347069,7219000,54676039,4709189,7.666860923
(주)심텍,222800,16-Dec,792025672,95884683,763387057,90430478,8.260189711
(주)심텍,222800,17-Dec,811565475,130611042,768547060,100207673,6.213605393
(주)심텍홀딩스,36710,16-Dec,789990045,97431694,3706416,0,8.108142357
(주)심텍홀딩스,36710,17-Dec,812440662,131167224,3312567,0,6.193930444
(주)싸이맥스,160980,16-Dec,73175922,13143365,73175922,13143365,5.567518059
(주)싸이맥스,160980,17-Dec,164085573,19525190,162316317,19510045,8.403788798
(주)썬테크놀로지스,122800,16-Dec,25054557,6574014,25054557,6574014,3.811150539
(주)썬테크놀로지스,122800,17-Dec,15229793,6020033,15229793,6020033,2.529852079
(주)썸에이지,208640,16-Dec,6052265,0,6014041,0,#DIV/0!
(주)썸에이지,208640,17-Dec,3554861,0,3169449,0,#DIV/0!
(주)쎄노텍,222420,16-Dec,40158048,13192825,40158048,13192825,3.043930925
(주)쎄노텍,222420,17-Dec,40468377,15123466,40468377,15123466,2.675866564
(주)쎄니트,37760,16-Dec,115747171,9901556,64290579,8966949,11.68979613
(주)쎄니트,37760,17-Dec,126227417,9807343,71397755,8806126,12.87070484
(주)쎄트렉아이,99320,16-Dec,34238374,3589241,29629299,3589241,9.539168309
(주)쎄트렉아이,99320,17-Dec,42762139,2228995,37505777,2228995,19.18449301
(주)쎌바이오텍,49960,16-Dec,58275831,2052900,56495597,1995383,28.38707731
(주)쎌바이오텍,49960,17-Dec,61056741,2810037,58870734,2764048,21.72809148
(주)쏠리드,50890,16-Dec,291489405,56429413,168360838,21290672,5.165557987
(주)쏠리드,50890,17-Dec,259308877,38874409,169279702,19184006,6.670426218
(주)씨씨에스충북방송,66790,16-Dec,20908297,0,20916836,0,#DIV/0!
(주)씨씨에스충북방송,66790,17-Dec,21259587,0,21263187,0,#DIV/0!
(주)씨에스,65770,16-Dec,48504592,6489585,48436321,6489585,7.474220925
(주)씨에스,65770,17-Dec,43330916,3181218,43326430,3181218,13.62085717
(주)씨에스에이코스믹,83660,16-Dec,34487398,4078798,34487398,4078798,8.455284621
(주)씨에스에이코스믹,83660,17-Dec,31466024,4332024,30497697,4268182,7.263584874
(주)씨엔플러스,115530,16-Dec,24797770,1827299,24036246,914407,13.57072378
(주)씨엔플러스,115530,17-Dec,28849965,3142272,26853889,2992370,9.181243699
(주)씨엠에스에듀,225330,16-Dec,56033587,371158,54227208,371158,150.9696329
(주)씨엠에스에듀,225330,17-Dec,63999760,451199,61922125,451199,141.8437541
(주)씨유메디칼시스템,115480,16-Dec,54576580,11897529,50583903,10305541,4.58721975
(주)씨유메디칼시스템,115480,17-Dec,58347211,13199219,55088654,11213725,4.420504804
(주)씨제이이엔엠,35760,16-Dec,2208596188,62168237,1095911240,35603793,35.52611904
(주)씨제이이엔엠,35760,17-Dec,2260006796,76441757,1136458706,43123246,29.56508177
(주)씨젠,96530,16-Dec,73693589,13591758,58186498,10536939,5.4219321
(주)씨젠,96530,17-Dec,87662545,19301950,70031261,16781521,4.541641907
(주)씨티네트웍스,189540,16-Dec,0,0,,,#DIV/0!
(주)씨티네트웍스,189540,17-Dec,0,0,,,#DIV/0!
(주)씨티씨바이오,60590,16-Dec,123145793,29185914,93553652,25090676,4.219357084
(주)씨티씨바이오,60590,17-Dec,130558989,32287857,91354880,24226931,4.043594129
(주)씨티케이,260930,16-Dec,133888368,4434260,133888368,4434260,30.19407252
(주)씨티케이,260930,17-Dec,112990498,3877913,112990498,3877913,29.13693474
(주)아가방앤컴퍼니,13990,16-Dec,150255367,36622612,142243066,31027990,4.102803126
(주)아가방앤컴퍼니,13990,17-Dec,140860568,37317720,134128796,32097235,3.774629533
(주)아나패스,123860,16-Dec,99299891,15258760,99299891,15258760,6.507730051
(주)아나패스,123860,17-Dec,87058623,6060868,87058623,6060868,14.36405198
(주)아난티,25980,16-Dec,134925438,46920773,40949167,5296266,2.875601346
(주)아난티,25980,17-Dec,150455721,22958952,39910347,983211,6.553248641
(주)아리온테크놀로지,58220,16-Dec,46037493,8546286,42631874,8546286,5.386842074
(주)아리온테크놀로지,58220,17-Dec,51742898,5885278,40595527,5885278,8.791920789
(주)아모텍,52710,16-Dec,295988037,31978074,266596340,25342752,9.25596823
(주)아모텍,52710,17-Dec,315448056,48792618,288584654,42244760,6.465077484
(주)아미노로직스,74430,16-Dec,16365960,7778028,16365960,7778028,2.104127164
(주)아미노로직스,74430,17-Dec,16835420,5528058,16835420,5528058,3.045449234
(주)아바코,83930,16-Dec,199678325,5206051,199612659,5035973,38.35504589
(주)아바코,83930,17-Dec,186078757,2276944,185505840,2197702,81.72302744
(주)아바텍,149950,16-Dec,78863764,1667392,78863764,1667392,47.29767445
(주)아바텍,149950,17-Dec,95628780,1227287,95628780,1227287,77.9188405
(주)아스타,246720,16-Dec,239586,877194,239586,877194,0.273127723
(주)아스타,246720,17-Dec,1033962,1481927,2073930,1481927,0.69771453
(주)아스트,67390,16-Dec,87889701,45985571,90103341,45985571,1.911245182
(주)아스트,67390,17-Dec,97205917,71450996,92788560,52276767,1.360455731
(주)아시아경제,127710,16-Dec,60334065,80375,33960861,50016,750.6571073
(주)아시아경제,127710,17-Dec,54258166,49929,35016236,11834,1086.706443
(주)아우딘퓨쳐스,227610,16-Dec,56780137,4443779,56780137,4443779,12.77744393
(주)아우딘퓨쳐스,227610,17-Dec,51015104,6219066,51015104,6219066,8.20301698
(주)아이디스,143160,16-Dec,129510825,24145480,106710351,17020284,5.363770983
(주)아이디스,143160,17-Dec,95158879,17536910,93642353,16579176,5.426205586
(주)아이디스홀딩스,54800,16-Dec,441398463,83328595,10135284,0,5.297082748
(주)아이디스홀딩스,54800,17-Dec,438219714,103380273,10190466,0,4.238910396
(주)아이센스,99190,16-Dec,132468197,31595161,124070742,24988593,4.192673587
(주)아이센스,99190,17-Dec,156963801,29093932,137479379,24113411,5.395070044
(주)아이씨디,40910,16-Dec,230909154,15129226,230909154,15129226,15.26245652
(주)아이씨디,40910,17-Dec,311847748,14331248,311847748,14331248,21.75998545
(주)아이앤씨테크놀로지,52860,16-Dec,30300574,4075787,28428226,2417325,7.434287906
(주)아이앤씨테크놀로지,52860,17-Dec,42928877,9037615,41339721,7259120,4.750022766
(주)아이에스시,95340,16-Dec,93636334,10190530,80255704,8098781,9.188563696
(주)아이에스시,95340,17-Dec,114082893,9764379,98990640,7267632,11.68357896
(주)아이에스이커머스,69920,16-Dec,78625907,15389767,24598502,2463711,5.10897319
(주)아이에스이커머스,69920,17-Dec,36484877,397114,36484877,397114,91.87507114
(주)아이에이,38880,16-Dec,75870439,5397318,55964170,3364127,14.05706297
(주)아이에이,38880,17-Dec,60756810,6339168,43547754,3857540,9.584350817
(주)아이엠,101390,16-Dec,192429817,15196354,153657473,2838851,12.66289381
(주)아이엠,101390,17-Dec,249371615,13403216,232605382,1433686,18.60535673
(주)아이엠비씨,52220,16-Dec,67239151,0,60344209,0,#DIV/0!
(주)아이엠비씨,52220,17-Dec,57402132,0,50649210,0,#DIV/0!
(주)아이엠텍,226350,16-Dec,81087813,5585921,81087813,5585921,14.51646255
(주)아이엠텍,226350,17-Dec,69006125,7505078,69006125,7505078,9.194591315
(주)아이오케이컴퍼니,78860,16-Dec,13482393,0,13482393,0,#DIV/0!
(주)아이오케이컴퍼니,78860,17-Dec,18379991,517182,18156364,496158,35.53872911
(주)아이윈,90150,16-Dec,105799217,19069862,87644016,10521854,5.547980211
(주)아이윈,90150,17-Dec,97190531,17353457,88397474,10215877,5.60064378
(주)아이윈플러스,123010,16-Dec,28780467,1965487,28780467,1965487,14.64291903
(주)아이윈플러스,123010,17-Dec,14183309,1658081,14183309,1658081,8.554050737
(주)아이즈비전,31310,16-Dec,159805659,17169633,38153741,707629,9.307459222
(주)아이즈비전,31310,17-Dec,167068035,24360601,27539736,1218271,6.858124518
(주)아이컴포넌트,59100,16-Dec,53616520,5161911,53616520,5161911,10.38695165
(주)아이컴포넌트,59100,17-Dec,24520294,4986681,24520294,4986681,4.917157123
(주)아이톡시,52770,16-Dec,37422701,0,37422701,0,#DIV/0!
(주)아이톡시,52770,17-Dec,21083673,0,21083673,0,#DIV/0!
(주)아이티센,124500,16-Dec,273654423,8944726,141084763,3041754,30.59394139
(주)아이티센,124500,17-Dec,311549095,9647472,154028752,1614764,32.29334016
(주)아이티엑스에이아이,99520,16-Dec,24517261,5476180,24517261,5476180,4.477073617
(주)아이티엑스에이아이,99520,17-Dec,31094349,7666687,31094349,7666687,4.055773896
(주)아즈텍더블유비이,32080,16-Dec,52568059,22022047,52568059,22022047,2.387065063
(주)아즈텍더블유비이,32080,17-Dec,34436524,23532789,34436524,23532789,1.463342233
(주)아진엑스텍,59120,16-Dec,17565366,3450613,17565366,3450613,5.090505948
(주)아진엑스텍,59120,17-Dec,30704497,9029096,30704497,9029096,3.400616961
(주)아프리카티비,67160,16-Dec,79830292,0,78984486,0,#DIV/0!
(주)아프리카티비,67160,17-Dec,94552465,0,94003216,0,#DIV/0!
(주)안랩,53800,16-Dec,142879622,5302494,140810131,5242515,26.9457395
(주)안랩,53800,17-Dec,150259297,2898326,147618546,2838860,51.84347689
(주)안트로젠,65660,16-Dec,4896068,420886,4896068,420886,11.63276517
(주)안트로젠,65660,17-Dec,5357319,553905,5357319,553905,9.671909443
(주)알로이스,271400,16-Dec,0,0,,,#DIV/0!
(주)알로이스,271400,17-Dec,0,0,,,#DIV/0!
(주)알에프세미,96610,16-Dec,64179251,20910199,60033005,19555425,3.069279781
(주)알에프세미,96610,17-Dec,62185137,22479079,60373884,20859400,2.766356086
(주)알에프텍,61040,16-Dec,321992443,28285725,159514610,6913474,11.38356691
(주)알에프텍,61040,17-Dec,287143154,27336497,133329132,6507241,10.50402157
(주)알엔투테크놀로지,148250,16-Dec,12040103,1573615,12040103,1573615,7.651238073
(주)알엔투테크놀로지,148250,17-Dec,14390958,2869081,14390958,2869081,5.015877209
(주)알테오젠,196170,16-Dec,6843720,195069,2334238,0,35.08358581
(주)알테오젠,196170,17-Dec,12104356,216147,2469485,0,56.00057368
(주)알톤스포츠,123750,16-Dec,52560248,26999352,52367346,16006383,1.946722573
(주)알톤스포츠,123750,17-Dec,43446206,18107109,42617058,9871191,2.399400479
(주)알티캐스트,85810,16-Dec,65415904,0,59423299,0,#DIV/0!
(주)알티캐스트,85810,17-Dec,70643136,0,62148556,0,#DIV/0!
(주)알파홀딩스,117670,16-Dec,56639827,33864,56641148,33864,1672.567535
(주)알파홀딩스,117670,17-Dec,69995825,377215,69674265,218351,185.5594952
(주)액션스퀘어,205500,16-Dec,3958085,0,3958085,0,#DIV/0!
(주)액션스퀘어,205500,17-Dec,9402123,0,9402123,0,#DIV/0!
(주)액토즈소프트,52790,16-Dec,72386383,0,36063675,0,#DIV/0!
(주)액토즈소프트,52790,17-Dec,55399431,0,34798015,0,#DIV/0!
(주)앤디포스,238090,16-Dec,70582568,3244083,70582568,3244083,21.75732495
(주)앤디포스,238090,17-Dec,52344188,3840680,52344188,3840680,13.62888551
(주)앤씨앤,92600,16-Dec,64056482,10504195,60989966,9835694,6.098180965
(주)앤씨앤,92600,17-Dec,53399310,10366314,41222922,8860155,5.151234084
(주)야스,255440,16-Dec,82981673,1134495,82981673,1134495,73.14415048
(주)야스,255440,17-Dec,86546664,3603552,86244464,3603552,24.01704318
(주)어스앤에어로스페이스,263540,16-Dec,28814071,5103399,28814071,5103399,5.646054914
(주)어스앤에어로스페이스,263540,17-Dec,30086064,11002105,30086064,11002105,2.734573429
(주)얼라인드제네틱스,238120,16-Dec,4711534,1710914,4478562,1515369,2.753811121
(주)얼라인드제네틱스,238120,17-Dec,5636108,1358546,4975639,1176184,4.148632435
(주)에너토크,19990,16-Dec,26023692,5148118,26023692,5148118,5.054991358
(주)에너토크,19990,17-Dec,24468473,5474000,24468473,5474000,4.469943917
(주)에스디생명공학,217480,16-Dec,104692209,11791844,102027854,6387986,8.878357702
(주)에스디생명공학,217480,17-Dec,127402379,24051549,102299024,13507383,5.297055046
(주)에스디시스템,121890,16-Dec,63561565,7109750,63561565,7109750,8.940056261
(주)에스디시스템,121890,17-Dec,55362066,6193603,55362066,6193603,8.938588088
(주)에스마크,30270,16-Dec,28428152,2764517,25081505,2528643,10.28322561
(주)에스마크,30270,17-Dec,17074815,5079056,9315882,3272576,3.361808769
(주)에스비에스콘텐츠허브,46140,16-Dec,257673244,0,257673244,0,#DIV/0!
(주)에스비에스콘텐츠허브,46140,17-Dec,197964758,0,178248870,0,#DIV/0!
(주)에스씨디,42110,16-Dec,134535550,13530906,131572665,9298446,9.942833835
(주)에스씨디,42110,17-Dec,146294275,16102935,141249252,11506011,9.084944763
(주)에스아이리소스,65420,16-Dec,25212000,460782,13410932,9608,54.715679
(주)에스아이리소스,65420,17-Dec,33368170,648808,17472745,9608,51.42996079
(주)에스앤더블류,103230,16-Dec,42197864,12219467,42197864,12219467,3.453330984
(주)에스앤더블류,103230,17-Dec,32736658,11097983,32736658,11097983,2.949784479
(주)에스앤에스텍,101490,16-Dec,54012868,7593004,54012868,7593004,7.113504484
(주)에스앤에스텍,101490,17-Dec,53899317,8282231,53899317,8282231,6.50782585
(주)에스에너지,95910,16-Dec,304638920,12160006,281185930,8805892,25.0525304
(주)에스에너지,95910,17-Dec,231105250,12905831,198474507,4864920,17.9070414
(주)에스에이엠티,31330,16-Dec,1063479333,87321751,1063479333,87321751,12.17885946
(주)에스에이엠티,31330,17-Dec,1212024348,68290213,1212024348,68290213,17.74814127
(주)에스에이티,158300,16-Dec,24311212,409584,24189360,409584,59.35586351
(주)에스에이티,60540,16-Dec,84693323,8147546,29815304,1802185,10.39494874
(주)에스에이티,60540,17-Dec,97309966,11238975,43531527,748117,8.65825985
(주)에스에이티,158300,17-Dec,25545359,416748,25498196,416748,61.29689645
(주)에스에프씨,112240,16-Dec,47400350,9608068,47400350,9608068,4.933390355
(주)에스에프씨,112240,17-Dec,44615639,18893595,43856578,18893595,2.361416078
(주)에스에프에이,56190,16-Dec,1319748301,39695510,849971815,2028052,33.24679041
(주)에스에프에이,56190,17-Dec,1920384917,28526442,1313864576,4350026,67.31946862
(주)에스에프에이반도체,36540,16-Dec,429214599,35076587,269659372,15478391,12.23649835
(주)에스에프에이반도체,36540,17-Dec,449558231,22750729,293000759,8843662,19.76016817
(주)에스엘바이오닉스,214310,16-Dec,59330985,3620382,59174840,3620382,16.38804552
(주)에스엘바이오닉스,214310,17-Dec,48020218,2975594,47652516,2975594,16.13802757
(주)에스엠라이프디자인그룹,63440,16-Dec,11371357,327422,11371357,327422,34.72997233
(주)에스엠라이프디자인그룹,63440,17-Dec,33280384,246936,31503168,246936,134.7733178
(주)에스엠엔터테인먼트,41510,16-Dec,349870229,11209998,202127701,4615566,31.21055231
(주)에스엠엔터테인먼트,41510,17-Dec,365386504,8628752,216128551,3991998,42.34523185
(주)에스엠컬처앤콘텐츠,48550,16-Dec,95394112,0,90041933,0,#DIV/0!
(주)에스엠컬처앤콘텐츠,48550,17-Dec,88565311,0,50524355,0,#DIV/0!
(주)에스엠코어,7820,16-Dec,50388628,341848,48819058,341848,147.400681
(주)에스엠코어,7820,17-Dec,72414808,2326665,71252475,2326665,31.12386527
(주)에스제이케이,80440,16-Dec,12908475,1618030,12303668,1599654,7.97789596
(주)에스제이케이,80440,17-Dec,8771196,867468,7883807,864631,10.11126174
(주)에스지엔지,40610,16-Dec,1199996426,121749043,48507191,2396184,9.856310953
(주)에스지엔지,40610,17-Dec,1217586997,122436942,55141217,3782402,9.944604766
(주)에스코넥,96630,16-Dec,334554748,12142396,190637159,1844890,27.55261383
(주)에스코넥,96630,17-Dec,365629927,19328342,129165691,4173858,18.91677657
(주)에스텍파마,41910,16-Dec,43397040,14679504,43385843,14679504,2.956301521
(주)에스텍파마,41910,17-Dec,38213541,14017171,38174581,14017171,2.726194965
(주)에스티아이,39440,16-Dec,180384449,3582077,177369440,3112398,50.35750181
(주)에스티아이,39440,17-Dec,287012566,7415831,282967159,6716399,38.7026843
(주)에스티오,98660,16-Dec,100535861,37545930,98811339,37188077,2.677676675
(주)에스티오,98660,17-Dec,90839468,34393972,89586610,33685934,2.641145024
(주)에스티큐브,52020,16-Dec,15263722,145398,15263722,145398,104.9788993
(주)에스티큐브,52020,17-Dec,8460728,627669,8460728,627669,13.47960151
(주)에스폴리텍,50760,16-Dec,117696775,10527077,117274954,10409580,11.18038512
(주)에스폴리텍,50760,17-Dec,122283422,9612496,122209735,9522897,12.72129757
(주)에스피지,58610,16-Dec,152272422,55644338,133513413,31716118,2.736530391
(주)에스피지,58610,17-Dec,295751093,60067575,238208029,33017560,4.923639634
(주)에쎈테크,43340,16-Dec,72916738,17602467,72916738,17602467,4.142415833
(주)에쎈테크,43340,17-Dec,66131227,15763445,66131227,15763445,4.195226805
(주)에이디칩스,54630,16-Dec,25298566,3156573,22952939,3156573,8.014567064
(주)에이디칩스,54630,17-Dec,18617247,2840935,18617247,2840935,6.553211179
(주)에이디테크놀로지,200710,16-Dec,22667923,3594106,21413544,3594106,6.306971191
(주)에이디테크놀로지,200710,17-Dec,32204669,3679707,32204669,3679707,8.751965578
(주)에이루트,96690,16-Dec,33960104,3537859,33833694,3537859,9.599055248
(주)에이루트,96690,17-Dec,36658646,4588861,36423753,4588861,7.988615476
(주)에이비프로바이오,195990,16-Dec,49520835,26729746,43802072,19282339,1.852648918
(주)에이비프로바이오,195990,17-Dec,45943801,27058293,24935559,22135687,1.697956371
(주)에이스침대,3800,16-Dec,203651325,25671299,202862486,25094968,7.933035449
(주)에이스침대,3800,17-Dec,206082706,25561239,205743807,25270707,8.062312864
(주)에이스테크놀로지,88800,16-Dec,322117339,60369613,212352035,22706166,5.335752923
(주)에이스테크놀로지,88800,17-Dec,351616055,65077858,258444809,22688479,5.403005966
(주)에이치디,102210,16-Dec,103386065,14723639,55364138,6755149,7.021773965
(주)에이치디,102210,17-Dec,41678313,8276034,27580507,6674078,5.036024864
(주)에이치비테크놀러지,78150,16-Dec,270465702,10465988,270465702,10465988,25.8423478
(주)에이치비테크놀러지,78150,17-Dec,285223838,8474935,285223838,8474935,33.65498827
(주)에이치시티,72990,16-Dec,28240813,35543,27683667,35543,794.5534423
(주)에이치시티,72990,17-Dec,27878325,58815,27209299,58815,474.000255
(주)에이치알에스,36640,16-Dec,56490991,11896096,53857470,11046823,4.748699994
(주)에이치알에스,36640,17-Dec,67720042,13671926,63060204,12892817,4.953218881
(주)에이치엘사이언스,239610,16-Dec,34431546,3105372,34431546,3105372,11.08773635
(주)에이치엘사이언스,239610,17-Dec,40197225,2118766,40197225,2118766,18.97199832
(주)에이치케이,44780,16-Dec,61788534,23232646,54110902,22073198,2.659556471
(주)에이치케이,44780,17-Dec,57186686,22758680,54008598,20289709,2.512741776
(주)에이텍,45660,16-Dec,120049859,9407578,120049859,9407578,12.76097408
(주)에이텍,45660,17-Dec,106326664,6463993,106326664,6463993,16.44906856
(주)에이텍티앤,224110,16-Dec,36048674,1891028,36048674,1891028,19.06300383
(주)에이텍티앤,224110,17-Dec,40937913,18173714,31068764,1905917,2.252589262
(주)에이트원,230980,16-Dec,8281760,0,8281760,0,#DIV/0!
(주)에이트원,230980,17-Dec,8199432,5608852,8199432,0,1.461873481
(주)에이티세미콘,89530,16-Dec,89285903,3627789,89285903,3627789,24.61165823
(주)에이티세미콘,89530,17-Dec,103239769,4478041,103239769,4478041,23.05467257
(주)에이팩트,200470,16-Dec,15878385,0,15878385,0,#DIV/0!
(주)에이팩트,200470,17-Dec,22643454,0,22643454,0,#DIV/0!
(주)에이팸,73070,16-Dec,81686182,10913145,81961409,10699810,7.48511836
(주)에이팸,73070,17-Dec,82326520,11538292,81475836,11252346,7.135069905
(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,15423603,1252924,15427119,1252924,12.31008665
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,11242042,15400,11324491,15400,730.0027273
(주)에치에프알,230240,16-Dec,0,0,,,#DIV/0!
(주)에치에프알,230240,17-Dec,0,0,,,#DIV/0!
(주)에코마케팅,230360,16-Dec,16642127,0,16630255,0,#DIV/0!
(주)에코마케팅,230360,17-Dec,24092472,659684,20194727,0,36.52123138
(주)에코프로,86520,16-Dec,170483368,60581411,72912931,12789446,2.814120127
(주)에코프로,86520,17-Dec,329012475,75677762,40605615,10602536,4.34754499
(주)에프알텍,73540,16-Dec,21932679,1946372,21926802,1946372,11.26849287
(주)에프알텍,73540,17-Dec,23215136,5142815,23253122,5105410,4.514091213
(주)에프앤리퍼블릭,64090,16-Dec,54679135,3583153,17938392,2355364,15.26006146
(주)에프앤리퍼블릭,64090,17-Dec,77374491,7261110,65211588,7261110,10.65601416
(주)에프에스엔,214270,16-Dec,32484436,0,31453004,0,#DIV/0!
(주)에프에스엔,214270,17-Dec,34193103,0,27292458,0,#DIV/0!
(주)에프에스티,36810,16-Dec,112326475,13994833,111881400,13972758,8.026281914
(주)에프에스티,36810,17-Dec,191695210,22037144,191104354,22004292,8.698732014
(주)에프엔씨엔터테인먼트,173940,16-Dec,91417169,1009971,53707136,246951,90.51464745
(주)에프엔씨엔터테인먼트,173940,17-Dec,116687389,992690,53832745,295098,117.546655
(주)에프티이앤이,65160,16-Dec,44902714,10647084,27565193,7229605,4.217372005
(주)에프티이앤이,65160,17-Dec,68502012,10442402,26792353,6766871,6.559986103
(주)엑사이엔씨,54940,16-Dec,164818419,11878259,109044067,4183479,13.87563775
(주)엑사이엔씨,54940,17-Dec,255852212,16319772,184575755,7487450,15.6774379
(주)엑세스바이오인코퍼레이션,950130,16-Dec,32485928,8788073,29762933,6999736,3.696592871
(주)엑세스바이오인코퍼레이션,950130,17-Dec,29464754,12183564,27532808,8916966,2.418401873
(주)엑셈,205100,16-Dec,27549222,0,20122347,0,#DIV/0!
(주)엑셈,205100,17-Dec,33716596,0,24349132,0,#DIV/0!
(주)엑시콘,92870,16-Dec,45115501,9878164,44985040,9878164,4.567194977
(주)엑시콘,92870,17-Dec,67217160,13233180,66441333,13217121,5.079441223
(주)엔에스,217820,16-Dec,29620173,7901970,26837910,7901970,3.748454246
(주)엔에스,217820,17-Dec,42165075,31615613,36244854,31615613,1.333678869
(주)엔에스엔,31860,16-Dec,18771125,2925876,8716713,2421304,6.415557255
(주)엔에스엔,31860,17-Dec,5233309,2144768,5233099,2059962,2.440035006
(주)엔에이치엔벅스,104200,16-Dec,73029718,57724,71391877,0,1265.153454
(주)엔에이치엔벅스,104200,17-Dec,92820905,133029,88654122,80580,697.7494005
(주)엔이능률,53290,16-Dec,53488427,9770482,53488427,9770482,5.474492149
(주)엔이능률,53290,17-Dec,57481263,18090819,57481263,18090819,3.177372069
(주)엔지스테크널러지,208860,16-Dec,3682598,0,3682598,0,#DIV/0!
(주)엔지스테크널러지,208860,17-Dec,3369956,0,3369956,0,#DIV/0!
(주)엔지켐생명과학,183490,16-Dec,21835380,5812025,21835380,5812025,3.756931534
(주)엔지켐생명과학,183490,17-Dec,26133211,6959421,26133211,6959421,3.75508408
(주)엔케이맥스,182400,16-Dec,6875849,4138941,6920544,3869590,1.661258037
(주)엔케이맥스,182400,17-Dec,4829585,4154595,4820171,3912352,1.162468303
(주)엔텔스,69410,16-Dec,56460445,376659,56334262,376659,149.8980377
(주)엔텔스,69410,17-Dec,46939426,339058,46726874,339058,138.4406975
(주)엔투텍,227950,16-Dec,0,0,,,#DIV/0!
(주)엔투텍,227950,17-Dec,0,0,,,#DIV/0!
(주)엔피케이,48830,16-Dec,67437534,4909979,56604521,3890683,13.73479072
(주)엔피케이,48830,17-Dec,73092700,4620884,62636773,3317647,15.81790411
(주)엘디티,96870,16-Dec,7633017,2620368,7633017,2620368,2.912956119
(주)엘디티,96870,17-Dec,9336437,1863698,9336437,1863698,5.009629779
(주)엘아이에스,138690,16-Dec,102985201,32574449,32418639,30053092,3.16153317
(주)엘아이에스,138690,17-Dec,91942892,50561672,76373817,49745207,1.818430609
(주)엘앤에프,66970,16-Dec,249732039,63814523,218851706,55546043,3.913404461
(주)엘앤에프,66970,17-Dec,403019916,84581602,359393986,73807775,4.764865012
(주)엘앤케이바이오메드,156100,16-Dec,34448849,11436308,29225599,5855674,3.012235155
(주)엘앤케이바이오메드,156100,17-Dec,31514425,13178697,21626682,7616248,2.391315697
(주)엘엑스세미콘,108320,16-Dec,610043215,58285294,610042626,58285294,10.46650318
(주)엘엑스세미콘,108320,17-Dec,692761282,61011274,692756756,61011274,11.35464377
(주)엘엠에스,73110,16-Dec,113507609,34555620,92999722,11048837,3.284779987
(주)엘엠에스,73110,17-Dec,143748592,17216123,79786450,13065909,8.349649454
(주)엘오티베큠,83310,16-Dec,124058524,28607184,121033850,26338876,4.336621319
(주)엘오티베큠,83310,17-Dec,200745090,18985835,193098291,16616591,10.57341381
(주)엘피케이로보틱스,183350,16-Dec,24230548,3648620,24230548,3648620,6.641017152
(주)엘피케이로보틱스,183350,17-Dec,25030893,4008543,25030893,4008543,6.244386801
(주)엠게임,58630,16-Dec,30503898,0,30503898,0,#DIV/0!
(주)엠게임,58630,17-Dec,27544247,0,27544247,0,#DIV/0!
(주)엠디에스테크,86960,16-Dec,150281101,12644803,112362709,7793384,11.88481157
(주)엠디에스테크,86960,17-Dec,148934255,14067871,110549246,7299651,10.58683684
(주)엠씨넥스,97520,16-Dec,412481617,53849896,399262755,19270764,7.65984055
(주)엠씨넥스,97520,17-Dec,668465044,56741568,625604516,17678641,11.78087014
(주)엠앤씨생명과학,225860,16-Dec,0,0,,,#DIV/0!
(주)엠앤씨생명과학,225860,17-Dec,0,0,,,#DIV/0!
(주)엠에스씨,9780,16-Dec,135618091,27840711,135622094,27833134,4.871215071
(주)엠에스씨,9780,17-Dec,141954747,28415452,141954747,28400170,4.995688508
(주)엠에스오토텍,123040,16-Dec,747893634,45556631,222946522,1314718,16.41678978
(주)엠에스오토텍,123040,17-Dec,704192245,46717026,203039734,4860846,15.0735675
(주)엠투엔,33310,16-Dec,49727413,3349838,27614935,2114103,14.84472174
(주)엠투엔,33310,17-Dec,51170397,2940653,28613061,1932968,17.40103202
(주)엠플러스,259630,17-Dec,72109584,14520670,72109584,14520670,4.965995646
(주)엠피대산,65150,16-Dec,151260360,6145071,97057714,1732982,24.61490844
(주)엠피대산,65150,17-Dec,145213359,6627155,81521073,1367559,21.91187003
(주)연우,115960,16-Dec,234568387,20566906,235063011,19658151,11.40513731
(주)연우,115960,17-Dec,229295328,22537945,228721520,21487749,10.17374601
(주)연이비앤티,90740,16-Dec,398021215,20817792,142048778,4194172,19.119281
(주)연이비앤티,90740,17-Dec,271957133,14012225,41892571,991052,19.40856167
(주)영우디에스피,143540,16-Dec,146159358,0,146159358,0,#DIV/0!
(주)영우디에스피,143540,17-Dec,258081454,0,258081454,0,#DIV/0!
