회사명,거래소코드,회계년도,이자비용(IFRS연결),이자비용(IFRS)
씨제이바이오사이언스(주),311690,Dec-19,45331,45331
씨제이프레시웨이(주),51500,Dec-19,17448263,15415418
씨큐브(주),101240,Dec-19,360389,360389
아미코젠(주),92040,Dec-19,1274949,241313
아비코전자(주),36010,Dec-19,158467,97726
아이쓰리시스템(주),214430,Dec-19,80287,80287
아이진(주),185490,Dec-19,2151349,2151349
아이큐어(주),175250,Dec-19,2815664,2759098
아이크래프트(주),52460,Dec-19,151511,75823
아이텍(주),119830,Dec-19,3378688,3325003
아진산업(주),13310,Dec-19,13706200,6046597
안국약품(주),1540,Dec-19,1035423,690184
알리코제약(주),260660,Dec-19,982660,982660
알서포트(주),131370,Dec-19,146593,138430
알에스오토메이션(주),140670,Dec-19,517524,509309
알에프머트리얼즈(주),327260,Dec-19,185946,185946
알에프에이치아이씨(주),218410,Dec-19,1122991,937045
압타바이오(주),293780,Dec-19,2032,2032
애니젠(주),196300,Dec-19,1234413,1234413
애머릿지코퍼레이션,900100,Dec-19,1806949,1558866
앱클론(주),174900,Dec-19,120113,120113
어보브반도체(주),102120,Dec-19,28366,15048
에스넷시스템(주),38680,Dec-19,184174,133482
에스디엔(주),99220,Dec-19,2523445,2246091
에스맥(주),97780,Dec-19,7235742,6232290
에스비더블유생명과학(주),151910,Dec-19,2805446,2563717
에스씨아이평가정보(주),36120,Dec-19,20824,16430
에스앤씨엔진그룹리미티드,900080,Dec-19,181330,
에스에이치엔엘(주),50320,Dec-19,23844,23844
에스엔유프리시젼(주),80000,Dec-19,214696,212730
에스엔케이폴리텍(주),91340,Dec-19,3300443,726898
에스와이(주),109610,Dec-19,8672933,6812795
에스지씨이테크건설(주),16250,Dec-19,35917134,4164646
에스지에이(주),49470,Dec-19,2313360,847871
에스지에이솔루션즈(주),184230,Dec-19,1660644,937829
에스지에이클라우드서비스(주),224880,Dec-19,807996,807996
에스지이(주),255220,Dec-19,4985656,4685228
에스케이 머티리얼즈(주),36490,Dec-19,28305206,14931166
에스텍(주),69510,Dec-19,351922,0
에스트래픽(주),234300,Dec-19,2414422,2398169
에스티팜(주),237690,Dec-19,78870,77223
에스퓨얼셀(주),288620,Dec-19,511320,511320
에이비엘바이오(주),298380,Dec-19,90730,90730
에이아이비트(주),39230,Dec-19,2460888,2429891
에이에프더블류(주),312610,Dec-19,193928,193928
에이치엘비(주),28300,Dec-19,19513516,19245064
에이치엘비생명과학(주),67630,Dec-19,7633176,7299324
에이치엘비제약(주),47920,Dec-19,1192373,1192373
에이치엘비테라퓨틱스(주),115450,Dec-19,1874157,1868242
에이테크솔루션(주),71670,Dec-19,1494374,1183908
에이피시스템(주),265520,Dec-19,5561421,5551550
에이피에스홀딩스(주),54620,Dec-19,1222210,134385
에이피위성(주),211270,Dec-19,6388,6388
에이피티씨(주),89970,Dec-19,22182,22182
에코바이오홀딩스(주),38870,Dec-19,410814,218049
에코캡(주),128540,Dec-19,926027,717318
에코플라스틱(주),38110,Dec-19,9398792,2371213
에프엔에스테크(주),83500,Dec-19,890726,890726
엑스큐어(주),70300,Dec-19,15290,15290
엔브이에이치코리아(주),67570,Dec-19,13841399,4838579
엔시트론(주),101400,Dec-19,2281703,2212110
엔에이치엔한국사이버결제(주),60250,Dec-19,368290,366377
엘비세미콘(주),61970,Dec-19,6462180,6116949
엘컴텍(주),37950,Dec-19,160572,42866
엘티씨(주),170920,Dec-19,2736312,1450287
엠에프엠코리아(주),323230,Dec-19,0,
엠케이전자(주),33160,Dec-19,12892879,5022253
영신금속공업(주),7530,Dec-19,2571371,2267366
영풍정밀(주),36560,Dec-19,13058,13058
영화테크(주),265560,Dec-19,48735,62335
예스이십사(주),53280,Dec-19,1028464,852772
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-19,192962,
오로라월드(주),39830,Dec-19,3883806,2195460
오상자이엘(주),53980,Dec-19,446543,336420
오성첨단소재(주),52420,Dec-19,388484,388484
오션브릿지(주),241790,Dec-19,121626,68313
오스템임플란트(주),48260,Dec-19,4813525,3289446
올리패스(주),244460,Dec-19,3081789,2710062
올릭스(주),226950,Dec-19,5607,4659
옴니시스템(주),57540,Dec-19,1263236,1216978
옵티시스(주),109080,Dec-19,68531,68531
와이더블유(주),51390,Dec-19,1752328,1752328
와이아이케이(주),232140,Dec-19,4196268,3661121
와이엠씨(주),155650,Dec-19,249366,8162
와이엠티(주),251370,Dec-19,1010843,838206
와토스코리아(주),79000,Dec-19,32117,32117
우리바이오(주),82850,Dec-19,9139048,964428
우리산업(주),215360,Dec-19,1613821,1547993
우리산업홀딩스(주),72470,Dec-19,2394837,155342
우리손에프앤지농업회사법인(주),73560,Dec-19,6121116,1251152
우리엔터프라이즈(주),37400,Dec-19,9442794,488285
우리이앤엘(주),153490,Dec-19,923183,777988
우림피티에스(주),101170,Dec-19,33272,33272
우수AMS(주),66590,Dec-19,1761914,1297311
우원개발(주),46940,Dec-19,1127680,824366
우진비앤지(주),18620,Dec-19,839461,836223
원텍(주),216280,Dec-19,1083002,1061238
원텍(주),336570,Dec-19,0,
원풍물산(주),8290,Dec-19,729980,729980
웹케시(주),53580,Dec-19,74800,74800
위즈코프(주),38620,Dec-19,94886,7456
윈텍(주),320000,Dec-19,0,
윙입푸드홀딩스,900340,Dec-19,328406,
유네코(주),64510,Dec-19,3190761,3057232
유니셈(주),36200,Dec-19,598711,514290
유니슨(주),18000,Dec-19,6739164,6752271
유비벨록스(주),89850,Dec-19,3157469,1534023
유아이엘(주),49520,Dec-19,33587,7884
유진기업(주),23410,Dec-19,40568815,19010625
이노시스(주),56090,Dec-19,1587383,1580144
이니텍(주),53350,Dec-19,151542,14147
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-19,1624788,
이에스산업(주),241510,Dec-19,0,
이엠코리아(주),95190,Dec-19,2323188,1741587
이원다이애그노믹스(주),245620,Dec-19,824268,523445
이원컴포텍(주),88290,Dec-19,366315,299800
이트론(주),96040,Dec-19,372021,372021
이화공영(주),1840,Dec-19,102660,102660
이화전기공업(주),24810,Dec-19,236405,236405
인베니아(주),79950,Dec-19,2541101,2527175
인선이엔티(주),60150,Dec-19,2823869,2351079
인크로스(주),216050,Dec-19,56741,36132
인탑스(주),49070,Dec-19,838338,477055
인포뱅크(주),39290,Dec-19,20627,7559
인화정공(주),101930,Dec-19,4080536,2817071
잉글우드랩(주),950140,Dec-19,987189,448853
자안바이오(주),221610,Dec-19,240801,9883
자이글(주),234920,Dec-19,679172,679172
재영솔루텍(주),49630,Dec-19,3448583,3150663
전진바이오팜(주),110020,Dec-19,315288,315288
제너셈(주),217190,Dec-19,581915,581915
제룡산업(주),147830,Dec-19,1813,1813
제룡전기(주),33100,Dec-19,39407,39407
제이더블유신약(주),67290,Dec-19,1242600,1242599
제이스코홀딩스(주),23440,Dec-19,453580,453580
제이씨케미칼(주),137950,Dec-19,2803394,2327800
제이씨현시스템(주),33320,Dec-19,146898,50038
제이엔케이히터(주),126880,Dec-19,2696898,2464323
제이엠아이(주),33050,Dec-19,974490,135421
제이엠티(주),94970,Dec-19,14385,0
조광아이엘아이(주),44060,Dec-19,208581,208581
조아제약(주),34940,Dec-19,1391150,1376548
주성엔지니어링(주),36930,Dec-19,1161163,1161162
줌인터넷(주),239340,Dec-19,162139,162139
지나인제약(주),78650,Dec-19,2084062,1672874
지니언스(주),263860,Dec-19,6146,5047
지더블유바이텍(주),36180,Dec-19,21007720,21005851
지스마트글로벌(주),114570,Dec-19,2786363,2786363
지에이치신소재(주),130500,Dec-19,800454,788995
지엔원에너지(주),270520,Dec-19,0,
지엘팜텍(주),204840,Dec-19,421668,241457
진양제약(주),7370,Dec-19,302042,302042
차이나크리스탈신소재홀딩스,900250,Dec-19,300546,
참존글로벌(주),158310,Dec-19,3647126,3638243
참좋은여행(주),94850,Dec-19,806351,806351
카페24(주),42000,Dec-19,1600182,17171
커머스마이너 (주),223310,Dec-19,2075250,2073879
컬러레이홀딩스,900310,Dec-19,253416,
케어룸의료산업(주),327970,Dec-19,0,
케이디켐(주),221980,Dec-19,55930,54067
케이만금세기차륜집단유한공사,900280,Dec-19,977381,
케이맥(주),43290,Dec-19,998093,998093
케이비아이메탈(주),24840,Dec-19,4561932,4524091
케이에이치건설(주),226360,Dec-19,3060262,3057580
케이에이치전자(주),111870,Dec-19,1815995,1432617
케이엠제약(주),225430,Dec-19,262843,262843
케이지이티에스(주),151860,Dec-19,2549919,2549919
케이피엑스라이프사이언스(주),114450,Dec-19,22461,22461
켄코아에어로스페이스(주),274090,Dec-19,2452902,1949880
코나아이(주),52400,Dec-19,1669438,1539335
코드네이처(주),78940,Dec-19,1414826,1067595
코리아에프티(주),123410,Dec-19,3407765,1649221
코스맥스엔비티(주),222040,Dec-19,6021981,2708828
코아스템(주),166480,Dec-19,64547,44261
코오롱생명과학(주),102940,Dec-19,3741357,3741357
코오롱티슈진(주),950160,Dec-19,1178157,1178157
코웰패션(주),33290,Dec-19,1138881,966105
코위버(주),56360,Dec-19,292245,292245
콜마비앤에이치(주),200130,Dec-19,347085,104082
큐렉소(주),60280,Dec-19,7182,7182
크로바하이텍(주),43590,Dec-19,1455267,1453112
크루셜텍(주),114120,Dec-19,3346339,2939097
크리스탈지노믹스(주),83790,Dec-19,5764517,5375019
키네마스터(주),139670,Dec-19,15107,10344
테고사이언스(주),191420,Dec-19,7037,2171
테라사이언스(주),73640,Dec-19,1375203,1370622
티제이미디어(주),32540,Dec-19,368851,364633
티케이지애강(주),22220,Dec-19,12661,12661
팅크웨어(주),84730,Dec-19,1021848,830971
파나케이아(주),58530,Dec-19,9531414,7134877
패션플랫폼(주),225590,Dec-19,168023,168023
펌텍코리아(주),251970,Dec-19,870177,358746
풍국주정공업(주),23900,Dec-19,490097,3635
피씨엘(주),241820,Dec-19,99125,99125
피아이첨단소재(주),178920,Dec-19,1960499,1960499
피앤씨테크(주),237750,Dec-19,28774,28774
피에스케이(주),319660,Dec-19,25439,22522
피에스케이홀딩스(주),31980,Dec-19,25588,4328
피에스텍(주),2230,Dec-19,237820,199404
피에이치에이(주),43370,Dec-19,2947419,1226239
하나마이크론(주),67310,Dec-19,15033159,9209599
하나머티리얼즈(주),166090,Dec-19,3011639,3011639
하이록코리아(주),13030,Dec-19,60078,0
하이즈항공(주),221840,Dec-19,1295869,1170965
한국기업평가(주),34950,Dec-19,50859,42030
한국맥널티(주),222980,Dec-19,547903,536721
한국선재(주),25550,Dec-19,3786212,2460439
한국알콜산업(주),17890,Dec-19,1772451,0
한국유니온제약(주),80720,Dec-19,636286,634638
한국전자금융(주),63570,Dec-19,8165431,7690071
한국전자인증(주),41460,Dec-19,12127,5168
한국정밀기계(주),101680,Dec-19,530514,530514
한국정보공학(주),39740,Dec-19,463871,391402
한국정보인증(주),53300,Dec-19,22162,22162
한국정보통신(주),25770,Dec-19,427450,428052
한국컴퓨터(주),54040,Dec-19,1153773,237002
한라아이엠에스(주),92460,Dec-19,419642,411462
한솔아이원스(주),114810,Dec-19,3496918,3496918
한솔인티큐브(주),70590,Dec-19,190781,190781
한양디지텍(주),78350,Dec-19,2016045,1939651
한양이엔지(주),45100,Dec-19,244773,86820
한일네트웍스(주),46110,Dec-19,765947,765947
한일단조공업(주),24740,Dec-19,3872506,3111017
한일사료(주),5860,Dec-19,0,1335628
한일화학공업(주),7770,Dec-19,505003,83753
한창산업(주),79170,Dec-19,23049,23049
해성산업(주),34810,Dec-19,1145585,1145585
해성옵틱스(주),76610,Dec-19,2717387,2272970
헝셩그룹유한회사,900270,Dec-19,2179149,
현대무벡스(주),319400,Dec-19,0,
현대바이오사이언스(주),48410,Dec-19,774015,774015
현대에이치티(주),39010,Dec-19,0,0
현우산업(주),92300,Dec-19,1399176,1399176
현진소재(주),53660,Dec-19,6790469,6683496
화성밸브(주),39610,Dec-19,322185,322185
화일약품(주),61250,Dec-19,293254,293254
휴림네트웍스(주),192410,Dec-19,1506150,443100
휴림로봇(주),90710,Dec-19,367425,359617
휴마시스(주),205470,Dec-19,799177,799177
휴젤(주),145020,Dec-19,3565972,3561012
흥구석유(주),24060,Dec-19,1987,1987
