회사명,거래소코드,회계년도,매출원가(*)(IFRS),매출액(수익)(*)(IFRS),매출원가(*)(IFRS연결),매출액(수익)(*)(IFRS연결),매출원가대매출액2019
(주)지에스이,53050,18-Dec,108854497,133549316,108854497,133549316,81.50883903
(주)지에스이,53050,19-Dec,112226004,136363228,112226004,136363228,82.29931606
(주)지에스홈쇼핑,28150,18-Dec,253227841,1073513656,302916626,1104393651,27.42832012
(주)지에스홈쇼핑,28150,19-Dec,371295567,1194599575,422492433,1230358735,34.33896318
(주)지엔씨에너지,119850,18-Dec,87640699,96609465,111709095,126053839,88.62014508
(주)지엔씨에너지,119850,19-Dec,110453314,120307775,150637864,168346052,89.48107913
(주)지엔코,65060,18-Dec,45010252,106567681,84583497,146403712,57.77414783
(주)지엔코,65060,19-Dec,42172360,101363573,77363724,155909866,49.62080078
(주)지유온,111820,18-Dec,6736556,13449112,6985604,14165857,49.31296426
(주)지유온,111820,19-Dec,1075249,4222230,1075249,4222230,25.46637677
(주)지티지웰니스,219750,18-Dec,11490725,19704882,12398841,21507391,57.64920999
(주)지티지웰니스,219750,19-Dec,13878007,27160757,16053813,30274164,53.02809683
(주)진로발효,18120,18-Dec,66524742,85779330,67053815,86941312,77.1253774
(주)진로발효,18120,19-Dec,68065947,86574385,68878272,88418165,77.90058977
(주)진매트릭스,109820,18-Dec,2728292,3639778,2978997,4734901,62.91571883
(주)진매트릭스,109820,19-Dec,3263279,5050418,3263279,5050418,64.61403789
(주)진바이오텍,86060,18-Dec,16576838,22174184,48086594,62809113,76.55989983
(주)진바이오텍,86060,19-Dec,18880504,23269009,48545482,58244821,83.34729366
(주)진성티이씨,36890,18-Dec,262418310,295680054,298981087,354679313,84.29617292
(주)진성티이씨,36890,19-Dec,241903081,277312154,292879171,355564462,82.37020352
(주)차바이오텍,85660,18-Dec,7738101,26792723,320879087,488599592,65.67322041
(주)차바이오텍,85660,19-Dec,10320984,30319513,354494311,534611812,66.3087315
(주)창해에탄올,4650,18-Dec,69634686,96390226,141077934,195358261,72.2149825
(주)창해에탄올,4650,19-Dec,70603257,95102047,146453567,187283715,78.19877292
(주)천보,278280,18-Dec,72670658,100607987,90899070,120088708,75.69327001
(주)천보,278280,19-Dec,77622116,96951371,106195746,135310691,78.48289386
(주)체리부로,66360,18-Dec,234877005,255938221,262965501,293825285,89.49723336
(주)체리부로,66360,19-Dec,260414337,271426120,284234473,301486507,94.27767625
(주)초록뱀미디어,47820,18-Dec,40260280,45662389,54155866,63870939,84.78952533
(주)초록뱀미디어,47820,19-Dec,32167170,36286419,43072710,48519671,88.77370582
(주)초록뱀이앤엠,131100,18-Dec,36464218,41740389,36460004,41740437,87.34935861
(주)초록뱀컴퍼니,52300,18-Dec,45570296,51119783,49970999,51995890,96.10567104
(주)초록뱀컴퍼니,52300,19-Dec,16293625,17882006,16436787,18023834,91.19473138
(주)칩스앤미디어,94360,18-Dec,0,14147251,0,14147251,0
(주)칩스앤미디어,94360,19-Dec,0,16148210,0,16148210,0
(주)카나리아바이오,16790,18-Dec,90531370,104831273,90531370,104831273,86.35912491
(주)카나리아바이오,16790,19-Dec,100050280,118172502,100050280,118172502,84.66460328
(주)카스,16920,18-Dec,90925366,124410614,99440902,139976846,71.04096488
(주)카스,16920,19-Dec,87764963,118334377,96911249,135786057,71.37054506
(주)카이노스메드,284620,18-Dec,,,0,0,#DIV/0!
(주)카이노스메드,284620,19-Dec,,,0,0,#DIV/0!
(주)캐리소프트,317530,18-Dec,0,9805738,0,9968682,0
(주)캐리소프트,317530,19-Dec,0,9432284,0,9724378,0
(주)캐스텍코리아,71850,18-Dec,131751576,144079697,189753862,207721128,91.35029442
(주)캐스텍코리아,71850,19-Dec,114941195,123324843,176945685,190066501,93.09672355
(주)캠시스,50110,18-Dec,345735478,381517357,490264610,544489393,90.04116817
(주)캠시스,50110,19-Dec,430653483,467852457,626219791,684815526,91.44357381
(주)컴투스,78340,18-Dec,58756974,479405296,58845450,481754717,12.21481553
(주)컴투스,78340,19-Dec,68827860,462178165,68882145,469293086,14.67785208
(주)컴투스홀딩스,63080,18-Dec,38049922,64466952,48400831,112508237,43.01981107
(주)컴투스홀딩스,63080,19-Dec,41309889,76400605,52734522,119860859,43.99644925
(주)케스피온,79190,18-Dec,13783617,31990861,57949902,78407002,73.90909042
(주)케스피온,79190,19-Dec,8190016,22616883,45312565,61412929,73.78342922
(주)케어랩스,263700,18-Dec,0,44001473,0,54379273,0
(주)케어랩스,263700,19-Dec,0,56028952,0,68299520,0
(주)케어젠,214370,18-Dec,13103016,50645716,18360872,51211120,35.85329124
(주)케어젠,214370,19-Dec,10812646,64597320,11003475,64698623,17.0072785
(주)케이비지,318000,18-Dec,11562987,16433851,11562987,16433851,70.36078762
(주)케이비지,318000,19-Dec,13298443,18525956,13298443,18525956,71.78276252
(주)케이사인,192250,18-Dec,0,21203074,0,23737495,0
(주)케이사인,192250,19-Dec,0,23181805,0,26004244,0
(주)케이씨씨건설,21320,18-Dec,968876957,1063586408,968876957,1063627255,91.09177604
(주)케이씨씨건설,21320,19-Dec,1520477228,1642515960,1520477228,1642515960,92.57001241
(주)케이씨아이,36670,18-Dec,39018738,60587708,39018738,60587708,64.40041931
(주)케이씨아이,36670,19-Dec,46069810,69641355,46069810,69641355,66.15294892
(주)케이씨에스,115500,18-Dec,26336573,33312675,26336573,33312675,79.05871564
(주)케이씨에스,115500,19-Dec,32489137,39517211,32489137,39517211,82.21515683
(주)케이씨티,89150,18-Dec,24994796,30759977,24994796,30759977,81.257525
(주)케이씨티,89150,19-Dec,15460696,20057539,15460696,20057539,77.08171975
(주)케이씨피드,25880,18-Dec,54318836,63102846,54813425,63728024,86.01149315
(주)케이씨피드,25880,19-Dec,55055283,64474083,55015860,64298803,85.56280589
(주)케이아이엔엑스,93320,18-Dec,28534382,51955405,29215979,56304485,51.88925713
(주)케이아이엔엑스,93320,19-Dec,32407156,59033025,33779891,64639547,52.25886097
(주)케이에스피,73010,18-Dec,17786885,16783298,17786885,16783298,105.9796769
(주)케이에스피,73010,19-Dec,25810673,29381172,25810673,29381172,87.84766312
(주)케이에이치바텍,60720,18-Dec,38878264,47496378,197164031,203983923,96.6566522
(주)케이에이치바텍,60720,19-Dec,10560051,28294361,175309619,203636996,86.08927771
(주)케이엑스이노베이션,122450,18-Dec,21578044,29575441,108614097,192602110,56.39299434
(주)케이엑스이노베이션,122450,19-Dec,22269027,32468940,148377986,258032976,57.50349754
(주)케이엑스하이텍,52900,18-Dec,50232692,60542837,47895603,61046544,78.4575176
(주)케이엑스하이텍,52900,19-Dec,47326261,57821525,45280535,58957832,76.80156048
(주)케이엔더블유,105330,18-Dec,62505573,67247878,109731124,122079179,89.88520803
(주)케이엔더블유,105330,19-Dec,36750675,38376494,83699895,92972246,90.02675379
(주)케이엔엔,58400,18-Dec,39345732,60043899,39431436,64113046,61.50298334
(주)케이엔엔,58400,19-Dec,43498213,64352310,43266959,71120187,60.83639656
(주)케이엔제이,272110,18-Dec,42105444,51093850,41863128,51106737,81.91313016
(주)케이엔제이,272110,19-Dec,45159089,56583038,45213365,56310399,80.29310004
(주)케이엘넷,39420,18-Dec,28949570,39453717,30546081,42138235,72.49017668
(주)케이엘넷,39420,19-Dec,25654093,35727819,26693219,38516789,69.30281494
(주)케이엠,83550,18-Dec,60301391,73254496,97340588,118311427,82.27488288
(주)케이엠,83550,19-Dec,69180267,84902889,103543693,127562230,81.17112173
(주)케이엠더블유,32500,18-Dec,130274091,156620732,236038019,296267920,79.67046145
(주)케이엠더블유,32500,19-Dec,430673200,597369634,465070387,682876301,68.1046313
(주)케이지모빌리언스,46440,18-Dec,63317064,135076195,103150466,202941577,50.82766554
(주)케이지모빌리언스,46440,19-Dec,61705487,125600384,100126669,192191691,52.09729332
(주)케이지이니시스,35600,18-Dec,396348138,483480981,593309624,924624291,64.16764407
(주)케이지이니시스,35600,19-Dec,385477043,481270151,598882542,956102654,62.63789139
(주)케이티서브마린,60370,18-Dec,62265419,61278284,62265419,61278284,101.6109051
(주)케이티서브마린,60370,19-Dec,48805009,55167641,48805009,55167641,88.46673179
(주)케이티알파,36030,18-Dec,260993505,278887617,260993505,278887617,93.58375528
(주)케이티알파,36030,19-Dec,298193870,322320928,298193870,322320928,92.51458534
(주)케이프,64820,18-Dec,23360500,28790269,173341119,254635658,68.07417326
(주)케이프,64820,19-Dec,29391616,39001401,264322021,351484046,75.20171228
(주)케이피에스,256940,18-Dec,26651697,40627706,26636024,40627706,65.56123056
(주)케이피에스,256940,19-Dec,10660272,14191010,10610291,14191010,74.76769448
(주)케이피에프,24880,18-Dec,236265420,269881295,326409031,375029991,87.03544752
(주)케이피에프,24880,19-Dec,235595291,274798671,326239166,376261557,86.70542072
(주)케이피엠테크,42040,18-Dec,26315821,31397318,24633697,29535233,83.40444445
(주)케이피엠테크,42040,19-Dec,16934847,17385217,18260862,17724886,103.0238615
(주)케이피티유,54410,18-Dec,20236849,23757498,21094594,25144665,83.89292122
(주)케이피티유,54410,19-Dec,21221444,24269610,21221444,24269610,87.44039974
(주)케일럼,258610,18-Dec,18404939,23521557,18404939,23521557,78.24711179
(주)케일럼,258610,19-Dec,16995705,20471120,16995705,20471120,83.022839
(주)켐온,217600,18-Dec,15437399,19450820,15437399,19450820,79.36631463
(주)켐온,217600,19-Dec,16272936,20914334,16272936,20914334,77.80757446
(주)켐트로닉스,89010,18-Dec,213059295,236207391,302637911,337353792,89.70935504
(주)켐트로닉스,89010,19-Dec,213666502,247394020,334649172,403474312,82.94187809
(주)켐트로스,220260,18-Dec,36829878,44434675,36829878,44434675,82.88544476
(주)켐트로스,220260,19-Dec,37440974,43771231,37440974,43771231,85.53785933
(주)코너스톤네트웍스,33110,18-Dec,4316852,4912212,7498079,8888955,84.35276138
(주)코너스톤네트웍스,33110,19-Dec,3048654,2288905,13804574,13584547,101.619686
(주)코다코,46070,18-Dec,239817588,251895555,243760086,258632562,94.24957326
(주)코다코,46070,19-Dec,203137457,220350350,206561989,223364645,92.47747736
(주)코데즈컴바인,47770,18-Dec,13430177,27947604,13803124,29343056,47.04051275
(주)코데즈컴바인,47770,19-Dec,13559836,33826223,14080734,35815190,39.31497781
(주)코디,80530,18-Dec,14627653,14460587,19081063,20265908,94.15350647
(주)코디,80530,19-Dec,20819891,27937167,41845204,49308692,84.86374775
(주)코디엠,224060,18-Dec,34781238,33229693,37518442,36581926,102.5600511
(주)코디엠,224060,19-Dec,8821594,10994170,9908218,11785340,84.07239842
(주)코렌텍,104540,18-Dec,15148235,33162333,15178216,33405771,45.43590986
(주)코렌텍,104540,19-Dec,15227736,40160881,15178540,40189165,37.76774163
(주)코리아나화장품,27050,18-Dec,43885702,103382174,49693442,115727727,42.939962
(주)코리아나화장품,27050,19-Dec,58384442,104498899,64070756,117202282,54.66681613
(주)코리아센터,290510,18-Dec,0,55771557,0,189670051,0
(주)코리아센터,290510,19-Dec,14358474,60654091,157067405,251498425,62.45263961
(주)코리아에스이,101670,18-Dec,9232522,11525626,13115316,14292442,91.76399666
(주)코리아에스이,101670,19-Dec,8423126,11770769,11781264,13269092,88.78726593
(주)코맥스,36690,18-Dec,112761949,143251522,113597435,144404504,78.66613011
(주)코맥스,36690,19-Dec,114340856,141560724,114480776,143101259,79.99983844
(주)코메론,49430,18-Dec,38676517,56263805,43129065,68746431,62.73644227
(주)코메론,49430,19-Dec,35409680,53170157,39646242,66630535,59.50161139
(주)코미코,183300,18-Dec,47075969,92016326,87126525,166567372,52.30707788
(주)코미코,183300,19-Dec,50084304,86295619,93047691,173461446,53.64171298
(주)코미팜,41960,18-Dec,25215743,34994051,25215743,34994051,72.05722767
(주)코미팜,41960,19-Dec,24072965,36290780,24072965,35489960,67.83035258
(주)코세스,89890,18-Dec,48075609,65510151,48075609,65510151,73.38650311
(주)코세스,89890,19-Dec,51992177,65578193,51992177,65578193,79.28272284
(주)코센,9730,18-Dec,50395117,54690486,50395117,54690486,92.14603981
(주)코센,9730,19-Dec,50132033,54358101,52852993,58286145,90.67848457
(주)코스나인,82660,18-Dec,5577643,7869161,92228893,87007413,106.0011898
(주)코스나인,82660,19-Dec,17116581,18356749,17116581,18356749,93.24407606
(주)코스메카코리아,241710,18-Dec,170641115,206522830,251295450,303292618,82.85577528
(주)코스메카코리아,241710,19-Dec,161359340,194650606,283335084,347017988,81.64852941
(주)코스온,69110,18-Dec,71243869,83677255,88218378,110339643,79.95166162
(주)코스온,69110,19-Dec,74389533,87425534,89600353,109273819,81.99617605
(주)코썬바이오,204990,18-Dec,6041520,8109348,6307783,9538711,66.1282536
(주)코썬바이오,204990,19-Dec,4427538,4971604,5608332,2695516,208.0615363
(주)코아시아,45970,18-Dec,341282,5486096,325251307,378373276,85.96043316
(주)코아시아,45970,19-Dec,81728399,92228286,379128226,438868162,86.38772616
(주)코아시아옵틱스,196450,18-Dec,9124622,8332433,9554229,9054296,105.5215005
(주)코아시아옵틱스,196450,19-Dec,56720003,68698817,65754728,86156042,76.32050692
(주)코엔텍,29960,18-Dec,32967153,64252487,38246135,72239031,52.94386493
(주)코엔텍,29960,19-Dec,38530146,71114061,38530146,71114061,54.18077024
(주)코원플레이,56000,18-Dec,10099318,19715433,15390718,25727901,59.82111794
(주)코원플레이,56000,19-Dec,8157141,14925981,13820914,19805335,69.7837931
(주)코윈테크,282880,18-Dec,60037124,76831921,60037124,76831921,78.14086023
(주)코윈테크,282880,19-Dec,64058552,91102339,63871123,91102339,70.10920214
(주)코이즈,121850,18-Dec,18220772,17016870,20866257,19147494,108.9764384
(주)코이즈,121850,19-Dec,28077896,32361376,31549640,35464086,88.96222505
(주)코콤,15710,18-Dec,118890556,163612643,118890556,163612643,72.66587338
(주)코콤,15710,19-Dec,95971869,133903684,95971869,133903684,71.67231411
(주)코텍,52330,18-Dec,266562043,346599584,266562043,346599584,76.90777927
(주)코텍,52330,19-Dec,214137165,285254264,214132604,285258696,75.06610912
(주)코퍼스코리아,322780,19-Dec,,,0,0,#DIV/0!
(주)코프라,126600,18-Dec,125598319,141443988,141978626,161369458,87.98357989
(주)코프라,126600,19-Dec,117347489,132583682,158711786,182893389,86.77830668
(주)큐로컴,40350,18-Dec,9156158,10311666,11150075,13915367,80.12778247
(주)큐로컴,40350,19-Dec,8190130,10211913,10110060,15051780,67.16853422
(주)큐로홀딩스,51780,18-Dec,18028175,23127655,20025570,25216642,79.4141028
(주)큐로홀딩스,51780,19-Dec,17295025,22842965,18934234,25752114,73.52496964
(주)큐리언트,115180,18-Dec,0,0,0,0,#DIV/0!
(주)큐리언트,115180,19-Dec,0,0,0,0,#DIV/0!
(주)큐브엔터테인먼트,182360,18-Dec,26784976,32091553,28651322,34459464,83.14500191
(주)큐브엔터테인먼트,182360,19-Dec,24554511,28850936,25272601,29829672,84.72302679
(주)큐에스아이,66310,18-Dec,15653177,18823761,15285439,18823761,81.20289564
(주)큐에스아이,66310,19-Dec,18779330,22679509,17165522,22679509,75.68736166
(주)크레버스,96240,18-Dec,0,75944381,0,152690562,0
(주)크레버스,96240,19-Dec,0,87349230,0,174974828,0
(주)크리스에프앤씨,110790,18-Dec,88007990,255540733,87989417,257887299,34.11932939
(주)크리스에프앤씨,110790,19-Dec,86711872,257477444,87719164,259452905,33.80928188
(주)크린앤사이언스,45520,18-Dec,76136762,94801718,76078731,95238575,79.88226514
(주)크린앤사이언스,45520,19-Dec,94660311,117760212,94635290,118318802,79.98330646
(주)클라우드에어,36170,18-Dec,10850673,14190606,11424745,14413626,79.26350385
(주)클라우드에어,36170,19-Dec,10619268,13489259,10619268,13489259,78.7238795
(주)클래시스,214150,18-Dec,12602736,46944935,12734178,47481790,26.81907738
(주)클래시스,214150,19-Dec,17128456,80095778,17228105,81133257,21.23433181
(주)클리오,237880,18-Dec,80095782,184440131,81732177,187378290,43.61880824
(주)클리오,237880,19-Dec,108804124,247598026,113675085,250382613,45.40055064
(주)키이스트,54780,18-Dec,13196063,15148220,88440894,103736090,85.2556656
(주)키이스트,54780,19-Dec,27924127,29066328,85897484,100245744,85.68691355
(주)타이거일렉,219130,18-Dec,28471062,33746373,28471062,33746373,84.36776895
(주)타이거일렉,219130,19-Dec,30802101,35062583,30802101,35062583,87.84892146
(주)탑엔지니어링,65130,18-Dec,147769426,194208042,802720045,917583139,87.481996
(주)탑엔지니어링,65130,19-Dec,164483799,216906563,1144321240,1305900598,87.62697879
(주)탑코미디어,134580,18-Dec,34794352,44502968,34794352,44502968,78.18434042
(주)탑코미디어,134580,19-Dec,26027018,32429047,26027018,32429047,80.25834987
(주)태광,23160,18-Dec,135810197,158648382,135810197,158648382,85.604527
(주)태광,23160,19-Dec,167589995,189754435,167589995,189754435,88.31940871
(주)태성,323280,19-Dec,,,0,0,#DIV/0!
(주)태양,53620,18-Dec,122789615,136498964,122794084,136715540,89.81721025
(주)태양,53620,19-Dec,120383514,141559128,120387797,141821714,84.88671699
(주)태웅,44490,18-Dec,285960592,289546470,285960592,289546470,98.76155354
(주)태웅,44490,19-Dec,366785651,374030762,366785651,374030762,98.06296387
(주)태웅로직스,124560,18-Dec,200966068,229275409,211282876,243947042,86.61014057
(주)태웅로직스,124560,19-Dec,240289816,273971524,248018234,286073126,86.69749496
(주)테라젠이텍스,66700,18-Dec,42877885,62724135,88831633,117474508,75.61779531
(주)테라젠이텍스,66700,19-Dec,39632212,65804560,100369820,138083445,72.68780121
(주)테스,95610,18-Dec,210019278,286535044,210784363,287069351,73.42628611
(주)테스,95610,19-Dec,148522488,177545547,148908296,178374964,83.48049113
(주)테크윙,89030,18-Dec,120514646,183949929,129044538,193710297,66.61728364
(주)테크윙,89030,19-Dec,103037578,160383059,122565403,186865006,65.59034547
(주)텔레칩스,54450,18-Dec,75751755,126084822,75751755,126098776,60.07334679
(주)텔레칩스,54450,19-Dec,73313924,132011261,73313924,132195565,55.45868653
(주)텔레필드,91440,18-Dec,26003217,26571807,28824558,30225785,95.36413364
(주)텔레필드,91440,19-Dec,20143231,32548572,38289667,56538905,67.72268936
(주)텔콘알에프제약,200230,18-Dec,41138544,47959827,48198040,57708456,83.51989178
(주)텔콘알에프제약,200230,19-Dec,37517820,51215126,41440534,56590831,73.2283539
(주)토박스코리아,215480,18-Dec,12794511,24371645,12794511,24371645,52.49752735
(주)토박스코리아,215480,19-Dec,13059998,28366406,13059998,28366406,46.04036902
(주)토비스,51360,18-Dec,362424707,430991035,352194610,430178783,81.8716831
(주)토비스,51360,19-Dec,345476426,418056153,336438891,418881870,80.31832244
(주)토탈소프트뱅크,45340,18-Dec,6927398,11629588,6927398,11629588,59.56701132
(주)토탈소프트뱅크,45340,19-Dec,6249781,11817222,6249781,11817222,52.88705755
(주)톱텍,108230,18-Dec,261617126,286184621,281499726,308791516,91.16174228
(주)톱텍,108230,19-Dec,142789328,165493724,146075850,167160373,87.38664994
(주)투비소프트,79970,18-Dec,20624100,33622689,36505329,53924737,67.69681417
(주)투비소프트,79970,19-Dec,21078226,35972724,23416751,40782024,57.41929582
(주)트루윈,105550,18-Dec,26942586,33647588,26942586,33647588,80.0728599
(주)트루윈,105550,19-Dec,26949701,29558743,26949701,29558743,91.1733662
(주)특수건설,26150,18-Dec,157359062,168210145,174987118,186200582,93.9777503
(주)특수건설,26150,19-Dec,170253836,182821495,180634873,193202917,93.49489946
(주)티라유텍,322180,18-Dec,16904891,22771034,16904891,22771034,74.23857432
(주)티라유텍,322180,19-Dec,21625384,28539531,21625384,28539531,75.7734386
(주)티로보틱스,117730,18-Dec,51391423,67518871,50570321,66524525,76.01756044
(주)티로보틱스,117730,19-Dec,42528097,52360467,42333098,51553281,82.1152353
(주)티비씨,33830,18-Dec,30409965,40359498,30435982,40608939,74.94897121
(주)티비씨,33830,19-Dec,36182935,49031092,36176910,49281263,73.4090561
(주)티사이언티픽,57680,18-Dec,2485041,5213668,2485041,5213668,47.6639671
(주)티사이언티픽,57680,19-Dec,3583443,7690404,3583443,7690404,46.59629065
(주)티씨케이,64760,18-Dec,89405974,170518830,89405974,170518830,52.43173085
(주)티씨케이,64760,19-Dec,96725034,171378814,96725034,171378814,56.43931811
(주)티앤알바이오팹,246710,18-Dec,692859,974315,692859,974315,71.11242257
(주)티앤알바이오팹,246710,19-Dec,678304,1287126,678304,1287126,52.69911415
(주)티에스넥스젠,43220,18-Dec,33059145,27959282,41812384,39527527,105.7804198
(주)티에스넥스젠,43220,19-Dec,24953605,32394970,32007063,42661536,75.02557573
(주)티에스이,131290,18-Dec,72265112,107150369,139254359,184431173,75.50478411
(주)티에스이,131290,19-Dec,76627685,114955821,139360310,191490314,72.77668885
(주)티에스트릴리온,317240,19-Dec,,,0,0,#DIV/0!
(주)티엘아이,62860,18-Dec,45194470,45356294,45794214,48492103,94.43643638
(주)티엘아이,62860,19-Dec,30487993,38672133,31053374,41981841,73.96858561
(주)티움바이오,321550,18-Dec,0,1128900,0,1128900,0
(주)티움바이오,321550,19-Dec,0,1113000,0,1113000,0
(주)티케이케미칼,104480,18-Dec,710805424,789034201,710805424,789034201,90.08550239
(주)티케이케미칼,104480,19-Dec,575641214,612702078,583585001,620804114,94.00469292
(주)티티씨디펜스,309900,18-Dec,,,0,0,#DIV/0!
(주)티티씨디펜스,309900,19-Dec,,,0,0,#DIV/0!
(주)티플랙스,81150,18-Dec,112945135,121665673,112945135,121665673,92.83237598
(주)티플랙스,81150,19-Dec,122051620,131217033,122051620,131217033,93.01507374
(주)티피씨,130740,18-Dec,39612387,46243067,64237883,78436414,81.89803654
(주)티피씨,130740,19-Dec,35676126,41688505,68712385,84685070,81.13872374
(주)티피씨메카트로닉스,48770,18-Dec,65256344,80418607,85856135,104628102,82.05838905
(주)티피씨메카트로닉스,48770,19-Dec,66070779,79264294,84861701,101092281,83.94478803
(주)파나진,46210,18-Dec,3296731,7703747,3296731,7703747,42.79386382
(주)파나진,46210,19-Dec,2847734,7950193,2847734,7950193,35.81968387
(주)파라다이스,34230,18-Dec,349450025,403766411,708978983,787616484,90.01576242
(주)파라다이스,34230,19-Dec,368967703,424588401,839893380,979432909,85.75302834
(주)파라텍,33540,18-Dec,179835040,190819847,179892069,191164238,94.10341122
(주)파라텍,33540,19-Dec,152032831,126217108,152227892,126614043,120.2298642
(주)파루,43200,18-Dec,42695997,34394062,44523776,36352018,122.4795168
(주)파루,43200,19-Dec,40534466,52213153,41205160,53144288,77.5345038
(주)파마리서치,214450,18-Dec,25850968,63065183,26063677,64280682,40.54667155
(주)파마리서치,214450,19-Dec,35011955,81113704,33766129,83871642,40.25929169
(주)파멥신,208340,18-Dec,1697,1975,1697,1975,85.92405063
(주)파멥신,208340,19-Dec,0,0,0,0,#DIV/0!
(주)파버나인,177830,18-Dec,90696859,101453855,97502956,112395079,86.75020016
(주)파버나인,177830,19-Dec,81631004,86811706,97132465,103613096,93.74535532
(주)파세코,37070,18-Dec,123316836,149411990,123316836,149411990,82.53476578
(주)파세코,37070,19-Dec,145674719,180409668,145674719,180409668,80.74662551
(주)파수,150900,18-Dec,9964400,25818216,11786794,32243433,36.5556422
(주)파수,150900,19-Dec,14515308,27164793,17931693,35364081,50.70594935
(주)파워넷,37030,18-Dec,102087783,116872861,101368299,116872861,86.73382181
(주)파워넷,37030,19-Dec,110718445,128553806,109641343,128553806,85.2882901
(주)파워로직스,47310,18-Dec,658890056,711098734,681015034,753902613,90.33196361
(주)파워로직스,47310,19-Dec,1010360935,1092201856,999788404,1107914323,90.2405884
(주)파이오링크,170790,18-Dec,13304834,27358728,13304834,27358728,48.63104016
(주)파이오링크,170790,19-Dec,18379248,35120293,18379248,35120293,52.33227411
(주)파인디앤씨,49120,18-Dec,50732311,58500272,65114344,77325563,84.20804385
(주)파인디앤씨,49120,19-Dec,64375493,72339944,69508742,77522237,89.66297244
(주)파인디지털,38950,18-Dec,47835435,66328453,57339600,86035533,66.64641689
(주)파인디지털,38950,19-Dec,56725293,78834895,65601532,96058312,68.29344659
(주)파인테크닉스,106240,18-Dec,88588224,108532638,104139759,129688348,80.30001199
(주)파인테크닉스,106240,19-Dec,80698084,95839531,117543118,134292076,87.52796256
(주)파인텍,131760,18-Dec,47589115,53786007,55152244,65851189,83.75284461
(주)파인텍,131760,19-Dec,53020012,63468160,61915230,77881195,79.49958909
(주)파커스,65690,18-Dec,38922353,48217682,88528750,100153884,88.39272773
(주)파커스,65690,19-Dec,38782929,43703575,95165576,100770338,94.43808356
(주)파크시스템스,140860,18-Dec,15022745,36455567,15442755,41810164,36.93540882
(주)파크시스템스,140860,19-Dec,17684674,43960180,17774532,51973742,34.19906152
(주)파트론,91700,18-Dec,662399410,745601470,697592973,796482853,87.58417967
(주)파트론,91700,19-Dec,1044982299,1203638773,1066585012,1254596912,85.01415887
(주)팍스넷,38160,18-Dec,0,17462824,0,17881553,0
(주)팍스넷,38160,19-Dec,0,7858043,0,10679469,0
(주)팜스빌,318010,18-Dec,5137338,19701929,5137716,19832809,25.90513527
(주)팜스빌,318010,19-Dec,7642088,29855066,7661672,29952152,25.57970459
(주)팜스토리,27710,18-Dec,405881490,460603851,821879769,921642376,89.17556206
(주)팜스토리,27710,19-Dec,470587335,538289582,867075177,970847162,89.31119242
(주)팬스타엔터프라이즈,54300,18-Dec,24067741,28364862,24067741,28364862,84.85054854
(주)팬스타엔터프라이즈,54300,19-Dec,31232275,37189141,31232275,37189141,83.98224363
(주)팬엔터테인먼트,68050,18-Dec,10975620,13021455,11246221,13212174,85.12013996
(주)팬엔터테인먼트,68050,19-Dec,36349757,39631883,36772112,40218963,91.42978649
(주)팬젠,222110,18-Dec,5161896,5679471,5161896,5679471,90.88691535
(주)팬젠,222110,19-Dec,4978689,2881329,4978689,2881329,172.7914098
(주)펄어비스,263750,18-Dec,0,366665453,0,404763992,0
(주)펄어비스,263750,19-Dec,0,455670772,0,535936506,0
(주)펩트론,87010,18-Dec,2410938,3861733,2410938,3861733,62.4315042
(주)펩트론,87010,19-Dec,1144470,1801119,1144470,1801119,63.54216462
(주)포메탈,119500,18-Dec,49282029,55441042,49282029,55441042,88.89087799
(주)포메탈,119500,19-Dec,45548360,51552409,45548360,51552409,88.35350449
(주)포스코아이씨티,22100,18-Dec,785823013,894977850,812872650,927076974,87.68124684
(주)포스코아이씨티,22100,19-Dec,810016808,936989858,838048895,969787010,86.41576824
(주)포스코엠텍,9520,18-Dec,269877920,300968994,269877920,300968994,89.66967541
(주)포스코엠텍,9520,19-Dec,262101785,288697939,262101785,288697939,90.78754975
(주)포인트엔지니어링,256630,18-Dec,,,0,0,#DIV/0!
(주)포인트엔지니어링,256630,19-Dec,31074299,43940444,32887715,46664976,70.47622825
(주)포커스에이치엔에스,331380,19-Dec,,,0,0,#DIV/0!
(주)폴라리스세원,234100,18-Dec,50184394,57189709,50184394,57189709,87.75074201
(주)폴라리스세원,234100,19-Dec,48851311,56871495,65543431,81394444,80.52568183
(주)폴라리스오피스,41020,18-Dec,0,22540556,0,22543822,0
(주)폴라리스오피스,41020,19-Dec,0,17623813,0,21048806,0
(주)폴라리스우노,114630,18-Dec,38015051,44343301,36430479,44546936,81.77998819
(주)폴라리스우노,114630,19-Dec,36345836,42362699,34768234,42427955,81.94652323
(주)푸드나무,290720,18-Dec,34002992,52877188,34401631,52960551,64.95708664
(주)푸드나무,290720,19-Dec,40820475,64741471,40846967,64782146,63.05281551
(주)푸드웰,5670,18-Dec,57408754,64995172,103925063,123789971,83.95273233
(주)푸드웰,5670,19-Dec,66792684,74567890,121517636,143937185,84.42407429
(주)푸른기술,94940,18-Dec,19308656,24947320,19308656,24947320,77.39771647
(주)푸른기술,94940,19-Dec,17862446,23075364,17803057,23398104,76.08760522
(주)퓨전,195440,18-Dec,19651398,17369934,19651398,17369934,113.1345577
(주)퓨전,195440,19-Dec,9066833,8860761,14676031,16289844,90.0931341
