회사명,거래소코드,회계년도,매출원가(*)(IFRS),매출액(수익)(*)(IFRS),매출원가(*)(IFRS연결),매출액(수익)(*)(IFRS연결),매출원가대매출액2019
(주)셀바스헬스케어,208370,19-Dec,13207448,19673519,13886740,22351230,62.12964566
(주)셀트리온제약,68760,18-Dec,99832287,139470824,106290937,146880154,72.36575814
(주)셀트리온제약,68760,19-Dec,109919597,172682727,111045996,173512797,63.99873549
(주)셀트리온헬스케어,91990,18-Dec,857775704,918897647,643587699,695082135,92.59160416
(주)셀트리온헬스케어,91990,19-Dec,984772112,1157625784,891573632,1100877966,80.98750811
(주)셀피글로벌,68940,18-Dec,19331839,23986253,19388335,24088357,80.48840774
(주)셀피글로벌,68940,19-Dec,18880802,24593855,18805694,24722106,76.06833334
(주)소리바다,53110,18-Dec,0,23684198,0,46827331,0
(주)소리바다,53110,19-Dec,0,23766484,0,45818975,0
(주)소프트센,32680,18-Dec,119038436,133604426,119038436,133604426,89.09767405
(주)소프트센,32680,19-Dec,86906469,94999247,86906469,94999247,91.48121879
(주)손오공,66910,18-Dec,80807459,95098144,82402183,99181868,83.08190263
(주)손오공,66910,19-Dec,57257303,69561788,59376295,73402174,80.89173898
(주)솔고바이오메디칼,43100,18-Dec,16959810,18496254,19664633,22540749,87.24037076
(주)솔고바이오메디칼,43100,19-Dec,11696657,16464089,15099179,21441926,70.41894931
(주)솔루에타,154040,18-Dec,40517678,53215936,195767815,227297064,86.12861581
(주)솔루에타,154040,19-Dec,44474415,56020710,218789790,256338425,85.3519288
(주)솔본,35610,18-Dec,248598,3188052,29901790,84440587,35.41163209
(주)솔본,35610,19-Dec,155814,3128570,37809431,80312073,47.07814104
(주)쇼박스,86980,18-Dec,54843085,68510508,54843085,68510508,80.05061793
(주)쇼박스,86980,19-Dec,67994268,78627533,68012162,78650191,86.47424899
(주)수산아이앤티,50960,18-Dec,0,16268527,0,16268527,0
(주)수산아이앤티,50960,19-Dec,0,16000356,0,16000356,0
(주)수젠텍,253840,18-Dec,4414413,5448790,4414413,5448790,81.0163908
(주)수젠텍,253840,19-Dec,3838345,3845081,3838345,3845081,99.82481513
(주)슈프리마,236200,18-Dec,23977461,52145128,24154536,52757142,45.78439067
(주)슈프리마,236200,19-Dec,24977751,71353003,25633482,72130977,35.53741134
(주)슈프리마아이디,317770,18-Dec,9262272,17564064,9533966,18080500,52.73065457
(주)슈프리마아이디,317770,19-Dec,7277753,11911093,7277585,12078457,60.25260511
(주)슈프리마에이치큐,94840,18-Dec,9610123,14220118,19292070,32101830,60.09648048
(주)슈프리마에이치큐,94840,19-Dec,8663727,14008661,15941312,26159585,60.93870373
(주)슈피겐코리아,192440,18-Dec,78712138,195346422,80539346,266865874,30.17970968
(주)슈피겐코리아,192440,19-Dec,97907142,225347701,100882949,308557219,32.69505388
(주)스마트솔루션즈,136510,18-Dec,13620849,21925847,13620849,21931829,62.10539486
(주)스마트솔루션즈,136510,19-Dec,13546547,17081183,13546547,17083260,79.29720089
(주)스맥,99440,18-Dec,121521633,150557918,107127947,133718535,80.11450843
(주)스맥,99440,19-Dec,127554045,141710824,121756679,136977992,88.88776746
(주)스카이문스테크놀로지,33790,18-Dec,10785628,14463651,10785628,14368889,75.06236564
(주)스카이문스테크놀로지,33790,19-Dec,5032849,5733712,5032849,5733712,87.77645267
(주)스킨앤스킨,159910,18-Dec,18518929,20653554,25261503,31663746,79.78052565
(주)스킨앤스킨,159910,19-Dec,19029606,20548700,18782431,20974333,89.54959855
(주)스타플렉스,115570,18-Dec,71838803,77472112,84941124,95096698,89.32079219
(주)스타플렉스,115570,19-Dec,64100956,72428801,80597564,92736865,86.90995108
(주)스튜디오산타클로스엔터테인먼트,204630,18-Dec,11707343,15627495,18217080,27311088,66.70213944
(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,0,23825796,0,40606059,0
(주)스페코,13810,18-Dec,36066890,42102827,49223784,54900826,89.65945977
(주)스페코,13810,19-Dec,23422760,31268020,61199226,74708315,81.9175563
(주)승일,49830,18-Dec,140228192,151026587,140228192,151026587,92.85000395
(주)승일,49830,19-Dec,129948805,136635791,129948805,136635791,95.10597776
(주)시공테크,20710,18-Dec,66889082,65909194,72649728,72957663,99.57792645
(주)시공테크,20710,19-Dec,102152905,114634123,105708663,119772437,88.25792114
(주)시너지이노베이션,48870,18-Dec,7907952,11725816,26088771,44445903,58.69780843
(주)시너지이노베이션,48870,19-Dec,7624262,11002162,35731478,54585276,65.45992
(주)시노펙스,25320,18-Dec,85352054,107081466,131023241,165400318,79.21583379
(주)시노펙스,25320,19-Dec,80249495,97575177,169026611,217056055,77.87233164
(주)시스웍,269620,18-Dec,12783523,20630141,14001342,22371735,62.58496268
(주)시스웍,269620,19-Dec,10171896,13481466,11082705,14879639,74.48235135
(주)시큐브,131090,18-Dec,6491888,13918768,6465629,13950490,46.34696702
(주)시큐브,131090,19-Dec,6359936,18216685,6359936,18216685,34.91269679
(주)시티랩스,139050,18-Dec,18547124,21988953,33095847,38285541,86.44476775
(주)시티랩스,139050,19-Dec,17988769,19097657,29803605,80745442,36.91057261
(주)신진에스엠,138070,18-Dec,33504849,41542201,44657251,56235779,79.41074489
(주)신진에스엠,138070,19-Dec,31166364,38505624,40660320,51776148,78.53098689
(주)신테카바이오,226330,18-Dec,0,286582,0,286582,0
(주)신테카바이오,226330,19-Dec,0,461374,0,461374,0
(주)신화콘텍,187270,18-Dec,26833532,33438073,31436076,38696579,81.23735176
(주)신화콘텍,187270,19-Dec,31853884,41613551,35244776,44341306,79.48520055
(주)심텍,222800,18-Dec,694251513,798613750,875840755,1007545639,86.92814708
(주)심텍,222800,19-Dec,755460242,848246657,912221204,1000187191,91.20504764
(주)심텍홀딩스,36710,18-Dec,0,4906567,877245835,1007097365,87.10635788
(주)심텍홀딩스,36710,19-Dec,0,4019018,913809835,1000340255,91.34990124
(주)싸이맥스,160980,18-Dec,98456138,123623214,105252597,133459369,78.86489932
(주)싸이맥스,160980,19-Dec,60083587,74288393,71063822,83475335,85.13152059
(주)싸이토젠,217330,18-Dec,913329,1225483,913329,1225483,74.52808403
(주)싸이토젠,217330,19-Dec,985627,798925,985627,798925,123.3691523
(주)썸에이지,208640,18-Dec,0,3365918,0,3554558,0
(주)썸에이지,208640,19-Dec,0,3531537,0,3647939,0
(주)쎄노텍,222420,18-Dec,26581911,32797207,26581911,32797207,81.04931313
(주)쎄노텍,222420,19-Dec,21836610,28207532,21836610,28207532,77.41411053
(주)쎄니트,37760,18-Dec,64308518,69930265,93231668,113737745,81.97073716
(주)쎄니트,37760,19-Dec,60326667,68034838,90057389,109747055,82.05904842
(주)쎄트렉아이,99320,18-Dec,32938531,39917944,36054082,46132147,78.1539216
(주)쎄트렉아이,99320,19-Dec,51305333,63126204,55273888,70228243,78.70606702
(주)쎌바이오텍,49960,18-Dec,13794583,60466045,13699857,62543665,21.90446786
(주)쎌바이오텍,49960,19-Dec,11031839,44005368,10750925,45959678,23.39208077
(주)쏠리드,50890,18-Dec,122573531,162042944,154100924,222581331,69.23353513
(주)쏠리드,50890,19-Dec,121534133,161767640,163753323,229279898,71.42070649
(주)씨씨에스충북방송,66790,18-Dec,18567773,21016148,18567773,21012548,88.36516638
(주)씨씨에스충북방송,66790,19-Dec,15062233,20321890,15062233,20318290,74.13140082
(주)씨에스,65770,18-Dec,50502495,58726389,50502495,58746314,85.96708723
(주)씨에스,65770,19-Dec,27379428,32156921,27379428,32157824,85.14079808
(주)씨에스에이코스믹,83660,18-Dec,33988122,62457277,34727329,63526515,54.66588085
(주)씨에스에이코스믹,83660,19-Dec,30914029,57196967,36735891,64289801,57.14108681
(주)씨엔플러스,115530,18-Dec,20737598,23878976,21113550,25398180,83.13016917
(주)씨엔플러스,115530,19-Dec,13550620,16364900,16502595,19619973,84.11120138
(주)씨엠에스에듀,225330,18-Dec,0,66781161,0,70145703,0
(주)씨엠에스에듀,225330,19-Dec,0,78709378,0,82117662,0
(주)씨유메디칼시스템,115480,18-Dec,58325786,68753333,59313879,76304066,77.73357582
(주)씨유메디칼시스템,115480,19-Dec,58663337,68976185,63954044,81794149,78.18902059
(주)씨제이이엔엠,35760,18-Dec,943705939,2017373340,1998022125,3426817049,58.30547988
(주)씨제이이엔엠,35760,19-Dec,1831144165,3157133395,2327643980,3789723950,61.41988205
(주)씨젠,96530,18-Dec,30280216,83937581,34612233,102264773,33.84570462
(주)씨젠,96530,19-Dec,35693283,97156071,40660645,121953287,33.34116365
(주)씨티씨바이오,60590,18-Dec,69683058,101513825,101490738,138400059,73.33142683
(주)씨티씨바이오,60590,19-Dec,77711366,104824069,109494167,136123660,80.43727813
(주)씨티케이,260930,18-Dec,85121175,109723276,85670169,110467178,77.55260028
(주)씨티케이,260930,19-Dec,81762081,108931323,85065129,116328076,73.12519206
(주)아가방앤컴퍼니,13990,18-Dec,57294777,107135895,60614042,112860687,53.70695821
(주)아가방앤컴퍼니,13990,19-Dec,59211331,129047307,63437342,134236271,47.25797396
(주)아나패스,123860,18-Dec,34322942,51496711,34322942,51496711,66.65074591
(주)아나패스,123860,19-Dec,46144842,60833182,46144842,60833182,75.8547235
(주)아난티,25980,18-Dec,30274160,64116852,98847730,162183239,60.9481785
(주)아난티,25980,19-Dec,38462183,71418465,83192019,142703754,58.29700808
(주)아리온테크놀로지,58220,18-Dec,28209753,33380297,39227378,45886089,85.48860636
(주)아리온테크놀로지,58220,19-Dec,14945378,23341145,23450587,33038989,70.9785248
(주)아모그린텍,125210,18-Dec,72337318,85010164,72337318,85010164,85.09255199
(주)아모그린텍,125210,19-Dec,73706797,93385523,73706797,93385523,78.92743397
(주)아모텍,52710,18-Dec,183297134,232516206,201544120,253421810,79.52911393
(주)아모텍,52710,19-Dec,189640188,232205689,199604558,248551605,80.30708874
(주)아미노로직스,74430,18-Dec,11366104,18449736,11366104,18449736,61.60578124
(주)아미노로직스,74430,19-Dec,15686943,18980396,15686943,18980396,82.64813337
(주)아바코,83930,18-Dec,205810338,243240951,206220367,243484967,84.69531797
(주)아바코,83930,19-Dec,175613546,225139216,176712317,226084847,78.16194643
(주)아바텍,149950,18-Dec,63133296,74333390,63133296,74333390,84.93262045
(주)아바텍,149950,19-Dec,62899128,75410526,62899128,75410526,83.4089501
(주)아스타,246720,18-Dec,430814,1099476,598007,1742000,34.32876005
(주)아스타,246720,19-Dec,887622,1817622,225033,1250848,17.99043529
(주)아스트,67390,18-Dec,105158862,116937659,97131563,117013394,83.00892717
(주)아스트,67390,19-Dec,123801253,145441532,110699649,144613767,76.54848587
(주)아시아경제,127710,18-Dec,16802132,37279579,17589175,38402070,45.80267418
(주)아시아경제,127710,19-Dec,17822027,37224621,18804253,38372830,49.00408179
(주)아우딘퓨쳐스,227610,18-Dec,59657520,89405999,59657520,89405999,66.72652917
(주)아우딘퓨쳐스,227610,19-Dec,25266653,44450166,34817845,54122517,64.33153321
(주)아이디스,143160,18-Dec,73674938,105771036,74143258,109219202,67.88481937
(주)아이디스,143160,19-Dec,75567860,108050710,75925068,111875143,67.86589582
(주)아이디스홀딩스,54800,18-Dec,1999490,7916598,403876444,556267195,72.60475678
(주)아이디스홀딩스,54800,19-Dec,2058181,7863296,361920911,507776368,71.27565082
(주)아이비김영,339950,19-Dec,,,0,0,#DIV/0!
(주)아이센스,99190,18-Dec,88776168,149179805,95274029,172996579,55.0727821
(주)아이센스,99190,19-Dec,95650631,161094187,103062886,189844257,54.28812419
(주)아이스크림에듀,289010,18-Dec,54607293,100102075,54607293,100102075,54.55160944
(주)아이스크림에듀,289010,19-Dec,59274613,106436331,59274613,106436331,55.69020695
(주)아이씨디,40910,18-Dec,175890495,232668163,175720516,233974937,75.10228157
(주)아이씨디,40910,19-Dec,81491589,110553213,87255803,121604632,71.75368369
(주)아이앤씨테크놀로지,52860,18-Dec,17630151,30338163,16901727,31303910,53.99238306
(주)아이앤씨테크놀로지,52860,19-Dec,28518883,45148780,26751396,45567583,58.70707691
(주)아이에스시,95340,18-Dec,71345648,101879554,82360368,115859798,71.08623476
(주)아이에스시,95340,19-Dec,63731135,85874871,66635848,87678824,75.99993358
(주)아이에스이커머스,69920,18-Dec,19559311,34926974,19559311,34926974,56.00058854
(주)아이에스이커머스,69920,19-Dec,14374348,28978026,17896547,36135279,49.52652227
(주)아이에이,38880,18-Dec,37939553,41805860,51011997,67262017,75.84071854
(주)아이에이,38880,19-Dec,47788337,58941794,50817675,67834575,74.91412012
(주)아이엘사이언스,307180,18-Dec,,,0,0,#DIV/0!
(주)아이엘사이언스,307180,19-Dec,15082127,20281482,15082127,20281482,74.36402823
(주)아이엠,101390,18-Dec,80939785,86427485,179556002,191078977,93.96952235
(주)아이엠,101390,19-Dec,75104594,82764059,196677308,202192400,97.27235445
(주)아이엠비씨,52220,18-Dec,0,51034398,0,58074993,0
(주)아이엠비씨,52220,19-Dec,0,44570903,0,51552466,0
(주)아이엠텍,226350,18-Dec,8239306,11758181,8239306,11758181,70.07296452
(주)아이엠텍,226350,19-Dec,7664060,13844952,7664060,13844952,55.35634938
(주)아이오케이컴퍼니,78860,18-Dec,23974914,24049995,27350440,29736551,91.97583136
(주)아이오케이컴퍼니,78860,19-Dec,24263482,27612482,37519224,48736408,76.98397469
(주)아이윈,90150,18-Dec,77205170,88537565,77760201,93786701,82.91175633
(주)아이윈,90150,19-Dec,77117404,88335340,75296116,95380947,78.94251249
(주)아이윈플러스,123010,18-Dec,11262825,9236824,11262825,9236824,121.933957
(주)아이윈플러스,123010,19-Dec,8651093,5448365,8651093,5448365,158.7832864
(주)아이즈비전,31310,18-Dec,11173069,24766761,122108884,160165349,76.23926446
(주)아이즈비전,31310,19-Dec,8613092,18146822,105396671,131548342,80.12010596
(주)아이컴포넌트,59100,18-Dec,24712109,25711081,24712109,25711081,96.11462466
(주)아이컴포넌트,59100,19-Dec,26619115,29041712,26619115,29041712,91.6582156
(주)아이톡시,52770,18-Dec,8971969,14466261,8971969,14499261,61.87880196
(주)아이톡시,52770,19-Dec,1796271,3774569,1796271,3774569,47.58877106
(주)아이티센,124500,18-Dec,102642580,117544352,646906170,697948340,92.68682694
(주)아이티센,124500,19-Dec,115267730,134543196,1458112224,1542384997,94.53620379
(주)아이티엑스에이아이,99520,18-Dec,22984841,27666210,22984841,27666210,83.07910986
(주)아이티엑스에이아이,99520,19-Dec,26390503,30858558,26918913,31861192,84.48809134
(주)아이티엠반도체,84850,18-Dec,172383480,219594049,175246756,228237125,76.78275653
(주)아이티엠반도체,84850,19-Dec,314846835,395351385,299381021,397697086,75.27865593
(주)아즈텍더블유비이,32080,18-Dec,38086494,47006133,38086494,47006133,81.02452078
(주)아즈텍더블유비이,32080,19-Dec,36339923,44574103,36339923,44574103,81.52698665
(주)아진엑스텍,59120,18-Dec,12132752,26576021,12132752,26576021,45.65300426
(주)아진엑스텍,59120,19-Dec,9281125,20619941,9281125,20619941,45.01043432
(주)아톤,158430,19-Dec,15151934,28938772,16941135,32525173,52.08622564
(주)아프리카티비,67160,18-Dec,0,120649540,0,126627786,0
(주)아프리카티비,67160,19-Dec,0,154983900,0,167868522,0
(주)안랩,53800,18-Dec,29852433,156550808,30547395,159815065,19.11421492
(주)안랩,53800,19-Dec,0,163005453,0,166992214,0
(주)안트로젠,65660,18-Dec,1920181,3607167,1920181,3607167,53.23238431
(주)안트로젠,65660,19-Dec,2486841,4147568,2486841,4147568,59.95901695
(주)알로이스,297570,18-Dec,,,0,0,#DIV/0!
(주)알로이스,297570,19-Dec,22159278,30188225,22159278,30188225,73.40371287
(주)알에프세미,96610,18-Dec,45111763,52083203,43307253,51873304,83.48659071
(주)알에프세미,96610,19-Dec,34620401,41430968,34231711,42446601,80.64653045
(주)알에프텍,61040,18-Dec,103145124,115379924,214576131,240344983,89.27838989
(주)알에프텍,61040,19-Dec,111509000,130548771,244194528,284492015,85.83528364
(주)알엔투테크놀로지,148250,18-Dec,9413424,17281800,9413424,17281800,54.47015936
(주)알엔투테크놀로지,148250,19-Dec,9875256,20964927,9875256,20964927,47.10369848
(주)알테오젠,196170,18-Dec,247335,1298358,11745869,13703079,85.71700565
(주)알테오젠,196170,19-Dec,3037786,13322561,18129093,29229182,62.02394922
(주)알톤스포츠,123750,18-Dec,38330490,46501941,38577371,49080045,78.60092834
(주)알톤스포츠,123750,19-Dec,25177681,29226026,27021713,31187516,86.64272268
(주)알티캐스트,85810,18-Dec,0,64731260,0,76200156,0
(주)알티캐스트,85810,19-Dec,0,39938134,0,53178375,0
(주)알파홀딩스,117670,18-Dec,75116916,83041188,77218000,85086013,90.75287145
(주)알파홀딩스,117670,19-Dec,58386183,70084692,59672050,73164302,81.55896847
(주)애니플러스,310200,18-Dec,,,0,0,#DIV/0!
(주)애니플러스,310200,19-Dec,,,0,0,#DIV/0!
(주)액션스퀘어,205500,18-Dec,0,7471298,0,7471298,0
(주)액션스퀘어,205500,19-Dec,0,7200905,0,5838397,0
(주)액토즈소프트,52790,18-Dec,6997568,24386489,13971302,37652204,37.10619968
(주)액토즈소프트,52790,19-Dec,8808049,55683567,14872617,62665219,23.73344774
(주)액트로,290740,18-Dec,39594151,67135255,82551537,105631916,78.15018427
(주)액트로,290740,19-Dec,35194323,47107733,88550567,107845425,82.10878394
(주)앤디포스,238090,18-Dec,29721262,44246149,32852659,47757634,68.79038229
(주)앤디포스,238090,19-Dec,38862912,56931775,62545095,84122729,74.34981692
(주)앤씨앤,92600,18-Dec,20290982,30033773,45916982,58778225,78.11903473
(주)앤씨앤,92600,19-Dec,58099301,75197020,58606304,78473813,74.68262566
(주)야스,255440,18-Dec,127629914,184507976,124202016,184507976,67.31525579
(주)야스,255440,19-Dec,63251221,86643451,63187464,86853451,72.75181731
(주)어스앤에어로스페이스,263540,18-Dec,31912734,31186869,31912734,31186869,102.3274699
(주)어스앤에어로스페이스,263540,19-Dec,40884616,26308494,40884616,26308494,155.4046233
(주)얼라인드제네틱스,238120,18-Dec,2191342,4876003,2318760,5675117,40.85836468
(주)얼라인드제네틱스,238120,19-Dec,3091566,6607194,3181294,7793683,40.81887857
(주)에너토크,19990,18-Dec,16099664,23058748,16096646,23055729,69.81625261
(주)에너토크,19990,19-Dec,16808866,23480773,16991618,23483475,72.35563732
(주)에스디생명공학,217480,18-Dec,66933182,118775592,80724850,156623550,51.54068465
(주)에스디생명공학,217480,19-Dec,82275107,111151086,105545064,156259210,67.5448596
(주)에스디시스템,121890,18-Dec,41356555,45562197,41356555,45562197,90.76944863
(주)에스디시스템,121890,19-Dec,35236566,38144085,35236566,38144085,92.37753639
(주)에스비에스콘텐츠허브,46140,18-Dec,129992386,138094955,152307365,159763051,95.33328517
(주)에스비에스콘텐츠허브,46140,19-Dec,136262857,142543813,154396485,162067187,95.26696172
(주)에스씨디,42110,18-Dec,139963569,152209557,142501608,159268818,89.47238373
(주)에스씨디,42110,19-Dec,154504235,166587622,158073538,174946389,90.35541625
(주)에스아이리소스,65420,18-Dec,9936119,10439056,19176595,28204423,67.99144588
(주)에스아이리소스,65420,19-Dec,11608058,12830794,11608058,12830794,90.47030137
(주)에스앤더블류,103230,18-Dec,32726424,30239761,32726424,30239761,108.2231569
(주)에스앤더블류,103230,19-Dec,34084542,36022930,34084542,36022930,94.61901628
(주)에스앤에스텍,101490,18-Dec,46555456,61016170,46555456,61016170,76.30019387
(주)에스앤에스텍,101490,19-Dec,62054531,84466768,62054531,84466768,73.46620744
(주)에스에너지,95910,18-Dec,88924963,105828779,138448895,165548046,83.63064279
(주)에스에너지,95910,19-Dec,136554944,153975497,181932060,216932737,83.86565463
(주)에스에스알,275630,18-Dec,7215431,12067624,7215431,12067624,59.79164581
(주)에스에스알,275630,19-Dec,7830398,12954946,7830398,12954946,60.44330868
(주)에스에이엠티,31330,18-Dec,1122548854,1176014835,1122548854,1176014835,95.4536304
(주)에스에이엠티,31330,19-Dec,1162766947,1213833610,1162766947,1213833610,95.79294373
(주)에스에이티,60540,18-Dec,10288065,17761011,113983514,133941225,85.09965024
(주)에스에이티,158300,18-Dec,28228367,34864378,31707079,39502838,80.26531917
(주)에스에이티,158300,19-Dec,26662927,33055663,32185245,37479251,85.87483512
(주)에스에이티,60540,19-Dec,11220559,20271145,116775909,140167604,83.31162527
(주)에스에프에이,56190,18-Dec,702085991,944309684,1232328850,1560055023,78.99265294
(주)에스에프에이,56190,19-Dec,627216404,860849403,1260370290,1577746351,79.88421518
(주)에스에프에이반도체,36540,18-Dec,262889189,296190099,411087001,457853090,89.78578718
(주)에스에프에이반도체,36540,19-Dec,428163116,461843674,535797801,588938238,90.97690835
(주)에스엘바이오닉스,214310,18-Dec,27374897,31686653,27374897,32126457,85.20982255
(주)에스엘바이오닉스,214310,19-Dec,20773123,24150312,20773123,24150312,86.0159612
(주)에스엠라이프디자인그룹,63440,18-Dec,15249856,20031354,15249856,20031354,76.12993111
(주)에스엠라이프디자인그룹,63440,19-Dec,28222820,33325088,29263815,36981225,79.1315458
(주)에스엠엔터테인먼트,41510,18-Dec,172283297,281638319,409514857,612227479,66.88932971
(주)에스엠엔터테인먼트,41510,19-Dec,195614080,307504375,442207145,657825612,67.2225491
(주)에스엠컬처앤콘텐츠,48550,18-Dec,148694596,196445244,148694596,197029802,75.46807361
(주)에스엠컬처앤콘텐츠,48550,19-Dec,109235025,165431176,109235025,166658489,65.54423099
(주)에스엠코어,7820,18-Dec,82433383,88696371,88203025,93475185,94.3598293
(주)에스엠코어,7820,19-Dec,117172691,128057986,116916618,128073312,91.28882214
(주)에스제이그룹,306040,18-Dec,17828065,66767121,18550467,68629893,27.02971867
(주)에스제이그룹,306040,19-Dec,25135060,100118312,28156473,109494821,25.7148902
(주)에스제이케이,80440,18-Dec,6094870,6222758,6088558,6278310,96.977658
(주)에스제이케이,80440,19-Dec,3732112,3805177,4150860,4124848,100.6306172
(주)에스지엔지,40610,18-Dec,50977741,56385942,947836189,1088824262,87.05134723
(주)에스지엔지,40610,19-Dec,46152603,51882904,800057368,938887548,85.21333249
(주)에스코넥,96630,18-Dec,102876318,115657190,318824285,367055024,86.86007932
(주)에스코넥,96630,19-Dec,55012927,56377902,242084674,254480908,95.12881571
(주)에스텍파마,41910,18-Dec,30490403,40330037,30490403,40335857,75.59131073
(주)에스텍파마,41910,19-Dec,33488949,46489682,33488949,46489682,72.03522924
(주)에스티아이,39440,18-Dec,230613000,276027718,234174305,286609574,81.70498345
(주)에스티아이,39440,19-Dec,243226166,293268494,257465850,318857509,80.74636561
(주)에스티오,98660,18-Dec,38673099,87098051,39388088,88321595,44.59621455
(주)에스티오,98660,19-Dec,33765248,83978219,34545631,85144202,40.57308682
(주)에스티큐브,52020,18-Dec,10749875,11073434,10976210,11073434,99.12200678
(주)에스티큐브,52020,19-Dec,9562168,17388631,8966335,17388631,51.56435259
(주)에스폴리텍,50760,18-Dec,120247929,136756719,120307444,136887455,87.8878521
(주)에스폴리텍,50760,19-Dec,107518872,134909963,107653235,135032554,79.72391235
(주)에스피시스템스,317830,18-Dec,35902205,44597462,37854866,46873497,80.75963694
(주)에스피시스템스,317830,19-Dec,23210008,29033491,26027825,31959900,81.43900638
(주)에스피지,58610,18-Dec,199407743,226742282,246405866,305413294,80.6794828
(주)에스피지,58610,19-Dec,195036281,219560002,255745605,315161067,81.14758826
(주)에쎈테크,43340,18-Dec,51869745,58791068,51869745,58791068,88.22725418
(주)에쎈테크,43340,19-Dec,47946958,51708136,47946958,51708136,92.72613888
(주)에이디칩스,54630,18-Dec,12480365,12629866,12480365,12629866,98.8162899
(주)에이디칩스,54630,19-Dec,16005708,17668070,16005708,17668070,90.59115116
(주)에이디테크놀로지,200710,18-Dec,92261217,110264723,92261217,110264723,83.67246975
(주)에이디테크놀로지,200710,19-Dec,207922950,225809534,207922950,225809534,92.07890664
(주)에이루트,96690,18-Dec,18626337,22056403,18726448,22194327,84.37493058
(주)에이루트,96690,19-Dec,19660312,24873110,24359627,31253724,77.94151827
(주)에이비프로바이오,195990,18-Dec,23677809,21595116,50030506,58911297,84.92514772
(주)에이비프로바이오,195990,19-Dec,21061775,8808808,44610195,31930109,139.7120035
(주)에이스침대,3800,18-Dec,95879957,225765097,95879957,225765097,42.46890165
(주)에이스침대,3800,19-Dec,107116423,277433284,107116423,277433284,38.60979528
(주)에이스테크놀로지,88800,18-Dec,223183272,272282903,288894120,377316650,76.56543118
(주)에이스테크놀로지,88800,19-Dec,200648664,257500719,289254079,378602472,76.40047289
(주)에이스토리,241840,18-Dec,43105295,46446060,43105295,46446060,92.80721551
(주)에이스토리,241840,19-Dec,25702313,28238091,25702313,28238091,91.02000911
(주)에이치디,102210,18-Dec,29651091,32230409,36530993,37568476,97.23842138
(주)에이치디,102210,19-Dec,35050594,37778318,35050594,37778318,92.77965737
(주)에이치비테크놀러지,78150,18-Dec,228021399,250910635,243921965,273910965,89.05155184
(주)에이치비테크놀러지,78150,19-Dec,206490713,223721604,242956070,280566411,86.59485258
(주)에이치시티,72990,18-Dec,21210254,35784271,21698910,36429972,59.56334526
(주)에이치시티,72990,19-Dec,26672993,45337404,27641646,47420588,58.29039066
(주)에이치알에스,36640,18-Dec,56619954,67943904,62087691,74617790,83.20762515
(주)에이치알에스,36640,19-Dec,53413214,61723442,57397379,66720013,86.02722994
(주)에이치앤비디자인,227100,18-Dec,26124896,31216245,26264352,31441043,83.53524404
(주)에이치앤비디자인,227100,19-Dec,19017418,21772351,18982188,21792788,87.10307281
(주)에이치엘사이언스,239610,18-Dec,18965970,64108470,18965970,64108470,29.58418755
(주)에이치엘사이언스,239610,19-Dec,31318651,128260856,31318651,128260856,24.41793387
(주)에이치케이,44780,18-Dec,39930450,48566224,44344937,55488123,79.91788982
(주)에이치케이,44780,19-Dec,36673732,44991567,43480737,54958238,79.11595892
(주)에이텍,45660,18-Dec,74244887,98223147,74244887,98223147,75.58797419
(주)에이텍,45660,19-Dec,73881704,99256874,73881704,99256874,74.43484871
(주)에이텍티앤,224110,18-Dec,12976777,17947100,82149974,118586165,69.27450095
(주)에이텍티앤,224110,19-Dec,11789439,16407998,96863041,128024267,75.65990673
(주)에이트원,230980,18-Dec,4739386,5076666,34137320,37534312,90.94963563
(주)에이트원,230980,19-Dec,8227848,10003909,11134056,13058815,85.26084488
(주)에이티세미콘,89530,18-Dec,100715652,119592451,100715652,119592451,84.21572696
(주)에이티세미콘,89530,19-Dec,108668907,125928665,109358834,128076925,85.38527451
(주)에이팩트,200470,18-Dec,28134823,47115235,28134823,47115235,59.71491599
(주)에이팩트,200470,19-Dec,33172203,46841017,33172203,46841017,70.81870789
(주)에이팸,73070,18-Dec,60097932,71232941,60467963,76202953,79.35120703
(주)에이팸,73070,19-Dec,43724265,47823695,43519081,50587576,86.0272115
(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,14547604,19610733,14215433,19416757,73.21218986
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,16761865,21873920,15360234,21901096,70.13454486
(주)에치에프알,230240,18-Dec,89108510,104029651,114176722,134994659,84.57869581
(주)에치에프알,230240,19-Dec,117298483,138217524,132986452,156662931,84.88699346
(주)에코마케팅,230360,18-Dec,0,29011478,0,62103162,0
(주)에코마케팅,230360,19-Dec,0,40702206,0,111354943,0
(주)에코프로,86520,18-Dec,59316153,83086320,561195376,669407171,83.83468243
(주)에코프로,86520,19-Dec,63268499,93361225,592082563,702272501,84.30951834
(주)에코프로비엠,247540,18-Dec,509610875,589185698,509610875,589185698,86.49410139
(주)에코프로비엠,247540,19-Dec,542997888,616085055,542997888,616085055,88.13683818
(주)에프알텍,73540,18-Dec,19903171,24525643,19903171,24607102,80.88384809
(주)에프알텍,73540,19-Dec,19833101,26148549,19833120,26150315,75.84275753
(주)에프앤리퍼블릭,64090,18-Dec,78409483,101451331,79401274,102914918,77.15234637
