,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출액증가율2019
860,(주)에스에이티,158300,19-Dec,33055663,37479251,-5.122637012
861,(주)에스에이티,60540,19-Dec,20271145,140167604,273.9872069
862,(주)에스에프에이,56190,18-Dec,944309684,1560055023,
863,(주)에스에프에이,56190,19-Dec,860849403,1577746351,1.134019489
864,(주)에스에프에이반도체,36540,18-Dec,296190099,457853090,
865,(주)에스에프에이반도체,36540,19-Dec,461843674,588938238,28.63039496
866,(주)에스엘바이오닉스,214310,18-Dec,31686653,32126457,
867,(주)에스엘바이오닉스,214310,19-Dec,24150312,24150312,-24.8273409
868,(주)에스엠라이프디자인그룹,63440,18-Dec,20031354,20031354,
869,(주)에스엠라이프디자인그룹,63440,19-Dec,33325088,36981225,84.6167014
870,(주)에스엠엔터테인먼트,41510,18-Dec,281638319,612227479,
871,(주)에스엠엔터테인먼트,41510,19-Dec,307504375,657825612,7.447906957
872,(주)에스엠컬처앤콘텐츠,48550,18-Dec,196445244,197029802,
873,(주)에스엠컬처앤콘텐츠,48550,19-Dec,165431176,166658489,-15.41457825
874,(주)에스엠코어,7820,18-Dec,88696371,93475185,
875,(주)에스엠코어,7820,19-Dec,128057986,128073312,37.01316772
876,(주)에스제이그룹,306040,18-Dec,66767121,68629893,
877,(주)에스제이그룹,306040,19-Dec,100118312,109494821,59.54391915
878,(주)에스제이케이,80440,18-Dec,6222758,6278310,
879,(주)에스제이케이,80440,19-Dec,3805177,4124848,-34.3000266
880,(주)에스지엔지,40610,18-Dec,56385942,1088824262,
881,(주)에스지엔지,40610,19-Dec,51882904,938887548,-13.77051552
882,(주)에스코넥,96630,18-Dec,115657190,367055024,
883,(주)에스코넥,96630,19-Dec,56377902,254480908,-30.66954779
884,(주)에스텍파마,41910,18-Dec,40330037,40335857,
885,(주)에스텍파마,41910,19-Dec,46489682,46489682,15.25646275
886,(주)에스티아이,39440,18-Dec,276027718,286609574,
887,(주)에스티아이,39440,19-Dec,293268494,318857509,11.25152051
888,(주)에스티오,98660,18-Dec,87098051,88321595,
889,(주)에스티오,98660,19-Dec,83978219,85144202,-3.597526743
890,(주)에스티큐브,52020,18-Dec,11073434,11073434,
891,(주)에스티큐브,52020,19-Dec,17388631,17388631,57.03015885
892,(주)에스폴리텍,50760,18-Dec,136756719,136887455,
893,(주)에스폴리텍,50760,19-Dec,134909963,135032554,-1.355055509
894,(주)에스피시스템스,317830,18-Dec,44597462,46873497,
895,(주)에스피시스템스,317830,19-Dec,29033491,31959900,-31.81669377
896,(주)에스피지,58610,18-Dec,226742282,305413294,
897,(주)에스피지,58610,19-Dec,219560002,315161067,3.191666241
898,(주)에쎈테크,43340,18-Dec,58791068,58791068,
899,(주)에쎈테크,43340,19-Dec,51708136,51708136,-12.04763281
900,(주)에이디칩스,54630,18-Dec,12629866,12629866,
901,(주)에이디칩스,54630,19-Dec,17668070,17668070,39.89119124
902,(주)에이디테크놀로지,200710,18-Dec,110264723,110264723,
903,(주)에이디테크놀로지,200710,19-Dec,225809534,225809534,104.788556
904,(주)에이루트,96690,18-Dec,22056403,22194327,
905,(주)에이루트,96690,19-Dec,24873110,31253724,40.81852538
906,(주)에이비프로바이오,195990,18-Dec,21595116,58911297,
907,(주)에이비프로바이오,195990,19-Dec,8808808,31930109,-45.79968423
908,(주)에이스침대,3800,18-Dec,225765097,225765097,
909,(주)에이스침대,3800,19-Dec,277433284,277433284,22.88581702
910,(주)에이스테크놀로지,88800,18-Dec,272282903,377316650,
911,(주)에이스테크놀로지,88800,19-Dec,257500719,378602472,0.340780615
912,(주)에이스토리,241840,18-Dec,46446060,46446060,
913,(주)에이스토리,241840,19-Dec,28238091,28238091,-39.20239736
914,(주)에이치디,102210,18-Dec,32230409,37568476,
915,(주)에이치디,102210,19-Dec,37778318,37778318,0.558558724
916,(주)에이치비테크놀러지,78150,18-Dec,250910635,273910965,
917,(주)에이치비테크놀러지,78150,19-Dec,223721604,280566411,2.429784437
918,(주)에이치시티,72990,18-Dec,35784271,36429972,
919,(주)에이치시티,72990,19-Dec,45337404,47420588,30.16915852
920,(주)에이치알에스,36640,18-Dec,67943904,74617790,
921,(주)에이치알에스,36640,19-Dec,61723442,66720013,-10.58430838
922,(주)에이치앤비디자인,227100,18-Dec,31216245,31441043,
923,(주)에이치앤비디자인,227100,19-Dec,21772351,21792788,-30.68681596
924,(주)에이치엘사이언스,239610,18-Dec,64108470,64108470,
925,(주)에이치엘사이언스,239610,19-Dec,128260856,128260856,100.0685026
926,(주)에이치케이,44780,18-Dec,48566224,55488123,
927,(주)에이치케이,44780,19-Dec,44991567,54958238,-0.954952107
928,(주)에이텍,45660,18-Dec,98223147,98223147,
929,(주)에이텍,45660,19-Dec,99256874,99256874,1.052427082
930,(주)에이텍티앤,224110,18-Dec,17947100,118586165,
931,(주)에이텍티앤,224110,19-Dec,16407998,128024267,7.958855909
932,(주)에이트원,230980,18-Dec,5076666,37534312,
933,(주)에이트원,230980,19-Dec,10003909,13058815,-65.20832725
934,(주)에이티세미콘,89530,18-Dec,119592451,119592451,
935,(주)에이티세미콘,89530,19-Dec,125928665,128076925,7.094489601
936,(주)에이팩트,200470,18-Dec,47115235,47115235,
937,(주)에이팩트,200470,19-Dec,46841017,46841017,-0.582015562
938,(주)에이팸,73070,18-Dec,71232941,76202953,
939,(주)에이팸,73070,19-Dec,47823695,50587576,-33.61467764
940,(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,19610733,19416757,
941,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,21873920,21901096,12.79481944
942,(주)에치에프알,230240,18-Dec,104029651,134994659,
943,(주)에치에프알,230240,19-Dec,138217524,156662931,16.05120689
944,(주)에코마케팅,230360,18-Dec,29011478,62103162,
945,(주)에코마케팅,230360,19-Dec,40702206,111354943,79.30639828
946,(주)에코프로,86520,18-Dec,83086320,669407171,
947,(주)에코프로,86520,19-Dec,93361225,702272501,4.909617259
948,(주)에코프로비엠,247540,18-Dec,589185698,589185698,
949,(주)에코프로비엠,247540,19-Dec,616085055,616085055,4.56551425
950,(주)에프알텍,73540,18-Dec,24525643,24607102,
951,(주)에프알텍,73540,19-Dec,26148549,26150315,6.271413025
952,(주)에프앤리퍼블릭,64090,18-Dec,101451331,102914918,
953,(주)에프앤리퍼블릭,64090,19-Dec,31936073,34123439,-66.84305865
954,(주)에프에스엔,214270,18-Dec,37136316,125414863,
955,(주)에프에스엔,214270,19-Dec,38506961,145425213,15.95532581
956,(주)에프에스티,36810,18-Dec,164438268,165054024,
957,(주)에프에스티,36810,19-Dec,121655204,125729654,-23.82515073
958,(주)에프엔씨엔터테인먼트,173940,18-Dec,47581669,74014342,
959,(주)에프엔씨엔터테인먼트,173940,19-Dec,53546880,84190079,13.74833137
960,(주)엑사이엔씨,54940,18-Dec,151515263,224054110,
961,(주)엑사이엔씨,54940,19-Dec,139762658,247113216,10.29175765
962,(주)엑세스바이오인코퍼레이션,950130,18-Dec,37584855,40239207,
963,(주)엑세스바이오인코퍼레이션,950130,19-Dec,37379390,43058688,7.006800606
964,(주)엑셈,205100,18-Dec,22614987,32359592,
965,(주)엑셈,205100,19-Dec,24786109,34454978,6.4753165
966,(주)엑시콘,92870,18-Dec,56483838,56474117,
967,(주)엑시콘,92870,19-Dec,38226674,38230244,-32.30483976
968,(주)엔바이오니아,317870,18-Dec,8544681,8544681,
969,(주)엔바이오니아,317870,19-Dec,9720397,9720397,13.75962426
970,(주)엔에스,217820,18-Dec,43702837,50648403,
971,(주)엔에스,217820,19-Dec,57996003,65057075,28.44842314
972,(주)엔에스엔,31860,18-Dec,10278928,10306353,
973,(주)엔에스엔,31860,19-Dec,9082944,15368805,49.11972256
974,(주)엔에이치엔벅스,104200,18-Dec,84512339,89652083,
975,(주)엔에이치엔벅스,104200,19-Dec,81514992,84847822,-5.358783465
976,(주)엔이능률,53290,18-Dec,85990357,85990357,
977,(주)엔이능률,53290,19-Dec,84632802,84632802,-1.578729345
978,(주)엔지스테크널러지,208860,18-Dec,4188910,4188910,
979,(주)엔지스테크널러지,208860,19-Dec,4265217,6299597,50.38749937
980,(주)엔지켐생명과학,183490,18-Dec,31034039,31034039,
981,(주)엔지켐생명과학,183490,19-Dec,31468723,31468723,1.400668472
982,(주)엔케이맥스,182400,18-Dec,5922253,6268827,
983,(주)엔케이맥스,182400,19-Dec,6695324,8749218,39.56706733
984,(주)엔텔스,69410,18-Dec,61950966,62313287,
985,(주)엔텔스,69410,19-Dec,59187823,60229899,-3.343408927
986,(주)엔투텍,227950,18-Dec,19046948,19115790,
987,(주)엔피,291230,18-Dec,,0,
988,(주)엔피,291230,19-Dec,,0,
989,(주)엔피디,198080,18-Dec,155229484,259374087,
990,(주)엔피디,198080,19-Dec,187714065,308704363,19.01896854
991,(주)엔피케이,48830,18-Dec,58475760,67274847,
992,(주)엔피케이,48830,19-Dec,61831770,65034697,-3.329847781
993,(주)엘디티,96870,18-Dec,7188415,7188415,
994,(주)엘디티,96870,19-Dec,6955660,6955660,-3.237918234
995,(주)엘아이에스,138690,18-Dec,210373463,211363819,
996,(주)엘아이에스,138690,19-Dec,142669434,145119083,-31.34156845
997,(주)엘앤씨바이오,290650,18-Dec,20823971,21240894,
998,(주)엘앤씨바이오,290650,19-Dec,25235143,29151665,37.24311698
999,(주)엘앤에프,66970,18-Dec,494339484,505664305,
1000,(주)엘앤에프,66970,19-Dec,312072283,313264235,-38.04897203
1001,(주)엘앤케이바이오메드,156100,18-Dec,22801032,31323219,
1002,(주)엘앤케이바이오메드,156100,19-Dec,19470887,25776889,-17.7067689
1003,(주)엘엑스세미콘,108320,18-Dec,791817912,791818132,
1004,(주)엘엑스세미콘,108320,19-Dec,867122050,867122050,9.510254307
1005,(주)엘엠에스,73110,18-Dec,80278509,109393200,
1006,(주)엘엠에스,73110,19-Dec,145464657,163181110,49.16933594
1007,(주)엘오티베큠,83310,18-Dec,159675553,169314397,
1008,(주)엘오티베큠,83310,19-Dec,147403941,150245826,-11.26222657
1009,(주)엠게임,58630,18-Dec,27301974,27118175,
1010,(주)엠게임,58630,19-Dec,37541897,37630626,38.76533358
1011,(주)엠디에스테크,86960,18-Dec,106962693,158945065,
1012,(주)엠디에스테크,86960,19-Dec,116923000,154901982,-2.543698353
1013,(주)엠씨넥스,97520,18-Dec,627641511,696954048,
1014,(주)엠씨넥스,97520,19-Dec,1184887089,1267712135,81.89321644
1015,(주)엠아이텍,179290,18-Dec,29599153,29599153,
1016,(주)엠아이텍,179290,19-Dec,32654539,32654539,10.32254538
1017,(주)엠앤씨생명과학,225860,18-Dec,,0,
1018,(주)엠앤씨생명과학,225860,19-Dec,,0,
1019,(주)엠에스씨,9780,18-Dec,144605086,144605455,
1020,(주)엠에스씨,9780,19-Dec,149239104,149239104,3.204339006
1021,(주)엠에스오토텍,123040,18-Dec,245348920,891949819,
1022,(주)엠에스오토텍,123040,19-Dec,273754814,1274416674,42.87986239
1023,(주)엠투엔,33310,18-Dec,29208004,53252622,
1024,(주)엠투엔,33310,19-Dec,27260839,46465722,-12.74472457
1025,(주)엠플러스,259630,18-Dec,78114604,78114604,
1026,(주)엠플러스,259630,19-Dec,104343607,104343607,33.57759197
1027,(주)엠피대산,65150,18-Dec,65652118,119809794,
1028,(주)엠피대산,65150,19-Dec,61840102,109949106,-8.230285414
1029,(주)연우,115960,18-Dec,271933167,272929163,
1030,(주)연우,115960,19-Dec,292405059,294610114,7.94380152
1031,(주)연이비앤티,90740,18-Dec,11649150,287318792,
1032,(주)연이비앤티,90740,19-Dec,9092417,316139182,10.03080578
1033,(주)영우디에스피,143540,18-Dec,145959793,146297534,
1034,(주)영우디에스피,143540,19-Dec,100432751,100432751,-31.35034593
1035,(주)예림당,36000,18-Dec,22951678,761109382,
1036,(주)예림당,36000,19-Dec,18398297,835889331,9.825125109
1037,(주)예선테크,250930,18-Dec,,0,
1038,(주)예선테크,250930,19-Dec,25475578,58932975,inf
1039,(주)예스티,122640,18-Dec,92091501,92091501,
1040,(주)예스티,122640,19-Dec,53365358,53365358,-42.05180997
1041,(주)오공,45060,18-Dec,54049935,150657894,
1042,(주)오공,45060,19-Dec,56984478,151927490,0.842701279
1043,(주)오디텍,80520,18-Dec,41466914,45225863,
1044,(주)오디텍,80520,19-Dec,37731934,41649157,-7.908541181
1045,(주)오르비텍,46120,18-Dec,67921225,69213196,
1046,(주)오르비텍,46120,19-Dec,74556580,74944341,8.280422421
1047,(주)오리엔탈정공,14940,18-Dec,41201091,77475080,
1048,(주)오리엔탈정공,14940,19-Dec,59522470,130107247,67.93431772
1049,(주)오리엔트정공,65500,18-Dec,62891832,98179112,
1050,(주)오리엔트정공,65500,19-Dec,65499093,97332735,-0.862074409
1051,(주)오리콤,10470,18-Dec,106964120,182757797,
1052,(주)오리콤,10470,19-Dec,113009121,198545882,8.638802425
1053,(주)오스코텍,39200,18-Dec,11688259,18702672,
1054,(주)오스코텍,39200,19-Dec,4374303,4368520,-76.64226801
1055,(주)오스테오닉,226400,18-Dec,9084786,9084786,
1056,(주)오스테오닉,226400,19-Dec,11161204,11161204,22.85599243
1057,(주)오스템,31510,18-Dec,142300336,152338949,
1058,(주)오스템,31510,19-Dec,123697655,147018157,-3.492732512
1059,(주)오이솔루션,138080,18-Dec,81406056,81504310,
1060,(주)오이솔루션,138080,19-Dec,210242068,210283059,158.0023793
1061,(주)오킨스전자,80580,18-Dec,31857846,34065696,
1062,(주)오킨스전자,80580,19-Dec,36620071,38478884,12.95493273
1063,(주)오텍,67170,18-Dec,107877546,918665962,
1064,(주)오텍,67170,19-Dec,100678798,952257433,3.656548995
1065,(주)오파스넷,173130,18-Dec,79083415,79083415,
1066,(주)오파스넷,173130,19-Dec,104149383,104149383,31.69560647
1067,(주)오픈베이스,49480,18-Dec,45006289,146734696,
1068,(주)오픈베이스,49480,19-Dec,53749679,157437309,7.293852982
1069,(주)오하임아이엔티,309930,18-Dec,,0,
1070,(주)오하임아이엔티,309930,19-Dec,,0,
1071,(주)옵투스제약,131030,18-Dec,49624684,49624684,
1072,(주)옵투스제약,131030,19-Dec,60441371,60441371,21.79698918
1073,(주)옵트론텍,82210,18-Dec,128773136,143579294,
1074,(주)옵트론텍,82210,19-Dec,163866344,238899888,66.38881648
1075,(주)옵티팜,153710,18-Dec,13958304,13958304,
1076,(주)옵티팜,153710,19-Dec,13652787,13652787,-2.188783107
1077,(주)와이비엠넷,57030,18-Dec,62611447,62611447,
1078,(주)와이비엠넷,57030,19-Dec,60080366,60080366,-4.04252117
1079,(주)와이솔,122990,18-Dec,260037522,433566057,
1080,(주)와이솔,122990,19-Dec,185060777,370317281,-14.58803681
1081,(주)와이어블,65530,18-Dec,65938407,65938407,
1082,(주)와이어블,65530,19-Dec,86274637,86274637,30.84125159
1083,(주)와이엔텍,67900,18-Dec,61772441,76070963,
1084,(주)와이엔텍,67900,19-Dec,86238104,98620699,29.64302687
1085,(주)와이오엠,66430,18-Dec,30702210,30702210,
1086,(주)와이오엠,66430,19-Dec,58051573,58051573,89.0794604
1087,(주)와이제이엠게임즈,193250,18-Dec,16761006,40575569,
1088,(주)와이제이엠게임즈,193250,19-Dec,10368775,40634666,0.145646756
1089,(주)와이즈버즈,273060,18-Dec,,0,
1090,(주)와이즈버즈,273060,19-Dec,,0,
1091,(주)와이지-원,19210,18-Dec,340264272,390942261,
1092,(주)와이지-원,19210,19-Dec,330868998,427959618,9.468752983
1093,(주)와이지엔터테인먼트,122870,18-Dec,171135361,285846341,
1094,(주)와이지엔터테인먼트,122870,19-Dec,147685997,264459739,-7.481852636
1095,(주)와이티엔,40300,18-Dec,132360036,132360036,
1096,(주)와이티엔,40300,19-Dec,127781800,130801036,-1.177847972
1097,(주)우리기술,32820,18-Dec,24608969,28192115,
1098,(주)우리기술,32820,19-Dec,16734827,32592805,15.6096483
1099,(주)우리넷,115440,18-Dec,44587381,44587381,
1100,(주)우리넷,115440,19-Dec,73657576,73657576,65.19825643
1101,(주)우리로,46970,18-Dec,31974403,55853881,
1102,(주)우리로,46970,19-Dec,101536211,115364639,106.547221
1103,(주)우양,103840,18-Dec,107436932,107436932,
1104,(주)우양,103840,19-Dec,117909007,117909007,9.747183585
1105,(주)우정바이오,215380,18-Dec,23758076,23758076,
1106,(주)우정바이오,215380,19-Dec,32290408,32290408,35.91339635
1107,(주)우주일렉트로닉스,65680,18-Dec,183888315,186608231,
1108,(주)우주일렉트로닉스,65680,19-Dec,190004370,191008494,2.358021925
1109,(주)원바이오젠,307280,18-Dec,,0,
1110,(주)원바이오젠,278380,18-Dec,,0,
1111,(주)원바이오젠,307280,19-Dec,,0,
1112,(주)원바이오젠,278380,19-Dec,11545982,11545982,inf
1113,(주)원익,32940,18-Dec,22345963,80295123,
1114,(주)원익,32940,19-Dec,22145254,90386053,12.56730125
1115,(주)원익머트리얼즈,104830,18-Dec,224289006,233464558,
1116,(주)원익머트리얼즈,104830,19-Dec,221820237,220839808,-5.407565974
1117,(주)원익아이피에스,240810,18-Dec,649002716,649312685,
1118,(주)원익아이피에스,240810,19-Dec,668654506,669241557,3.069225731
1119,(주)원익큐브,14190,18-Dec,227395927,231806852,
1120,(주)원익큐브,14190,19-Dec,199362469,203876378,-12.04902865
1121,(주)원익큐엔씨,74600,18-Dec,192230978,266463980,
1122,(주)원익큐엔씨,74600,19-Dec,174218148,263059923,-1.277492365
1123,(주)원익피앤이,131390,18-Dec,99185339,102753495,
1124,(주)원익피앤이,131390,19-Dec,136704082,147158084,43.21467508
1125,(주)원익홀딩스,30530,18-Dec,254826613,500162429,
1126,(주)원익홀딩스,30530,19-Dec,203149271,450752790,-9.878718619
1127,(주)원일특강,12620,18-Dec,238369106,255861298,
1128,(주)원일특강,12620,19-Dec,241196523,255805707,-0.021727006
1129,(주)원풍,8370,18-Dec,68294682,68294682,
1130,(주)원풍,8370,19-Dec,72852529,72852529,6.673794894
1131,(주)월덱스,101160,18-Dec,75606399,105542800,
1132,(주)월덱스,101160,19-Dec,82834543,117442639,11.27489417
1133,(주)웨이버스,336060,19-Dec,,0,
1134,(주)웨이브일렉트로닉스,95270,18-Dec,26684033,48067633,
1135,(주)웨이브일렉트로닉스,95270,19-Dec,23608298,37284783,-22.43266274
1136,(주)웰크론,65950,18-Dec,104292911,394766547,
1137,(주)웰크론,65950,19-Dec,102378629,391915114,-0.722308671
1138,(주)웰크론한텍,76080,18-Dec,182624707,264346513,
1139,(주)웰크론한텍,76080,19-Dec,233564578,270764971,2.428047159
1140,(주)웹스,196700,18-Dec,27209911,28446124,
1141,(주)웹스,196700,19-Dec,26924130,28492652,0.163565342
1142,(주)웹젠,69080,18-Dec,210124927,218877009,
1143,(주)웹젠,69080,19-Dec,170826945,176051926,-19.56582064
1144,(주)위니아,71460,18-Dec,522475803,557360715,
1145,(주)위니아,71460,19-Dec,608092216,750478399,34.64859987
1146,(주)위닉스,44340,18-Dec,281970691,330556897,
1147,(주)위닉스,44340,19-Dec,332959915,386234284,16.84351091
1148,(주)위메이드,112040,18-Dec,19591377,127075870,
1149,(주)위메이드,112040,19-Dec,17228695,113648124,-10.56671577
1150,(주)위메이드맥스,101730,18-Dec,11111658,28752747,
1151,(주)위메이드맥스,101730,19-Dec,8996643,30487912,6.034779912
1152,(주)위메이드플레이,123420,18-Dec,75881865,85986810,
1153,(주)위메이드플레이,123420,19-Dec,73641766,84400907,-1.844356129
1154,(주)위세아이텍,65370,18-Dec,16549145,16549145,
1155,(주)위세아이텍,65370,19-Dec,19719477,19719477,19.15707428
1156,(주)위지윅스튜디오,299900,18-Dec,23648769,23648769,
1157,(주)위지윅스튜디오,299900,19-Dec,31833995,46404117,96.22212471
1158,(주)위지트,36090,18-Dec,44761863,44761863,
1159,(주)위지트,36090,19-Dec,31414936,31658926,-29.27254614
1160,(주)윈스,136540,18-Dec,66605169,70658809,
1161,(주)윈스,136540,19-Dec,75336139,82104735,16.1988663
1162,(주)윈팩,97800,18-Dec,67512063,67512063,
1163,(주)윈팩,97800,19-Dec,97926800,97926800,45.05081855
1164,(주)윈하이텍,192390,18-Dec,95230103,95230103,
1165,(주)윈하이텍,192390,19-Dec,83876795,84575176,-11.18861228
1166,(주)윌링스,313760,18-Dec,54326980,54326980,
1167,(주)윌링스,313760,19-Dec,42871637,42871637,-21.085919
1168,(주)유니온커뮤니티,203450,18-Dec,35925284,35975303,
1169,(주)유니온커뮤니티,203450,19-Dec,40989880,40989880,13.93894306
1170,(주)유니크,11320,18-Dec,202970321,213103949,
1171,(주)유니크,11320,19-Dec,217074567,224922213,5.545774283
1172,(주)유니테스트,86390,18-Dec,257631809,282306034,
1173,(주)유니테스트,86390,19-Dec,178726734,198326410,-29.74772548
1174,(주)유니테크노,241690,18-Dec,63048031,66371152,
1175,(주)유니테크노,241690,19-Dec,73644173,82053819,23.62874009
1176,(주)유니트론텍,142210,18-Dec,187512298,234610659,
1177,(주)유니트론텍,142210,19-Dec,219769175,283584884,20.87468029
1178,(주)유라테크,48430,18-Dec,192246340,198176562,
1179,(주)유라테크,48430,19-Dec,197386774,203475026,2.67360779
1180,(주)유바이오로직스,206650,18-Dec,24891999,24891999,
1181,(주)유바이오로직스,206650,19-Dec,33072580,33072580,32.86429909
1182,(주)유비케어,32620,18-Dec,94369700,100415364,
1183,(주)유비케어,32620,19-Dec,102702439,110852595,10.39405783
1184,(주)유비쿼스,264450,18-Dec,95274468,95274468,
1185,(주)유비쿼스,264450,19-Dec,103877217,103877217,9.029437981
1186,(주)유비쿼스홀딩스,78070,18-Dec,6440367,86222034,
1187,(주)유비쿼스홀딩스,78070,19-Dec,6376654,112451243,30.42054076
1188,(주)유성티엔에스,24800,18-Dec,332099115,392983290,
1189,(주)유성티엔에스,24800,19-Dec,300074545,358070006,-8.884165024
1190,(주)유신,54930,18-Dec,150831862,150831862,
1191,(주)유신,54930,19-Dec,166611283,166611283,10.46159664
1192,(주)유씨아이,38340,18-Dec,16563714,19844787,
1193,(주)유씨아이,38340,19-Dec,15454839,18724543,-5.645029095
1194,(주)유아이디,69330,18-Dec,4885847,4885847,
1195,(주)유아이디,69330,19-Dec,20455964,25786990,427.7895521
1196,(주)유에스티,263770,18-Dec,49612615,49612615,
1197,(주)유에스티,263770,19-Dec,52365313,52365313,5.548383209
1198,(주)유진로봇,56080,18-Dec,50769821,81747626,
1199,(주)유진로봇,56080,19-Dec,29162345,72699201,-11.06873122
1200,(주)유진테크,84370,18-Dec,178611250,220177524,
1201,(주)유진테크,84370,19-Dec,174186196,205466890,-6.681260527
1202,(주)유테크,178780,18-Dec,18746185,52577681,
1203,(주)유테크,178780,19-Dec,15945746,43391257,-17.47209809
1204,(주)유티아이,179900,18-Dec,47589391,47977086,
1205,(주)유티아이,179900,19-Dec,61686305,63087225,31.49449093
1206,(주)유틸렉스,263050,18-Dec,402034,402034,
1207,(주)유틸렉스,263050,19-Dec,408878,408878,1.702343583
1208,(주)육일씨엔에쓰,191410,18-Dec,63509638,93418154,
1209,(주)육일씨엔에쓰,191410,19-Dec,38598807,61581944,-34.07925402
1210,(주)율호,72770,18-Dec,55367291,55367291,
1211,(주)율호,72770,19-Dec,54827125,63739926,15.12198782
1212,(주)이건홀딩스,39020,18-Dec,26188341,307715884,
1213,(주)이건홀딩스,39020,19-Dec,10753447,470273924,52.82731521
1214,(주)이글루코퍼레이션,67920,18-Dec,64252914,64678925,
1215,(주)이글루코퍼레이션,67920,19-Dec,75118077,75565878,16.83230357
1216,(주)이글벳,44960,18-Dec,30261732,30261732,
1217,(주)이글벳,44960,19-Dec,34422683,34422683,13.74987724
1218,(주)이노메트리,302430,18-Dec,30576216,30576216,
1219,(주)이노메트리,302430,19-Dec,31891286,31891286,4.300957319
1220,(주)이노와이어리스,73490,18-Dec,42680467,64034149,
1221,(주)이노와이어리스,73490,19-Dec,64998412,96847501,51.24352008
1222,(주)이노인스트루먼트,215790,18-Dec,22035324,49905327,
1223,(주)이노인스트루먼트,215790,19-Dec,19440749,43493970,-12.84703936
1224,(주)이노테라피,246960,18-Dec,496155,512204,
1225,(주)이노테라피,246960,19-Dec,663076,692760,35.25079851
1226,(주)이녹스,88390,18-Dec,8896366,57752852,
1227,(주)이녹스,88390,19-Dec,10840117,41540048,-28.0727331
1228,(주)이녹스첨단소재,272290,18-Dec,292520463,293115113,
1229,(주)이녹스첨단소재,272290,19-Dec,348823600,349330168,19.17849081
1230,(주)이라이콤,41520,18-Dec,324070076,367070174,
1231,(주)이라이콤,41520,19-Dec,273731536,277051025,-24.5236893
1232,(주)이랜시스,264850,18-Dec,,0,
1233,(주)이랜시스,264850,19-Dec,39749494,52298488,inf
1234,(주)이랜텍,54210,18-Dec,98192890,451807947,
1235,(주)이랜텍,54210,19-Dec,133109410,729024728,61.35721668
1236,(주)이루온,65440,18-Dec,15563475,48285361,
1237,(주)이루온,65440,19-Dec,20953753,49397597,2.303464191
1238,(주)이매진아시아,36260,18-Dec,19199725,26187471,
1239,(주)이매진아시아,36260,19-Dec,8023480,12690904,-51.53826041
1240,(주)이미지스테크놀로지,115610,18-Dec,14237003,17067967,
1241,(주)이미지스테크놀로지,115610,19-Dec,17806431,18952057,11.03874879
1242,(주)이브이수성,84180,18-Dec,23545568,23538548,
1243,(주)이브이수성,84180,19-Dec,22696866,22705956,-3.537142563
1244,(주)이브이첨단소재,131400,18-Dec,62622211,65691719,
1245,(주)이브이첨단소재,131400,19-Dec,51381957,52429478,-20.18860399
1246,(주)이상네트웍스,80010,18-Dec,39322369,53729890,
1247,(주)이상네트웍스,80010,19-Dec,24699900,58153972,8.233930872
1248,(주)이수앱지스,86890,18-Dec,16745736,16745736,
1249,(주)이수앱지스,86890,19-Dec,21019126,21019126,25.51927249
1250,(주)이스트소프트,47560,18-Dec,21521886,64686585,
1251,(주)이스트소프트,47560,19-Dec,19775893,68906896,6.524244555
1252,(주)이십일스토어,270020,18-Dec,,0,
1253,(주)이십일스토어,270020,19-Dec,19445456,19546408,inf
1254,(주)이엔에프테크놀로지,102710,18-Dec,363613988,425448061,
1255,(주)이엔에프테크놀로지,102710,19-Dec,398083010,481013219,13.06038577
1256,(주)이엔코퍼레이션,66980,18-Dec,19706920,81988308,
1257,(주)이엔코퍼레이션,66980,19-Dec,16854150,110610982,34.91067775
1258,(주)이엘피,63760,18-Dec,50757512,50838818,
1259,(주)이엘피,63760,19-Dec,37316374,37348781,-26.53491472
1260,(주)이엠네트웍스,87730,18-Dec,13316221,13316221,
1261,(주)이엠네트웍스,87730,19-Dec,13459066,12991455,-2.438875113
1262,(주)이엠넷,123570,18-Dec,21206332,31601445,
1263,(주)이엠넷,123570,19-Dec,24261604,36701874,16.13986006
1264,(주)이엠앤아이,83470,18-Dec,35130403,53405357,
1265,(주)이엠앤아이,83470,19-Dec,1236681,7377848,-86.18519112
1266,(주)이엠텍,91120,18-Dec,286351283,286047460,
1267,(주)이엠텍,91120,19-Dec,206085052,268162562,-6.252423287
1268,(주)이오테크닉스,39030,18-Dec,271472082,294095045,
1269,(주)이오테크닉스,39030,19-Dec,180044582,206470463,-29.79464751
1270,(주)이즈미디어,181340,18-Dec,76856196,78919135,
1271,(주)이즈미디어,181340,19-Dec,65424274,67147273,-14.91635964
1272,(주)이지,37370,18-Dec,76538965,112563296,
1273,(주)이지,37370,19-Dec,44004463,67218335,-40.28396699
1274,(주)이지홀딩스,35810,18-Dec,156851297,1509390785,
1275,(주)이지홀딩스,35810,19-Dec,155243893,1614867962,6.988062869
1276,(주)이큐셀,160600,18-Dec,112168341,112748457,
1277,(주)이큐셀,160600,19-Dec,92640985,93333769,-17.21947113
1278,(주)이크레더블,92130,18-Dec,35252869,37243072,
1279,(주)이크레더블,92130,19-Dec,39421713,40922495,9.879483089
