,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출액증가율2019
431,(주)바텍,43150,19-Dec,189138285,271702910,15.91765465
432,(주)배럴,267790,18-Dec,50099838,50068540,
433,(주)배럴,267790,19-Dec,59440692,59946896,19.72966657
434,(주)백금티앤에이,46310,18-Dec,62247878,112217563,
435,(주)백금티앤에이,46310,19-Dec,54558064,155629903,38.68586952
436,(주)버킷스튜디오,66410,18-Dec,18445342,18445342,
437,(주)버킷스튜디오,66410,19-Dec,17584675,17584675,-4.666039806
438,(주)베노홀딩스,206400,18-Dec,15045022,15092291,
439,(주)베노홀딩스,206400,19-Dec,16109554,15950474,5.686234118
440,(주)베셀,177350,18-Dec,75235199,75788384,
441,(주)베셀,177350,19-Dec,40367749,42343768,-44.12894725
442,(주)베스파,299910,18-Dec,124486560,124486560,
443,(주)베스파,299910,19-Dec,100123379,100572482,-19.21016855
444,(주)보광산업,225530,18-Dec,37337946,37337946,
445,(주)보광산업,225530,19-Dec,49767222,49767222,33.28859065
446,(주)보라티알,250000,18-Dec,39253402,42014603,
447,(주)보라티알,250000,19-Dec,42135809,46789495,11.36483903
448,(주)본느,226340,18-Dec,24842430,29229682,
449,(주)본느,226340,19-Dec,32954152,47018567,60.85897548
450,(주)부-스타,8470,18-Dec,81943315,81943315,
451,(주)부-스타,8470,19-Dec,96542723,96542723,17.81647228
452,(주)부방,14470,18-Dec,10113038,348599294,
453,(주)부방,14470,19-Dec,5610972,330262944,-5.260007784
454,(주)뷰웍스,100120,18-Dec,116568491,131403852,
455,(주)뷰웍스,100120,19-Dec,125452626,136009901,3.505261779
456,(주)브리지텍,64480,18-Dec,46502491,46502491,
457,(주)브리지텍,64480,19-Dec,35589607,35589607,-23.4673106
458,(주)브이원텍,251630,18-Dec,53788027,54628523,
459,(주)브이원텍,251630,19-Dec,26109076,26780003,-50.97798452
460,(주)브이티지엠피,18290,18-Dec,52279262,109469851,
461,(주)브이티지엠피,18290,19-Dec,64608809,112756600,3.002423928
462,(주)블루베리엔에프티,44480,18-Dec,12878535,15350181,
463,(주)블루베리엔에프티,44480,19-Dec,11521976,37484494,144.1957785
464,(주)블루콤,33560,18-Dec,65992040,73866708,
465,(주)블루콤,33560,19-Dec,27278673,28562802,-61.33196839
466,(주)비덴트,121800,18-Dec,19854705,21471982,
467,(주)비덴트,121800,19-Dec,17944734,18671853,-13.04085016
468,(주)비보존헬스케어,82800,18-Dec,46003133,46003133,
469,(주)비보존헬스케어,82800,19-Dec,43901057,44952919,-2.282918426
470,(주)비씨월드제약,200780,18-Dec,54791756,54791756,
471,(주)비씨월드제약,200780,19-Dec,52238453,51497337,-6.01261803
472,(주)비아트론,141000,18-Dec,128629399,129129271,
473,(주)비아트론,141000,19-Dec,48924013,49953294,-61.31528226
474,(주)비에이치,90460,18-Dec,473574349,767882470,
475,(주)비에이치,90460,19-Dec,351927255,654853721,-14.71953761
476,(주)비엔지티,32790,18-Dec,9468063,49621148,
477,(주)비엔지티,32790,19-Dec,16099696,51911129,4.614929505
478,(주)비엘,142760,18-Dec,18567674,86066821,
479,(주)비엘,142760,19-Dec,14422363,72876570,-15.32559335
480,(주)비엘팜텍,65170,18-Dec,45933504,87686317,
481,(주)비엘팜텍,65170,19-Dec,37321138,58869487,-32.86354244
482,(주)비엠티,86670,18-Dec,76878609,76878609,
483,(주)비엠티,86670,19-Dec,74362153,74362153,-3.27328503
484,(주)비올,335890,19-Dec,,0,
485,(주)비즈니스온커뮤니케이션,138580,18-Dec,15037979,15037979,
486,(주)비즈니스온커뮤니케이션,138580,19-Dec,15677354,15677354,4.251734891
487,(주)비츠로셀,82920,18-Dec,113080634,112596990,
488,(주)비츠로셀,82920,19-Dec,129410384,133438199,18.5095614
489,(주)비츠로시스,54220,18-Mar,75293447,75293447,
490,(주)비츠로시스,54220,19-Mar,31266242,31266242,-58.47415247
491,(주)비츠로테크,42370,18-Jun,28937727,220440565,
492,(주)비츠로테크,42370,19-Dec,30787116,312975670,41.97734886
493,(주)비케이홀딩스,50090,18-Dec,15426057,14927444,
494,(주)비케이홀딩스,50090,19-Dec,13301419,12993006,-12.95893657
495,(주)비투엔,307870,18-Dec,,0,
496,(주)비투엔,307870,19-Dec,,0,
497,(주)비트컴퓨터,32850,18-Dec,32611975,32769953,
498,(주)비트컴퓨터,32850,19-Dec,37165111,37376712,14.05787491
499,(주)비피도,238200,18-Dec,14870382,14870382,
500,(주)비피도,238200,19-Dec,13009644,13012639,-12.49290704
501,(주)빅솔론,93190,18-Dec,77604084,85248786,
502,(주)빅솔론,93190,19-Dec,74852401,84844466,-0.474282414
503,(주)빅텍,65450,18-Dec,48767203,48767203,
504,(주)빅텍,65450,19-Dec,48979452,48979452,0.43522898
505,(주)사람인에이치알,143240,18-Dec,57494328,86145918,
506,(주)사람인에이치알,143240,19-Dec,67733872,93567189,8.614768027
507,(주)삼기,122350,18-Dec,278343288,277272867,
508,(주)삼기,122350,19-Dec,291623432,301765684,8.833470532
509,(주)삼보판지,23600,18-Dec,126535646,374788747,
510,(주)삼보판지,23600,19-Dec,139868908,367007847,-2.076076206
511,(주)삼양옵틱스,225190,18-Dec,60460259,60460259,
512,(주)삼양옵틱스,225190,19-Dec,63594654,63594654,5.184223574
513,(주)삼일,32280,18-Dec,97598805,97598805,
514,(주)삼일,32280,19-Dec,96146134,96146134,-1.488410642
515,(주)삼일기업공사,2290,18-Dec,56185007,56185007,
516,(주)삼일기업공사,2290,19-Dec,76264881,76264881,35.73884755
517,(주)삼진,32750,18-Dec,78984312,87691023,
518,(주)삼진,32750,19-Dec,128634279,135228931,54.21068927
519,(주)삼진엘앤디,54090,18-Dec,73197965,215217526,
520,(주)삼진엘앤디,54090,19-Dec,83754159,230790590,7.235964603
521,(주)삼표시멘트,38500,18-Dec,571299588,576027308,
522,(주)삼표시멘트,38500,19-Dec,587272635,595485610,3.37801728
523,(주)삼화네트웍스,46390,18-Dec,11687665,12559043,
524,(주)삼화네트웍스,46390,19-Dec,54011359,54197930,331.5450628
525,(주)상보,27580,18-Dec,64888592,127480778,
526,(주)상보,27580,19-Dec,51309586,48850032,-61.68047233
527,(주)상상인,38540,18-Dec,106664768,484381840,
528,(주)상상인,38540,19-Dec,146837343,541349885,11.76097869
529,(주)상상인인더스트리,101000,18-Dec,65812303,65812303,
530,(주)상상인인더스트리,101000,19-Dec,32880655,32880655,-50.03874124
531,(주)상아프론테크,89980,18-Dec,138321432,182073848,
532,(주)상아프론테크,89980,19-Dec,126278228,186171234,2.250397872
533,(주)상지카일룸,42940,18-Dec,31021554,31021854,
534,(주)상지카일룸,42940,19-Dec,60056755,104940554,238.27944
535,(주)새로닉스,42600,18-Dec,64536776,142092261,
536,(주)새로닉스,42600,19-Dec,62819666,163776250,15.26049966
537,(주)서남,294630,18-Dec,4854015,4854015,
538,(주)서남,294630,19-Dec,1413311,1413311,-70.88367053
539,(주)서린바이오사이언스,38070,18-Dec,45833302,49876621,
540,(주)서린바이오사이언스,38070,19-Dec,50515306,54409607,9.08839835
541,(주)서부티엔디,6730,18-Dec,108104729,108104729,
542,(주)서부티엔디,6730,19-Dec,127936628,127936628,18.34507998
543,(주)서산,79650,18-Dec,30968605,83413069,
544,(주)서산,79650,19-Dec,24150444,52401645,-37.17813572
545,(주)서연탑메탈,19770,18-Dec,119877430,146950981,
546,(주)서연탑메탈,19770,19-Dec,132941026,159678959,8.66137668
547,(주)서울리거,43710,18-Dec,16958876,17510965,
548,(주)서울리거,43710,19-Dec,51295104,78368688,347.5406581
549,(주)서울옥션,63170,18-Dec,28565437,62044838,
550,(주)서울옥션,63170,19-Dec,20606204,45092705,-27.32239062
551,(주)서울제약,18680,18-Dec,43568031,43568031,
552,(주)서울제약,18680,19-Dec,53950359,53950359,23.83015198
553,(주)서원인텍,93920,18-Dec,155892884,246968049,
554,(주)서원인텍,93920,19-Dec,138911043,302903887,22.64901805
555,(주)서전기전,189860,18-Dec,57324257,57324257,
556,(주)서전기전,189860,19-Dec,61071315,61071315,6.536601076
557,(주)서진시스템,178320,18-Dec,49748514,324577036,
558,(주)서진시스템,178320,19-Dec,72551406,392360901,20.88375254
559,(주)서진오토모티브,122690,18-Dec,128135047,1286481786,
560,(주)서진오토모티브,122690,19-Dec,134130599,1429752268,11.13661177
561,(주)서플러스글로벌,140070,18-Dec,138151491,146061392,
562,(주)서플러스글로벌,140070,19-Dec,92802567,110327845,-24.46474493
563,(주)서한,11370,18-Dec,640170738,640170738,
564,(주)서한,11370,19-Dec,548055256,548055256,-14.38920534
565,(주)서희건설,35890,18-Dec,1110474997,1138810784,
566,(주)서희건설,35890,19-Dec,1216979059,1242974178,9.146681386
567,(주)선광,3100,18-Dec,68618138,135619577,
568,(주)선광,3100,19-Dec,74492370,144994753,6.912848578
569,(주)선익시스템,171090,18-Dec,117997699,117997699,
570,(주)선익시스템,171090,19-Dec,87328757,87647566,-25.72095325
571,(주)성광벤드,14620,18-Dec,155160200,169913734,
572,(주)성광벤드,14620,19-Dec,188790840,202365162,19.09876691
573,(주)성도이엔지,37350,18-Dec,402401506,529153973,
574,(주)성도이엔지,37350,19-Dec,496579444,695685233,31.47122926
575,(주)성우하이텍,15750,18-Dec,1199397796,3456881746,
576,(주)성우하이텍,15750,19-Dec,1218068087,3389454157,-1.950532126
577,(주)성창오토텍,80470,18-Dec,76261648,130670809,
578,(주)성창오토텍,80470,19-Dec,70903490,132801199,1.630348826
579,(주)세경하이테크,148150,18-Dec,176797059,256592701,
580,(주)세경하이테크,148150,19-Dec,150591566,281348171,9.647768586
581,(주)세동,53060,18-Dec,131687786,140775465,
582,(주)세동,53060,19-Dec,135817125,147345825,4.667262154
583,(주)세림비앤지,340440,19-Dec,,0,
584,(주)세보엠이씨,11560,18-Dec,458624847,473844415,
585,(주)세보엠이씨,11560,19-Dec,605016447,615709105,29.93908665
586,(주)세영디앤씨,52190,18-Dec,4405197,19367172,
587,(주)세영디앤씨,52190,19-Dec,2737531,2662331,-86.25338279
588,(주)세운메디칼,100700,18-Dec,58258929,64285803,
589,(주)세운메디칼,100700,19-Dec,60450324,66868600,4.017678678
590,(주)세원물산,24830,18-Dec,86850803,86850803,
591,(주)세원물산,24830,19-Dec,115276852,115276852,32.72974805
592,(주)세종메디칼,258830,18-Dec,14829957,14832741,
593,(주)세종메디칼,258830,19-Dec,16229948,16229948,9.419749189
594,(주)세중,39310,18-Dec,13304683,127812095,
595,(주)세중,39310,19-Dec,8955761,153178120,19.84634162
596,(주)세진티에스,67770,18-Dec,10947548,20901166,
597,(주)세진티에스,67770,19-Dec,10848483,21212352,1.488845168
598,(주)세코닉스,53450,18-Dec,400685304,418168890,
599,(주)세코닉스,53450,19-Dec,385463069,462244785,10.54021379
600,(주)세토피아,222810,18-Dec,13304515,13304515,
601,(주)세토피아,222810,19-Dec,11037698,12996701,-2.313605569
602,(주)세화피앤씨,252500,18-Dec,27712197,27712197,
603,(주)세화피앤씨,252500,19-Dec,29231952,29231952,5.484065374
604,(주)셀루메드,49180,18-Dec,9925474,10842924,
605,(주)셀루메드,49180,19-Dec,12838321,17921487,65.28278719
606,(주)셀리드,299660,18-Dec,0,0,
607,(주)셀리드,299660,19-Dec,0,0,
608,(주)셀리버리,268600,18-Dec,4512316,4512316,
609,(주)셀리버리,268600,19-Dec,2073695,2073695,-54.04366627
610,(주)셀바스에이아이,108860,18-Dec,15562084,35561641,
611,(주)셀바스에이아이,108860,19-Dec,13093894,35418106,-0.403623106
612,(주)셀바스헬스케어,208370,18-Dec,18813684,20026268,
613,(주)셀바스헬스케어,208370,19-Dec,19673519,22351230,11.609562
614,(주)셀트리온제약,68760,18-Dec,139470824,146880154,
615,(주)셀트리온제약,68760,19-Dec,172682727,173512797,18.13222704
616,(주)셀트리온헬스케어,91990,18-Dec,918897647,695082135,
617,(주)셀트리온헬스케어,91990,19-Dec,1157625784,1100877966,58.3809899
618,(주)셀피글로벌,68940,18-Dec,23986253,24088357,
619,(주)셀피글로벌,68940,19-Dec,24593855,24722106,2.630934937
620,(주)소리바다,53110,18-Dec,23684198,46827331,
621,(주)소리바다,53110,19-Dec,23766484,45818975,-2.153349291
622,(주)소프트센,32680,18-Dec,133604426,133604426,
623,(주)소프트센,32680,19-Dec,94999247,94999247,-28.89513481
624,(주)손오공,66910,18-Dec,95098144,99181868,
625,(주)손오공,66910,19-Dec,69561788,73402174,-25.9923457
626,(주)솔고바이오메디칼,43100,18-Dec,18496254,22540749,
627,(주)솔고바이오메디칼,43100,19-Dec,16464089,21441926,-4.874829137
628,(주)솔루에타,154040,18-Dec,53215936,227297064,
629,(주)솔루에타,154040,19-Dec,56020710,256338425,12.77683068
630,(주)솔본,35610,18-Dec,3188052,84440587,
631,(주)솔본,35610,19-Dec,3128570,80312073,-4.889253079
632,(주)쇼박스,86980,18-Dec,68510508,68510508,
633,(주)쇼박스,86980,19-Dec,78627533,78650191,14.80018656
634,(주)수산아이앤티,50960,18-Dec,16268527,16268527,
635,(주)수산아이앤티,50960,19-Dec,16000356,16000356,-1.648403694
636,(주)수젠텍,253840,18-Dec,5448790,5448790,
637,(주)수젠텍,253840,19-Dec,3845081,3845081,-29.43238774
638,(주)슈프리마,236200,18-Dec,52145128,52757142,
639,(주)슈프리마,236200,19-Dec,71353003,72130977,36.72267728
640,(주)슈프리마아이디,317770,18-Dec,17564064,18080500,
641,(주)슈프리마아이디,317770,19-Dec,11911093,12078457,-33.19622245
642,(주)슈프리마에이치큐,94840,18-Dec,14220118,32101830,
643,(주)슈프리마에이치큐,94840,19-Dec,14008661,26159585,-18.51061139
644,(주)슈피겐코리아,192440,18-Dec,195346422,266865874,
645,(주)슈피겐코리아,192440,19-Dec,225347701,308557219,15.62258388
646,(주)스마트솔루션즈,136510,18-Dec,21925847,21931829,
647,(주)스마트솔루션즈,136510,19-Dec,17081183,17083260,-22.10745397
648,(주)스맥,99440,18-Dec,150557918,133718535,
649,(주)스맥,99440,19-Dec,141710824,136977992,2.437550636
650,(주)스카이문스테크놀로지,33790,18-Dec,14463651,14368889,
651,(주)스카이문스테크놀로지,33790,19-Dec,5733712,5733712,-60.09634426
652,(주)스킨앤스킨,159910,18-Dec,20653554,31663746,
653,(주)스킨앤스킨,159910,19-Dec,20548700,20974333,-33.75915471
654,(주)스타플렉스,115570,18-Dec,77472112,95096698,
655,(주)스타플렉스,115570,19-Dec,72428801,92736865,-2.481508874
656,(주)스튜디오산타클로스엔터테인먼트,204630,18-Dec,15627495,27311088,
657,(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,23825796,40606059,48.679756
658,(주)스페코,13810,18-Dec,42102827,54900826,
659,(주)스페코,13810,19-Dec,31268020,74708315,36.07867211
660,(주)승일,49830,18-Dec,151026587,151026587,
661,(주)승일,49830,19-Dec,136635791,136635791,-9.52865074
662,(주)시공테크,20710,18-Dec,65909194,72957663,
663,(주)시공테크,20710,19-Dec,114634123,119772437,64.16704164
664,(주)시너지이노베이션,48870,18-Dec,11725816,44445903,
665,(주)시너지이노베이션,48870,19-Dec,11002162,54585276,22.81284059
666,(주)시노펙스,25320,18-Dec,107081466,165400318,
667,(주)시노펙스,25320,19-Dec,97575177,217056055,31.23073621
668,(주)시스웍,269620,18-Dec,20630141,22371735,
669,(주)시스웍,269620,19-Dec,13481466,14879639,-33.48911472
670,(주)시큐브,131090,18-Dec,13918768,13950490,
671,(주)시큐브,131090,19-Dec,18216685,18216685,30.58096884
672,(주)시티랩스,139050,18-Dec,21988953,38285541,
673,(주)시티랩스,139050,19-Dec,19097657,80745442,110.9032285
674,(주)신진에스엠,138070,18-Dec,41542201,56235779,
675,(주)신진에스엠,138070,19-Dec,38505624,51776148,-7.930237794
676,(주)신테카바이오,226330,18-Dec,286582,286582,
677,(주)신테카바이오,226330,19-Dec,461374,461374,60.9919674
678,(주)신화콘텍,187270,18-Dec,33438073,38696579,
679,(주)신화콘텍,187270,19-Dec,41613551,44341306,14.58714735
680,(주)심텍,222800,18-Dec,798613750,1007545639,
681,(주)심텍,222800,19-Dec,848246657,1000187191,-0.730333964
682,(주)심텍홀딩스,36710,18-Dec,4906567,1007097365,
683,(주)심텍홀딩스,36710,19-Dec,4019018,1000340255,-0.67094903
684,(주)싸이맥스,160980,18-Dec,123623214,133459369,
685,(주)싸이맥스,160980,19-Dec,74288393,83475335,-37.45262275
686,(주)싸이토젠,217330,18-Dec,1225483,1225483,
687,(주)싸이토젠,217330,19-Dec,798925,798925,-34.80733719
688,(주)썸에이지,208640,18-Dec,3365918,3554558,
689,(주)썸에이지,208640,19-Dec,3531537,3647939,2.627077684
690,(주)쎄노텍,222420,18-Dec,32797207,32797207,
691,(주)쎄노텍,222420,19-Dec,28207532,28207532,-13.99410322
692,(주)쎄니트,37760,18-Dec,69930265,113737745,
693,(주)쎄니트,37760,19-Dec,68034838,109747055,-3.508676913
694,(주)쎄트렉아이,99320,18-Dec,39917944,46132147,
695,(주)쎄트렉아이,99320,19-Dec,63126204,70228243,52.23276515
696,(주)쎌바이오텍,49960,18-Dec,60466045,62543665,
697,(주)쎌바이오텍,49960,19-Dec,44005368,45959678,-26.51585416
698,(주)쏠리드,50890,18-Dec,162042944,222581331,
699,(주)쏠리드,50890,19-Dec,161767640,229279898,3.009491843
700,(주)씨씨에스충북방송,66790,18-Dec,21016148,21012548,
701,(주)씨씨에스충북방송,66790,19-Dec,20321890,20318290,-3.304016248
702,(주)씨에스,65770,18-Dec,58726389,58746314,
703,(주)씨에스,65770,19-Dec,32156921,32157824,-45.25984388
704,(주)씨에스에이코스믹,83660,18-Dec,62457277,63526515,
705,(주)씨에스에이코스믹,83660,19-Dec,57196967,64289801,1.20152349
706,(주)씨엔플러스,115530,18-Dec,23878976,25398180,
707,(주)씨엔플러스,115530,19-Dec,16364900,19619973,-22.75047661
708,(주)씨엠에스에듀,225330,18-Dec,66781161,70145703,
709,(주)씨엠에스에듀,225330,19-Dec,78709378,82117662,17.06727353
710,(주)씨유메디칼시스템,115480,18-Dec,68753333,76304066,
711,(주)씨유메디칼시스템,115480,19-Dec,68976185,81794149,7.195007144
712,(주)씨제이이엔엠,35760,18-Dec,2017373340,3426817049,
713,(주)씨제이이엔엠,35760,19-Dec,3157133395,3789723950,10.59020356
714,(주)씨젠,96530,18-Dec,83937581,102264773,
715,(주)씨젠,96530,19-Dec,97156071,121953287,19.25248883
716,(주)씨티씨바이오,60590,18-Dec,101513825,138400059,
717,(주)씨티씨바이오,60590,19-Dec,104824069,136123660,-1.644796264
718,(주)씨티케이,260930,18-Dec,109723276,110467178,
719,(주)씨티케이,260930,19-Dec,108931323,116328076,5.305556009
720,(주)아가방앤컴퍼니,13990,18-Dec,107135895,112860687,
721,(주)아가방앤컴퍼니,13990,19-Dec,129047307,134236271,18.9397961
722,(주)아나패스,123860,18-Dec,51496711,51496711,
723,(주)아나패스,123860,19-Dec,60833182,60833182,18.13022777
724,(주)아난티,25980,18-Dec,64116852,162183239,
725,(주)아난티,25980,19-Dec,71418465,142703754,-12.010788
726,(주)아리온테크놀로지,58220,18-Dec,33380297,45886089,
727,(주)아리온테크놀로지,58220,19-Dec,23341145,33038989,-27.99780997
728,(주)아모그린텍,125210,18-Dec,85010164,85010164,
729,(주)아모그린텍,125210,19-Dec,93385523,93385523,9.85218544
730,(주)아모텍,52710,18-Dec,232516206,253421810,
731,(주)아모텍,52710,19-Dec,232205689,248551605,-1.921778161
732,(주)아미노로직스,74430,18-Dec,18449736,18449736,
733,(주)아미노로직스,74430,19-Dec,18980396,18980396,2.876247118
734,(주)아바코,83930,18-Dec,243240951,243484967,
735,(주)아바코,83930,19-Dec,225139216,226084847,-7.146281027
736,(주)아바텍,149950,18-Dec,74333390,74333390,
737,(주)아바텍,149950,19-Dec,75410526,75410526,1.449060779
738,(주)아스타,246720,18-Dec,1099476,1742000,
739,(주)아스타,246720,19-Dec,1817622,1250848,-28.19471871
740,(주)아스트,67390,18-Dec,116937659,117013394,
741,(주)아스트,67390,19-Dec,145441532,144613767,23.58736214
742,(주)아시아경제,127710,18-Dec,37279579,38402070,
743,(주)아시아경제,127710,19-Dec,37224621,38372830,-0.076141729
744,(주)아우딘퓨쳐스,227610,18-Dec,89405999,89405999,
745,(주)아우딘퓨쳐스,227610,19-Dec,44450166,54122517,-39.46433393
746,(주)아이디스,143160,18-Dec,105771036,109219202,
747,(주)아이디스,143160,19-Dec,108050710,111875143,2.431752797
748,(주)아이디스홀딩스,54800,18-Dec,7916598,556267195,
749,(주)아이디스홀딩스,54800,19-Dec,7863296,507776368,-8.717182576
750,(주)아이비김영,339950,19-Dec,,0,
751,(주)아이센스,99190,18-Dec,149179805,172996579,
752,(주)아이센스,99190,19-Dec,161094187,189844257,9.738734776
753,(주)아이스크림에듀,289010,18-Dec,100102075,100102075,
754,(주)아이스크림에듀,289010,19-Dec,106436331,106436331,6.327796901
755,(주)아이씨디,40910,18-Dec,232668163,233974937,
756,(주)아이씨디,40910,19-Dec,110553213,121604632,-48.02664184
757,(주)아이앤씨테크놀로지,52860,18-Dec,30338163,31303910,
758,(주)아이앤씨테크놀로지,52860,19-Dec,45148780,45567583,45.56514825
759,(주)아이에스시,95340,18-Dec,101879554,115859798,
760,(주)아이에스시,95340,19-Dec,85874871,87678824,-24.32334122
761,(주)아이에스이커머스,69920,18-Dec,34926974,34926974,
762,(주)아이에스이커머스,69920,19-Dec,28978026,36135279,3.459518136
763,(주)아이에이,38880,18-Dec,41805860,67262017,
764,(주)아이에이,38880,19-Dec,58941794,67834575,0.851235252
765,(주)아이엘사이언스,307180,18-Dec,,0,
766,(주)아이엘사이언스,307180,19-Dec,20281482,20281482,inf
767,(주)아이엠,101390,18-Dec,86427485,191078977,
768,(주)아이엠,101390,19-Dec,82764059,202192400,5.816141145
769,(주)아이엠비씨,52220,18-Dec,51034398,58074993,
770,(주)아이엠비씨,52220,19-Dec,44570903,51552466,-11.23121444
771,(주)아이엠텍,226350,18-Dec,11758181,11758181,
772,(주)아이엠텍,226350,19-Dec,13844952,13844952,17.74739647
773,(주)아이오케이컴퍼니,78860,18-Dec,24049995,29736551,
774,(주)아이오케이컴퍼니,78860,19-Dec,27612482,48736408,63.89394991
775,(주)아이윈,90150,18-Dec,88537565,93786701,
776,(주)아이윈,90150,19-Dec,88335340,95380947,1.699863609
777,(주)아이윈플러스,123010,18-Dec,9236824,9236824,
778,(주)아이윈플러스,123010,19-Dec,5448365,5448365,-41.01473623
779,(주)아이즈비전,31310,18-Dec,24766761,160165349,
780,(주)아이즈비전,31310,19-Dec,18146822,131548342,-17.86716489
781,(주)아이컴포넌트,59100,18-Dec,25711081,25711081,
782,(주)아이컴포넌트,59100,19-Dec,29041712,29041712,12.95406833
783,(주)아이톡시,52770,18-Dec,14466261,14499261,
784,(주)아이톡시,52770,19-Dec,3774569,3774569,-73.96716288
785,(주)아이티센,124500,18-Dec,117544352,697948340,
786,(주)아이티센,124500,19-Dec,134543196,1542384997,120.9884183
787,(주)아이티엑스에이아이,99520,18-Dec,27666210,27666210,
788,(주)아이티엑스에이아이,99520,19-Dec,30858558,31861192,15.16283582
789,(주)아이티엠반도체,84850,18-Dec,219594049,228237125,
790,(주)아이티엠반도체,84850,19-Dec,395351385,397697086,74.24732545
791,(주)아즈텍더블유비이,32080,18-Dec,47006133,47006133,
792,(주)아즈텍더블유비이,32080,19-Dec,44574103,44574103,-5.173856782
793,(주)아진엑스텍,59120,18-Dec,26576021,26576021,
794,(주)아진엑스텍,59120,19-Dec,20619941,20619941,-22.41148139
795,(주)아톤,158430,19-Dec,28938772,32525173,
796,(주)아프리카티비,67160,18-Dec,120649540,126627786,
797,(주)아프리카티비,67160,19-Dec,154983900,167868522,32.56847277
798,(주)안랩,53800,18-Dec,156550808,159815065,
799,(주)안랩,53800,19-Dec,163005453,166992214,4.490908914
800,(주)안트로젠,65660,18-Dec,3607167,3607167,
801,(주)안트로젠,65660,19-Dec,4147568,4147568,14.98131359
802,(주)알로이스,297570,18-Dec,,0,
803,(주)알로이스,297570,19-Dec,30188225,30188225,inf
804,(주)알에프세미,96610,18-Dec,52083203,51873304,
805,(주)알에프세미,96610,19-Dec,41430968,42446601,-18.17255172
806,(주)알에프텍,61040,18-Dec,115379924,240344983,
807,(주)알에프텍,61040,19-Dec,130548771,284492015,18.36819369
808,(주)알엔투테크놀로지,148250,18-Dec,17281800,17281800,
809,(주)알엔투테크놀로지,148250,19-Dec,20964927,20964927,21.31217234
810,(주)알테오젠,196170,18-Dec,1298358,13703079,
811,(주)알테오젠,196170,19-Dec,13322561,29229182,113.3037546
812,(주)알톤스포츠,123750,18-Dec,46501941,49080045,
813,(주)알톤스포츠,123750,19-Dec,29226026,31187516,-36.45581213
814,(주)알티캐스트,85810,18-Dec,64731260,76200156,
815,(주)알티캐스트,85810,19-Dec,39938134,53178375,-30.21224917
816,(주)알파홀딩스,117670,18-Dec,83041188,85086013,
817,(주)알파홀딩스,117670,19-Dec,70084692,73164302,-14.01136401
818,(주)애니플러스,310200,18-Dec,,0,
819,(주)애니플러스,310200,19-Dec,,0,
820,(주)액션스퀘어,205500,18-Dec,7471298,7471298,
821,(주)액션스퀘어,205500,19-Dec,7200905,5838397,-21.85565346
822,(주)액토즈소프트,52790,18-Dec,24386489,37652204,
823,(주)액토즈소프트,52790,19-Dec,55683567,62665219,66.43174195
824,(주)액트로,290740,18-Dec,67135255,105631916,
825,(주)액트로,290740,19-Dec,47107733,107845425,2.095492616
826,(주)앤디포스,238090,18-Dec,44246149,47757634,
827,(주)앤디포스,238090,19-Dec,56931775,84122729,76.14509337
828,(주)앤씨앤,92600,18-Dec,30033773,58778225,
829,(주)앤씨앤,92600,19-Dec,75197020,78473813,33.50830686
830,(주)야스,255440,18-Dec,184507976,184507976,
831,(주)야스,255440,19-Dec,86643451,86853451,-52.92699379
832,(주)어스앤에어로스페이스,263540,18-Dec,31186869,31186869,
833,(주)어스앤에어로스페이스,263540,19-Dec,26308494,26308494,-15.64240065
834,(주)얼라인드제네틱스,238120,18-Dec,4876003,5675117,
835,(주)얼라인드제네틱스,238120,19-Dec,6607194,7793683,37.33078983
836,(주)에너토크,19990,18-Dec,23058748,23055729,
837,(주)에너토크,19990,19-Dec,23480773,23483475,1.855269898
838,(주)에스디생명공학,217480,18-Dec,118775592,156623550,
839,(주)에스디생명공학,217480,19-Dec,111151086,156259210,-0.232621467
840,(주)에스디시스템,121890,18-Dec,45562197,45562197,
841,(주)에스디시스템,121890,19-Dec,38144085,38144085,-16.28128687
842,(주)에스비에스콘텐츠허브,46140,18-Dec,138094955,159763051,
843,(주)에스비에스콘텐츠허브,46140,19-Dec,142543813,162067187,1.44222083
844,(주)에스씨디,42110,18-Dec,152209557,159268818,
845,(주)에스씨디,42110,19-Dec,166587622,174946389,9.843465405
846,(주)에스아이리소스,65420,18-Dec,10439056,28204423,
847,(주)에스아이리소스,65420,19-Dec,12830794,12830794,-54.50786566
848,(주)에스앤더블류,103230,18-Dec,30239761,30239761,
849,(주)에스앤더블류,103230,19-Dec,36022930,36022930,19.12438726
850,(주)에스앤에스텍,101490,18-Dec,61016170,61016170,
851,(주)에스앤에스텍,101490,19-Dec,84466768,84466768,38.43341527
852,(주)에스에너지,95910,18-Dec,105828779,165548046,
853,(주)에스에너지,95910,19-Dec,153975497,216932737,31.03914075
854,(주)에스에스알,275630,18-Dec,12067624,12067624,
855,(주)에스에스알,275630,19-Dec,12954946,12954946,7.352913879
856,(주)에스에이엠티,31330,18-Dec,1176014835,1176014835,
857,(주)에스에이엠티,31330,19-Dec,1213833610,1213833610,3.215841661
858,(주)에스에이티,60540,18-Dec,17761011,133941225,
859,(주)에스에이티,158300,18-Dec,34864378,39502838,-70.50733409
