,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류),업종,규모,층화
51,(주)대륙제관,4780,17-Dec,42.68,4.88,3.99,9.81,35.61,10.78,25.39,0.17,99.48,12.53,24.79,28.75,1.3,2.51,5.85,13.18,9.95,5.66,7.57,3.77,86.82,54.29,207.34,1258.3,145.39,29.69,44.36,3.6,6.35,-31.47462741275365,-33.71730657037183,0.085834312792778,0.3518675593244161,8.188575583672428,0.0635159418220985,0.1226980307052899,0.009347107924506,0.4264656534255361,0.0659033707459195,0.530947334458532,제조업,2,1,5
52,(주)대림제지,17650,17-Dec,51.03,2.76,0.0,4.41,4.8,28.52,13.52,0.24,14.27,2.18,26.23,8.21,0.49,0.0,0.0,11.67,2.5,4.25,21.07,0.72,88.33,83.36,73.34,2893.67,64.91,-7.42,21.25,1.09,1.36,-30.74501128935613,-80.83961626342646,0.027637763519318,0.4546105102338541,8.377954814555995,0.0180611986180321,0.0591282610251359,0.0055978081945993,0.7959121754809002,0.0744583809519952,0.4056518620833296,제조업,2,1,5
53,(주)대명소노시즌,7720,17-Dec,96.35,7.48,181.18,3.54,2.96,21.35,1.44,1.82,17.29,1.99,4.67,12.87,0.83,-31.79,8.31,18.26,10.98,9.85,24.42,1.49,81.74,206.03,58.09,211.21,48.07,-13.19,7.5,1.41,6.21,2968.4237827641764,1204.1859337592034,0.0274875146256126,0.6732321814132227,8.622299052403664,0.0620543698350072,0.023602955949129,0.0324142981679966,0.8171186399413444,0.1494267178217886,0.0047264062803091,서비스업,1,1,4
54,(주)대성미생물연구소,36480,17-Dec,10.16,6.48,-2.32,10.82,57.98,3.45,77.35,-0.33,76.5,7.48,12.65,28.39,0.68,-6.82,-21.94,30.06,5.25,6.91,3.63,1.86,69.94,14.81,622.51,1594.55,402.14,46.26,170.39,4.34,4.43,-59.69477259559734,-65.34783890362806,0.0566499596895596,0.1289719338129601,7.541360281875452,0.0442550089499278,0.1508575055029893,0.0046520790111683,0.4488542630065344,0.217679931277532,0.6369687088540807,제조업,2,0,2
55,(주)대성파인텍,104040,17-Dec,45.27,4.94,29.21,13.43,14.99,33.0,5.57,1.14,29.52,6.63,14.53,15.73,0.56,-8.45,-9.32,20.61,4.75,3.32,7.3,1.08,79.39,79.36,146.16,1556.81,116.9,11.65,50.83,1.34,2.75,-33.459551281842224,-45.90166879959955,0.0420365388526465,0.4424555865986231,7.942284821341765,0.0275268425306449,0.1282871102284737,0.018138625489964,0.6310925903464054,0.1306399573132187,0.4304591427316392,제조업,2,0,2
56,(주)대원,7680,17-Dec,52.22,8.14,-0.14,7.05,12.1,9.37,82.37,-0.45,200.07,4.76,55.09,13.96,0.67,7.52,8.39,14.38,9.93,147.66,2.81,9.84,85.62,64.77,242.32,4361.55,161.76,45.1,86.79,1.61,5.49,37.28738141199595,-37.98344509499161,0.0558129749288126,0.3931020966840289,8.63313979151264,0.0548951637639996,0.27504535064455,0.0016185502743491,0.2320333799306768,0.0610344510292861,0.5298485627181748,제조업,2,1,5
57,(주)대창솔루션,96350,17-Dec,109.27,-26.48,-6.28,-6.15,-3.24,47.84,-2.64,5.42,6.12,-1.92,5.82,4.66,0.3,-19.86,-13.28,-2.23,-19.8,4.71,3.03,0.4,102.23,144.26,38.99,617.27,16.0,-27.29,1.09,0.51,-7.98,-32.04420867103938,-35.26948575031918,-0.056257295685576,0.5906040258193948,8.137782876238521,-0.0798005258811891,0.0048615245349491,0.0357442922577199,0.8255655565290029,0.1643501810666612,0.1190066852333613,제조업,2,0,2
58,(주)대창스틸,140520,17-Dec,99.74,0.59,4.16,-1.58,-2.83,43.01,1.27,1.38,16.85,-1.64,36.81,6.78,1.06,11.06,5.09,4.81,1.65,4.57,5.86,2.54,95.19,137.6,107.71,1111.81,59.06,3.24,0.98,1.81,0.63,499.5631829041056,339.9761859633779,0.0186828536104659,0.579126092172704,8.487414636102553,0.006273924887437,0.0041116963655592,0.0251547983299514,0.5478223109426048,0.0303775645299028,0.2888926973956237,제조업,2,1,5
59,(주)대한과학,131220,17-Dec,33.42,3.25,-9.47,10.52,40.05,3.79,20.22,0.21,84.19,11.8,11.56,27.5,1.07,-11.44,-10.21,28.55,4.3,6.59,2.97,3.37,71.45,41.75,267.06,670.88,108.24,39.39,15.63,3.12,3.47,17.79735870794308,-40.12132690965558,0.0497736564167136,0.294536218572723,7.566975236449432,0.0346726825254568,0.0368467496552981,0.0072052223951358,0.3703235687149728,0.238771729510311,0.3225045517553611,서비스업,1,0,1
60,(주)대호특수강,21040,17-Dec,105.64,1.96,7.0,6.1,15.28,34.64,4.74,1.07,63.93,8.29,6.24,20.67,1.4,10.79,10.57,10.13,7.3,4.04,7.95,4.44,89.87,118.79,113.14,178.52,73.52,6.34,2.27,2.25,2.75,-13.994970206258165,-28.381754820679088,0.0700720393957131,0.5429455549593283,8.17918977708654,0.027469136451941,0.0109678820547943,0.0237268506579401,0.4537226874691496,0.051406052396781,-0.0269476649978798,제조업,2,1,5
61,(주)더 미동,161570,17-Dec,5.93,-12.72,-11.96,-14.37,-153.45,0.0,-171.6,-2.59,-1588.59,-8.6,4.08,-3.29,0.56,-14.44,-2.48,9.1,-7.64,8.78,41.0,161.39,90.9,5.93,1382.25,644.2,1370.63,71.84,878.0,8.4,-7.13,38.31843713501219,-15.615896399452357,-0.076667222999948,0.0560243270202058,7.672649809502171,-0.0712766997195491,0.491895551297944,0.0067009723184248,0.2256017990397786,0.2278616148092619,0.1788012313107091,제조업,2,0,2
62,(주)더블유게임즈,192080,17-Dec,75.97,11.16,128.21,21.4,11.53,55.08,3.97,6.07,5547.41,6.85,36.73,10.63,0.45,-67.44,105.19,0.0,9.04,11.3,0.0,210.14,0.0,146.45,34.19,4599.1,34.19,-20.29,8.07,0.98,4.97,80.60734136929173,-26.84132518424552,0.1129871807774276,0.5942377510594399,8.998773468877248,0.0497046749693661,0.0248746175955398,0.0626677779196134,0.8946006138078658,0.7462941558113594,0.1484771865493239,서비스업,1,1,4
63,(주)덕신하우징,90410,17-Dec,67.14,6.92,-4.15,0.96,2.72,24.99,9.91,0.54,59.91,1.13,31.42,25.62,1.16,-6.39,3.5,15.59,14.93,3.86,7.52,2.61,84.41,71.05,123.99,1556.02,86.55,9.42,7.15,2.49,8.0,231.05568190028384,239.87970296864955,0.0745868058943207,0.4153755921878682,8.027849370451012,0.0799986339609562,0.0280640342516421,0.0159787465475004,0.5133096938853269,0.0913749760947891,0.4329405883601159,제조업,2,1,5
64,(주)데이타솔루션,263800,17-Dec,108.72,0.98,56.59,-0.48,-1.32,13.49,2.37,0.19,1800.07,-0.7,13.16,27.18,1.77,74.22,-10.69,15.14,3.77,7.08,10.45,122.61,84.86,112.01,158.77,381.1,122.96,30.14,34.94,3.29,1.74,-85.85357369998515,-71.00636914313367,0.0109608205147493,0.5283170651157364,7.792714005497451,0.0174201164398085,0.1791960874983284,0.008597943657378,0.1857644044951078,0.1452249694245283,0.1058574721725552,서비스업,1,0,1
65,(주)덱스터스튜디오,206560,17-Dec,89.47,-134.92,4.49,-21.4,-11.14,27.1,-8.98,2.47,-239.28,-6.05,2.3,-20.19,0.29,-23.26,-20.28,-40.54,-57.46,1.57,0.0,3.46,140.54,119.02,121.02,365.16,121.02,8.59,41.61,0.9,-39.02,-1008.4387230353232,-766.145361841586,-0.2496120010669253,0.543411750454032,7.951979421103746,-0.390158615115577,0.1699685724361574,0.0867380315417175,0.5056121128397176,0.4577351571836814,-0.2499282213822566,서비스업,1,0,1
66,(주)동구바이오제약,6620,17-Dec,91.61,10.82,15.74,10.92,29.19,19.88,23.2,0.61,92.56,14.61,27.99,34.53,1.44,38.32,15.75,60.2,36.61,5.54,8.87,3.5,39.8,100.27,128.74,990.31,93.61,13.15,28.66,2.49,15.53,26.140903708091457,0.2795148246496466,0.1891566349711431,0.5006859923825365,7.878483907974168,0.1553301983907793,0.1310954044205311,0.0141607223332143,0.4110938249176631,0.4702217932757893,0.2848759491651421,제조업,2,1,5
67,(주)동국알앤에스,75970,17-Dec,47.57,2.72,1.15,3.28,6.24,17.77,4.25,0.77,34.77,2.47,5.17,12.55,0.76,3.21,0.7,17.61,3.49,3.57,3.81,2.07,82.39,65.32,172.07,395.03,92.47,20.73,18.87,1.92,2.06,4.917219302476541,34.951704400265754,0.0299825633626523,0.3951255838660828,8.102414927013157,0.0205585050692723,0.0542820785157803,0.0179289213530221,0.5049432469141675,0.1364272520301686,0.2930144546692327,제조업,2,0,2
68,(주)동국에스엔씨,100130,17-Dec,45.89,1.68,0.91,10.8,25.93,11.16,6.91,-0.05,28.94,9.06,12.88,9.36,0.84,6.74,-4.16,9.69,2.74,8.47,4.63,2.52,90.31,53.72,181.38,930.22,126.6,24.29,32.61,2.45,1.41,-56.04908560551918,-61.31703099873304,0.0257683610084071,0.3494743679599508,8.642041381587955,0.0141391099707283,0.0973424700822259,0.0108336548560794,0.4585762465239925,0.0663212592649593,0.148735703289731,제조업,2,1,5
69,(주)동방선기,99410,17-Dec,7.11,-19.09,-16.56,7.64,31.95,0.0,999999999.0,-0.51,34.78,4.21,2.85,19.27,0.5,28.62,-33.93,6.44,-10.85,2.71,7.78,0.98,93.56,15.17,705.88,449.65,606.15,37.43,308.18,4.22,-9.56,-137.1263393570196,-62.24447609592012,-0.0172618939341031,0.1317034367186366,7.544823245878301,-0.0953524762533002,0.1903874727741703,0.0,0.5639178555379972,0.0989229206004613,0.1210672339840531,제조업,2,0,2
70,(주)동성화인텍,33500,17-Dec,103.83,-13.94,-20.02,6.96,11.49,46.7,-8.98,0.93,6.49,7.18,16.71,3.38,0.92,-33.17,-31.05,-1.14,-30.05,5.12,5.2,1.91,101.14,166.21,112.83,624.61,79.56,5.0,16.35,1.53,-12.78,-288.84835046662323,-471.41105517412507,-0.0999813362370588,0.6243511421174699,8.350222871180096,-0.1277560256306154,0.0637671699115792,0.0186267607458443,0.5599078035902346,0.0976901058193173,0.1438524811012494,제조업,2,1,5
71,(주)동아엘텍,88130,17-Dec,24.53,6.01,22.49,5.01,23.69,0.93,97.43,-0.02,102.38,5.09,44.93,19.72,1.12,22.83,15.89,23.09,8.88,6.96,68.4,5.78,76.91,27.35,390.2,2664.34,381.06,55.9,203.66,3.87,6.71,-18.171381799890646,-52.473135478957325,0.1227075713293027,0.2147442499296786,8.39258100928998,0.0670933797084467,0.392323032528355,0.0043580861931796,0.2483508279965275,0.1210192458867494,0.3747378525944741,제조업,2,1,5
72,(주)동양에스텍,60380,17-Dec,93.82,1.75,3.93,-1.8,-4.75,41.72,1.37,0.75,43.44,-2.68,37.25,12.69,1.52,18.37,22.55,6.48,6.16,4.63,10.49,4.98,93.52,129.86,130.62,1049.34,88.84,12.5,6.28,2.68,2.66,-26.46783484064079,-21.362173723168272,0.0233694109765359,0.5649479669871358,8.096830439495141,0.0266400880049191,0.0256394813581006,0.0300650990963386,0.4668750472436554,0.0494134789371779,0.326773371495845,제조업,2,1,5
73,(주)동우팜투테이블,88910,17-Dec,14.09,7.58,15.48,7.59,60.17,2.81,220.07,-0.3,226.69,8.74,18.92,22.75,1.23,19.28,-2.08,13.73,11.1,13.08,73.66,11.28,86.27,16.99,486.23,1326.9,475.2,46.52,64.58,7.85,9.36,73.47674466991963,35.200435192619764,0.0900333746218881,0.1452463139670294,8.302121804303056,0.0935872632691108,0.0777788643205698,0.0026030002512388,0.4143718509671972,0.0643354389659551,0.6583153248715762,제조업,2,1,5
74,(주)동운아나텍,94170,17-Dec,40.28,-5.68,0.42,0.24,0.81,19.8,-13.85,0.19,1593.88,0.31,18.36,18.43,1.28,-8.72,0.58,24.67,-10.53,5.02,5.83,96.65,75.33,61.74,249.94,886.15,167.15,37.34,49.3,4.17,-7.29,-222.5650347153856,-334.53242055831254,-0.0419885774561445,0.3817349315379261,7.632799773950011,-0.0729003456050114,0.1227496890332018,0.0098442901256268,0.3776229074666596,0.2793705052011023,0.4813704777983541,제조업,2,0,2
75,(주)동원개발,13120,17-Dec,15.49,17.87,7.59,17.24,89.19,0.19,999999999.0,-0.46,12058.93,13.8,12.4,23.99,0.83,7.11,5.36,27.49,18.31,2.75,3.47,477.35,72.51,18.3,742.1,1310.01,604.86,84.08,188.61,4.35,14.82,9.066837291525312,2.6904523643919767,0.2107205458662381,0.1546740540732802,8.847344939692574,0.1482258121154146,0.2469885794209347,0.0,0.0282254337248398,0.0208685961834438,0.7708105379143785,제조업,2,1,5
76,(주)동일기연,32960,17-Dec,9.21,21.12,9.46,15.21,74.1,0.0,999999999.0,-2.21,522.16,7.27,7.35,31.78,0.5,16.32,21.74,41.52,11.87,8.97,3.5,7.73,58.48,10.88,951.9,1340.19,779.71,70.79,55.65,5.12,10.56,120.54166458810248,36.739897818484245,0.0346522747435943,0.0981276711755356,7.857354482032909,0.1055554230643412,0.0462438394611828,0.0,0.20905791644298,0.3458159278852574,1.1228271152106255,제조업,2,0,2
77,(주)동진쎄미켐,5290,17-Dec,126.4,5.73,1.46,12.25,24.08,47.59,5.59,1.7,71.64,14.42,31.77,31.09,1.19,14.37,2.64,18.82,19.73,6.45,11.66,2.51,81.18,149.32,89.53,1027.09,68.77,-5.31,21.59,1.83,6.79,58.36695940664086,70.5876287151163,0.1085553206981354,0.5989032051834567,8.824236154793033,0.0679317082359318,0.1100625117797097,0.029891372374608,0.5460887144481157,0.096606585991129,0.1539080382509418,제조업,2,1,5
78,(주)두산테스나,131970,17-Dec,33.73,19.06,22.99,36.79,59.41,17.31,22.88,0.46,72.47,18.04,13.78,42.19,0.54,35.85,55.84,24.59,14.33,12.47,0.0,0.93,75.41,43.62,138.44,1956.16,138.44,9.03,90.37,1.93,10.31,799.6409258057539,1115.3766308189472,0.1130928172128529,0.3037123766472452,7.9832771688987645,0.1030892871040907,0.2122560830760185,0.0176042710400639,0.6748320649517143,0.0368010248552445,0.5314645772784939,서비스업,1,0,1
79,(주)듀오백,73190,17-Dec,16.61,3.42,3.11,-5.23,-35.26,0.08,108.72,-2.3,93.65,-5.17,6.49,21.57,1.0,23.44,19.63,29.38,4.05,10.47,7.99,4.19,70.62,17.18,310.63,558.6,230.71,29.85,77.09,6.52,3.44,974.665406968224,514.6925879681241,0.0149929207714452,0.1466361446097223,7.594166746959847,0.0343856774055968,0.1092703352266669,0.0008950145425183,0.559728603967477,0.2788400027370419,0.5685609812652744,제조업,2,0,2
80,(주)드래곤플라이,30350,17-Dec,132.52,-128.62,-25.31,-23.84,-6.26,50.29,-4.35,5.55,3.98,-3.59,1.02,3.44,0.13,-76.14,-30.84,0.0,-36.56,6.44,0.0,0.16,0.0,133.84,6.87,289.79,6.87,-52.77,3.11,0.23,-16.54,-449.598659739784,-3133.1597902864623,-0.0934753045231376,0.5723629825210969,7.701621910203626,-0.1654924521376301,0.0175961052629528,0.0392595223947447,0.9610495881565084,1.7264992161371722,-0.1726740452865435,서비스업,1,0,1
81,(주)드림시큐리티,203650,17-Dec,14.77,-6.44,0.0,-2.62,-14.67,7.04,6.86,0.33,378.04,-2.68,7.11,33.83,1.02,0.0,0.0,26.84,-8.05,5.65,58.93,11.42,73.16,22.31,484.42,569.08,470.06,46.42,153.39,5.6,-6.58,0.0,0.0,0.0893945733960379,0.1823844261924507,7.384574609596942,-0.1316675483195849,0.1852869095496706,0.0714746780789727,0.415034536264315,0.2246848625922657,0.0953704394261545,서비스업,1,0,1
82,(주)드림어스컴퍼니,60570,17-Dec,8.41,-20.29,161.36,-2.47,-9.96,3.65,-19.57,0.1,178.79,-1.31,3.53,1.66,0.77,84.61,32.72,22.01,-18.57,6.85,4.46,29.19,77.99,15.13,782.91,478.14,626.78,49.9,239.67,4.77,-15.58,15.7141047647935,-41.10425227624391,-0.087962063915238,0.1314508179964319,8.116865282599077,-0.1557535728381736,0.1751277995740569,0.0279108978597356,0.4279180786858633,0.3346979833969631,-0.1328603030184205,서비스업,1,0,1
83,(주)드림티엔터테인먼트,220110,17-Dec,243.82,3.85,73.49,19.47,33.19,2.61,203.01,-0.08,890.15,23.53,19.2,21.24,1.53,130.21,52.1,16.91,9.56,15.96,0.0,53.18,83.09,243.82,113.84,433.26,113.84,9.81,70.93,2.4,5.91,75.71633659603488,296.01189047131203,0.0907037616065482,0.7091494018568246,7.36094445572575,0.059104048402926,0.5029819827471683,0.0006998167752442,0.1927136077844637,0.1099729287074592,0.0502399759566697,서비스업,1,0,1
84,(주)디딤,217620,17-Dec,57.89,3.37,0.0,3.94,11.88,26.27,1.66,1.01,200.98,5.0,19.55,47.8,1.27,0.0,0.0,52.26,7.52,24.87,20.73,5.15,47.74,72.78,123.44,888.85,105.15,7.85,66.86,3.02,4.28,0.0,0.0,0.0564567302629803,0.4212303183640301,7.73352231841401,0.0856728585862707,0.22398648760345,0.080588721474524,0.5864236550278334,0.5004059214096273,0.2645695578728141,서비스업,1,0,1
85,(주)디모아,16670,17-Dec,47.87,1.53,2.3,-2.01,-8.26,3.51,13.98,-0.81,179.29,-2.68,5.64,8.17,1.34,-2.25,0.91,11.33,2.97,4.45,48.63,51.75,88.67,47.87,226.82,285.11,221.21,41.06,101.06,4.25,2.05,-35.368767944689644,-3.943564769723111,0.016277431689936,0.3237263477682535,7.929824648200324,0.0205161413850328,0.3271563301805741,0.0036803921702745,0.2657218556138912,0.101175634436064,0.4778478514992663,서비스업,1,1,4
86,(주)디바이스이엔지,187870,17-Dec,61.47,6.53,-4.48,6.49,24.27,7.23,75.5,-0.1,147.05,9.38,48.53,22.46,1.41,-5.99,62.89,17.41,20.12,12.01,5.9,9.28,82.59,63.06,208.17,1442.45,150.86,40.78,102.23,2.61,9.22,78.22970691730761,65.79412424132572,0.1338189395655495,0.3867171338584407,7.901768254535287,0.0922230777641014,0.3853968844174456,0.0032717910215566,0.2152577072393161,0.0793870302327114,0.3423847176202866,제조업,2,1,5
87,(주)디스플레이테크,66670,17-Dec,10.78,5.7,-7.45,-0.78,-3.5,4.04,31.42,-0.44,41.03,-0.39,8.85,6.79,0.48,-20.8,-7.26,14.96,3.22,4.36,25.21,2.75,85.04,12.46,435.94,1587.47,410.71,32.21,12.78,3.05,2.71,80.36726474079163,18.591216983378843,0.0468248234520121,0.1107592257029808,8.222310822351519,0.027141060911301,0.0122491664193699,0.009527796620596,0.5820700341506856,0.0513095437320977,0.8030835590650356,제조업,2,0,2
88,(주)디알텍,214680,17-Dec,19.81,-4.68,15.67,-12.88,-29.39,28.83,-6.86,0.3,235.75,-11.49,9.51,22.11,0.96,13.49,5.91,41.05,-6.75,2.69,3.73,9.58,58.95,64.18,595.42,641.33,388.24,59.77,29.64,2.84,-4.47,-143.31015946142418,-316.7726896931839,-0.0261138468863858,0.3908976877676292,7.638608377077737,-0.0447380865380402,0.0357588342489863,0.011305852203072,0.2816123567757838,0.437756830775077,0.0635492796884018,제조업,2,0,2
89,(주)디앤씨미디어,263720,17-Dec,10.67,17.09,0.0,13.23,93.1,0.0,999999999.0,-0.84,356.49,9.82,4.41,22.68,0.74,0.0,0.0,0.0,14.19,9.77,95.7,11.67,0.0,11.8,968.57,531.09,960.44,82.86,164.91,7.04,12.69,47.07210164417554,50.60466648140714,0.239428575218819,0.1055124006845847,7.553242273113189,0.1999222955167474,0.1573276467372847,0.0,0.0759662989177899,0.7952817329406625,0.3042390988725836,서비스업,1,0,1
90,(주)디에이테크놀로지,196490,17-Dec,99.09,1.11,25.26,-5.69,-11.81,29.83,2.95,1.02,52.43,-6.26,32.05,12.71,1.22,15.55,35.27,11.47,2.87,2.8,42.24,4.63,88.53,112.63,124.56,1312.46,116.21,11.45,14.22,2.33,1.36,53.64319541297492,-71.73956561030197,0.0560216712423989,0.529701643120049,7.964469488484767,0.0136141066131245,0.0662641503946274,0.0362076610189648,0.4194975577222366,0.0689510818322818,0.1978477503517165,제조업,2,1,5
91,(주)디에이피,66900,17-Dec,92.18,1.77,-3.78,8.75,19.35,32.06,2.4,1.03,55.27,11.33,26.2,37.57,1.27,2.79,20.21,6.17,5.71,12.54,8.25,1.83,93.83,141.38,75.67,837.56,33.69,-9.29,5.35,2.1,2.25,51.32089544533264,115.95613045147024,0.0318819674248023,0.5857132477411556,8.361562328845885,0.0225128163884948,0.0204494221091588,0.0218911006882938,0.7109948653696812,0.03658268011117,0.3543504108619821,제조업,2,1,5
92,(주)디엔에이링크,127120,17-Dec,5.3,2.33,-3.07,-21.62,-221.99,0.0,0.76,8.17,193.01,-12.49,3.4,24.78,0.57,12.66,26.09,43.08,2.65,4.31,6.04,3.68,56.92,5.96,1205.37,440.64,1050.0,55.34,400.88,1.14,1.33,771.7988805985959,3006.030080799944,0.0370751549893584,0.0562449820232466,7.399108840657729,0.013258955982492,0.2006873954966324,0.0981330389114309,0.3965728919191934,0.3655990234333726,-1.0217982944683397,서비스업,1,0,1
93,(주)디엔에프,92070,17-Dec,14.85,17.79,8.92,22.56,80.92,13.99,46.19,0.09,70.51,16.41,13.82,35.48,0.76,26.86,27.75,38.85,17.34,23.45,5.19,1.41,61.15,25.44,322.19,1514.45,218.29,26.3,81.11,3.42,13.5,24.84776596575425,26.78808143105924,0.1539410068060533,0.2028204259580103,8.009555547309043,0.1349615095131906,0.0960067549278486,0.0150416562126328,0.618634354558192,0.1855890555855895,0.5031930269642453,제조업,2,0,2
94,(주)디엠에스,68790,17-Dec,108.7,1.44,11.24,4.91,8.09,27.91,5.62,0.97,96.12,4.42,23.62,16.75,0.95,32.11,7.99,22.78,2.91,0.0,17.08,4.92,77.22,120.78,101.75,1178.47,89.53,0.86,10.92,1.79,1.36,-50.26046719046953,-89.31819813026475,0.0586526820018224,0.5470669388673967,8.474951900998505,0.013610931313767,0.0537688053675446,0.0197163117592393,0.4990039134996643,0.1659078940998829,0.2497355791456899,제조업,2,1,5
95,(주)디오,39840,17-Dec,32.0,11.72,16.85,9.13,15.78,16.44,19.64,1.39,64.65,4.92,12.46,25.56,0.58,8.43,7.41,68.6,8.94,1.6,6.53,1.5,31.4,45.24,250.78,1536.43,208.68,33.22,21.49,1.99,6.79,-10.66782519291571,-47.07626150898501,0.1457619133435132,0.3114995370776345,8.244737268690173,0.0679471091392383,0.0473513303384379,0.0255055774405921,0.4474443348790489,0.4347048387580277,0.1936717728851385,제조업,2,0,2
96,(주)디와이디,219550,17-Dec,15.48,10.1,0.0,8.76,91.64,4.45,79.55,-0.23,12595.93,12.52,11.61,28.73,1.43,0.0,0.0,53.58,16.72,9.9,12.11,626.76,46.42,15.82,666.16,701.43,577.82,75.66,216.86,10.46,14.44,0.0,0.0,0.4826870390229399,0.1366187609423238,7.648876192477524,0.2887461343163979,0.2897980742991447,0.044415054630826,0.1098049640829393,0.3670051817578034,0.5903086221819525,서비스업,1,0,1
97,(주)디이엔티,79810,17-Dec,124.93,1.71,22.94,-2.5,-9.74,42.02,4.17,0.26,73.2,-6.05,41.77,28.78,2.67,-2.21,296.44,7.95,12.53,9.9,22.44,8.28,92.05,163.69,111.04,628.98,96.13,5.23,30.48,4.2,4.56,332.8190655134397,293.692555923498,0.0381519955710414,0.6207717479565864,7.871959209917112,0.045584285594752,0.1444178777317275,0.0143613753888756,0.4739152337336174,0.0652547013505979,0.1730099223670636,제조업,2,1,5
98,(주)디지아이,43360,17-Dec,5.96,2.19,0.02,2.69,17.09,0.63,32.97,-1.04,33.15,1.27,5.5,8.03,0.47,-5.78,30.41,26.14,1.11,3.09,7.35,1.93,73.86,8.0,972.42,1082.1,877.25,48.18,12.18,6.26,1.03,408.1100081029781,512.3533652513079,0.0102790599272167,0.0741152911585502,7.7209226512794356,0.010287198864892,0.0067235622573994,0.0041443099534343,0.4630147888973757,0.2395166775653197,0.6636013988267764,제조업,2,0,2
99,(주)디지털대성,68930,17-Dec,34.43,9.19,10.52,14.44,42.66,3.82,81.59,-0.86,209.85,12.4,8.06,27.37,0.9,2.98,7.58,49.88,10.78,25.64,97.31,6.45,50.12,41.0,116.08,620.15,112.83,3.93,36.17,3.13,8.29,26.710634601895627,3.5184911579065297,0.1004776784853722,0.2907772693058965,8.019450539448476,0.0829357297643755,0.0883126272023019,0.0042676884310507,0.7165348998567208,0.3874139070683425,0.2653955866209727,서비스업,1,0,1
100,(주)디지틀조선일보,33130,17-Dec,10.56,13.41,7.45,17.68,92.84,0.0,999999999.0,-1.86,830.86,9.06,2.13,31.38,0.53,15.97,0.97,27.51,7.85,7.43,461.7,11.8,72.49,10.81,682.2,373.17,680.95,55.47,86.25,5.72,7.12,17.21039198079559,13.829506443413822,0.0729763824728488,0.0975355987758,7.887369839509032,0.0711623513852504,0.082186998127327,0.0,0.3499704313431184,0.1375445997071646,0.4192780333004199,서비스업,1,0,1
101,(주)디티앤씨,187220,17-Dec,42.49,8.21,10.7,7.79,8.12,31.55,4.67,2.3,42.47,3.17,10.11,24.32,0.43,-0.45,23.34,42.14,5.27,3.55,0.0,0.7,57.86,63.91,96.1,1506.14,96.1,-1.01,32.15,1.14,3.51,81.79631245623753,69.94645525658034,0.0477273380156946,0.3899269040266038,8.088333117972734,0.0350828438988393,0.0833495491041991,0.0271947845703629,0.7508859653139602,0.3096712234646913,0.2035283776697314,서비스업,1,0,1
102,(주)딜리,131180,17-Dec,8.13,4.99,5.34,6.13,66.04,0.0,2467273.56,-0.59,74.0,5.08,17.34,12.99,0.85,6.29,31.74,28.46,4.55,8.89,6.47,4.81,71.54,8.34,850.69,1930.23,674.51,56.35,137.63,13.57,4.25,-34.07216679412546,-38.54465424776139,0.0412461072980484,0.0769899343244942,7.787984591744695,0.0424797923205769,0.103311216864503,2.665127289144457e-07,0.3614389755744054,0.2361173665798643,0.694650406084672,제조업,2,0,2
