회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원)
(주)브이티지엠피,18290,17-Dec,74092908,37978851,36114057,10770234
(주)블루베리엔에프티,44480,16-Dec,24929728,2437542,22492186,4564672
(주)블루베리엔에프티,44480,17-Dec,23176322,2207108,20969213,923861
(주)블루콤,33560,16-Dec,197756173,25135961,172620212,68057597
(주)블루콤,33560,17-Dec,179950640,14741592,165209048,50314227
(주)비덴트,121800,16-Dec,93265940,42217496,51048444,8006924
(주)비덴트,121800,17-Dec,163730638,23837172,139893466,16401087
(주)비보존헬스케어,82800,16-Dec,41960205,19217747,22742458,1688871
(주)비보존헬스케어,82800,17-Dec,36404550,20305007,16099543,1598004
(주)비씨월드제약,200780,16-Dec,96420404,22544491,73875913,2389375
(주)비씨월드제약,200780,17-Dec,118341155,36880668,81460487,3841619
(주)비아트론,141000,16-Dec,128427623,29348213,99079410,39039102
(주)비아트론,141000,17-Dec,139163928,30680415,108483513,41676876
(주)비에이치,90460,16-Dec,310622425,204588370,106034055,10456333
(주)비에이치,90460,17-Dec,519806002,367048763,152757239,83320491
(주)비엔지티,32790,16-Dec,29433181,17955945,11477237,7058842
(주)비엔지티,32790,17-Dec,35990574,13453401,22537173,3823963
(주)비엘,142760,16-Dec,21612556,4150328,17462229,5392737
(주)비엘,142760,17-Dec,37575817,2383204,35192613,13844876
(주)비엘팜텍,65170,16-Dec,73386439,44351091,29035347,8045557
(주)비엘팜텍,65170,17-Dec,68244814,40491785,27753028,9951758
(주)비엠티,86670,16-Dec,94337401,39040454,55296947,12788138
(주)비엠티,86670,17-Dec,97251592,39682154,57569437,4655578
(주)비즈니스온커뮤니케이션,138580,17-Dec,35900984,3888495,32012489,4463331
(주)비츠로셀,82920,16-Jun,113890700,23456700,90434000,7170865
(주)비츠로셀,82920,17-Jun,120833372,13981049,106852323,23152952
(주)비츠로시스,54220,16-Mar,114682434,52870174,61812260,343572
(주)비츠로시스,54220,17-Mar,123239221,54887436,68351786,3073320
(주)비츠로테크,42370,16-Jun,98896312,48977579,49918733,367359
(주)비츠로테크,42370,17-Jun,279729096,84856166,194872930,31654555
(주)비케이홀딩스,50090,16-Dec,51934968,22857378,29077591,768524
(주)비케이홀딩스,50090,17-Dec,44139463,13320743,30818719,928516
(주)비트컴퓨터,32850,16-Dec,52225052,12320528,39904524,5216270
(주)비트컴퓨터,32850,17-Dec,53636156,11254463,42381693,6273939
(주)빅솔론,93190,16-Dec,137330614,17158934,120171680,4496520
(주)빅솔론,93190,17-Dec,161585816,23083833,138501983,60271675
(주)빅텍,65450,16-Dec,61832806,26579842,35252964,2736058
(주)빅텍,65450,17-Dec,61861299,27739174,34122125,2448197
(주)사람인에이치알,143240,16-Dec,82955433,9206276,73749157,17670045
(주)사람인에이치알,143240,17-Dec,97757060,22049707,75707353,8137004
(주)삼기,122350,16-Dec,308312187,196582081,111730106,2597150
(주)삼기,122350,17-Dec,337321756,218416100,118905656,11022722
(주)삼보판지,23600,16-Dec,574874609,244937550,329937059,13938601
(주)삼보판지,23600,17-Dec,511843398,212158230,299685168,12118740
(주)삼양옵틱스,225190,16-Dec,42647009,8698568,33948441,11912407
(주)삼양옵틱스,225190,17-Dec,44181489,8455451,35726038,10674646
(주)삼일,32280,16-Dec,86886032,27160602,59725429,773864
(주)삼일,32280,17-Dec,84414537,23679801,60734735,818751
(주)삼일기업공사,2290,16-Dec,62473131,9702035,52771095,27296292
(주)삼일기업공사,2290,17-Dec,64106791,9800995,54305796,35000258
(주)삼진,32750,16-Dec,83807458,20954348,62853110,16844455
(주)삼진,32750,17-Dec,79676217,16385955,63290262,17437644
(주)삼진엘앤디,54090,16-Dec,197988798,99172784,98816014,15734199
(주)삼진엘앤디,54090,17-Dec,162170125,73393150,88776975,11292488
(주)삼표시멘트,38500,16-Dec,1263350828,666636974,596713854,66965893
(주)삼표시멘트,38500,17-Dec,1265303707,632988002,632315705,38435920
(주)삼화네트웍스,46390,16-Dec,44917658,5653568,39264089,4022586
(주)삼화네트웍스,46390,17-Dec,44058838,5422412,38636426,6739114
(주)상보,27580,16-Dec,168504610,114904010,53600599,33363493
(주)상보,27580,17-Dec,162384453,114591436,47793017,30172418
(주)상상인,38540,16-Dec,1435888907,1237874898,198014009,116498898
(주)상상인,38540,17-Dec,2043693616,1749446017,294247599,68830241
(주)상상인인더스트리,101000,16-Dec,132078004,87214876,44863128,5041105
(주)상상인인더스트리,101000,17-Dec,168270390,120982026,47288364,7141528
(주)상아프론테크,89980,16-Dec,201973938,103574102,98399836,7823552
(주)상아프론테크,89980,17-Dec,219920722,110436943,109483779,19563401
(주)상지카일룸,42940,16-Dec,20633897,18052512,2581385,7460489
(주)상지카일룸,42940,17-Dec,40446347,13658940,26787407,1711008
(주)새로닉스,42600,16-Dec,112030171,35137900,76892271,20274701
(주)새로닉스,42600,17-Dec,116633451,45060705,71572746,12464835
(주)서린바이오사이언스,38070,16-Dec,66469926,16777852,49692075,4806070
(주)서린바이오사이언스,38070,17-Dec,71038280,18238592,52799688,3419613
(주)서부티엔디,6730,16-Dec,1109898804,657364728,452534076,3684741
(주)서부티엔디,6730,17-Dec,1502577668,1018991496,483586172,34065352
(주)서산,79650,16-Dec,122973927,11360508,111613419,45110886
(주)서산,79650,17-Dec,126631601,9693773,116937829,10499603
(주)서연탑메탈,19770,16-Dec,204883875,127036108,77847767,11153926
(주)서연탑메탈,19770,17-Dec,206264694,126814174,79450520,8496802
(주)서울리거,43710,16-Dec,43257691,3738408,39519283,12315486
(주)서울리거,43710,17-Dec,38212815,1444260,36768555,6991757
(주)서울옥션,63170,16-Dec,131560666,58956591,72604075,7132005
(주)서울옥션,63170,17-Dec,154338745,82050210,72288535,14953215
(주)서울제약,18680,16-Dec,87680864,50886530,36794334,9737211
(주)서울제약,18680,17-Dec,70270901,33149072,37121829,4426740
(주)서원인텍,93920,16-Dec,227223458,62297481,164925977,46382004
(주)서원인텍,93920,17-Dec,196942719,43247228,153695492,45617613
(주)서전기전,189860,16-Dec,40735425,9343387,31392038,5110351
(주)서전기전,189860,17-Dec,43583060,9932976,33650084,272216
(주)서진시스템,178320,16-Dec,227322922,154818668,72504254,13340411
(주)서진시스템,178320,17-Dec,259231952,137935820,121296132,19686711
(주)서진오토모티브,122690,16-Dec,820592255,608054285,212537970,8270786
(주)서진오토모티브,122690,17-Dec,828627924,633184768,195443156,12833742
(주)서플러스글로벌,140070,16-Dec,93238916,37784353,55454563,8023788
(주)서플러스글로벌,140070,17-Dec,155283308,45228421,110054887,9697807
(주)서한,11370,16-Dec,412669265,200257066,212412199,109419585
(주)서한,11370,17-Dec,391890974,105443202,286447772,46466865
(주)서희건설,35890,16-Dec,766834184,537441024,229393160,143292942
(주)서희건설,35890,17-Dec,807007034,537379079,269627955,73058155
(주)선광,3100,16-Dec,520311278,219815693,300495585,6276725
(주)선광,3100,17-Dec,541277167,237320598,303956568,4169041
(주)선익시스템,171090,16-Dec,84245581,39929890,44315691,8346522
(주)선익시스템,171090,17-Dec,117826131,26983251,90842880,35518893
(주)성광벤드,14620,16-Dec,532224306,63157221,469067084,59098232
(주)성광벤드,14620,17-Dec,502479497,52116687,450362811,37471409
(주)성도이엔지,37350,16-Dec,349749795,162327766,187422029,23498025
(주)성도이엔지,37350,17-Dec,328533571,141556623,186976948,30258727
(주)성우하이텍,15750,16-Dec,3445158804,2293127907,1152030897,216381366
(주)성우하이텍,15750,17-Dec,3385206082,2201614097,1183591985,246980137
(주)성창오토텍,80470,16-Dec,117662521,69131730,48530791,12800015
(주)성창오토텍,80470,17-Dec,106028645,59722323,46306322,8996578
(주)세동,53060,16-Dec,127367858,108095074,19272784,2117448
(주)세동,53060,17-Dec,114492516,93663898,20828618,2097385
(주)세보엠이씨,11560,16-Dec,208097427,90765623,117331805,32843820
(주)세보엠이씨,11560,17-Dec,257713994,120800191,136913803,22836522
(주)세영디앤씨,52190,16-Dec,36908241,20095422,16812818,2822445
(주)세영디앤씨,52190,17-Dec,31112426,17849244,13263182,3787546
(주)세운메디칼,100700,16-Dec,85309919,11042235,74267684,10625375
(주)세운메디칼,100700,17-Dec,86062523,7386769,78675754,8347461
(주)세원물산,24830,16-Dec,246443449,61183988,185259461,6946570
(주)세원물산,24830,17-Dec,252941769,66754948,186186821,3059545
(주)세중,39310,16-Dec,147817967,61340362,86477605,50840546
(주)세중,39310,17-Dec,115681226,31863283,83817943,32391792
(주)세진티에스,67770,16-Dec,47932640,3438956,44493684,2960073
(주)세진티에스,67770,17-Dec,44168218,2559121,41609097,3587285
(주)세코닉스,53450,16-Dec,296772466,160083866,136688600,8326052
(주)세코닉스,53450,17-Dec,343632178,214073231,129558947,10819258
(주)세토피아,222810,16-Dec,25454929,11262185,14192744,3118906
(주)세토피아,222810,17-Dec,18780495,8857897,9922598,1686234
(주)세화피앤씨,252500,16-Dec,0,0,0,0
(주)세화피앤씨,252500,17-Dec,28319079,4668312,23650767,5224103
(주)셀루메드,49180,16-Dec,69792841,25238285,44554556,4782502
(주)셀루메드,49180,17-Dec,64983515,30462094,34521421,2092990
(주)셀바스에이아이,108860,16-Dec,100647828,43757739,56890089,6653430
(주)셀바스에이아이,108860,17-Dec,106906184,52197234,54708950,11507088
(주)셀바스헬스케어,208370,16-Dec,45481657,18565837,26915821,4714867
(주)셀바스헬스케어,208370,17-Dec,54696398,26882217,27814181,3286157
(주)셀트리온제약,68760,16-Dec,442080596,165374762,276705834,10194725
(주)셀트리온제약,68760,17-Dec,470269310,176645642,293623668,5637883
(주)셀트리온헬스케어,91990,16-Dec,1987818308,1376589007,611229301,95866623
(주)셀트리온헬스케어,91990,17-Dec,2875003480,1170919114,1704084366,251366073
(주)셀피글로벌,68940,16-Dec,41542876,13331147,28211729,9394658
(주)셀피글로벌,68940,17-Dec,29821380,12565658,17255722,4793892
(주)소리바다,53110,16-Dec,46773691,26520791,20252899,9503691
(주)소리바다,53110,17-Dec,62490967,28238677,34252290,5591518
(주)소프트센,32680,16-Dec,65891981,34129322,31762659,4406032
(주)소프트센,32680,17-Dec,80239657,46011237,34228420,20636495
(주)손오공,66910,16-Dec,81428159,50042615,31385543,4100721
(주)손오공,66910,17-Dec,60058075,40965082,19092993,1364662
(주)솔고바이오메디칼,43100,16-Dec,49187151,16623878,32563272,2182639
(주)솔고바이오메디칼,43100,17-Dec,64743115,17726104,47017011,4312734
(주)솔루에타,154040,16-Dec,165524302,91430838,74093464,14451236
(주)솔루에타,154040,17-Dec,201892913,118544596,83348317,23376015
(주)솔본,35610,16-Dec,191339662,23689654,167650009,53264909
(주)솔본,35610,17-Dec,187436714,22201596,165235118,31955993
(주)쇼박스,86980,16-Dec,197190687,70967596,126223092,102393056
(주)쇼박스,86980,17-Dec,203267261,64344876,138922385,63943192
(주)수산아이앤티,50960,16-Dec,69491059,2018831,67472227,1841179
(주)수산아이앤티,50960,17-Dec,71373432,1260291,70113141,1121744
(주)슈프리마,236200,16-Dec,94667365,6435353,88232012,31924991
(주)슈프리마,236200,17-Dec,103278676,6063657,97215019,31256257
(주)슈프리마에이치큐,94840,16-Dec,125210896,6884223,118326673,17217389
(주)슈프리마에이치큐,94840,17-Dec,129283489,6629162,122654327,13159459
(주)슈피겐코리아,192440,16-Dec,215291432,21691035,193600397,49876552
(주)슈피겐코리아,192440,17-Dec,257553469,36180007,221373462,55062795
(주)스마트솔루션즈,136510,16-Dec,35536544,6320311,29216232,5717734
(주)스마트솔루션즈,136510,17-Dec,41702389,9234829,32467560,11364872
(주)스맥,99440,16-Dec,215590123,125106068,90484055,18494665
(주)스맥,99440,17-Dec,204499981,108490316,96009665,11926059
(주)스카이문스테크놀로지,33790,16-Dec,28492212,6144055,22348157,1676977
(주)스카이문스테크놀로지,33790,17-Dec,62674030,23140011,39534019,26939047
(주)스킨앤스킨,159910,16-Dec,58877148,22378830,36498317,9814729
(주)스킨앤스킨,159910,17-Dec,50212555,26631215,23581339,8592462
(주)스타플렉스,115570,16-Dec,130677534,66453470,64224064,3417513
(주)스타플렉스,115570,17-Dec,142665803,88410654,54255150,4275874
(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,57229480,14007038,43222443,22149155
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,54659442,8796847,45862595,10518420
(주)스페이스솔루션,245030,16-Dec,0,0,0,0
(주)스페이스솔루션,245030,17-Dec,0,0,0,0
(주)스페코,13810,16-Dec,106010012,61494536,44515476,5110628
(주)스페코,13810,17-Dec,99135240,56239532,42895708,10632793
(주)승일,49830,16-Dec,171389854,39020962,132368892,15540142
(주)승일,49830,17-Dec,169038229,34439062,134599167,17446096
(주)시공테크,20710,16-Dec,110253034,31601575,78651458,17259321
(주)시공테크,20710,17-Dec,129465894,33992604,95473290,20694791
(주)시너지이노베이션,48870,16-Dec,59673636,45773930,13899705,5787626
(주)시너지이노베이션,48870,17-Dec,106059255,77646682,28412573,7981101
(주)시노펙스,25320,16-Dec,139536283,71472035,68064247,20972264
(주)시노펙스,25320,17-Dec,150611300,96029335,54581965,22413178
(주)시스웍,269620,16-Dec,20275321,6811624,13463697,1358415
(주)시스웍,269620,17-Dec,35182889,3171348,32011541,18176062
(주)시큐브,131090,16-Dec,29578466,7816829,21761637,8556423
(주)시큐브,131090,17-Dec,33106158,8834563,24271594,13185560
(주)시티랩스,139050,16-Dec,45229452,17354981,27874471,3200596
(주)시티랩스,139050,17-Dec,54620991,24198026,30422965,12769171
(주)신진에스엠,138070,16-Dec,94590977,28472615,66118362,12021248
(주)신진에스엠,138070,17-Dec,98551325,27821566,70729759,13995979
(주)신화콘텍,187270,16-Dec,71157054,32797277,38359778,6554490
(주)신화콘텍,187270,17-Dec,89470579,36854489,52616090,15743664
(주)심텍,222800,16-Dec,601184723,422000279,179184444,1486645
(주)심텍,222800,17-Dec,728156876,513408749,214748127,12174869
(주)심텍홀딩스,36710,16-Dec,628913922,421751048,207162874,4137821
(주)심텍홀딩스,36710,17-Dec,754085651,524321707,229763944,13037782
(주)싸이맥스,160980,16-Dec,90619079,35182746,55436334,3431152
(주)싸이맥스,160980,17-Dec,147866098,46055511,101810587,10026419
(주)썬테크놀로지스,122800,16-Dec,46622173,24961230,21660943,10403857
(주)썬테크놀로지스,122800,17-Dec,32929432,14307585,18621847,23037
(주)썸에이지,208640,16-Dec,37695602,3184961,34510641,4555786
(주)썸에이지,208640,17-Dec,28114639,994316,27120323,3884374
(주)쎄노텍,222420,16-Dec,51092828,16283724,34809104,2776735
(주)쎄노텍,222420,17-Dec,54409154,15505935,38903219,2088744
(주)쎄니트,37760,16-Dec,151172085,84298697,66873388,4635520
(주)쎄니트,37760,17-Dec,153682575,78417258,75265316,8523605
(주)쎄트렉아이,99320,16-Dec,69191092,18788625,50402467,5786137
(주)쎄트렉아이,99320,17-Dec,70595677,15806165,54789512,7271934
(주)쎌바이오텍,49960,16-Dec,90529232,6376378,84152854,10594469
(주)쎌바이오텍,49960,17-Dec,96476719,6280325,90196394,13616318
(주)쏠리드,50890,16-Dec,342717605,265391121,77326484,28541838
(주)쏠리드,50890,17-Dec,280947024,201342849,79604175,44697474
(주)씨씨에스충북방송,66790,16-Dec,45263654,11616342,33647312,220635
(주)씨씨에스충북방송,66790,17-Dec,42450754,11333617,31117137,1023584
(주)씨에스,65770,16-Dec,54944739,35223595,19721144,6497742
(주)씨에스,65770,17-Dec,50170235,31269249,18900985,5691452
(주)씨에스에이코스믹,83660,16-Dec,41891074,10375441,31515634,4590383
(주)씨에스에이코스믹,83660,17-Dec,30762561,7094366,23668196,2074535
(주)씨엔플러스,115530,16-Dec,34733006,22774838,11958168,1994288
(주)씨엔플러스,115530,17-Dec,44500061,32138783,12361278,831101
(주)씨엠에스에듀,225330,16-Dec,64252486,27488305,36764181,931906
(주)씨엠에스에듀,225330,17-Dec,70652691,27470826,43181866,3493692
(주)씨유메디칼시스템,115480,16-Dec,63540339,21986080,41554259,4785337
(주)씨유메디칼시스템,115480,17-Dec,61664992,19587410,42077582,7030241
(주)씨제이이엔엠,35760,16-Dec,2753593504,1390704880,1362888624,103226351
(주)씨제이이엔엠,35760,17-Dec,2801818454,1317714354,1484104100,114276457
(주)씨젠,96530,16-Dec,207618171,65388144,142230027,49783499
(주)씨젠,96530,17-Dec,179723663,39493223,140230440,27810618
(주)씨티네트웍스,189540,16-Dec,0,0,0,0
(주)씨티네트웍스,189540,17-Dec,0,0,0,0
(주)씨티씨바이오,60590,16-Dec,188675020,97751778,90923242,5234538
(주)씨티씨바이오,60590,17-Dec,196899089,122821446,74077643,6531866
(주)씨티케이,260930,16-Dec,74475038,38171640,36303399,21653355
(주)씨티케이,260930,17-Dec,185225306,13445026,171780280,40714625
(주)아가방앤컴퍼니,13990,16-Dec,226090017,54073330,172016687,19374346
(주)아가방앤컴퍼니,13990,17-Dec,211445069,44477150,166967918,9298033
(주)아나패스,123860,16-Dec,99182225,22645006,76537219,6403808
(주)아나패스,123860,17-Dec,96625499,20610273,76015226,12310222
(주)아난티,25980,16-Dec,673171176,361331759,311839416,43891177
(주)아난티,25980,17-Dec,730382412,399719243,330663169,16815618
(주)아리온테크놀로지,58220,16-Dec,75370168,41041742,34328426,3146558
(주)아리온테크놀로지,58220,17-Dec,68569950,45705162,22864788,4127827
(주)아모텍,52710,16-Dec,354239615,189323916,164915699,35409003
(주)아모텍,52710,17-Dec,394148895,202351313,191797583,46455160
(주)아미노로직스,74430,16-Dec,49025731,4477973,44547758,14678857
(주)아미노로직스,74430,17-Dec,49371249,4228824,45142425,7469424
(주)아바코,83930,16-Dec,173786346,70916995,102869351,15729503
(주)아바코,83930,17-Dec,186316025,82170936,104145089,41777350
(주)아바텍,149950,16-Dec,130366381,10123993,120242388,51339936
(주)아바텍,149950,17-Dec,150213583,12709383,137504200,37743272
(주)아스타,246720,16-Dec,6758319,2693715,4064605,3581219
(주)아스타,246720,17-Dec,23646565,9218530,14428035,2813370
(주)아스트,67390,16-Dec,224110366,131814047,92296319,9132105
(주)아스트,67390,17-Dec,310505612,195412478,115093134,23058302
(주)아시아경제,127710,16-Dec,99241320,15163333,84077986,29478407
(주)아시아경제,127710,17-Dec,129002693,20302562,108700131,31299479
(주)아우딘퓨쳐스,227610,16-Dec,32207637,9001555,23206082,7437932
(주)아우딘퓨쳐스,227610,17-Dec,52672720,6728316,45944404,1712870
(주)아이디스,143160,16-Dec,185103866,18760654,166343212,25203930
(주)아이디스,143160,17-Dec,163258361,11320962,151937399,42882167
(주)아이디스홀딩스,54800,16-Dec,554231531,77891432,476340099,91782514
(주)아이디스홀딩스,54800,17-Dec,774739599,201409024,573330575,143935354
(주)아이센스,99190,16-Dec,217575304,63192933,154382371,25507998
(주)아이센스,99190,17-Dec,234077006,68924832,165152174,27474374
(주)아이씨디,40910,16-Dec,241202452,128511613,112690840,18102145
(주)아이씨디,40910,17-Dec,237851633,102089882,135761752,16299029
(주)아이앤씨테크놀로지,52860,16-Dec,59436360,28071991,31364370,1413516
(주)아이앤씨테크놀로지,52860,17-Dec,62120310,22411832,39708479,1250561
(주)아이에스시,95340,16-Dec,196506637,33716149,162790488,24484317
(주)아이에스시,95340,17-Dec,211233455,39467050,171766405,25592141
(주)아이에스이커머스,69920,16-Dec,88774842,42345368,46429474,18907343
(주)아이에스이커머스,69920,17-Dec,97041544,21412537,75629008,15176695
(주)아이에이,38880,16-Dec,88070436,45073096,42997339,4353652
(주)아이에이,38880,17-Dec,85018705,50258719,34759985,2360041
(주)아이엠,101390,16-Dec,147659419,96149118,51510301,9885726
(주)아이엠,101390,17-Dec,136172605,88722820,47449785,4111889
(주)아이엠비씨,52220,16-Dec,70835540,17373687,53461853,4264491
(주)아이엠비씨,52220,17-Dec,65406293,13020561,52385731,6150558
(주)아이엠텍,226350,16-Dec,61406731,22205839,39200892,10018810
(주)아이엠텍,226350,17-Dec,47607120,24997809,22609311,1018055
(주)아이오케이컴퍼니,78860,16-Dec,86769270,7360034,79409236,6140185
(주)아이오케이컴퍼니,78860,17-Dec,84844704,15195024,69649681,10668356
(주)아이윈,90150,16-Dec,97376932,54110214,43266718,13406653
(주)아이윈,90150,17-Dec,97244600,57614999,39629601,11249789
(주)아이윈플러스,123010,16-Dec,28068902,15851028,12217874,2731627
(주)아이윈플러스,123010,17-Dec,21820800,11371824,10448976,1952094
(주)아이즈비전,31310,16-Dec,114884572,44148286,70736287,29957001
(주)아이즈비전,31310,17-Dec,130894359,55558287,75336072,29183265
(주)아이컴포넌트,59100,16-Dec,69364376,28205451,41158925,18373174
(주)아이컴포넌트,59100,17-Dec,56512382,23346013,33166369,7282093
(주)아이톡시,52770,16-Dec,24141850,15268983,8872867,2780961
(주)아이톡시,52770,17-Dec,15293908,15051989,241919,6580676
(주)아이티센,124500,16-Dec,158288305,101663822,56624483,23072539
(주)아이티센,124500,17-Dec,172136603,97487162,74649440,46364347
(주)아이티엑스에이아이,99520,16-Dec,25572865,11231047,14341817,556241
(주)아이티엑스에이아이,99520,17-Dec,27909280,10740876,17168404,285444
(주)아즈텍더블유비이,32080,16-Dec,93020451,5743069,87277382,1918028
(주)아즈텍더블유비이,32080,17-Dec,101593818,13897086,87696732,1969635
(주)아진엑스텍,59120,16-Dec,41100358,13883501,27216857,15403663
(주)아진엑스텍,59120,17-Dec,46145660,6765339,39380321,13497580
(주)아프리카티비,67160,16-Dec,83426397,26121591,57304806,16558121
(주)아프리카티비,67160,17-Dec,103442156,33334044,70108112,23004086
(주)안랩,53800,16-Dec,214599052,42579161,172019891,28993647
(주)안랩,53800,17-Dec,223620399,39730731,183889668,19003882
(주)안트로젠,65660,16-Dec,35427915,1404085,34023831,6691040
(주)안트로젠,65660,17-Dec,60298401,11529913,48768488,11858473
(주)알로이스,271400,16-Dec,0,0,0,0
(주)알로이스,271400,17-Dec,0,0,0,0
(주)알에프세미,96610,16-Dec,90145433,36110248,54035185,9821694
(주)알에프세미,96610,17-Dec,93638264,41626891,52011373,7662882
(주)알에프텍,61040,16-Dec,175342562,59241581,116100981,57107721
(주)알에프텍,61040,17-Dec,185953928,67569185,118384743,65629473
(주)알엔투테크놀로지,148250,16-Dec,27140499,6132998,21007501,2238017
(주)알엔투테크놀로지,148250,17-Dec,35450020,14017367,21432654,5227227
(주)알테오젠,196170,16-Dec,47949615,2720918,45228697,8385536
(주)알테오젠,196170,17-Dec,43013380,3168348,39845032,5229129
(주)알톤스포츠,123750,16-Dec,81903772,29655555,52248216,3161954
(주)알톤스포츠,123750,17-Dec,59131622,28736891,30394731,6667315
(주)알티캐스트,85810,16-Dec,170945346,71639555,99305790,8621493
(주)알티캐스트,85810,17-Dec,171544134,73642729,97901406,10099512
(주)알파홀딩스,117670,16-Dec,73894609,27357868,46536741,12267783
(주)알파홀딩스,117670,17-Dec,63151264,19354470,43796795,5048826
(주)액션스퀘어,205500,16-Dec,28514117,4826562,23687554,631235
(주)액션스퀘어,205500,17-Dec,24963687,11484722,13478966,5062673
(주)액토즈소프트,52790,16-Dec,147737258,32267322,115469936,53482376
(주)액토즈소프트,52790,17-Dec,143736510,36629398,107107112,59120188
(주)앤디포스,238090,16-Dec,88789864,8287322,80502541,22577542
(주)앤디포스,238090,17-Dec,92726264,12209683,80516581,6922611
(주)앤씨앤,92600,16-Dec,65331021,9407628,55923393,7542546
(주)앤씨앤,92600,17-Dec,60379404,12261856,48117548,7016683
(주)야스,255440,16-Dec,81082802,31898849,49183953,19228130
(주)야스,255440,17-Dec,126152861,19479936,106672924,6800326
(주)어스앤에어로스페이스,263540,16-Dec,36431963,16294389,20137575,376405
(주)어스앤에어로스페이스,263540,17-Dec,61475210,19735521,41739690,3493249
(주)얼라인드제네틱스,238120,16-Dec,25860714,1678079,24182635,9308889
(주)얼라인드제네틱스,238120,17-Dec,24307065,1666845,22640220,7405383
(주)에너토크,19990,16-Dec,42870809,2155875,40714934,5290378
(주)에너토크,19990,17-Dec,42508123,1586392,40921731,4130096
(주)에스디생명공학,217480,16-Dec,68592467,14100796,54491671,14455408
(주)에스디생명공학,217480,17-Dec,128073431,22081749,105991682,8710116
(주)에스디시스템,121890,16-Dec,42236507,19135161,23101346,9502053
(주)에스디시스템,121890,17-Dec,35094048,21114383,13979665,3000082
(주)에스마크,30270,16-Dec,104614742,57171817,47442925,803294
(주)에스마크,30270,17-Dec,65810066,32631679,33178387,5409537
(주)에스비에스콘텐츠허브,46140,16-Dec,239635541,83750477,155885064,59380409
(주)에스비에스콘텐츠허브,46140,17-Dec,211510721,63133700,148377020,58395674
(주)에스씨디,42110,16-Dec,118406948,24070155,94336794,6897699
(주)에스씨디,42110,17-Dec,120553513,23271773,97281740,7881413
(주)에스아이리소스,65420,16-Dec,32219662,17718099,14501563,2744369
(주)에스아이리소스,65420,17-Dec,29671701,13737702,15933998,5714395
(주)에스앤더블류,103230,16-Dec,70213694,13958918,56254776,4313891
(주)에스앤더블류,103230,17-Dec,64140404,11699467,52440937,1652758
(주)에스앤에스텍,101490,16-Dec,120973700,45829794,75143905,7031129
(주)에스앤에스텍,101490,17-Dec,120963274,42603472,78359802,14324766
(주)에스에너지,95910,16-Dec,345540954,251828986,93711968,29797388
(주)에스에너지,95910,17-Dec,301905196,199879857,102025339,34224484
(주)에스에이엠티,31330,16-Dec,282323482,112540367,169783115,1444907
(주)에스에이엠티,31330,17-Dec,285611568,93130560,192481008,5489343
(주)에스에이티,158300,16-Dec,33797048,22470258,11326790,1095246
(주)에스에이티,60540,16-Dec,93367231,26891400,66475831,23205279
(주)에스에이티,60540,17-Dec,123940681,48847464,75093216,23684757
(주)에스에이티,158300,17-Dec,40014948,27219116,12795832,135784
(주)에스에프씨,112240,16-Dec,97948338,22501261,75447077,19217972
(주)에스에프씨,112240,17-Dec,120568042,46857327,73710715,719958
(주)에스에프에이,56190,16-Dec,1505259885,729633919,775625966,276413116
(주)에스에프에이,56190,17-Dec,1810808943,825954272,984854672,585865181
(주)에스에프에이반도체,36540,16-Dec,676174765,404596207,271578558,102439203
(주)에스에프에이반도체,36540,17-Dec,632921458,363304797,269616661,69727864
(주)에스엘바이오닉스,214310,16-Dec,70810853,39879492,30931362,8100307
(주)에스엘바이오닉스,214310,17-Dec,56424586,39912252,16512334,5616036
(주)에스엠라이프디자인그룹,63440,16-Dec,43573095,3264093,40309002,2051355
(주)에스엠라이프디자인그룹,63440,17-Dec,45895630,4174959,41720672,4887415
(주)에스엠엔터테인먼트,41510,16-Dec,525082697,149536302,375546396,169585801
(주)에스엠엔터테인먼트,41510,17-Dec,797509024,361878090,435630933,195462237
(주)에스엠컬처앤콘텐츠,48550,16-Dec,81197459,26379363,54818096,19958190
(주)에스엠컬처앤콘텐츠,48550,17-Dec,300762940,185847122,114915818,66478752
(주)에스엠코어,7820,16-Dec,59712919,18720127,40992792,7227906
(주)에스엠코어,7820,17-Dec,99113905,22983829,76130075,25100948
(주)에스제이케이,80440,16-Dec,48084506,33161128,14923378,1069682
(주)에스제이케이,80440,17-Dec,45523072,32233136,13289936,137634
(주)에스지엔지,40610,16-Dec,1279921140,682124596,597796544,44514217
(주)에스지엔지,40610,17-Dec,1234294674,636749894,597544779,41879249
(주)에스코넥,96630,16-Dec,178346876,100210342,78136534,47905861
(주)에스코넥,96630,17-Dec,169031564,82057298,86974266,27062089
(주)에스텍파마,41910,16-Dec,97473231,20049617,77423614,20470521
(주)에스텍파마,41910,17-Dec,96850991,12988341,83862650,21468355
(주)에스티아이,39440,16-Dec,144367199,78464434,65902765,31869124
(주)에스티아이,39440,17-Dec,164687148,77629565,87057583,24309519
(주)에스티오,98660,16-Dec,75460359,41601867,33858492,1155381
(주)에스티오,98660,17-Dec,70331254,36669925,33661329,2655685
