,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,매출액,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
1011,동국산업(주),5160,19-Dec,32.25,2.68,-3.67,2.72,8.23,10.29,9.76,0.29,37.0,2.44,12.42,14.71,0.88,3.45,-11.1,12.49,3.58,5.69,4.11,2.17,87.51,42.1,220.37,705.38,123.39,27.32,20.82,2.79,2.36,122.80572891574948,786.9462988003784,673704707,0.04291158002028411,0.29629068023118715,8.87674469087062,0.023569618447003025,0.04725992193162529,0.013956074229775147,0.7037093210969879,0.49987254035566175,0.07599867934424273,0.2091865913750455,제조업
1012,동국제약(주),86450,19-Dec,28.54,12.24,13.36,10.65,32.3,11.07,110.8,-0.42,116.84,9.43,21.33,30.99,0.94,12.85,20.33,60.3,16.66,4.68,7.76,3.23,39.7,41.24,308.17,1604.56,252.84,42.07,63.87,3.14,11.53,24.440176234748485,19.454452513633207,482280354,0.13387193666733327,0.2920076113927975,8.73590530449555,0.11526150425171067,0.1290637247674867,0.004024656893165609,0.7079923886072025,0.3772365988607232,0.46083243316189487,0.6032136308062284,제조업
1014,동아화성(주),41930,19-Dec,103.02,3.54,15.31,6.5,14.71,35.39,3.83,0.74,58.54,7.87,36.06,24.48,1.3,14.54,13.87,11.92,9.72,4.56,11.74,3.09,88.08,114.96,113.22,1348.14,91.16,6.33,13.53,2.47,4.59,-18.603163593392942,57.78050698432038,288514645,0.048247178218409785,0.534787004787722,8.37736296432979,0.04593360922333669,0.0648487877426276,0.023983293033317123,0.46521299521227794,0.45739351304683223,0.08202299401474057,0.3872225009004067,제조업
1015,동양이엔피(주),79960,19-Dec,24.96,5.3,8.04,0.86,6.03,0.47,352.15,-0.29,118.09,1.44,122.82,29.91,1.75,-4.6,23.41,14.26,12.15,10.01,10.01,7.55,85.74,31.33,320.05,5563.92,219.33,41.83,33.89,7.01,9.26,611.7687280923144,397.9913189648128,482668665,0.10613437968047543,0.2385567954855236,8.458135924042407,0.09257966119231333,0.06441576390421408,0.0012096902856654089,0.7614432079967595,0.39163912740796697,0.08185208376847915,0.6804824101505405,제조업
1016,동양파일(주),228340,19-Dec,6.25,-28.68,-12.27,-5.3,-36.55,0.08,-2086.22,-0.9,-27.07,-2.17,5.32,-10.86,0.38,-8.12,-21.73,7.18,-11.74,4.08,9.54,0.98,92.82,6.3,851.27,1222.46,787.77,44.2,153.92,5.81,-10.97,-148.4672556760976,-139.19651086839897,53169205,-0.039491823217118256,0.05931042538684674,8.113788298204609,-0.10967186859351039,0.09055619430920707,0.0002874797647340752,0.9406895823082078,0.49916000399988936,0.1750629147078652,0.33494580123004675,제조업
1017,동일금속(주),109860,19-Dec,11.78,18.12,8.97,14.48,70.98,3.32,62.02,-3.62,84.27,8.79,24.74,17.9,0.63,-8.35,-9.83,20.13,13.31,11.65,6.27,3.12,79.87,14.13,261.73,3548.59,170.95,16.69,25.25,4.55,11.47,29.082690577941978,65.78599379928265,86599662,0.09176885778141781,0.12382865068895069,8.154239664719057,0.11473719244774151,0.02605676705728814,0.010623706147478438,0.8761713493110493,0.729928451141775,0.05635120146311887,0.770746204417932,제조업
1019,동화기업(주),25900,19-Dec,56.66,6.05,17.15,10.86,10.21,35.84,4.35,1.44,28.83,5.41,78.5,15.1,0.54,14.84,-5.6,22.46,5.3,7.66,8.08,0.93,77.54,112.58,84.62,4997.8,58.69,-4.1,5.62,1.09,3.25,-30.464614047025655,-14.811797076055788,717405694,0.04379095594825578,0.5295881317352291,9.158554387949623,0.03251182377004998,0.014980675061570393,0.020472580952173077,0.47041186826477094,0.7744732079221205,0.14314231523230703,0.5079144702224638,제조업
1020,디아이티(주),110990,19-Dec,67.77,11.09,-4.11,6.14,6.22,0.12,6.5,-0.36,146.58,2.52,62.84,15.5,0.4,-4.83,54.49,18.89,7.85,19.28,1.12,3.84,81.11,68.04,211.4,9120.38,126.43,44.93,29.88,0.93,4.45,126.9779506,74.28884872,118760647,0.04448687202118695,0.4048996509866568,8.461884638576825,0.04449860711500428,0.12050071276098939,0.015795261384930124,0.5951003524656975,0.14745362613841254,0.07807157702668965,0.47474815308278995,제조업
1024,디와이피엔에프(주),104460,19-Dec,123.62,12.73,18.88,9.48,17.26,8.63,62.08,0.12,110.07,9.92,30.91,28.83,1.14,21.36,47.74,23.63,36.0,5.31,128.92,4.17,76.37,135.23,129.1,1280.46,126.3,15.29,25.69,1.88,14.46,111.67713031681048,110.42453611626131,165590077,0.19450326766412074,0.5748914192677986,8.199413828604863,0.1446210088520276,0.13501426553257445,0.005173415408354075,0.4251085807322014,0.32156708551363167,0.06519015629179277,0.3300347800404723,제조업
1026,디케이락(주),105740,19-Dec,27.8,11.42,13.24,5.91,14.27,9.89,52.71,0.22,57.31,3.55,17.83,22.31,0.64,21.11,11.82,30.4,9.57,3.0,3.07,1.5,69.6,33.18,253.85,2199.09,151.74,32.11,20.23,2.69,7.29,67.28587492908076,51.700755214698844,74368076,0.08442776525305828,0.2491465273990212,8.092510318758237,0.07292574721108484,0.04222669717653844,0.006739496293650859,0.7508534726009788,0.4701794590222395,0.1717429398065912,0.47622986021042707,제조업
1027,라온시큐어(주),42510,19-Dec,52.01,8.32,86.5,11.44,12.32,30.39,3.1,1.54,395.22,6.81,1.91,27.41,0.78,90.12,23.7,59.63,10.15,3.11,0.0,13.38,40.37,123.65,327.05,136.39,327.05,52.8,198.08,1.72,6.45,-47.27588698366524,-33.09138115367231,30443294,0.05402668271877131,0.5528722495774645,7.7085804974003285,0.06450485787768517,0.460648260359568,0.03862831818275444,0.4471277504225355,0.23943283703434093,0.5266400869761334,0.2386752289990008,정보통신업
1028,라온피플(주),300120,19-Dec,4.42,27.41,0.0,15.23,161.24,0.91,1587.04,-1.82,6110.8,7.13,5.97,28.05,0.47,0.0,0.0,69.64,13.44,5.74,11.36,102.07,30.36,4.63,2266.1,1217.99,2168.53,91.53,405.43,10.59,12.84,45.58910584,34.94615777,30770552,0.17336926189612237,0.044249136878000944,7.817474488723648,0.1782352378844114,0.17132610684917587,0.0017183752479512447,0.9557508631219991,0.04240165746705022,0.42981068392923205,0.3544598441320743,정보통신업
1029,램테크놀러지(주),171010,19-Dec,54.61,7.31,39.28,7.67,10.6,40.11,4.61,2.37,40.34,4.97,7.02,19.19,0.75,172.87,33.09,20.23,11.64,16.26,5.71,1.33,79.77,88.26,165.26,536.52,123.76,18.93,99.16,1.43,5.51,111.29114019289278,111.70640412619497,43411471,0.0780282946068973,0.46882892601319054,7.826315030736683,0.05512053096737642,0.28763103328306217,0.032169047386157515,0.5311710739868095,0.5206574284846067,0.09874802445648524,0.09214901408804092,제조업
1031,로체시스템즈(주),71280,19-Dec,41.51,1.5,27.0,-2.47,-3.6,25.49,36.11,-0.14,32.93,-1.64,10.43,16.7,0.74,7.24,7.81,18.37,1.84,4.19,5.74,1.62,81.63,83.62,206.21,854.72,157.59,24.01,49.77,1.89,1.12,509.8484542526083,213.53736091022802,79780176,0.0397311571199087,0.4553952104736917,8.07930790403864,0.011156209737216602,0.11251483962986063,0.002790246087470124,0.5446047978572117,0.5338512928087426,0.13027493195803427,0.32108065445777223,제조업
1032,리노공업(주),58470,19-Dec,7.66,31.0,15.25,30.24,201.68,0.08,8094.6,-2.6,147.92,15.81,22.35,34.55,0.56,14.29,13.27,43.54,18.75,4.9,16.57,2.1,56.46,8.51,980.36,3938.73,932.01,62.18,138.52,7.52,17.36,25.286078724497465,8.52782786587824,170307405,0.21087503511864486,0.07840494641612587,8.512838964738684,0.17355548156742592,0.09784071213176007,0.00034972282458026253,0.9215950535838742,0.3075359685230476,0.058793274432195126,0.8882240119291197,제조업
1034,매일유업(주),267980,19-Dec,53.18,4.62,9.66,5.46,27.99,12.56,30.57,0.04,120.36,11.26,355.26,39.21,2.16,12.57,7.13,29.39,17.14,9.22,12.25,6.12,70.61,67.28,182.57,10292.02,128.41,26.25,39.29,5.16,9.97,14.692955901978902,10.280820987933666,1393256526,0.1321467191190516,0.4021965679643225,8.829429830544383,0.09967386746835147,0.12492606868453786,0.010328965983948073,0.5978034320356775,0.41955454818906474,0.23264502907485393,0.21994792525067164,제조업
1035,매일홀딩스(주),5990,19-Dec,51.28,4.23,12.67,5.44,22.61,15.02,17.72,0.13,109.13,9.04,231.92,33.92,1.76,21.07,6.71,31.91,8.01,9.82,12.85,5.12,68.09,66.68,167.31,4246.67,124.28,20.71,35.38,4.45,7.45,26.080208807921622,6.667771813216102,1590752386,0.09352813982695703,0.40003560387772896,8.980668280153052,0.07447506869192018,0.10884529525872533,0.013315778567029434,0.599964396122271,0.48521272118778874,0.2660417879769253,0.43363254716974575,제조업
1036,메가스터디(주),72870,19-Dec,21.72,8.14,3.62,14.16,24.24,2.52,4.82,-5.66,222.06,5.23,23.52,15.77,0.38,-14.13,4.19,51.08,4.83,9.33,36.67,4.51,48.92,27.53,227.94,4473.03,222.97,21.79,95.27,1.79,3.06,-63.58844962635353,-52.04153303718883,140193511,0.006195833951667257,0.21585404774799338,8.579273815253822,0.03061647523232527,0.1622869989386391,0.006114214587324576,0.7841459522520067,0.6117362070006485,0.49435549837966464,0.6900868748625558,정보통신업
1037,메가스터디교육(주),215200,19-Dec,58.9,11.07,17.87,17.55,42.11,7.45,53.22,-0.01,104.27,17.73,370.89,41.92,1.09,11.4,22.56,57.18,20.45,22.33,89.0,2.61,42.82,72.74,61.43,20874.31,56.78,-13.15,4.45,2.62,12.11,23.697625078524297,13.154445450991728,437346200,0.14908888189139777,0.4211007981039537,8.636303733502192,0.1210672674704666,0.015167520502485552,0.006720660027710813,0.578899199585598,0.7905572968955603,0.43545834855773297,0.2009515258114338,교육 서비스업
1038,메가엠디(주),133750,19-Dec,80.35,1.0,7.61,15.34,24.19,8.49,-2.81,-1.15,783.2,11.39,7.07,30.55,0.77,-0.19,6.7,60.47,0.72,26.95,75.56,10.59,39.53,88.95,80.22,496.68,78.18,-8.41,46.49,1.7,0.77,-144.66477764309934,-28.608920159894847,80374370,-0.008082850110851279,0.470762924669581,8.03471269677212,0.007703397528025625,0.19769966322968796,0.00637265424498342,0.5292370753304191,0.6588530300710179,0.6151917333846598,0.31288540711432994,교육 서비스업
1040,메디포스트(주),78160,19-Dec,34.87,-30.83,21.6,15.72,7.08,16.63,-1.94,4.11,19.22,3.37,7.8,6.5,0.24,59.98,3.22,63.36,-11.85,5.54,6.1,0.64,36.64,90.89,233.65,1428.99,214.28,24.42,30.5,0.61,-7.25,-22.310814201156866,-603.4246728876991,45810814,-0.04140742188455119,0.47613822557006724,8.329843212685043,-0.07251448748612606,0.055782938458749105,0.05509553362487927,0.5238617744299328,0.5731445339317663,0.8095883212204,-0.22113216595550947,제조업
1041,명성티엔에스(주),257370,19-Dec,67.3,1.44,0.96,-16.64,-20.8,22.56,2.11,1.21,28.82,-8.79,10.99,9.94,0.53,4.3,-11.79,19.75,1.33,4.66,1.78,1.52,80.25,73.22,148.42,1200.95,88.25,18.81,13.4,1.25,0.76,-63.91286459,-71.00919678,35008403,0.013620672374800752,0.42269324695993754,7.8212265503343765,0.00764826112169492,0.052083288683426536,0.015209598833264096,0.5773067530400625,0.4233379262114081,0.17179838223411675,0.13788553295326125,제조업
1042,모바일어플라이언스(주),87260,19-Dec,73.71,-5.97,-11.34,9.05,18.26,34.22,-1.2,1.35,53.19,8.04,5.97,5.57,0.83,-14.55,-27.24,30.2,-8.98,2.43,7.52,7.89,69.8,78.61,152.76,376.39,121.47,21.77,2.02,1.88,-4.99,-128.24804772001426,-231.20475006855398,44770460,-0.014471440709291333,0.4401238365998057,7.702602746591522,-0.04985905616235889,0.008335920105020253,0.02705028405508245,0.5598761634001943,0.3695721353687721,0.3193677036152856,-0.13149919568606014,정보통신업
1043,모트렉스(주),118990,19-Dec,197.65,-12.26,1.79,0.85,0.75,45.26,-0.21,3.34,29.32,0.6,115.1,6.67,0.71,8.18,47.35,13.91,-33.13,4.7,3.65,3.01,86.09,409.29,116.66,3291.82,68.05,6.47,12.28,0.94,-8.73,-589.0880144015525,-1520.6408386266612,313649741,-0.006014692286480683,0.8036482745096457,8.647677126503691,-0.08731136110165262,0.047649577662731,0.037426703646062466,0.19635172774108153,0.5472554933230465,0.14755836511275805,0.08489725042873654,제조업
1044,무림에스피(주),1810,19-Dec,21.92,1.02,-7.19,-0.8,-1.18,15.73,0.77,0.71,33.89,-0.37,12.46,7.42,0.44,-27.64,-32.88,8.98,0.66,5.61,3.71,2.06,91.02,45.67,182.15,1840.67,116.7,12.36,61.76,1.31,0.46,-55.58830531126121,-87.54988411213438,137893618,0.0037994965706600247,0.31352370354773074,8.475295225830305,0.004554122561346715,0.09293673021516759,0.01466711430748575,0.6864762964522693,0.725924571948666,0.0812214819107872,0.46508680595026725,제조업
1045,미디어젠(주),279600,19-Dec,21.89,-3.98,100.44,-0.81,-0.91,26.97,-33.1,-0.64,162.72,-0.37,6.65,25.19,0.61,109.94,3.33,77.98,-4.11,7.29,1390.8,1.9,22.02,68.77,437.96,778.19,437.96,43.83,92.6,1.47,-2.41,-240.7290636,-3.236428215,13828290,-0.03242969697857785,0.4074879432048988,7.483715141861953,-0.02409063204122926,0.12009997713316917,0.0023707884270590396,0.5925120567951012,0.4319776459902692,0.8333658753179171,-0.11197084339536816,정보통신업
1046,미래나노텍(주),95500,19-Dec,68.0,0.57,4.14,-0.34,-0.71,33.11,0.55,0.34,80.42,-0.32,24.88,17.26,0.94,-6.47,4.18,14.45,0.56,6.34,6.27,4.94,85.55,81.07,139.77,1322.21,98.14,14.93,37.29,2.06,0.54,-63.640599025700986,-75.98475500407572,289734267,0.004551202359341991,0.4477223677311933,8.499638265724847,0.005351224276989871,0.14005179544199528,0.018346122661974894,0.5522776322688068,0.4750931245493599,0.13964992618563823,0.265626283273194,제조업
1048,미스터블루(주),207760,19-Dec,44.09,18.85,40.71,18.43,60.71,10.21,86.85,0.0,329.38,18.9,26.07,41.67,1.2,72.96,106.24,0.0,32.13,10.57,1164.72,8.18,0.0,45.21,210.6,1750.34,210.48,33.58,113.46,4.05,22.59,250.6393229189722,336.29426900364416,63888589,0.2601221631146966,0.31132927814103817,7.794511287414558,0.225945250627367,0.344484887437966,0.010107785452002237,0.6886707218589618,0.3605746523934016,0.7830300337357583,0.33961171323512157,정보통신업
1049,바디텍메드(주),206640,19-Dec,22.25,16.34,-2.11,15.49,46.69,15.78,8.67,2.66,132.93,11.14,3.11,39.39,0.71,-8.12,9.96,56.33,16.78,5.13,4.87,2.42,43.67,31.33,336.34,313.39,250.73,40.05,138.81,2.44,11.62,131.19574229916154,581.4097749837332,72798657,0.1467012639204687,0.23854006120152052,8.005447315650374,0.11623606074813385,0.23523277543177765,0.05811594222360689,0.7614599387984795,0.4300271404361292,0.3570128361021825,0.36057277647263997,제조업
1050,바이온(주),32980,19-Dec,51.47,-108.59,-21.04,-26.56,-19.26,34.67,-3.16,7.16,-93.23,-8.44,0.79,-21.76,0.28,-30.4,-44.01,7.64,-52.99,1.99,3.4,1.48,92.36,77.94,136.14,125.94,110.64,10.45,31.09,0.67,-30.45,-449.453787508547,-78.05042477097992,19624333,-0.14249172129896107,0.4380088126358652,7.790695803968465,-0.30450563807564485,0.08992320020378777,0.1078929884628423,0.5619911873641348,0.6062315248717636,0.5845224395652071,-1.0996003181236964,도매 및 소매업
1051,베뉴지(주),19010,19-Dec,74.64,3.98,3.05,12.8,2.64,35.95,1.0,7.36,4.22,1.3,2.45,3.04,0.1,5.71,12.56,61.16,1.41,54.23,47.47,0.14,38.84,97.78,41.71,1069.84,41.1,-22.0,5.41,0.21,0.41,194.94096754983264,25.15879510300691,58970705,0.010611917055804698,0.4943926174647951,8.762231624076287,0.004119997044070125,0.020398446175158045,0.021560542801616796,0.5056073825352049,0.8426039386197804,0.5090773461161775,0.32261926173845745,도매 및 소매업
1052,보성파워텍(주),6910,19-Dec,55.18,0.75,1.05,-2.02,-4.95,15.71,-0.67,1.16,35.61,-1.8,4.87,11.42,0.89,1.4,5.62,6.94,1.06,6.15,3.81,2.75,93.06,57.17,163.51,348.54,101.52,22.3,52.98,2.44,0.67,19.848113420395524,826.9536331785278,111682204,-0.008444997698478179,0.3637303176329835,8.098966748435892,0.00673695030883942,0.18602517107191477,0.03463845532376812,0.6362696823670165,0.42589744777949284,0.07881244893770184,0.11888370230978734,제조업
1053,브릿지바이오테라퓨틱스(주),288330,19-Dec,6.28,2.27,585.02,-18.95,-234.03,0.2,0.23,4.07,2366.56,-13.85,28.13,19.15,1.28,816.84,0.0,38.24,9.11,0.0,60.3,153.89,61.76,6.29,1671.87,2410.2,1630.81,92.81,1361.27,1.87,2.9,2662.614125565261,3174.9210478831474,58283297,0.013508669032782554,0.05918048467508173,7.901660599929407,0.028990497226434365,0.8037327654005104,0.08798216199469502,0.9408195153249183,0.012876247238896108,0.3718314528431705,-0.6441514009847107,제조업
1054,비디아이(주),148140,19-Dec,366.09,-0.17,-0.25,-2.18,-2.39,33.05,0.7,2.77,75.93,-1.9,32.47,7.76,0.87,-1.97,49.98,9.75,-0.31,1.52,53.94,8.42,90.25,380.4,108.7,774.14,104.47,6.63,12.52,1.11,-0.15,-47.83410299132356,-160.60507570957242,128590481,0.020208319110278542,0.7918390795850303,8.169368192577693,-0.0015005007236582083,0.09538283061451111,0.03689256675661173,0.20816092041496964,0.17162881580883782,0.07429225651625022,0.07428285578516321,제조업
1055,비에이치아이(주),83650,19-Dec,334.4,-6.63,1.31,8.32,6.18,47.41,-1.37,3.56,17.54,5.01,17.14,8.8,0.61,7.54,5.21,3.82,-19.22,12.9,47.06,1.18,96.18,429.87,60.25,536.98,58.12,-25.09,6.46,0.77,-4.02,46.41332663245365,50.11620642343503,222852344,-0.03388713957326901,0.8112738072067202,8.568393828710995,-0.04018692181150183,0.040747760948067674,0.0312960171199891,0.18872619279327985,0.6197836183834784,0.09410636039798621,0.0345972091952906,제조업
1056,빛샘전자(주),72950,19-Dec,10.52,4.06,1.51,12.04,62.25,0.15,2746.93,-0.87,54.83,8.39,15.48,19.24,0.7,4.01,-2.03,16.84,3.46,5.37,7.15,1.96,83.16,15.58,683.31,1864.54,601.63,53.09,101.36,5.11,2.85,17.026006235915936,10.274448019683192,46442406,0.028412440876408384,0.13478680103943474,7.8236275680417355,0.02849296484747592,0.09225284242340907,7.520317638866541e-05,0.8652131989605653,0.3780796838425782,0.12790642241920025,0.6382285210722658,제조업
1057,삼강엠앤티(주),100090,19-Dec,155.44,-9.66,16.7,0.74,0.66,42.8,-1.42,3.36,0.73,0.45,28.33,0.55,0.66,157.44,167.1,-1.16,-15.4,16.1,29.11,0.8,101.16,220.74,46.68,965.76,40.77,-25.84,4.08,1.03,-6.37,41.70931918970971,38.303225403045566,384531743,-0.03532629873080516,0.6882161483564994,8.797912161966602,-0.0636880367193162,0.01977827372159336,0.03883798908476021,0.3117838516435007,0.7737858010158511,0.04196180755875855,0.06882650852351782,제조업
1058,삼륭물산(주),14970,19-Dec,65.88,0.65,-1.28,5.66,9.29,30.07,1.29,1.22,38.56,4.0,11.73,16.94,0.7,-1.15,4.41,8.8,0.85,7.69,6.23,1.57,91.2,75.56,97.5,951.1,64.67,-0.94,28.86,1.58,0.46,40.5635435347608,927.9445101869145,88705130,0.01239503971681527,0.4303828212450247,8.098967976003166,0.004594023580460918,0.10829278227930716,0.021541627541636934,0.5696171707927947,0.6340778542815053,0.07037306636042358,0.46454163497884665,제조업
1059,삼목에스폼(주),18310,19-Dec,8.71,9.5,6.09,39.7,105.86,0.7,227.89,-1.62,30.36,14.44,19.62,15.99,0.37,15.63,-23.67,23.67,4.07,11.34,416.09,0.63,76.33,15.8,483.26,4657.39,483.26,28.82,32.58,2.96,3.56,-74.01731932151606,-65.3493346460215,144218796,0.029523030897064234,0.13644930891581522,8.598142252734636,0.0355810755392278,0.024496737017240144,0.0010239523348956408,0.8635506910841848,0.6366463509239837,0.157857932748239,0.7661832514237559,제조업
1060,삼보모터스(주),53700,19-Dec,227.73,-1.65,2.72,5.25,9.17,46.59,-0.91,1.1,42.9,6.7,121.77,19.7,1.29,0.65,-0.68,8.21,-7.4,8.5,8.67,2.58,91.79,271.08,71.05,2431.62,45.66,-17.77,14.48,1.79,-2.14,-182.4301842684914,-462.88843529873213,939458008,-0.014760296163585446,0.7305127301002725,8.866634798130772,-0.02137541321577425,0.08884552027423222,0.022501837466492484,0.26948726989972754,0.5639536505662763,0.09351714845353684,0.16515663874604308,제조업
1061,삼보산업(주),9620,19-Dec,373.33,-1.18,1.52,3.81,4.92,64.91,0.79,2.84,38.89,4.06,109.5,16.67,1.07,3.39,12.45,7.27,-28.77,5.41,5.18,2.32,92.73,468.46,74.97,655.27,43.79,-16.44,9.91,1.29,-1.27,77.88537791718498,50.8902526072059,319940542,0.025055254037693108,0.8240859038736951,8.477797736222191,-0.012686916669496454,0.06509299514931825,0.03796426433870616,0.17591409612630493,0.50766909654214,0.049340236474313404,-0.021021553464284463,제조업
1062,삼아제약(주),9300,19-Dec,8.8,14.25,0.0,18.47,58.42,4.44,170.85,-3.87,91.34,6.93,11.23,19.24,0.38,0.0,0.0,61.05,6.06,3.26,6.37,1.78,38.95,13.46,578.13,2639.71,502.28,37.09,87.83,3.16,5.35,11.066096825983692,15.862356230974859,71560150,0.057052557807680634,0.11862446193375838,8.280534843139284,0.055957170542302793,0.0681324624158612,0.003436771952010228,0.8813755380662416,0.551549788967844,0.4651710623859788,0.7832870178949486,제조업
1063,삼영엠텍(주),54540,19-Dec,48.37,5.03,7.5,9.09,15.82,23.08,3.85,-0.13,41.34,5.29,10.31,13.14,0.6,14.72,1.06,15.58,4.57,4.23,3.9,1.8,84.42,50.2,188.15,1144.88,133.28,28.39,40.04,1.89,3.03,270.2494213844049,175.54394340318947,69805770,0.027092091623024984,0.3342145269089716,8.079095417358369,0.03030640128414863,0.12894462219855163,0.022048466943651982,0.665785464756048,0.39405879430157725,0.11088391403747856,0.45690497156325566,제조업
1064,삼영이엔씨(주),65570,19-Dec,14.68,-25.43,-7.57,17.48,58.65,5.6,-21.15,-0.01,-8.47,7.51,8.42,-1.61,0.41,-10.11,4.95,26.57,-11.79,2.48,1.17,2.25,73.43,14.68,484.06,1708.72,203.03,49.17,19.03,3.76,-10.49,-367.22522180318526,-1665.6309901630405,37032272,-0.0273488191165922,0.12802517321278392,7.935618742265684,-0.10459989203998452,0.024364835621259132,0.010730420715076268,0.871974826787216,0.3802781302233908,0.33215507274303885,0.7336312352018123,제조업
1065,삼지전자(주),37460,19-Dec,46.36,2.27,-1.49,0.93,6.08,23.82,5.71,0.38,259.9,2.48,179.92,30.86,2.65,-5.45,3.85,4.82,7.12,11.2,15.74,20.58,95.18,68.78,217.33,2426.85,177.66,32.23,30.19,6.07,6.02,11.509913739670312,14.121798663317817,1494980608,0.06420942276199161,0.40752194163564104,8.747809548988835,0.06022066569350633,0.0829224049874803,0.025716495415095457,0.592478058364359,0.4030310188865681,0.02394296408157824,0.19377857338352694,제조업
1066,삼천당제약(주),250,19-Dec,20.25,10.5,11.1,14.91,41.55,8.22,30.86,-0.71,114.22,9.59,16.88,21.79,0.68,14.21,16.66,59.3,6.82,6.2,8.21,3.16,40.7,30.0,359.45,1428.33,308.49,40.42,133.33,3.05,7.11,62.6445625065443,34.30963211860642,186602477,0.09145542131381666,0.23075661240431644,8.462624020800156,0.07110243281428795,0.20772888621022204,0.013352434066850017,0.7692433875956836,0.4399723832041283,0.45790198701381657,0.4438814689315906,제조업
1067,삼천리자전거(주),24950,19-Dec,79.13,-9.55,-9.32,-2.25,-2.92,37.56,-3.51,2.26,34.35,-1.34,13.12,9.85,0.56,22.64,9.41,26.44,-9.2,9.56,5.61,1.96,73.56,84.52,74.94,1198.13,56.86,-10.75,4.13,1.24,-5.39,51.46457954217535,45.828357157790784,87105784,-0.05342379629562856,0.45805944741165056,8.166509123384023,-0.053949123658959534,0.017726815634382432,0.033506614198641725,0.5419405525883495,0.6786010733384562,0.35896466990068077,0.18880666367648133,도매 및 소매업
1068,삼현철강(주),17480,19-Dec,14.71,2.76,2.45,3.16,34.04,0.08,1449.64,-0.19,45.32,4.39,27.79,10.12,1.4,4.71,4.22,6.44,4.45,4.93,10.49,6.03,93.56,14.8,588.22,1744.0,489.45,62.55,261.97,10.73,3.87,-11.967397186416882,-9.455079343811477,237603984,0.04698928031333911,0.12889074990864097,8.233512963633691,0.0387117375481685,0.3356060363393701,0.0002475657911846892,0.8711092500913591,0.2464400812814551,0.03094405184721145,0.8064626819707349,제조업
1069,상신이디피(주),91580,19-Dec,98.5,3.41,3.8,10.88,17.86,46.28,3.66,1.5,42.35,10.37,22.3,23.3,0.97,-0.66,-5.96,16.29,8.06,10.58,11.25,1.66,83.71,138.38,93.87,981.08,71.78,-2.53,42.74,1.65,3.31,-45.74606462740838,-42.62192145250047,141203717,0.05863832326275484,0.5805080756845096,8.17055800854663,0.03312851966762223,0.17661006299984214,0.027184002977642993,0.41949191756334187,0.6120999475182498,0.10255329893334182,0.21701675004152235,제조업
1070,상신전자(주),263810,19-Dec,48.67,3.05,-0.86,-2.05,-9.55,15.41,7.68,0.33,199.32,-3.22,14.66,26.98,1.57,-3.68,-1.29,12.14,7.48,6.21,4.56,11.93,87.86,50.94,249.57,484.73,145.39,48.23,28.34,4.34,4.78,-0.4379553729103562,27.34158125676699,81974667,0.05678015872784618,0.33749998009080856,7.716934482666541,0.047820829854481245,0.09136918032985702,0.020501802541880138,0.6625000007196093,0.19531400383357958,0.0851445117794745,0.414433029692098,제조업
1071,서암기계공업(주),100660,19-Dec,12.8,5.68,1.68,5.34,25.91,0.11,999999999.0,-1.97,104.77,2.95,6.1,21.69,0.56,0.24,-9.44,16.14,3.59,5.92,3.56,2.53,83.86,12.86,671.43,978.26,520.69,64.8,33.59,4.7,3.17,-50.996972241586406,-36.44956913532043,38451030,0.021817719502834537,0.11392488123714792,7.842324402544643,0.03166465421222112,0.03809519249884051,0.0,0.886075118762852,0.23860674341267457,0.12228080756224216,0.6426791002209825,제조업
1072,서울바이오시스(주),92190,19-Dec,146.19,0.41,39.87,16.21,14.51,32.37,0.98,2.91,33.37,9.82,19.39,21.5,0.71,78.35,-9.26,19.92,3.37,7.83,7.23,1.02,80.08,208.85,50.34,880.89,30.3,-23.51,2.29,1.09,0.29,-38.58225119,-59.60885593,350639743,0.020654975703024867,0.6762211145113421,8.76273924670348,0.002929179543702411,0.010830512478232144,0.03240766746087746,0.32377888376178343,0.7617176510333165,0.16995120829757168,0.0905502362029176,제조업
