,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결),총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율
849,(주)파버나인,177830,19-Dec,143.27,-12.14,3.43,0.0,0.01,0.01,48.74,-1.54,2.5,25.29,0.01,18.9,15.17,0.83,14.97,-7.81,6.25,-24.61,11.39,9.44,1.3,93.75,180.36,56.49,817.75,36.95,-22.24,8.23,1.4,0.0,-10.05,-0.03868547682000313,0.643316328885835,8.104793726942395,-0.0988592129225463,0.042037896882827316,0.03906104011069804,0.35668367897025177,90546217,0.11007198356470306,0.16974105458035157
850,(주)파세코,37070,19-Dec,40.93,4.79,9.71,81.96,6.36,32.24,10.07,41.02,0.06,53.35,10.3,25.77,26.35,1.69,17.66,20.75,19.25,11.86,9.7,9.94,3.28,80.75,46.94,170.75,1083.1,114.03,19.71,46.7,5.37,103.01,8.12,0.09677964162798239,0.319440013606746,8.046899084920065,0.07758329886106696,0.13007820826988983,0.007384938374264853,0.680559986393254,58419564,0.13277199756279137,0.5814185711329666
851,(주)파수,150900,19-Dec,137.2,-12.73,2.86,0.0,5.3,6.1,35.21,-4.71,1.71,1077.35,3.97,7.39,32.41,0.76,3.04,9.68,49.29,-24.65,1.98,0.0,31.57,50.71,186.12,118.31,333.56,118.31,8.78,38.99,1.28,0.0,-9.65,-0.0765964671721706,0.6504961121837068,7.674652767131399,-0.09518570123415014,0.186963954020143,0.02498394746363422,0.3495038878162931,20455958,0.5953402832665156,-0.2169618107087351
852,(주)파워넷,37030,19-Dec,85.29,4.21,28.77,19.56,2.62,6.32,30.07,2.99,1.03,183.86,3.16,10.7,19.92,1.36,-27.14,9.99,14.71,10.78,8.27,10.65,12.38,85.29,100.12,105.39,442.19,78.15,2.3,26.19,2.91,85.91,5.74,0.04852238236737314,0.5003005019066854,8.0264332876602,0.05098242180523735,0.11159916847087625,0.03244500035001137,0.49969949809331465,58541444,0.10700361527997078,0.21153306482624806
853,(주)파워로직스,47310,19-Dec,69.74,4.96,19.14,132.24,5.64,36.51,11.54,44.69,0.0,95.78,15.18,63.58,35.46,2.93,9.74,46.96,9.76,26.19,14.69,14.89,7.22,90.24,71.15,124.87,1377.63,73.89,10.13,21.1,6.65,92.91,14.54,0.1229355659434658,0.41570612592620687,8.614254164611207,0.1336805538717333,0.08597760194269574,0.006617445041330679,0.5842938740737932,202065385,0.05194571891097395,0.19478293090307347
854,(주)파이오링크,170790,19-Dec,15.24,16.01,15.21,1449.18,12.91,30.88,1.56,76.74,-1.47,441.14,8.5,10.24,41.27,0.7,14.82,28.37,47.67,15.59,4.18,10.85,8.14,52.33,37.97,674.7,1128.04,623.43,63.48,341.42,2.55,269.07,11.28,0.07783282165913634,0.2752274158561988,7.7271850383009,0.10536230285287462,0.3771068819008124,0.003685029186738607,0.7247725841438012,13593666,0.3584303809766052,0.21797808083024175
855,(주)파인디앤씨,49120,19-Dec,96.91,-4.8,9.62,-327.45,14.7,19.54,30.87,-0.23,1.68,47.86,11.0,6.07,14.45,0.78,10.42,0.25,10.34,-8.43,5.14,13.26,2.22,89.66,128.83,75.41,343.52,59.15,-10.41,3.86,1.41,-120.81,-3.76,-0.004069121044237599,0.562989897436193,8.01537526984134,-0.0359289288323783,0.016328876127697407,0.0317579751843018,0.4370100929116422,70513663,0.10880840551595537,0.03790104950015251
856,(주)파인디지털,38950,19-Dec,13.86,-0.11,4.74,-106.61,4.51,25.22,0.38,-18.69,-0.87,534.69,4.07,18.82,20.98,0.92,4.81,11.65,31.71,-0.14,6.04,9.34,22.52,68.29,19.24,612.33,1687.01,543.6,59.57,63.34,6.33,-115.18,-0.1,-0.0020354520449840617,0.1613694605370284,8.02758065621446,-0.0010205742720535741,0.07364604867452976,0.0006747313011409775,0.8386305488476489,30695700,0.3193234438681371,0.3710315038549345
857,(주)파인테크닉스,106240,19-Dec,61.6,-1.6,-9.32,0.0,0.97,2.2,19.25,3.86,1.35,95.9,0.91,6.68,22.74,0.9,-11.0,3.55,12.47,0.59,7.26,7.66,3.79,87.53,71.0,102.77,265.39,68.86,1.0,17.57,1.86,0.0,-1.44,0.04876636949842146,0.4151941096822986,8.151840169038685,-0.015190372024350722,0.06330714897859756,0.030460236067682712,0.584805897367226,89335523,0.07320816903597499,-0.262871485537932
858,(주)파인텍,131760,19-Dec,73.53,0.12,16.4,0.0,4.46,6.02,26.19,1.16,3.52,69.37,2.89,5.72,18.11,0.7,48.8,18.27,20.5,0.2,3.46,34.97,2.46,79.5,92.03,116.23,291.72,111.32,6.21,12.47,1.17,901.42,0.08,0.02956280509069973,0.4792544686368461,8.080055114983848,0.0007511786551391297,0.047742396394222696,0.05304883581689238,0.5207455313631538,66730473,0.1593617432295434,-0.24272931532522718
859,(주)파커스,65690,19-Dec,29.09,-3.76,-1.81,-178.56,5.37,15.35,16.6,-3.39,0.1,91.84,4.59,14.43,16.5,0.85,-19.91,0.62,5.56,-4.06,5.64,10.26,4.65,94.44,42.62,272.48,1182.72,236.92,35.19,57.98,3.26,-287.16,-3.18,-0.03501001069298878,0.29882052741502635,8.071688294535015,-0.03209700827688591,0.11828780866762627,0.034537852611446845,0.7011794725849737,52382609,0.09659688746900899,0.5850826324847795
860,(주)파크시스템스,140860,19-Dec,33.88,16.37,39.98,52.02,5.28,17.0,3.39,122.13,0.02,527.78,4.54,15.62,40.62,1.0,35.42,24.31,65.8,21.14,3.3,3.51,15.39,34.2,36.4,360.83,1331.22,249.19,64.79,77.05,4.47,41.35,16.4,0.1328007934222844,0.26683772295128844,7.781823693491443,0.14057803269892186,0.19139339368064376,0.0040749470681129,0.7331622770487116,6272040,0.5033983698922428,0.4333362562894651
861,(주)파트론,91700,19-Dec,28.56,5.11,12.31,556.25,6.93,73.24,11.25,73.38,0.04,93.75,16.69,46.33,44.32,2.55,22.22,57.52,14.99,18.71,17.12,18.09,5.15,85.01,29.52,187.35,1306.16,123.42,19.26,37.61,10.57,248.16,13.03,0.20194018558589097,0.22789662507238034,8.716677571649353,0.12317763376520145,0.08293098889377468,0.012076068685103462,0.7721033749276197,305632896,0.0660290593796711,0.6998176198975166
862,(주)팍스넷,38160,19-Dec,436.25,-280.63,25.79,0.0,-84.16,-13.68,67.03,-4.52,3.93,-209.51,-11.38,1.89,-17.83,0.15,26.01,-40.28,0.0,-108.24,8.66,0.0,1.03,0.0,496.87,90.31,226.4,90.31,-7.08,4.8,0.25,0.0,-42.3,-0.20466701881104823,0.832459679107324,7.897355275335477,-0.3795956079912329,0.03510595255859517,0.05439734819839099,0.167540320892676,26838200,2.513050695685338,-0.1636534838994388
863,(주)팜스빌,318010,19-Dec,11.45,24.16,102.64,49.94,17.93,43.63,7.93,1609.68,-1.35,8537.74,7.92,11.47,15.54,0.59,164.27,51.02,74.42,17.63,19.59,14.85,3.34,25.58,22.17,705.89,1397.45,666.51,56.81,105.25,3.2,26.88,14.29,0.10479852939801589,0.181469368598068,7.831314994249266,0.10670465940038504,0.09868079305601887,0.000358766914458266,0.8185306314019319,22930891,0.5069333248575929,0.43304819563614333
864,(주)팜스토리,27710,19-Dec,253.31,-1.42,-2.6,0.0,-2.03,-4.18,55.86,1.07,0.93,40.64,-3.08,18.76,9.35,1.49,6.02,5.34,10.69,-3.3,5.83,7.35,6.56,89.31,279.78,97.54,281.72,68.55,-1.64,8.43,2.02,-23.14,-2.12,0.023034256294968195,0.7366874934262825,8.807063810597068,-0.021454797376561918,0.05625180643714761,0.029296240288771525,0.2633125065737175,224097112,0.0916725438190033,0.11271911292413432
865,(주)팬스타엔터프라이즈,54300,19-Dec,36.46,2.47,49.43,0.0,1.46,2.06,26.34,2.0,1.86,32.78,0.81,1.56,11.1,0.66,57.66,31.11,16.02,2.55,3.2,10.85,2.07,83.98,64.16,168.08,157.09,142.43,15.12,29.94,1.84,117.92,1.63,0.023605249945086816,0.3908388218969692,7.829023655865743,0.013640409949069827,0.06650652686768685,0.030263675434607226,0.6091611929274041,42272826,0.11736057576592049,-0.5568560747695139
866,(주)팬엔터테인먼트,68050,19-Dec,40.16,2.82,17.14,0.0,-19.57,-26.5,30.76,2.34,1.07,14.7,-10.16,5.85,7.63,0.56,79.35,204.41,8.57,2.4,5.39,20.56,0.99,91.43,62.15,104.02,695.59,95.56,1.0,7.55,1.63,0.0,1.58,0.013861490789382926,0.38329323967598106,7.889326145593023,0.014622454411017538,0.018697863740882094,0.015431803078194162,0.6167067732265186,57536187,0.05899020817617799,0.029889840264732456
867,(주)팬젠,222110,19-Dec,102.61,-310.19,-14.31,0.0,-160.91,-22.44,44.48,-6.57,5.48,-62.14,-11.86,0.6,-10.99,0.07,-17.05,-49.27,-72.79,-39.4,5.23,4.49,0.41,172.79,112.1,135.44,382.22,131.21,17.14,23.08,0.15,0.0,-21.11,-0.20413057984201238,0.5285312089758654,7.591987214808491,-0.22868216231128372,0.11164301128940175,0.0587904961684556,0.4714687910241346,13475547,2.040954712217869,-0.8811128559190495
868,(주)펄어비스,263750,19-Dec,20.93,29.42,21.73,7.65,30.57,58.85,17.31,23.92,0.11,433.97,18.89,82.56,37.23,0.68,26.98,32.41,0.0,31.62,10.49,0.0,9.42,0.0,47.26,365.15,9045.79,365.15,37.68,143.07,1.84,-10.41,19.96,0.1736281439346014,0.32093292780995664,8.938214919131477,0.18175333992824447,0.2033296782535844,0.022615065904530322,0.6790670721900434,417262038,0.7189900495414283,0.44873797430331924
869,(주)펩트론,87010,19-Dec,4.01,-983.7,-15.01,0.0,-382.53,-20.94,47.82,999999999.0,-2.13,-30.56,-11.3,0.24,-15.74,0.03,-40.67,-53.36,36.46,-48.42,32.53,73.3,0.05,63.54,117.14,1674.88,366.5,1672.75,29.07,217.61,0.06,0.0,-26.69,-0.20830357369197747,0.5394666545370747,7.785228995789081,-0.29051916938486605,0.04017437622157459,0.0,0.4605333618601748,42128415,7.417730866200401,-0.7956934198395371
870,(주)포메탈,119500,19-Dec,24.31,4.27,3.36,5.3,6.93,19.88,13.51,9.97,0.32,28.19,5.7,8.57,19.44,0.84,8.61,-7.01,11.65,5.0,5.58,10.92,1.13,88.35,40.15,146.36,743.99,97.94,8.04,8.98,2.93,0.05,3.57,0.034245981228746517,0.28649972955371017,7.797216766274979,0.035126403134529124,0.015571533322795154,0.011994143228995148,0.7135002704462898,46780016,0.07481857928307482,0.4966845884853843
871,(주)포스코아이씨티,22100,19-Dec,73.32,4.09,10.68,0.0,4.81,15.09,0.51,219.82,-0.35,278.24,6.91,12.76,48.91,1.51,32.62,4.61,13.58,11.13,4.46,561.74,7.31,86.42,84.41,169.0,480.39,168.23,27.43,36.4,3.34,14.16,6.17,0.07121682468700188,0.4577159139935868,8.82957353067302,0.05874182470921031,0.14470389212983814,0.0007078145003221217,0.5422840845258516,221590394,0.08624253484277955,0.10173357028240528
872,(주)포스코엠텍,9520,19-Dec,36.41,3.66,5.12,-25.0,3.1,22.88,0.34,1444.6,-0.34,943.22,6.93,13.87,83.71,2.29,8.43,-4.08,9.21,11.87,8.2,22.12,24.53,90.79,43.42,309.98,432.06,264.12,53.32,4.41,7.85,-31.23,8.4,0.10123175269113822,0.302725284898568,8.110646838149162,0.08197920010057591,0.01118893119254002,0.0002314839766668453,0.697274715101432,27472277,0.0468847822290827,0.27052779180909303
873,(주)포인트엔지니어링,256630,19-Dec,30.77,2.43,0.0,0.0,16.79,33.39,20.86,10.56,0.3,45.62,8.71,8.59,20.9,0.52,0.0,0.0,29.52,1.71,6.3,14.5,1.09,70.48,35.3,202.99,1221.73,187.24,23.42,137.68,1.99,0.0,1.26,0.051774298718231096,0.2609094651701493,7.953822159946023,0.01260726321326058,0.313127726721224,0.018799670149815838,0.7390905237079801,48403181,0.19548024625577864,0.48893352738180085
874,(주)포커스에이치엔에스,331380,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
875,(주)폴라리스세원,234100,19-Dec,77.15,4.07,0.0,0.0,6.72,14.65,22.34,3.98,1.85,113.23,6.7,36.36,19.98,1.0,0.0,0.0,19.47,4.23,4.31,12.1,5.16,80.53,84.29,112.3,1619.13,92.61,5.15,30.76,2.18,0.0,4.06,0.07776919748199182,0.4573875877037644,7.9117749762730245,0.0405827352005683,0.12878070457267796,0.042694883597605655,0.5426124122962356,43245765,0.11676235542563569,0.2381356567880161
876,(주)폴라리스오피스,41020,19-Dec,22.16,-36.83,-17.94,0.0,-19.18,-56.61,0.74,-50.43,-0.97,1187.09,-11.46,1.12,25.92,0.54,-35.94,-6.63,0.0,-20.96,9.03,0.0,36.26,0.0,25.39,278.02,149.08,278.02,31.46,76.8,3.45,0.0,-19.85,-0.16890915536378784,0.20248221568557578,7.54677128647939,-0.22014873702157117,0.1357258330024233,0.016540723506957594,0.7975177843144242,17914517,1.2826161730978944,-0.40376926524626877
877,(주)폴라리스우노,114630,19-Dec,6.9,-1.12,-12.37,0.0,-5.99,-51.32,2.78,-6.77,-0.32,69.23,-3.53,6.16,17.11,0.55,-22.93,-4.76,18.05,-0.72,8.14,5.21,2.35,81.95,7.38,893.53,967.95,707.95,51.01,336.53,4.54,-115.6,-0.61,-0.0018538861155974948,0.06876367812828482,7.857111842917324,-0.006580036737549523,0.2163262011364995,0.003979815983526222,0.9312363218717151,30629252,0.18367918038943898,0.4406809386567855
878,(주)푸드나무,290720,19-Dec,10.3,6.88,9.8,-26.29,5.84,62.43,0.77,288.51,-0.92,154.23,6.66,19.04,19.2,1.19,10.42,22.32,36.95,9.03,20.61,24.7,10.16,63.05,11.94,928.04,1490.88,857.55,76.22,357.81,13.19,-16.42,8.2,0.09622441152689112,0.10663668870019279,7.754511073895063,0.07838358046371635,0.3293749694656693,0.003127623062585139,0.8933633112998072,8279102,0.28507212465607423,0.28736082152872
879,(주)푸드웰,5670,19-Dec,69.02,22.22,13.86,590.73,7.69,16.62,22.88,11.03,0.17,121.3,7.41,31.99,50.22,1.03,34.99,16.28,15.58,50.19,7.34,5.94,2.3,84.42,80.34,147.35,1536.3,103.5,18.12,34.93,1.98,14.96,22.78,0.057409581162993405,0.44548914996698047,8.174647903111971,0.21394209895485897,0.13368011504303848,0.011687471979863804,0.5545108500330196,65189490,0.09613001671527757,0.4881418420892627
880,(주)푸른기술,94940,19-Dec,9.97,2.55,4.57,-54.52,1.62,5.44,10.66,3.88,-0.19,81.17,1.07,7.12,17.39,0.67,9.48,-6.21,23.91,2.17,4.4,5.22,3.03,76.09,24.36,766.97,870.13,620.78,53.46,172.96,3.21,-36.27,1.72,0.010469873873687464,0.19589688022982027,7.551084548921283,0.01679949562069849,0.13863405219266453,0.013786184194947721,0.8041031197701797,13703443,0.22320752997764262,0.5027264224717555
881,(주)퓨전,195440,19-Dec,74.59,-84.3,0.0,0.0,-61.05,-40.39,33.53,-7.01,4.04,-194.27,-17.87,8.48,-8.91,0.29,0.0,0.0,9.91,-31.86,8.91,8.81,6.38,90.09,79.35,109.77,1616.0,101.78,4.06,24.5,0.66,0.0,-24.67,-0.18745568761182319,0.44244295166363007,7.745467915681943,-0.24674733414085143,0.10189245523550328,0.06045421134975213,0.5575570303670316,30247421,0.7394660746904635,-0.49156337771232783
882,(주)퓨쳐켐,220100,19-Dec,300.05,-67.22,-1.3,0.0,-37.02,-5.84,56.53,-1.62,10.59,35.28,-4.78,2.84,7.19,0.13,-21.55,44.91,6.28,-38.87,4.18,11.76,0.4,93.72,451.09,99.11,388.37,96.75,-0.48,7.43,0.17,0.0,-8.63,-0.0849006276823268,0.8185404718969989,7.800819723196771,-0.08684352285778525,0.04047514781276622,0.06382996856871444,0.1814595281030011,29100598,0.719947518292373,-0.345286056512686
883,(주)프럼파스트,35200,19-Dec,7.72,4.02,-4.76,-28.24,24.18,237.91,0.25,561.6,-0.99,67.34,18.6,6.33,12.76,0.75,-3.38,-10.12,20.08,3.34,2.83,7.04,3.92,79.92,8.48,1061.93,723.56,933.26,68.46,272.78,7.79,-38.55,3.02,0.03997139855733808,0.07819803265185607,7.581946042080565,0.030963049129343365,0.19414374804168308,0.0009101387040669604,0.9218019935332271,9325572,0.14883147855981843,0.7344760032304013
884,(주)프로스테믹스,203690,19-Dec,5.6,-44.66,-4.42,0.0,-19.36,-39.59,4.96,-23.52,-1.82,24.9,-4.33,1.57,9.78,0.22,-8.81,51.01,64.25,-10.57,16.41,10.92,0.59,35.75,12.29,957.75,620.75,916.62,42.8,381.66,2.9,0.0,-9.77,-0.07142714909700566,0.10946695365159849,7.5029603737714465,-0.09998209746704285,0.1904190040726692,0.027744893877932796,0.8905330463484015,16624876,0.9615464209845924,0.5436910374580665
885,(주)프로이천,321260,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
886,(주)프로텍,53610,19-Dec,11.21,20.8,16.99,43.12,23.69,170.81,2.27,454.0,-0.57,97.34,18.31,35.15,33.29,0.83,30.66,16.74,36.58,19.94,4.46,7.54,2.25,63.42,12.01,638.26,3759.3,556.34,53.86,306.52,6.24,43.19,17.34,0.19785891315468201,0.10722197324289982,8.366465275060008,0.16084812827873426,0.3067129811212891,0.004064610855535667,0.8927780267571002,84020139,0.10989039730668304,0.825564941938389
887,(주)프리엠스,53160,19-Dec,4.32,2.93,-0.47,-76.56,5.29,34.42,0.29,-1785.85,-3.65,50.8,2.02,6.15,8.8,0.38,1.0,-32.38,18.04,1.19,9.59,8.99,2.2,81.96,6.23,1985.71,1516.37,1885.49,76.69,31.38,6.13,-129.26,1.12,-0.008943340481367164,0.058619257790647084,7.684160880505722,0.011189625943567575,0.012761543602820127,8.543074038092226e-05,0.941380742209353,9299372,0.2037918823728802,0.6356650756900671
888,(주)플래스크,41590,19-Dec,82.52,-377.34,-10.95,0.0,-17.83,-4.81,34.94,-0.36,10.94,-766.31,-2.3,0.69,-37.55,0.12,-12.82,-44.53,10.24,-77.64,8.79,10.08,2.26,89.76,91.34,28.99,233.7,24.69,-30.62,11.48,0.3,0.0,-45.8,-0.027086880321521598,0.4773701716281463,8.166522747531959,-0.48620413584030686,0.0495033663371087,0.15574290425818677,0.5226298283718537,128382840,0.3126574683349605,-0.5809828883537277
889,(주)플랜티넷,75130,19-Dec,8.82,11.33,2.53,78.23,16.35,49.53,2.44,52.14,-2.42,123.35,4.62,5.26,17.27,0.29,-2.59,1.38,0.0,3.53,4.68,319.15,2.06,0.0,10.3,464.13,1493.48,462.73,29.1,206.11,3.08,-6.38,3.24,0.03301180956270108,0.09338009881202802,7.920638567753003,0.03204432824371012,0.16472177991208178,0.006780787990199072,0.906619901187972,52400735,0.8832701158934986,0.5574191699310408
890,(주)플레이디,237820,19-Dec,118.92,17.08,8.1,9.14,8.9,6.03,1.99,15.0,1.52,3209.23,3.53,16.16,34.06,0.41,7.1,11.12,0.0,17.67,4.25,0.0,33.07,0.0,140.76,155.94,895.38,155.94,27.63,33.77,0.68,26.45,7.04,0.09047297599305253,0.5846459142334857,7.988109309658572,0.06772692263099488,0.16680555953954362,0.01031813244075806,0.4153540857665143,22355122,0.7717806706985735,0.2554802269769737
891,(주)플레이위드,23770,19-Dec,576.98,16.2,54.76,0.0,14.4,7.71,7.87,22.59,0.71,3262.96,6.57,28.54,11.91,0.55,629.7,374.23,66.44,81.43,11.51,0.0,160.4,33.56,579.49,44.96,847.17,44.96,-46.74,3.22,0.62,0.0,8.99,0.11072795828288959,0.8528307969358973,8.08887158937311,0.07396671711612145,0.027373145710345197,0.005746245603785941,0.1471692112135548,75865001,0.42195234417820265,-0.18662129551579007
892,(주)플리토,300080,19-Dec,4.65,-300.77,565.5,0.0,-183.98,-158.15,3.39,-16.77,3.46,-458.67,-13.83,1.09,-21.23,0.13,586.94,-43.37,0.0,-125.49,6.12,0.0,3.11,0.0,9.58,2222.56,928.48,2222.56,90.12,375.19,0.19,0.0,-39.31,-0.21723127382767976,0.08744198331866947,7.421780290287293,-0.22607181181673822,0.1593035147125658,0.14813852566417512,0.9125580166813305,1487049,3.8900806842012203,-0.8024904505643409
893,(주)피델릭스,32580,19-Dec,85.17,-2.17,6.56,0.0,-6.32,-10.83,20.38,-0.41,1.86,538.84,-5.15,4.69,9.95,0.84,11.22,-25.72,15.46,-3.72,1.94,2.02,49.33,84.54,90.8,197.98,273.97,101.33,43.74,1.84,1.65,0.0,-1.83,-0.006727794142633082,0.4758798749968522,7.837199602220356,-0.017712712055144582,0.008222518440158125,0.03475445057332748,0.5241201250031478,7989280,0.16281240286435655,0.04189989561734092
894,(주)피씨디렉트,51380,19-Dec,80.5,1.35,19.46,13.14,-0.81,-7.19,18.38,11.21,0.16,8432.27,-3.35,70.61,16.74,4.49,15.79,16.06,5.97,10.6,8.78,19.64,1636.88,94.03,87.38,217.63,940.96,161.87,50.54,14.23,10.51,20.19,6.07,0.08497454393469005,0.46632363337497107,7.829975714323847,0.05578544404066965,0.06111672981851198,0.01626050765625785,0.5336763666250289,4394965,0.03909923972352604,0.3027404514997127
895,(주)피에이치씨,57880,19-Dec,177.62,-271.86,57.44,0.0,-119.25,-25.46,57.68,-1.69,32.91,-193.92,-16.36,0.5,-26.41,0.17,10.3,35.69,14.56,-109.36,5.09,3.31,0.98,85.44,179.91,48.21,108.42,40.64,-32.87,11.4,0.29,0.0,-45.63,-0.0955795295593035,0.6427375479963225,7.835162122664691,-0.37302711180165077,0.07236148484215112,0.08809641119150866,0.35726245200367746,47487679,0.8421890508894669,-1.2061207424503082
896,(주)피엔티,137400,19-Dec,549.21,-0.94,72.0,-206.78,-1.54,-1.15,16.28,0.54,0.8,41.27,-0.99,46.95,4.46,0.81,73.64,25.21,9.59,-2.6,9.26,1.56,5.15,90.41,597.96,104.44,851.54,35.2,3.49,1.07,0.99,-60.64,-0.76,0.0029535949446198775,0.8567247053561319,8.699257379176995,-0.006028325706535028,0.008432254488380033,0.006393976999607154,0.14327529464386815,89170977,0.09128019009983203,0.07344156726403032
897,(주)피엔풍년,24940,19-Dec,31.78,9.93,8.08,352.92,7.97,30.71,2.11,-6.61,0.15,125.98,8.3,10.92,37.5,1.08,23.31,-11.72,26.11,15.19,8.76,5.65,3.19,73.89,37.01,287.95,765.57,201.57,43.59,25.78,3.69,0.0,10.74,-0.025637607205981676,0.27013040604644223,7.71970948061326,0.10337471070766192,0.05978760755586769,0.014352836294346822,0.7298695748861999,17422287,0.28575389585213845,0.6297747929566171
898,(주)피제이메탈,128660,19-Dec,42.52,1.49,-4.77,-34.47,5.45,32.45,33.42,5.56,0.54,52.79,12.03,11.46,17.93,2.15,-3.94,-5.28,4.67,5.19,10.02,6.26,6.25,95.33,58.93,223.28,326.8,80.14,32.98,4.79,5.62,-6.73,3.2,0.068193453227787,0.37080075892113623,7.808977194471883,0.03279465573265151,0.01281697836715831,0.0330629902768693,0.6291992410788638,25934894,0.015757974207475173,0.3129766000765305
899,(주)피제이전자,6140,19-Dec,18.88,4.92,7.88,-31.08,8.93,28.21,9.22,42.6,-0.08,74.53,6.41,13.24,14.96,0.74,-2.72,-1.82,7.83,4.61,5.03,4.77,3.53,92.17,29.38,254.72,1427.15,151.63,22.58,1.71,3.62,-3.56,3.66,0.04253477770118459,0.22710554911315115,8.141411531852539,0.035275120433889466,0.002493302569132351,0.004396886124026032,0.7728944508868488,86998426,0.01898285174062925,0.6997662501763242
900,(주)피피아이,62970,19-Dec,49.91,5.79,13.49,10.41,11.0,32.42,23.04,8.2,0.68,157.7,13.75,11.06,32.25,1.33,19.79,27.58,11.91,15.85,8.7,5.26,5.85,88.09,73.61,247.71,481.83,155.77,42.46,118.16,2.58,-5.92,7.68,0.06881927143140135,0.423988808687554,7.5902945776695665,0.07227698647285735,0.33967028565886154,0.019804412516915542,0.576011216998975,11208853,0.0640576755901657,0.2895319020525386
901,(주)픽셀플러스,87600,19-Dec,5.99,-17.38,-7.22,0.0,-13.0,-82.15,0.8,-155.29,-1.84,401.48,-5.51,8.66,5.41,0.41,-17.3,-6.61,26.68,-7.54,33.47,4.25,3.56,73.32,7.19,1110.2,1904.53,980.2,56.41,125.0,6.91,0.0,-7.09,-0.10013442787001883,0.06709986445649622,7.9209613007485435,-0.07368144385561108,0.06980237327690066,0.009609919815728675,0.9329001355435038,31680482,0.5029115883286375,0.9565522310335963
902,(주)필옵틱스,161580,19-Dec,202.44,-11.4,1.06,0.0,-20.17,-21.32,41.71,-8.61,0.86,17.52,-14.82,15.76,6.01,0.74,-8.7,152.9,10.05,-25.72,38.05,2.22,1.89,89.95,227.98,70.43,634.75,21.31,-18.25,6.5,1.1,0.0,-8.42,-0.07811142644504555,0.6951041017418653,8.281135080291712,-0.083756789993347,0.040125910193873016,0.013058625622111259,0.3048958982581347,107995418,0.2068289281451654,-0.024769831661105475
903,(주)하림,136480,19-Dec,161.38,-4.95,-6.81,0.0,-1.35,-2.12,56.36,-3.19,1.25,28.32,-1.41,18.54,16.5,1.01,-25.21,-2.74,11.38,-14.52,15.57,6.88,1.86,88.62,201.4,69.24,584.9,42.6,-16.47,12.37,1.55,-2973.96,-5.01,-0.05653867131258326,0.6682149639618924,8.885376806852193,-0.051887111697465065,0.06624289203245315,0.026496749771848137,0.331785034736071,483294140,0.1676574273610581,0.0031361335359573112
904,(주)하림지주,3380,19-Dec,95.56,1.29,6.19,-42.32,4.09,5.82,48.97,2.05,1.57,25.98,3.49,785.42,12.99,0.88,-4.48,-0.09,18.19,3.24,12.63,12.62,1.63,81.81,149.77,76.68,18632.56,59.58,-8.92,17.15,1.47,-13.65,1.13,0.0355757350946719,0.5996288931626567,9.935291685075176,0.010977938623065769,0.06560384793021495,0.028962479020840554,0.40037110683734334,6088067628,0.14015962120080447,0.11455498301344132
905,(주)하이로닉,149980,19-Dec,10.14,15.15,8.96,0.0,7.04,26.55,3.41,38.33,-1.1,75.24,3.02,14.28,19.98,0.45,14.21,-0.98,59.62,7.4,26.63,2.34,1.61,40.38,12.85,695.35,2888.23,487.12,53.52,51.03,4.06,0.0,6.78,0.05574570057081484,0.11384203862084981,7.670865866768965,0.06504514991947082,0.04587281832252431,0.012775753881747618,0.886157940042112,17571851,0.4663660445747452,0.405523659884113
