,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류),업종,규모,층화
632,(주)케이피에스,256940,19-Dec,27.07,-2.44,1.11,5.79,9.83,14.48,-14.75,0.04,70.62,2.12,6.63,18.53,0.37,4.45,-65.07,25.23,-1.13,3.78,4.13,1.35,74.77,27.57,324.33,1413.92,282.59,47.6,53.69,1.81,-0.9,-111.87130857027823,-105.08949970603089,-0.0253129538803575,0.2161124999757442,7.587157082891226,-0.0090124786124226,0.1139303517985132,0.0084211372830723,0.3117470522830455,0.320888576641127,0.065609720916905,제조업,2,0,2
633,(주)케이피에프,24880,19-Dec,126.41,2.02,1.76,7.73,11.46,48.94,1.98,1.47,65.99,7.0,45.37,17.11,0.91,4.13,0.33,13.29,4.91,5.21,4.44,3.37,86.71,156.94,137.32,1854.73,95.63,18.36,14.03,1.46,1.85,2.8200480145598625,-18.51294720605598,0.0396246201190772,0.6108054953136506,8.618873876089895,0.0184689791757978,0.0690211761618236,0.0321363649401881,0.3244352123339386,0.0895378929184625,0.2614597586502372,제조업,2,1,5
634,(주)케이피티유,54410,19-Dec,52.92,-3.15,-5.07,4.97,4.11,20.89,0.78,2.14,25.99,1.94,9.59,4.58,0.38,-20.72,2.16,12.56,-2.35,3.17,15.06,2.16,87.44,89.22,67.83,1299.95,58.97,-9.0,1.22,0.77,-1.2,-64.42748680001542,-133.82993562136798,0.0088118678423284,0.4715203418898457,7.794020108993379,-0.0119646268527363,0.0034234780279437,0.0230939180670348,0.81027438697628,0.102396989486028,0.3843738947768954,제조업,2,0,2
635,(주)케일럼,258610,19-Dec,19.64,-5.82,-9.8,5.88,7.75,26.91,0.52,3.48,9.91,2.48,4.8,4.99,0.4,-24.5,-12.97,16.98,-4.14,4.56,64.29,0.86,83.02,46.9,358.81,684.38,352.19,34.6,49.65,0.92,-2.32,-72.78116712797252,-142.36405971784686,0.0109916787755919,0.3192487217206123,7.686839803801509,-0.023228479174087,0.0663737011181301,0.0484891946249334,0.5203546354052715,0.1422457100539687,0.173551978165297,제조업,2,0,2
636,(주)켐온,217600,19-Dec,14.5,9.23,5.06,22.71,63.32,0.54,93.07,-0.87,61.0,10.64,3.27,30.78,0.48,3.75,7.52,22.19,5.42,5.16,1205.47,0.88,77.81,20.21,341.22,581.28,340.91,29.09,48.57,2.63,4.43,204.381612,128.6180661,0.0433549213898118,0.168088815695335,7.649549255724171,0.044319292829794,0.0585682993350615,0.00254811090268,0.5885267909077094,0.1316512397669464,0.2031324532283083,서비스업,1,0,1
637,(주)켐트로닉스,89010,19-Dec,147.86,4.11,27.0,6.9,14.3,45.12,4.57,1.39,65.13,9.47,57.05,25.01,1.54,25.21,19.6,17.06,18.5,8.73,9.24,3.72,82.94,195.99,93.76,1323.69,64.19,-3.12,22.5,2.32,6.31,180.04565027919324,1348.623253961878,0.1001374939150511,0.6621518652842845,8.468477442681953,0.0631185372280161,0.1123807582635426,0.0331729597163777,0.5316436407656816,0.1053512720284408,0.1338558506894196,제조업,2,1,5
638,(주)켐트로스,220260,19-Dec,37.35,0.65,4.9,10.41,19.37,18.91,7.0,0.32,38.64,6.69,17.38,13.92,0.66,-38.14,-1.49,14.46,0.7,5.28,7.51,1.26,85.54,52.81,127.04,1692.17,92.02,6.61,27.29,1.66,0.43,-32.93342163,-94.85263236,0.038818910725027,0.3455860655717835,7.83292876825674,0.0042513797289339,0.0666897022293334,0.0139996879029916,0.6895017467737198,0.0856656738760671,0.2296771309620514,제조업,2,0,2
639,(주)코디엠,224060,19-Dec,65.79,51.42,24.62,-3.97,-0.91,30.69,-4.32,0.96,227.59,-0.4,0.82,11.07,0.11,-44.57,-67.78,15.93,9.95,2.6,3.22,1.74,84.07,78.37,53.18,448.26,41.15,-17.27,16.66,0.27,5.75,57.41937075583912,300.4144105433277,-0.0432003097195221,0.4393646678176267,8.068300912271782,0.0574582505381898,0.0614475998790713,0.0237179720248286,0.8038709983155831,0.5458898937154125,-0.0716422236129079,제조업,2,0,2
640,(주)코리아나화장품,27050,19-Dec,32.0,0.44,-0.26,4.95,12.97,14.12,4.17,0.19,33.19,4.75,5.86,16.29,0.96,0.46,1.27,45.33,0.76,10.65,7.8,1.91,54.67,57.71,153.87,390.67,87.47,10.93,41.93,2.61,0.42,49.99843485423113,-68.96445633988067,0.0250440680747057,0.365906873899923,8.087420278150152,0.0041930210274422,0.0850775800080884,0.0121485098316594,0.6877800632650047,0.4271653260130208,0.2039718717175534,제조업,2,1,5
641,(주)코리아센터,290510,19-Dec,52.6,2.79,30.36,4.19,7.19,27.04,2.22,1.68,124.2,3.06,109.09,20.55,0.83,68.87,32.6,37.55,3.75,10.09,15.44,4.62,62.45,74.05,118.36,7835.43,103.13,5.55,61.31,1.82,2.3,11.69231707,44.01098826,0.035344075930147,0.4254467308140602,8.537651524526392,0.0230334624263656,0.1853010460913778,0.0350962221751307,0.6423141658975463,0.3326518287341163,0.1486652695924502,서비스업,1,1,4
642,(주)코리아에스이,101670,19-Dec,5.21,-16.14,-8.82,-3.5,-15.62,0.0,999999999.0,-1.16,-17.11,-1.31,3.51,-6.99,0.36,-6.29,-7.16,11.21,-2.17,5.7,1.57,0.86,88.79,9.14,1209.8,800.13,700.19,52.95,479.9,3.77,-5.75,9.607871030379446,21.01665355963013,-0.0711296940277926,0.0837659938905464,7.550625446924805,-0.0574802413079828,0.2289843369758041,0.0,0.4227477658887473,0.311818171130323,0.6878161087235299,제조업,2,0,2
643,(주)코맥스,36690,19-Dec,52.13,2.73,4.49,1.52,5.37,5.91,28.91,0.05,86.93,1.98,19.85,19.98,1.33,8.84,-0.9,20.0,5.68,3.98,5.03,5.6,80.0,58.27,212.04,951.73,127.6,36.9,19.72,3.59,3.62,16.83462887772345,29.17241781270118,0.0597504191049314,0.3681583530408382,8.042101522464122,0.0361795156978969,0.0649458297593229,0.0055897508381402,0.3015751887616595,0.1549856385260733,0.3921682694243341,제조업,2,1,5
644,(주)코메론,49430,19-Dec,5.87,21.47,7.88,21.27,106.55,1.71,104.68,-5.97,134.05,9.21,14.73,18.1,0.45,6.16,-3.08,40.5,10.64,7.69,4.42,3.11,59.5,9.47,1246.17,3105.1,1072.87,61.5,310.27,4.86,9.65,11.986788500042518,16.84049895414708,0.0938665448485289,0.0864841735774495,8.18688241157573,0.0965384780167551,0.1664718643302508,0.0096903785680225,0.3313804456822277,0.1962684075701928,0.8316765526470653,제조업,2,0,2
645,(주)코미코,183300,19-Dec,63.89,13.15,25.51,19.8,20.21,44.64,6.35,2.78,80.4,11.76,39.54,35.0,0.66,2.43,4.14,46.36,21.04,8.18,20.9,1.34,53.64,139.15,153.55,2636.95,142.6,14.31,75.01,1.15,8.7,-14.897047270657293,-24.660737884802526,0.1315448505069801,0.5818545754058592,8.465496508693468,0.0869539246105906,0.2003939016947988,0.0358645656926671,0.5898031593292424,0.2645936953621383,0.2569689328027525,제조업,2,1,5
646,(주)코미팜,41960,19-Dec,40.75,-65.56,-10.19,-1.5,-1.08,32.55,-2.85,3.0,-0.21,-0.42,5.95,-0.11,0.27,-3.76,1.42,32.17,-25.64,3.05,2.79,0.49,67.83,64.96,151.15,1146.29,111.62,12.63,60.83,0.78,-17.52,12.541368266894121,-50.00948091582874,-0.0409298037759312,0.3937988103941508,8.099143389081437,-0.175234715806238,0.1503333218644643,0.0417712824823641,0.6266499999566236,0.4748219496443501,-0.2150357063457936,제조업,2,0,2
647,(주)코스나인,82660,19-Dec,243.43,-157.46,-12.51,-14.39,-6.9,55.49,-1.17,10.73,17.04,-5.1,1.16,1.19,0.33,-80.75,133.27,6.76,-210.06,2.16,12.44,10.07,93.24,282.97,31.45,127.89,22.49,-43.57,0.79,0.44,-52.06,70.50977725074299,41.556911505786836,-0.0495208373906832,0.7388817176886452,7.714503333854441,-0.4406030647773166,0.0050524397515456,0.0532161662353044,0.8000854754837675,0.2445307717613832,-1.838512488839645,제조업,2,0,2
648,(주)코스메카코리아,241710,19-Dec,63.73,1.16,11.39,4.35,8.46,31.96,2.34,1.01,61.48,4.3,64.98,22.89,1.04,13.07,14.42,18.35,3.85,6.38,7.19,2.46,81.65,103.53,126.01,2391.67,81.18,8.14,14.18,2.16,1.21,-15.866987579061991,-55.97737786016347,0.0248280130377104,0.5086774277312283,8.545195150567597,0.012115753314832,0.0444315389334549,0.0219061767829646,0.6054262876652649,0.1596916295878011,0.1505714265033333,제조업,2,1,5
649,(주)코아시아,45970,19-Dec,102.79,2.8,-0.36,5.79,13.81,32.81,3.74,1.12,67.36,7.79,39.09,27.26,1.34,-0.77,15.99,13.61,5.82,12.79,13.02,3.5,86.39,129.23,91.37,948.65,64.8,-3.87,25.87,2.35,3.76,310.0816944193721,246.78815724950974,0.062697218394437,0.5637500666490546,8.513615346189473,0.0375678292758307,0.1159889505168794,0.0293722075466034,0.5902640519851041,0.089423189919163,0.1642311773584683,제조업,2,1,5
650,(주)코엔텍,29960,19-Dec,11.14,33.93,1.49,58.37,91.38,11.34,75.88,-3.5,75.43,20.94,2.84,26.16,0.36,4.15,10.68,45.82,16.0,8.54,1688.08,0.97,54.18,29.73,694.42,611.22,694.2,51.05,203.17,1.55,12.26,-2.949211228264391,-1.4792027148613964,0.1441887914211179,0.2291454067219294,8.297166751927437,0.1222942613873777,0.1744651988005779,0.0080554755469713,0.403675989563575,0.0581807161877592,0.6382864195313698,서비스업,1,0,1
651,(주)코원플레이,56000,19-Dec,16.74,-17.0,-5.27,1.89,9.89,7.25,-28.51,-0.53,-15.63,1.77,2.81,-0.2,0.91,-7.92,-23.02,30.22,-17.92,14.35,7.01,48.9,69.78,21.81,642.23,245.78,584.9,74.51,196.86,6.7,-15.48,-15.07052360621185,-235.1772452491426,-0.1642672343011686,0.1790490427770219,7.325537357021105,-0.1548445916865978,0.2705212220731696,0.0424169479604522,0.1174616182925077,0.4825519487552218,-0.1245527574544126,서비스업,1,0,1
652,(주)코윈테크,282880,19-Dec,11.41,18.81,0.0,9.21,71.07,0.05,130.85,-0.1,134.56,7.29,19.98,27.99,0.79,0.0,0.0,29.89,16.57,2.71,449.75,3.75,70.11,11.42,756.02,2268.27,754.3,67.2,139.97,7.71,14.87,98.37098575,65.71981988,0.2679359561681907,0.1025147159100204,8.061520275759166,0.2202238277882568,0.1433809053334859,0.0102527187742555,0.225573776524559,0.0700810107630716,0.2910052714426485,제조업,2,0,2
653,(주)코이즈,121850,19-Dec,96.02,-2.8,-11.52,-7.97,-12.36,37.24,-2.76,2.35,37.02,-6.88,5.47,19.92,0.81,20.34,85.22,11.04,-5.89,12.11,6.69,1.51,88.96,125.42,102.35,236.59,70.26,1.0,28.79,1.32,-2.27,61.94218734580905,87.54246637164813,-0.0644052587761448,0.5563852109067072,7.613805713702436,-0.0227020565850687,0.122627543024684,0.0380099507740067,0.5640444608253684,0.1898716070111041,-0.0879502074418206,제조업,2,0,2
654,(주)코콤,15710,19-Dec,18.63,6.14,-0.13,11.2,50.77,0.0,192.48,-0.12,88.68,10.17,15.28,17.95,0.91,-0.62,-18.16,28.33,7.12,4.27,10.43,4.33,71.67,25.06,336.55,1344.95,286.23,35.24,98.03,4.18,5.57,-22.40922028848671,-40.77175402356723,0.0904451515167855,0.2003908369763878,8.168562534432235,0.0557064806387177,0.1460431436050827,0.0021635698981348,0.4986000943684962,0.1836338124946584,0.6321355254246853,제조업,2,1,5
655,(주)코텍,52330,19-Dec,9.9,10.78,0.0,26.09,211.69,0.0,999999999.0,-1.2,96.63,21.07,36.63,19.51,0.81,0.0,0.0,24.93,9.68,6.02,4.85,3.54,75.07,11.06,768.99,4082.49,582.34,59.65,306.82,8.12,8.71,-21.910164216136554,-12.233642278724473,0.0976712941943683,0.0995520728838426,8.547887105445932,0.0906829305607985,0.2735575396614336,0.0,0.3143690778147929,0.1332008998596838,0.6796896186973382,제조업,2,1,5
656,(주)코프라,126600,19-Dec,42.03,4.9,-6.55,2.4,9.27,9.09,17.47,0.02,65.87,2.8,17.32,15.08,1.13,-6.92,13.34,13.22,8.5,3.4,4.74,4.94,86.78,43.35,258.7,1033.47,185.15,46.54,48.6,3.24,5.54,44.41222442242555,85.057580684096,0.0564524193741362,0.3023975536165337,8.194265834928181,0.0553549502475432,0.1424944333172059,0.0092599523762396,0.2414200583432791,0.0822455862524369,0.4747906621982958,제조업,2,1,5
657,(주)큐로컴,40350,19-Dec,137.63,-164.07,2.72,-58.35,-14.88,35.08,-4.57,6.48,-255.76,-9.09,0.28,-9.68,0.16,-46.92,8.17,32.83,-33.25,21.25,16.83,2.45,67.17,156.94,9.55,86.03,7.99,-48.45,1.9,0.33,-25.91,-12.273228027957442,14.904925975586531,-0.1238624704644352,0.6108008050780701,7.985007606884021,-0.2590607044745813,0.0101957647279,0.055991403601662,0.9488354958109564,1.112779883840981,-1.5476393789338596,서비스업,1,0,1
658,(주)큐로홀딩스,51780,19-Dec,67.81,-35.43,-4.64,-3.04,-3.26,43.12,0.28,8.19,3.55,-1.59,0.73,0.92,0.51,-34.44,2.12,26.48,-34.12,7.84,6.33,3.06,73.52,95.16,82.65,55.23,57.41,-6.03,5.84,0.97,-18.09,237.4610114272761,25.7450190792433,0.0155112516650857,0.4875966037844992,7.692265968135133,-0.1809185801311311,0.0203052169374654,0.1054506644920176,0.7128222685352037,0.234373768305002,-1.943946162838046,서비스업,1,0,1
659,(주)큐브엔터테인먼트,182360,19-Dec,52.73,3.31,11.01,11.73,24.32,16.29,5.79,-0.16,169.42,10.93,11.23,30.51,0.98,-15.95,-13.44,15.28,5.75,11.24,0.0,8.98,84.72,81.67,168.58,662.9,168.58,19.91,76.06,2.25,3.24,-50.238255061366225,-10.447028283048326,0.0315869031487071,0.4495571291256988,7.505186199683514,0.0324374710073847,0.2207756796784668,0.012516347539691,0.5106826871221272,0.1205618016852481,-0.1865910621392234,서비스업,1,0,1
660,(주)큐에스아이,66310,19-Dec,6.41,4.87,8.23,14.11,80.6,0.82,19.66,-2.49,85.42,5.47,5.48,18.88,0.4,26.9,20.48,24.31,2.08,5.14,3.33,1.71,75.69,7.29,829.71,1316.51,641.02,43.61,324.8,6.97,1.96,352.87306651686146,412.4563860944862,0.0074065281683837,0.0679183004014356,7.766876766342388,0.019633351419901,0.1941018107410783,0.0065139541149227,0.5041528645659655,0.224759980474004,0.5308441489854927,제조업,2,0,2
661,(주)크레버스,96240,19-Dec,92.13,6.4,16.28,21.16,34.98,31.78,12.41,0.66,133.86,19.15,45.6,42.43,0.97,26.85,14.59,0.0,12.06,10.95,83.61,2.99,0.0,120.95,72.21,1713.74,69.69,-11.59,36.47,1.91,6.23,43.53307787181046,10.141835335111233,0.1258880861691206,0.5474190807192146,8.286436380355589,0.0622592760905479,0.1520831671975892,0.0199429709302579,0.6989185394273718,0.8706042391423297,0.0570682550807133,서비스업,1,1,4
662,(주)크리스에프앤씨,110790,19-Dec,26.3,9.57,1.91,9.5,40.9,7.7,58.13,0.0,86.19,8.89,22.15,21.66,0.94,-2.77,0.61,66.19,11.77,19.33,2.51,3.91,33.81,27.78,323.33,1852.32,136.36,45.97,86.6,4.07,9.04,-13.51347886,-24.80625451,0.1372775448047201,0.2173805351623665,8.442925917725495,0.0903917398330539,0.1782494373193109,0.0101757866321079,0.3345060858332876,0.5165719381712068,0.5902824240501658,제조업,2,1,5
663,(주)크린앤사이언스,45520,19-Dec,95.71,6.86,42.54,5.3,8.51,38.81,14.01,0.28,76.55,5.41,32.42,21.51,1.2,21.02,24.23,20.02,20.57,4.5,6.53,3.23,79.98,174.6,149.95,1156.78,99.22,17.41,7.49,2.0,8.23,34.06642024413424,18.457192291594552,0.1103181821448991,0.6358285614283914,8.064236180333879,0.0822906346377018,0.0261210702671717,0.0131266761982939,0.4773445182397874,0.1081972415508399,0.2909485420874814,제조업,2,1,5
664,(주)클라우드에어,36170,19-Dec,12.12,-102.11,-8.26,12.72,12.31,7.99,0.0,6.22,-23.9,1.68,0.39,-3.14,0.13,-36.09,-6.41,21.28,-16.79,5.64,8.86,0.98,78.72,15.78,507.3,225.77,492.85,42.63,163.88,0.54,-12.89,-101.32816954620294,-489.2128062873856,-8.916531206740797e-05,0.1362567443586186,8.009642427568096,-0.1289104948826439,0.1715117505602861,0.1045209309654648,0.4690651331278701,0.2134673965412036,-0.2415945541517586,제조업,2,0,2
665,(주)클래시스,214150,19-Dec,28.99,41.16,50.19,33.91,106.88,8.69,152.13,0.3,112.23,24.21,12.84,50.41,0.86,116.72,70.87,78.77,48.06,34.93,11.09,1.67,21.23,29.28,226.18,1365.92,191.96,28.3,133.31,3.22,35.28,138.6604805,124.6857983,0.4405899934478446,0.2264776135510564,8.05559787366815,0.3527504224068448,0.2989378055766714,0.0108851513505317,0.492799226405247,0.2735706271473854,0.5102772285714228,제조업,2,0,2
666,(주)클리오,237880,19-Dec,52.43,1.18,25.5,20.38,55.84,12.27,16.75,-0.22,90.56,21.56,29.51,17.22,1.18,19.63,33.62,54.6,2.05,11.04,9.38,6.02,45.4,62.87,184.65,1712.61,153.5,27.25,33.78,3.61,1.38,1280.6210432566904,195.4760682928103,0.0874786977169822,0.3860275725236317,8.37410745942432,0.0138390288680035,0.1087447989444079,0.0160010257498284,0.4056323553029366,0.4717140802424647,0.3316965272816348,제조업,2,1,5
667,(주)키이스트,54780,19-Dec,31.47,-10.69,5.65,22.31,55.43,13.72,-4.99,-0.07,879.02,20.64,11.76,26.75,0.95,19.7,-3.36,14.31,-17.44,20.05,895.2,30.83,85.69,59.32,282.99,510.36,282.87,36.15,60.66,3.03,-10.16,36.822937167243275,-27.052954533298973,-0.0144578428404673,0.372341357403347,8.034873877938336,-0.1015829935087764,0.1198365544396151,0.0092457279427903,0.4409453389495862,0.158341575079736,-0.1522939415465042,서비스업,1,1,4
668,(주)타이거일렉,219130,19-Dec,34.15,4.6,28.87,10.82,22.57,19.88,29.7,-0.23,72.82,6.28,11.11,24.24,0.65,26.53,3.9,12.15,3.77,4.83,5.87,1.42,87.85,38.52,186.81,1382.9,147.72,21.4,88.03,3.2,3.0,-38.11956217860199,-25.736171333509223,0.0272012405839677,0.2781014339759708,7.781610446863225,0.030031649075897,0.2170450788754079,0.0044893008404329,0.5394176476799349,0.079846399222784,0.473131795676488,제조업,2,0,2
669,(주)탑엔지니어링,65130,19-Dec,57.29,5.04,7.02,3.64,21.38,14.98,32.04,0.07,118.44,7.98,156.88,34.29,2.27,10.55,42.32,12.37,18.76,9.29,11.51,7.1,87.63,59.6,160.47,2550.95,107.47,21.71,24.79,5.49,11.41,108.25656653534274,102.63632422178692,0.1225186187621855,0.3734210582816946,8.77530116828841,0.1140615779532748,0.0889994164127147,0.0092701712085177,0.4239129845055598,0.0696405286430537,0.2841138183739513,제조업,2,1,5
670,(주)탑코미디어,134580,19-Dec,20.33,-13.34,-23.56,-9.82,-63.36,0.51,-445.61,-0.17,-1432.72,-10.77,5.77,-1.26,0.95,-23.28,-27.13,19.74,-16.19,1.89,3.45,719.97,80.26,20.48,587.45,436.15,409.26,82.24,122.9,4.38,-12.68,-390.20220774135663,-395.2421734466315,-0.1312310176936872,0.1699752433593273,7.470665082858486,-0.1268305092479465,0.207351667380421,0.0013615428125996,0.0089119372857933,0.3354587324135674,0.3019324281137513,제조업,2,0,2
671,(주)태광,23160,19-Dec,6.74,3.9,3.83,-6.54,-27.78,0.25,27.32,-0.85,24.02,-2.59,14.32,7.77,0.4,2.42,19.61,11.68,1.75,2.69,1.3,1.16,88.32,10.29,968.95,3230.62,401.04,53.11,44.32,4.89,1.58,-28.67433517806603,-26.121481534663143,0.0061198128841287,0.0933172532299131,8.680025878029758,0.0157696456422323,0.0270856005676847,0.0027107532275153,0.4078054999921207,0.101653587174392,0.8249043060675062,제조업,2,1,5
672,(주)태양,53620,19-Dec,12.98,5.19,1.87,8.75,42.58,1.87,46.4,-0.19,31.73,6.61,32.98,16.83,0.76,11.8,3.73,15.11,4.75,9.43,17.66,1.38,84.89,18.38,345.2,3687.03,310.98,26.89,133.94,4.61,3.96,592.3274387960951,299.83505685083963,0.037902654727438,0.1552541738878563,8.27341867509156,0.0396158300119524,0.1468940260718048,0.0049328166659854,0.621414979241241,0.1014352216896772,0.7921070125774633,제조업,2,1,5
673,(주)태웅,44490,19-Dec,23.52,-9.04,-3.62,-9.16,-8.06,28.71,-3.67,1.0,6.2,-3.45,37.39,3.45,0.37,-1.74,29.18,1.94,-5.77,3.46,2.33,0.65,98.06,74.81,296.3,5680.24,182.79,26.41,14.36,0.88,-3.34,6.303012687720301,-3.465573842743784,-0.0296572029389096,0.4279345660907083,8.997081463821084,-0.0334047237664822,0.0193176649198148,0.0191955821369541,0.6012901155397646,0.0996108844116944,0.3446698714753471,제조업,2,1,5
674,(주)태웅로직스,124560,19-Dec,110.23,3.34,31.98,4.06,25.13,11.18,16.33,0.3,577.6,13.28,175.24,34.56,3.72,34.08,17.27,13.3,30.62,9.43,0.0,60.65,86.7,112.03,161.84,2336.9,161.84,32.15,29.62,6.28,12.43,28.16723309,30.65979866,0.1948012774409787,0.5283649216303832,7.942027275711501,0.1243357481613309,0.153999937808467,0.0201544765636397,0.1586017226917487,0.0806586739643625,0.3388255740405913,서비스업,1,1,4
675,(주)테라젠이텍스,66700,19-Dec,49.72,31.84,38.25,-6.72,-9.64,19.46,1.24,1.76,190.6,-3.84,8.92,37.03,0.66,4.84,17.54,27.31,40.27,2.18,6.88,2.97,72.69,66.18,152.36,875.68,122.7,15.67,13.69,1.53,21.13,205.89645440369958,541.6486459337833,0.0178073734834869,0.3982298499404778,8.382913844147932,0.2112906002898155,0.0409758715769978,0.032878454823071,0.5441150299399784,0.2462867797077339,0.0591824691673647,제조업,2,1,5
676,(주)테스,95610,19-Dec,14.34,5.47,2.51,19.64,106.21,4.12,263.69,-0.58,129.93,14.13,18.05,15.58,0.73,7.14,-37.86,16.52,4.56,10.15,3.03,5.62,83.48,15.35,592.01,2174.39,429.91,61.18,190.26,5.72,3.98,-79.67887962867836,-77.02262037006685,0.0479824987172342,0.133045535729265,8.394279208909001,0.0398182639707785,0.236588393639247,0.0014287771841766,0.2638306053866202,0.0993275771593148,0.6538846587437978,제조업,2,1,5
677,(주)테크윙,89030,19-Dec,63.72,6.06,12.92,16.07,15.75,36.52,5.09,2.07,36.4,7.92,19.46,17.65,0.52,14.21,-3.53,34.41,6.41,3.16,3.07,1.07,65.59,101.16,140.91,1803.4,90.52,12.96,12.72,1.03,3.17,-2.7611501541727916,-39.012680411771264,0.068229069074923,0.5028829325065077,8.579010126943274,0.0316526002292691,0.0402978241572642,0.0263950031935897,0.5536571219372113,0.2135204918999119,0.334662077518304,제조업,2,1,5
678,(주)텔레칩스,54450,19-Dec,29.49,6.29,12.91,16.46,41.24,0.45,203.02,-0.59,887.52,13.97,19.58,31.26,0.9,8.54,4.83,44.54,8.32,9.97,6.05,6.72,55.46,51.24,264.47,1524.87,195.49,32.07,35.42,2.82,5.66,-6.235888838258067,-9.78612354567656,0.0520738168273414,0.3388103503037625,8.192401380605041,0.0566338534066827,0.0691722677490419,0.0008038841280342,0.4843304212186798,0.3875718523537457,0.5430803409729807,제조업,2,1,5
679,(주)텔레필드,91440,19-Dec,109.68,8.65,17.76,-4.34,-7.91,30.02,4.92,1.98,494.01,-4.21,12.43,28.1,1.05,25.33,87.06,32.28,19.28,4.5,2.84,16.59,67.72,113.91,145.1,594.17,72.39,23.12,16.46,1.95,9.08,291.05296882237695,361.7004898315712,0.105674064161698,0.5325086560183783,7.765073588575217,0.0908104952081699,0.0844170954726939,0.0398080356058691,0.2560491819795972,0.222160351354523,0.1777118506629298,제조업,2,0,2
680,(주)텔콘알에프제약,200230,19-Dec,12.91,-97.12,-28.77,-3.74,-12.95,9.4,1.63,1.98,-689.22,-1.64,6.75,-30.85,0.36,27.2,-1.94,26.77,-41.23,4.66,13.04,8.99,73.23,14.46,223.19,1311.66,194.5,13.89,107.7,2.65,-35.31,362.90619350250654,-262.2073394114513,0.019244036970283,0.1263593780182877,8.112225166263588,-0.3531321117332563,0.1214626280423964,0.0859393526496724,0.7482923362145121,0.2147899365535028,-0.4812763744749355,제조업,2,0,2
681,(주)토박스코리아,215480,19-Dec,13.06,0.54,14.97,-3.43,-10.32,24.32,1.73,1.53,45.82,-3.02,7.22,1.42,0.94,15.5,16.39,53.96,0.76,11.43,2.76,27.78,46.04,41.44,1004.74,555.06,613.9,83.54,44.17,2.84,0.51,314.919012144841,2629.288834048221,0.0374081694468195,0.2930107413933326,7.506910766101888,0.0050991483592306,0.0407792679010954,0.0649152522361366,0.0723169867117659,0.4999830080694749,0.0437371263239533,서비스업,1,0,1
682,(주)토비스,51360,19-Dec,43.88,5.27,-4.02,4.88,23.47,13.58,20.46,0.27,130.05,7.27,50.11,32.35,1.46,-2.92,-2.63,19.68,11.88,5.0,6.22,5.49,80.32,44.87,213.57,2321.19,137.82,34.4,24.45,4.13,7.69,7.54483387093883,12.216337279434704,0.1067996026821013,0.3097176455054496,8.448959827513063,0.0769243856873617,0.0740632460746034,0.0147810318470409,0.3530599752228657,0.1236272484173163,0.5557553451868107,제조업,2,1,5
683,(주)토탈소프트뱅크,45340,19-Dec,34.51,21.81,4.88,8.12,9.47,15.45,25.5,0.38,90.99,4.49,2.76,39.07,0.57,14.12,1.61,47.11,25.64,5.49,141.82,1.28,52.89,90.19,286.92,262.52,284.21,33.92,165.26,1.09,12.35,24.408262586341714,-8.029729722014467,0.1164299070665244,0.4742040873871452,7.329681878133266,0.123518282154862,0.2998793388830519,0.0088111397961891,0.4793495739508291,0.2655389735421743,0.292258984123079,서비스업,1,0,1
684,(주)톱텍,108230,19-Dec,31.32,0.13,14.82,-13.24,-20.28,9.63,-1.75,0.24,42.28,-4.91,9.02,10.1,0.4,-3.4,-45.87,12.61,1.09,5.3,4.05,1.37,87.39,31.93,256.97,1802.41,200.72,37.26,137.56,2.11,0.05,-179.78996154764792,-98.8086343906273,-0.0155589981087858,0.2420072902662887,8.654186831935286,0.0004995520606394,0.3265449435492976,0.0473790177390533,0.390005947663954,0.1654034057461692,0.5794071761749787,제조업,2,1,5
685,(주)투비소프트,79970,19-Dec,78.68,-52.64,-18.52,-4.13,-4.38,30.48,-6.45,1.87,359.85,-1.96,3.19,10.48,0.42,-13.26,-24.37,42.58,-37.84,3.8,28.21,15.68,57.42,80.54,113.69,355.55,111.5,5.97,18.15,0.97,-22.37,-14.682522325419233,14.726504917274315,-0.1125722852636086,0.4461187503744247,7.935333523359596,-0.2237234396068207,0.0790964395248484,0.0396412521107436,0.5045142185757315,0.6906859993020454,-0.6033445372732728,서비스업,1,0,1
