,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
295,(주)시티랩스,139050,17-Dec,73.04,-18.95,20.76,-1.95,-3.98,17.66,-17.05,-0.43,16.6,-1.76,4.69,2.34,0.99,40.67,31.52,10.63,-31.99,6.59,14.89,8.69,89.37,79.54,159.09,252.12,142.2,24.04,57.46,2.37,-18.73,-242.2834499451448,-252.09299015484305,-0.05871803021662496,0.4430169712592728,7.737359575370307,-0.17119079732551906,0.23377772475786826,0.00777517967787951,0.5569830287407271,19268416,0.1713397280232729,-0.014836750215681734,정보통신업
296,(주)신진에스엠,138070,17-Dec,37.63,8.2,4.19,8.96,18.35,20.13,9.6,0.8,54.42,5.18,12.7,22.81,0.59,6.57,14.51,21.9,7.74,4.52,2.62,1.34,78.1,39.34,192.46,1503.47,107.31,24.97,52.59,2.02,4.84,154.78340463709574,987.6262585132152,0.05552815246268886,0.28230534698544135,7.993662467644586,0.04743035164671809,0.14201715704989254,0.020487883392329532,0.7176946530145587,47332895,0.12292455131888758,0.5312530196828911,제조업
297,(주)신화콘텍,187270,17-Dec,40.54,11.13,25.74,13.57,20.39,35.51,13.15,1.46,44.78,8.4,12.3,20.64,0.69,44.11,57.21,31.01,13.54,6.79,7.93,1.43,68.99,70.04,163.93,1057.76,130.08,15.24,73.81,1.59,7.67,1027.1022229013693,1512.996012786311,0.11046928622201048,0.41191740806774035,7.951680247846166,0.06886260342631738,0.1759647045538847,0.020395941455055855,0.5880825919322596,54503055,0.1315375706706348,0.2724583239815627,제조업
298,(주)심텍,222800,17-Dec,183.12,1.98,21.12,10.62,16.79,25.79,4.16,1.01,50.24,11.84,69.55,30.61,1.22,9.72,2.47,12.51,8.2,11.75,7.17,2.02,87.49,239.07,53.46,1717.23,20.24,-25.13,3.1,1.74,2.42,-15.94418393193027,-45.06071673231353,0.04642492039036929,0.7050798611149831,8.862224954919526,0.02211020252729166,0.016720118152121932,0.01581090703228355,0.29492013888501684,517938496,0.08342764581009314,0.22167484689109768,제조업
299,(주)심텍홀딩스,36710,17-Dec,170.91,1.2,19.9,10.24,15.87,26.23,3.36,1.01,52.0,11.03,43.98,29.97,1.17,10.05,2.84,11.92,1.25,11.54,7.11,2.07,88.08,228.2,53.7,654.06,20.3,-24.11,3.32,1.72,1.41,-12.36898479013206,-53.13824326754276,0.03634990662353818,0.6953078954687603,8.87742067696272,0.012956386303125664,0.017289524051691575,0.015574058618938697,0.3046921045312398,543201891,0.08549959923103898,0.09549773146392888,제조업
300,(주)싸이맥스,160980,17-Dec,39.84,10.71,63.17,2.0,7.13,15.19,56.76,-0.4,88.37,2.22,41.0,22.94,1.38,42.79,124.23,20.21,23.0,7.69,10.05,4.36,79.79,45.24,175.4,1857.96,127.25,20.68,24.72,4.04,14.73,222.80035305441527,176.75076342756606,0.1606681336786205,0.3114676834171955,8.169868612541475,0.1188052923395598,0.06780742263179218,0.009088792869978145,0.6885323165828046,76731988,0.05728847959107289,0.31254260188836525,제조업
301,(주)썬테크놀로지스,122800,17-Dec,46.85,-84.84,-29.37,1.69,1.8,20.69,-3.97,3.36,-54.41,0.78,5.94,-16.53,0.38,-23.95,-39.21,4.23,-64.15,4.06,2.42,1.02,95.77,76.83,231.52,627.99,162.52,34.85,0.26,0.78,-32.48,-519.806268830617,-65.09243476283085,-0.1503402791763915,0.4344923107085479,7.517584239627997,-0.39236124692342095,0.0006995869227261497,0.08710191132885109,0.5655076892914521,12729655,0.36732455917161844,-0.21517307070465108,제조업
302,(주)썸에이지,208640,17-Dec,2.64,-244.9,-25.42,-161.47,-577.3,0.0,-139.54,-3.31,413.34,-20.42,0.47,5.53,0.11,-26.86,-41.26,0.0,-27.49,8.58,0.0,2.75,0.0,3.67,3287.88,356.73,3287.88,81.09,543.16,1.7,-26.46,-478.88722484424414,-20.96244043067895,-0.3178643339507223,0.03536648647702714,7.448932511415953,-0.3096612408930451,0.13816197319837542,0.06440809561547838,0.9646335135229729,4601540,3.5139213600756825,-0.34126474111938626,정보통신업
303,(주)쎄노텍,222420,17-Dec,21.0,5.78,6.49,5.84,15.23,20.77,13.62,0.78,46.36,4.34,10.46,17.07,0.77,12.27,0.77,29.02,6.35,3.46,2.86,2.0,70.98,39.86,389.28,992.84,204.18,43.44,25.56,2.55,4.44,-37.16490765009846,-20.832711545691325,0.0753969083952307,0.2849876144003268,7.735671973176846,0.042999069605088876,0.03838956951986425,0.019423594900920195,0.7150123855996732,22602942,0.18878674081740418,0.48399129675863,제조업
304,(주)쎄니트,37760,17-Dec,77.44,5.34,1.66,6.67,10.74,31.52,4.86,1.16,32.07,5.48,7.62,15.42,0.83,5.04,9.05,18.92,9.5,5.62,12.81,1.68,81.08,104.19,102.45,401.37,85.63,0.93,14.62,1.55,4.43,-17.991800055539915,-5.358365590685866,0.055706471602262,0.5102547117003994,8.186624628655577,0.043898184293177024,0.05546240359390126,0.022441233535607685,0.4897452817926821,93970509,0.12135792178968535,0.16427847464164366,제조업
305,(주)쎄트렉아이,99320,17-Dec,19.95,12.62,2.03,23.73,64.19,0.0,22.98,0.55,151.27,14.37,23.37,37.46,0.61,-13.58,24.9,24.45,10.76,15.12,14.7,2.43,75.55,28.85,195.98,2996.77,175.59,14.86,66.54,2.47,7.72,70.03042427761734,70.00258305953952,0.07606877967895966,0.22389706667166037,7.848778107389934,0.07644636653884627,0.10300820544578106,0.014785243605896814,0.7761029333283397,49177104,0.11890158254244484,0.5589718758557978,제조업
306,(주)쎌바이오텍,49960,17-Dec,6.94,29.8,6.57,33.18,322.59,0.0,999999999.0,-1.33,168.36,21.0,12.99,37.83,0.65,2.31,4.77,79.32,20.88,7.58,25.11,2.86,20.68,6.96,1132.21,1919.07,1087.31,66.97,217.53,9.65,19.46,4.970523641566294,-1.6248276348221662,0.23459237870641103,0.06509679293716446,7.9844225254716115,0.18862526823699302,0.14113579049055347,0.0,0.9349032070628356,25607601,0.42250867926278607,0.8900802275417347,제조업
307,(주)쏠리드,50890,17-Dec,242.48,-9.97,-18.02,-4.1,-5.28,31.01,2.11,2.77,296.32,-3.78,13.51,33.94,0.83,-2.3,-11.04,35.02,-27.56,6.75,5.44,7.26,64.98,252.93,72.14,366.55,52.0,-19.14,23.16,1.11,-8.29,353.88899205179547,63.80008328325788,0.0719571174386243,0.7166577034110174,8.448624436084867,-0.09205084870377556,0.15909573756510054,0.04761468831704075,0.2833422965889826,141700827,0.27228593103659926,-0.05897231714403211,제조업
308,(주)씨씨에스충북방송,66790,17-Dec,16.31,-33.46,-6.21,20.75,38.92,16.5,-2.14,1.75,2.86,10.39,0.53,1.74,0.48,28.58,1.68,19.53,-21.97,6.37,0.0,0.75,80.47,36.42,179.29,76.86,179.29,9.48,20.17,1.85,-16.22,12.48047737864863,-237.2484864746224,-0.026506666995832394,0.2669827018855778,7.627885408481767,-0.16758679951833128,0.024112269007047556,0.04639869160921884,0.7330172981144222,33351743,0.24826418311889126,-0.3667015667142214,정보통신업
309,(주)씨에스,65770,17-Dec,160.72,2.31,-8.69,0.45,0.62,0.0,2.16,1.94,1956.81,0.39,4.6,16.49,0.82,179.88,-10.67,17.64,5.18,12.35,8.96,2.42,82.36,165.44,150.94,200.7,140.47,30.84,18.74,1.3,1.9,667.574383324247,882.3410419933576,0.03714421509088008,0.6232629566116245,7.700446135290543,0.019943358846136558,0.11344280129443285,0.02756426929217264,0.37673702345623855,4319701,0.13340892678105398,-0.5835892337358994,제조업
310,(주)씨에스에이코스믹,83660,17-Dec,29.97,-30.44,0.0,-26.17,-116.07,10.73,-49.55,0.07,-6.91,-26.77,3.19,-1.41,1.02,0.0,0.0,28.83,-40.47,5.73,7.26,5.02,71.17,29.97,279.48,239.71,218.41,41.39,29.24,4.44,-31.14,-115.63122347667397,-87.73713681191153,-0.30973393275026745,0.2306168852456725,7.488022487887198,-0.3113935475008079,0.06743700565112248,0.027103760928037825,0.769383147261374,10935403,0.5911514273299988,-0.8775673780866294,제조업
311,(주)씨엔플러스,115530,17-Dec,249.26,-2.17,28.12,-1.84,-1.65,32.94,-0.28,3.67,34.53,-1.19,10.75,16.13,0.73,96.84,16.34,22.37,-5.15,3.2,11.61,1.42,77.63,260.0,61.25,442.19,51.05,-26.83,2.7,1.05,-1.58,94.47676469644976,94.95544726648578,-0.007159698050750987,0.7222188526887637,7.648360606305544,-0.014059666120457677,0.01867640136493296,0.03602336155665882,0.27778114731123627,25628500,0.2347026764157253,-0.36670482316866937,제조업
312,(주)씨엠에스에듀,225330,17-Dec,39.54,9.34,9.96,14.38,33.5,16.28,24.49,-0.61,121.31,13.03,11.2,39.66,0.95,-20.78,14.22,0.0,14.95,27.83,155.65,2.31,0.0,63.62,79.7,463.75,77.06,-4.91,20.46,2.33,8.86,-1.630293825931808,45.380735976022144,0.10226432847405628,0.38881499927582375,7.84912870778676,0.08458017543875293,0.049448817172441456,0.010738155452624541,0.6111850148779188,57043166,0.8871050453939202,0.20656296021336257,교육 서비스업
313,(주)씨유메디칼시스템,115480,17-Dec,40.55,-5.4,-2.95,5.76,17.17,21.62,-2.2,0.24,52.69,5.45,7.79,6.1,0.93,-12.73,6.91,21.47,-7.53,4.07,4.65,7.97,78.53,46.55,202.53,540.49,125.16,28.37,40.63,2.81,-5.03,-345.57055165437885,-79.34388023642582,-0.021811159887931225,0.3176423018104016,7.790038679493599,-0.05108999284391377,0.11400700416858887,0.031152357560290004,0.6823576981895983,27111788,0.23772646133848627,0.16906904001544346,제조업
314,(주)씨제이이엔엠,35760,17-Dec,49.29,6.35,1.75,16.51,28.31,24.44,11.09,0.59,94.98,13.31,72.72,26.98,0.81,-3.64,2.33,56.28,13.45,6.99,32.61,2.77,43.72,88.79,90.76,3308.85,80.31,-2.41,15.62,1.67,5.16,25.492707530957208,340.23416920412683,0.08011994877095631,0.4703068295230809,9.447439991413585,0.05119602442307277,0.04078653163157444,0.015356467005595053,0.5296931704769191,2137854757,0.4634855699787905,0.32983732606966404,정보통신업
315,(주)씨젠,96530,17-Dec,14.08,4.62,-13.44,20.48,45.45,11.02,8.46,1.03,163.75,9.99,6.68,16.8,0.45,-23.7,18.96,66.44,2.84,1.72,5.33,5.02,33.56,28.16,601.6,1066.75,503.86,55.12,140.82,1.67,2.09,38.6442300655057,-43.43638754535348,0.07778870498538637,0.21974414687953472,8.254605261492742,0.02253826754020699,0.15474099256479099,0.04183973538953759,0.7802558531204653,60911688,0.5049513335484385,0.30514839328641996,제조업
316,(주)씨티네트웍스,189540,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,,제조업
317,(주)씨티씨바이오,60590,17-Dec,95.2,-15.86,4.36,2.74,2.91,37.68,-4.7,1.75,3.84,1.82,14.9,1.73,0.68,-2.14,6.02,22.93,-25.11,4.21,4.25,1.42,77.07,165.8,102.08,841.9,56.29,0.74,9.26,1.18,-10.74,-433.32545415914166,-655.8083167310496,-0.07138955833360915,0.6237786402353542,8.294243706777081,-0.10514117716410562,0.03317367303817236,0.024368749086376984,0.3762213597646457,124913267,0.33696893133876826,-0.008109763270667036,제조업
318,(주)씨티케이,260930,17-Dec,6.95,13.54,0.0,19.65,165.12,0.0,3085.87,-0.98,144.02,11.99,22.33,12.92,0.61,0.0,0.0,31.27,8.93,5.89,29.14,6.29,68.73,7.83,1369.22,3390.76,1336.75,81.84,340.9,8.4,8.26,-8.471357549725958,-34.415223871805026,0.13196468413446702,0.0725874141625119,8.2677003209278,0.08258996748532837,0.21981135234296764,0.0005891398053079257,0.9274125858374881,21696644,0.09640297363765933,0.25824506398709907,제조업
319,(주)아가방앤컴퍼니,13990,17-Dec,9.4,-3.48,-6.48,-0.93,-2.96,0.65,-16.64,0.01,33.78,-0.62,8.57,7.52,0.64,-14.49,-6.25,45.73,-2.65,3.32,3.81,2.15,54.27,26.64,584.79,1015.9,346.95,35.97,59.26,2.86,-2.24,-339.2115828422406,-362.9681567729361,-0.018623290761157454,0.21034848535531467,8.325197561646265,-0.023155952622380616,0.04397375187784587,0.005319450549327014,0.7896515099153246,119691432,0.4852998817951664,0.5264817218319714,도매 및 소매업
320,(주)아나패스,123860,17-Dec,12.34,0.78,-2.58,18.98,80.18,11.62,17.22,-1.52,153.17,17.1,17.19,4.81,0.89,2.06,-12.33,36.87,0.89,59.8,8.17,15.56,63.13,27.11,837.26,1501.14,772.65,71.57,131.24,4.03,0.69,-30.72719779715568,3844.214742078461,0.05156204160974113,0.21330055951379873,7.985091749745392,0.00702357045524805,0.12740138087152336,0.0140360586198931,0.7866994404862012,18089628,0.31151980200743584,0.33616871670696363,제조업
321,(주)아난티,25980,17-Dec,37.13,1.74,8.5,6.31,2.37,32.74,1.28,6.41,8.51,1.3,18.28,7.52,0.21,-55.16,11.51,44.85,0.82,4.94,4.31,0.26,55.15,120.88,58.76,4016.76,40.06,-6.93,13.7,0.4,0.37,-64.97021170329889,-90.41144188971792,0.017138987459626834,0.5472739162837343,8.863550306608232,0.0035927603908402985,0.02302303248780859,0.024373109802972383,0.4527260837162656,658243040,0.3652780474861438,0.1118227981097661,숙박 및 음식점업
322,(주)아리온테크놀로지,58220,17-Dec,162.25,-41.43,-9.02,-11.66,-13.2,40.2,-7.79,1.34,-74.35,-8.8,3.51,-18.74,0.72,-34.54,12.39,12.58,-76.12,3.79,7.17,2.96,87.42,199.89,68.69,144.9,52.82,-16.94,11.13,1.19,-29.79,-6.34155017395862,-40.63797051033626,-0.1378576913064688,0.6665479849409253,7.8361338327856025,-0.31265080403296197,0.06019877511942184,0.026550523986765433,0.33345201505907474,43088292,0.30845309437442026,-0.2564472192264979,제조업
323,(주)아모텍,52710,17-Dec,64.54,8.03,11.27,10.26,15.99,32.9,10.55,1.04,78.77,8.21,64.75,27.03,0.84,24.45,6.57,25.15,14.2,9.53,7.81,2.23,74.85,105.5,147.41,3936.97,108.0,14.89,37.53,1.61,6.77,41.06686916186735,55.0077447979392,0.10374292435857267,0.5133880002378289,8.595660313352093,0.06426827100454005,0.11786195671054717,0.01916301872476607,0.48661200229928336,211663228,0.12188164824195334,0.34539354474151196,제조업
324,(주)아미노로직스,74430,17-Dec,7.1,3.22,0.7,21.2,84.4,2.03,63.25,-1.03,454.57,7.23,1.92,4.25,0.34,3.97,2.87,23.1,1.21,3.8,2.53,41.52,76.9,9.37,873.47,513.99,700.94,50.2,233.12,3.87,1.1,37.83238816990381,790.1599065904978,0.02177880895822587,0.08565357542402867,7.693474114194345,0.01098066204482694,0.1512909669350273,0.004020030154955609,0.9143464245759714,21384559,0.16714427082900218,-1.6710702822203263,도매 및 소매업
325,(주)아바코,83930,17-Dec,71.44,-0.98,7.21,6.48,14.67,0.91,21.81,-0.18,82.54,6.47,23.26,13.33,1.03,12.68,-6.81,12.12,-0.82,3.27,49.73,5.8,87.88,78.9,195.08,1312.04,192.02,37.97,56.15,2.43,-1.01,-85.24129156471335,-113.2373816264624,0.009643974531981347,0.441029889941029,8.270250210074817,-0.009749977222839528,0.22422843123665825,0.0010026294455256052,0.558970110058971,41171932,0.11153677257205669,0.2899834407695205,제조업
