회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),이자비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결)
(주)엔이능률,53290,17-Dec,57481263,90041623,726538,7472538,0,34500994,55540629,2693662,38268493,30798388,38077388
(주)엔지스테크널러지,208860,17-Dec,3369956,11052561,15688,1383238,32070,1683901,9368660,11979,3357976,7060381,2491964
(주)엔지켐생명과학,183490,17-Dec,26133211,36804546,-5666428,6863119,184886,12242076,24562469,-5380430,9542800,12276898,-46007895
(주)엔케이맥스,182400,17-Dec,4829585,54044211,-16631716,12977475,0,14094397,39949814,-15980480,19324686,21962480,-14011365
(주)엔텔스,69410,17-Dec,46939426,55523372,-3532671,15436961,0,16847689,38675684,-1765585,12205024,27391020,20847329
(주)엔투텍,227950,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)엔피케이,48830,17-Dec,73092700,76628791,1826866,10205255,268436,33392554,43236237,2021039,5303412,41390818,17091466
(주)엘디티,96870,17-Dec,9336437,11690183,-3765536,1953057,0,837243,10852940,-989016,2160009,6346289,-2505617
(주)엘아이에스,138690,17-Dec,91942892,167464013,-32131592,8171776,3363953,145237648,22226365,-6634333,34039052,91835371,-51919395
(주)엘앤에프,66970,17-Dec,403019916,265476273,20639184,22341080,4478673,142171413,123304860,29371158,15744136,104569789,28340156
(주)엘앤케이바이오메드,156100,17-Dec,31514425,89594643,-14982843,3790979,1278558,49196593,40398050,-7446861,22321975,39914741,-11276729
(주)엘엑스세미콘,108320,17-Dec,692761282,544294125,47064354,74727328,0,132068704,412225422,45521509,106885788,46544871,326104320
(주)엘엠에스,73110,17-Dec,143748592,200202736,9487137,24376058,2319758,86595635,113607101,19539992,27265372,87401138,94178692
(주)엘오티베큠,83310,17-Dec,200745090,153092790,24341204,37254076,375755,45421779,107671010,27651455,34611659,64215719,87602994
(주)엘피케이로보틱스,183350,17-Dec,25030893,32622062,543394,3843636,398493,21510935,11111126,1481145,3856144,16209458,8376618
(주)엠게임,58630,17-Dec,27544247,44407664,2632274,7413214,172278,9953035,34454629,4866182,22678065,30525292,-8307724
(주)엠디에스테크,86960,17-Dec,148934255,143216791,9151980,17468463,748703,38209854,105006938,11228571,35917731,35480020,82547958
(주)엠씨넥스,97520,17-Dec,668465044,387796901,-892479,61710046,6932480,289778514,98018387,19660858,43756471,164109328,37023728
(주)엠앤씨생명과학,225860,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)엠에스씨,9780,17-Dec,141954747,142432630,11232584,2723915,1237466,71618166,70814464,12823800,19265602,85697953,60114864
(주)엠에스오토텍,123040,17-Dec,704192245,608134183,-11235379,29273958,20842526,469010582,139123601,23800240,40715406,394434305,-8676676
(주)엠투엔,33310,17-Dec,51170397,89143983,4387610,7289424,677357,35787577,53356406,1849192,5868446,66098110,32011787
(주)엠플러스,259630,17-Dec,72109584,60361054,4915964,14559137,181726,26937527,33423528,7961665,4350583,15094938,4693315
(주)엠피대산,65150,17-Dec,145213359,102832603,-11134655,13883126,4600076,55762673,47069930,-396602,72430435,53214437,-3036877
(주)연우,115960,17-Dec,229295328,259148907,7788777,26340056,582081,72705036,186443871,9008569,21546283,170612017,113483291
(주)연이비앤티,90740,17-Dec,271957133,125821571,-18341548,10751128,1344430,72936272,52885300,-13121492,14666987,63438410,38219093
(주)영우디에스피,143540,17-Dec,258081454,162503252,-4577653,35973379,769477,127416885,35086367,-403783,9244873,29199288,17709056
(주)영현무역,242850,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)예림당,36000,17-Dec,643302706,367011322,36151840,120692065,1510958,213374656,153636666,47317981,69161372,161559015,62176326
(주)예선테크,250930,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)예스티,122640,17-Dec,150431280,116922617,14704560,15702336,1383050,61844017,55078600,15744649,12273579,39074292,33048330
(주)오공,45060,17-Dec,149593867,121166233,6395066,20529555,1153148,60318723,60847510,8860090,18803556,57249443,49827057
(주)오디텍,80520,17-Dec,48983308,121968176,3964081,31832068,36413,7860941,114107236,4272051,3022681,54279142,94779707
(주)오르비텍,46120,17-Dec,47516202,114452014,2591040,19391590,891710,54683358,59768656,3638501,3553221,60557989,532673
(주)오리엔탈정공,14940,17-Dec,100983082,128050825,-1078537,9038226,3166327,116447175,11603650,1975640,11035778,97404043,3668724
(주)오리엔트정공,65500,17-Dec,97067185,90866265,-2419995,7799121,1729536,52767434,38098831,1381399,11594623,49402558,-4537989
(주)오리콤,10470,17-Dec,167439882,207530480,4094040,40703351,0,134788243,72742237,6435322,47536778,80162675,34259629
(주)오스코텍,39200,17-Dec,3908491,40544533,-6379931,19707713,484577,14891654,25652879,-5805528,8034062,11001282,-46177359
(주)오스테오닉,226400,17-Dec,8540412,29656912,-4244567,3703337,817405,22230373,7426540,2221385,2644375,13093609,-2350985
(주)오스템,31510,17-Dec,179488801,253510159,539152,12645327,2652491,125122757,128387402,2906045,26266462,160685909,100946282
(주)오이솔루션,138080,17-Dec,76593767,96055950,-1785943,21923344,481997,29109646,66946303,-1917361,24537661,38809299,33936824
(주)오킨스전자,80580,17-Dec,39319105,56891731,-1032326,1850710,1080127,33030972,23860759,74587,6288341,32522528,3472560
(주)오텍,67170,17-Dec,824117388,466800989,25500459,105841420,6097724,302129899,164671090,36353987,94338720,128230125,88794249
(주)오픈베이스,49480,17-Dec,136597377,132874702,1706250,20507028,840145,59476811,73397890,1828301,29195836,53790879,18605805
(주)옵투스제약,131030,17-Dec,49808082,94570545,12878979,54447405,48157,8016972,86553573,12615805,15064849,27814423,42773042
(주)옵트론텍,82210,17-Dec,154613398,220991269,6935045,2215370,4407251,129022440,91968829,17112549,32981946,152482436,37963060
(주)와이비엠넷,57030,17-Dec,60928090,79178255,-2702525,13271611,504547,36092154,43086102,1105832,23207096,43114933,20354381
(주)와이솔,122990,17-Dec,446122563,343090302,44539396,59891813,2232901,123800845,219289457,52562223,44049980,199690873,147585144
(주)와이어블,65530,17-Dec,83104150,135593949,4119658,14944439,1232054,59347834,76246115,5556422,2976174,95319058,54216076
(주)와이엔텍,67900,17-Dec,75231069,188271347,11581612,8454944,1575385,80717171,107554176,12525143,3960890,170576558,75069778
(주)와이오엠,66430,17-Dec,30183891,14174391,-2761761,2337944,60988,4814746,9359645,1244281,1578410,3504417,-35111076
(주)와이제이엠게임즈,193250,17-Dec,35070797,111955400,-10418357,38458601,838372,32055708,79899692,-2475048,7902595,22073609,3911708
(주)와이즈버즈,273060,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)와이지-원,19210,17-Dec,386598781,741499538,35560214,19626447,12583501,420589619,320909918,59328729,76245200,408076525,230397831
(주)와이지엔터테인먼트,122870,17-Dec,349860731,583599528,11910569,98901389,1729148,151494663,432104865,25197829,76508848,276398504,124134903
(주)와이티엔,40300,17-Dec,131050999,298989298,4537490,10305977,1927929,108465258,190524040,2158001,6858954,247992665,74682732
(주)우리기술,32820,17-Dec,30179282,85218108,3265239,6323967,1461518,47596637,37621471,5024861,8186471,56682808,-33876851
(주)우리넷,115440,17-Dec,51667560,72085316,3431700,3752832,114189,21532760,50552555,3229059,11988994,20728731,39924476
(주)우리로,46970,17-Dec,41059215,61415678,-10620831,2097652,976118,28830619,32585059,-5854670,11113111,34416327,-10252701
(주)우정바이오,215380,17-Dec,28932073,31398834,-6921451,2258467,105598,13074397,18324437,-2362488,8241915,11482539,984223
(주)우주일렉트로닉스,65680,17-Dec,207604485,235100619,10545168,30704394,585251,53629951,181470667,9368358,32587822,86897083,166859429
(주)원익,32940,17-Dec,67244202,227932627,14780455,1105133,1383299,102289816,125642810,424264,29109713,203961286,95670319
(주)원익머트리얼즈,104830,17-Dec,203032359,279621314,17753506,33163710,296314,37780697,241840617,32882076,35897797,206884746,165015680
(주)원익아이피에스,240810,17-Dec,630860973,409618121,95364581,112496282,179102,96149729,313468392,122251768,128974518,129549022,117854461
(주)원익큐브,14190,17-Dec,240166460,155057887,1583170,2261424,1251452,77141117,77916770,3350291,19471810,78953754,15127250
(주)원익큐엔씨,74600,17-Dec,197261196,256883962,29384867,18640629,521054,75898069,180985893,29617456,27255438,174119695,149375560
(주)원익테라세미콘,123100,17-Dec,361142430,206158796,43188671,5798785,0,46444674,159714122,62957382,25026207,70034278,94544010
(주)원익피앤이,131390,17-Dec,73627902,96277496,7543022,9228087,6731,41329754,54947742,8777556,11321913,34475253,33930810
(주)원익홀딩스,30530,17-Dec,481986655,1061203409,80652244,39800232,1787826,245682701,815520708,76308251,63535819,844236539,247520528
(주)원일특강,12620,17-Dec,233964615,196712383,7194316,7914966,1517753,93500621,103211762,9230669,11651365,65473126,100627693
(주)원풍,8370,17-Dec,71268328,85353998,2228071,9956238,24164,9759182,75594816,3025219,5250627,48100408,53702303
(주)월덱스,101160,17-Dec,88763719,109817234,6906008,9988576,1951182,56610959,53206276,11361907,13359441,57555079,15991475
(주)웨이브일렉트로닉스,95270,17-Dec,55318246,88241640,1023460,1911911,224433,43902823,44338816,2115128,17839256,67104883,-10334794
(주)웰크론,65950,17-Dec,378624679,321583459,-6412944,48034721,2732920,195453056,126130403,3873019,59688442,142756562,-10102820
(주)웰크론한텍,76080,17-Dec,251911709,211738840,-4990157,33577081,849406,116705129,95033711,623399,13184399,87635181,26671425
(주)웹스,196700,17-Dec,30683429,66026015,-776437,11304664,543289,27074324,38951691,658290,7156534,40373168,19585177
(주)웹젠,69080,17-Dec,166267380,323479051,29962485,52366061,21236,54024415,269454636,44008355,122259026,98928174,145036054
(주)위니아,71460,17-Dec,494925888,342705319,2230103,6666330,3774318,251627293,91078027,6719038,128334311,162777605,9659025
(주)위닉스,44340,17-Dec,260728203,201005571,11319288,8177697,3148912,103488372,97517199,17280442,45363576,110797775,49082429
(주)위메이드,112040,17-Dec,109568499,453300811,-885023,127139645,2493873,111265621,342035190,5975220,103593279,131197705,137341270
(주)위메이드맥스,101730,17-Dec,32167674,82306971,-11950875,12306613,2493872,20678142,61628830,-8332096,40499771,48868029,21303208
(주)위메이드플레이,123420,17-Dec,72654464,137620932,14145326,19712323,0,10278086,127342847,12520686,60133778,37681482,115988229
(주)위지트,36090,17-Dec,39171022,85894313,4473890,10259877,524967,24281789,61612524,4188701,6060534,59058775,13528566
(주)윈스,136540,17-Dec,71987776,133594732,7720533,10681386,1010299,39411410,94183322,7460711,22744319,59908431,51788988
(주)윈팩,97800,17-Dec,47151571,71156847,-7132506,10895724,1942762,37938133,33218714,-3608196,2709946,50167624,-21923244
(주)윈하이텍,192390,17-Dec,68571220,102766060,3868483,4189369,559815,50898667,51867393,4691638,6134039,52801455,30445278
(주)유니온커뮤니티,203450,17-Dec,37341656,48753082,1800673,6257735,196948,17357545,31395537,2235548,12798442,17744034,8820895
(주)유니크,11320,17-Dec,235151805,198353087,3256249,12758955,1602397,109487044,88866043,4170918,21754749,121030458,66651065
(주)유니테스트,86390,17-Dec,168553717,149780160,24045718,39049613,386215,57386547,92393613,32570784,28949674,42398610,59101917
(주)유니테크노,241690,17-Dec,66136338,75464203,6202733,16400913,160608,20229921,55234282,6903145,6027004,36372620,37502042
(주)유니트론텍,142210,17-Dec,177323688,67126792,3016089,11976511,1226536,34588928,32537864,5346483,8563479,6427613,25936284
(주)유라테크,48430,17-Dec,193904099,131412792,3500864,15303187,0,27876481,103536311,1372164,9642504,68051738,95641435
(주)유바이오로직스,206650,17-Dec,11567747,26852411,-4715309,9640710,231138,8700489,18151922,-4348319,3786075,11612097,-35227442
(주)유비케어,32620,17-Dec,82091101,69086705,3540826,22573783,4971,22489622,46597083,7507284,34971437,18433852,19644391
(주)유비쿼스,264450,17-Dec,76227795,90354479,12249843,22965598,0,22586260,67768219,13791450,13307233,22809286,12249843
(주)유비쿼스홀딩스,78070,17-Dec,7773042,161062414,96694232,61511593,0,5322777,155739637,1566269,5061927,70437252,305640706
(주)유성티엔에스,24800,17-Dec,433582956,367543594,12028448,36065503,6070523,198258264,169285329,13115090,13565713,205213725,100218830
(주)유신,54930,17-Dec,148484811,149440818,1529910,790919,353769,58740043,90700775,1028268,16959323,52919366,72470966
(주)유쎌,252370,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)유씨아이,38340,17-Dec,19382735,18191682,-12992748,691177,616389,14398269,3793413,-137790,8145647,12839751,-40704126
(주)유아이디,69330,17-Dec,8921891,54269134,-8650933,260070,635436,18571975,35697158,-4786896,3894672,34428031,20692778
(주)유에스티,263770,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)유진로봇,56080,17-Dec,64954553,116964916,-4065222,38669841,308653,42935388,74029528,-1302264,16960128,31901423,-933964
(주)유진테크,84370,17-Dec,130154065,265845995,27378454,28048889,0,34655181,231190814,25725536,37964392,108770123,226594832
(주)유테크,178780,17-Dec,31989693,82530415,-18555067,2503896,1616639,65720429,16809986,-8804161,9737902,50988949,-10632421
(주)유티아이,179900,17-Dec,50909072,70113010,10779137,14077183,1064295,14938625,55174385,14753642,10602192,28464429,21253971
(주)육일씨엔에쓰,191410,17-Dec,148342591,136799816,13646583,6294588,2081707,108035150,28764666,15564119,14415871,58692220,15420634
(주)율호,72770,17-Dec,56398147,44492489,-7755796,8997423,250219,22734019,21758470,-6863757,10651947,8458857,-21012516
(주)이건홀딩스,39020,17-Dec,206987239,257994754,2861769,16966878,2748014,159371006,98623749,6127811,26084708,185507244,65384117
(주)이글루코퍼레이션,67920,17-Dec,60091644,49348116,4183121,8898185,0,7807171,41540945,3103172,56988472,17082012,10035250
(주)이글벳,44960,17-Dec,34156184,49767855,1555384,751259,407642,17854914,31912941,2736715,7670214,28845391,11407758
(주)이노와이어리스,73490,17-Dec,60670951,85758648,-213188,15869304,141648,19650858,66107789,615134,20145676,46499638,51832340
(주)이노인스트루먼트,215790,17-Dec,68524872,81611341,4207934,11542920,388734,20885406,60725935,7784441,33056963,24874971,47022360
(주)이녹스,88390,17-Dec,46130094,261737627,167690486,24219762,2642741,77021161,184716466,-15357060,25759926,187315517,273067313
(주)이녹스첨단소재,272290,17-Dec,193104083,222982055,17296947,23568789,861273,97654171,125327884,22165752,31002078,106388158,17394465
(주)이라이콤,41520,17-Dec,344006411,273192453,-15659820,79547590,494419,68557755,204634698,-929413,20773415,65162462,169249948
(주)이랜시스,264850,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)이랜텍,54210,17-Dec,589202026,424992667,-1462094,38375211,6230056,271577862,153414805,3426644,50093960,200672897,105367623
(주)이루온,65440,17-Dec,34944446,47939141,-1687684,4663576,683989,29603437,18335704,-364197,11087757,17991174,-8941997
(주)이매진아시아,36260,17-Dec,30211238,54668991,-15088717,1226320,920354,17035229,37633762,-5716667,8130936,33334153,-65187157
(주)이미지스테크놀로지,115610,17-Dec,27618911,30479807,-5183457,6549681,0,3790380,26689427,-5274491,7448592,7248413,9181075
(주)이브이수성,84180,17-Dec,26355801,65868837,-21873411,2574056,2059800,48793843,17074994,-2022546,7051500,30762937,2721105
(주)이브이첨단소재,131400,17-Dec,87080093,73771196,1168293,9265484,1572983,40308302,33462895,4721042,11020628,40978142,-3596578
(주)이상네트웍스,80010,17-Dec,51095595,92182297,8049175,11623665,59452,9606989,82575309,7969102,8766720,56432651,45054938
(주)이수앱지스,86890,17-Dec,19458890,77766701,-8729138,16869578,707290,15714990,62051710,-8047497,18245556,24640435,-54992548
(주)이스트소프트,47560,17-Dec,58522219,76899032,-2936874,10047895,1323012,51830304,25068728,-859109,59381329,47187371,12130740
(주)이십일스토어,270020,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)이엔에프테크놀로지,102710,17-Dec,387027301,265199699,26009441,15777805,585865,74367783,190831916,45348564,37329507,149386613,167757744
(주)이엔코퍼레이션,66980,17-Dec,76200362,191843523,-5335707,62900510,1053855,40092463,151751060,4731577,71468785,107295386,695163
(주)이엘피,63760,17-Dec,45634187,60167155,16079545,20586516,42762,6547960,53619195,18164720,6021286,16614453,36914295
(주)이엠네트웍스,87730,17-Dec,16336622,19650394,-2110772,4655619,90334,7184047,12466347,-1464331,4864223,10638423,6439085
(주)이엠넷,123570,17-Dec,28809795,69972973,3848912,16097261,1330,26366000,43606973,4183134,24626661,20841791,29412996
(주)이엠앤아이,83470,17-Dec,96801649,69805062,-33747717,5562660,1827192,55019301,14785761,-2460702,13612680,28752978,-28801059
(주)이엠텍,91120,17-Dec,194381344,202562435,5935049,38428081,1070265,55350066,147212369,13626917,28883226,107863785,98526536
(주)이오테크닉스,39030,17-Dec,404151529,438475339,42991245,43179788,488769,77063778,361411562,59979121,33648485,182419822,277659056
(주)이즈미디어,181340,17-Dec,53228212,68988907,329277,15963200,222519,34368237,34620670,2409272,12482357,16168709,20943062
(주)이지,37370,17-Dec,163964597,97419948,-1001606,7036852,515128,45706071,51713877,1322488,13231456,45118370,14242588
(주)이지홀딩스,35810,17-Dec,1398088836,1480823033,50878005,55881600,26431048,895209345,585613688,106030149,172907247,904456072,196591395
(주)이큐셀,160600,17-Dec,60619125,73910576,684905,7077540,583282,37196698,36713879,1919044,10848838,34200498,19472710
(주)이크레더블,92130,17-Dec,34056744,49406966,10905313,4758577,0,7417828,41989139,13436333,20620411,6271010,31198451
(주)이퓨쳐,134060,17-Dec,8584772,19675309,-579692,3806211,2,3178907,16496402,-218432,5705282,9061376,8570871
(주)인바디,41830,17-Dec,93253713,112024745,19330782,11243192,0,5508522,106516223,24900250,44560657,36898726,103245565
(주)인산가,277410,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)인성정보,33230,17-Dec,255835608,144741961,-3737487,12122212,2630620,100956151,43785810,3121730,26446698,20270136,-33007753
(주)인지디스플레이,37330,17-Dec,478778394,269724157,1324456,19715756,1267939,108096628,161627528,2854491,24019017,166247754,116670791
(주)인콘,83640,17-Dec,44012144,70188568,951802,20264319,126735,21946306,48242262,1260626,8222340,22150689,26662416
(주)인터로조,119610,17-Dec,80618215,118387760,19274418,5053406,71220,16012683,102375076,24233728,22213033,46452953,92923072
(주)인터코스,240340,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)인터파크,108790,17-Dec,482554415,526801429,8827856,48010963,1361052,358056436,168744993,16477055,202790821,168259914,54923511
(주)인터플렉스,51370,17-Dec,805539295,554319083,41649245,39587212,3231410,197267857,357051227,61450799,23570887,237748366,53034695
(주)인텍플러스,64290,17-Dec,24305556,31927080,-267286,5393634,239514,13555995,18371085,29219,10088789,11839608,-1536123
(주)인텔리안테크놀로지스,189300,17-Dec,83722395,108632480,3415922,14190638,351586,44180110,64452369,7020258,30404280,38739897,28122110
(주)인트로메딕,150840,17-Dec,9009182,21269554,-4191332,10306472,881069,10389646,10879908,-791018,6377793,4009666,-11173827
(주)인트론바이오테크놀로지,48530,17-Dec,10962774,45629570,-8734807,16388235,135914,15331792,30297778,-3900277,8933042,14528913,-17448772
(주)인포마크,175140,17-Dec,56415906,75998758,-7394955,12300790,858290,54223246,21775512,-7032875,20172785,18923445,-947576
(주)인포바인,115310,17-Dec,22677735,76773467,10603956,19517576,5698,3747429,73026038,12535249,10142486,9544115,81020818
(주)인프라웨어테크놀러지,247300,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)인피니트헬스케어,71200,17-Dec,72774154,90291874,1495849,20166312,205906,19713765,70578109,5543879,34940980,20828797,29447880
(주)일신바이오베이스,68330,17-Dec,12836996,38491508,1809813,5269266,0,3599756,34891752,2341409,3753239,16214272,23724164
(주)일야,58450,17-Dec,42797947,32967782,-4782793,2995078,107061,12060275,20907507,-3106234,5165711,23592932,9618313
(주)일지테크,19540,17-Dec,261122252,364128721,8168307,20139220,6165320,236441487,127687235,922264,18637919,237198617,120135148
(주)일진파워,94820,17-Dec,140744312,115632738,14599266,26123434,280100,37678586,77954152,17774021,6713465,59398425,59744696
(주)잉크테크,49550,17-Dec,57608453,109585265,-22036238,1747354,2658757,66198035,43387230,-6915053,20668653,77464168,-36702901
(주)자비스,254120,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)자비스,230400,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)자연과환경,43910,17-Dec,13238638,48195840,-6765333,8882601,513298,17672488,30523352,-4382462,5039402,23503088,-15361896
(주)장원테크,174880,17-Dec,88636334,89240627,-3135563,13685178,796023,32616009,56624619,2823064,9644682,55831850,32366167
(주)전우정밀,120780,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)정다운,208140,17-Dec,80550125,67378543,9880008,3392161,715134,27903932,39474611,11073062,8436400,29936508,24646667
(주)정상제이엘에스,40420,17-Dec,84365755,82896490,8235202,5095638,190867,18555610,64340880,10339772,10906456,63057080,35473163
(주)정원엔시스,45510,17-Dec,159023250,70032473,-2753421,2507515,444034,35174893,34857580,2316080,8964812,23557251,-1902827
(주)제낙스,65620,17-Dec,6211178,71563136,-4551449,1452135,1314440,20839029,50724107,-4122936,2734341,60548872,-44376881
(주)제넥신,95700,17-Dec,28454503,140733592,-19329560,11785727,1106495,26825053,113908539,-26859178,44621300,111841156,-125724375
(주)제넨바이오,72520,17-Dec,20194428,48592303,-14747499,585932,2109094,33606848,14985455,2162118,8680083,45477734,-63337373
(주)제노포커스,187420,17-Dec,11505972,70150900,1342560,3164301,103198,3589536,66561364,1192095,2200435,39990873,2127653
(주)제닉,123330,17-Dec,64690430,93382566,-7467254,8194626,1313825,39109208,54273358,-8285857,20612403,60783417,26496624
(주)제로투세븐,159580,17-Dec,184324434,92358397,-19852874,13819964,835416,64450176,27908221,-2543467,87676342,11764877,-2256632
(주)제우스,79370,17-Dec,359108584,337919035,18870684,21584931,1065200,154196766,183722269,33024902,64925820,116230436,145550300
(주)제이브이엠,54950,17-Dec,106175851,172422167,11460016,3344484,451978,51278774,121143392,18741991,26381686,104854636,77560495
(주)제이스텍,90470,17-Dec,570820560,181942500,74149098,57701384,416643,52882812,129059688,100647459,19392527,78404887,118492874
(주)제이에스티나,26040,17-Dec,139948666,109851511,-3628728,3961632,602990,37830037,72021474,-48277,95563002,39153942,45868976
(주)제이에스피브이,250300,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)제이와이피엔터테인먼트,35900,17-Dec,102241864,124428024,16369258,25360097,0,38667611,85760413,19462607,19810987,66032554,26808549
(주)제이웨이,58420,17-Dec,6935809,7887931,-4122699,2776621,365,1186293,6701638,-2449985,3227752,3408698,-21274366
(주)제이콘텐트리,36420,17-Dec,420319379,661939538,10885510,49395027,8757921,426206347,235733191,33348962,187208612,453552462,75020038
(주)제이테크놀로지,35480,17-Dec,8116103,66091545,-20075622,306672,2998486,27563118,38528428,-12652953,8231952,27931777,-21062258
(주)제이티,89790,17-Dec,32193108,42425698,-180061,4093772,1138678,27224115,15201583,604800,8195792,24671474,-3836007
(주)제일바이오,52670,17-Dec,27986546,32880724,789209,2515028,14445,2470097,30410627,1109459,5170039,11120025,9612418
(주)제일테크노스,38010,17-Dec,153078017,157904818,3559490,5542154,1539974,87395149,70509669,5642061,14917571,100133176,48803708
(주)제주반도체,80220,17-Dec,117036992,93135313,3941155,4559634,2352110,41741418,51393895,8433248,15577437,14236674,4273334
(주)젬백스&카엘,82270,17-Dec,47875296,159825713,-12481070,9371358,5260865,93711990,66113723,-1414646,17662539,84608480,-104406933
(주)젬백스링크,64800,17-Dec,193679771,382407315,5570118,11220448,7966941,294273822,88133493,23281502,87718914,210661256,12203759
(주)조이시티,67000,17-Dec,92183591,50633745,-11486672,18732799,11015,16736307,33897438,-2745083,94928674,15655059,13386796
(주)좋은사람들,33340,17-Dec,119279327,99097030,-9909303,12647645,293879,27957115,71139915,-4941073,57938497,21619790,43853844
(주)주노콜렉션,221670,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)중앙디앤엠,51980,17-Dec,7155718,24219333,328712,567278,307802,11239021,12980312,-559016,2971012,11300754,-5112204
(주)중앙백신연구소,72020,17-Dec,31866534,81623823,4579465,9952256,61056,16947391,64676432,5546811,9592629,48257485,51100360
(주)중앙에너비스,440,17-Dec,70818896,60493562,1597262,109171,345907,15299436,45194126,642133,11541038,55393812,21685552
(주)지니뮤직,43610,17-Dec,155641712,139493909,-3401432,48143398,10413,48512460,90981449,2401672,35969695,19491671,-19522511
(주)지란지교시큐리티,208350,17-Dec,41763858,68111887,7765386,14864425,292995,20363795,47748092,8383243,11016495,31867665,5560516
(주)지씨셀,144510,17-Dec,45796227,55355541,1057277,39349522,0,7032093,48323448,1650256,8559737,11239454,6757661
(주)지어소프트,51160,17-Dec,100467714,26928765,-1397115,3912396,221661,19426056,7502709,896859,16805578,10249646,-27032162
(주)지에스이,53050,17-Dec,108460693,145461519,4943948,3050799,570367,82772457,62689062,6385778,15880492,115418999,22948965
(주)지에스홈쇼핑,28150,17-Dec,1086288130,1425154432,102719291,192242632,222666,361278898,1063875535,141292560,829359184,670187471,953664292
(주)지엔씨에너지,119850,17-Dec,96667918,114247941,5829872,16967060,280363,44489073,69758868,6699875,4462799,46366312,42045251
(주)지엔코,65060,17-Dec,143172561,289551147,-13585804,67318556,1284686,84825492,204725655,9951030,78295740,139357683,-2077666
(주)지유온,111820,17-Dec,27550274,90529008,867221,8460020,446664,8764360,81764648,1365372,10541538,14234375,13666487
(주)진로발효,18120,17-Dec,88458680,107030438,15498942,2019718,141552,16028244,91002194,19995014,2917302,29052357,86278224
(주)진매트릭스,109820,17-Dec,5189163,17743477,-1734513,1262785,97276,5798348,11945129,-1762234,3619210,6662531,-10835429
(주)진바이오텍,86060,17-Dec,55533770,59542775,1846735,5471937,0,21487220,38055555,2312141,7435266,28571364,16556131
(주)진성티이씨,36890,17-Dec,244350833,192429371,10018452,10123284,719400,89439567,102989804,18938632,21678101,67845773,74811864
(주)차바이오텍,85660,17-Dec,418882086,785602167,-45938569,111192586,8891515,376402685,409199482,-6703946,130753056,301891496,9566552
(주)창해에탄올,4650,17-Dec,216935119,383132532,12088782,9958104,4506417,201044311,182088221,12154713,46628630,267377024,99721172
(주)체리부로,66360,17-Dec,361252806,255024663,21136845,10716832,4994710,145845489,109179174,24556887,34493540,180370475,59675141
(주)초록뱀미디어,47820,17-Dec,58844075,111076858,-13339849,4707464,3630770,29174935,81901923,99110,8410217,68644291,-8107569
(주)초록뱀이앤엠,131100,17-Dec,24000916,30346571,-9567127,759433,1862681,24946944,5399628,-4434273,4561370,21597233,-49736592
(주)초록뱀컴퍼니,52300,17-Dec,32421565,118083662,3129900,1859894,2073504,34409650,83674011,1412124,5090364,102408762,7785308
(주)칩스앤미디어,94360,17-Dec,9055718,29007462,-2323250,6250835,0,2486200,26521263,-1512790,10568508,7972424,8786664
(주)카스,16920,17-Dec,139411042,116218525,1880608,10241905,2845758,79082572,37135953,6685122,35230036,49975743,18962080
(주)카이노스메드,220250,17-Dec,2178600,7587366,-2623801,4466209,116277,1439072,6148294,-2422211,4390867,722617,-41579467
(주)캐스텍코리아,71850,17-Dec,209549600,261098687,2890996,5189861,4246497,153962163,107136525,6659084,16924239,140273711,91665171
(주)캠시스,50110,17-Dec,424429402,256174816,-34424456,25310061,4697201,190498033,65676783,13720789,33300363,101913183,-44505057
(주)컴투스,78340,17-Dec,507987251,838310852,142375414,25792117,23117,77379483,760931368,194647099,262008154,70293241,559711452
(주)컴투스홀딩스,63080,17-Dec,106371848,338029216,8584611,10379369,1624764,93552469,244476747,-20133845,76192245,301595826,167660614
(주)케미메디,205290,17-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)케스피온,79190,17-Dec,71553015,110999149,-3325433,11472239,1804905,58702291,52296858,476434,16158097,66812143,-6232101
