회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),이자비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결)
(주)일승,333430,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)일신바이오베이스,68330,19-Dec,19635658,45626018,4748918,6087063,0,6146241,39479777,5214863,5657898,16641482,31300666
(주)일야,58450,19-Dec,30205987,43816892,-3345564,1182349,713499,33186854,10630038,-4135867,6471049,23173541,-5403588
(주)일지테크,19540,19-Dec,191126791,349635528,-4279362,11495957,5930727,230655529,118979999,-14582282,15809254,241649135,110924988
(주)일진파워,94820,19-Dec,182759457,148305572,11769340,32076003,66009,52299122,96006450,14363542,6379266,73166539,77708955
(주)잉크테크,49550,19-Dec,59078269,108136120,-2834245,2653694,2041031,72155727,35980393,-1319239,18700058,74116859,-44151997
(주)자비스,254120,19-Dec,17059979,29076599,-7321879,10105057,535608,13783795,15292805,-578255,5320171,9937960,-7351893
(주)자연과환경,43910,19-Dec,31709685,71998225,-2682157,15105941,528701,28059749,43938475,813590,5161390,32696467,-16888303
(주)장원테크,174880,19-Dec,94837169,167185271,-4995658,13154228,1964478,100372338,66812932,-3905704,11911812,129640431,36547046
(주)전우정밀,120780,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)정다운,208140,19-Dec,125822119,123003077,903577,3099966,2023313,72262461,50740616,3156217,15501575,77597194,34618232
(주)정상제이엘에스,40420,19-Dec,93567447,110789767,7673664,3510664,472002,46819162,63970605,13395135,12789404,92384068,35308521
(주)정원엔시스,45510,19-Dec,169191423,91101662,797403,1866332,371047,52348538,38753123,1766492,9087497,23455609,4779217
(주)제낙스,65620,19-Dec,3600677,24780625,-10701954,2124028,2065102,23301868,1478757,-8745753,7933034,20396853,-99582602
(주)제넥신,95700,19-Dec,11303045,358176683,-16509197,20408646,4585177,61267262,296909421,-44536068,51989359,262359939,-176850808
(주)제넨바이오,72520,19-Dec,21968100,90027263,-46743970,20211687,3724161,65910352,24116911,-16480822,16943521,53445161,-106052423
(주)제노레이,122310,19-Dec,65105755,78518323,13240019,14519303,243216,18931917,59586406,14668169,14527913,19511338,35492610
(주)제노포커스,187420,19-Dec,14941514,90202499,-5522405,13056123,249068,34123364,56079134,-2877734,6573178,59136968,-6229826
(주)제닉,123330,19-Dec,52261355,58148662,-11959235,9063087,1299608,31009064,27139598,-5026610,11038716,31024866,2697631
(주)제로투세븐,159580,19-Dec,213550382,127737817,9326238,9583218,888612,54919405,72818412,11241650,79755648,57243905,-52835
(주)제우스,79370,19-Dec,323487856,381353568,14176254,41338706,1805447,152527083,228826484,18187673,63676256,135383887,182929284
(주)제이브이엠,54950,19-Dec,110144570,180112579,5800049,3041340,156298,56503119,123609460,10461825,28677479,98541119,87025864
(주)제이스텍,90470,19-Dec,126892960,152785429,1054683,9256899,156866,23216216,129569213,398928,17181655,90971444,119403448
(주)제이시스메디칼,287410,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)제이앤티씨,204270,19-Dec,386150387,443616096,87692890,103292354,1654158,151292538,292323558,95471193,25938653,246138537,219941379
(주)제이에스티나,26040,19-Dec,96140824,82018191,-33441723,3113217,346926,36712626,45305565,-28539486,81938384,41290960,13020245
(주)제이엘케이,322510,19-Dec,229534,38698295,-10644155,16019998,52579,2397575,36300721,-10793760,10966807,2071324,-25338899
(주)제이와이피엔터테인먼트,35900,19-Dec,155435845,207839679,31220338,38658746,49145,45489735,162349944,43458525,32618323,91582136,75507992
(주)제이웨이,58420,19-Dec,11406518,21075399,-3039308,3462926,302277,8287974,12787425,-1247159,3069880,8899630,-27624295
(주)제이티,89790,19-Dec,42388224,57029871,3787410,17992321,501521,30331442,26698429,6153285,5447913,18879079,2112808
(주)제일바이오,52670,19-Dec,22986005,34648173,2042942,5548593,1181,3030358,31617815,520098,4357132,6549289,12806994
(주)제일테크노스,38010,19-Dec,167024919,159138352,4299304,5893027,1382714,82807346,76331006,4897130,14514960,94137752,57957443
(주)제주반도체,80220,19-Dec,162112446,224203060,-4870020,49720846,5349816,134416699,89786361,6146949,21779552,53535114,10020007
(주)제테마,216080,19-Dec,13300388,62286133,-14724378,3030370,0,28348568,33937565,-10734910,16861876,40009040,-34792130
(주)젬백스&카엘,82270,19-Dec,42663508,163178085,-92102864,55352354,4754535,68226154,94951931,-8397520,23045860,52361962,-209099747
(주)젬백스링크,64800,19-Dec,95068907,187733153,3365933,4723568,2510704,55097761,132635392,5871845,24042127,128732324,-277770
(주)조이시티,67000,19-Dec,103135835,64930897,-1895238,10300788,169777,39908902,25021995,8547462,94588372,25772419,3910260
(주)좋은사람들,33340,19-Dec,126695428,110237930,-10376626,2075720,651088,33203825,77034105,-9191370,70832882,34833278,30275230
(주)중앙디앤엠,51980,19-Dec,9780750,34959637,-7951033,1915479,395415,10503656,24455981,-8514820,6220981,12664241,-15772768
(주)중앙백신연구소,72020,19-Dec,32902915,96567450,1854213,13397990,130861,10200164,86367286,2712903,11239048,54217381,55393445
(주)중앙에너비스,440,19-Dec,65702344,61575390,615333,164626,412923,16451398,45123992,638178,11142350,56899800,21573653
(주)지노믹트리,228760,19-Dec,281626,113725029,-10267441,42899593,0,4904387,108820641,-10308127,9857062,11666912,-20347076
(주)지니뮤직,43610,19-Dec,230468779,233880648,7314177,25356133,297170,81194527,152686121,8127068,57291528,87468508,-6496116
(주)지니틱스,303030,19-Dec,54945069,42753858,446199,8369103,136788,14149155,28604703,5429890,10570731,11068137,215557
(주)지란지교시큐리티,208350,19-Dec,60829853,98467430,4508348,15751795,168204,22189308,76278122,3428449,20053888,47036532,8467520
(주)지씨셀,144510,19-Dec,57895110,68064636,-2232943,16858127,245770,20201476,47863159,-3254149,17659131,45199072,2873455
(주)지어소프트,51160,19-Dec,159566747,43117466,-1480873,4604099,519337,33617282,9500184,-129606,39351277,23672078,-28203136
(주)지에스이,53050,19-Dec,136363228,159269231,4293621,3919995,444471,90135859,69133372,5593577,18543646,124804510,29393276
(주)지에스홈쇼핑,28150,19-Dec,1230358735,1446961556,109755435,152782789,92433,299764978,1147196578,121125757,686740545,775887897,1112609841
(주)지엔씨에너지,119850,19-Dec,168346052,142435514,8129796,12297124,504883,49407711,93027804,9064782,8643407,54468877,55883332
(주)지엔코,65060,19-Dec,155909866,248155717,-21604307,5841010,5193904,100673877,147481839,-7597802,86143944,129450981,-63968798
(주)지유온,111820,19-Dec,4222230,25081604,-9811319,4715893,206799,24749397,332207,-2286842,5433823,8135090,-71987484
(주)지티지웰니스,219750,19-Dec,30274164,40400462,-5142121,989888,855688,25852063,14548398,-4589381,18809731,20729416,-5572672
(주)진로발효,18120,19-Dec,88418165,91083610,14256666,6298846,34301,11687714,79395896,16490054,3049839,35945487,96542922
(주)진매트릭스,109820,19-Dec,5050418,28455836,-1173032,5981945,573559,13206468,15249368,-2354697,4141836,12688861,-15462437
(주)진바이오텍,86060,19-Dec,58244821,67932582,-27167,5623641,0,24601967,43330615,841408,8857931,24070458,19303384
(주)진성티이씨,36890,19-Dec,355564462,275526028,22006287,29804080,2884828,135853299,139672730,29925877,32759414,103825865,110258690
(주)차바이오텍,85660,19-Dec,534611812,1162923422,52368083,117357565,11400096,496625077,666298345,5837297,174280204,653773153,115658946
(주)창해에탄올,4650,19-Dec,187283715,193042599,10765168,6780825,4237967,66240955,126801643,8878760,31951389,142915470,117683871
(주)천보,278280,19-Dec,135310691,235236916,23052431,6970793,443318,24633259,210603657,27195971,1918974,81993156,118210429
(주)체리부로,66360,19-Dec,301486507,280388592,-20564273,1763068,4813114,184503075,95885517,-14451894,31703928,216575889,28153048
(주)초록뱀미디어,47820,19-Dec,48519671,186524565,8243682,11851738,2077058,80231139,106293426,1401878,4045083,154215415,8433830
(주)초록뱀컴퍼니,52300,19-Dec,18023834,142431125,-17710635,822836,3920232,55461493,86969632,-3768654,5355701,125170476,-13276112
(주)칩스앤미디어,94360,19-Dec,16148210,35860269,4521550,2678037,0,3766816,32093453,3594632,12553578,9245538,14812701
(주)카나리아바이오,16790,19-Dec,118172502,97377192,3244667,1835905,1012021,37921585,59455607,6132969,11989254,22472790,47155321
(주)카스,16920,19-Dec,135786057,129321340,2953775,4082480,2282787,87004138,42317203,3731483,35143325,58814028,22972415
(주)카이노스메드,284620,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)캐리소프트,317530,19-Dec,9724378,21133741,-1956383,1954416,404821,3383563,17750178,-1713000,11437376,11909647,-3337670
(주)캐스텍코리아,71850,19-Dec,190066501,292991021,-5731533,5963442,4469919,171272718,121718304,-1924023,15044839,170403608,85069646
(주)캠시스,50110,19-Dec,684815526,432593959,4200251,73877254,4857729,300358573,132235387,16005131,42590604,157575524,2883450
(주)컴투스,78340,19-Dec,469293086,1004978011,109600865,35694606,286726,79534537,925443474,125954720,274456221,239434844,769744642
(주)컴투스홀딩스,63080,19-Dec,119860859,399323374,11814935,13057603,2834144,144488124,254835249,-17053325,84179662,363800752,177304969
(주)케스피온,79190,19-Dec,61412929,49571438,238266,4124324,882577,19719385,29852053,1094016,15006348,33567939,-24769482
(주)케어랩스,263700,19-Dec,68299520,127113197,529580,18057487,1901706,59641464,67471733,3615640,64683880,79573266,12262079
(주)케어젠,214370,19-Dec,64698623,231847041,28019474,21690264,0,14970962,216876079,35375014,18320134,54389135,270758345
(주)케이비지,318000,19-Dec,18525956,28156723,-1404532,2037379,116947,2471504,25685219,3016471,2211042,9948421,8440032
(주)케이사인,192250,19-Dec,26004244,66893962,3646323,13940904,280559,10714904,56179057,3782730,22221514,22795198,19202285
(주)케이씨씨건설,21320,19-Dec,1642515960,1039194851,28228638,298344373,6060621,661659130,377535721,58800590,63238142,233260799,240919304
(주)케이씨아이,36670,19-Dec,69641355,78286906,11414879,9781850,99733,13198941,65087965,14495579,9075966,35971687,57522710
(주)케이씨에스,115500,19-Dec,39517211,35524836,2828867,10776771,5481,14832238,20692597,3432710,3595364,5224985,11803176
(주)케이씨티,89150,19-Dec,20057539,58441872,859703,1323313,506231,21549440,36892432,1279271,3317571,51945459,20779164
(주)케이씨피드,25880,19-Dec,64298803,101474747,-6494753,13789102,1237403,49028192,52446555,-1708495,10991438,49580196,35362196
(주)케이아이엔엑스,93320,19-Dec,64639547,104862166,15675410,15739856,331051,20309497,84552669,16467445,14392211,49570167,71201223
(주)케이에스피,73010,19-Dec,29381172,44248244,1641249,4113402,436608,21473996,22774248,1835363,1735136,23884227,-60376954
(주)케이에이치바텍,60720,19-Dec,203636996,283444245,-11583401,17089769,3718512,98937818,184506428,6975754,21351623,160181080,131289624
(주)케이엑스이노베이션,122450,19-Dec,258032976,747993901,24602566,58525966,6265753,255138478,492855424,44892260,64762730,606355126,169294882
(주)케이엑스하이텍,52900,19-Dec,58957832,75446942,2221265,8583703,179967,11781675,63665268,5243475,8433822,46841910,-4187647
(주)케이엔더블유,105330,19-Dec,92972246,67088750,-6288173,3922264,564061,33568341,33520409,-3367589,12639940,26856274,16212816
(주)케이엔엔,58400,19-Dec,71120187,210159420,8126481,11683840,21132,13845411,196314009,7443644,20409584,152446531,118348478
(주)케이엔제이,272110,19-Dec,56310399,58574248,4441817,5208964,1436277,31753727,26820521,3830704,7266331,29840165,2761054
(주)케이엘넷,39420,19-Dec,38516789,44863627,3811868,4543383,297,8410493,36453134,4139211,7684359,29505706,22303977
(주)케이엠,83550,19-Dec,127562230,132219693,6394604,15091937,593430,47782061,84437633,7176116,16842421,59750749,59031258
(주)케이엠더블유,32500,19-Dec,682876301,427046658,102659893,49565781,5670335,210264016,216782641,136682726,81123188,113749305,61402116
(주)케이지모빌리언스,46440,19-Dec,192191691,450696702,17606275,91897029,4366998,213233471,237463230,34781044,57283977,141721422,112362070
(주)케이지이니시스,35600,19-Dec,956102654,1278010860,60026124,255122936,10684286,897284369,380726491,86145634,271074478,713563653,183280451
(주)케이티서브마린,60370,19-Dec,55167641,120947251,486032,5254883,380686,18451814,102495437,989724,5372907,99762912,69555718
(주)케이티알파,36030,19-Dec,322320928,279817890,1426363,37042897,411247,74768524,205049366,10709042,13418016,164124043,-35830863
(주)케이프,64820,19-Dec,351484046,1949680859,8238048,19789809,6712075,1757161258,192519601,16569373,70592651,125082490,48304226
(주)케이피에스,256940,19-Dec,14191010,38650675,-346434,4403485,65971,8352894,30297782,-973014,4553733,12049234,2535860
(주)케이피에프,24880,19-Dec,376261557,415789843,7612659,28698304,8262044,253966721,161823122,16332723,33689667,134896866,108712312
(주)케이피엠테크,42040,19-Dec,17724886,162104920,-35339299,10684435,5353933,55290682,106814239,-10190708,9654732,111929326,-31530685
(주)케이피티유,54410,19-Dec,24269610,62232910,-764474,213053,724375,29344083,32888826,563030,2485135,50425733,23920706
(주)케일럼,258610,19-Dec,20471120,48622782,-1190805,3227274,1083025,15522761,33100021,563487,2911929,25301090,8438580
(주)켐온,217600,19-Dec,20914334,44622023,1929996,2613436,20285,7500463,37121560,1888000,2753398,26261256,9064181
(주)켐트로닉스,89010,19-Dec,403474312,294088094,16589112,33049843,5764550,194730980,99357114,26318609,42506532,156350065,39365412
(주)켐트로스,220260,19-Dec,43771231,68065771,282619,4539286,368813,23522582,44543188,2580565,3749692,46931468,15633151
(주)코너스톤네트웍스,33110,19-Dec,13584547,79716591,-52040317,2201513,2705786,43119249,36597342,-10888172,10668145,45140046,-127682589
(주)코다코,46070,19-Dec,223364645,330178369,-23437603,1893744,13917253,299787531,30390838,-10812830,27615486,250603785,-36454192
(주)코데즈컴바인,47770,19-Dec,35815190,71633747,6903733,7671716,379012,29236895,42396852,4513675,17220781,46699874,-30969863
(주)코디,80530,19-Dec,49308692,75932355,-7046096,7492791,4201328,48078062,27854293,44900,7418588,41976360,-39241666
(주)코디엠,224060,19-Dec,11785340,117030999,6060174,7191274,1054495,51419286,65611713,-4556376,6433498,94077826,-8384361
(주)코렌텍,104540,19-Dec,40189165,62778527,2505582,4132324,894244,32839667,29938860,3281527,21729098,26156946,-54151614
(주)코리아나화장품,27050,19-Dec,117202282,122298260,513457,10404840,545039,44749774,77548486,3066775,50064751,84114305,24945405
(주)코리아센터,290510,19-Dec,251498425,344866909,7018472,63904199,4852502,146722499,198144410,10769610,83661411,221512901,51269732
(주)코리아에스이,101670,19-Dec,13269092,35532474,-2141248,8136380,0,2976413,32556061,-2649716,4137544,15021274,24439808
(주)코맥스,36690,19-Dec,143101259,110179684,3900604,7155711,222809,40563571,69616113,6441842,22178640,33227459,43208976
(주)코메론,49430,19-Dec,66630535,153773823,14302685,25599015,132854,13299002,140474821,13906824,13077469,50957638,127890083
(주)코미코,183300,19-Dec,173461446,292076428,22816433,58530335,5433199,169946006,122130423,34516950,45896805,172267600,75054568
(주)코미팜,41960,19-Dec,35489960,125644473,-23266628,18888551,1908854,49478644,76165829,-5434417,16851412,78735109,-27018048
(주)코세스,89890,19-Dec,65578193,54005557,6243922,283103,762977,26911910,27093647,7666630,5919386,37109189,20288371
(주)코센,9730,19-Dec,58286145,84205795,-56783988,1344125,8129947,80999697,3206098,-3707716,9140868,51567425,-80381011
(주)코스나인,82660,19-Dec,18356749,51820707,-28904051,261821,2769132,38289373,13531334,-3248622,4488790,41460995,-95273017
(주)코스메카코리아,241710,19-Dec,347017988,350909520,4034208,15591450,3526000,178499752,172409769,8267036,55415868,212449848,52836947
(주)코스온,69110,19-Dec,109273819,239961867,-5169315,12679025,4394445,132029492,107932375,555276,19118191,144356894,2375868
(주)코썬바이오,204990,19-Dec,2695516,14760523,-50113733,520010,272732,9892003,4868520,-28487900,25575084,9587397,-57840081
(주)코아시아,45970,19-Dec,438868162,326298702,12280458,37847044,5475865,183950915,142347787,20494944,39244991,192602394,53588420
(주)코아시아옵틱스,196450,19-Dec,86156042,114274762,5706108,9397672,2330381,38714885,75559877,2870743,17530571,78702168,-82684695
(주)코엔텍,29960,19-Dec,71114061,198228800,24126961,34584027,374903,45423219,152805581,28446448,4137467,80020207,126526751
(주)코원플레이,56000,19-Dec,19805335,21161057,-3367747,5724515,125321,3788867,17372190,-3572682,9557103,2485612,-2635668
(주)코윈테크,282880,19-Dec,91102339,115217985,17134445,16520059,159323,11811539,103406446,20846672,6384544,25990156,33529041
(주)코이즈,121850,19-Dec,35464086,41096583,-993725,5039573,1022476,22865531,18231052,-2819177,6733623,23180300,-3614453
(주)코콤,15710,19-Dec,133903684,147422080,8217883,21529984,69319,29542034,117880046,13342571,24589244,73504663,93190734
(주)코텍,52330,19-Dec,285258696,353091372,30758976,96590807,0,35150978,317940394,33129377,37996715,111001009,239992540
(주)코퍼스코리아,322780,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)코프라,126600,19-Dec,182893389,156410475,8961752,22287622,523076,47298145,109112331,9139428,15042174,37760626,74262233
(주)큐로컴,40350,19-Dec,15051780,96606780,-24695815,984980,2585620,59007499,37599281,-11807598,16749318,91663942,-149512457
(주)큐로홀딩스,51780,19-Dec,25752114,49234096,-9124034,999709,2790489,24006378,25227718,782259,6035620,35095160,-95708432
(주)큐리언트,115180,19-Dec,0,20513537,-22697844,3732986,10489,3135071,17378466,-23169936,23169936,1604210,-93716155
(주)큐브엔터테인먼트,182360,19-Dec,29829672,32002669,986623,7065411,165790,14387028,17615641,960752,3596319,16343209,-5971412
(주)큐에스아이,66310,19-Dec,22679509,58462417,1104174,11347661,21192,3970668,54491749,416541,5097446,29473995,31034432
(주)크레버스,96240,19-Dec,174974828,193391054,11197345,29411524,1824065,105865953,87525102,22641001,152333827,135164593,11036490
(주)크리스에프앤씨,110790,19-Dec,259452905,277284707,24828971,49425843,648699,60276298,217008409,37707651,134026090,92753422,163676289
(주)크린앤사이언스,45520,19-Dec,118318802,115940770,8117118,3028497,776715,73718453,42222317,10881745,12801768,55343691,33732798
(주)클라우드에어,36170,19-Dec,13489259,102245082,-13773633,17536233,2592213,13931582,88313500,-9527,2879517,47959603,-24701855
(주)클래시스,214150,19-Dec,81133257,113657441,33393938,33976506,274170,25740866,87916576,41709475,22195676,56010299,57996804
(주)클리오,237880,19-Dec,250382613,236650518,2942265,25734513,1110299,91353625,145296892,18598524,118109004,95993107,78496155
(주)키이스트,54780,19-Dec,100245744,108361218,-10713546,12985635,305567,40347363,68013855,-1524810,15873069,47781374,-16502757
(주)타이거일렉,219130,19-Dec,35062583,60479814,1612870,13126846,49183,16819523,43660290,1460861,2799621,32623879,28614923
(주)탑엔지니어링,65130,19-Dec,1305900598,596075358,65760006,53050359,2204761,222587091,373488267,70635750,90943608,252684084,169353246
(주)탑코미디어,134580,19-Dec,32429047,29557322,-4326467,6128760,10046,5024013,24533309,-4476578,10878607,263413,8924314
(주)태광,23160,19-Dec,189754435,478658613,7408922,12964756,105252,44667107,433991506,2875221,19289219,195199615,394847551
(주)태성,323280,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)태양,53620,19-Dec,141821714,187680294,7366773,27569114,151893,29138149,158542145,7048199,14385717,116627346,148662877
(주)태웅,44490,19-Dec,374030762,993302352,-33804831,19188282,8184520,425068411,568233941,-30012424,37257535,597262886,342361394
(주)태웅로직스,124560,19-Dec,286073126,87503873,9561671,13475591,917554,46233977,41269896,14980613,23074279,13878265,29648550
(주)테라젠이텍스,66700,19-Dec,138083445,241498170,43967006,9895598,2976537,96171780,145326389,3705498,34008127,131402784,14292458
(주)테스,95610,19-Dec,178374964,247901531,9750000,58650625,44556,32982192,214919339,11749115,17717553,65404011,162099008
(주)테크윙,89030,19-Dec,186865006,379323830,11319610,15285925,4790763,190755480,188568350,24400095,39899508,210015340,126945301
(주)텔레칩스,54450,19-Dec,132195565,155740434,8315944,10772919,37664,52766471,102973964,7646362,51235280,75429830,84579568
(주)텔레필드,91440,19-Dec,56538905,58220186,4888415,4914779,1156443,31002753,27217433,5688535,12560703,14907231,10346417
(주)텔콘알에프제약,200230,19-Dec,56590831,129486701,-54961722,15727795,1835015,16361859,113124842,2995155,12155141,96893906,-62318890
(주)토박스코리아,215480,19-Dec,28366406,32130003,153171,1310238,648779,9414436,22715568,1123687,14182721,2323545,1405274
(주)토비스,51360,19-Dec,418881870,281164074,22081822,20823924,1498252,87081475,194082599,30657766,51785213,99267781,156258437
(주)토탈소프트뱅크,45340,19-Dec,11817222,21363966,2577419,6406612,95275,10130880,11233086,2429508,3137933,10240808,6243811
(주)톱텍,108230,19-Dec,167160373,451010686,210762,147275259,3745160,109147874,341862812,-6564372,27648895,175896850,261318828
(주)투비소프트,79970,19-Dec,40782024,86165522,-21468230,6815386,1674558,38440055,47725468,-10802300,28167573,43471731,-51987497
(주)트루윈,105550,19-Dec,29558743,56243073,-3176090,3476695,1472720,31406825,24836248,-3230131,5839173,36756231,-24286422
(주)특수건설,26150,19-Dec,193202917,172203512,784653,24745760,1378053,85694364,86509148,894458,11673585,68409795,29510307
(주)티라유텍,322180,19-Dec,28539531,34783878,2616116,5269863,255005,6350138,28433740,2220862,4693284,12541081,8177407
(주)티로보틱스,117730,19-Dec,51553281,78214298,-3373264,16589253,1406425,47870064,30344234,-3997571,13217754,37070156,-4345646
(주)티비씨,33830,19-Dec,49281263,121715439,5567951,1487695,10069,11054999,110660440,5247959,7856394,32193232,62546849
(주)티사이언티픽,57680,19-Dec,7690404,78017559,5290352,3949144,519381,23732326,54285233,2031391,2075569,64310705,-14217459
(주)티씨케이,64760,19-Dec,171378814,250869537,46830053,27712423,11140,30411608,220457929,59171215,15482565,95844541,208352258
(주)티앤알바이오팹,246710,19-Dec,1287126,27087660,-6250992,4723554,46013,2330497,24757163,-6859661,7468483,4210658,-20048997
(주)티에스넥스젠,43220,19-Dec,42661536,63428293,924485,10263715,2839394,28769940,34658353,3388671,7265802,33158570,-44106449
(주)티에스이,131290,19-Dec,191490314,263601878,15990194,26456967,595578,68776932,194824946,20664362,31465641,130599635,140473814
(주)티에스트릴리온,317240,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)티엘아이,62860,19-Dec,41981841,79837780,1086893,9865437,7198,5003855,74833924,253402,10675065,50430547,21422155
(주)티움바이오,321550,19-Dec,1113000,93456675,-7091426,2882959,19619,958276,92498400,-8019654,9132654,3019073,-29657074
(주)티케이케미칼,104480,19-Dec,620804114,680221627,9491938,8664054,8676529,408539887,271681740,9635619,27583494,466317825,78497743
(주)티티씨디펜스,309900,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)티플랙스,81150,19-Dec,131217033,151967840,2219506,3187891,1184162,53925058,98042782,3941478,5223935,80826271,45475238
(주)티피씨,130740,19-Dec,84685070,128699080,-2856259,8321881,2233432,61919595,66779485,535865,15436820,73235552,40252593
(주)티피씨메카트로닉스,48770,19-Dec,101092281,108184723,-4060322,7187995,2376125,80439397,27745326,174011,16056569,39257244,11764408
(주)파나진,46210,19-Dec,7950193,21786741,3504944,2463962,2456,1581968,20204773,-607899,5710358,11672638,-64876136
(주)파라다이스,34230,19-Dec,979432909,3470353602,6729907,221626614,52045850,1866151022,1604202581,51868334,87671195,2938157892,644256346
(주)파라텍,33540,19-Dec,126614043,123595723,-29633121,1012193,1277425,70499766,53095956,-37047419,11433569,64519200,45012292
(주)파루,43200,19-Dec,53144288,67704582,216001,5839387,181809,22082690,45621892,158353,11780775,38705181,-35193314
(주)파마리서치,214450,19-Dec,83871642,269925427,14850658,19737960,2343167,41501860,228423567,19062361,31043153,165452750,82783081
(주)파멥신,208340,19-Dec,0,161346976,-10158298,46217280,4244623,93563709,67783267,-10104255,10104255,25185460,-47117748
(주)파버나인,177830,19-Dec,103613096,127289836,-12583773,5350997,3198616,81887630,45402207,-4924268,11404899,90546217,21606311
(주)파세코,37070,19-Dec,180409668,111403564,8643056,14491176,262806,35586756,75816808,10781597,23953352,58419564,64772101
(주)파수,150900,19-Dec,35364081,47277311,-4500124,8839153,768349,30753707,16523604,-3621275,21053662,20455958,-10257371
(주)파워넷,37030,19-Dec,128553806,106275532,5418184,11860261,1725091,53169702,53105830,5156742,13755722,58541444,22480789
(주)파워로직스,47310,19-Dec,1107914323,411390411,54994898,35370361,1131699,171017514,240372897,50574513,57551406,202065385,80131830
(주)파이오링크,170790,19-Dec,35120293,53356218,5621734,20120997,54115,14685094,38671124,4152865,12588180,13593666,11630486
(주)파인디앤씨,49120,19-Dec,77522237,103603701,-3722370,1691732,1852374,58327837,45275863,-421576,8435071,70513663,3926689
(주)파인디지털,38950,19-Dec,96058312,106556674,-108749,7847478,11602,17194993,89361682,-216891,30673671,30695700,39535883
(주)파인테크닉스,106240,19-Dec,134292076,141853537,-2154808,8980343,1794009,58896753,82956785,6917682,9831277,89335523,-37289250
(주)파인텍,131760,19-Dec,77881195,120241702,90323,5740627,3057012,57626373,62615329,3554682,12411283,66730473,-29186186
(주)파커스,65690,19-Dec,100770338,117947379,-3785758,13951737,1217290,35245098,82702281,-4129339,9734101,52382609,69008963
(주)파크시스템스,140860,19-Dec,51973742,60509518,8506309,11581122,65795,16146222,44363296,8035712,26163497,6272040,26220968
(주)파트론,91700,19-Dec,1254596912,520807910,64151886,43191115,1433313,118690365,402117545,105172046,82839854,305632896,364470552
(주)팍스넷,38160,19-Dec,10679469,78950571,-29969290,2771635,3575166,65723167,13227404,-16158578,26838047,26838200,-12920536
(주)팜스빌,318010,19-Dec,29952152,67813318,7235997,6691872,4415,12306040,55507278,7106736,15183744,22930891,29366435
(주)팜스토리,27710,19-Dec,970847162,641303796,-13759043,36074497,13840730,472440486,168863310,14771956,89000029,224097112,72287195
(주)팬스타엔터프라이즈,54300,19-Dec,37189141,67456477,920134,4486296,797890,26364610,41091868,1592327,4364539,42272826,-37563549
(주)팬엔터테인먼트,68050,19-Dec,40218963,77504362,1133304,1449166,458431,29706898,47797465,1074326,2372525,57536187,2316593
(주)팬젠,222110,19-Dec,2881329,39082939,-8937571,4363337,1214409,20656553,18426386,-7978023,5880662,13475547,-34436480
(주)펄어비스,263750,19-Dec,535936506,867391015,157651214,176366336,6295454,278374338,589016677,150603492,385333015,417262038,389231287
(주)펩트론,87010,19-Dec,1801119,60985838,-17717555,2450068,0,32899826,28086013,-12703568,13360216,42128415,-48526030
(주)포메탈,119500,19-Dec,51552409,62692670,2202168,976221,215432,17961433,44731237,2146972,3857078,46780016,31138483
(주)포스코아이씨티,22100,19-Dec,969787010,675419400,39675368,97735816,218821,309150208,366269191,48101225,83636890,221590394,68712827
(주)포스코엠텍,9520,19-Dec,288697939,129016970,10576708,1443562,9041,39056699,89960271,13060614,13535540,27472277,34902676
(주)포인트엔지니어링,256630,19-Dec,46664976,89912932,1133556,28154232,441024,23459135,66453796,4655179,9122081,48403181,43961447
(주)포커스에이치엔에스,331380,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)폴라리스세원,234100,19-Dec,81394444,81615938,3312198,10510558,1593805,37330117,44285821,6347206,9503807,43245765,19435665
(주)폴라리스오피스,41020,19-Dec,21048806,35218535,-7753316,4780065,117954,7131127,28087408,-5948733,26997539,17914517,-14220162
(주)폴라리스우노,114630,19-Dec,42427955,71963428,-473522,15567575,19694,4948470,67014958,-133412,7793132,30629252,31712911
(주)푸드나무,290720,19-Dec,64782146,56821288,4453856,18715510,18951,6059234,50762054,5467595,18467584,8279102,16328212
(주)푸드웰,5670,19-Dec,143937185,149502310,31984838,19985486,778405,66601657,82900653,8582865,13836684,65189490,72978333
(주)푸른기술,94940,19-Dec,23398104,35570056,597559,4931221,96063,6968063,28601993,372414,5222633,13703443,17882007
(주)퓨전,195440,19-Dec,16289844,55650352,-13731576,5670351,1488510,24622106,31028245,-10431975,12045787,30247421,-27355675
