종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"068400","AJ렌터카 ","14550","-450","-3.00","860","16.92",,,"9426","1.54","0","0.00"
"006840","AK홀딩스 ","92300","2300","2.56","5549","16.63",,,"42221","2.19","350","0.38"
"027410","BGF리테일 ","199000","9500","5.01","4238","46.96",,,"22686","8.77","600","0.30"
"138930","BNK금융지주 ","13750","350","2.61","3809","3.61",,,"20333","0.68","200","1.45"
"001460","BYC ","337000","-5000","-1.46","30221","11.15",,,"434980","0.77","800","0.24"
"001465","BYC우 ","163000","-8500","-4.96",,,,,,,"850","0.52"
"001040","CJ ","305500","13000","4.44","7375","41.42",,,"108643","2.81","950","0.31"
"079160","CJ CGV ","117000","500","0.43","787","148.67",,,"18048","6.48","350","0.30"
"000120","CJ대한통운 ","171500","1000","0.59","2510","68.33",,,"98141","1.75","0","0.00"
"011150","CJ씨푸드 ","4690","175","3.88","91","51.54",,,"1310","3.58","0","0.00"
"011155","CJ씨푸드1우 ","19450","-50","-0.26",,,,,,,"0","0.00"
"001045","CJ우 ","139000","3000","2.21",,,,,,,"1000","0.72"
"097950","CJ제일제당 ","411000","2000","0.49","6530","62.94",,,"206344","1.99","2000","0.49"
"097955","CJ제일제당 우 ","245500","-1000","-0.41",,,,,,,"2050","0.84"
"037560","CJ헬로비전 ","12850","200","1.58","332","38.70",,,"11653","1.10","75","0.58"
"000590","CS홀딩스 ","78900","-300","-0.38","6412","12.31",,,"165649","0.48","0","0.00"
"139130","DGB금융지주 ","11200","300","2.75","1714","6.53",,,"21797","0.51","320","2.86"
"004840","DRB동일 ","13000","50","0.39","2321","5.60",,,"14629","0.89","60","0.46"
"155660","DSR ","3515","15","0.43","423","8.31",,,"6948","0.51","30","0.85"
"069730","DSR제강 ","3440","-30","-0.86","507","6.79",,,"7555","0.46","30","0.87"
"017940","E1 ","69000","1300","1.92","7096","9.72",,,"166331","0.41","2000","2.90"
"007700","F&F ","17150","-350","-2.00","908","18.89",,,"12307","1.39","150","0.87"
"114090","GKL ","30100","-300","-0.99","1884","15.98",,,"6974","4.32","1002","3.33"
"078930","GS ","45400","200","0.44",,,,,"62374","0.73","1200","2.64"
"006360","GS건설 ","26100","200","0.77",,,,,"46070","0.57","0","0.00"
"001250","GS글로벌 ","7150","100","1.42","320","22.34",,,"11121","0.64","125","1.75"
"007070","GS리테일 ","52200","2700","5.45","1445","36.12",,,"21838","2.39","600","1.15"
"078935","GS우 ","31150","0","0.00",,,,,,,"1250","4.01"
"035000","GⅡR ","8960","-40","-0.44","597","15.01",,,"7568","1.18","200","2.23"
"001500","HMC투자증권 ","10600","150","1.44","225","47.11",,,"22972","0.46","150","1.42"
"011420","IB월드와이드 ","3500","10","0.29",,,,,"1183","2.96","0","0.00"
"003560","IHQ ","2780","165","6.31",,,,,"794","3.50","0","0.00"
"175330","JB금융지주 ","6420","-20","-0.31","5281","1.22",,,"14769","0.43","100","1.56"
"001060","JW중외제약 ","30650","1050","3.55","42","729.76",,,"13473","2.27","125","0.41"
"001067","JW중외제약2우B ","30200","800","2.72",,,,,,,"125","0.41"
"001065","JW중외제약우 ","29500","700","2.43",,,,,,,"150","0.51"
"096760","JW홀딩스 ","7950","500","6.71",,,,,"1777","4.47","25","0.31"
"105560","KB금융 ","36800","150","0.41","3626","10.15",,,"70700","0.52","780","2.12"
"002550","KB손해보험 ","28200","600","2.17","2686","10.50",,,"29141","0.97","500","1.77"
"002380","KCC ","489500","4500","0.93","33250","14.72",,,"589064","0.83","9000","1.84"
"009070","KCTC ","3515","-95","-2.63","555","6.33",,,"5438","0.65","30","0.85"
"009440","KC그린홀딩스 ","8510","-190","-2.18","111","76.67",,,"6479","1.31","50","0.59"
"119650","KC코트렐 ","7650","-10","-0.13",,,,,"6032","1.27","0","0.00"
"092220","KEC ","1320","0","0.00","89","14.83",,,"2490","0.53","0","0.00"
"109070","KGP ","2840","45","1.61",,,,,"275","10.33","0","0.00"
"001390","KG케미칼 ","21900","0","0.00","1275","17.18",,,"18227","1.20","350","1.60"
"001940","KISCO홀딩스 ","69000","2800","4.23","1665","41.44",,,"177506","0.39","900","1.30"
"083420","KPX그린케미칼 ","4790","-140","-2.84","649","7.38",,,"5791","0.83","160","3.34"
"025000","KPX케미칼 ","56700","400","0.71","8243","6.88",,,"77767","0.73","1750","3.09"
"092230","KPX홀딩스 ","73800","-1000","-1.34","6713","10.99",,,"127291","0.58","2100","2.85"
"000040","KR모터스 ","1095","20","1.86",,,,,"385","2.84","0","0.00"
"044450","KSS해운 ","17650","0","0.00","1815","9.72",,,"15902","1.11","200","1.13"
"030200","KT ","30600","400","1.32",,,,,"39604","0.77","0","0.00"
"033780","KT&G ","110000","3000","2.80","6558","16.77",,,"41012","2.68","3400","3.09"
"030210","KTB투자증권 ","3995","135","3.50",,,,,"5330","0.75","0","0.00"
"058850","KTcs ","4220","70","1.69","334","12.63",,,"3357","1.26","120","2.84"
"093050","LF ","35000","600","1.74","2772","12.63",,,"33599","1.04","500","1.43"
"003550","LG ","58000","1300","2.29","4804","12.07",,,"69664","0.83","1000","1.72"
"034220","LG디스플레이 ","22100","-600","-2.64","2527","8.75",,,"31948","0.69","500","2.26"
"001120","LG상사 ","28800","-350","-1.20",,,,,"36809","0.78","300","1.04"
"068870","LG생명과학 ","70500","3000","4.44",,,,,"14817","4.76","0","0.00"
"068875","LG생명과학우 ","44000","150","0.34",,,,,,,"0","0.00"
"051900","LG생활건강 ","857000","5000","0.59","20842","41.12",,,"92417","9.27","4000","0.47"
"051905","LG생활건강우 ","399000","-2500","-0.62",,,,,,,"4050","1.02"
"003555","LG우 ","36200","150","0.42",,,,,,,"1050","2.90"
"032640","LG유플러스 ","11550","700","6.45","523","22.08",,,"9567","1.21","150","1.30"
"011070","LG이노텍 ","81600","2200","2.77","4761","17.14",,,"71681","1.14","250","0.31"
"066570","LG전자 ","40600","-250","-0.61","2213","18.35",,,"64808","0.63","400","0.99"
"066575","LG전자우 ","22300","-50","-0.22",,,,,,,"450","2.02"
"108670","LG하우시스 ","177000","500","0.28","6456","27.42",,,"82637","2.14","1800","1.02"
"108675","LG하우시스우 ","86300","1300","1.53",,,,,,,"1850","2.14"
"051910","LG화학 ","250000","-1000","-0.40","11798","21.19",,,"164275","1.52","4000","1.60"
"051915","LG화학우 ","183000","1000","0.55",,,,,,,"4050","2.21"
"006260","LS ","39200","500","1.29","1620","24.20",,,"74691","0.52","1250","3.19"
"000680","LS네트웍스 ","4195","125","3.07","7","599.29",,,"9761","0.43","10","0.24"
"000687","LS네트웍스전환상환2우B ","4610","90","1.99",,,,,,,"327","7.09"
"010120","LS산전 ","52200","500","0.97","3642","14.33",,,"33098","1.58","1300","2.49"
"023150","MH에탄올 ","13300","-100","-0.75",,,,,"7154","1.86","200","1.50"
"035420","NAVER ","523000","5000","0.97","15277","34.23",,,"54486","9.60","782","0.15"
"181710","NHN엔터테인먼트 ","56800","500","0.89","3249","17.48",,,"64963","0.87","0","0.00"
"005940","NH투자증권 ","10850","200","1.88","388","27.96",,,"14550","0.75","160","1.47"
"005945","NH투자증권우 ","7200","-20","-0.28",,,,,,,"210","2.92"
"034310","NICE ","22250","-300","-1.33","848","26.24",,,"11795","1.89","110","0.49"
"008260","NI스틸 ","2620","-20","-0.76","186","14.09",,,"2552","1.03","50","1.91"
"004250","NPC ","6300","300","5.00","644","9.78",,,"4404","1.43","70","1.11"
"004255","NPC우 ","3125","-40","-1.26",,,,,,,"75","2.40"
"010060","OCI ","97000","700","0.73",,,,,"116845","0.83","200","0.21"
"005490","POSCO ","196500","-1500","-0.76","7432","26.44",,,"476991","0.41","8000","4.07"
"100840","S&TC ","21000","500","2.44","1590","13.21",,,"29319","0.72","500","2.38"
"064960","S&T모티브 ","63600","-200","-0.31","4371","14.55",,,"40062","1.59","800","1.26"
"003570","S&T중공업 ","11600","-50","-0.43","85","136.47",,,"20149","0.58","100","0.86"
"036530","S&T홀딩스 ","23100","250","1.09","1999","11.56",,,"37023","0.62","200","0.87"
