종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2580","0","0.00",,,,,"846","3.05","0","0.00"
"095570","AJ네트웍스 ","5380","180","3.46","478","11.26",,,"5613","0.96","0","0.00"
"068400","AJ렌터카 ","9640","770","8.68","791","12.19",,,"10172","0.95","0","0.00"
"006840","AK홀딩스 ","56400","-1300","-2.25",,,,,"42342","1.33","500","0.89"
"054620","AP시스템 ","27850","0","0.00","412","67.60",,,"4548","6.12","0","0.00"
"211270","AP위성 ","8310","0","0.00","904","9.19",,,"3857","2.15","0","0.00"
"027410","BGF리테일 ","102000","-4000","-3.77","3121","32.68",,,"15615","6.53","1200","1.18"
"138930","BNK금융지주 ","8680","10","0.12","1890","4.59",,,"22104","0.39","150","1.73"
"001460","BYC ","377500","-500","-0.13","20803","18.15",,,"450114","0.84","850","0.23"
"001465","BYC우 ","163000","-1500","-0.91",,,,,,,"900","0.55"
"032040","C&S자산관리 ","2390","-115","-4.59",,,,,"2120","1.13","125","5.23"
"001040","CJ ","172500","500","0.29","7242","23.82",,,"114710","1.50","1350","0.78"
"079160","CJ CGV ","74700","-1300","-1.71","2455","30.43",,,"19899","3.75","350","0.47"
"130960","CJ E&M ","78100","2300","3.03","1409","55.43",,,"40058","1.95","200","0.26"
"000120","CJ대한통운 ","172500","1500","0.88","2636","65.44",,,"101842","1.69","0","0.00"
"011150","CJ씨푸드 ","3390","-30","-0.88","71","47.75",,,"1384","2.45","0","0.00"
"011155","CJ씨푸드1우 ","21750","-50","-0.23",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","193900","2900","1.52","14073","13.78",,,"146709","1.32","2500","1.29"
"001045","CJ우 ","71200","-200","-0.28",,,,,,,"1400","1.97"
"097950","CJ제일제당 ","364500","1000","0.28","13401","27.20",,,"216981","1.68","2500","0.69"
"097955","CJ제일제당 우 ","158000","500","0.32",,,,,,,"2550","1.61"
"051500","CJ프레시웨이 ","32050","-200","-0.62","915","35.03",,,"17380","1.84","200","0.62"
"037560","CJ헬로비전 ","8800","-120","-1.35","772","11.40",,,"12282","0.72","75","0.85"
"058820","CMG제약 ","3500","-50","-1.41",,,,,"501","6.99","0","0.00"
"023460","CNH ","1475","10","0.68","72","20.49",,,"2521","0.59","15","1.02"
"065770","CS ","1995","0","0.00",,,,,"814","2.45","0","0.00"
"083660","CSA 코스믹 ","4110","270","7.03","34","120.88",,,"1681","2.44","0","0.00"
"000590","CS홀딩스 ","83200","0","0.00","18834","4.42",,,"177390","0.47","0","0.00"
"139130","DGB금융지주 ","10400","100","0.97","1759","5.91",,,"20624","0.50","280","2.69"
"068790","DMS ","10600","300","2.91","588","18.03",,,"4084","2.60","0","0.00"
"004840","DRB동일 ","11050","150","1.38","2323","4.76",,,"16050","0.69","60","0.54"
"241520","DSC인베스트먼트 ","5050","-330","-6.13","100","50.50",,,"475","10.63","0","0.00"
"155660","DSR ","9100","-160","-1.73","621","14.65",,,"7546","1.21","50","0.55"
"069730","DSR제강 ","12700","50","0.40","685","18.54",,,"8199","1.55","40","0.31"
"017940","E1 ","56900","300","0.53","1725","32.99",,,"167698","0.34","2600","4.57"
"037370","EG ","9340","10","0.11",,,,,"6995","1.34","50","0.54"
"079190","EMW ","2740","0","0.00",,,,,"1607","1.71","0","0.00"
"007700","F&F ","23700","1400","6.28","808","29.33",,,"12964","1.83","200","0.84"
"130500","GH신소재 ","3790","-75","-1.94","262","14.47",,,"3540","1.07","90","2.37"
"114090","GKL ","21350","-50","-0.23","1483","14.40",,,"7376","2.89","831","3.89"
"032860","GMR 머티리얼즈 ","812","4","0.50",,,,,,,"0","0.00"
"078930","GS ","55500","1200","2.21","5198","10.68",,,"66746","0.83","1500","2.70"
"083450","GST ","6350","30","0.47","598","10.62",,,"5802","1.09","0","0.00"
"006360","GS건설 ","29800","700","2.41","363","82.09",,,"46258","0.64","0","0.00"
"001250","GS글로벌 ","3035","0","0.00",,,,,"6368","0.48","0","0.00"
"007070","GS리테일 ","52600","-1200","-2.23","2133","24.66",,,"23281","2.26","850","1.62"
"078935","GS우 ","34400","50","0.15",,,,,,,"1550","4.51"
"028150","GS홈쇼핑 ","215700","-1200","-0.55","12614","17.10",,,"139420","1.55","5200","2.41"
"078150","HB테크놀러지 ","4495","-45","-0.99","90","49.94",,,"1122","4.01","0","0.00"
"001500","HMC투자증권 ","9980","-20","-0.20","1716","5.82",,,"24542","0.41","450","4.51"
"036640","HRS ","4080","-20","-0.49","257","15.88",,,"4414","0.92","30","0.74"
"225430","IBKS제3호스팩 ","2005","0","0.00",,,,,,,"0","0.00"
"254120","IBKS제5호스팩 ","1995","-10","-0.50",,,,,,,"0","0.00"
"252500","IBKS지엠비스팩 ","2005","5","0.25",,,,,,,"0","0.00"
"003560","IHQ ","1855","5","0.27","39","47.56",,,"1489","1.25","0","0.00"
"095340","ISC ","16550","-400","-2.36","833","19.87",,,"10642","1.56","250","1.51"
"099520","ITX엠투엠 ","2185","45","2.10",,,,,"1498","1.46","0","0.00"
"175330","JB금융지주 ","5680","-10","-0.18","881","6.45",,,"13767","0.41","50","0.88"
"234080","JW생명과학 ","29450","-50","-0.17","1625","18.12",,,"10462","2.81","808","2.74"
"067290","JW신약 ","7340","-180","-2.39","7","1048.57",,,"1030","7.13","50","0.68"
"001060","JW중외제약 ","46550","-850","-1.79","118","394.49",,,"12444","3.74","150","0.32"
"001067","JW중외제약2우B ","37000","-700","-1.86",,,,,,,"150","0.41"
"001065","JW중외제약우 ","23450","-100","-0.42",,,,,,,"175","0.75"
"096760","JW홀딩스 ","7990","-180","-2.20","2","3995.00",,,"1865","4.28","45","0.56"
"035900","JYP Ent. ","5130","-150","-2.84","102","50.29",,,"1715","2.99","0","0.00"
"105560","KB금융 ","46900","1050","2.29","4396","10.67",,,"74234","0.63","980","2.09"
"002550","KB손해보험 ","26350","200","0.76","3117","8.45",,,"34678","0.76","400","1.52"
"024120","KB오토시스 ","8230","0","0.00","470","17.51",,,"5650","1.46","200","2.43"
"021960","KB캐피탈 ","26800","800","3.08","2817","9.51",,,"26928","1.00","500","1.87"
"002380","KCC ","346500","500","0.14","18730","18.50",,,"554909","0.62","9000","2.60"
"021320","KCC건설 ","8950","230","2.64",,,,,"13972","0.64","0","0.00"
"036670","KCI ","8200","30","0.37","500","16.40",,,"3919","2.09","130","1.59"
"009070","KCTC ","3390","15","0.44","296","11.45",,,"5678","0.60","35","1.03"
"009440","KC그린홀딩스 ","7490","60","0.81","615","12.18",,,"6859","1.09","80","1.07"
"119650","KC코트렐 ","6070","-50","-0.82",,,,,"5122","1.19","0","0.00"
"044180","KD건설 ","450","-10","-2.17","2","225.00",,,"99","4.55","0","0.00"
"092220","KEC ","1035","10","0.98","13","79.62",,,"2181","0.47","0","0.00"
"151860","KG ETS ","3455","5","0.14","566","6.10",,,"3804","0.91","100","2.89"
"109070","KGP ","677","-17","-2.45",,,,,"268","2.53","0","0.00"
"046440","KG모빌리언스 ","7030","-50","-0.71","369","19.05",,,"6141","1.14","150","2.13"
"035600","KG이니시스 ","11300","300","2.73",,,,,"5880","1.92","200","1.77"
"001390","KG케미칼 ","14100","150","1.08","1566","9.00",,,"17281","0.82","350","2.48"
"060720","KH바텍 ","13600","-100","-0.73","1069","12.72",,,"14157","0.96","300","2.21"
"001940","KISCO홀딩스 ","60900","600","1.00","14283","4.26",,,"190722","0.32","900","1.48"
"083470","KJ프리텍 ","4200","-300","-6.67","245","17.14",,,"2403","1.75","0","0.00"
"122450","KMH ","8100","-70","-0.86","699","11.59",,,"7426","1.09","0","0.00"
"052900","KMH하이텍 ","1670","60","3.73","15","111.33",,,"1028","1.62","0","0.00"
"058400","KNN ","1195","-70","-5.53","53","22.55",,,"1319","0.91","25","2.09"
"083420","KPX그린케미칼 ","4350","40","0.93","177","24.58",,,"5797","0.75","160","3.68"
"114450","KPX생명과학 ","4435","20","0.45","359","12.35",,,"3793","1.17","0","0.00"
"025000","KPX케미칼 ","65200","100","0.15","6968","9.36",,,"82337","0.79","1750","2.68"
"092230","KPX홀딩스 ","64000","600","0.95","8324","7.69",,,"131838","0.49","2100","3.28"
"000040","KR모터스 ","787","-14","-1.75",,,,,"390","2.02","0","0.00"
"044450","KSS해운 ","8950","160","1.82","1016","8.81",,,"9154","0.98","260","2.91"
"030200","KT ","30450","0","0.00","2258","13.49",,,"41534","0.73","500","1.64"
"033780","KT&G ","102500","0","0.00","8222","12.47",,,"45224","2.27","3400","3.32"
"030210","KTB투자증권 ","3030","25","0.83","379","7.99",,,"5955","0.51","0","0.00"
"036030","KTH ","7350","-20","-0.27","203","36.21",,,"5651","1.30","0","0.00"
"058850","KTcs ","2590","-10","-0.38","296","8.75",,,"3453","0.75","100","3.86"
"043610","KT뮤직 ","3780","25","0.67","81","46.67",,,"1429","2.65","0","0.00"
