종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"068400","AJ렌터카 ","16050","350","2.23","813","19.74",,,"8589","1.87","0","0.00"
"006840","AK홀딩스 ","65900","500","0.76","7296","9.03",,,"36611","1.80","200","0.30"
"027410","BGF리테일 ","62700","1300","2.12","2858","21.94",,,"7860","7.98","400","0.64"
"138930","BS금융지주 ","14900","300","2.05","1528","9.75",,,"17557","0.85","280","1.88"
"001460","BYC ","230000","0","0.00","24570","9.36",,,"414146","0.56","750","0.33"
"001465","BYC우 ","99800","-100","-0.10",,,,,,,"800","0.80"
"001040","CJ ","140000","-3000","-2.10","5280","26.52",,,"103118","1.36","950","0.68"
"079160","CJ CGV ","48300","500","1.05","613","78.79",,,"17591","2.75","350","0.72"
"000120","CJ대한통운 ","120500","2500","2.12",,,,,"97222","1.24","0","0.00"
"011150","CJ씨푸드 ","2545","30","1.19","177","14.38",,,"1232","2.07","0","0.00"
"011155","CJ씨푸드1우 ","7030","40","0.57",,,,,,,"0","0.00"
"001045","CJ우 ","74000","-100","-0.13",,,,,,,"1000","1.35"
"097950","CJ제일제당 ","344500","0","0.00","8293","41.54",,,"199891","1.72","1800","0.52"
"097955","CJ제일제당 우 ","158500","-1000","-0.63",,,,,,,"1850","1.17"
"037560","CJ헬로비전 ","14750","-100","-0.67","994","14.84",,,"11415","1.29","75","0.51"
"000590","CS홀딩스 ","70000","200","0.29","6959","10.06",,,"153699","0.46","0","0.00"
"139130","DGB금융지주 ","15150","50","0.33","1777","8.53",,,"20208","0.75","280","1.85"
"004840","DRB동일 ","13600","-100","-0.73","2366","5.75",,,"12922","1.05","40","0.29"
"155660","DSR ","4040","5","0.12","451","8.96",,,"6520","0.62","30","0.74"
"069730","DSR제강 ","4025","120","3.07","126","31.94",,,"7038","0.57","30","0.75"
"017940","E1 ","68200","200","0.29","6462","10.55",,,"161614","0.42","2000","2.93"
"007700","F&F ","8400","110","1.33","544","15.44",,,"11526","0.73","100","1.19"
"114090","GKL ","41600","150","0.36","2224","18.71",,,"6395","6.51","1179","2.83"
"078930","GS ","45100","850","1.92","3778","11.94",,,"69423","0.65","1350","2.99"
"006360","GS건설 ","33700","1100","3.37",,,,,"56156","0.60","0","0.00"
"001250","GS글로벌 ","9860","-10","-0.10","847","11.64",,,"11192","0.88","125","1.27"
"007070","GS리테일 ","24750","100","0.41","1546","16.01",,,"20969","1.18","450","1.82"
"078935","GS우 ","28150","450","1.62",,,,,,,"1400","4.97"
"035000","GⅡR ","8060","10","0.12","738","10.92",,,"7298","1.10","200","2.48"
"001500","HMC투자증권 ","10200","240","2.41",,,,,"22736","0.45","0","0.00"
"011420","IB월드와이드 ","2400","0","0.00",,,,,"1095","2.19","0","0.00"
"003560","IHQ ","2650","0","0.00","3","883.33",,,"882","3.00","0","0.00"
"175330","JB금융지주 ","7410","70","0.95","406","18.25",,,"11789","0.63","100","1.35"
"001060","JW중외제약 ","16550","450","2.80","173","95.66",,,"14334","1.15","125","0.76"
"001067","JW중외제약2우B ","15850","-300","-1.86",,,,,,,"125","0.79"
"001065","JW중외제약우 ","11500","-350","-2.95",,,,,,,"150","1.30"
"096760","JW홀딩스 ","2640","90","3.53","350","7.54",,,"2050","1.29","25","0.95"
"105560","KB금융 ","35200","-250","-0.71","3263","10.79",,,"66398","0.53","500","1.42"
"002380","KCC ","617000","26000","4.40","25297","24.39",,,"481084","1.28","8000","1.30"
"009070","KCTC ","3165","45","1.44","100","31.65",,,"4877","0.65","25","0.79"
"009440","KC그린홀딩스 ","6760","400","6.29","418","16.17",,,"6567","1.03","100","1.48"
"119650","KC코트렐 ","6690","300","4.69","381","17.56",,,"7182","0.93","100","1.49"
"092220","KEC ","815","25","3.16",,,,,"2536","0.32","0","0.00"
"109070","KGP ","886","-14","-1.56",,,,,"414","2.14","0","0.00"
