종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"138930","BS금융지주 ","12650","550","4.55","2120","5.97",,,"15281","0.83","350","2.77"
"001460","BYC ","167500","-500","-0.30","42935","3.90",,,"367590","0.46","850","0.51"
"001465","BYC우 ","68500","-100","-0.15",,,,,,,"900","1.31"
"001040","CJ ","79900","1300","1.65","13147","6.08",,,"97949","0.82","650","0.81"
"079160","CJ CGV ","25950","-450","-1.70","896","28.96",,,"14832","1.75","300","1.16"
"000120","CJ대한통운 ","78100","2100","2.76","4858","16.08",,,"96993","0.81","0","0.00"
"011150","CJ씨푸드 ","2410","60","2.55","113","21.33",,,"925","2.61","0","0.00"
"011155","CJ씨푸드1우 ","5950","-110","-1.82",,,,,,,"0","0.00"
"001045","CJ우 ","18750","100","0.54",,,,,,,"700","3.73"
"097950","CJ제일제당 ","325500","500","0.15","21854","14.89",,,"188796","1.72","1800","0.55"
"097955","CJ제일제당 우 ","65100","-500","-0.76",,,,,,,"1850","2.84"
"000590","CS홀딩스 ","32300","150","0.47","10756","3.00",,,"141010","0.23","0","0.00"
"139130","DGB금융지주 ","13850","300","2.21",,,,,"17093","0.81","350","2.53"
"069730","DSR제강 ","3330","40","1.22","655","5.08",,,"6957","0.48","30","0.90"
"017940","E1 ","48000","0","0.00","10989","4.37",,,"148057","0.32","1500","3.13"
"007700","F&F ","6260","20","0.32","1279","4.89",,,"10709","0.58","150","2.40"
"114090","GKL ","23600","850","3.74","1000","23.60",,,"3578","6.60","512","2.17"
"078930","GS ","52000","1300","2.56","8171","6.36",,,"63523","0.82","1350","2.60"
"006360","GS건설 ","76300","2800","3.81","8563","8.91",,,"73237","1.04","1000","1.31"
"001250","GS글로벌 ","12500","150","1.21",,,,,"9969","1.25","125","1.00"
"007070","GS리테일 ","23900","150","0.63","1213","19.70",,,"18574","1.29","300","1.26"
"078935","GS우 ","20650","50","0.24",,,,,,,"1400","6.78"
"035000","GⅡR ","6950","-20","-0.29","465","14.95",,,"6553","1.06","200","2.88"
"001500","HMC투자증권 ","13100","550","4.38","1064","12.31",,,"21296","0.62","0","0.00"
"011420","IB스포츠 ","2780","-35","-1.24","157","17.71",,,"1215","2.29","0","0.00"
"003560","IHQ ","2650","-35","-1.30","54","49.07",,,"727","3.65","0","0.00"
"005560","JS전선 ","8440","10","0.12",,,,,"10389","0.81","0","0.00"
"001060","JW중외제약 ","13400","0","0.00",,,,,"15761","0.85","200","1.49"
"001067","JW중외제약2우B ","15350","-550","-3.46",,,,,,,"200","1.30"
