종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","1915","65","3.51",,,,,"695","2.76","0","0.00"
"095570","AJ네트웍스 ","7520","50","0.67","288","26.11",,,"5980","1.26","60","0.80"
"068400","AJ렌터카 ","13050","400","3.16","362","36.05",,,"10537","1.24","0","0.00"
"006840","AK홀딩스 ","64900","-400","-0.61","5585","11.62",,,"46834","1.39","550","0.85"
"054620","APS홀딩스 ","9800","40","0.41","1749","5.60",,,"10544","0.93","0","0.00"
"265520","AP시스템 ","40000","950","2.43",,,,,,,"0","0.00"
"211270","AP위성 ","8020","-30","-0.37","473","16.96",,,"5373","1.49","0","0.00"
"027410","BGF리테일 ","83000","3600","4.53","3704","22.41",,,"18649","4.45","800","0.96"
"138930","BNK금융지주 ","10000","-100","-0.99","1522","6.57",,,"20810","0.48","230","2.30"
"001460","BYC ","316500","-6500","-2.01","27784","11.39",,,"468849","0.68","800","0.25"
"001465","BYC우 ","175000","1500","0.86",,,,,,,"850","0.49"
"032040","C&S자산관리 ","875","0","0.00",,,,,"1306","0.67","0","0.00"
"001040","CJ ","170500","1500","0.89","7837","21.76",,,"118834","1.43","1350","0.79"
"079160","CJ CGV ","64400","1200","1.90","583","110.46",,,"17654","3.65","350","0.54"
"130960","CJ E&M ","77200","2200","2.93","1611","47.92",,,"39922","1.93","200","0.26"
"000120","CJ대한통운 ","163500","3500","2.19","3166","51.64",,,"102843","1.59","0","0.00"
"011150","CJ씨푸드 ","2915","-20","-0.68","149","19.56",,,"1530","1.91","0","0.00"
"011155","CJ씨푸드1우 ","25600","-50","-0.19",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","197900","400","0.20","3886","50.93",,,"147596","1.34","2500","1.26"
"001045","CJ우 ","73600","1000","1.38",,,,,,,"1400","1.90"
"097950","CJ제일제당 ","354500","4000","1.14","19522","18.16",,,"235302","1.51","2500","0.71"
"097955","CJ제일제당 우 ","152000","-1000","-0.65",,,,,,,"2550","1.68"
"051500","CJ프레시웨이 ","36300","300","0.83",,,,,"16021","2.27","200","0.55"
"037560","CJ헬로비전 ","7180","50","0.70","278","25.83",,,"12482","0.58","75","1.04"
"058820","CMG제약 ","3330","65","1.99","19","175.26",,,"930","3.58","0","0.00"
"023460","CNH ","1425","25","1.79","90","15.83",,,"2604","0.55","25","1.75"
"065770","CS ","1380","60","4.55",,,,,"1047","1.32","0","0.00"
"083660","CSA 코스믹 ","3865","260","7.21",,,,,"1641","2.36","0","0.00"
"000590","CS홀딩스 ","80000","700","0.88","8045","9.94",,,"185295","0.43","500","0.63"
"139130","DGB금융지주 ","10500","150","1.45","1702","6.17",,,"21773","0.48","300","2.86"
"068790","DMS ","8450","60","0.72","1610","5.25",,,"5833","1.45","50","0.59"
"004840","DRB동일 ","7850","170","2.21","2155","3.64",,,"17513","0.45","80","1.02"
"241520","DSC인베스트먼트 ","4320","-60","-1.37","78","55.38",,,"915","4.72","0","0.00"
"155660","DSR ","5160","80","1.57","672","7.68",,,"8252","0.63","50","0.97"
"069730","DSR제강 ","4610","170","3.83","603","7.65",,,"8780","0.53","40","0.87"
"017940","E1 ","56500","600","1.07",,,,,"161644","0.35","2000","3.54"
