종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"095570","AJ네트웍스 ","47100","550","1.18","2732","17.24",,,"23715","1.99","0","0.00"
"068400","AJ렌터카 ","11900","0","0.00","860","13.84",,,"9426","1.26","0","0.00"
"006840","AK홀딩스 ","63200","1200","1.94","5549","11.39",,,"42221","1.50","350","0.55"
"027410","BGF리테일 ","171500","7500","4.57","4238","40.47",,,"22686","7.56","600","0.35"
"138930","BNK금융지주 ","8420","50","0.60","3661","2.30",,,"19542","0.43","200","2.38"
"001460","BYC ","459500","-5500","-1.18","30221","15.20",,,"434980","1.06","800","0.17"
"001465","BYC우 ","193500","-6500","-3.25",,,,,,,"850","0.44"
"001040","CJ ","251000","-5000","-1.95","7375","34.03",,,"108643","2.31","950","0.38"
"079160","CJ CGV ","126000","1000","0.80","787","160.10",,,"18048","6.98","350","0.28"
"000120","CJ대한통운 ","191000","-1000","-0.52","2510","76.10",,,"98141","1.95","0","0.00"
"011150","CJ씨푸드 ","3490","105","3.10","91","38.35",,,"1310","2.66","0","0.00"
"011155","CJ씨푸드1우 ","17600","300","1.73",,,,,,,"0","0.00"
"001045","CJ우 ","131000","5500","4.38",,,,,,,"1000","0.76"
"097950","CJ제일제당 ","377500","-5500","-1.44","6530","57.81",,,"206344","1.83","2000","0.53"
"097955","CJ제일제당 우 ","218500","5000","2.34",,,,,,,"2050","0.94"
"037560","CJ헬로비전 ","12650","50","0.40","332","38.10",,,"11653","1.09","75","0.59"
"000590","CS홀딩스 ","79300","-400","-0.50","6412","12.37",,,"165649","0.48","0","0.00"
"139130","DGB금융지주 ","10050","50","0.50","1714","5.86",,,"21797","0.46","320","3.18"
"004840","DRB동일 ","12900","-300","-2.27","2261","5.71",,,"14251","0.91","60","0.47"
"155660","DSR ","4090","65","1.61","423","9.67",,,"6948","0.59","30","0.73"
"069730","DSR제강 ","3800","-30","-0.78","507","7.50",,,"7555","0.50","30","0.79"
"017940","E1 ","61400","600","0.99","7096","8.65",,,"166331","0.37","2000","3.26"
"007700","F&F ","17750","500","2.90","908","19.55",,,"12307","1.44","150","0.85"
"114090","GKL ","24200","-100","-0.41","1884","12.85",,,"6974","3.47","1002","4.14"
"078930","GS ","50700","0","0.00",,,,,"62374","0.81","1200","2.37"
"006360","GS건설 ","19750","-250","-1.25",,,,,"46070","0.43","0","0.00"
"001250","GS글로벌 ","5490","-40","-0.72","320","17.16",,,"11121","0.49","125","2.28"
"007070","GS리테일 ","53800","1900","3.66","1445","37.23",,,"21838","2.46","600","1.12"
"078935","GS우 ","33450","-50","-0.15",,,,,,,"1250","3.74"
"001500","HMC투자증권 ","10000","-100","-0.99","225","44.44",,,"22972","0.44","150","1.50"
"003560","IHQ ","2055","10","0.49",,,,,"794","2.59","0","0.00"
"175330","JB금융지주 ","5500","-50","-0.90","5281","1.04",,,"14769","0.37","100","1.82"
"001060","JW중외제약 ","36500","-250","-0.68","40","912.50",,,"12840","2.84","125","0.34"
"001067","JW중외제약2우B ","44900","-950","-2.07",,,,,,,"125","0.28"
"001065","JW중외제약우 ","25800","-250","-0.96",,,,,,,"150","0.58"
"096760","JW홀딩스 ","8800","-200","-2.22",,,,,"1744","5.05","25","0.28"
"105560","KB금융 ","33150","-200","-0.60","3626","9.14",,,"70700","0.47","780","2.35"
"002550","KB손해보험 ","29200","0","0.00","2686","10.87",,,"29141","1.00","500","1.71"
"002380","KCC ","417500","3000","0.72","33250","12.56",,,"589064","0.71","9000","2.16"
"009070","KCTC ","3170","105","3.43","555","5.71",,,"5438","0.58","30","0.95"
"009440","KC그린홀딩스 ","9160","-150","-1.61","111","82.52",,,"6479","1.41","50","0.55"
"119650","KC코트렐 ","7120","-90","-1.25",,,,,"6032","1.18","0","0.00"
"092220","KEC ","1120","-5","-0.44","89","12.58",,,"2490","0.45","0","0.00"
"109070","KGP ","2945","15","0.51",,,,,"275","10.71","0","0.00"
"001390","KG케미칼 ","15500","150","0.98","1275","12.16",,,"18227","0.85","350","2.26"
"001940","KISCO홀딩스 ","62200","900","1.47","1665","37.36",,,"177506","0.35","900","1.45"
"083420","KPX그린케미칼 ","4120","215","5.51","649","6.35",,,"5791","0.71","160","3.88"
"025000","KPX케미칼 ","48250","-600","-1.23","8243","5.85",,,"77767","0.62","1750","3.63"
"092230","KPX홀딩스 ","59300","500","0.85","6713","8.83",,,"127291","0.47","2100","3.54"
"000040","KR모터스 ","1270","-25","-1.93",,,,,"385","3.30","0","0.00"
"044450","KSS해운 ","17200","500","2.99","1815","9.48",,,"15902","1.08","200","1.16"
"030200","KT ","28250","-100","-0.35",,,,,"39604","0.71","0","0.00"
"033780","KT&G ","104500","-1500","-1.42","6558","15.93",,,"41012","2.55","3400","3.25"
"030210","KTB투자증권 ","2265","-35","-1.52",,,,,"5330","0.42","0","0.00"
"058850","KTcs ","3160","20","0.64","334","9.46",,,"3357","0.94","120","3.80"
"093050","LF ","27000","200","0.75","2772","9.74",,,"33599","0.80","500","1.85"
"003550","LG ","70800","-800","-1.12","4804","14.74",,,"69664","1.02","1000","1.41"
"034220","LG디스플레이 ","24550","250","1.03","2527","9.72",,,"31948","0.77","500","2.04"
"001120","LG상사 ","33800","-450","-1.31",,,,,"36809","0.92","300","0.89"
"068870","LG생명과학 ","60600","1100","1.85",,,,,"14817","4.09","0","0.00"
"068875","LG생명과학우 ","41200","-100","-0.24",,,,,,,"0","0.00"
"051900","LG생활건강 ","1050000","-7000","-0.66","20842","50.38",,,"92417","11.36","4000","0.38"
"051905","LG생활건강우 ","545000","20000","3.81",,,,,,,"4050","0.74"
"003555","LG우 ","46950","200","0.43",,,,,,,"1050","2.24"
"032640","LG유플러스 ","10400","150","1.46","523","19.89",,,"9567","1.09","150","1.44"
"011070","LG이노텍 ","98500","200","0.20","4761","20.69",,,"71681","1.37","250","0.25"
"066570","LG전자 ","53800","1400","2.67","2213","24.31",,,"64808","0.83","400","0.74"
"066575","LG전자우 ","28700","200","0.70",,,,,,,"450","1.57"
"108670","LG하우시스 ","146500","1000","0.69","6456","22.69",,,"82637","1.77","1800","1.23"
"108675","LG하우시스우 ","86600","-300","-0.35",,,,,,,"1850","2.14"
"051910","LG화학 ","328500","-3500","-1.05","11798","27.84",,,"164275","2.00","4000","1.22"
"051915","LG화학우 ","247000","1500","0.61",,,,,,,"4050","1.64"
"079550","LIG넥스원 ","103500","-500","-0.48","2528","40.94",,,"17906","5.78","670","0.65"
"006260","LS ","40350","-1350","-3.24","1620","24.91",,,"74691","0.54","1250","3.10"
"000680","LS네트웍스 ","3645","-15","-0.41","7","520.71",,,"9761","0.37","10","0.27"
"010120","LS산전 ","46000","-900","-1.92","3642","12.63",,,"33098","1.39","1300","2.83"
"023150","MH에탄올 ","8760","-240","-2.67",,,,,"7154","1.22","200","2.28"
"035420","NAVER ","658000","16000","2.49","15277","43.07",,,"54486","12.08","782","0.12"
