종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"068400","AJ렌터카 ","10500","100","0.96","910","11.54",,,"7647","1.37","0","0.00"
"006840","AK홀딩스 ","40150","-700","-1.71","22933","1.75",,,"33073","1.21","150","0.37"
"138930","BS금융지주 ","17050","300","1.79","1869","9.12",,,"16833","1.01","330","1.94"
"001460","BYC ","188500","1000","0.53","39163","4.81",,,"396687","0.48","850","0.45"
"001465","BYC우 ","70000","500","0.72",,,,,,,"900","1.29"
"001040","CJ ","111000","-500","-0.45","7801","14.23",,,"101632","1.09","650","0.59"
"079160","CJ CGV ","49950","-750","-1.48","2626","19.02",,,"16762","2.98","350","0.70"
"000120","CJ대한통운 ","92300","1700","1.88","4763","19.38",,,"100335","0.92","0","0.00"
"011150","CJ씨푸드 ","2545","-15","-0.59","158","16.11",,,"1080","2.36","0","0.00"
"011155","CJ씨푸드1우 ","8220","550","7.17",,,,,,,"0","0.00"
"001045","CJ우 ","36900","-100","-0.27",,,,,,,"700","1.90"
"097950","CJ제일제당 ","257500","0","0.00","18369","14.02",,,"206383","1.25","1800","0.70"
"097955","CJ제일제당 우 ","86400","1600","1.89",,,,,,,"1850","2.14"
"037560","CJ헬로비전 ","17300","-50","-0.29","1491","11.60",,,"9354","1.85","0","0.00"
"000590","CS홀딩스 ","37300","-250","-0.67","5708","6.53",,,"146972","0.25","0","0.00"
"139130","DGB금융지주 ","17000","250","1.49","2039","8.34",,,"18823","0.90","330","1.94"
"004840","DRB동일 ","7760","30","0.39","1555","4.99",,,"12043","0.64","40","0.52"
"155660","DSR ","4490","-30","-0.66","758","5.92",,,"5128","0.88","0","0.00"
"069730","DSR제강 ","3545","10","0.28","86","41.22",,,"6964","0.51","30","0.85"
"017940","E1 ","76100","600","0.79","15096","5.04",,,"154916","0.49","1600","2.10"
"007700","F&F ","6600","-250","-3.65","526","12.55",,,"11083","0.60","100","1.52"
"114090","GKL ","38700","-400","-1.02","2328","16.62",,,"5358","7.22","1217","3.14"
"078930","GS ","58500","-800","-1.35","5217","11.21",,,"66978","0.87","1350","2.31"
"006360","GS건설 ","35800","-1400","-3.76","2063","17.35",,,"72576","0.49","250","0.70"
"001250","GS글로벌 ","9680","-250","-2.52","906","10.68",,,"10444","0.93","125","1.29"
"007070","GS리테일 ","29300","100","0.34","1603","18.28",,,"19798","1.48","400","1.37"
"078935","GS우 ","28150","50","0.18",,,,,,,"1400","4.97"
"035000","GⅡR ","8000","-10","-0.12","758","10.55",,,"6815","1.17","200","2.50"
"001500","HMC투자증권 ","10650","-150","-1.39","1051","10.13",,,"23166","0.46","150","1.41"
"011420","IB월드와이드 ","1945","-55","-2.75","19","102.37",,,"1247","1.56","0","0.00"
"003560","IHQ ","2350","-50","-2.08","109","21.56",,,"842","2.79","0","0.00"
"175330","JB금융지주 ","7260","-180","-2.42",,,,,,,"0","0.00"
"005560","JS전선 ","5740","20","0.35","1040","5.52",,,"11471","0.50","300","5.23"
"001060","JW중외제약 ","15400","0","0.00",,,,,"14131","1.09","125","0.81"
"001067","JW중외제약2우B ","18400","100","0.55",,,,,,,"125","0.68"
"001065","JW중외제약우 ","11800","-350","-2.88",,,,,,,"150","1.27"
"096760","JW홀딩스 ","2680","0","0.00",,,,,"1580","1.70","25","0.93"
"105560","KB금융 ","42000","-400","-0.94","4408","9.53",,,"63438","0.66","600","1.43"
"002380","KCC ","425500","-3000","-0.70","45384","9.38",,,"468604","0.91","8000","1.88"
"009070","KCTC ","19250","-450","-2.28",,,,,"48172","0.40","250","1.30"
"009440","KC그린홀딩스 ","10450","-250","-2.34","1057","9.89",,,"5875","1.78","70","0.67"
"119650","KC코트렐 ","11250","-150","-1.32","1638","6.87",,,"7313","1.54","470","4.18"
"092220","KEC ","1000","-20","-1.96",,,,,"4794","0.21","0","0.00"
"109070","KGP ","1605","-15","-0.93",,,,,"3238","0.50","0","0.00"
"001390","KG케미칼 ","17500","100","0.57","746","23.46",,,"16723","1.05","150","0.86"
"001940","KISCO홀딩스 ","41800","0","0.00","9923","4.21",,,"175031","0.24","900","2.15"
"083420","KPX그린케미칼 ","4560","20","0.44","585","7.79",,,"4928","0.93","150","3.29"
"025000","KPX케미칼 ","69500","700","1.02","7603","9.14",,,"68667","1.01","3000","4.32"
"092230","KPX홀딩스 ","48050","100","0.21","4410","10.90",,,"123023","0.39","2550","5.31"
"025850","KPX화인케미칼 ","19050","-500","-2.56",,,,,"33703","0.57","0","0.00"
"044450","KSS해운 ","10250","-300","-2.84","1154","8.88",,,"11811","0.87","90","0.88"
"030200","KT ","35050","-300","-0.85","4341","8.07",,,"47141","0.74","2000","5.71"
"033780","KT&G ","77500","-1700","-2.15","5869","13.20",,,"37081","2.09","3200","4.13"
"030210","KTB투자증권 ","2380","-40","-1.65","54","44.07",,,"6717","0.35","0","0.00"
"058850","KTcs ","3100","5","0.16","423","7.33",,,"2685","1.15","100","3.23"
"003550","LG ","62700","-700","-1.10","5294","11.84",,,"64357","0.97","1000","1.59"
"034220","LG디스플레이 ","24950","250","1.01","652","38.27",,,"28534","0.87","0","0.00"
"001120","LG상사 ","29800","-400","-1.32","5735","5.20",,,"37894","0.79","500","1.68"
"068870","LG생명과학 ","47000","250","0.53","507","92.70",,,"15028","3.13","0","0.00"
"068875","LG생명과학우 ","22600","0","0.00",,,,,,,"0","0.00"
"051900","LG생활건강 ","551000","3000","0.55","18126","30.40",,,"67816","8.12","3750","0.68"
"051905","LG생활건강우 ","211000","-2500","-1.17",,,,,,,"3800","1.80"
"003555","LG우 ","34050","0","0.00",,,,,,,"1050","3.08"
"032640","LG유플러스 ","12150","450","3.85",,,,,"8582","1.42","0","0.00"
"011070","LG이노텍 ","85700","-1000","-1.15",,,,,"62876","1.36","0","0.00"
"066570","LG전자 ","68000","100","0.15","366","185.79",,,"68872","0.99","200","0.29"
"066575","LG전자우 ","25850","-150","-0.58",,,,,,,"250","0.97"
"093050","LG패션 ","32500","-200","-0.61","2076","15.66",,,"29701","1.09","400","1.23"
"108670","LG하우시스 ","128500","-1500","-1.15","2898","44.34",,,"72100","1.78","1000","0.78"
