종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2890","-15","-0.52",,,,,"745","3.88","0","0.00"
"095570","AJ네트웍스 ","5920","40","0.68",,,,,"6089","0.97","210","3.55"
"006840","AK홀딩스 ","35400","-200","-0.56",,,,,"50471","0.70","400","1.13"
"054620","APS홀딩스 ","14600","-1250","-7.89",,,,,"8135","1.79","0","0.00"
"265520","AP시스템 ","29100","400","1.39","1736","16.76",,,"9041","3.22","120","0.41"
"211270","AP위성 ","15300","-450","-2.86",,,,,"5321","2.88","70","0.46"
"027410","BGF ","7020","90","1.30","285","24.63",,,"15781","0.44","110","1.57"
"282330","BGF리테일 ","181500","2500","1.40","7103","25.55",,,"40317","4.50","2400","1.32"
"138930","BNK금융지주 ","7950","0","0.00","1498","5.31",,,"26781","0.30","320","4.03"
"001460","BYC ","433500","24000","5.86","21904","19.79",,,"538911","0.80","1100","0.25"
"001465","BYC우 ","187500","10000","5.63",,,,,,,"1150","0.61"
"001040","CJ ","114500","5000","4.57","2581","44.36",,,"130202","0.88","2000","1.75"
"079160","CJ CGV ","33450","2400","7.73",,,,,"3812","8.77","0","0.00"
"035760","CJ ENM ","165300","8700","5.56","2870","57.60",,,"156746","1.05","1600","0.97"
"00104K","CJ4우(전환) ","91200","2800","3.17",,,,,,,"2000","2.19"
"000120","CJ대한통운 ","170000","0","0.00","5683","29.91",,,"146331","1.16","0","0.00"
"011150","CJ씨푸드 ","4715","50","1.07","58","81.29",,,"1823","2.59","0","0.00"
"011155","CJ씨푸드1우 ","44400","-250","-0.56",,,,,,,"0","0.00"
"001045","CJ우 ","66400","1400","2.15",,,,,,,"2050","3.09"
"097950","CJ제일제당 ","488500","16000","3.39","42783","11.42",,,"321970","1.52","4000","0.82"
"097955","CJ제일제당 우 ","224000","10000","4.67",,,,,,,"4050","1.81"
"051500","CJ프레시웨이 ","32600","1250","3.99",,,,,"15839","2.06","0","0.00"
"058820","CMG제약 ","4640","155","3.46","2","2320.00",,,"1304","3.56","0","0.00"
"023460","CNH ","3510","-40","-1.13","824","4.26",,,"3446","1.02","50","1.42"
"056000","COWON ","2860","0","0.00","20","143.00",,,"1435","1.99","0","0.00"
"065770","CS ","5550","-230","-3.98","9","616.67",,,"1170","4.74","0","0.00"
"083660","CSA 코스믹 ","1840","-30","-1.60",,,,,"313","5.88","0","0.00"
"000590","CS홀딩스 ","74600","700","0.95","6657","11.21",,,"210057","0.36","500","0.67"
"012030","DB ","1010","28","2.85","33","30.61",,,"1559","0.65","0","0.00"
"367340","DB금융스팩8호 ","2445","270","12.41",,,,,,,"0","0.00"
"367360","DB금융스팩9호 ","2850","595","26.39",,,,,,,"0","0.00"
"016610","DB금융투자 ","7170","0","0.00","2327","3.08",,,"18855","0.38","300","4.18"
"005830","DB손해보험 ","50700","100","0.20","9171","5.53",,,"90596","0.56","2200","4.34"
"000990","DB하이텍 ","51600","-400","-0.77","3822","13.50",,,"17851","2.89","350","0.68"
"000995","DB하이텍1우 ","119000","-1500","-1.24",,,,,,,"400","0.34"
"139130","DGB금융지주 ","9460","20","0.21","1908","4.96",,,"29493","0.32","390","4.12"
"001530","DI동일 ","179000","-4500","-2.45","10653","16.80",,,"198359","0.90","1500","0.84"
"000210","DL ","82100","-1200","-1.44","13077","6.28",,,"67178","1.22","1300","1.58"
"001880","DL건설 ","36300","150","0.41","7953","4.56",,,"34403","1.06","550","1.52"
"000215","DL우 ","48500","-200","-0.41",,,,,,,"1350","2.78"
"375500","DL이앤씨 ","134500","500","0.37",,,,,,,"0","0.00"
"37550K","DL이앤씨우 ","77800","100","0.13",,,,,,,"0","0.00"
"068790","DMS ","7900","160","2.07","1718","4.60",,,"9256","0.85","100","1.27"
"004840","DRB동일 ","7180","50","0.70","121","59.34",,,"17702","0.41","50","0.70"
"241520","DSC인베스트먼트 ","6030","-100","-1.63","890","6.78",,,"2144","2.81","0","0.00"
"155660","DSR ","6980","120","1.75","558","12.51",,,"10087","0.69","50","0.72"
"069730","DSR제강 ","6330","210","3.43","367","17.25",,,"10157","0.62","40","0.63"
"017940","E1 ","55200","1400","2.60","10427","5.29",,,"172701","0.32","2200","3.99"
"245620","EDGC ","4980","-20","-0.40",,,,,"839","5.94","0","0.00"
"037370","EG ","11450","150","1.33",,,,,"6155","1.86","0","0.00"
"079190","EMW ","2780","0","0.00",,,,,"890","3.12","0","0.00"
"050120","ES큐브 ","6660","10","0.15",,,,,"5120","1.30","0","0.00"
"383220","F&F ","449500","2500","0.56",,,,,,,"0","0.00"
"007700","F&F홀딩스 ","38900","-1500","-3.71","5599","6.95",,,"35801","1.09","1000","2.57"
"130500","GH신소재 ","6130","60","0.99","5","1226.00",,,"4013","1.53","0","0.00"
"114090","GKL ","18950","450","2.43",,,,,"7863","2.41","0","0.00"
"078930","GS ","46100","-150","-0.32",,,,,"88213","0.52","1900","4.12"
"083450","GST ","25400","1050","4.31","1788","14.21",,,"11872","2.14","150","0.59"
"006360","GS건설 ","44750","350","0.79","3919","11.42",,,"51311","0.87","1200","2.68"
"001250","GS글로벌 ","2825","-5","-0.18",,,,,"3465","0.82","0","0.00"
"007070","GS리테일 ","39250","2000","5.37","2187","17.95",,,"29928","1.31","900","2.29"
"078935","GS우 ","38350","250","0.66",,,,,,,"1950","5.08"
"028150","GS홈쇼핑 ","158500","9000","6.02","20987","7.55",,,"189396","0.84","8500","5.36"
"045890","GV ","240","0","0.00",,,,,"671","0.36","0","0.00"
"078150","HB테크놀러지 ","2665","-45","-1.66","47","56.70",,,"2086","1.28","20","0.75"
"012630","HDC ","14150","100","0.71","1869","7.57",,,"37479","0.38","250","1.77"
"039570","HDC아이콘트롤스 ","13300","400","3.10","1012","13.14",,,"9958","1.34","400","3.01"
"089470","HDC현대EP ","6030","60","1.01","477","12.64",,,"9177","0.66","140","2.32"
"294870","HDC현대산업개발 ","29600","350","1.20","3622","8.17",,,"41620","0.71","600","2.03"
"011200","HMM ","47900","-1750","-3.52","103","465.05",,,"5164","9.28","0","0.00"
"036640","HRS ","5530","-70","-1.25","571","9.68",,,"4964","1.11","150","2.71"
"082740","HSD엔진 ","10450","-200","-1.88","184","56.79",,,"5892","1.77","0","0.00"
"335870","IBKS제12호스팩 ","2630","180","7.35",,,,,,,"0","0.00"
"351340","IBKS제13호스팩 ","2380","125","5.54",,,,,,,"0","0.00"
"351320","IBKS제14호스팩 ","2280","0","0.00",,,,,,,"0","0.00"
"373200","IBKS제15호스팩 ","2655","265","11.09",,,,,,,"0","0.00"
"003560","IHQ ","2390","-5","-0.21",,,,,"808","2.96","0","0.00"
"095340","ISC ","20350","-500","-2.40","454","44.82",,,"12209","1.67","150","0.74"
"099520","ITX-AI ","1285","0","0.00",,,,,"793","1.62","0","0.00"
"175330","JB금융지주 ","7690","-30","-0.39","1774","4.33",,,"19069","0.40","374","4.86"
"234080","JW생명과학 ","18550","-50","-0.27","1065","17.42",,,"8340","2.22","500","2.70"
"067290","JW신약 ","4990","100","2.04",,,,,"1288","3.87","0","0.00"
"001060","JW중외제약 ","29000","-150","-0.51",,,,,"9069","3.20","325","1.12"
"001067","JW중외제약2우B ","71600","-1200","-1.65",,,,,,,"325","0.45"
"001065","JW중외제약우 ","49150","-1050","-2.09",,,,,,,"350","0.71"
"096760","JW홀딩스 ","4690","5","0.11","157","29.87",,,"2139","2.19","90","1.92"
"035900","JYP Ent. ","39600","1350","3.53","892","44.39",,,"5146","7.70","154","0.39"
"024840","KBI메탈 ","2310","10","0.43","56","41.25",,,"2806","0.82","0","0.00"
"105560","KB금융 ","58800","1800","3.16","8809","6.67",,,"102219","0.58","1770","3.01"
"024120","KB오토시스 ","9690","-20","-0.21","289","33.53",,,"8921","1.09","170","1.75"
"002380","KCC ","307500","-3500","-1.13","72945","4.22",,,"548119","0.56","5700","1.85"
"021320","KCC건설 ","10500","50","0.48","1806","5.81",,,"18717","0.56","180","1.71"
"036670","KCI ","9810","30","0.31","987","9.94",,,"6617","1.48","200","2.04"
"009070","KCTC ","7600","-80","-1.04","433","17.55",,,"6783","1.12","50","0.66"
"009440","KC그린홀딩스 ","5090","210","4.30",,,,,"6349","0.80","40","0.79"
"119650","KC코트렐 ","7820","50","0.64",,,,,"869","9.00","0","0.00"
"044180","KD ","1390","-585","-29.62",,,,,"1744","0.80","0","0.00"
"092220","KEC ","2160","10","0.47",,,,,"1394","1.55","0","0.00"
"151860","KG ETS ","11100","-50","-0.45","768","14.45",,,"7448","1.49","110","0.99"
"016380","KG동부제철 ","19950","-100","-0.50","668","29.87",,,"9715","2.05","100","0.50"
"016385","KG동부제철우 ","141500","-1500","-1.05",,,,,,,"150","0.11"
"046440","KG모빌리언스 ","10350","0","0.00","628","16.48",,,"6842","1.51","220","2.13"
"035600","KG이니시스 ","21950","50","0.23","1594","13.77",,,"11032","1.99","350","1.59"
"001390","KG케미칼 ","29950","-150","-0.50","3358","8.92",,,"29370","1.02","400","1.34"
"226360","KH E&T ","1705","90","5.57",,,,,"1402","1.22","0","0.00"
"111870","KH 일렉트론 ","1095","25","2.34",,,,,"1144","0.96","0","0.00"
"033180","KH 필룩스 ","3240","-55","-1.67",,,,,"2768","1.17","0","0.00"
"060720","KH바텍 ","20300","500","2.53",,,,,"7447","2.73","0","0.00"
"001940","KISCO홀딩스 ","19100","-150","-0.78","2260","8.45",,,"45645","0.42","300","1.57"
"122450","KMH ","10700","100","0.94","718","14.90",,,"5865","1.82","0","0.00"
"052900","KMH하이텍 ","1890","5","0.27","34","55.59",,,"1628","1.16","0","0.00"
"058400","KNN ","1860","30","1.64","46","40.43",,,"1506","1.24","15","0.81"
"114450","KPX생명과학 ","10600","100","0.95",,,,,"3958","2.68","0","0.00"
"025000","KPX케미칼 ","65500","500","0.77","13307","4.92",,,"108169","0.61","2750","4.20"
"092230","KPX홀딩스 ","72200","2300","3.29","34397","2.10",,,"183257","0.39","3100","4.29"
"000040","KR모터스 ","1170","0","0.00",,,,,"396","2.95","0","0.00"
"044450","KSS해운 ","12300","-200","-1.60","584","21.06",,,"11592","1.06","300","2.44"
"030200","KT ","34200","400","1.18","2684","12.74",,,"53661","0.64","1350","3.95"
"033780","KT&G ","84300","600","0.72","9320","9.05",,,"65822","1.28","4800","5.69"
"030210","KTB투자증권 ","5900","-80","-1.34","1162","5.08",,,"8631","0.68","150","2.54"
"036030","KTH ","11450","-300","-2.55",,,,,"5430","2.11","0","0.00"
"058850","KTcs ","3265","75","2.35","257","12.70",,,"3831","0.85","80","2.45"
"058860","KTis ","3310","40","1.22","223","14.84",,,"4810","0.69","80","2.42"
"060370","KT서브마린 ","8080","-230","-2.77","58","139.31",,,"4693","1.72","30","0.37"
"093050","LF ","21000","850","4.22","605","34.71",,,"42186","0.50","500","2.38"
"003550","LG ","101000","-6000","-5.61","8338","12.11",,,"115188","0.88","2500","2.48"
"034220","LG디스플레이 ","24000","600","2.56",,,,,"31863","0.75","0","0.00"
"001120","LG상사 ","31000","-750","-2.36","7932","3.91",,,"34525","0.90","400","1.29"
"051900","LG생활건강 ","1559000","29000","1.90","47596","32.75",,,"268428","5.81","11000","0.71"
"051905","LG생활건강우 ","720000","2000","0.28",,,,,,,"11050","1.53"
"003555","LG우 ","70700","-900","-1.26",,,,,,,"2550","3.61"
"032640","LG유플러스 ","15100","200","1.34","1095","13.79",,,"16891","0.89","450","2.98"
"011070","LG이노텍 ","204500","3000","1.49","9978","20.50",,,"102576","1.99","700","0.34"
"066570","LG전자 ","152000","500","0.33","10926","13.91",,,"85368","1.78","1200","0.79"
"066575","LG전자우 ","71800","200","0.28",,,,,,,"1250","1.74"
"108670","LG하우시스 ","93800","-2200","-2.29",,,,,"83775","1.12","300","0.32"
