종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"068400","AJ렌터카 ","16550","-150","-0.90","813","20.36",,,"8589","1.93","0","0.00"
"006840","AK홀딩스 ","101500","5600","5.84","7072","14.35",,,"35485","2.86","200","0.20"
"027410","BGF리테일 ","80700","1600","2.02","2858","28.24",,,"7860","10.27","400","0.50"
"138930","BS금융지주 ","13850","-250","-1.77","1528","9.06",,,"17557","0.79","280","2.02"
"001460","BYC ","262000","5500","2.14","24570","10.66",,,"414146","0.63","750","0.29"
"001465","BYC우 ","169000","500","0.30",,,,,,,"800","0.47"
"001040","CJ ","172500","2000","1.17","5280","32.67",,,"103118","1.67","950","0.55"
"079160","CJ CGV ","61000","0","0.00","613","99.51",,,"17591","3.47","350","0.57"
"000120","CJ대한통운 ","191500","7500","4.08",,,,,"97222","1.97","0","0.00"
"011150","CJ씨푸드 ","2540","35","1.40","177","14.35",,,"1232","2.06","0","0.00"
"011155","CJ씨푸드1우 ","6060","60","1.00",,,,,,,"0","0.00"
"001045","CJ우 ","83600","0","0.00",,,,,,,"1000","1.20"
"097950","CJ제일제당 ","352000","-1500","-0.42","8293","42.45",,,"199891","1.76","1800","0.51"
"097955","CJ제일제당 우 ","176000","-5000","-2.76",,,,,,,"1850","1.05"
"037560","CJ헬로비전 ","9070","40","0.44","994","9.12",,,"11415","0.79","75","0.83"
"000590","CS홀딩스 ","80400","400","0.50","6959","11.55",,,"153699","0.52","0","0.00"
"139130","DGB금융지주 ","10600","-200","-1.85","1713","6.19",,,"19483","0.54","280","2.64"
"004840","DRB동일 ","12000","-150","-1.23","2303","5.21",,,"12578","0.95","40","0.33"
"155660","DSR ","3410","-55","-1.59","451","7.56",,,"6520","0.52","30","0.88"
"069730","DSR제강 ","3170","-25","-0.78","126","25.16",,,"7038","0.45","30","0.95"
"017940","E1 ","63300","100","0.16","6462","9.80",,,"161614","0.39","2000","3.16"
"007700","F&F ","13650","-1150","-7.77","544","25.09",,,"11526","1.18","100","0.73"
"114090","GKL ","40100","-500","-1.23","2224","18.03",,,"6395","6.27","1179","2.94"
"078930","GS ","41700","150","0.36","3778","11.04",,,"69423","0.60","1350","3.24"
"006360","GS건설 ","25050","-50","-0.20",,,,,"56156","0.45","0","0.00"
"001250","GS글로벌 ","7820","20","0.26","847","9.23",,,"11192","0.70","125","1.60"
"007070","GS리테일 ","26100","-150","-0.57","1546","16.88",,,"20969","1.24","450","1.72"
"078935","GS우 ","27350","200","0.74",,,,,,,"1400","5.12"
"035000","GⅡR ","7100","-170","-2.34","738","9.62",,,"7298","0.97","200","2.82"
"001500","HMC투자증권 ","10250","100","0.99",,,,,"22736","0.45","0","0.00"
"011420","IB월드와이드 ","1915","30","1.59",,,,,"1095","1.75","0","0.00"
"003560","IHQ ","2780","-90","-3.14","3","926.67",,,"882","3.15","0","0.00"
"175330","JB금융지주 ","5830","-30","-0.51","390","14.95",,,"11336","0.51","100","1.72"
"001060","JW중외제약 ","14050","150","1.08","165","85.15",,,"13667","1.03","125","0.89"
"001067","JW중외제약2우B ","15250","-400","-2.56",,,,,,,"125","0.82"
"001065","JW중외제약우 ","10800","200","1.89",,,,,,,"150","1.39"
"096760","JW홀딩스 ","2460","160","6.96","333","7.39",,,"1953","1.26","25","1.02"
"105560","KB금융 ","36800","-250","-0.67","3263","11.28",,,"66398","0.55","500","1.36"
"002380","KCC ","551000","2000","0.36","25297","21.78",,,"481084","1.15","8000","1.45"
"009070","KCTC ","3120","-40","-1.27","100","31.20",,,"4877","0.64","25","0.80"
"009440","KC그린홀딩스 ","9050","-360","-3.83","418","21.65",,,"6567","1.38","100","1.10"
"119650","KC코트렐 ","6470","-190","-2.85","381","16.98",,,"7182","0.90","100","1.55"
"092220","KEC ","1225","0","0.00",,,,,"2536","0.48","0","0.00"
"109070","KGP ","1035","75","7.81",,,,,"371","2.79","0","0.00"
"001390","KG케미칼 ","16800","-400","-2.33","443","37.92",,,"18596","0.90","1000","5.95"
"001940","KISCO홀딩스 ","47400","-200","-0.42","4139","11.45",,,"179350","0.26","900","1.90"
"083420","KPX그린케미칼 ","4910","-40","-0.81","535","9.18",,,"5311","0.92","150","3.05"
"025000","KPX케미칼 ","55900","-800","-1.41","5190","10.77",,,"71094","0.79","1500","2.68"
"092230","KPX홀딩스 ","67200","-600","-0.88","1660","40.48",,,"122279","0.55","2050","3.05"
"000040","KR모터스 ","1055","-15","-1.40",,,,,"480","2.20","0","0.00"
"044450","KSS해운 ","13000","-100","-0.76","2286","5.69",,,"13836","0.94","130","1.00"
"030200","KT ","29950","0","0.00",,,,,"45020","0.67","800","2.67"
"033780","KT&G ","80200","600","0.75","4533","17.69",,,"38421","2.09","3200","3.99"
"030210","KTB투자증권 ","1870","80","4.47",,,,,"6039","0.31","0","0.00"
"058850","KTcs ","2945","35","1.20","330","8.92",,,"2690","1.09","120","4.07"
"093050","LF ","31500","850","2.77","2332","13.51",,,"31274","1.01","400","1.27"
"003550","LG ","61900","-900","-1.43","5097","12.14",,,"66846","0.93","1000","1.62"
"034220","LG디스플레이 ","36050","-850","-2.30","1191","30.27",,,"29655","1.22","0","0.00"
"001120","LG상사 ","36750","3100","9.21","1246","29.49",,,"38076","0.97","300","0.82"
"068870","LG생명과학 ","46700","1550","3.43","194","240.72",,,"15074","3.10","0","0.00"
"068875","LG생명과학우 ","25800","850","3.41",,,,,,,"0","0.00"
